id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/16/value
2790991579,316,1,1,40,18,bu5w8wprynlj9mvphvy8sd94f,1,53.8,73.9,2025-03-22T23:47:50.684Z,2025-03-24T07:14:33Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5596307395,141,62.0,5596307389,3,,5596307391,56,Center,5596307399,213,4.28,5596307393,140,50.2,5596307397,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790991631,318,1,1,40,19,bu5w8wprynlj9mvphvy8sd94f,1,50.2,62.0,2025-03-22T23:47:51.847Z,2025-03-24T07:14:32Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,1.0,5596308223,210,13,5596307665,212,17.1,5596307661,140,63.0,5596307659,56,Center,5596307663,141,77.6,5596307667,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790991641,319,13,1,40,22,bu5w8wprynlj9mvphvy8sd94f,1,72.1,63.6,2025-03-22T23:47:54.856Z,2025-03-24T07:59:50Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5596308287,215,,5596308279,55,318,5596307955,20,,5596307715,56,Center,5596308285,103,80.6,5596553935,23,,5596308291,231,50.2,5596308283,102,51.1,5596307713,18,,5596308289,230,5596308277,29,,5598589875,74,,,,,,,,,,,,,,,,,,,,,97.6,,,
2790991679,320,5,1,40,25,bu5w8wprynlj9mvphvy8sd94f,0,100.7,51.4,2025-03-22T23:47:58.084Z,2025-03-24T07:14:32Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5596307937,56,Center,5596309041,233,395,5596307939,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790991881,395,5,1,40,25,5qfq6cwtrgzd2szijivns7rjl,1,-0.7,48.6,2025-03-22T23:47:58.084Z,2025-03-24T07:13:35Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5596309003,346,,5596309001,56,Back,5596309021,233,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790991951,396,1,1,40,54,5qfq6cwtrgzd2szijivns7rjl,1,4.6,38.6,2025-03-22T23:48:27.389Z,2025-03-24T07:13:35Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5596309395,237,,5596309389,212,8.1,5596309383,56,Back,5596309387,141,33.0,5596309391,213,5.79,5596309385,140,11.4,5596309381,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790991977,397,1,1,41,4,5qfq6cwtrgzd2szijivns7rjl,1,26.3,34.2,2025-03-22T23:48:37.077Z,2025-03-24T07:13:34Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5596309597,213,1.47,5596309593,141,75.1,5596309591,140,29.0,5596309595,212,28.0,5596309589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790991995,398,1,1,41,8,5qfq6cwtrgzd2szijivns7rjl,1,29.0,74.8,2025-03-22T23:48:40.933Z,2025-03-24T07:13:34Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5596309693,212,20.2,5596309687,56,Back,5596309691,141,45.2,5596309695,213,4.65,5596309689,140,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992011,399,1,1,41,10,5qfq6cwtrgzd2szijivns7rjl,1,27.8,45.1,2025-03-22T23:48:42.909Z,2025-03-24T07:13:34Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5596309793,212,13.7,5596309787,56,Back,5596309791,141,40.6,5596309789,140,40.5,5596309795,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992039,400,1,1,41,11,5qfq6cwtrgzd2szijivns7rjl,0,40.5,40.6,2025-03-22T23:48:44.541Z,2025-03-24T07:13:34Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5596309885,212,33.7,5596309875,56,Right,5596309881,140,65.3,5596309889,1,,5596309883,141,9.2,5596309887,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992033,321,43,1,41,14,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-22T23:48:47.483Z,2025-03-24T08:00:20Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5598589901,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992135,322,1,1,41,14,bu5w8wprynlj9mvphvy8sd94f,1,24.2,91.2,2025-03-22T23:48:47.571Z,2025-03-24T08:00:25Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5596310385,213,3.82,5596310381,141,65.4,5596310377,56,Back,5596310379,140,3.4,5596310383,212,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992153,323,1,1,41,27,bu5w8wprynlj9mvphvy8sd94f,1,14.6,55.5,2025-03-22T23:49:00.483Z,2025-03-24T07:14:31Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5596310481,56,Back,5596310485,141,88.3,5596310487,212,37.9,5596310491,1,,5596310479,155,,5596310483,140,43.8,5596310489,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992181,324,1,1,41,30,bu5w8wprynlj9mvphvy8sd94f,1,43.8,88.3,2025-03-22T23:49:02.715Z,2025-03-24T07:14:30Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5596310699,213,3.32,5596310693,140,31.5,5596310697,212,13.1,5596310695,141,84.8,5596310691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992213,325,1,1,41,32,bu5w8wprynlj9mvphvy8sd94f,1,31.3,84.7,2025-03-22T23:49:05.622Z,2025-03-24T07:14:30Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5596310849,213,3.84,5596310843,140,21.2,5596310847,212,13.8,5596310845,141,71.7,5596310841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992221,326,1,1,41,36,bu5w8wprynlj9mvphvy8sd94f,1,21.2,71.7,2025-03-22T23:49:08.763Z,2025-03-24T07:14:30Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5596310901,141,72.0,5596310897,140,30.3,5596310895,56,Back,5596310909,213,0.02,5596310905,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992259,327,1,1,41,37,bu5w8wprynlj9mvphvy8sd94f,1,28.1,74.7,2025-03-22T23:49:10.411Z,2025-03-24T07:14:30Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5596311087,140,22.1,5596311091,212,12.5,5596311093,213,2.10,5596311085,56,Back,5596311089,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992275,328,1,1,41,41,bu5w8wprynlj9mvphvy8sd94f,0,22.0,91.8,2025-03-22T23:49:13.915Z,2025-03-24T07:14:29Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5596311189,212,58.0,5596311183,56,Left,5596311191,213,6.15,5596311187,141,80.3,5596311185,140,76.7,5596311193,1,,5596311181,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992295,401,12,1,41,45,5qfq6cwtrgzd2szijivns7rjl,1,30.9,10.1,2025-03-22T23:49:17.797Z,2025-03-24T07:13:33Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5596311311,56,Back,5596311363,167,,5596311315,141,0.0,5596311317,212,8.6,5596311313,140,34.3,5596311319,213,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992405,329,5,1,41,45,bu5w8wprynlj9mvphvy8sd94f,1,69.4,101.2,2025-03-22T23:49:17.822Z,2025-03-24T07:14:29Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5596311947,233,402,5596311887,347,,5596311885,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992303,402,5,1,41,45,5qfq6cwtrgzd2szijivns7rjl,0,30.6,-1.2,2025-03-22T23:49:17.822Z,2025-03-24T07:13:33Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5596311361,347,,5596311951,233,329,5596311359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992469,330,1,1,41,56,bu5w8wprynlj9mvphvy8sd94f,1,70.5,100.0,2025-03-22T23:49:29.475Z,2025-03-24T08:00:55Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5596312187,56,Left,5596312191,141,96.3,5596312193,212,16.0,5596312189,140,55.7,5596312185,107,,5596312195,213,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992495,331,1,1,42,2,bu5w8wprynlj9mvphvy8sd94f,1,45.8,83.2,2025-03-22T23:49:35.115Z,2025-03-24T07:14:29Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5596312337,141,70.3,5596312333,56,Back,5596312341,213,3.64,5596312335,140,30.6,5596312339,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992507,332,1,1,42,7,bu5w8wprynlj9mvphvy8sd94f,1,36.5,76.9,2025-03-22T23:49:39.723Z,2025-03-24T08:01:20Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5596312383,141,76.3,5596312387,213,6.27,5596312379,56,Center,5596312385,212,29.7,5596312381,140,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992511,333,1,1,42,8,bu5w8wprynlj9mvphvy8sd94f,0,62.8,78.2,2025-03-22T23:49:41.603Z,2025-03-24T07:14:28Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5596312401,213,4.53,5596312399,212,6.4,5596312395,140,61.7,5596312393,56,Center,5596312397,141,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790996839,451,1,1,42,9,5qfq6cwtrgzd2szijivns7rjl,1,44.4,35.5,2025-03-22T23:49:41.667Z,2025-03-24T08:01:30Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5596336381,56,Right,5596336385,141,19.8,5596336387,212,17.8,5596336383,140,58.0,5596336389,213,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790996843,452,50,1,42,13,5qfq6cwtrgzd2szijivns7rjl,1,59.0,21.0,2025-03-22T23:49:45.667Z,2025-03-24T07:13:33Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5596336399,286,,5596336397,56,Right,5596336431,233,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992585,334,7,1,42,13,bu5w8wprynlj9mvphvy8sd94f,0,41.0,79.0,2025-03-22T23:49:45.668Z,2025-03-24T08:01:39Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5598590047,385,,5596312829,56,Back,5596336403,233,452,5598590049,178,,5596312831,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992605,405,1,1,42,14,5qfq6cwtrgzd2szijivns7rjl,1,51.2,27.1,2025-03-22T23:49:46.861Z,2025-03-24T07:13:32Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5596312933,213,0.97,5596312927,140,76.7,5596312931,212,47.7,5596312923,155,,5596312925,56,Left,5596312929,141,85.1,5596312935,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992667,406,1,1,42,16,5qfq6cwtrgzd2szijivns7rjl,1,85.8,86.2,2025-03-22T23:49:48.974Z,2025-03-24T08:02:27Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,1.0,5596313283,140,92.5,5596313287,212,25.4,5596313279,155,,5598590113,224,,5596339835,210,13,5596313289,213,4.99,5596313277,2,,5598590115,72,,5596313281,56,Center,5596339837,154,5596313285,141,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2790997199,453,13,1,42,18,5qfq6cwtrgzd2szijivns7rjl,1,88.4,59.1,2025-03-22T23:49:50.667Z,2025-03-24T08:02:58Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,1.0,5596339007,15,,5596339019,102,32.6,5596339029,230,97.6,5596339013,154,,5596339023,328,,5596338433,17,,5598590269,391,,5596338581,153,,5596339031,231,51.3,5596339009,75,5596339027,147,50,5596338435,56,5596339025,146,91.4,5596339015,55,5597380525,23,5596339021,103,1.4,5596339011,29,,,,,,,,Center,,406,,
2790992669,407,13,1,42,18,5qfq6cwtrgzd2szijivns7rjl,1,92.0,50.6,2025-03-22T23:49:51.142Z,2025-03-24T08:04:01Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5596313819,73,,5596313829,102,72.3,5598590293,214,,5596313849,231,52.3,5596313839,328,,5597381755,23,,5596339603,20,,5596313833,103,2.8,5596313295,17,,5598590275,108,5598590277,391,,5596313825,55,5596313845,230,98.8,5596313821,29,5596313297,56,,,,,,,,,,,,,453,,,Center,
2790992721,336,5,1,42,19,bu5w8wprynlj9mvphvy8sd94f,1,-1.0,35.4,2025-03-22T23:49:51.891Z,2025-03-24T08:03:05Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5596313565,56,Back,5596313647,233,408,5596313567,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992693,408,5,1,42,19,5qfq6cwtrgzd2szijivns7rjl,0,101.0,64.6,2025-03-22T23:49:51.891Z,2025-03-24T08:03:06Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5596313399,346,,5596313653,233,336,5596313397,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992663,335,43,1,42,27,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-22T23:50:00.392Z,2025-03-22T23:50:17Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5596313269,56,Back,5596314391,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992973,337,1,1,42,40,bu5w8wprynlj9mvphvy8sd94f,1,4.1,50.9,2025-03-22T23:50:12.755Z,2025-03-24T08:04:44Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5596314959,56,Back,5596314963,141,23.7,5596314957,124,,5596314967,213,5.57,5596315371,189,,5596314965,212,28.4,5596314973,74,,5596314961,140,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791405581,785,61,1,42,44,bu5w8wprynlj9mvphvy8sd94f,1,26.3,24.2,2025-03-22T23:50:17.243Z,2025-03-24T08:04:46Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5598590327,189,,5598590325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790992995,338,1,1,42,47,bu5w8wprynlj9mvphvy8sd94f,1,43.5,5.8,2025-03-22T23:50:20.595Z,2025-03-24T08:04:49Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5596315109,212,14.1,5596315111,213,2.67,5596315105,140,31.5,5596315107,141,15.2,5596315103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993041,339,1,1,42,50,bu5w8wprynlj9mvphvy8sd94f,1,27.8,21.5,2025-03-22T23:50:23.099Z,2025-03-24T08:05:13Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5596315361,213,1.68,5596315353,56,Back,5596315357,141,67.3,5596315359,212,31.3,5596315355,140,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993091,409,83,1,42,57,5qfq6cwtrgzd2szijivns7rjl,0,81.3,12.8,2025-03-22T23:50:30.414Z,2025-03-24T08:05:32Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5596315819,399,d539xjkdwt1i77f0czbvo8ull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791405589,786,3,1,42,59,bu5w8wprynlj9mvphvy8sd94f,1,26.7,87.9,2025-03-22T23:50:32.002Z,2025-03-24T08:05:38Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5598590369,233,854,5598590365,285,,5598590367,465,,5598590361,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791405587,854,45,1,42,59,5qfq6cwtrgzd2szijivns7rjl,0,73.3,12.1,2025-03-22T23:50:32.002Z,2025-03-24T08:05:37Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5598590357,56,Right,5598590373,233,786,5598590359,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993119,340,1,1,43,1,bu5w8wprynlj9mvphvy8sd94f,1,24.0,85.1,2025-03-22T23:50:33.850Z,2025-03-24T07:14:26Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5596315797,212,16.7,5596315791,56,Back,5596315793,140,38.3,5596315799,213,5.82,5596315795,141,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993115,410,43,1,43,1,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-03-22T23:50:34.342Z,2025-03-24T08:05:41Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5596316061,399,cvi9u3v3krlkbvwcwjqztzvca,5598590375,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993167,341,1,1,43,3,bu5w8wprynlj9mvphvy8sd94f,0,34.3,75.2,2025-03-22T23:50:35.954Z,2025-03-24T08:05:53Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5596316029,213,0.00,5596316025,141,75.2,5596316023,140,54.4,5596316021,56,Center,5596316027,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791405591,855,1,1,43,4,5qfq6cwtrgzd2szijivns7rjl,1,43.2,23.6,2025-03-22T23:50:36.968Z,2025-03-24T08:06:01Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5598590391,56,Right,5598590395,141,6.9,5598590393,140,55.2,5598590397,212,17.0,5598590399,213,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993187,412,1,1,43,6,5qfq6cwtrgzd2szijivns7rjl,1,45.7,12.3,2025-03-22T23:50:39.277Z,2025-03-24T08:06:02Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5596316129,141,38.0,5596316125,56,Back,5596316131,212,19.3,5596316127,140,38.0,5596316133,213,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993217,413,1,1,43,9,5qfq6cwtrgzd2szijivns7rjl,1,38.0,38.0,2025-03-22T23:50:42.509Z,2025-03-24T07:13:30Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5596316281,213,5.40,5596316279,212,15.7,5596316275,140,47.5,5596316273,56,Back,5596316277,141,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993291,414,1,1,43,12,5qfq6cwtrgzd2szijivns7rjl,1,54.1,24.4,2025-03-22T23:50:45.093Z,2025-03-24T08:06:15Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5596316683,140,50.4,5596316687,212,17.9,5596316689,213,1.79,5596316681,56,Center,5596316685,141,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993175,342,43,1,43,12,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-22T23:50:45.250Z,2025-03-22T23:51:39Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5596319109,144,61,5596316071,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993315,415,1,1,43,18,5qfq6cwtrgzd2szijivns7rjl,1,53.7,53.9,2025-03-22T23:50:50.732Z,2025-03-24T07:13:29Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5596316787,213,1.98,5596316779,56,Back,5596316783,141,85.6,5596316785,212,23.5,5596316781,140,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993365,416,1,1,43,20,5qfq6cwtrgzd2szijivns7rjl,1,44.9,85.6,2025-03-22T23:50:52.829Z,2025-03-24T07:13:29Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5596317121,212,14.7,5596317115,140,57.2,5596317123,213,0.50,5596317113,56,Left,5596317117,141,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993373,417,1,1,43,24,5qfq6cwtrgzd2szijivns7rjl,1,57.2,96.0,2025-03-22T23:50:57.341Z,2025-03-24T07:13:29Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5596317171,140,43.8,5596317169,56,Back,5596317175,212,16.5,5596317173,141,83.2,5596317177,213,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993395,418,1,1,43,25,5qfq6cwtrgzd2szijivns7rjl,1,43.8,83.2,2025-03-22T23:50:58.580Z,2025-03-24T07:13:28Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5596317329,141,69.6,5596317325,56,Center,5596317331,212,15.7,5596317327,140,55.9,5596317333,213,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993429,419,1,1,43,27,5qfq6cwtrgzd2szijivns7rjl,1,52.8,57.2,2025-03-22T23:51:00.637Z,2025-03-24T07:13:28Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5596317519,56,Center,5596317523,141,34.2,5596317527,213,5.28,5596317525,212,18.6,5596317521,140,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993477,420,1,1,43,31,5qfq6cwtrgzd2szijivns7rjl,1,65.3,41.0,2025-03-22T23:51:04.637Z,2025-03-24T07:13:28Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5596317795,213,5.21,5596317783,140,77.2,5596317791,212,26.0,5596317787,141,7.4,5596317779,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993507,421,1,1,43,37,5qfq6cwtrgzd2szijivns7rjl,1,77.3,15.2,2025-03-22T23:51:10.549Z,2025-03-24T07:13:27Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,,,5596317973,141,28.0,5596317977,213,2.40,5596317969,56,Center,5596317975,212,12.8,5596317971,140,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993541,422,1,1,43,40,5qfq6cwtrgzd2szijivns7rjl,1,68.6,28.0,2025-03-22T23:51:13.541Z,2025-03-24T07:13:27Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5596318189,140,79.1,5596318195,213,5.74,5596318191,141,18.3,5596318187,56,Right,5596318193,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993563,423,1,1,43,44,5qfq6cwtrgzd2szijivns7rjl,1,79.1,18.3,2025-03-22T23:51:17.004Z,2025-03-24T07:13:27Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,,,5596318283,140,71.2,5596318289,212,13.0,5596318293,213,2.26,5596318281,56,Center,5596318285,141,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993595,424,1,1,43,46,5qfq6cwtrgzd2szijivns7rjl,1,71.2,33.1,2025-03-22T23:51:19.661Z,2025-03-24T07:13:27Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5596318485,213,0.48,5596318481,141,41.2,5596318477,56,Center,5596318479,140,81.2,5596318483,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993651,425,1,1,43,48,5qfq6cwtrgzd2szijivns7rjl,1,82.3,44.6,2025-03-22T23:51:21.437Z,2025-03-24T08:07:34Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,1.0,5596318741,56,Center,5596318745,140,81.6,5596318751,213,1.72,5596319253,210,13,5596318747,141,51.8,5596318749,212,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993661,426,13,1,43,50,5qfq6cwtrgzd2szijivns7rjl,1,81.8,52.1,2025-03-22T23:51:23.629Z,2025-03-24T08:07:34Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5596318801,56,Center,5596319293,83,,5596319309,231,50.4,5596319303,102,59.0,5596319299,55,425,5598590439,215,,5596318797,22,,5596319013,20,,5596319307,230,98.1,5596319305,103,5596319295,29,,5596318799,18,,,,,,,,,,,,,,,,,,,,,1.4,,,
2790993721,344,5,1,43,51,bu5w8wprynlj9mvphvy8sd94f,1,-1.3,41.2,2025-03-22T23:51:24.194Z,2025-03-24T08:07:10Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5596319199,233,427,5596319163,56,Back,5596319165,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790993671,427,5,1,43,51,5qfq6cwtrgzd2szijivns7rjl,0,101.3,58.8,2025-03-22T23:51:24.194Z,2025-03-24T08:07:11Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5596319235,233,344,5596318843,346,,5596318841,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
