id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value
2796762549,437,1,2,52,4,5qfq6cwtrgzd2szijivns7rjl,0,61.1,23.7,2025-04-05T22:53:14.092Z,2025-04-05T22:53:14Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5627975489,212,9.3,5627975491,213,6.17,5627975487,141,22.1,5627975483,56,Center,5627975485,140,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796762561,529,8,2,52,5,e3k8yw2rbmphyfu5htn4yi5jk,1,26.3,81.8,2025-04-05T22:53:15.482Z,2025-04-05T22:53:15Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5627975541,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796762601,438,13,2,52,9,5qfq6cwtrgzd2szijivns7rjl,1,82.2,29.1,2025-04-05T22:53:19.092Z,2025-04-06T21:15:45Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5627976283,74,,5627976297,231,47.5,5627976295,230,97.3,5627976191,72,,5627976287,103,70.8,5627975757,18,,5627976291,458,,5627975759,56,Center,5627975755,22,5627976285,102,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796762611,439,43,2,52,11,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-04-05T22:53:21.013Z,2025-04-05T22:53:24Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5627975787,56,Center,5627975935,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796762673,440,5,2,52,12,5qfq6cwtrgzd2szijivns7rjl,0,101.4,52.0,2025-04-05T22:53:22.392Z,2025-04-05T23:51:49Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5627976181,346,,5627976257,233,530,5627976179,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796762679,530,5,2,52,12,e3k8yw2rbmphyfu5htn4yi5jk,1,-1.4,48.0,2025-04-05T22:53:22.392Z,2025-04-05T22:53:32Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5627976251,233,440,5627976203,346,,5627976201,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796762737,531,1,2,52,24,e3k8yw2rbmphyfu5htn4yi5jk,1,3.8,49.0,2025-04-05T22:53:33.608Z,2025-04-05T22:53:37Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5627976477,140,5.2,5627976473,124,,5627976479,141,32.7,5627976475,56,Back,5627976489,237,,5627976481,212,11.2,5627976483,213,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796762775,532,1,2,52,27,e3k8yw2rbmphyfu5htn4yi5jk,1,6.3,32.8,2025-04-05T22:53:36.984Z,2025-04-05T22:53:40Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5627976669,56,Back,5627976675,212,26.7,5627976677,213,1.39,5627976673,141,71.4,5627976671,140,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796762785,533,1,2,52,30,e3k8yw2rbmphyfu5htn4yi5jk,1,11.4,71.8,2025-04-05T22:53:39.824Z,2025-04-05T22:53:41Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5627976725,141,69.7,5627976729,213,6.19,5627976727,212,15.3,5627976721,56,Back,5627976723,140,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796762791,534,1,2,52,32,e3k8yw2rbmphyfu5htn4yi5jk,0,25.9,69.7,2025-04-05T22:53:41.784Z,2025-04-05T22:53:42Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5627976755,212,15.9,5627976747,140,35.4,5627976757,213,0.90,5627976743,56,Back,5627976751,141,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796762861,442,1,2,52,36,5qfq6cwtrgzd2szijivns7rjl,1,82.8,15.2,2025-04-05T22:53:45.646Z,2025-04-06T00:13:27Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,1.0,,5627977107,213,1.07,5627977105,212,16.1,5627977103,141,36.0,5627977101,140,90.1,5627977097,155,,5627977099,56,Center,5627977453,154,,5627977451,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796762881,443,13,2,52,39,5qfq6cwtrgzd2szijivns7rjl,1,90.0,36.6,2025-04-05T22:53:48.949Z,2025-04-06T21:16:26Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5627977493,230,98.1,5627977489,102,51.3,5627977491,103,63.9,5627977181,22,,5627977485,55,442,5627977401,20,,5627977481,29,,5627977483,154,,5627977185,63,5627977187,56,Center,5632515167,74,,,5627977495,231,47.7,,,,,,,,,,,,,,,,,,,,
2796762911,444,5,2,52,41,5qfq6cwtrgzd2szijivns7rjl,0,101.2,36.4,2025-04-05T22:53:50.624Z,2025-04-05T23:51:50Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5627977843,233,535,5627977377,56,Center,5627977379,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796762999,535,5,2,52,41,e3k8yw2rbmphyfu5htn4yi5jk,1,-1.2,63.6,2025-04-05T22:53:50.624Z,2025-04-05T23:51:50Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5627977801,56,Back,5627977803,346,,5627977821,233,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763013,536,1,2,52,57,e3k8yw2rbmphyfu5htn4yi5jk,1,3.7,53.9,2025-04-05T22:54:06.576Z,2025-04-05T22:54:16Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5627977877,213,5.01,5627977871,140,7.9,5627977873,141,33.1,5627977881,237,,5627977867,124,,5627977869,56,Back,5627977875,212,14.8,5627978339,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763017,537,1,2,52,57,e3k8yw2rbmphyfu5htn4yi5jk,1,7.9,33.1,2025-04-05T22:54:07.295Z,2025-04-05T22:54:18Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5627977895,212,18.3,5627978441,189,,5627977893,141,12.8,5627977891,140,19.3,5627977889,56,Back,5627977897,213,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763045,538,1,2,52,58,e3k8yw2rbmphyfu5htn4yi5jk,1,19.3,12.8,2025-04-05T22:54:08.248Z,2025-04-05T22:54:11Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5627978025,141,11.0,5627978027,212,18.3,5627978021,56,Back,5627978023,140,36.7,5627978029,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763047,539,61,2,53,1,e3k8yw2rbmphyfu5htn4yi5jk,0,36.6,11.1,2025-04-05T22:54:11.064Z,2025-04-05T22:54:11Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5627978037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763201,445,5,2,53,1,5qfq6cwtrgzd2szijivns7rjl,1,69.8,100.9,2025-04-05T22:54:11.454Z,2025-04-05T23:51:51Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5627978785,233,540,5627978743,56,Left,5627978745,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763065,540,5,2,53,1,e3k8yw2rbmphyfu5htn4yi5jk,0,30.2,-0.9,2025-04-05T22:54:11.454Z,2025-04-05T23:51:51Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5627978825,233,445,5627978087,56,Back,5627978089,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763261,446,1,2,53,15,5qfq6cwtrgzd2szijivns7rjl,1,64.0,100.0,2025-04-05T22:54:25.308Z,2025-04-05T22:54:30Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5627979081,213,4.42,5627979075,140,58.6,5627979079,212,19.7,5627979077,141,73.5,5627979071,107,,5627979073,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763287,447,1,2,53,20,5qfq6cwtrgzd2szijivns7rjl,1,58.8,73.5,2025-04-05T22:54:30.372Z,2025-04-05T22:54:32Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5627979187,140,37.2,5627979193,213,3.46,5627979191,212,23.9,5627979189,141,62.6,5627979185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763319,448,1,2,53,22,5qfq6cwtrgzd2szijivns7rjl,1,37.2,62.6,2025-04-05T22:54:32.164Z,2025-04-05T22:54:35Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5627979341,140,61.2,5627979343,141,31.8,5627979347,213,5.59,5627979349,1,,5627979339,56,Center,5627979345,212,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763333,449,1,2,53,26,5qfq6cwtrgzd2szijivns7rjl,1,60.4,28.2,2025-04-05T22:54:35.645Z,2025-04-05T22:54:37Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5627979413,141,36.4,5627979411,140,70.6,5627979417,213,0.48,5627979415,212,12.1,5627979409,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763351,450,1,2,53,27,5qfq6cwtrgzd2szijivns7rjl,1,71.2,35.4,2025-04-05T22:54:37.132Z,2025-04-05T22:54:39Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5627979483,56,Center,5627979487,141,36.9,5627979491,213,2.99,5627979489,212,6.6,5627979485,140,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763381,451,1,2,53,29,5qfq6cwtrgzd2szijivns7rjl,1,65.7,32.8,2025-04-05T22:54:39.245Z,2025-04-05T22:54:41Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5627979635,141,22.2,5627979641,213,5.88,5627979633,140,81.9,5627979631,56,Center,5627979637,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763387,452,1,2,53,32,5qfq6cwtrgzd2szijivns7rjl,0,88.5,16.4,2025-04-05T22:54:41.748Z,2025-04-05T22:54:42Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5627979665,212,13.3,5627979659,56,Center,5627979661,140,86.9,5627979663,141,35.8,5627979667,213,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763475,541,12,2,53,37,e3k8yw2rbmphyfu5htn4yi5jk,1,7.3,54.2,2025-04-05T22:54:46.927Z,2025-04-06T00:04:29Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5627980067,56,Back,5627980069,140,9.5,5627980075,213,1.30,5627980071,141,66.3,5627980073,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763449,453,13,2,53,38,5qfq6cwtrgzd2szijivns7rjl,1,95.7,43.1,2025-04-05T22:54:47.556Z,2025-04-06T00:22:43Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5627995299,230,99.9,5627995293,102,39.7,5627995291,81,,5627995297,458,,5627995235,20,,5627995107,22,,5627995301,231,46.9,5627995237,60,,5627995295,103,5627979959,56,Center,,,,47.2,,,,,,,,,,,,,,,,,,,,,,,
2796763481,454,43,2,53,40,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-04-05T22:54:49.773Z,2025-04-05T22:54:55Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5627980103,56,Center,5627980315,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763541,455,5,2,53,42,5qfq6cwtrgzd2szijivns7rjl,0,101.6,37.1,2025-04-05T22:54:51.624Z,2025-04-05T23:51:52Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5627980357,56,Center,5627980385,233,543,5627980359,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763523,543,5,2,53,42,e3k8yw2rbmphyfu5htn4yi5jk,1,-1.6,62.9,2025-04-05T22:54:51.624Z,2025-04-05T23:51:51Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5627980275,56,Back,5627980277,346,,5627980365,233,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763641,544,1,2,53,51,e3k8yw2rbmphyfu5htn4yi5jk,1,3.5,61.2,2025-04-05T22:55:00.856Z,2025-04-05T22:55:08Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5627980875,140,3.2,5627980881,213,4.67,5627980877,141,49.4,5627980873,56,Back,5627980871,124,,5627980885,237,,5627980879,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763663,545,1,2,53,58,e3k8yw2rbmphyfu5htn4yi5jk,0,7.0,50.3,2025-04-05T22:55:08.024Z,2025-04-05T22:55:11Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5627980967,140,37.7,5627980963,155,,5627980969,141,89.4,5627980975,1,,5627980965,56,Back,5627980973,213,0.69,5627980971,212,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763685,456,44,2,54,0,5qfq6cwtrgzd2szijivns7rjl,1,68.6,20.4,2025-04-05T22:55:10.142Z,2025-04-05T22:55:16Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5627981071,286,,5627981069,56,Right,5627981093,233,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763669,546,44,2,54,0,e3k8yw2rbmphyfu5htn4yi5jk,0,31.4,79.6,2025-04-05T22:55:10.143Z,2025-04-05T22:55:17Z,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,5627980993,56,Back,5627981117,233,456,5627980995,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763717,457,1,2,54,1,5qfq6cwtrgzd2szijivns7rjl,0,77.6,35.2,2025-04-05T22:55:10.669Z,2025-04-05T23:52:54Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5627981243,213,5.62,5627981241,212,9.9,5627981237,140,85.0,5627981233,3,,5627981239,141,26.2,5627981235,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763705,547,1,2,54,2,e3k8yw2rbmphyfu5htn4yi5jk,1,39.5,77.5,2025-04-05T22:55:11.920Z,2025-04-05T22:55:15Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5627981185,141,93.5,5627981189,213,1.30,5627981181,56,Back,5627981183,140,42.4,5627981187,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763811,548,1,2,54,5,e3k8yw2rbmphyfu5htn4yi5jk,1,41.1,92.4,2025-04-05T22:55:14.952Z,2025-04-05T22:55:28Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5627981643,212,43.0,5627981641,141,84.2,5627981647,1,,5627981639,140,81.7,5627981637,56,Left,5627981635,155,,5627981645,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763815,549,1,2,54,18,e3k8yw2rbmphyfu5htn4yi5jk,0,96.1,70.0,2025-04-05T22:55:27.967Z,2025-04-05T22:55:28Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5627981669,140,95.6,5627981667,56,Center,5627981677,212,7.3,5627981673,141,59.3,5627981679,213,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763835,458,12,2,54,20,5qfq6cwtrgzd2szijivns7rjl,1,10.2,37.9,2025-04-05T22:55:29.573Z,2025-04-05T22:55:31Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5627981729,140,0.0,5627981733,212,11.9,5627981727,56,Back,5627981731,141,38.0,5627981779,167,,5627981735,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763837,459,6,2,54,20,5qfq6cwtrgzd2szijivns7rjl,0,0.0,37.6,2025-04-05T22:55:30.340Z,2025-04-05T23:43:34Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5627981941,233,550,5627981883,73,,5627981881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796763845,550,6,2,54,20,e3k8yw2rbmphyfu5htn4yi5jk,1,100.0,62.4,2025-04-05T22:55:30.340Z,2025-04-05T23:43:34Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5627981817,73,,5627981929,233,459,5627981815,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796764173,551,1,2,54,55,e3k8yw2rbmphyfu5htn4yi5jk,0,99.5,99.5,2025-04-05T22:56:04.592Z,2025-04-05T23:57:22Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5627983399,1,,5627983383,6,,5627983381,2,,5627983387,223,,5627983397,213,4.59,5627983391,140,95.5,5627983393,141,50.3,5627983389,56,Center,5627983385,155,5627983395,212,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796764449,468,44,2,54,55,5qfq6cwtrgzd2szijivns7rjl,1,8.8,50.7,2025-04-05T22:56:05.193Z,2025-04-06T00:07:20Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5627984799,285,,5627984797,56,Back,5628187543,233,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796764175,552,44,2,54,55,e3k8yw2rbmphyfu5htn4yi5jk,0,91.2,49.3,2025-04-05T22:56:05.194Z,2025-04-06T00:07:20Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5627983417,56,Center,5627984247,286,,5628187547,233,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796764157,460,12,2,54,56,5qfq6cwtrgzd2szijivns7rjl,1,17.5,47.3,2025-04-05T22:56:05.635Z,2025-04-05T22:56:52Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5627983309,140,30.4,5627983315,213,0.24,5627983307,56,Back,5627983313,212,13.9,5627983311,141,52.2,5627983341,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796764205,553,13,2,54,57,e3k8yw2rbmphyfu5htn4yi5jk,1,76.9,38.0,2025-04-05T22:56:07.111Z,2025-04-06T18:03:55Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5627983987,458,,5627983909,25,,5627983989,230,99.8,5627983991,231,48.2,5627983985,103,51.4,5631743835,328,,5627983541,56,Center,5631743833,108,,5627983981,85,5627983983,102,46.6,5627983539,18,,,5627983911,72,,,,,,,,,,,,,,,,,,,,,
2796764199,461,5,2,54,58,5qfq6cwtrgzd2szijivns7rjl,1,-1.2,56.6,2025-04-05T22:56:08.109Z,2025-04-05T23:51:52Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5627983503,56,Back,5627983505,346,,5627983757,233,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796764243,554,5,2,54,58,e3k8yw2rbmphyfu5htn4yi5jk,0,101.2,43.4,2025-04-05T22:56:08.109Z,2025-04-05T23:51:52Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5627983725,56,Center,5627983727,346,,5627983787,233,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796764289,462,1,2,55,12,5qfq6cwtrgzd2szijivns7rjl,1,3.4,59.0,2025-04-05T22:56:21.908Z,2025-04-05T22:56:23Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5627984001,212,31.7,5627984003,213,0.36,5627984007,237,,5627983995,56,Back,5627983999,141,75.3,5627983993,124,,5627983997,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796764301,463,1,2,55,13,5qfq6cwtrgzd2szijivns7rjl,1,31.5,71.7,2025-04-05T22:56:23.380Z,2025-04-05T22:56:24Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5627984047,140,26.4,5627984049,141,80.5,5627984053,213,2.30,5627984051,212,8.0,5627984045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796764337,464,1,2,55,15,5qfq6cwtrgzd2szijivns7rjl,1,26.3,90.5,2025-04-05T22:56:24.780Z,2025-04-05T22:56:27Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5627984241,213,3.53,5627984239,212,9.8,5627984237,141,85.0,5627984233,56,Back,5627984235,140,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796764341,465,1,2,55,18,5qfq6cwtrgzd2szijivns7rjl,0,16.8,84.7,2025-04-05T22:56:27.700Z,2025-04-05T22:56:28Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5627984253,140,60.4,5627984251,56,Left,5627984257,212,45.8,5627984259,213,6.25,5627984261,1,,5627984249,155,,5627984255,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796764385,466,43,2,55,23,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-04-05T22:56:32.852Z,2025-04-05T22:56:39Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5627984487,56,Left,5627984651,144,7,5627984489,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796767197,506,3,2,55,24,5qfq6cwtrgzd2szijivns7rjl,0,40.4,94.8,2025-04-05T22:56:33.828Z,2025-04-05T23:05:10Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5628009403,233,628,5627999147,286,,5627999145,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796769101,628,7,2,55,24,e3k8yw2rbmphyfu5htn4yi5jk,1,59.6,5.2,2025-04-05T22:56:33.829Z,2025-04-05T23:05:11Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5628009361,56,Right,5628009363,285,,5628009395,233,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796764383,555,4,2,55,25,e3k8yw2rbmphyfu5htn4yi5jk,1,54.8,20.0,2025-04-05T22:56:34.878Z,2025-04-06T00:04:24Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5627984525,56,Right,5627984531,286,,5627984631,233,467,5627984529,265,,5627984523,13,,5627984527,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796764387,467,4,2,55,25,5qfq6cwtrgzd2szijivns7rjl,0,45.2,80.0,2025-04-05T22:56:34.879Z,2025-04-05T22:56:38Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5627984607,233,555,5627984561,56,Back,5627984563,152,,5627984611,285,,5627984565,265,,5627984559,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796764433,556,1,2,55,29,e3k8yw2rbmphyfu5htn4yi5jk,1,60.4,16.5,2025-04-05T22:56:39.215Z,2025-04-05T22:56:40Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5627984709,140,67.0,5627984715,213,0.98,5627984707,56,Center,5627984703,5,,5627984711,141,31.8,5627984713,212,12.5,5627984705,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796764441,557,1,2,55,31,e3k8yw2rbmphyfu5htn4yi5jk,1,67.0,31.8,2025-04-05T22:56:40.696Z,2025-04-05T22:56:42Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5627984745,141,46.9,5627984741,56,Back,5627984743,140,48.0,5627984747,212,22.4,5627984749,213,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796764533,558,1,2,55,32,e3k8yw2rbmphyfu5htn4yi5jk,1,48.0,46.9,2025-04-05T22:56:42.039Z,2025-04-05T22:56:56Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5627985195,141,26.4,5627985199,213,4.65,5627985193,140,47.2,5627985191,56,Back,5627985197,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796764621,559,1,2,55,46,e3k8yw2rbmphyfu5htn4yi5jk,1,47.2,26.4,2025-04-05T22:56:55.871Z,2025-04-05T22:57:00Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5627985595,212,15.8,5627985597,213,5.23,5627985593,141,6.2,5627985589,56,Right,5627985591,140,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796764645,560,1,2,55,51,e3k8yw2rbmphyfu5htn4yi5jk,1,54.6,6.2,2025-04-05T22:57:01.479Z,2025-04-05T22:57:02Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5627985715,141,31.6,5627985711,56,Back,5627985713,140,38.4,5627985717,212,24.2,5627985719,213,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796764667,561,1,2,55,52,e3k8yw2rbmphyfu5htn4yi5jk,1,38.4,31.6,2025-04-05T22:57:02.438Z,2025-04-05T22:57:05Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5627985849,213,2.53,5627985843,140,15.1,5627985841,56,Back,5627985847,212,29.8,5627985845,141,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796764699,562,1,2,55,55,e3k8yw2rbmphyfu5htn4yi5jk,1,15.1,56.7,2025-04-05T22:57:05.070Z,2025-04-05T22:57:07Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5627985979,213,1.01,5627985973,141,76.0,5627985971,140,22.9,5627985969,56,Back,5627985975,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
