id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2803461109,499,10,2,50,20,224tl8u2smnbyliroayk69nt0,1,9.4,50.4,2025-04-19T21:46:43.599Z,2025-04-19T21:47:15Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5664870417,56,Back,5664871643,233,419,5664870415,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803461149,420,6,2,50,21,5x54jbfk11lrsmipgsx7cdbai,1,89.0,47.3,2025-04-19T21:46:44.374Z,2025-04-19T22:46:00Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5664870685,56,Center,5664870727,233,500,5664870687,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803461123,500,6,2,50,21,224tl8u2smnbyliroayk69nt0,0,11.0,52.7,2025-04-19T21:46:44.374Z,2025-04-19T21:47:01Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5664870491,73,,5664870829,233,420,5664870489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803461575,421,1,2,51,1,5x54jbfk11lrsmipgsx7cdbai,1,99.5,0.5,2025-04-19T21:47:24.412Z,2025-04-19T21:47:32Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5664873117,212,10.0,5664873109,6,,5664873119,213,2.75,5664873113,140,90.7,5664873115,141,6.1,5664873111,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803461579,422,1,2,51,3,5x54jbfk11lrsmipgsx7cdbai,1,90.7,6.1,2025-04-19T21:47:25.635Z,2025-04-19T21:47:51Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,1.0,,5664873151,212,20.5,5664873153,213,2.41,5664873145,56,Center,5664874677,154,,5664874675,210,13,5664873147,140,76.1,5664873149,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803461653,423,13,2,51,5,5x54jbfk11lrsmipgsx7cdbai,1,76.4,28.3,2025-04-19T21:47:28.275Z,2025-04-19T21:47:52Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5664874683,73,,5664874701,230,98.6,5664874337,72,,5664874695,103,20.8,5664874687,154,,5664873541,18,,5664874341,153,,5664874689,55,422,5664874699,147,54.0,5664874703,231,48.6,5664874697,146,5664874685,29,,5664873543,56,5664874335,25,,5664874693,102,62.0,,,,92.7,Center,,,,,
2803461713,424,61,2,51,16,5x54jbfk11lrsmipgsx7cdbai,1,89.5,51.6,2025-04-19T21:47:38.769Z,2025-04-19T21:47:38Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5664873827,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803461749,425,5,2,51,16,5x54jbfk11lrsmipgsx7cdbai,0,100.8,62.2,2025-04-19T21:47:39.397Z,2025-04-19T22:46:25Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5664874025,346,,5664874023,56,Center,5664875293,233,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803461929,501,5,2,51,16,224tl8u2smnbyliroayk69nt0,1,-0.8,37.8,2025-04-19T21:47:39.397Z,2025-04-19T22:46:25Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5664875253,56,Back,5664875255,346,,5664875265,233,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803461969,502,1,2,51,39,224tl8u2smnbyliroayk69nt0,0,5.2,43.3,2025-04-19T21:48:01.895Z,2025-04-19T21:48:05Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5664875507,213,0.18,5664875509,1,,5664875503,141,58.4,5664875511,74,,5664875497,124,,5664875505,212,56.3,5664875499,56,Center,5664875501,140,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803461991,426,61,2,51,44,5x54jbfk11lrsmipgsx7cdbai,0,49.4,48.5,2025-04-19T21:48:06.811Z,2025-04-19T21:48:07Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5664875583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803462045,503,1,2,51,46,224tl8u2smnbyliroayk69nt0,1,41.4,80.9,2025-04-19T21:48:09.030Z,2025-04-19T21:48:13Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5664875921,213,3.68,5664875915,140,31.6,5664875919,212,12.0,5664875913,56,Back,5664875917,141,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803462057,504,1,2,51,50,224tl8u2smnbyliroayk69nt0,1,30.1,75.0,2025-04-19T21:48:13.125Z,2025-04-19T21:48:15Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5664875987,213,0.71,5664875983,141,91.5,5664875981,140,42.6,5664875985,212,17.3,5664875979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803462085,505,1,2,51,52,224tl8u2smnbyliroayk69nt0,1,45.9,91.4,2025-04-19T21:48:15.158Z,2025-04-19T21:48:19Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5664876129,213,5.30,5664876127,212,13.9,5664876121,56,Center,5664876125,141,74.4,5664876123,140,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803462109,506,1,2,51,56,224tl8u2smnbyliroayk69nt0,1,53.3,74.4,2025-04-19T21:48:18.813Z,2025-04-19T21:48:22Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5664876249,140,62.4,5664876255,212,11.9,5664876259,213,0.64,5664876247,56,Left,5664876251,141,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803462119,507,4,2,51,59,224tl8u2smnbyliroayk69nt0,1,60.2,77.7,2025-04-19T21:48:22.125Z,2025-04-19T22:45:53Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5664876369,265,,5664876371,286,,5664876365,56,Center,5664876501,233,428,5664876367,152,,5664876363,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803462137,428,4,2,51,59,5x54jbfk11lrsmipgsx7cdbai,0,39.8,22.3,2025-04-19T21:48:22.126Z,2025-04-19T22:45:53Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5664876485,152,,5664876481,13,,5664876483,56,Back,5664876489,285,,5664876487,265,,5664876509,233,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803462591,510,1,2,52,49,224tl8u2smnbyliroayk69nt0,1,60.4,86.0,2025-04-19T21:49:11.800Z,2025-04-19T21:49:18Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5664879221,140,85.8,5664879225,212,59.6,5664879213,155,,5664879219,56,Right,5664879217,152,,5664879215,196,,5664879211,5,,5664879223,141,7.6,5664879229,1,,5664879227,213,5.18,,,,,,,,,,,,,,,,,,,,,,,
2803462605,511,1,2,52,55,224tl8u2smnbyliroayk69nt0,1,87.3,7.3,2025-04-19T21:49:18.557Z,2025-04-19T21:49:20Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5664879337,212,13.7,5664879333,140,74.3,5664879331,56,Right,5664879335,141,5.6,5664879339,213,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803462629,512,1,2,52,57,224tl8u2smnbyliroayk69nt0,1,74.3,5.6,2025-04-19T21:49:20.141Z,2025-04-19T21:49:22Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5664879455,140,67.4,5664879461,213,2.37,5664879453,56,Right,5664879459,212,10.1,5664879457,141,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803462691,513,1,2,52,59,224tl8u2smnbyliroayk69nt0,1,63.1,18.0,2025-04-19T21:49:22.469Z,2025-04-19T21:49:27Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5664879747,213,2.08,5664879739,56,Center,5664879745,212,26.5,5664879741,140,50.9,5664879743,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803462697,514,1,2,53,4,224tl8u2smnbyliroayk69nt0,0,50.5,65.5,2025-04-19T21:49:27.062Z,2025-04-19T21:49:28Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5664879783,140,75.1,5664879785,141,77.9,5664879779,155,,5664879781,56,Center,5664879787,212,27.2,5664879789,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803462709,431,1,2,53,5,5x54jbfk11lrsmipgsx7cdbai,1,24.7,20.9,2025-04-19T21:49:28.136Z,2025-04-19T21:49:29Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5664879865,212,12.7,5664879861,140,36.8,5664879863,141,20.4,5664879859,56,Back,5664879857,3,,5664879867,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803462789,433,1,2,53,12,5x54jbfk11lrsmipgsx7cdbai,0,25.4,2.0,2025-04-19T21:49:35.057Z,2025-04-19T21:49:35Z,6j5qn2b7t0165vl1t26v001zo,W. Leggett,,,5664880287,212,5.8,5664880291,213,6.20,5664880283,141,1.3,5664880279,140,30.9,5664880275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803462797,515,61,2,53,13,224tl8u2smnbyliroayk69nt0,1,69.7,96.0,2025-04-19T21:49:35.742Z,2025-04-19T21:49:35Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5664880327,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803462821,434,5,2,53,13,5x54jbfk11lrsmipgsx7cdbai,1,29.0,-2.0,2025-04-19T21:49:36.399Z,2025-04-19T21:49:38Z,6j5qn2b7t0165vl1t26v001zo,W. Leggett,,,5664880409,56,Back,5664880411,347,,5664880415,233,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803462811,516,5,2,53,13,224tl8u2smnbyliroayk69nt0,0,71.0,102.0,2025-04-19T21:49:36.399Z,2025-04-19T22:46:25Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5664880379,347,,5664880377,56,Left,5664880449,233,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803462857,435,1,2,53,14,5x54jbfk11lrsmipgsx7cdbai,1,29.2,0.0,2025-04-19T21:49:37.441Z,2025-04-19T21:49:41Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5664880609,212,17.8,5664880605,140,34.3,5664880601,107,,5664880607,141,23.0,5664880603,56,Back,5664880611,213,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803462937,436,1,2,53,18,5x54jbfk11lrsmipgsx7cdbai,1,37.1,25.3,2025-04-19T21:49:41.453Z,2025-04-19T21:50:11Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,1.0,,5664880983,155,,5664880985,56,Center,5664882533,210,15,5664880995,1,,5664880987,140,77.9,5664880991,212,43.0,5664880993,213,0.09,5664882535,154,,5664880989,141,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2803462941,437,15,2,53,25,5x54jbfk11lrsmipgsx7cdbai,1,94.0,34.6,2025-04-19T21:49:47.857Z,2025-04-19T21:50:12Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5664882569,100,,5664882559,154,,5664882567,103,9.7,5664882063,82,,5664882557,29,,5664881005,63,,5664882573,147,37.7,5664882587,233,517,5664882059,20,,5664882577,231,46.4,5664881003,22,5664882571,146,94.7,5664882575,230,5664882565,102,48.2,5664881007,56,Center,5664882555,78,,,99.5,5664882561,55,436,,
2803462983,517,10,2,53,25,224tl8u2smnbyliroayk69nt0,1,5.3,62.3,2025-04-19T21:49:47.957Z,2025-04-19T21:50:12Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5664882613,233,437,5664881215,56,Back,5664881213,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803463025,438,6,2,53,30,5x54jbfk11lrsmipgsx7cdbai,1,95.2,36.0,2025-04-19T21:49:52.996Z,2025-04-19T22:46:00Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5664881545,56,Center,5664881547,75,,5664881581,233,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803462997,518,6,2,53,30,224tl8u2smnbyliroayk69nt0,0,4.8,64.0,2025-04-19T21:49:52.996Z,2025-04-19T21:50:02Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5664881353,73,,5664881617,233,438,5664881351,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803463355,439,1,2,53,58,5x54jbfk11lrsmipgsx7cdbai,0,99.5,0.5,2025-04-19T21:50:21.450Z,2025-04-19T21:50:24Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5664883257,140,96.7,5664883249,6,,5664883259,141,50.4,5664883247,2,,5664883263,213,1.66,5664883253,223,,5664883255,56,Center,5664883265,1,,5664883261,212,34.1,5664883251,155,,,,,,,,,,,,,,,,,,,,,,,,
2803463393,519,12,2,54,4,224tl8u2smnbyliroayk69nt0,1,5.0,54.5,2025-04-19T21:50:26.701Z,2025-04-19T22:01:07Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5664883489,213,0.71,5664883487,212,24.5,5664883485,141,77.9,5664883481,56,Back,5664883553,15,,5664883483,140,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803463421,440,1,2,54,5,5x54jbfk11lrsmipgsx7cdbai,1,71.0,18.9,2025-04-19T21:50:28.023Z,2025-04-19T21:50:29Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5664883615,140,80.8,5664883619,212,11.1,5664883621,213,5.91,5664883617,141,12.9,5664883613,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803463455,441,1,2,54,6,5x54jbfk11lrsmipgsx7cdbai,1,80.8,12.9,2025-04-19T21:50:29.178Z,2025-04-19T21:50:31Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5664883787,213,0.19,5664883783,141,16.1,5664883781,140,91.3,5664883779,56,Right,5664883785,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803463493,442,1,2,54,9,5x54jbfk11lrsmipgsx7cdbai,0,91.3,16.1,2025-04-19T21:50:31.610Z,2025-04-19T21:50:36Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5664884077,56,Left,5664884081,140,93.0,5664884085,141,100.0,5664884067,2,,5664884091,1,,5664884087,212,58.4,5664884071,155,,5664884089,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803463499,443,5,2,54,13,5x54jbfk11lrsmipgsx7cdbai,0,93.0,101.7,2025-04-19T21:50:35.944Z,2025-04-19T22:46:26Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5664884121,347,,5664884119,56,Left,5664885811,233,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803463771,520,5,2,54,13,224tl8u2smnbyliroayk69nt0,1,7.0,-1.7,2025-04-19T21:50:35.944Z,2025-04-19T22:46:26Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5664885757,347,,5664885783,233,443,5664885755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803463791,521,1,2,54,41,224tl8u2smnbyliroayk69nt0,1,20.4,0.0,2025-04-19T21:51:03.676Z,2025-04-19T21:51:05Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5664885871,141,12.6,5664885869,140,23.1,5664885865,107,,5664885875,213,1.29,5664885867,56,Back,5664885873,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803463801,522,1,2,54,43,224tl8u2smnbyliroayk69nt0,1,23.3,15.2,2025-04-19T21:51:05.756Z,2025-04-19T21:51:07Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5664885939,212,6.0,5664885937,141,6.7,5664885935,140,21.9,5664885941,213,4.46,5664885933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803463807,523,1,2,54,44,224tl8u2smnbyliroayk69nt0,1,21.9,6.7,2025-04-19T21:51:06.812Z,2025-04-19T21:51:07Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5664885979,213,1.73,5664885977,212,8.0,5664885975,141,18.3,5664885971,56,Back,5664885973,140,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803463827,524,1,2,54,45,224tl8u2smnbyliroayk69nt0,1,20.7,18.3,2025-04-19T21:51:07.604Z,2025-04-19T21:51:09Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5664886077,213,5.51,5664886073,141,7.7,5664886075,212,10.3,5664886069,56,Back,5664886071,140,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803463849,525,1,2,54,46,224tl8u2smnbyliroayk69nt0,1,27.7,7.7,2025-04-19T21:51:09.084Z,2025-04-19T21:51:11Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5664886229,141,14.7,5664886227,140,32.2,5664886231,212,6.7,5664886225,56,Back,5664886233,213,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803463895,526,1,2,54,48,224tl8u2smnbyliroayk69nt0,1,31.8,17.1,2025-04-19T21:51:11.389Z,2025-04-19T21:51:17Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5664886503,213,1.57,5664886497,140,31.9,5664886495,56,Back,5664886501,212,27.9,5664886499,141,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803463961,527,1,2,54,54,224tl8u2smnbyliroayk69nt0,1,64.0,70.5,2025-04-19T21:51:17.517Z,2025-04-19T21:51:47Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,1.0,,5664886843,141,88.1,5664886845,212,23.1,5664888165,210,15,5664886841,140,82.8,5664886847,213,0.55,5664886839,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803463963,528,15,2,55,1,224tl8u2smnbyliroayk69nt0,1,85.6,64.6,2025-04-19T21:51:23.972Z,2025-04-20T04:30:31Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5664887839,82,,5664888189,102,47.8,5664888195,215,,5665990633,80,,5664888201,230,98.4,5664886877,22,,5664888211,233,444,5664888183,55,527,5664886879,64,,5664888193,103,19,5664887835,20,5664888197,146,88.7,5664888181,29,5664888199,147,61.0,5664886881,56,Center,5664888203,231,53.6,,,,,,,
2803463965,444,10,2,55,1,5x54jbfk11lrsmipgsx7cdbai,1,10.2,36.8,2025-04-19T21:51:24.072Z,2025-04-19T21:51:48Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5664886893,94,,5664888261,233,528,5664886895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803463989,529,1,2,55,3,224tl8u2smnbyliroayk69nt0,0,77.3,75.9,2025-04-19T21:51:26.501Z,2025-04-19T21:51:28Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5664887013,212,14.4,5664887005,3,,5664887015,213,0.37,5664887011,141,83.5,5664887009,140,90.1,5664887007,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803464021,446,1,2,55,7,5x54jbfk11lrsmipgsx7cdbai,0,9.4,8.9,2025-04-19T21:51:30.366Z,2025-04-19T21:51:31Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5664887195,213,6.22,5664887187,56,Back,5664887191,141,7.7,5664887193,212,14.0,5664887189,140,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803464041,530,8,2,55,10,224tl8u2smnbyliroayk69nt0,1,82.1,90.6,2025-04-19T21:51:32.861Z,2025-04-19T21:51:33Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5664887329,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803465037,538,3,2,55,12,224tl8u2smnbyliroayk69nt0,0,85.4,87.5,2025-04-19T21:51:34.688Z,2025-04-19T21:53:05Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5664892361,286,,5664892547,233,447,5664892359,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803464053,447,7,2,55,12,5x54jbfk11lrsmipgsx7cdbai,0,12.8,13.2,2025-04-19T21:51:34.689Z,2025-04-19T21:53:05Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5664890091,285,,5664887395,56,Back,5664892525,233,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803464109,531,61,2,55,16,224tl8u2smnbyliroayk69nt0,0,95.5,83.0,2025-04-19T21:51:38.644Z,2025-04-19T21:51:38Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5664887645,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803464141,448,5,2,55,16,5x54jbfk11lrsmipgsx7cdbai,1,-1.4,25.5,2025-04-19T21:51:39.453Z,2025-04-19T22:46:27Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5664887821,346,,5664887911,233,532,5664887819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803464121,532,5,2,55,16,224tl8u2smnbyliroayk69nt0,0,101.4,74.5,2025-04-19T21:51:39.453Z,2025-04-19T22:46:27Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5664887955,233,448,5664887719,56,Center,5664887721,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803464377,449,1,2,55,39,5x54jbfk11lrsmipgsx7cdbai,1,3.0,50.6,2025-04-19T21:52:01.832Z,2025-04-19T21:52:02Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5664889159,213,4.91,5664889157,212,17.6,5664889149,124,,5664889155,141,25.2,5664889151,56,Back,5664889163,237,,5664889153,140,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803464393,450,1,2,55,40,5x54jbfk11lrsmipgsx7cdbai,1,6.3,25.2,2025-04-19T21:52:02.736Z,2025-04-19T21:52:04Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5664889269,212,15.0,5664889265,141,3.5,5664889259,56,Back,5664889273,213,4.90,5664889263,140,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803464453,451,1,2,55,42,5x54jbfk11lrsmipgsx7cdbai,1,9.2,2.8,2025-04-19T21:52:04.777Z,2025-04-19T21:52:10Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5664889551,212,19.2,5664889547,140,27.5,5664889549,141,3.1,5664889545,56,Back,5664889553,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803464435,533,83,2,55,45,224tl8u2smnbyliroayk69nt0,0,60.2,93.9,2025-04-19T21:52:07.968Z,2025-04-19T21:52:14Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5664889833,399,6j5qn2b7t0165vl1t26v001zo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803464459,452,4,2,55,47,5x54jbfk11lrsmipgsx7cdbai,1,33.8,7.0,2025-04-19T21:52:10.464Z,2025-04-19T21:52:18Z,6j5qn2b7t0165vl1t26v001zo,W. Leggett,,,5664889785,295,,5664889813,233,534,5664889783,13,,5664889861,286,,5664889789,152,,5664889787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803464465,534,4,2,55,47,224tl8u2smnbyliroayk69nt0,0,66.2,93.0,2025-04-19T21:52:10.465Z,2025-04-19T21:53:11Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5664891421,55,535,5664892793,295,,5664889655,152,,5664889651,13,,5664889881,285,,5664889831,233,452,5664889653,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803464523,535,17,2,55,55,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-04-19T21:52:17.652Z,2025-04-19T21:52:42Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5664891391,393,,5664891395,55,534,5664891389,31,,5664891393,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803464849,453,27,2,56,19,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-04-19T21:52:42.024Z,2025-04-19T21:52:49Z,,,,,5664891823,53,6j5qn2b7t0165vl1t26v001zo,5664891623,233,536,5664891821,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803464861,536,27,2,56,19,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-04-19T21:52:42.024Z,2025-04-19T21:52:46Z,,,,,5664891637,233,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803464869,454,28,2,56,23,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-04-19T21:52:45.632Z,2025-04-19T21:52:47Z,,,,,5664891689,233,537,5664891573,55,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803464885,537,28,2,56,23,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-04-19T21:52:45.632Z,2025-04-19T21:52:48Z,,,,,5664891643,55,536,5664891747,233,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
