id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/17/value,qualifier/16/value
2790943349,467,1,1,47,50,b1rpb2ox52uxcmjrsnqd95pk5,1,75.5,83.5,2025-03-22T20:54:58.966Z,2025-03-22T20:56:24Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,,5596040295,140,65.8,5596040299,212,10.4,5596040301,213,3.35,5596040293,56,Left,5596040297,141,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790943035,392,43,1,47,51,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-22T20:55:00.174Z,2025-03-25T10:23:51Z,8t6b8q53ovws370a1b27s85jo,R. Torres,,,5599757957,144,83,5596041067,399,a6nj3s6nhav0ybrnhla1m67mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790943043,461,1,1,47,52,b1rpb2ox52uxcmjrsnqd95pk5,1,73.8,77.9,2025-03-22T20:55:01.132Z,2025-03-22T20:55:03Z,a6nj3s6nhav0ybrnhla1m67mc,M. Polisi,,,5596038783,212,9.2,5596038777,56,Left,5596038785,213,2.29,5596038779,140,68.0,5596038781,141,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790943059,462,1,1,47,54,b1rpb2ox52uxcmjrsnqd95pk5,1,68.0,88.1,2025-03-22T20:55:03.165Z,2025-03-22T20:55:05Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5596038871,140,47.9,5596038869,56,Back,5596038875,212,31.8,5596038877,213,3.99,5596038873,141,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790943071,463,1,1,47,56,b1rpb2ox52uxcmjrsnqd95pk5,1,47.9,53.1,2025-03-22T20:55:05.684Z,2025-03-22T20:55:07Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5596038929,141,29.2,5596038933,213,4.63,5596038925,56,Back,5596038927,140,46.6,5596038931,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790943085,464,1,1,47,58,b1rpb2ox52uxcmjrsnqd95pk5,1,46.6,29.2,2025-03-22T20:55:07.804Z,2025-03-22T20:55:10Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5596039013,140,36.1,5596039017,212,18.1,5596039011,56,Back,5596039015,141,50.4,5596039019,213,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790943117,465,1,1,48,1,b1rpb2ox52uxcmjrsnqd95pk5,0,36.6,52.5,2025-03-22T20:55:10.276Z,2025-03-25T10:24:10Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5596039163,140,42.2,5596039167,212,15.6,5596039161,56,Back,5596039165,141,73.8,5596039169,213,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790943129,393,30,1,48,6,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-22T20:55:15.805Z,2025-03-22T20:55:17Z,,,,,5596039221,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790943121,466,30,1,48,6,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-03-22T20:55:15.805Z,2025-03-22T20:55:16Z,,,,,5596039191,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790946729,400,18,2,45,0,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-22T21:11:11.951Z,2025-03-22T21:11:14Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5596059097,59,11,5596059165,55,401,5596059093,42,,5596059095,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790946735,401,19,2,45,0,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-22T21:11:11.952Z,2025-03-22T21:11:14Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5596059135,55,400,5596059133,44,Midfielder,5596059121,42,,5596059127,59,33,5596059131,293,1,5596059125,145,11,5596059129,292,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790946769,469,18,2,45,0,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-03-22T21:11:12.051Z,2025-03-22T21:11:19Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5596059327,44,Midfielder,5596059329,59,2,5596059325,42,,5596059445,55,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790946787,470,19,2,45,0,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-03-22T21:11:12.052Z,2025-03-22T22:36:13Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,,5596059411,292,6,5596059409,59,33,5596059399,42,,5596059405,145,2,5596059415,44,Midfielder,5596059413,293,5,5596059417,55,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790946773,402,32,2,45,0,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-22T21:11:16.607Z,2025-03-22T21:11:18Z,,,,,5596059331,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790946797,471,32,2,45,0,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-03-22T21:11:16.607Z,2025-03-25T10:24:33Z,,,,,5596059477,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790946821,472,1,2,45,0,b1rpb2ox52uxcmjrsnqd95pk5,1,50.1,50.1,2025-03-22T21:11:16.608Z,2025-03-22T21:11:22Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,,5596059583,213,3.18,5596059577,140,29.9,5596059585,279,S,5596059581,212,21.2,5596059575,56,Back,5596059579,141,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947385,493,1,2,45,4,b1rpb2ox52uxcmjrsnqd95pk5,1,44.4,56.4,2025-03-22T21:11:21.091Z,2025-03-22T22:13:08Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5596062659,213,4.65,5596062655,141,45.8,5596062651,56,Back,5596062657,212,7.2,5596062653,140,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790946833,473,1,2,45,5,b1rpb2ox52uxcmjrsnqd95pk5,1,43.6,44.0,2025-03-22T21:11:22.592Z,2025-03-22T21:12:56Z,a6nj3s6nhav0ybrnhla1m67mc,M. Polisi,,,5596059663,213,3.06,5596059655,56,Back,5596059659,141,46.4,5596059661,212,20.0,5596059657,140,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790946837,474,1,2,45,7,b1rpb2ox52uxcmjrsnqd95pk5,1,21.6,55.5,2025-03-22T21:11:23.761Z,2025-03-22T21:11:24Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5596059689,212,23.4,5596059691,213,5.00,5596059685,140,28.0,5596059687,141,22.5,5596059683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790946853,475,1,2,45,7,b1rpb2ox52uxcmjrsnqd95pk5,1,28.0,22.5,2025-03-22T21:11:24.520Z,2025-03-22T21:11:26Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5596059731,141,26.7,5596059727,56,Back,5596059729,140,36.8,5596059735,213,0.30,5596059733,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790946871,476,1,2,45,9,b1rpb2ox52uxcmjrsnqd95pk5,1,36.8,26.7,2025-03-22T21:11:26.112Z,2025-03-22T21:11:29Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5596059855,212,11.2,5596059851,140,35.6,5596059857,213,4.60,5596059853,141,10.4,5596059849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790946885,477,1,2,45,12,b1rpb2ox52uxcmjrsnqd95pk5,1,32.5,12.5,2025-03-22T21:11:29.144Z,2025-03-22T21:11:32Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,,5596059933,212,6.5,5596059935,213,2.95,5596059929,140,26.4,5596059927,56,Back,5596059931,141,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790946913,478,1,2,45,15,b1rpb2ox52uxcmjrsnqd95pk5,1,26.1,5.6,2025-03-22T21:11:31.912Z,2025-03-22T21:11:37Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5596060047,140,32.4,5596060051,212,6.6,5596060045,56,Back,5596060049,141,5.3,5596060053,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790946925,479,3,2,45,18,b1rpb2ox52uxcmjrsnqd95pk5,0,44.8,4.6,2025-03-22T21:11:34.801Z,2025-03-25T10:36:42Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,,5596063435,233,403,5599771023,465,,5596060103,56,Back,5596060105,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790946927,403,7,2,45,18,c9xffml4i7ihblp1qhus9w3fu,1,55.2,95.4,2025-03-22T21:11:34.802Z,2025-03-25T10:36:47Z,8t6b8q53ovws370a1b27s85jo,R. Torres,,,5596063195,233,479,5599771141,385,,5596060119,56,Left,5596060117,167,,5599771143,178,,5596060121,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790946933,404,5,2,45,20,c9xffml4i7ihblp1qhus9w3fu,0,52.8,101.4,2025-03-22T21:11:37.478Z,2025-03-22T21:11:53Z,8t6b8q53ovws370a1b27s85jo,R. Torres,,,5596060147,347,,5596060593,233,480,5596060143,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947011,480,5,2,45,20,b1rpb2ox52uxcmjrsnqd95pk5,1,47.2,-1.4,2025-03-22T21:11:37.478Z,2025-03-22T22:03:50Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,,5596060567,347,,5596060565,56,Back,5596060585,233,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947033,481,1,2,45,35,b1rpb2ox52uxcmjrsnqd95pk5,1,43.5,0.0,2025-03-22T21:11:52.592Z,2025-03-22T21:11:56Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,,5596060671,107,,5596060681,213,2.74,5596060675,140,31.9,5596060679,212,13.3,5596060673,56,Back,5596060677,141,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947057,482,1,2,45,39,b1rpb2ox52uxcmjrsnqd95pk5,1,32.6,7.0,2025-03-22T21:11:56.320Z,2025-03-22T21:11:58Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5596060813,213,0.30,5596060809,141,17.9,5596060805,56,Right,5596060807,140,55.2,5596060811,212,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947069,483,1,2,45,42,b1rpb2ox52uxcmjrsnqd95pk5,1,45.6,16.1,2025-03-22T21:11:58.664Z,2025-03-22T21:11:59Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5596060871,141,20.1,5596060867,56,Back,5596060873,212,8.4,5596060869,140,38.0,5596060875,213,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947089,484,1,2,45,42,b1rpb2ox52uxcmjrsnqd95pk5,1,38.0,20.1,2025-03-22T21:11:59.504Z,2025-03-22T21:12:02Z,a6nj3s6nhav0ybrnhla1m67mc,M. Polisi,,,5596061025,213,3.14,5596061023,212,0.3,5596061017,56,Back,5596061021,141,20.1,5596061019,140,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947111,485,1,2,45,45,b1rpb2ox52uxcmjrsnqd95pk5,1,36.1,23.9,2025-03-22T21:12:01.816Z,2025-03-22T21:12:04Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5596061137,141,33.4,5596061133,56,Back,5596061141,213,2.61,5596061139,212,12.8,5596061135,140,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947125,486,1,2,45,47,b1rpb2ox52uxcmjrsnqd95pk5,1,26.9,34.3,2025-03-22T21:12:04.144Z,2025-03-22T21:12:05Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5596061213,140,35.3,5596061217,212,9.5,5596061215,141,29.1,5596061219,213,5.90,5596061211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947143,487,1,2,45,48,b1rpb2ox52uxcmjrsnqd95pk5,1,35.3,29.1,2025-03-22T21:12:05.464Z,2025-03-22T21:12:09Z,a6nj3s6nhav0ybrnhla1m67mc,M. Polisi,,,5596061365,212,13.6,5596061361,140,33.7,5596061359,56,Back,5596061367,213,4.59,5596061363,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947163,488,1,2,45,53,b1rpb2ox52uxcmjrsnqd95pk5,1,37.0,10.5,2025-03-22T21:12:09.632Z,2025-03-25T10:37:40Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5596061471,140,48.4,5596061475,212,27.6,5596061469,56,Back,5596061473,141,47.0,5596061477,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947173,489,1,2,45,54,b1rpb2ox52uxcmjrsnqd95pk5,0,48.5,51.8,2025-03-22T21:12:10.639Z,2025-03-22T21:13:32Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5596061509,56,Center,5596061513,141,54.5,5596061517,213,0.39,5596061511,140,52.7,5596061515,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947209,406,1,2,45,55,c9xffml4i7ihblp1qhus9w3fu,1,56.9,59.9,2025-03-22T21:12:12.453Z,2025-03-22T21:12:17Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5596061693,212,14.4,5596061687,56,Center,5596061695,213,1.01,5596061691,141,77.9,5596061689,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947219,407,1,2,45,59,c9xffml4i7ihblp1qhus9w3fu,1,60.6,73.5,2025-03-22T21:12:16.109Z,2025-03-22T21:12:19Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5596061741,56,Left,5596061743,140,67.4,5596061747,212,12.9,5596061745,141,89.3,5596061749,213,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947203,490,43,2,46,0,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-03-22T21:12:16.631Z,2025-03-25T10:37:53Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5599772699,144,83,5596061917,399,ece6sffb02drwz4brwndn0rh0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947245,408,1,2,46,1,c9xffml4i7ihblp1qhus9w3fu,1,67.4,89.4,2025-03-22T21:12:18.085Z,2025-03-22T21:12:21Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5596061867,141,85.1,5596061863,56,Left,5596061869,212,17.7,5596061865,140,50.8,5596061871,213,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947275,409,1,2,46,3,c9xffml4i7ihblp1qhus9w3fu,1,50.2,85.1,2025-03-22T21:12:19.725Z,2025-03-22T21:12:25Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5596062027,212,19.7,5596062023,140,32.7,5596062021,56,Back,5596062029,213,3.51,5596062025,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947317,410,1,2,46,7,c9xffml4i7ihblp1qhus9w3fu,1,30.8,77.7,2025-03-22T21:12:23.885Z,2025-03-25T10:38:18Z,8lk5ve59333boqzpcmd0yidck,E. Kos,,,5596062263,141,28.4,5596062259,56,Back,5596062267,213,4.49,5596062265,212,34.4,5596062257,155,,5599773237,1,,5596062261,140,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947329,411,1,2,46,13,c9xffml4i7ihblp1qhus9w3fu,0,25.9,36.6,2025-03-22T21:12:29.973Z,2025-03-22T21:12:34Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5596062351,1,,5596062347,212,49.2,5596062339,155,,5596062343,140,72.1,5596062341,56,Center,5596062349,213,6.12,5596062345,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947337,491,12,2,46,18,b1rpb2ox52uxcmjrsnqd95pk5,1,27.0,84.4,2025-03-22T21:12:35.088Z,2025-03-22T21:12:36Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5596062383,56,Back,5596062387,141,100.0,5596062385,140,25.6,5596062391,212,12.0,5596062433,167,,5596062409,15,,5596062395,213,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947357,412,5,2,46,18,c9xffml4i7ihblp1qhus9w3fu,1,74.3,-1.4,2025-03-22T21:12:35.422Z,2025-03-22T21:13:16Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5596062487,347,,5596062501,233,492,5596062485,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947343,492,5,2,46,18,b1rpb2ox52uxcmjrsnqd95pk5,0,25.7,101.4,2025-03-22T21:12:35.422Z,2025-03-22T22:03:50Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5596062507,233,412,5596062417,56,Back,5596062419,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947365,413,1,2,46,20,c9xffml4i7ihblp1qhus9w3fu,1,74.0,0.0,2025-03-22T21:12:37.245Z,2025-03-22T21:12:40Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5596062531,107,,5596062549,212,11.9,5596062545,141,17.3,5596062553,213,1.50,5596062537,56,Right,5596062541,140,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947377,414,1,2,46,22,c9xffml4i7ihblp1qhus9w3fu,1,74.8,17.3,2025-03-22T21:12:39.286Z,2025-03-22T21:14:45Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5596062591,56,Right,5596062589,155,,5596062595,141,14.1,5596062599,213,4.39,5596062593,140,74.1,5596062597,212,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947383,415,1,2,46,24,c9xffml4i7ihblp1qhus9w3fu,1,75.6,11.3,2025-03-22T21:12:40.805Z,2025-03-25T10:38:35Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5596062645,212,7.1,5596062641,140,69.7,5596062647,213,3.65,5596062643,141,6.2,5596062639,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947393,416,1,2,46,24,c9xffml4i7ihblp1qhus9w3fu,1,71.1,6.0,2025-03-22T21:12:41.533Z,2025-03-25T10:38:40Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5596062701,212,8.6,5596062697,140,67.8,5596062703,213,1.98,5596062693,56,Right,5596062699,141,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947405,417,1,2,46,26,c9xffml4i7ihblp1qhus9w3fu,1,63.7,25.0,2025-03-22T21:12:42.957Z,2025-03-22T21:12:45Z,8t6b8q53ovws370a1b27s85jo,R. Torres,,,5596062751,213,0.43,5596062743,56,Center,5596062747,141,27.9,5596062745,140,67.8,5596062749,212,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947411,418,1,2,46,27,c9xffml4i7ihblp1qhus9w3fu,1,67.8,27.9,2025-03-22T21:12:43.797Z,2025-03-25T10:38:49Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5596062791,56,Right,5599774045,156,,5596062799,213,4.83,5596062795,141,12.9,5596062797,212,10.3,5596062793,140,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947413,419,1,2,46,28,c9xffml4i7ihblp1qhus9w3fu,1,68.9,12.9,2025-03-22T21:12:45.301Z,2025-03-22T21:12:47Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5596062819,213,2.38,5596062815,141,18.2,5596062811,56,Right,5596062817,212,5.2,5596062813,140,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947429,420,1,2,46,29,c9xffml4i7ihblp1qhus9w3fu,0,65.3,18.2,2025-03-22T21:12:46.485Z,2025-03-22T21:12:49Z,8t6b8q53ovws370a1b27s85jo,R. Torres,,,5596062893,56,Center,5596062897,141,29.7,5596062895,140,70.8,5596062899,212,9.7,5596062901,213,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947439,494,8,2,46,33,b1rpb2ox52uxcmjrsnqd95pk5,1,31.0,71.8,2025-03-22T21:12:49.681Z,2025-03-25T10:38:56Z,a6nj3s6nhav0ybrnhla1m67mc,M. Polisi,,,5596062929,56,Back,5599774157,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947501,421,5,2,46,34,c9xffml4i7ihblp1qhus9w3fu,1,74.8,-1.4,2025-03-22T21:12:50.818Z,2025-03-22T22:03:50Z,8t6b8q53ovws370a1b27s85jo,R. Torres,,,5596063295,233,495,5596063279,347,,5596063277,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947447,495,5,2,46,34,b1rpb2ox52uxcmjrsnqd95pk5,0,25.2,101.4,2025-03-22T21:12:50.818Z,2025-03-22T22:03:51Z,a6nj3s6nhav0ybrnhla1m67mc,M. Polisi,,,5596063313,233,421,5596062993,56,Back,5596062995,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947515,422,1,2,46,42,c9xffml4i7ihblp1qhus9w3fu,0,76.3,0.0,2025-03-22T21:12:59.109Z,2025-03-22T21:13:02Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5596063379,141,31.6,5596063375,56,Center,5596063381,212,23.5,5596063385,1,,5596063377,140,83.6,5596063373,107,,5596063383,213,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947521,496,12,2,46,47,b1rpb2ox52uxcmjrsnqd95pk5,1,12.1,69.9,2025-03-22T21:13:04.080Z,2025-03-25T10:39:08Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5599774467,141,73.0,5599774471,213,0.19,5596063417,56,Back,5599774469,212,11.2,5599774465,140,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947557,498,1,2,46,49,b1rpb2ox52uxcmjrsnqd95pk5,1,26.6,67.6,2025-03-22T21:13:06.185Z,2025-03-22T21:13:09Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5596063555,56,Back,5596063563,213,2.40,5596063559,141,88.3,5596063553,155,,5596063557,140,12.0,5596063561,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947553,423,43,2,46,50,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-22T21:13:07.294Z,2025-03-22T21:15:17Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5596063671,286,0,5596068423,144,45,5596063541,56,Right,5596063667,233,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947575,499,3,2,46,50,b1rpb2ox52uxcmjrsnqd95pk5,0,28.2,85.3,2025-03-22T21:13:07.294Z,2025-03-25T10:39:16Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5596068639,233,424,5599774709,465,,5596063645,285,,5596063643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947583,424,7,2,46,50,c9xffml4i7ihblp1qhus9w3fu,1,71.8,14.7,2025-03-22T21:13:07.295Z,2025-03-25T10:39:19Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5599774753,178,,5596063673,167,,5599774751,385,,5596063677,286,,5596068565,233,499,5596063675,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947577,500,43,2,46,55,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-03-22T21:13:11.844Z,2025-03-22T21:15:20Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5596063649,285,0,5596068495,144,50,5596063727,233,424,5596063647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947631,425,5,2,46,56,c9xffml4i7ihblp1qhus9w3fu,0,80.2,-0.9,2025-03-22T21:13:13.160Z,2025-03-22T22:03:52Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5596063927,233,501,5596063893,347,,5596063891,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947599,501,5,2,46,56,b1rpb2ox52uxcmjrsnqd95pk5,1,19.8,100.9,2025-03-22T21:13:13.160Z,2025-03-22T22:03:51Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5596063737,56,Back,5596063919,233,425,5596063739,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790947615,502,1,2,46,58,b1rpb2ox52uxcmjrsnqd95pk5,1,12.7,100.0,2025-03-22T21:13:15.392Z,2025-03-22T22:13:13Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5596063825,141,89.6,5596063829,213,4.71,5596063821,56,Back,5596063823,140,12.7,5596063819,107,,5596063827,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
