id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2821692203,423,1,2,46,57,daicfonrbj124lu2la2rctxck,1,38.6,9.1,2025-06-08T00:10:15.494Z,2025-06-08T00:10:26Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,1.0,5765813021,212,50.3,5765813019,141,26.7,5765813025,1,,5765813023,213,0.24,5765813009,5,,5765813375,210,13,5765813013,152,,5765813015,56,Center,5765813377,154,5765813011,155,5765813017,140,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692209,424,13,2,46,59,daicfonrbj124lu2la2rctxck,1,85.1,26.7,2025-06-08T00:10:17.981Z,2025-06-08T00:10:27Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,5765813175,20,,5765813409,74,,5765813051,63,,5765813427,231,46.4,5765813421,103,63.9,5765813411,29,,5765813425,230,99.8,5765813419,102,45.2,5765813423,328,5765813055,56,5765813407,24,,5765813415,55,5765813413,154,Center,423,,,,,,,,,,,,,,,,,,,,
2821692217,413,5,2,47,0,bu5w8wprynlj9mvphvy8sd94f,1,-1.4,55.8,2025-06-08T00:10:18.902Z,2025-06-08T01:19:51Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,5765813123,346,,5765956841,233,425,5765813121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692339,425,5,2,47,0,daicfonrbj124lu2la2rctxck,0,101.4,44.2,2025-06-08T00:10:18.902Z,2025-06-08T01:19:51Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,5765956875,233,413,5765813785,346,,5765813783,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692419,415,1,2,47,24,bu5w8wprynlj9mvphvy8sd94f,1,3.5,51.2,2025-06-08T00:10:43.094Z,2025-06-08T00:10:45Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,5765814229,237,,5765814215,124,,5765814217,56,Back,5765814221,141,28.0,5765814219,140,6.2,5765814225,213,4.89,5765814223,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692461,416,1,2,47,27,bu5w8wprynlj9mvphvy8sd94f,1,6.2,27.6,2025-06-08T00:10:45.256Z,2025-06-08T00:10:51Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,5765814531,212,55.1,5765814529,141,5.8,5765814533,213,6.01,5765814535,1,,5765814527,140,56.7,5765814523,155,,5765814525,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692469,417,44,2,47,33,bu5w8wprynlj9mvphvy8sd94f,1,61.2,7.6,2025-06-08T00:10:51.511Z,2025-06-08T01:21:13Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,5765814567,56,Right,5765815323,233,426,5765814569,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692467,426,44,2,47,33,daicfonrbj124lu2la2rctxck,0,38.8,92.4,2025-06-08T00:10:51.512Z,2025-06-08T01:21:13Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5765814561,56,Back,5765815365,233,417,5765814563,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692473,418,1,2,47,33,bu5w8wprynlj9mvphvy8sd94f,0,56.7,5.8,2025-06-08T00:10:51.814Z,2025-06-08T00:10:52Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,5765814579,140,61.0,5765814575,3,,5765814581,141,7.9,5765814577,56,Right,5765814585,213,0.31,5765814583,212,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692471,427,61,2,47,33,daicfonrbj124lu2la2rctxck,1,36.1,91.4,2025-06-08T00:10:52Z,2025-06-08T01:10:24Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5765814571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692479,419,5,2,47,34,bu5w8wprynlj9mvphvy8sd94f,1,63.0,-1.3,2025-06-08T00:10:52.557Z,2025-06-08T01:19:52Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,5765814677,233,428,5765814605,56,Right,5765814607,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692495,428,5,2,47,34,daicfonrbj124lu2la2rctxck,0,37.0,101.3,2025-06-08T00:10:52.557Z,2025-06-08T00:24:18Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5765814661,347,,5765814713,233,419,5765814659,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692515,420,1,2,47,35,bu5w8wprynlj9mvphvy8sd94f,1,58.1,0.0,2025-06-08T00:10:53.382Z,2025-06-08T00:10:56Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,5765814809,141,22.5,5765814815,1,,5765814813,213,0.54,5765814803,107,,5765814805,56,Center,5765814811,212,32.3,5765814807,140,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692519,421,3,2,47,37,bu5w8wprynlj9mvphvy8sd94f,0,85.2,26.6,2025-06-08T00:10:55.866Z,2025-06-08T01:10:25Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,5765815191,233,429,5765814823,56,Center,5765814825,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692537,429,7,2,47,37,daicfonrbj124lu2la2rctxck,1,14.8,73.4,2025-06-08T00:10:55.867Z,2025-06-08T00:11:07Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5765814909,285,,5765815203,233,421,5765814907,56,Back,5765814905,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692527,422,6,2,47,38,bu5w8wprynlj9mvphvy8sd94f,1,87.2,27.4,2025-06-08T00:10:56.352Z,2025-06-08T01:20:27Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,5765815119,233,430,5765814873,56,Center,5765814875,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692541,430,6,2,47,38,daicfonrbj124lu2la2rctxck,0,12.8,72.6,2025-06-08T00:10:56.352Z,2025-06-08T01:20:27Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5765815129,233,422,5765815081,56,Back,5765815083,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692723,423,1,2,48,8,bu5w8wprynlj9mvphvy8sd94f,0,99.5,0.5,2025-06-08T00:11:26.662Z,2025-06-08T00:11:29Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,5765816095,1,,5765816093,213,1.71,5765816081,155,,5765816087,140,95.1,5765816077,2,,5765816083,223,,5765816085,56,Center,5765816091,212,34.2,5765816089,141,5765816079,6,,,,,,,,,,50.4,,,,,,,,,,,,,,,,,,,
2821692733,431,12,2,48,11,daicfonrbj124lu2la2rctxck,1,4.1,53.6,2025-06-08T00:11:29.779Z,2025-06-08T00:11:32Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5765816169,212,7.2,5765816201,15,,5765816171,213,0.61,5765816167,141,59.6,5765816165,140,9.7,5765816163,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692785,432,12,2,48,13,daicfonrbj124lu2la2rctxck,1,9.7,59.6,2025-06-08T00:11:31.836Z,2025-06-08T00:11:38Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5765816475,56,Back,5765816481,212,25.4,5765816477,140,28.9,5765816483,213,5.63,5765816479,141,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692789,433,61,2,48,19,daicfonrbj124lu2la2rctxck,0,28.9,36.9,2025-06-08T00:11:37.910Z,2025-06-08T00:11:38Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5765816499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692851,424,3,2,48,20,bu5w8wprynlj9mvphvy8sd94f,1,73.0,64.2,2025-06-08T00:11:38.726Z,2025-06-08T01:20:55Z,cyignmjprj3whvban361mclm2,D. Mercado,,5765816831,286,,5765816877,233,434,5765816829,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692819,434,45,2,48,20,daicfonrbj124lu2la2rctxck,0,27.0,35.8,2025-06-08T00:11:38.726Z,2025-06-08T01:20:55Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5765816629,285,,5765816905,233,424,5765816627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692863,425,61,2,48,24,bu5w8wprynlj9mvphvy8sd94f,0,82.5,64.0,2025-06-08T00:11:43.046Z,2025-06-08T00:11:43Z,cyignmjprj3whvban361mclm2,D. Mercado,,5765816841,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692885,435,61,2,48,26,daicfonrbj124lu2la2rctxck,1,7.6,40.1,2025-06-08T00:11:45.109Z,2025-06-08T01:19:15Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5765816959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692913,436,12,2,48,28,daicfonrbj124lu2la2rctxck,1,8.1,44.6,2025-06-08T00:11:46.932Z,2025-06-08T01:19:13Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,5765862105,140,8.8,5765862109,212,0.7,5765862107,141,44.6,5765862111,213,0.00,5765817103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692889,426,61,2,48,29,bu5w8wprynlj9mvphvy8sd94f,1,89.6,57.3,2025-06-08T00:11:47.639Z,2025-06-08T00:27:34Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,5765860725,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692951,437,12,2,48,31,daicfonrbj124lu2la2rctxck,1,9.1,43.3,2025-06-08T00:11:49.251Z,2025-06-08T01:19:14Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5765817313,140,49.0,5765817315,141,59.6,5765817317,212,43.3,5765817311,56,Back,5765817319,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692935,427,61,2,48,32,bu5w8wprynlj9mvphvy8sd94f,1,51.6,38.6,2025-06-08T00:11:50.299Z,2025-06-08T00:11:50Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,5765817201,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692953,428,1,2,48,33,bu5w8wprynlj9mvphvy8sd94f,1,40.8,26.8,2025-06-08T00:11:51.302Z,2025-06-08T00:11:52Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,5765817323,56,Center,5765817325,140,55.1,5765817329,212,15.7,5765817331,213,0.29,5765817327,141,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692967,429,1,2,48,34,bu5w8wprynlj9mvphvy8sd94f,1,55.1,33.4,2025-06-08T00:11:52.526Z,2025-06-08T00:11:53Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,5765817403,141,26.4,5765817405,212,9.7,5765817399,56,Center,5765817407,213,5.77,5765817401,140,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821692971,430,1,2,48,35,bu5w8wprynlj9mvphvy8sd94f,1,63.2,26.4,2025-06-08T00:11:53.438Z,2025-06-08T00:11:55Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,5765817429,140,55.0,5765817427,56,Right,5765817431,141,11.0,5765817435,213,4.02,5765817433,212,13.6,5765817451,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693017,431,1,2,48,36,bu5w8wprynlj9mvphvy8sd94f,1,55.0,11.0,2025-06-08T00:11:54.959Z,2025-06-08T00:11:59Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,5765817717,212,10.7,5765817711,56,Center,5765817719,213,1.91,5765817715,141,25.8,5765817713,140,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693025,432,1,2,48,40,bu5w8wprynlj9mvphvy8sd94f,1,53.4,26.2,2025-06-08T00:11:59.159Z,2025-06-08T00:12:01Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,5765817731,140,74.9,5765817727,155,,5765817729,56,Right,5765817737,213,6.02,5765817733,141,17.3,5765817735,212,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693033,433,1,2,48,43,bu5w8wprynlj9mvphvy8sd94f,0,76.1,17.9,2025-06-08T00:12:01.358Z,2025-06-08T01:54:30Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,5765817761,140,77.0,5765817767,213,1.50,5765817759,56,Center,5765817765,212,14.3,5765817763,141,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693047,438,61,2,48,46,daicfonrbj124lu2la2rctxck,1,13.8,65.4,2025-06-08T00:12:04.780Z,2025-06-08T00:12:04Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5765817877,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693063,434,1,2,48,48,bu5w8wprynlj9mvphvy8sd94f,0,89.8,15.5,2025-06-08T00:12:06.606Z,2025-06-08T01:54:29Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,5765817937,56,Center,5765817945,213,2.32,5765817939,140,81.8,5765817943,212,12.3,5765817941,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693075,439,12,2,48,50,daicfonrbj124lu2la2rctxck,1,16.2,69.7,2025-06-08T00:12:08.964Z,2025-06-08T00:12:12Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5765818003,56,Back,5765818005,140,24.9,5765818009,212,13.9,5765818011,213,0.85,5765818007,141,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693083,440,50,2,48,53,daicfonrbj124lu2la2rctxck,1,24.6,82.0,2025-06-08T00:12:11.277Z,2025-06-08T01:20:44Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5765818039,56,Back,5765818075,233,435,5765818041,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693073,435,7,2,48,53,bu5w8wprynlj9mvphvy8sd94f,1,75.4,18.0,2025-06-08T00:12:11.278Z,2025-06-08T01:20:43Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,5765817993,286,,5765818053,233,440,5765817991,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693079,436,1,2,48,53,bu5w8wprynlj9mvphvy8sd94f,1,75.9,23.1,2025-06-08T00:12:11.773Z,2025-06-08T00:12:13Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,5765818029,140,65.9,5765818027,56,Right,5765818031,141,19.5,5765818035,213,3.37,5765818033,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693087,437,1,2,48,54,bu5w8wprynlj9mvphvy8sd94f,0,65.9,19.5,2025-06-08T00:12:12.933Z,2025-06-08T00:12:13Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,5765818043,56,Center,5765818045,140,70.1,5765818051,213,0.79,5765818047,141,26.1,5765818049,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693093,441,8,2,48,56,daicfonrbj124lu2la2rctxck,1,28.8,71.7,2025-06-08T00:12:15.053Z,2025-06-08T00:12:15Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5765818117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693125,443,1,2,48,57,daicfonrbj124lu2la2rctxck,1,28.8,71.7,2025-06-08T00:12:15.652Z,2025-06-08T01:17:41Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5765818287,212,16.5,5765818289,213,2.31,5765818281,56,Back,5765818283,140,18.2,5765818285,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693129,444,1,2,49,0,daicfonrbj124lu2la2rctxck,1,18.2,89.6,2025-06-08T00:12:18.347Z,2025-06-08T00:12:19Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5765818313,56,Back,5765818315,140,10.5,5765818317,141,86.5,5765818321,213,3.40,5765818319,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693139,445,1,2,49,1,daicfonrbj124lu2la2rctxck,1,10.5,86.5,2025-06-08T00:12:19.254Z,2025-06-08T00:12:20Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5765818365,212,17.0,5765818363,141,61.7,5765818359,56,Back,5765818367,213,4.82,5765818361,140,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693201,446,1,2,49,1,daicfonrbj124lu2la2rctxck,1,12.3,61.7,2025-06-08T00:12:20.155Z,2025-06-08T00:12:28Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5765818739,213,4.92,5765818741,1,,5765818729,155,,5765818737,212,39.0,5765818731,56,Back,5765818735,141,5.6,5765818733,140,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693229,447,1,2,49,9,daicfonrbj124lu2la2rctxck,1,22.2,6.1,2025-06-08T00:12:28.083Z,2025-06-08T00:12:30Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5765818863,141,4.7,5765818865,212,18.5,5765818859,56,Back,5765818867,213,6.23,5765818861,140,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693239,438,45,2,49,12,bu5w8wprynlj9mvphvy8sd94f,0,56.2,95.6,2025-06-08T00:12:30.768Z,2025-06-08T01:20:56Z,cyignmjprj3whvban361mclm2,D. Mercado,,5765869699,285,,5765869749,233,448,5765869697,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693299,448,3,2,49,12,daicfonrbj124lu2la2rctxck,1,43.8,4.4,2025-06-08T00:12:30.768Z,2025-06-08T01:20:55Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5765869727,233,438,5765819257,56,Back,5765819259,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693283,439,83,2,49,19,bu5w8wprynlj9mvphvy8sd94f,0,34.4,81.1,2025-06-08T00:12:37.335Z,2025-06-08T00:12:46Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,5765819555,399,9txqixk3uycvort3ntzkva1g5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693325,449,1,2,49,21,daicfonrbj124lu2la2rctxck,1,72.2,10.6,2025-06-08T00:12:40.171Z,2025-06-08T00:12:42Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5765819409,56,Right,5765819417,212,15.4,5765819419,213,3.23,5765819411,140,57.6,5765819415,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693341,450,1,2,49,24,daicfonrbj124lu2la2rctxck,1,57.6,8.6,2025-06-08T00:12:42.667Z,2025-06-08T00:12:45Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5765819503,212,26.2,5765819499,141,43.0,5765819491,56,Back,5765819495,140,46.3,5765819507,213,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693351,451,1,2,49,26,daicfonrbj124lu2la2rctxck,1,46.3,43.0,2025-06-08T00:12:45.046Z,2025-06-08T00:12:46Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5765819581,141,43.6,5765819577,56,Center,5765819583,212,11.1,5765819585,213,0.04,5765819579,140,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693377,452,1,2,49,29,daicfonrbj124lu2la2rctxck,1,57.6,47.6,2025-06-08T00:12:47.244Z,2025-06-08T00:12:49Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5765819741,141,75.3,5765819743,212,18.9,5765819745,213,1.66,5765819739,140,56.0,5765819737,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693447,453,1,2,49,31,daicfonrbj124lu2la2rctxck,0,59.9,79.6,2025-06-08T00:12:49.554Z,2025-06-08T00:13:00Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5765820199,56,Left,5765820207,213,1.42,5765820201,140,61.4,5765820205,212,10.5,5765820203,141,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821695123,473,61,2,49,42,daicfonrbj124lu2la2rctxck,1,57.2,83.3,2025-06-08T00:13:00.972Z,2025-06-08T00:32:26Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5765829741,56,Left,5765874771,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821695179,468,61,2,49,43,bu5w8wprynlj9mvphvy8sd94f,1,13.4,27.9,2025-06-08T00:13:02.062Z,2025-06-08T00:35:16Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,5765830109,56,Back,5765830391,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693473,454,1,2,49,44,daicfonrbj124lu2la2rctxck,1,35.4,85.0,2025-06-08T00:13:02.330Z,2025-06-08T00:33:14Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5765820349,141,91.8,5765820353,212,7.6,5765820355,213,0.65,5765820343,56,Back,5765820345,140,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693483,455,1,2,49,46,daicfonrbj124lu2la2rctxck,1,41.2,91.8,2025-06-08T00:13:05.050Z,2025-06-08T01:17:36Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5765820405,213,4.54,5765820397,56,Back,5765820403,212,22.8,5765820399,140,37.5,5765820401,141,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693489,456,1,2,49,47,daicfonrbj124lu2la2rctxck,1,37.5,58.8,2025-06-08T00:13:05.580Z,2025-06-08T01:17:38Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5765820461,141,61.4,5765820465,213,0.09,5765820463,212,20.7,5765820459,140,57.1,5765820457,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821695821,474,1,2,49,48,daicfonrbj124lu2la2rctxck,0,59.8,43.7,2025-06-08T00:13:07.192Z,2025-06-08T00:17:25Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5765833487,140,66.2,5765833493,213,0.29,5765833485,56,Center,5765833483,168,,5765833491,212,7.0,5765833489,141,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693471,440,61,2,49,50,bu5w8wprynlj9mvphvy8sd94f,1,32.9,45.1,2025-06-08T00:13:08.815Z,2025-06-08T00:34:31Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,5765820337,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693515,441,45,2,49,51,bu5w8wprynlj9mvphvy8sd94f,0,63.4,59.4,2025-06-08T00:13:09.319Z,2025-06-08T00:13:17Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,5765820657,285,,5765820747,233,457,5765820653,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693523,457,3,2,49,51,daicfonrbj124lu2la2rctxck,1,36.6,40.6,2025-06-08T00:13:09.319Z,2025-06-08T01:17:35Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5765820753,233,441,5765820691,56,Back,5765820757,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693599,458,1,2,49,52,daicfonrbj124lu2la2rctxck,0,32.7,41.0,2025-06-08T00:13:11.019Z,2025-06-08T00:13:16Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5765821091,141,35.8,5765821093,212,22.7,5765821095,213,6.13,5765821089,140,54.1,5765821087,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693549,442,8,2,49,54,bu5w8wprynlj9mvphvy8sd94f,1,41.0,59.7,2025-06-08T00:13:12.261Z,2025-06-08T00:13:12Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,5765820815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821693639,444,1,2,49,56,bu5w8wprynlj9mvphvy8sd94f,1,51.9,52.7,2025-06-08T00:13:14.415Z,2025-06-08T00:13:20Z,cyignmjprj3whvban361mclm2,D. Mercado,,5765821343,212,29.6,5765821345,213,0.71,5765821339,140,73.3,5765821341,141,81.1,5765821337,56,Left,5765821335,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
