id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2816249859,396,1,2,48,17,7c9knuwazz9k9449u5rnuuy5m,1,29.3,10.0,2025-05-18T03:17:32.429Z,2025-05-18T03:17:34Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5735467083,141,41.2,5735467087,213,1.82,5735467081,140,24.1,5735467079,56,Back,5735467085,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816249879,397,1,2,48,19,7c9knuwazz9k9449u5rnuuy5m,1,25.5,40.1,2025-05-18T03:17:34.757Z,2025-05-18T03:17:36Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5735467187,141,80.3,5735467183,56,Back,5735467185,140,29.9,5735467189,212,27.7,5735467191,213,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816249895,398,1,2,48,21,7c9knuwazz9k9449u5rnuuy5m,1,32.4,86.9,2025-05-18T03:17:36.669Z,2025-05-18T03:17:39Z,8p3y7tm4lzwp39tojonnohaay,N. Jones,,,5735467287,140,32.2,5735467285,56,Back,5735467293,213,4.70,5735467289,141,62.6,5735467291,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816249917,399,1,2,48,24,7c9knuwazz9k9449u5rnuuy5m,1,34.9,62.9,2025-05-18T03:17:39.733Z,2025-05-18T03:17:42Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5735467379,56,Left,5735467389,1,,5735467383,141,86.0,5735467381,140,65.0,5735467387,213,0.46,5735467385,212,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816249979,400,1,2,48,27,7c9knuwazz9k9449u5rnuuy5m,1,65.6,88.6,2025-05-18T03:17:42.549Z,2025-05-18T03:17:48Z,65jctzcct9irz3wre08c2v2wa,E. Azcona,,,5735467677,212,21.5,5735467673,140,83.6,5735467671,56,Center,5735467679,213,5.79,5735467675,141,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816249999,401,1,2,48,33,7c9knuwazz9k9449u5rnuuy5m,1,88.4,79.1,2025-05-18T03:17:48.293Z,2025-05-18T04:46:01Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,,5735467749,213,3.05,5735467745,141,80.8,5735467747,212,13.3,5735467741,56,Left,5735467743,140,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250017,402,1,2,48,35,7c9knuwazz9k9449u5rnuuy5m,1,76.1,82.0,2025-05-18T03:17:50.822Z,2025-05-18T04:46:01Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,1.0,,5735467873,212,35.3,5735467877,1,,5735467871,141,39.4,5735467869,140,95.3,5735569729,154,,5735467875,213,5.32,5735569727,210,14,5735467865,155,,5735467867,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250023,403,14,2,48,38,7c9knuwazz9k9449u5rnuuy5m,1,95.3,39.4,2025-05-18T03:17:54.045Z,2025-05-18T04:46:02Z,8hamv2lpjznz8mettx8dc5tsk,N. Pickering,,,5735567291,328,,5735567289,15,,5735467887,22,,5735469061,29,,5735469073,103,13.9,5735469071,102,44.7,5735467891,56,Center,5735467889,60,,5735469059,75,,5735469065,154,,5735469067,55,5735469077,231,47.3,5735469075,230,99.1,,,,,,,,,,402,,,,,,,
2816250031,495,83,2,48,40,7neuneh44n9rtsfsh6r0sb9no,1,7.4,62.7,2025-05-18T03:17:55.354Z,2025-05-18T03:23:28Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5735478991,399,8hamv2lpjznz8mettx8dc5tsk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250067,404,3,2,48,41,7c9knuwazz9k9449u5rnuuy5m,1,94.7,36.2,2025-05-18T03:17:56.786Z,2025-05-18T04:13:23Z,8hamv2lpjznz8mettx8dc5tsk,N. Pickering,,,5735468111,286,,5735468109,56,Center,5735468129,233,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250037,496,45,2,48,41,7neuneh44n9rtsfsh6r0sb9no,0,5.3,63.8,2025-05-18T03:17:56.786Z,2025-05-18T04:13:23Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5735467957,56,Back,5735467959,285,,5735468145,233,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250069,405,15,2,48,43,7c9knuwazz9k9449u5rnuuy5m,1,98.2,35.2,2025-05-18T03:17:58.270Z,2025-05-18T04:43:17Z,8hamv2lpjznz8mettx8dc5tsk,N. Pickering,,,5735468545,147,45.3,5735468113,22,,5735468525,80,,5735468557,233,497,5735468117,56,Center,5735567697,458,,5735468543,146,99.8,5735468541,103,12.7,5735468115,62,,5735468539,102,47.0,5735468453,72,,,,,,,,,,,,,,,,,,,,,,,
2816250065,497,10,2,48,43,7neuneh44n9rtsfsh6r0sb9no,1,0.5,53.9,2025-05-18T03:17:58.370Z,2025-05-18T03:19:06Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5735468095,173,,5735468097,178,,5735468433,21,,5735468589,233,405,5735468101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250081,406,6,2,48,46,7c9knuwazz9k9449u5rnuuy5m,1,97.7,43.0,2025-05-18T03:18:01.322Z,2025-05-18T04:12:59Z,8hamv2lpjznz8mettx8dc5tsk,N. Pickering,,,5735468207,233,498,5735468201,75,,5735468199,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250071,498,6,2,48,46,7neuneh44n9rtsfsh6r0sb9no,0,2.3,57.0,2025-05-18T03:18:01.322Z,2025-05-18T03:18:09Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5735468221,233,406,5735468173,73,,5735468171,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250409,407,1,2,49,36,7c9knuwazz9k9449u5rnuuy5m,0,99.5,0.5,2025-05-18T03:18:51.767Z,2025-05-18T03:18:53Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5735470059,1,,5735470045,155,,5735470041,2,,5735470047,223,,5735470043,6,,5735470049,56,Center,5735470055,212,36.4,5735470051,140,95.4,5735470057,213,1.69,5735470053,141,53.7,,,,,,,,,,,,,,,,,,,,,,,,,
2816250447,499,12,2,49,39,7neuneh44n9rtsfsh6r0sb9no,1,13.8,43.1,2025-05-18T03:18:54.618Z,2025-05-18T03:24:57Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5735470279,140,19.5,5735481251,15,,5735470283,212,6.0,5735470281,141,42.1,5735470285,213,6.17,5735470277,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250431,408,61,2,49,41,7c9knuwazz9k9449u5rnuuy5m,1,77.3,41.3,2025-05-18T03:18:56.926Z,2025-05-18T03:22:04Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5735470195,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250461,500,12,2,49,45,7neuneh44n9rtsfsh6r0sb9no,1,26.6,57.2,2025-05-18T03:19:00.466Z,2025-05-18T03:24:58Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5735470343,140,56.1,5735470347,212,32.0,5735470341,56,Center,5735470345,141,69.0,5735470349,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250489,409,1,2,49,50,7c9knuwazz9k9449u5rnuuy5m,1,17.5,12.1,2025-05-18T03:19:05.142Z,2025-05-18T03:19:17Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5735470507,212,21.3,5735470503,140,36.8,5735470501,56,Back,5735470505,141,2.3,5735470509,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250491,410,43,2,49,51,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-05-18T03:19:06.409Z,2025-05-18T03:19:13Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5735470643,144,5,5735470511,56,Back,5735470513,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250509,411,1,2,49,54,7c9knuwazz9k9449u5rnuuy5m,0,38.5,3.8,2025-05-18T03:19:09.119Z,2025-05-18T03:19:11Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5735470557,155,,5735470569,1,,5735470563,141,30.7,5735470567,213,0.32,5735470561,140,91.5,5735470565,212,58.6,5735470559,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250561,502,1,2,50,3,7neuneh44n9rtsfsh6r0sb9no,1,11.9,53.6,2025-05-18T03:19:18.338Z,2025-05-18T03:25:30Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5735470875,212,30.1,5735470879,213,5.15,5735470865,123,,5735470889,287,,5735470873,141,13.5,5735470871,140,24.1,5735470869,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250615,503,1,2,50,9,7neuneh44n9rtsfsh6r0sb9no,1,27.9,15.2,2025-05-18T03:19:24.106Z,2025-05-18T03:19:28Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5735471155,141,12.6,5735471159,213,6.23,5735471163,1,,5735471151,56,Right,5735471157,212,34.6,5735471153,140,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250637,504,1,2,50,13,7neuneh44n9rtsfsh6r0sb9no,1,63.5,11.4,2025-05-18T03:19:28.369Z,2025-05-18T03:19:33Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5735471295,56,Back,5735471297,140,40.1,5735471301,212,24.6,5735471303,213,3.12,5735471299,141,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250691,505,1,2,50,17,7neuneh44n9rtsfsh6r0sb9no,1,56.4,17.7,2025-05-18T03:19:33.033Z,2025-05-18T03:19:40Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5735471543,1,,5735471541,213,1.31,5735471535,140,65.7,5735471537,141,71.5,5735471531,155,,5735471533,56,Center,5735471539,212,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250701,506,1,2,50,24,7neuneh44n9rtsfsh6r0sb9no,1,69.1,81.4,2025-05-18T03:19:39.905Z,2025-05-18T03:19:42Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5735471599,56,Center,5735471603,141,63.7,5735471607,213,4.78,5735471601,140,69.9,5735471605,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250715,507,1,2,50,27,7neuneh44n9rtsfsh6r0sb9no,1,70.3,70.0,2025-05-18T03:19:42.235Z,2025-05-18T03:19:44Z,2p1887g4xd36ac2trpyf42wru,L. Jamieson,,,5735471677,212,11.2,5735471673,140,65.5,5735471671,56,Left,5735471675,141,84.7,5735471679,213,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250727,508,1,2,50,29,7neuneh44n9rtsfsh6r0sb9no,1,65.4,84.5,2025-05-18T03:19:44.617Z,2025-05-18T03:19:47Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5735471715,140,73.7,5735471717,141,86.0,5735471713,56,Left,5735471719,212,8.8,5735471721,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250731,509,1,2,50,31,7neuneh44n9rtsfsh6r0sb9no,1,74.1,85.1,2025-05-18T03:19:47.026Z,2025-05-18T03:19:48Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5735471739,212,5.2,5735471741,213,4.59,5735471735,140,73.5,5735471737,141,77.5,5735471733,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250749,510,1,2,50,32,7neuneh44n9rtsfsh6r0sb9no,1,73.5,77.0,2025-05-18T03:19:47.753Z,2025-05-18T03:19:50Z,2p1887g4xd36ac2trpyf42wru,L. Jamieson,,,5735471815,140,70.5,5735471813,56,Left,5735471817,141,85.3,5735471821,213,2.08,5735471819,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250767,511,1,2,50,34,7neuneh44n9rtsfsh6r0sb9no,1,70.4,85.1,2025-05-18T03:19:49.857Z,2025-05-18T03:19:52Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5735471927,140,42.2,5735471925,56,Back,5735471931,212,29.7,5735471933,213,3.21,5735471929,141,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250779,512,1,2,50,37,7neuneh44n9rtsfsh6r0sb9no,1,42.4,81.8,2025-05-18T03:19:52.345Z,2025-05-18T03:19:54Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5735471985,141,60.8,5735471987,212,14.5,5735471983,140,40.2,5735471981,56,Back,5735471989,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250789,513,1,2,50,39,7neuneh44n9rtsfsh6r0sb9no,1,38.6,55.1,2025-05-18T03:19:54.329Z,2025-05-18T03:19:56Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5735472049,213,5.01,5735472037,56,Back,5735472047,212,19.8,5735472043,141,27.3,5735472039,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250835,514,1,2,50,40,7neuneh44n9rtsfsh6r0sb9no,1,58.7,24.4,2025-05-18T03:19:55.898Z,2025-05-18T03:20:00Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5735472243,140,37.7,5735472247,212,22.6,5735472241,56,Back,5735472245,141,31.9,5735472249,213,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250845,515,1,2,50,45,7neuneh44n9rtsfsh6r0sb9no,1,36.2,31.6,2025-05-18T03:20:00.113Z,2025-05-18T03:20:02Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5735472299,212,22.3,5735472297,141,62.1,5735472301,213,1.19,5735472293,56,Back,5735472295,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250877,516,1,2,50,46,7neuneh44n9rtsfsh6r0sb9no,1,45.3,63.6,2025-05-18T03:20:01.881Z,2025-05-18T03:20:06Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5735472437,140,38.6,5735472439,141,74.1,5735472435,56,Back,5735472441,212,10.0,5735472443,213,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250901,517,1,2,50,51,7neuneh44n9rtsfsh6r0sb9no,1,29.2,78.8,2025-05-18T03:20:06.769Z,2025-05-18T03:20:09Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5735472573,141,53.3,5735472577,213,3.87,5735472569,56,Back,5735472571,140,10.6,5735472575,212,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250933,518,1,2,50,54,7neuneh44n9rtsfsh6r0sb9no,1,12.1,50.7,2025-05-18T03:20:09.321Z,2025-05-18T03:20:15Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5735472717,141,17.9,5735472713,56,Back,5735472715,140,29.0,5735472719,212,28.5,5735472721,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250955,519,1,2,50,59,7neuneh44n9rtsfsh6r0sb9no,1,30.3,15.8,2025-05-18T03:20:14.801Z,2025-05-18T03:20:18Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5735472859,56,Center,5735472865,212,43.3,5735472867,213,0.38,5735472861,140,68.6,5735472863,141,39.4,5735472869,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250991,520,1,2,51,2,7neuneh44n9rtsfsh6r0sb9no,1,70.6,39.4,2025-05-18T03:20:17.833Z,2025-05-18T03:20:22Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5735473085,141,33.6,5735473081,56,Center,5735473087,212,5.2,5735473083,140,67.3,5735473089,213,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816250981,412,83,2,51,6,7c9knuwazz9k9449u5rnuuy5m,0,36.1,68.8,2025-05-18T03:20:21.447Z,2025-05-18T03:20:23Z,8p3y7tm4lzwp39tojonnohaay,N. Jones,,,5735473163,399,2p1887g4xd36ac2trpyf42wru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251001,521,3,2,51,7,7neuneh44n9rtsfsh6r0sb9no,0,64.2,33.4,2025-05-18T03:20:22.313Z,2025-05-18T04:13:14Z,2p1887g4xd36ac2trpyf42wru,L. Jamieson,,,5735473119,56,Center,5735473121,286,,5735473227,233,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251011,413,7,2,51,7,7c9knuwazz9k9449u5rnuuy5m,1,35.8,66.6,2025-05-18T03:20:22.314Z,2025-05-18T04:13:14Z,65jctzcct9irz3wre08c2v2wa,E. Azcona,,,5735473185,285,,5735473211,233,521,5735473183,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251029,414,1,2,51,9,7c9knuwazz9k9449u5rnuuy5m,1,33.6,71.5,2025-05-18T03:20:24.247Z,2025-05-18T03:20:27Z,8p3y7tm4lzwp39tojonnohaay,N. Jones,,,5735473269,213,5.36,5735473267,212,9.1,5735473263,140,38.8,5735473261,56,Back,5735473265,141,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251035,415,50,2,51,11,7c9knuwazz9k9449u5rnuuy5m,1,41.7,53.2,2025-05-18T03:20:26.760Z,2025-05-18T04:13:15Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5735473285,286,,5735473349,233,522,5735473283,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251047,522,7,2,51,11,7neuneh44n9rtsfsh6r0sb9no,1,58.3,46.8,2025-05-18T03:20:26.761Z,2025-05-18T04:13:15Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5735473325,285,,5735473341,233,415,5735473323,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251131,524,1,2,51,20,7neuneh44n9rtsfsh6r0sb9no,1,71.2,79.1,2025-05-18T03:20:35.433Z,2025-05-18T03:20:38Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5735473773,213,1.76,5735473769,141,87.1,5735473771,212,5.5,5735473765,56,Left,5735473767,140,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251145,525,1,2,51,22,7neuneh44n9rtsfsh6r0sb9no,1,70.2,86.2,2025-05-18T03:20:38.009Z,2025-05-18T03:20:39Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5735473829,212,7.2,5735473831,213,4.51,5735473825,140,68.8,5735473827,141,75.9,5735473823,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251149,526,61,2,51,23,7neuneh44n9rtsfsh6r0sb9no,0,68.8,75.9,2025-05-18T03:20:39.057Z,2025-05-18T03:20:39Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5735473851,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251163,417,61,2,51,27,7c9knuwazz9k9449u5rnuuy5m,1,36.0,19.5,2025-05-18T03:20:42.759Z,2025-05-18T03:23:52Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5735473935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251191,419,1,2,51,29,7c9knuwazz9k9449u5rnuuy5m,1,28.1,42.4,2025-05-18T03:20:44.615Z,2025-05-18T03:24:27Z,65jctzcct9irz3wre08c2v2wa,E. Azcona,,,5735474049,212,6.0,5735474051,213,5.84,5735474045,140,33.3,5735474043,56,Back,5735474047,141,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251193,420,1,2,51,30,7c9knuwazz9k9449u5rnuuy5m,1,33.3,38.6,2025-05-18T03:20:45.607Z,2025-05-18T03:24:11Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5735474067,56,Back,5735474075,213,1.89,5735474069,140,28.0,5735474071,141,63.1,5735474073,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251207,421,1,2,51,31,7c9knuwazz9k9449u5rnuuy5m,1,28.0,63.1,2025-05-18T03:20:46.415Z,2025-05-18T03:20:48Z,65jctzcct9irz3wre08c2v2wa,E. Azcona,,,5735474117,213,1.84,5735474113,141,81.2,5735474109,56,Back,5735474111,140,24.8,5735474115,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251227,422,1,2,51,32,7c9knuwazz9k9449u5rnuuy5m,1,26.3,84.8,2025-05-18T03:20:47.775Z,2025-05-18T03:20:50Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5735474167,56,Back,5735474175,213,4.53,5735474171,141,51.3,5735474169,140,22.4,5735474173,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251251,423,1,2,51,35,7c9knuwazz9k9449u5rnuuy5m,1,24.2,56.9,2025-05-18T03:20:50.559Z,2025-05-18T03:20:55Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5735474299,140,42.9,5735474307,1,,5735474297,56,Back,5735474303,212,41.7,5735474301,141,2.8,5735474295,155,,5735474305,213,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251257,424,1,2,51,40,7c9knuwazz9k9449u5rnuuy5m,1,40.0,4.3,2025-05-18T03:20:55.103Z,2025-05-18T03:20:56Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5735474337,141,10.9,5735474333,56,Back,5735474341,213,2.84,5735474335,140,26.4,5735474339,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251263,425,1,2,51,41,7c9knuwazz9k9449u5rnuuy5m,0,25.7,10.9,2025-05-18T03:20:56.351Z,2025-05-18T03:20:57Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5735474357,140,32.9,5735474363,213,6.08,5735474361,212,7.7,5735474359,141,8.6,5735474355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251277,527,61,2,51,44,7neuneh44n9rtsfsh6r0sb9no,1,75.3,90.8,2025-05-18T03:20:59.466Z,2025-05-18T03:20:59Z,2p1887g4xd36ac2trpyf42wru,L. Jamieson,,,5735474403,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251313,426,1,2,51,46,7c9knuwazz9k9449u5rnuuy5m,1,9.0,4.1,2025-05-18T03:21:01.943Z,2025-05-18T03:21:04Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5735474553,213,0.38,5735474551,212,19.4,5735474549,141,14.6,5735474547,140,26.2,5735474545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251331,427,1,2,51,49,7c9knuwazz9k9449u5rnuuy5m,1,13.9,15.6,2025-05-18T03:21:04.663Z,2025-05-18T03:21:08Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5735474653,213,1.25,5735474651,212,21.9,5735474649,141,46.1,5735474647,140,20.5,5735474645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251393,428,1,2,51,52,7c9knuwazz9k9449u5rnuuy5m,1,23.6,36.6,2025-05-18T03:21:07.768Z,2025-05-18T03:21:15Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5735474973,213,5.53,5735474971,212,32.4,5735474969,141,4.0,5735474975,1,,5735474965,56,Back,5735474967,140,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251415,429,1,2,52,0,7c9knuwazz9k9449u5rnuuy5m,0,61.7,13.4,2025-05-18T03:21:15.167Z,2025-05-18T03:21:17Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5735475039,140,100.0,5735475047,1,,5735475043,212,42.4,5735475041,141,23.9,5735475045,213,0.17,5735475037,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251491,430,5,2,52,2,7c9knuwazz9k9449u5rnuuy5m,0,101.3,26.8,2025-05-18T03:21:17.513Z,2025-05-18T04:13:35Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5735475573,233,528,5735475357,56,Center,5735475359,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251527,528,5,2,52,2,7neuneh44n9rtsfsh6r0sb9no,1,-1.3,73.2,2025-05-18T03:21:17.513Z,2025-05-18T04:13:35Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5735475537,346,,5735475553,233,430,5735475535,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816251643,529,1,2,52,16,7neuneh44n9rtsfsh6r0sb9no,1,3.9,48.5,2025-05-18T03:21:31.233Z,2025-05-18T03:21:44Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5735476079,56,Back,5735476091,237,,5735476081,140,9.8,5735476087,213,0.88,5735476083,141,59.6,5735476075,124,,5735476085,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
