id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2816955663,255,5,1,41,46,aj8ytsr2ap33tod0hd8ofzaw9,0,79.0,101.0,2025-05-18T23:48:19.810Z,2025-05-19T01:17:12Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5739262997,347,,5739262995,56,Left,5739263131,233,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816955687,354,5,1,41,46,ck22dnk93ng8ax7wonlff7yms,1,21.0,-1.0,2025-05-18T23:48:19.810Z,2025-05-19T01:17:11Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5739263097,56,Back,5739263099,347,,5739263127,233,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816955871,355,1,1,42,1,ck22dnk93ng8ax7wonlff7yms,0,21.7,0.0,2025-05-18T23:48:34.618Z,2025-05-18T23:48:35Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5739263955,141,6.4,5739263949,107,,5739263957,212,20.8,5739263951,56,Back,5739263959,213,0.24,5739263953,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816955877,256,8,1,42,3,aj8ytsr2ap33tod0hd8ofzaw9,1,59.4,86.3,2025-05-18T23:48:36.337Z,2025-05-18T23:48:36Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5739263981,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816955943,356,4,1,42,9,ck22dnk93ng8ax7wonlff7yms,1,39.6,20.8,2025-05-18T23:48:42.640Z,2025-05-19T00:00:49Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,,5739292389,241,,5739264339,233,257,5739292387,12,,5739264307,286,,5739264301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816955939,257,4,1,42,9,aj8ytsr2ap33tod0hd8ofzaw9,0,60.4,79.2,2025-05-18T23:48:42.641Z,2025-05-18T23:55:20Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5739270675,241,,5739264283,285,,5739264277,56,Left,5739270673,12,,5739264449,233,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816956035,357,1,1,42,14,ck22dnk93ng8ax7wonlff7yms,1,36.2,8.3,2025-05-18T23:48:47.730Z,2025-05-18T23:48:54Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5739264775,140,25.4,5739264777,141,25.2,5739264781,213,2.35,5739264771,152,,5739264769,5,,5739264773,56,Back,5739264779,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816956041,358,1,1,42,19,ck22dnk93ng8ax7wonlff7yms,1,30.5,25.8,2025-05-18T23:48:52.570Z,2025-05-18T23:48:54Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5739264805,140,25.7,5739264811,213,1.97,5739264807,141,43.3,5739264809,212,12.9,5739264803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816956051,359,1,1,42,20,ck22dnk93ng8ax7wonlff7yms,1,25.7,43.3,2025-05-18T23:48:53.498Z,2025-05-18T23:48:55Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5739264875,140,23.8,5739264877,141,67.9,5739264881,213,1.69,5739264873,56,Back,5739264879,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816956101,360,1,1,42,22,ck22dnk93ng8ax7wonlff7yms,1,23.8,67.9,2025-05-18T23:48:55.250Z,2025-05-18T23:49:00Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5739265145,212,22.7,5739265147,213,0.94,5739265141,140,36.5,5739265143,141,95.0,5739265139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816956131,361,1,1,42,27,ck22dnk93ng8ax7wonlff7yms,1,38.7,88.6,2025-05-18T23:49:00.026Z,2025-05-18T23:49:02Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5739265333,212,14.7,5739265327,56,Back,5739265335,213,3.94,5739265329,140,28.9,5739265331,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816956167,362,1,1,42,29,ck22dnk93ng8ax7wonlff7yms,1,28.9,73.2,2025-05-18T23:49:02.130Z,2025-05-18T23:49:06Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5739265517,213,4.65,5739265511,140,27.5,5739265513,141,38.5,5739265509,56,Back,5739265515,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816956189,363,1,1,42,33,ck22dnk93ng8ax7wonlff7yms,1,27.5,38.5,2025-05-18T23:49:06.354Z,2025-05-18T23:49:08Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5739265605,212,15.6,5739265599,56,Back,5739265603,141,18.2,5739265607,213,5.20,5739265601,140,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816956209,364,1,1,42,35,ck22dnk93ng8ax7wonlff7yms,1,34.4,18.2,2025-05-18T23:49:08.162Z,2025-05-18T23:49:09Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5739265709,212,26.1,5739265703,56,Back,5739265705,140,27.7,5739265711,213,1.84,5739265707,141,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816956307,365,1,1,42,36,ck22dnk93ng8ax7wonlff7yms,1,27.7,55.1,2025-05-18T23:49:09.674Z,2025-05-18T23:49:19Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5739266171,141,53.0,5739266169,140,12.2,5739266175,213,3.23,5739266167,56,Back,5739266173,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816956341,366,1,1,42,46,ck22dnk93ng8ax7wonlff7yms,1,12.2,53.1,2025-05-18T23:49:18.987Z,2025-05-18T23:49:21Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5739266293,213,5.50,5739266291,212,17.6,5739266285,56,Back,5739266287,140,24.0,5739266289,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816956379,367,1,1,42,48,ck22dnk93ng8ax7wonlff7yms,1,24.0,34.8,2025-05-18T23:49:21.698Z,2025-05-18T23:49:25Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5739266473,212,17.3,5739266467,56,Back,5739266475,213,5.11,5739266471,141,11.4,5739266469,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816956441,368,1,1,42,52,ck22dnk93ng8ax7wonlff7yms,0,30.4,11.4,2025-05-18T23:49:25.291Z,2025-05-18T23:49:31Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5739266759,212,49.6,5739266753,56,Center,5739266763,1,,5739266761,213,0.43,5739266757,141,41.9,5739266751,155,,5739266755,140,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816956459,258,59,1,42,58,aj8ytsr2ap33tod0hd8ofzaw9,1,21.8,61.2,2025-05-18T23:49:30.937Z,2025-05-18T23:49:32Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5739266833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816956473,259,1,1,42,59,aj8ytsr2ap33tod0hd8ofzaw9,0,21.8,61.2,2025-05-18T23:49:31.914Z,2025-05-18T23:49:34Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5739266913,1,,5739266909,212,62.0,5739266903,56,Left,5739266905,140,75.0,5739266911,213,0.45,5739266907,141,100.0,5739266901,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816956481,260,5,1,43,0,aj8ytsr2ap33tod0hd8ofzaw9,0,72.2,101.1,2025-05-18T23:49:33.795Z,2025-05-19T01:17:12Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5739266935,56,Left,5739267299,233,369,5739266937,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816956543,369,5,1,43,0,ck22dnk93ng8ax7wonlff7yms,1,27.8,-1.1,2025-05-18T23:49:33.795Z,2025-05-19T01:17:12Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5739267229,347,,5739267227,56,Back,5739267239,233,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816956571,370,1,1,43,6,ck22dnk93ng8ax7wonlff7yms,1,31.7,0.0,2025-05-18T23:49:39.364Z,2025-05-18T23:49:42Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5739267381,213,0.69,5739267371,107,,5739267377,141,25.5,5739267375,140,53.1,5739267379,212,29.1,5739267373,56,Center,5739267383,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816956605,371,1,1,43,9,ck22dnk93ng8ax7wonlff7yms,1,46.4,27.9,2025-05-18T23:49:42.315Z,2025-05-18T23:49:45Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5739267545,56,Back,5739267553,213,2.22,5739267547,140,34.8,5739267551,212,20.1,5739267549,141,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816956685,372,1,1,43,12,ck22dnk93ng8ax7wonlff7yms,1,34.8,51.5,2025-05-18T23:49:45.147Z,2025-05-18T23:49:53Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5739267943,1,,5739267933,56,Left,5739267939,212,38.1,5739267935,140,59.2,5739267941,213,0.83,5739267937,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816956691,373,4,1,43,19,ck22dnk93ng8ax7wonlff7yms,1,73.4,83.9,2025-05-18T23:49:52.815Z,2025-05-19T00:00:44Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5739267977,13,,5739267981,152,,5739267985,286,,5739267979,56,Left,5739268203,233,261,5739292177,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816956699,261,4,1,43,19,aj8ytsr2ap33tod0hd8ofzaw9,0,26.6,16.1,2025-05-18T23:49:52.816Z,2025-05-19T00:00:45Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5739268177,13,,5739268183,152,,5739268181,56,Back,5739268179,294,,5739268213,233,373,5739268185,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816957111,374,1,1,44,3,ck22dnk93ng8ax7wonlff7yms,1,76.5,90.9,2025-05-18T23:50:36.028Z,2025-05-18T23:50:44Z,441plehxckmdj5gb2mr6y8ne2,E. Goldthorp,,,5739270025,141,33.9,5739270017,155,,5739270015,5,,5739270027,212,40.9,5739270021,56,Center,5739270019,152,,5739270013,2,,5739270031,1,,5739270029,213,5.03,5739270023,140,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816957113,375,44,1,44,6,ck22dnk93ng8ax7wonlff7yms,1,93.0,31.9,2025-05-18T23:50:39.665Z,2025-05-19T00:04:43Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5739270035,56,Center,5739270039,233,262,5739270037,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816957069,262,44,1,44,6,aj8ytsr2ap33tod0hd8ofzaw9,0,7.0,68.1,2025-05-18T23:50:39.666Z,2025-05-19T00:04:44Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5739269857,285,,5739269855,56,Back,5739270061,233,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816957129,376,1,1,44,7,ck22dnk93ng8ax7wonlff7yms,1,92.9,32.4,2025-05-18T23:50:40.545Z,2025-05-19T00:00:44Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5739270163,212,14.4,5739270147,3,,5739270159,141,53.0,5739270167,213,1.35,5739270151,56,Center,5739270155,140,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816957121,263,4,1,44,13,aj8ytsr2ap33tod0hd8ofzaw9,1,4.1,49.0,2025-05-18T23:50:46.258Z,2025-05-18T23:50:53Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5739270255,56,Back,5739270257,152,,5739270251,13,,5739270285,233,377,5739270253,294,,5739270259,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816957139,377,4,1,44,13,ck22dnk93ng8ax7wonlff7yms,0,95.9,51.0,2025-05-18T23:50:46.259Z,2025-05-19T00:00:38Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5739270347,233,263,5739291837,294,,5739270209,13,,5739270217,286,,5739270213,152,,5739270211,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816957577,264,1,1,44,51,aj8ytsr2ap33tod0hd8ofzaw9,1,12.9,49.4,2025-05-18T23:51:23.914Z,2025-05-18T23:51:30Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5739272119,56,Center,5739272113,5,,5739272129,1,,5739272123,141,60.2,5739272125,212,66.0,5739272117,152,,5739272115,157,,5739272121,140,75.4,5739272127,213,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816957585,265,1,1,44,57,aj8ytsr2ap33tod0hd8ofzaw9,0,75.4,60.2,2025-05-18T23:51:30.058Z,2025-05-18T23:51:31Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5739272173,141,63.7,5739272167,168,,5739272165,3,,5739272187,189,,5739272177,213,0.29,5739272171,140,82.9,5739272169,56,Center,5739272175,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816957605,378,1,1,44,58,ck22dnk93ng8ax7wonlff7yms,0,22.2,39.7,2025-05-18T23:51:30.884Z,2025-05-18T23:51:32Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5739272263,212,41.6,5739272259,140,58.0,5739272257,56,Right,5739272267,1,,5739272261,141,13.5,5739272255,157,,5739272265,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816959415,409,70,1,44,59,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-05-18T23:51:31.829Z,2025-05-18T23:54:57Z,,,,,5739280773,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816957627,379,3,1,45,1,ck22dnk93ng8ax7wonlff7yms,0,49.6,20.3,2025-05-18T23:51:33.844Z,2025-05-19T00:04:32Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5739272345,56,Back,5739272347,286,,5739272475,233,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816957653,267,7,1,45,1,aj8ytsr2ap33tod0hd8ofzaw9,1,50.4,79.7,2025-05-18T23:51:33.845Z,2025-05-19T00:04:31Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5739272465,285,,5739272463,56,Left,5739272469,233,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816957635,266,61,1,45,1,aj8ytsr2ap33tod0hd8ofzaw9,0,39.3,85.7,2025-05-18T23:51:34.690Z,2025-05-18T23:51:34Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5739272375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816957671,268,1,1,45,4,aj8ytsr2ap33tod0hd8ofzaw9,1,63.6,79.7,2025-05-18T23:51:36.920Z,2025-05-18T23:51:39Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5739272525,56,Left,5739272527,140,68.7,5739272529,141,82.7,5739272531,212,5.7,5739272533,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816957719,269,1,1,45,6,aj8ytsr2ap33tod0hd8ofzaw9,1,68.7,82.7,2025-05-18T23:51:39.042Z,2025-05-18T23:51:44Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5739272759,140,74.1,5739272763,212,7.3,5739272757,56,Left,5739272761,141,89.4,5739272765,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816957737,270,1,1,45,11,aj8ytsr2ap33tod0hd8ofzaw9,0,65.3,90.9,2025-05-18T23:51:44.545Z,2025-05-18T23:51:45Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5739272819,2,,5739272825,140,78.5,5739272821,155,,5739272827,141,71.7,5739272823,56,Center,5739272831,213,5.53,5739272829,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816957731,380,61,1,45,12,ck22dnk93ng8ax7wonlff7yms,1,23.8,40.7,2025-05-18T23:51:45.278Z,2025-05-18T23:51:45Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5739272809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816957749,271,6,1,45,14,aj8ytsr2ap33tod0hd8ofzaw9,1,92.2,69.3,2025-05-18T23:51:46.858Z,2025-05-19T00:04:26Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5739272911,73,,5739272945,233,381,5739272909,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816957755,381,6,1,45,14,ck22dnk93ng8ax7wonlff7yms,0,7.8,30.7,2025-05-18T23:51:46.858Z,2025-05-19T00:04:26Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5739272953,233,271,5739272923,73,,5739272921,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816958061,272,1,1,45,47,aj8ytsr2ap33tod0hd8ofzaw9,0,99.5,99.5,2025-05-18T23:52:20.594Z,2025-05-18T23:52:22Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5739274369,56,Center,5739274381,213,4.45,5739274377,141,62.3,5739274363,6,,5739274365,155,,5739274379,212,26.2,5739274361,2,,5739274373,140,93.0,5739274367,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816958073,382,12,1,45,50,ck22dnk93ng8ax7wonlff7yms,1,5.5,42.5,2025-05-18T23:52:23.494Z,2025-05-18T23:52:31Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,,5739274429,15,,5739274427,213,5.50,5739274423,141,4.1,5739274421,140,30.3,5739274419,56,Back,5739274425,212,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816958105,273,1,1,45,56,aj8ytsr2ap33tod0hd8ofzaw9,0,53.0,97.1,2025-05-18T23:52:28.930Z,2025-05-18T23:52:29Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5739274591,213,0.20,5739274589,212,16.5,5739274583,56,Left,5739274585,140,68.4,5739274593,1,,5739274587,141,100.0,5739274581,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816958113,274,5,1,45,56,aj8ytsr2ap33tod0hd8ofzaw9,0,70.2,101.8,2025-05-18T23:52:29.779Z,2025-05-19T01:17:13Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5739274625,347,,5739275593,233,383,5739274623,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816958299,383,5,1,45,56,ck22dnk93ng8ax7wonlff7yms,1,29.8,-1.8,2025-05-18T23:52:29.779Z,2025-05-19T01:17:13Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,,5739275571,56,Back,5739275573,347,,5739275585,233,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816958331,384,1,1,46,20,ck22dnk93ng8ax7wonlff7yms,1,26.5,0.0,2025-05-18T23:52:53.686Z,2025-05-18T23:52:57Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5739275773,141,27.0,5739275767,107,,5739275779,1,,5739275775,212,22.2,5739275771,140,36.4,5739275777,213,1.08,5739275769,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816958361,385,1,1,46,24,ck22dnk93ng8ax7wonlff7yms,1,36.4,27.0,2025-05-18T23:52:57.382Z,2025-05-18T23:53:00Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5739275909,213,5.67,5739275903,140,47.5,5739275899,155,,5739275907,212,14.3,5739275901,56,Back,5739275905,141,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816958365,386,4,1,46,27,ck22dnk93ng8ax7wonlff7yms,1,52.1,12.8,2025-05-18T23:52:59.856Z,2025-05-19T01:58:30Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,,5739275947,13,,5739496679,295,,5739275949,56,Right,5739275951,152,,5739275955,286,,5739276105,233,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816958357,275,4,1,46,27,aj8ytsr2ap33tod0hd8ofzaw9,0,47.9,87.2,2025-05-18T23:52:59.857Z,2025-05-19T01:58:35Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5739276053,152,,5739276117,233,386,5739496727,295,,5739276057,285,,5739276051,56,Back,5739276049,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816958423,387,1,1,46,30,ck22dnk93ng8ax7wonlff7yms,1,47.3,15.6,2025-05-18T23:53:03.414Z,2025-05-18T23:53:07Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5739276207,152,,5739276211,140,42.8,5739276217,213,1.74,5739276215,212,28.5,5739276205,5,,5739276213,141,56.9,5739276209,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816958515,388,1,1,46,34,ck22dnk93ng8ax7wonlff7yms,1,44.3,58.2,2025-05-18T23:53:07.014Z,2025-05-18T23:53:15Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5739276643,140,41.4,5739276649,213,4.49,5739276647,212,14.1,5739276641,56,Back,5739276645,141,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816958527,389,1,1,46,42,ck22dnk93ng8ax7wonlff7yms,1,42.6,33.6,2025-05-18T23:53:15.335Z,2025-05-18T23:53:16Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5739276735,56,Right,5739276737,140,56.9,5739276743,213,5.46,5739276741,212,22.0,5739276739,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816958539,390,1,1,46,43,ck22dnk93ng8ax7wonlff7yms,1,56.9,10.0,2025-05-18T23:53:16.558Z,2025-05-18T23:53:18Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5739276835,141,8.2,5739276831,140,64.9,5739276837,212,8.5,5739276839,213,6.14,5739276827,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816958559,391,1,1,46,45,ck22dnk93ng8ax7wonlff7yms,1,64.9,8.2,2025-05-18T23:53:17.974Z,2025-05-18T23:53:19Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5739276937,213,2.79,5739276933,141,14.1,5739276931,140,54.6,5739276929,56,Right,5739276935,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816958575,392,1,1,46,46,ck22dnk93ng8ax7wonlff7yms,1,54.6,14.1,2025-05-18T23:53:19.214Z,2025-05-18T23:53:20Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5739276999,212,8.0,5739276993,56,Right,5739276995,140,59.9,5739277001,213,5.48,5739276997,141,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816958599,393,1,1,46,47,ck22dnk93ng8ax7wonlff7yms,1,59.9,5.6,2025-05-18T23:53:20.486Z,2025-05-18T23:53:23Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5739277135,140,55.9,5739277141,213,2.20,5739277137,141,14.0,5739277139,212,7.1,5739277133,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816958637,394,1,1,46,50,ck22dnk93ng8ax7wonlff7yms,1,55.5,17.0,2025-05-18T23:53:22.982Z,2025-05-18T23:53:26Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5739277337,140,64.0,5739277343,213,5.74,5739277341,212,10.4,5739277339,141,9.1,5739277335,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816958679,395,1,1,46,53,ck22dnk93ng8ax7wonlff7yms,1,64.0,9.1,2025-05-18T23:53:26.550Z,2025-05-18T23:53:30Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5739277511,141,22.8,5739277505,56,Center,5739277515,213,0.88,5739277513,212,12.1,5739277509,140,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816958693,396,50,1,46,55,ck22dnk93ng8ax7wonlff7yms,1,75.2,19.8,2025-05-18T23:53:27.857Z,2025-05-19T00:04:32Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5739277587,286,,5739277585,56,Right,5739277661,233,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
