id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2785818099,233,5,1,37,11,83cpn99fh7ulkwe8nezy8a3mx,1,26.1,101.6,2025-03-09T01:14:02.352Z,2025-03-09T02:55:16Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5567915561,233,374,5567915529,347,,5567915527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785817929,374,5,1,37,11,e3k8yw2rbmphyfu5htn4yi5jk,0,73.9,-1.6,2025-03-09T01:14:02.352Z,2025-03-09T02:55:16Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5567914465,56,Right,5567914469,347,,5567915569,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785818163,234,1,1,37,32,83cpn99fh7ulkwe8nezy8a3mx,1,30.8,100.0,2025-03-09T01:14:23.512Z,2025-03-09T01:14:28Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5567915881,140,38.4,5567915891,213,5.80,5567915879,56,Back,5567915877,107,,5567915885,212,9.0,5567915883,141,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785818187,235,1,1,37,37,83cpn99fh7ulkwe8nezy8a3mx,0,38.3,95.3,2025-03-09T01:14:28.514Z,2025-03-09T03:09:57Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5567916045,213,6.12,5567916043,212,18.6,5567916035,157,,5567916041,141,90.8,5567916039,140,55.8,5567916037,56,Left,5567916049,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785818229,375,4,1,37,43,e3k8yw2rbmphyfu5htn4yi5jk,1,34.3,11.8,2025-03-09T01:14:34.257Z,2025-03-09T01:28:16Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5567916529,152,,5567916653,233,236,5567916527,56,Back,5567916523,13,,5567916525,294,,5567916657,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785818267,236,4,1,37,43,83cpn99fh7ulkwe8nezy8a3mx,0,65.7,88.2,2025-03-09T01:14:34.258Z,2025-03-09T01:28:17Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5567916595,56,Left,5567916591,294,,5567916661,233,375,5567916605,285,,5567916589,13,,5567916599,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785818643,377,1,1,38,24,e3k8yw2rbmphyfu5htn4yi5jk,1,36.0,12.2,2025-03-09T01:15:15.728Z,2025-03-09T03:09:55Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5567918601,152,,5567918613,141,33.0,5567918609,140,29.7,5567918599,5,,5567918605,56,Back,5567918617,212,15.6,5567918621,213,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785818675,378,1,1,38,26,e3k8yw2rbmphyfu5htn4yi5jk,1,29.7,33.0,2025-03-09T01:15:17.378Z,2025-03-09T01:15:21Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5567918877,213,1.77,5567918867,140,26.9,5567918871,141,54.2,5567918865,56,Back,5567918873,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785818693,379,1,1,38,31,e3k8yw2rbmphyfu5htn4yi5jk,1,25.5,53.7,2025-03-09T01:15:22.633Z,2025-03-09T01:15:23Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5567918987,140,27.7,5567918991,212,10.5,5567918989,141,38.6,5567918985,56,Back,5567918993,213,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785818707,380,1,1,38,32,e3k8yw2rbmphyfu5htn4yi5jk,1,27.7,38.6,2025-03-09T01:15:23.449Z,2025-03-09T01:15:25Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5567919095,140,38.4,5567919101,213,5.37,5567919097,141,17.3,5567919093,56,Back,5567919099,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785818739,381,1,1,38,34,e3k8yw2rbmphyfu5htn4yi5jk,0,38.4,17.3,2025-03-09T01:15:24.968Z,2025-03-09T01:15:27Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5567919319,56,Right,5567919327,213,6.26,5567919321,140,80.0,5567919329,1,,5567919325,212,43.7,5567919301,155,,5567919323,141,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785818815,237,12,1,38,37,83cpn99fh7ulkwe8nezy8a3mx,1,22.1,81.4,2025-03-09T01:15:28.287Z,2025-03-09T01:15:33Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5567919721,56,Back,5567919725,141,89.1,5567919727,212,9.2,5567919723,140,29.3,5567919729,213,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785818833,382,1,1,38,42,e3k8yw2rbmphyfu5htn4yi5jk,0,77.7,11.9,2025-03-09T01:15:32.852Z,2025-03-09T01:15:34Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5567919811,155,,5567919817,141,22.2,5567919821,213,0.96,5567919819,212,8.6,5567919815,140,82.4,5567919813,56,Center,5567919843,233,238,5567919847,286,,5567919841,236,,5567919809,2,,,,,,,,,,,,,,,,,,,,,,,,,
2785818821,238,12,1,38,42,83cpn99fh7ulkwe8nezy8a3mx,1,17.4,78.5,2025-03-09T01:15:32.952Z,2025-03-09T01:15:35Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5567919763,56,Back,5567919869,233,382,5567919761,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785818881,383,15,1,38,47,e3k8yw2rbmphyfu5htn4yi5jk,1,80.2,30.4,2025-03-09T01:15:38.001Z,2025-03-09T01:16:50Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5567920069,18,,5567924765,102,51.3,5567920067,22,,5567924763,78,,5567924767,103,12.7,5567924769,215,,5567924775,147,44.9,5567924235,72,,5567924795,233,239,5567924773,146,95.9,5567924771,458,5567920073,56,Center,,,,,,,,,,,,,,,,,,,
2785818891,239,10,1,38,47,83cpn99fh7ulkwe8nezy8a3mx,1,2.4,48.8,2025-03-09T01:15:38.101Z,2025-03-09T04:15:29Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5567920145,56,Back,5567920139,173,,5567920141,178,,5567920143,182,,5567924807,233,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785818929,240,12,1,38,50,83cpn99fh7ulkwe8nezy8a3mx,1,3.3,40.0,2025-03-09T01:15:41.687Z,2025-03-09T03:09:54Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5567920341,56,Back,5567920349,141,40.4,5567923945,397,,5567920351,212,4.2,5567920345,140,7.3,5567920353,213,0.06,5567923947,233,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785818911,384,74,1,38,50,e3k8yw2rbmphyfu5htn4yi5jk,1,87.4,60.0,2025-03-09T01:15:41.688Z,2025-03-09T03:09:59Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5567923987,233,240,5567923939,397,,5567920237,285,,5567920235,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785818967,385,1,1,38,52,e3k8yw2rbmphyfu5htn4yi5jk,1,70.8,58.8,2025-03-09T01:15:43.785Z,2025-03-09T01:15:46Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5567920545,212,23.5,5567920543,141,65.5,5567920541,140,48.8,5567920539,56,Back,5567920547,213,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819017,386,1,1,38,55,e3k8yw2rbmphyfu5htn4yi5jk,1,48.8,65.5,2025-03-09T01:15:45.920Z,2025-03-09T01:15:49Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5567920809,213,4.31,5567920803,140,42.6,5567920807,212,16.6,5567920805,141,43.0,5567920801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819059,387,1,1,38,58,e3k8yw2rbmphyfu5htn4yi5jk,1,43.6,43.9,2025-03-09T01:15:48.856Z,2025-03-09T01:15:52Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5567921031,213,1.56,5567921025,140,43.7,5567921023,56,Back,5567921027,141,68.1,5567921029,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819079,388,1,1,39,1,e3k8yw2rbmphyfu5htn4yi5jk,1,46.0,69.6,2025-03-09T01:15:52.720Z,2025-03-09T01:15:54Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5567921151,212,23.4,5567921149,141,95.0,5567921147,140,61.0,5567921145,56,Left,5567921153,213,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819101,389,1,1,39,3,e3k8yw2rbmphyfu5htn4yi5jk,1,64.1,89.0,2025-03-09T01:15:54.745Z,2025-03-09T01:15:57Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5567921265,140,71.0,5567921271,213,5.26,5567921267,141,71.4,5567921263,56,Center,5567921269,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819111,390,1,1,39,6,e3k8yw2rbmphyfu5htn4yi5jk,1,71.0,71.4,2025-03-09T01:15:57.292Z,2025-03-09T01:15:58Z,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,5567921331,213,1.93,5567921325,140,67.2,5567921323,56,Left,5567921327,141,86.8,5567921329,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819129,391,1,1,39,7,e3k8yw2rbmphyfu5htn4yi5jk,1,67.2,86.8,2025-03-09T01:15:58.585Z,2025-03-09T01:16:00Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5567921455,212,15.1,5567921453,141,83.9,5567921449,56,Left,5567921451,140,52.9,5567921457,213,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819191,392,1,1,39,9,e3k8yw2rbmphyfu5htn4yi5jk,1,52.9,83.9,2025-03-09T01:16:00.368Z,2025-03-09T01:16:06Z,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,5567921861,56,Back,5567921865,141,72.1,5567921867,212,19.5,5567921863,140,36.0,5567921869,213,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819199,393,1,1,39,15,e3k8yw2rbmphyfu5htn4yi5jk,1,39.1,61.1,2025-03-09T01:16:06.298Z,2025-03-09T01:16:07Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5567921923,140,33.5,5567921925,141,39.5,5567921929,213,4.33,5567921927,212,15.8,5567921921,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819245,394,1,1,39,16,e3k8yw2rbmphyfu5htn4yi5jk,1,33.5,39.5,2025-03-09T01:16:07.513Z,2025-03-09T01:16:12Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5567922231,140,46.9,5567922237,213,5.25,5567922235,212,27.6,5567922233,141,4.6,5567922229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819261,395,1,1,39,21,e3k8yw2rbmphyfu5htn4yi5jk,1,50.6,9.8,2025-03-09T01:16:12.730Z,2025-03-09T01:16:15Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5567922303,212,21.6,5567922297,56,Back,5567922299,140,32.9,5567922305,213,2.61,5567922301,141,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819281,396,1,1,39,24,e3k8yw2rbmphyfu5htn4yi5jk,1,29.0,30.0,2025-03-09T01:16:15.256Z,2025-03-09T01:16:18Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5567922513,140,13.3,5567922519,213,2.38,5567922511,56,Back,5567922515,141,53.0,5567922517,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819303,397,1,1,39,27,e3k8yw2rbmphyfu5htn4yi5jk,1,13.3,53.0,2025-03-09T01:16:18.336Z,2025-03-09T01:16:21Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5567922663,213,5.95,5567922655,141,44.2,5567922643,56,Back,5567922649,140,29.7,5567922659,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819333,398,1,1,39,30,e3k8yw2rbmphyfu5htn4yi5jk,1,29.7,44.2,2025-03-09T01:16:20.896Z,2025-03-09T01:16:24Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5567922823,212,16.9,5567922825,213,1.73,5567922817,56,Back,5567922821,141,68.8,5567922819,140,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819363,399,1,1,39,33,e3k8yw2rbmphyfu5htn4yi5jk,0,27.2,68.8,2025-03-09T01:16:23.841Z,2025-03-09T01:16:26Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5567922983,141,84.7,5567922987,213,0.42,5567922979,56,Left,5567922985,212,26.7,5567922981,140,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819397,241,1,1,39,36,83cpn99fh7ulkwe8nezy8a3mx,0,44.4,14.3,2025-03-09T01:16:27.537Z,2025-03-09T01:16:29Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5567923199,212,40.2,5567923201,213,0.02,5567923197,141,15.3,5567923191,157,,5567923193,56,Right,5567923203,1,,5567923195,140,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819433,400,12,1,39,39,e3k8yw2rbmphyfu5htn4yi5jk,1,12.6,90.0,2025-03-09T01:16:30.185Z,2025-03-09T01:16:32Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5567923455,140,16.0,5567923487,15,,5567923457,141,100.0,5567923547,167,,5567923461,213,1.16,5567923459,212,8.8,5567923453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819623,242,5,1,39,40,83cpn99fh7ulkwe8nezy8a3mx,1,83.8,-1.5,2025-03-09T01:16:31.620Z,2025-03-09T02:55:16Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5567924549,233,401,5567924497,56,Right,5567924499,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819443,401,5,1,39,40,e3k8yw2rbmphyfu5htn4yi5jk,0,16.2,101.5,2025-03-09T01:16:31.620Z,2025-03-09T02:55:17Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5567923529,347,,5567923527,56,Back,5567924567,233,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819655,243,1,1,39,55,83cpn99fh7ulkwe8nezy8a3mx,1,83.5,0.0,2025-03-09T01:16:46.521Z,2025-03-09T01:16:49Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5567924699,56,Right,5567924701,140,87.7,5567924707,213,1.04,5567924697,107,,5567924703,141,10.1,5567924705,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819675,244,1,1,39,58,83cpn99fh7ulkwe8nezy8a3mx,1,89.8,10.1,2025-03-09T01:16:49.320Z,2025-03-09T01:16:51Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5567924843,141,7.6,5567924845,212,6.8,5567924837,56,Right,5567924847,213,3.39,5567924839,140,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819693,245,1,1,40,0,83cpn99fh7ulkwe8nezy8a3mx,1,83.5,7.6,2025-03-09T01:16:51.695Z,2025-03-09T01:16:53Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5567924985,56,Right,5567924993,213,0.00,5567924991,212,7.2,5567924987,140,90.4,5567924989,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819703,246,3,1,40,2,83cpn99fh7ulkwe8nezy8a3mx,0,89.4,7.0,2025-03-09T01:16:53.751Z,2025-03-09T01:17:01Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5567925063,56,Right,5567925323,233,402,5567925067,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819729,402,7,1,40,2,e3k8yw2rbmphyfu5htn4yi5jk,0,10.6,93.0,2025-03-09T01:16:53.752Z,2025-03-09T01:17:00Z,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,5567925283,285,,5567925281,56,Back,5567925285,233,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819727,247,61,1,40,6,83cpn99fh7ulkwe8nezy8a3mx,1,90.4,7.6,2025-03-09T01:16:57.314Z,2025-03-09T01:16:57Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5567925271,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819743,248,5,1,40,7,83cpn99fh7ulkwe8nezy8a3mx,0,100.8,12.6,2025-03-09T01:16:58.464Z,2025-03-09T02:55:17Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5567926175,233,403,5567925361,56,Right,5567925363,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819877,403,5,1,40,7,e3k8yw2rbmphyfu5htn4yi5jk,1,-0.8,87.4,2025-03-09T01:16:58.464Z,2025-03-09T02:55:17Z,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,5567926115,56,Back,5567926159,233,248,5567926117,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819911,404,1,1,40,25,e3k8yw2rbmphyfu5htn4yi5jk,1,4.7,61.8,2025-03-09T01:17:16.537Z,2025-03-09T01:17:19Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5567926319,140,5.2,5567926321,141,50.4,5567926329,237,,5567926317,56,Back,5567926325,213,4.78,5567926323,212,7.8,5567926315,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785819967,405,1,1,40,28,e3k8yw2rbmphyfu5htn4yi5jk,1,5.0,50.4,2025-03-09T01:17:18.928Z,2025-03-09T01:17:24Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5567926623,56,Back,5567926625,140,17.4,5567926631,213,5.81,5567926629,212,14.6,5567926627,141,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785820041,406,1,1,40,33,e3k8yw2rbmphyfu5htn4yi5jk,1,7.0,52.8,2025-03-09T01:17:24.024Z,2025-03-09T01:17:30Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5567927055,212,15.3,5567927053,141,75.1,5567927057,213,1.70,5567927051,140,5.1,5567927049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785820055,407,1,1,40,38,e3k8yw2rbmphyfu5htn4yi5jk,0,3.6,87.4,2025-03-09T01:17:29.833Z,2025-03-09T01:17:31Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5567927117,140,43.5,5567927119,141,100.0,5567927121,212,43.0,5567927123,213,0.23,5567927115,56,Back,5567927113,157,,5567927125,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785820191,250,5,1,40,40,83cpn99fh7ulkwe8nezy8a3mx,1,57.2,-1.6,2025-03-09T01:17:31.138Z,2025-03-09T02:55:18Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5567927999,56,Right,5567928055,233,408,5567928001,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785820057,408,5,1,40,40,e3k8yw2rbmphyfu5htn4yi5jk,0,42.8,101.6,2025-03-09T01:17:31.138Z,2025-03-09T02:55:18Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5567927127,56,Back,5567928067,233,250,5567927129,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785820211,251,1,1,40,54,83cpn99fh7ulkwe8nezy8a3mx,0,58.3,0.0,2025-03-09T01:17:45.160Z,2025-03-09T01:17:46Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5567928107,213,1.13,5567928101,140,64.9,5567928105,212,16.1,5567928097,107,,5567928103,141,20.3,5567928099,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785820225,409,8,1,40,57,e3k8yw2rbmphyfu5htn4yi5jk,1,36.6,79.5,2025-03-09T01:17:48.520Z,2025-03-09T01:22:28Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5567946067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785820265,252,1,1,41,0,83cpn99fh7ulkwe8nezy8a3mx,1,63.4,33.9,2025-03-09T01:17:51.504Z,2025-03-09T01:17:52Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5567928425,212,24.3,5567928423,141,69.6,5567928427,213,1.55,5567928419,56,Center,5567928421,140,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785820313,253,1,1,41,1,83cpn99fh7ulkwe8nezy8a3mx,1,63.0,71.5,2025-03-09T01:17:52.719Z,2025-03-09T01:17:58Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5567928687,213,0.74,5567928679,141,83.6,5567928671,56,Left,5567928675,140,71.5,5567928683,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785820323,254,1,1,41,7,83cpn99fh7ulkwe8nezy8a3mx,0,72.0,88.4,2025-03-09T01:17:58.007Z,2025-03-09T03:09:53Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5567928737,141,87.5,5567928735,140,76.1,5567928741,213,6.14,5567928739,212,4.3,5567928733,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785820387,411,1,1,41,8,e3k8yw2rbmphyfu5htn4yi5jk,1,25.4,21.8,2025-03-09T01:17:59.328Z,2025-03-09T01:18:05Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5567929131,141,31.9,5567929127,56,Back,5567929135,213,1.66,5567929133,212,6.9,5567929129,140,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785820449,255,83,1,41,10,83cpn99fh7ulkwe8nezy8a3mx,0,75.7,85.4,2025-03-09T01:18:01.032Z,2025-03-09T01:18:29Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5567930869,399,94zkjopy373mgso15ljxmhd04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785820395,412,4,1,41,11,e3k8yw2rbmphyfu5htn4yi5jk,1,23.9,14.8,2025-03-09T01:18:02.528Z,2025-03-09T01:28:17Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5567929183,152,,5567929185,265,,5567931003,233,256,5567929187,285,,5567929179,13,,5567929181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785820505,256,4,1,41,11,83cpn99fh7ulkwe8nezy8a3mx,0,76.1,85.2,2025-03-09T01:18:02.529Z,2025-03-09T01:28:17Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5567929817,152,,5567929815,56,Left,5567929813,13,,5567929819,265,,5567929821,286,,5567931007,233,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785820729,413,1,1,41,40,e3k8yw2rbmphyfu5htn4yi5jk,0,25.2,11.3,2025-03-09T01:18:31.729Z,2025-03-09T01:18:37Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5567931209,140,69.7,5567931213,212,50.8,5567931207,56,Center,5567931201,5,,5567931203,157,,5567931219,1,,5567931211,141,40.6,5567931217,213,0.40,5567931205,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785820731,257,44,1,41,45,83cpn99fh7ulkwe8nezy8a3mx,1,29.3,66.9,2025-03-09T01:18:36.223Z,2025-03-09T03:12:42Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5567931263,233,414,5567931225,56,Back,5567931227,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785820733,414,44,1,41,45,e3k8yw2rbmphyfu5htn4yi5jk,0,70.7,33.1,2025-03-09T01:18:36.224Z,2025-03-09T03:12:43Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5567931271,233,257,5567931229,56,Center,5567931231,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785820765,258,1,1,41,45,83cpn99fh7ulkwe8nezy8a3mx,1,27.8,79.4,2025-03-09T01:18:36.680Z,2025-03-09T01:18:41Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5567931403,3,,5567931405,56,Left,5567931417,1,,5567931413,212,37.6,5567931409,141,91.7,5567931407,140,62.7,5567931415,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785820767,259,50,1,41,50,83cpn99fh7ulkwe8nezy8a3mx,1,69.6,94.4,2025-03-09T01:18:41.465Z,2025-03-09T02:54:53Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5567931423,286,,5567931421,56,Left,5567931849,233,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785820827,415,7,1,41,50,e3k8yw2rbmphyfu5htn4yi5jk,1,30.4,5.6,2025-03-09T01:18:41.466Z,2025-03-09T02:54:53Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5567931737,56,Back,5567931807,233,259,5567931739,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
