id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2805396375,242,6,1,36,48,kfq8fhwnmycbtad1u0fyefx0,0,2.4,69.8,2025-04-24T01:43:12.794Z,2025-04-24T03:12:31Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,5675556577,56,Back,5675556579,73,,5675556607,233,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805396365,362,6,1,36,48,bk3zg8yaj5uoqhxzwons3bo8a,1,97.6,30.2,2025-04-24T01:43:12.794Z,2025-04-24T03:12:30Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,5675556519,75,,5675556603,233,242,5675556517,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805396671,363,1,1,37,41,bk3zg8yaj5uoqhxzwons3bo8a,0,99.5,0.5,2025-04-24T01:44:05.691Z,2025-04-24T01:44:16Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,5675558739,233,244,5675558347,2,,5675558357,140,96.2,5675558351,155,,5675558363,213,1.68,5675558365,1,,5675558355,56,Center,5675558353,223,,5675558349,6,,5675558361,212,5675558359,141,,,,33.2,49.1,,,,,,,,,,,,,,
2805397039,248,44,1,37,45,kfq8fhwnmycbtad1u0fyefx0,1,6.0,49.3,2025-04-24T01:44:09.991Z,2025-04-24T01:45:20Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5675560411,285,,5675560409,56,Back,5675560419,233,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805396689,364,44,1,37,45,bk3zg8yaj5uoqhxzwons3bo8a,0,94.0,50.7,2025-04-24T01:44:09.992Z,2025-04-24T01:45:21Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,5675558453,56,Center,5675560427,233,248,5675558455,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805396725,244,41,1,37,45,kfq8fhwnmycbtad1u0fyefx0,1,7.2,45.7,2025-04-24T01:44:09.999Z,2025-04-24T01:44:17Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5675558711,212,24.3,5675558749,233,363,5675558707,140,28.8,5675558713,213,5.91,5675558709,141,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805396711,365,2,1,37,47,bk3zg8yaj5uoqhxzwons3bo8a,1,78.0,62.1,2025-04-24T01:44:12.606Z,2025-04-24T01:44:23Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,5675558629,141,38.3,5675558947,7,djau5chcmoyiyq28jt9ypzh4a,5675558627,140,94.7,5675558949,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805396731,245,43,1,37,51,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-04-24T01:44:16.157Z,2025-04-24T01:44:24Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,5675558747,285,0,5675558969,144,44,5675558745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805396963,247,1,1,38,29,kfq8fhwnmycbtad1u0fyefx0,0,12.8,51.9,2025-04-24T01:44:54.583Z,2025-04-24T01:45:00Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5675559977,241,,5675559987,213,0.13,5675559981,140,94.8,5675559989,1,,5675559979,56,Center,5675559985,212,86.8,5675559975,157,,5675559973,5,,5675559983,141,68.2,,,,,,,,,,,,,,,,,,,,,,,
2805397025,368,1,1,38,42,bk3zg8yaj5uoqhxzwons3bo8a,1,5.9,34.0,2025-04-24T01:45:06.627Z,2025-04-24T01:45:12Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,5675560325,140,20.8,5675560331,213,1.00,5675560323,56,Back,5675560329,212,28.9,5675560327,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397033,369,1,1,38,47,bk3zg8yaj5uoqhxzwons3bo8a,1,21.8,70.6,2025-04-24T01:45:12.403Z,2025-04-24T01:45:14Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675560379,141,45.4,5675560375,56,Back,5675560381,212,17.2,5675560383,213,4.63,5675560377,140,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397045,370,1,1,38,50,bk3zg8yaj5uoqhxzwons3bo8a,1,20.9,44.8,2025-04-24T01:45:15.207Z,2025-04-24T01:45:18Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5675560451,141,67.9,5675560447,56,Back,5675560453,212,18.2,5675560449,140,29.6,5675560455,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397063,371,1,1,38,53,bk3zg8yaj5uoqhxzwons3bo8a,1,30.1,75.4,2025-04-24T01:45:17.873Z,2025-04-24T01:45:21Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675560547,140,51.0,5675560555,213,5.86,5675560549,141,60.9,5675560545,56,Center,5675560551,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397071,372,1,1,38,57,bk3zg8yaj5uoqhxzwons3bo8a,1,51.1,60.9,2025-04-24T01:45:21.720Z,2025-04-24T01:45:24Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,5675560595,213,3.47,5675560587,56,Back,5675560593,212,14.1,5675560589,140,38.4,5675560627,156,,5675560591,141,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397115,373,1,1,38,59,bk3zg8yaj5uoqhxzwons3bo8a,1,38.4,54.2,2025-04-24T01:45:24.174Z,2025-04-24T01:45:29Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5675560809,141,70.6,5675560815,213,1.61,5675560813,212,11.2,5675560803,56,Back,5675560805,140,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397139,374,1,1,39,4,bk3zg8yaj5uoqhxzwons3bo8a,1,38.0,70.6,2025-04-24T01:45:29.509Z,2025-04-24T01:45:32Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675560909,213,6.14,5675560905,141,67.9,5675560903,140,50.5,5675560907,212,13.3,5675560901,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397145,375,4,1,39,7,bk3zg8yaj5uoqhxzwons3bo8a,1,58.0,64.0,2025-04-24T01:45:32.141Z,2025-04-24T01:45:44Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,5675561039,233,249,5675561023,152,,5675561353,265,,5675561025,286,,5675561017,13,,5675561021,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397131,249,4,1,39,7,kfq8fhwnmycbtad1u0fyefx0,0,42.0,36.0,2025-04-24T01:45:32.142Z,2025-04-24T01:45:44Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5675560943,152,,5675560947,285,,5675560941,56,Back,5675560939,13,,5675560945,265,,5675561157,233,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397437,376,1,1,39,50,bk3zg8yaj5uoqhxzwons3bo8a,1,50.9,63.6,2025-04-24T01:46:15.462Z,2025-04-24T01:46:18Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675562445,213,0.30,5675562443,212,16.1,5675562439,140,65.5,5675562437,56,Center,5675562441,141,70.6,5675562435,152,,5675562433,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397461,377,1,1,39,53,bk3zg8yaj5uoqhxzwons3bo8a,1,65.5,70.8,2025-04-24T01:46:17.867Z,2025-04-24T01:46:21Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,5675562561,213,0.72,5675562553,56,Left,5675562555,140,79.5,5675562559,212,19.6,5675562557,141,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397473,378,1,1,39,56,bk3zg8yaj5uoqhxzwons3bo8a,1,77.2,88.1,2025-04-24T01:46:21.530Z,2025-04-24T01:46:23Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5675562597,56,Left,5675562603,212,5.8,5675562599,140,71.7,5675562605,213,3.25,5675562601,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397483,379,1,1,39,58,bk3zg8yaj5uoqhxzwons3bo8a,1,71.7,87.2,2025-04-24T01:46:23.209Z,2025-04-24T01:46:26Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,5675562667,212,9.5,5675562663,140,65.6,5675562661,56,Center,5675562665,141,76.9,5675562669,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397497,380,1,1,40,1,bk3zg8yaj5uoqhxzwons3bo8a,1,64.8,76.3,2025-04-24T01:46:25.923Z,2025-04-24T01:46:30Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,5675562745,140,60.3,5675562743,56,Center,5675562751,213,4.55,5675562747,141,33.6,5675562749,212,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397509,381,1,1,40,6,bk3zg8yaj5uoqhxzwons3bo8a,1,60.3,34.2,2025-04-24T01:46:30.645Z,2025-04-24T01:46:32Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5675562801,212,7.9,5675562797,140,59.1,5675562799,141,22.8,5675562795,56,Center,5675562803,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397529,382,1,1,40,7,bk3zg8yaj5uoqhxzwons3bo8a,1,59.1,22.8,2025-04-24T01:46:32.594Z,2025-04-24T01:46:37Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,5675562879,56,Center,5675562887,213,0.79,5675562883,141,35.7,5675562881,140,67.4,5675562885,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397541,383,1,1,40,12,bk3zg8yaj5uoqhxzwons3bo8a,1,74.0,30.4,2025-04-24T01:46:36.827Z,2025-04-24T01:46:39Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5675562987,213,5.50,5675562981,140,87.3,5675562983,141,10.1,5675562985,212,19.6,5675562979,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397561,384,1,1,40,15,bk3zg8yaj5uoqhxzwons3bo8a,1,87.7,12.0,2025-04-24T01:46:39.713Z,2025-04-24T01:46:43Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,5675563069,141,17.0,5675563067,140,94.9,5675563071,212,8.3,5675563073,213,0.42,5675563065,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397571,385,1,1,40,18,bk3zg8yaj5uoqhxzwons3bo8a,1,95.1,17.0,2025-04-24T01:46:42.841Z,2025-04-24T01:46:44Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5675563131,212,10.6,5675563125,56,Right,5675563133,213,3.73,5675563127,140,86.7,5675563129,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397583,386,1,1,40,19,bk3zg8yaj5uoqhxzwons3bo8a,1,86.7,8.3,2025-04-24T01:46:44.610Z,2025-04-24T01:46:47Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,5675563239,213,3.01,5675563237,212,19.1,5675563231,56,Right,5675563235,141,12.0,5675563233,140,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397609,387,1,1,40,22,bk3zg8yaj5uoqhxzwons3bo8a,1,72.0,13.4,2025-04-24T01:46:47.298Z,2025-04-24T01:46:50Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,5675563353,155,,5675563355,56,Center,5675563361,212,30.0,5675563357,140,89.5,5675563351,2,,5675563359,141,48.2,5675563363,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397611,388,1,1,40,26,bk3zg8yaj5uoqhxzwons3bo8a,0,89.6,48.2,2025-04-24T01:46:50.635Z,2025-04-24T01:46:51Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,5675563393,213,1.35,5675563387,140,91.4,5675563381,3,,5675563389,141,60.3,5675563385,56,Center,5675563391,212,8.4,5675563383,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397925,392,61,1,40,27,bk3zg8yaj5uoqhxzwons3bo8a,0,91.2,49.1,2025-04-24T01:46:52.466Z,2025-04-24T04:02:23Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,5675564891,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397633,389,15,1,40,31,bk3zg8yaj5uoqhxzwons3bo8a,1,93.2,49.5,2025-04-24T01:46:55.698Z,2025-04-24T03:52:41Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,5675565771,147,49.6,5675565767,458,,5675565761,78,,5675563511,17,,5675565769,146,94.3,5675563513,56,Center,5675563509,22,,5675576671,72,,5675565765,103,19,5675565775,233,5675565763,102,,,,250,50.3,,,,,,,,,,,,,,
2805397645,250,10,1,40,31,kfq8fhwnmycbtad1u0fyefx0,1,3.9,50.3,2025-04-24T01:46:55.798Z,2025-04-24T01:54:20Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5675563565,173,,5675563571,56,Back,5675563567,178,,5675563569,182,,5675565785,233,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397655,251,43,1,40,34,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-04-24T01:46:58.686Z,2025-04-24T01:47:58Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5675563603,88,0,5675563601,56,Back,5675565429,144,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397677,253,1,1,40,35,kfq8fhwnmycbtad1u0fyefx0,1,13.6,44.5,2025-04-24T01:46:59.792Z,2025-04-24T01:47:02Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5675563703,56,Left,5675563705,140,68.4,5675563711,213,0.39,5675563709,212,62.1,5675563707,141,79.0,5675563701,199,,5675563713,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397699,254,1,1,40,37,kfq8fhwnmycbtad1u0fyefx0,1,70.7,84.8,2025-04-24T01:47:01.957Z,2025-04-24T01:57:29Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,5675563801,213,3.65,5675563797,141,75.7,5675563799,212,12.6,5675563795,140,60.2,5675563793,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397741,255,1,1,40,39,kfq8fhwnmycbtad1u0fyefx0,1,61.4,76.9,2025-04-24T01:47:04.621Z,2025-04-24T01:47:09Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,5675563959,141,86.5,5675563961,212,18.8,5675563963,213,0.35,5675563957,140,78.2,5675563955,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397767,256,1,1,40,44,kfq8fhwnmycbtad1u0fyefx0,1,81.1,89.6,2025-04-24T01:47:09.429Z,2025-04-24T01:47:12Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,5675564105,212,21.0,5675564101,140,61.2,5675564107,213,3.22,5675564103,141,87.2,5675564099,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397865,261,43,1,40,46,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-04-24T01:47:10.998Z,2025-04-24T01:56:11Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5675564561,141,64.2,5675564553,2,0,5675564555,155,0,5675564559,140,87.6,5675564565,213,4.52,5675564563,212,14.4,5675578071,144,1,5675564557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397797,257,1,1,40,47,kfq8fhwnmycbtad1u0fyefx0,1,61.3,87.1,2025-04-24T01:47:12.118Z,2025-04-24T01:47:15Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5675564245,212,12.5,5675564243,141,68.7,5675564247,213,4.72,5675564239,56,Center,5675564241,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397821,258,1,1,40,50,kfq8fhwnmycbtad1u0fyefx0,1,61.4,68.7,2025-04-24T01:47:15.069Z,2025-04-24T01:57:23Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5675564351,212,9.2,5675564353,213,0.68,5675564347,141,77.2,5675564343,56,Center,5675564345,140,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397833,259,1,1,40,54,kfq8fhwnmycbtad1u0fyefx0,1,68.2,77.2,2025-04-24T01:47:19.165Z,2025-04-24T01:47:20Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,5675564411,141,63.7,5675564409,140,73.3,5675564413,212,10.6,5675564415,213,5.24,5675564407,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397861,260,1,1,40,55,kfq8fhwnmycbtad1u0fyefx0,1,73.3,63.7,2025-04-24T01:47:20.597Z,2025-04-24T01:47:24Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,5675564535,212,22.7,5675564533,141,84.7,5675564529,56,Left,5675564537,213,0.68,5675564531,140,90.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805398397,269,1,1,40,56,kfq8fhwnmycbtad1u0fyefx0,0,87.0,90.3,2025-04-24T01:47:21.100Z,2025-04-24T01:57:24Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5675567033,140,85.9,5675567027,155,,5675567021,2,,5675567035,141,70.5,5675567037,212,13.5,5675567031,56,Center,5675567039,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397847,390,12,1,40,56,bk3zg8yaj5uoqhxzwons3bo8a,1,7.7,37.1,2025-04-24T01:47:21.545Z,2025-04-24T01:47:24Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675564479,212,26.5,5675564547,167,,5675564481,213,4.59,5675564477,141,0.0,5675564493,15,,5675564473,56,Back,5675564475,140,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397941,262,5,1,40,59,kfq8fhwnmycbtad1u0fyefx0,1,92.6,101.4,2025-04-24T01:47:23.865Z,2025-04-24T03:38:23Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5675564983,56,Left,5675564985,347,,5675600097,233,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805397859,391,5,1,40,59,bk3zg8yaj5uoqhxzwons3bo8a,0,7.4,-1.4,2025-04-24T01:47:23.865Z,2025-04-24T03:38:24Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675600125,233,262,5675564521,56,Back,5675564523,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805398125,393,43,1,41,48,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-04-24T01:48:12.995Z,2025-04-24T01:48:17Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,5675565873,286,0,5675565871,56,Center,5675565973,144,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805398127,394,43,1,41,48,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-04-24T01:48:13.159Z,2025-04-24T01:48:17Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,5675565967,144,50,5675565875,56,Center,5675565877,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805398129,395,43,1,41,48,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-04-24T01:48:13.291Z,2025-04-24T01:48:16Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,5675565879,56,Center,5675565953,144,50,5675565881,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805398209,263,1,1,42,1,kfq8fhwnmycbtad1u0fyefx0,1,79.6,100.0,2025-04-24T01:48:25.692Z,2025-04-24T01:48:27Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5675566235,107,,5675566249,213,4.11,5675566241,140,71.9,5675566247,212,14.2,5675566237,56,Left,5675566245,141,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805398223,264,1,1,42,2,kfq8fhwnmycbtad1u0fyefx0,1,71.9,84.4,2025-04-24T01:48:27.293Z,2025-04-24T01:48:28Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5675566325,56,Left,5675566331,212,7.7,5675566333,213,0.20,5675566327,140,79.1,5675566329,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805398257,265,1,1,42,3,kfq8fhwnmycbtad1u0fyefx0,0,79.2,86.6,2025-04-24T01:48:28.477Z,2025-04-24T01:48:31Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5675566455,140,77.7,5675566461,213,4.66,5675566447,155,,5675566457,141,38.9,5675566451,56,Center,5675566463,1,,5675566445,2,,5675566459,212,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2805398249,396,44,1,42,4,bk3zg8yaj5uoqhxzwons3bo8a,1,18.5,59.0,2025-04-24T01:48:29.619Z,2025-04-24T03:12:22Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675566409,285,,5675566531,233,266,5675566407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805398261,266,44,1,42,4,kfq8fhwnmycbtad1u0fyefx0,0,81.5,41.0,2025-04-24T01:48:29.620Z,2025-04-24T03:12:22Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,5675566537,233,396,5675566477,56,Center,5675566479,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805398253,397,12,1,42,5,bk3zg8yaj5uoqhxzwons3bo8a,1,12.1,55.5,2025-04-24T01:48:29.835Z,2025-04-24T01:48:33Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675566471,15,,5675566441,212,8.5,5675566435,56,Back,5675566439,141,65.4,5675566443,213,0.92,5675566437,140,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805398289,398,12,1,42,7,bk3zg8yaj5uoqhxzwons3bo8a,1,16.5,64.8,2025-04-24T01:48:32.276Z,2025-04-24T01:48:41Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,5675566575,15,,5675566567,141,88.4,5675566563,56,Back,5675566565,140,16.8,5675566571,213,1.55,5675566569,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805398337,267,1,1,42,9,kfq8fhwnmycbtad1u0fyefx0,0,84.6,17.1,2025-04-24T01:48:34.213Z,2025-04-24T01:48:40Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,5675566761,141,22.4,5675566755,155,,5675566753,2,,5675566763,212,5.5,5675566759,140,88.6,5675566765,213,0.71,5675566757,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805398341,268,43,1,42,16,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-04-24T01:48:40.703Z,2025-04-24T01:49:10Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,5675567437,144,6,5675566819,75,0,5675566817,56,Center,5675566829,233,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805398345,399,43,1,42,16,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-04-24T01:48:40.792Z,2025-04-24T01:51:56Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,5675566789,56,Back,5675571791,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805398499,270,4,1,42,16,kfq8fhwnmycbtad1u0fyefx0,1,86.0,17.4,2025-04-24T01:48:41.403Z,2025-04-24T03:11:52Z,,,,5675567529,56,Right,5675567533,286,,5675567553,233,401,5675567527,10,,5675567531,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805398491,401,4,1,42,16,bk3zg8yaj5uoqhxzwons3bo8a,0,14.0,82.6,2025-04-24T01:48:41.404Z,2025-04-24T01:51:58Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,5675567457,56,Back,5675567567,233,270,5675569131,10,,5675567459,152,,5675567463,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805398347,400,43,1,42,16,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-04-24T01:48:41.619Z,2025-04-24T01:49:16Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,5675566791,56,Back,5675566793,73,0,5675567615,144,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805398599,271,1,1,43,10,kfq8fhwnmycbtad1u0fyefx0,0,84.3,18.0,2025-04-24T01:49:35.260Z,2025-04-24T01:49:36Z,6hdas9nshfgbjhj91y3ob8b11,M. Fehr,,5675568057,2,,5675568063,152,,5675568059,5,,5675568073,213,1.11,5675568065,56,Center,5675568069,141,56.1,5675568061,155,,5675568067,140,96.5,5675568071,212,28.9,,,,,,,,,,,,,,,,,,,,,,,
2805398601,402,12,1,43,12,bk3zg8yaj5uoqhxzwons3bo8a,1,10.7,48.2,2025-04-24T01:49:36.713Z,2025-04-24T01:49:46Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,5675568079,56,Back,5675568085,212,25.5,5675568081,140,22.4,5675568087,213,5.21,5675568083,141,15.3,5675568091,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805398633,272,1,1,43,18,kfq8fhwnmycbtad1u0fyefx0,0,78.0,89.1,2025-04-24T01:49:43.108Z,2025-04-24T01:49:44Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,5675568295,141,33.6,5675568293,140,90.0,5675568287,2,,5675568289,155,,5675568297,212,39.8,5675568291,56,Center,5675568301,1,,5675568299,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,
2805398649,403,1,1,43,22,bk3zg8yaj5uoqhxzwons3bo8a,0,12.7,65.7,2025-04-24T01:49:46.656Z,2025-04-24T01:49:48Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,5675568401,213,0.25,5675568393,56,Back,5675568395,140,42.9,5675568403,1,,5675568391,157,,5675568397,141,77.6,5675568399,212,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
