id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2818608859,377,61,1,41,13,c9xffml4i7ihblp1qhus9w3fu,1,5.2,59.1,2025-05-24T23:47:55.741Z,2025-05-24T23:47:56Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5748541435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608919,378,12,1,41,15,c9xffml4i7ihblp1qhus9w3fu,1,6.2,55.7,2025-05-24T23:47:57.724Z,2025-05-24T23:48:01Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5748541801,140,60.4,5748541807,213,0.32,5748541803,141,83.6,5748541799,56,Left,5748541805,212,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608921,319,12,1,41,18,bu5w8wprynlj9mvphvy8sd94f,1,27.7,4.7,2025-05-24T23:48:01.059Z,2025-05-24T23:48:03Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5748541811,56,Back,5748541813,140,28.0,5748541817,212,4.6,5748541839,15,,5748541815,141,0.0,5748541819,213,4.78,5748541871,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608929,320,5,1,41,18,bu5w8wprynlj9mvphvy8sd94f,0,33.1,-2.0,2025-05-24T23:48:01.254Z,2025-05-25T01:33:27Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5748542025,233,379,5748541861,56,Back,5748541863,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818608943,379,5,1,41,18,c9xffml4i7ihblp1qhus9w3fu,1,66.9,102.0,2025-05-24T23:48:01.254Z,2025-05-25T01:33:27Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5748541949,347,,5748541995,233,320,5748541947,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609099,380,1,1,41,28,c9xffml4i7ihblp1qhus9w3fu,1,58.3,100.0,2025-05-24T23:48:11.196Z,2025-05-24T23:50:15Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5748542703,140,56.6,5748542707,212,5.9,5748542701,56,Left,5748551973,189,,5748542705,141,93.8,5748542709,213,4.40,5748542699,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609119,381,1,1,41,30,c9xffml4i7ihblp1qhus9w3fu,1,56.6,93.5,2025-05-24T23:48:13.028Z,2025-05-24T23:48:14Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5748542877,140,63.1,5748542891,213,5.62,5748542885,212,8.6,5748542875,56,Left,5748542881,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609147,382,1,1,41,32,c9xffml4i7ihblp1qhus9w3fu,0,63.7,82.3,2025-05-24T23:48:14.574Z,2025-05-24T23:48:16Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5748543025,140,100.0,5748543031,213,6.26,5748543029,212,39.2,5748543035,1,,5748543027,141,80.8,5748543023,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609167,321,5,1,41,33,bu5w8wprynlj9mvphvy8sd94f,1,-1.0,22.6,2025-05-24T23:48:16.275Z,2025-05-25T01:33:27Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5748543101,56,Back,5748543103,346,,5748543345,233,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609189,383,5,1,41,33,c9xffml4i7ihblp1qhus9w3fu,0,101.0,77.4,2025-05-24T23:48:16.275Z,2025-05-25T01:33:28Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5748543247,56,Center,5748543251,346,,5748543367,233,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609459,322,1,1,41,55,bu5w8wprynlj9mvphvy8sd94f,1,3.5,57.8,2025-05-24T23:48:38.307Z,2025-05-24T23:48:39Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5748544583,124,,5748544587,140,24.5,5748544591,141,69.6,5748544585,56,Back,5748544601,237,,5748544597,213,0.35,5748544593,212,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609545,323,1,1,41,56,bu5w8wprynlj9mvphvy8sd94f,1,24.5,69.6,2025-05-24T23:48:39.010Z,2025-05-24T23:48:44Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5748545037,140,27.7,5748545033,56,Back,5748545045,213,1.39,5748545041,141,96.9,5748545043,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609503,384,83,1,41,58,c9xffml4i7ihblp1qhus9w3fu,0,62.2,20.1,2025-05-24T23:48:41.462Z,2025-05-24T23:48:48Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5748545317,399,1460tac94fhhy43lmohs4fj3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609595,324,1,1,42,1,bu5w8wprynlj9mvphvy8sd94f,0,33.6,88.7,2025-05-24T23:48:44.083Z,2025-05-24T23:48:50Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5748545503,1,,5748545285,141,86.8,5748545289,213,6.27,5748545281,56,Left,5748545279,155,,5748545287,212,71.6,5748545283,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609651,385,56,1,42,2,c9xffml4i7ihblp1qhus9w3fu,1,7.6,12.2,2025-05-24T23:48:45.206Z,2025-05-25T01:34:48Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5748545545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609983,325,5,1,42,8,bu5w8wprynlj9mvphvy8sd94f,0,101.6,81.7,2025-05-24T23:48:50.560Z,2025-05-25T01:33:29Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5748547343,56,Left,5748547415,233,386,5748547345,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609853,386,5,1,42,8,c9xffml4i7ihblp1qhus9w3fu,1,-1.6,18.3,2025-05-24T23:48:50.560Z,2025-05-25T01:33:28Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5748546593,56,Back,5748547381,233,325,5748546595,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609919,387,1,1,42,20,c9xffml4i7ihblp1qhus9w3fu,1,3.2,46.1,2025-05-24T23:49:03.037Z,2025-05-24T23:49:07Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5748546959,212,18.3,5748546961,213,0.22,5748546955,140,20.2,5748546965,237,,5748546953,56,Back,5748546957,141,52.1,5748546951,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818609933,388,1,1,42,24,c9xffml4i7ihblp1qhus9w3fu,0,22.8,58.2,2025-05-24T23:49:06.909Z,2025-05-24T23:49:08Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5748547039,1,,5748547017,155,,5748547027,141,33.4,5748547023,140,71.3,5748547035,213,5.96,5748547019,56,Center,5748547031,212,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610055,327,1,1,42,28,bu5w8wprynlj9mvphvy8sd94f,1,24.3,66.7,2025-05-24T23:49:11.490Z,2025-05-24T23:49:15Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5748547675,212,12.4,5748547669,56,Back,5748547677,213,0.06,5748547673,141,67.8,5748547671,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610061,328,1,1,42,32,bu5w8wprynlj9mvphvy8sd94f,1,36.1,67.8,2025-05-24T23:49:15.458Z,2025-05-24T23:49:16Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5748547709,212,7.4,5748547705,140,41.7,5748547711,213,5.62,5748547707,141,61.1,5748547703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610085,329,1,1,42,33,bu5w8wprynlj9mvphvy8sd94f,1,41.7,61.1,2025-05-24T23:49:16.090Z,2025-05-24T23:49:17Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5748547827,56,Back,5748547835,213,3.07,5748547829,140,31.1,5748547831,141,62.3,5748547833,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610135,330,1,1,42,35,bu5w8wprynlj9mvphvy8sd94f,1,31.0,62.1,2025-05-24T23:49:17.730Z,2025-05-24T23:49:21Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5748548107,141,64.0,5748548103,56,Back,5748548109,212,9.6,5748548111,213,3.01,5748548105,140,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610147,331,1,1,42,38,bu5w8wprynlj9mvphvy8sd94f,1,21.9,64.0,2025-05-24T23:49:20.786Z,2025-05-24T23:49:21Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5748548183,56,Back,5748548187,141,68.2,5748548191,213,0.24,5748548185,140,33.0,5748548189,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610183,332,1,1,42,38,bu5w8wprynlj9mvphvy8sd94f,1,33.0,68.2,2025-05-24T23:49:21.521Z,2025-05-24T23:49:24Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5748548365,213,1.74,5748548357,56,Back,5748548359,140,30.2,5748548361,141,93.9,5748548363,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610203,333,1,1,42,41,bu5w8wprynlj9mvphvy8sd94f,1,30.2,93.9,2025-05-24T23:49:24.154Z,2025-05-24T23:49:25Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5748548503,56,Back,5748548507,141,89.3,5748548509,212,17.8,5748548511,213,6.11,5748548505,140,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610239,334,1,1,42,42,bu5w8wprynlj9mvphvy8sd94f,1,47.1,89.3,2025-05-24T23:49:25.514Z,2025-05-24T23:49:28Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5748548717,56,Back,5748548727,213,4.26,5748548723,141,72.9,5748548719,140,42.0,5748548725,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610281,335,1,1,42,45,bu5w8wprynlj9mvphvy8sd94f,1,38.8,70.2,2025-05-24T23:49:27.930Z,2025-05-24T23:49:31Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5748548929,213,0.57,5748548925,141,90.2,5748548923,140,58.9,5748548927,212,25.1,5748548921,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610311,336,1,1,42,48,bu5w8wprynlj9mvphvy8sd94f,1,57.4,90.5,2025-05-24T23:49:30.882Z,2025-05-24T23:49:32Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5748549055,212,15.2,5748549053,141,77.9,5748549057,213,3.74,5748549051,140,45.5,5748549049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610351,337,1,1,42,49,bu5w8wprynlj9mvphvy8sd94f,1,45.8,78.1,2025-05-24T23:49:32.434Z,2025-05-24T23:49:35Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5748549365,212,7.1,5748549367,213,6.20,5748549363,141,77.2,5748549359,140,52.5,5748549355,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610371,338,1,1,42,52,bu5w8wprynlj9mvphvy8sd94f,1,53.1,67.2,2025-05-24T23:49:35.290Z,2025-05-24T23:49:37Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5748549489,56,Back,5748549491,140,38.9,5748549493,141,62.9,5748549499,213,3.34,5748549495,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610403,339,1,1,42,54,bu5w8wprynlj9mvphvy8sd94f,1,38.9,62.9,2025-05-24T23:49:37.225Z,2025-05-24T23:49:40Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5748549673,56,Back,5748549677,141,31.9,5748549681,213,4.66,5748549679,212,21.1,5748549675,140,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610435,340,1,1,42,57,bu5w8wprynlj9mvphvy8sd94f,1,41.4,34.5,2025-05-24T23:49:39.921Z,2025-05-24T23:49:42Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5748549829,213,1.50,5748549825,141,71.5,5748549821,56,Back,5748549823,140,43.2,5748549827,212,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610467,341,1,1,43,0,bu5w8wprynlj9mvphvy8sd94f,1,43.2,71.7,2025-05-24T23:49:42.570Z,2025-05-24T23:49:45Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5748549959,213,4.41,5748549955,141,64.8,5748549951,56,Back,5748549953,140,41.8,5748549957,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610499,342,1,1,43,2,bu5w8wprynlj9mvphvy8sd94f,1,43.6,65.1,2025-05-24T23:49:45.250Z,2025-05-24T23:49:48Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5748550123,56,Left,5748550127,141,91.1,5748550125,140,59.2,5748550133,213,0.82,5748550129,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610527,343,1,1,43,5,bu5w8wprynlj9mvphvy8sd94f,1,59.2,91.1,2025-05-24T23:49:47.930Z,2025-05-24T23:49:50Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5748550277,141,85.9,5748550273,56,Back,5748550281,213,3.34,5748550279,212,18.1,5748550275,140,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610573,344,1,1,43,7,bu5w8wprynlj9mvphvy8sd94f,1,41.7,85.6,2025-05-24T23:49:50.177Z,2025-05-24T23:49:55Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5748550529,213,4.62,5748550525,141,73.3,5748550521,56,Back,5748550527,212,8.4,5748550523,140,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610591,345,1,1,43,12,bu5w8wprynlj9mvphvy8sd94f,1,41.8,67.6,2025-05-24T23:49:55.402Z,2025-05-24T23:49:56Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5748550629,140,30.2,5748550633,212,12.2,5748550631,141,66.9,5748550627,56,Back,5748550635,213,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610625,346,1,1,43,14,bu5w8wprynlj9mvphvy8sd94f,1,30.3,66.9,2025-05-24T23:49:56.753Z,2025-05-24T23:49:59Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5748550837,213,1.14,5748550833,141,94.7,5748550831,140,38.5,5748550829,56,Back,5748550835,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610633,347,1,1,43,16,bu5w8wprynlj9mvphvy8sd94f,1,38.5,94.7,2025-05-24T23:49:59.330Z,2025-05-24T23:50:00Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5748550881,56,Back,5748550883,140,39.5,5748550887,212,8.7,5748550889,213,4.83,5748550885,141,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610657,348,1,1,43,18,bu5w8wprynlj9mvphvy8sd94f,1,40.2,82.0,2025-05-24T23:50:00.770Z,2025-05-24T23:50:02Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5748550975,56,Back,5748550979,141,80.5,5748550981,212,3.7,5748550983,213,3.42,5748550977,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610691,349,1,1,43,19,bu5w8wprynlj9mvphvy8sd94f,1,36.1,78.1,2025-05-24T23:50:01.969Z,2025-05-24T23:50:04Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5748551167,140,26.0,5748551171,212,12.6,5748551165,56,Back,5748551173,213,3.71,5748551169,141,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610773,350,1,1,43,21,bu5w8wprynlj9mvphvy8sd94f,1,23.9,67.3,2025-05-24T23:50:04.289Z,2025-05-24T23:50:10Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5748551609,212,16.9,5748551605,140,11.7,5748551611,213,3.85,5748551603,56,Back,5748551607,141,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610807,351,1,1,43,27,bu5w8wprynlj9mvphvy8sd94f,1,12.8,43.9,2025-05-24T23:50:10.257Z,2025-05-24T23:50:12Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5748551797,141,64.5,5748551793,56,Back,5748551801,213,1.18,5748551795,140,18.3,5748551799,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610845,352,1,1,43,30,bu5w8wprynlj9mvphvy8sd94f,1,19.4,65.1,2025-05-24T23:50:12.657Z,2025-05-24T23:50:14Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5748552047,141,58.1,5748552041,56,Back,5748552045,140,29.1,5748552051,213,5.85,5748552049,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610877,353,1,1,43,31,bu5w8wprynlj9mvphvy8sd94f,1,29.1,58.1,2025-05-24T23:50:14.249Z,2025-05-24T23:50:17Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5748552215,56,Back,5748552219,141,41.5,5748552217,140,15.5,5748552223,213,3.81,5748552221,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818610981,354,1,1,43,34,bu5w8wprynlj9mvphvy8sd94f,1,15.3,41.5,2025-05-24T23:50:16.994Z,2025-05-24T23:50:25Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5748552775,141,62.4,5748552779,213,1.67,5748552771,56,Back,5748552777,212,14.3,5748552773,140,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818611019,355,1,1,43,42,bu5w8wprynlj9mvphvy8sd94f,1,31.4,75.6,2025-05-24T23:50:25.137Z,2025-05-24T23:50:28Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5748552949,141,63.6,5748552945,56,Back,5748552953,213,3.82,5748552951,212,13.0,5748552947,140,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818611075,356,1,1,43,45,bu5w8wprynlj9mvphvy8sd94f,1,20.5,63.0,2025-05-24T23:50:28.170Z,2025-05-24T23:50:32Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5748553239,141,10.1,5748553235,56,Back,5748553237,140,24.8,5748553233,155,,5748553243,213,4.84,5748553241,212,36.3,5748553245,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818611109,357,1,1,43,49,bu5w8wprynlj9mvphvy8sd94f,1,24.6,10.4,2025-05-24T23:50:32.073Z,2025-05-24T23:50:34Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5748553389,56,Back,5748553391,140,38.7,5748553393,141,29.8,5748553397,212,19.8,5748553399,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818611127,358,1,1,43,51,bu5w8wprynlj9mvphvy8sd94f,1,39.0,30.1,2025-05-24T23:50:34.129Z,2025-05-24T23:50:36Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5748553569,212,17.5,5748553565,140,32.3,5748553571,213,1.99,5748553563,56,Back,5748553567,141,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818611219,359,1,1,43,53,bu5w8wprynlj9mvphvy8sd94f,1,33.2,54.2,2025-05-24T23:50:36.433Z,2025-05-24T23:50:43Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5748554085,140,44.7,5748554091,213,1.14,5748554089,212,29.1,5748554081,56,Back,5748554087,141,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818611257,360,1,1,44,0,bu5w8wprynlj9mvphvy8sd94f,1,58.1,88.4,2025-05-24T23:50:43.361Z,2025-05-24T23:50:45Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5748554229,140,57.7,5748554233,141,73.2,5748554237,213,4.67,5748554227,56,Center,5748554235,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818611299,361,1,1,44,2,bu5w8wprynlj9mvphvy8sd94f,1,57.8,73.2,2025-05-24T23:50:45.465Z,2025-05-24T23:50:49Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5748554459,212,10.4,5748554461,213,1.27,5748554455,140,60.7,5748554453,56,Left,5748554457,141,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818611345,362,1,1,44,7,bu5w8wprynlj9mvphvy8sd94f,1,54.1,85.6,2025-05-24T23:50:49.584Z,2025-05-24T23:50:52Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5748554689,140,37.5,5748554691,141,76.4,5748554699,213,3.49,5748554695,212,18.5,5748554687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818611363,363,1,1,44,10,bu5w8wprynlj9mvphvy8sd94f,1,37.5,76.4,2025-05-24T23:50:52.768Z,2025-05-24T23:50:54Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5748554821,213,1.03,5748554817,141,93.0,5748554813,56,Back,5748554819,212,13.1,5748554815,140,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818611437,364,1,1,44,11,bu5w8wprynlj9mvphvy8sd94f,1,44.1,92.7,2025-05-24T23:50:54.265Z,2025-05-24T23:50:59Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5748555207,140,30.1,5748555209,141,74.4,5748555213,213,3.84,5748555205,56,Back,5748555211,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818611441,365,1,1,44,16,bu5w8wprynlj9mvphvy8sd94f,0,38.3,80.3,2025-05-24T23:50:59.009Z,2025-05-24T23:51:00Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5748555245,141,76.9,5748555251,1,,5748555249,213,6.22,5748555243,140,75.3,5748555247,212,38.9,5748555241,56,Center,5748555239,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818611449,390,12,1,44,17,c9xffml4i7ihblp1qhus9w3fu,1,23.0,17.7,2025-05-24T23:51:00.093Z,2025-05-24T23:51:01Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5748555273,56,Back,5748555277,141,20.3,5748555281,213,0.37,5748555279,212,4.9,5748555275,140,27.4,5748555303,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818611495,392,1,1,44,19,c9xffml4i7ihblp1qhus9w3fu,1,27.4,20.3,2025-05-24T23:51:01.565Z,2025-05-24T23:51:02Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5748555509,213,4.71,5748555505,141,16.2,5748555503,140,27.4,5748555507,212,2.8,5748555501,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818611519,393,1,1,44,20,c9xffml4i7ihblp1qhus9w3fu,1,27.4,16.2,2025-05-24T23:51:02.733Z,2025-05-24T23:51:04Z,cbjd834y2hdx5jr3bda1zz6ga,E. Centeno,,,5748555607,56,Back,5748555615,213,1.49,5748555609,140,27.7,5748555613,212,3.7,5748555611,141,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818611527,394,1,1,44,21,c9xffml4i7ihblp1qhus9w3fu,1,27.7,21.6,2025-05-24T23:51:04.101Z,2025-05-24T23:51:04Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5748555649,140,24.4,5748555651,141,13.1,5748555653,212,6.7,5748555655,213,4.17,5748555647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818611565,395,1,1,44,22,c9xffml4i7ihblp1qhus9w3fu,1,24.4,13.1,2025-05-24T23:51:04.629Z,2025-05-24T23:51:08Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5748555855,212,16.1,5748555849,56,Back,5748555851,140,21.8,5748555853,141,36.4,5748555857,213,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818611597,396,1,1,44,25,c9xffml4i7ihblp1qhus9w3fu,1,21.8,36.6,2025-05-24T23:51:08.045Z,2025-05-24T23:51:10Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5748555997,56,Back,5748555999,140,35.7,5748556005,213,1.05,5748556001,141,73.6,5748556003,212,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818611691,397,1,1,44,28,c9xffml4i7ihblp1qhus9w3fu,1,35.0,82.6,2025-05-24T23:51:10.654Z,2025-05-24T23:51:18Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5748556503,212,13.1,5748556501,141,67.6,5748556505,213,4.03,5748556497,56,Back,5748556499,140,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
