id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2816216953,405,1,1,46,33,ak0rmms5xl49w57i2rvid1tk9,1,62.3,79.9,2025-05-18T01:53:36.122Z,2025-05-18T01:53:37Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5735282551,140,53.7,5735282557,213,3.88,5735282553,141,67.8,5735282549,56,Center,5735282555,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816217013,406,1,1,46,35,ak0rmms5xl49w57i2rvid1tk9,1,53.7,67.8,2025-05-18T01:53:37.641Z,2025-05-18T01:53:44Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5735282895,141,54.2,5735282887,56,Center,5735282899,212,9.4,5735282901,213,4.88,5735282891,140,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816217055,407,1,1,46,41,ak0rmms5xl49w57i2rvid1tk9,1,63.3,42.2,2025-05-18T01:53:43.897Z,2025-05-18T01:53:47Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5735283095,212,33.1,5735283087,56,Left,5735283099,1,,5735283091,140,70.1,5735283097,213,1.35,5735283093,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816217081,408,1,1,46,45,ak0rmms5xl49w57i2rvid1tk9,0,70.1,89.7,2025-05-18T01:53:47.673Z,2025-05-18T01:53:50Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5735283213,56,Center,5735283209,2,,5735283211,155,,5735283217,141,43.1,5735283215,140,90.6,5735283223,1,,5735283219,212,38.3,5735283221,213,5.31,,,,,,,,,,,,,,,,,,,,,,,
2816217175,345,12,1,46,49,224tl8u2smnbyliroayk69nt0,1,13.5,63.4,2025-05-18T01:53:51.581Z,2025-05-18T01:54:01Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5735283717,140,30.0,5735283719,141,72.4,5735283725,213,0.34,5735283715,56,Back,5735283723,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816217125,409,1,1,46,50,ak0rmms5xl49w57i2rvid1tk9,1,69.7,39.7,2025-05-18T01:53:53.057Z,2025-05-18T01:53:55Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5735283461,212,16.6,5735283459,141,15.5,5735283455,56,Right,5735283463,213,4.85,5735283457,140,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816217187,410,1,1,46,53,ak0rmms5xl49w57i2rvid1tk9,1,71.2,14.3,2025-05-18T01:53:55.777Z,2025-05-18T01:54:01Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5735283773,56,Center,5735283779,212,13.0,5735283781,213,1.99,5735283775,140,66.2,5735283777,141,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816217185,346,30,1,46,57,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-18T01:54:00.012Z,2025-05-18T01:54:03Z,,,,,5735283771,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816217199,412,30,1,46,57,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-05-18T01:54:00.012Z,2025-05-18T01:54:02Z,,,,,5735283849,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223565,369,18,2,45,0,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-18T02:08:59.010Z,2025-05-18T02:10:17Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5735317371,55,370,5735317327,44,Midfielder,5735317325,42,,5735317329,59,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223567,370,19,2,45,0,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-18T02:08:59.011Z,2025-05-18T05:00:15Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5735317341,59,18,5735577587,293,4,5735317343,44,Midfielder,5735577585,292,6,5735317335,42,,5735317345,55,369,5735317339,145,7,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223587,371,18,2,45,0,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-18T02:08:59.110Z,2025-05-18T02:10:21Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5735317513,55,372,5735317459,44,Forward,5735317461,59,9,5735317457,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223591,372,19,2,45,0,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-18T02:08:59.111Z,2025-05-18T05:00:18Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,,5735317475,42,,5735317481,59,10,5735317479,145,9,5735317483,44,Forward,5735577623,293,1,5735577621,292,9,5735317485,55,371,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222951,354,32,2,45,0,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-18T02:09:09.010Z,2025-05-18T02:09:09Z,,,,,5735314149,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222955,421,32,2,45,0,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-05-18T02:09:09.010Z,2025-05-18T02:09:12Z,,,,,5735314179,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222967,355,1,2,45,0,224tl8u2smnbyliroayk69nt0,1,49.7,49.9,2025-05-18T02:09:09.011Z,2025-05-18T02:09:11Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5735314255,213,3.26,5735314247,56,Back,5735314249,140,30.8,5735314253,212,20.0,5735314251,141,46.4,5735314257,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222981,356,1,2,45,1,224tl8u2smnbyliroayk69nt0,1,30.8,46.4,2025-05-18T02:09:10.192Z,2025-05-18T02:10:46Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5735314341,213,4.63,5735314337,141,21.2,5735314333,56,Back,5735314335,140,29.4,5735314339,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222983,357,1,2,45,2,224tl8u2smnbyliroayk69nt0,0,29.4,17.1,2025-05-18T02:09:11.086Z,2025-05-18T02:09:14Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5735314353,212,4.1,5735314345,157,,5735314349,140,33.2,5735314351,141,15.9,5735314357,1,,5735314417,286,,5735314355,213,6.08,5735314409,236,,5735314413,233,422,5735314347,56,Back,,,,,,,,,,,,,,,,,
2816222979,422,74,2,45,2,ak0rmms5xl49w57i2rvid1tk9,1,59.8,88.9,2025-05-18T02:09:11.087Z,2025-05-18T02:09:13Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5735314431,233,357,5735314319,285,,5735314317,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223005,358,44,2,45,3,224tl8u2smnbyliroayk69nt0,1,32.8,13.4,2025-05-18T02:09:12.804Z,2025-05-18T02:09:19Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5735314457,56,Back,5735314487,233,423,5735314459,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222989,423,44,2,45,3,ak0rmms5xl49w57i2rvid1tk9,0,67.2,86.6,2025-05-18T02:09:12.805Z,2025-05-18T02:09:21Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,,5735314381,56,Left,5735314511,233,358,5735314383,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223039,359,1,2,45,4,224tl8u2smnbyliroayk69nt0,1,26.3,15.8,2025-05-18T02:09:13.480Z,2025-05-18T02:09:20Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5735314633,213,0.15,5735314629,141,18.6,5735314623,3,,5735314625,56,Back,5735314627,140,38.7,5735314631,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223047,360,1,2,45,6,224tl8u2smnbyliroayk69nt0,1,38.7,18.6,2025-05-18T02:09:15.536Z,2025-05-18T02:11:34Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5735314667,3,,5735314675,212,10.5,5735314673,141,7.6,5735314677,213,3.94,5735314669,56,Back,5735314671,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223051,361,1,2,45,6,224tl8u2smnbyliroayk69nt0,0,31.7,7.4,2025-05-18T02:09:15.777Z,2025-05-18T02:11:39Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5735314705,141,0.0,5735314709,213,5.79,5735314711,1,,5735314703,140,42.6,5735314701,56,Back,5735314707,212,13.0,5735314699,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223059,362,5,2,45,7,224tl8u2smnbyliroayk69nt0,0,45.0,-1.3,2025-05-18T02:09:16.774Z,2025-05-18T04:09:28Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5735314739,56,Back,5735314743,347,,5735314929,233,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223085,424,5,2,45,7,ak0rmms5xl49w57i2rvid1tk9,1,55.0,101.3,2025-05-18T02:09:16.774Z,2025-05-18T04:09:27Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,,5735314881,347,,5735314879,56,Left,5735314921,233,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223111,425,1,2,45,15,ak0rmms5xl49w57i2rvid1tk9,1,46.0,100.0,2025-05-18T02:09:24.389Z,2025-05-18T02:09:27Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5735315059,212,23.7,5735315055,140,26.7,5735315057,141,83.6,5735315063,1,,5735315051,107,,5735315061,213,3.69,5735315053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223141,426,1,2,45,18,ak0rmms5xl49w57i2rvid1tk9,1,26.7,83.6,2025-05-18T02:09:27.677Z,2025-05-18T02:09:31Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5735315219,212,24.9,5735315213,56,Back,5735315215,140,12.8,5735315217,141,53.9,5735315221,213,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223171,427,1,2,45,22,ak0rmms5xl49w57i2rvid1tk9,1,12.8,53.9,2025-05-18T02:09:31.204Z,2025-05-18T02:09:34Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5735315367,212,21.2,5735315361,56,Back,5735315365,141,28.8,5735315363,140,24.8,5735315371,213,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223185,428,1,2,45,24,ak0rmms5xl49w57i2rvid1tk9,1,24.8,28.8,2025-05-18T02:09:33.872Z,2025-05-18T02:09:35Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5735315415,213,5.24,5735315407,56,Back,5735315409,140,33.9,5735315413,212,19.0,5735315411,141,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223197,429,1,2,45,26,ak0rmms5xl49w57i2rvid1tk9,0,33.9,4.6,2025-05-18T02:09:35.709Z,2025-05-18T02:09:38Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5735315483,140,66.6,5735315489,212,34.5,5735315491,213,6.17,5735315493,1,,5735315487,141,0.0,5735315479,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223267,363,5,2,45,29,224tl8u2smnbyliroayk69nt0,1,31.3,101.0,2025-05-18T02:09:38.379Z,2025-05-18T04:09:28Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5735315783,56,Back,5735315813,233,430,5735315785,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223201,430,5,2,45,29,ak0rmms5xl49w57i2rvid1tk9,0,68.7,-1.0,2025-05-18T02:09:38.379Z,2025-05-18T04:09:29Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5735315499,347,,5735315837,233,363,5735315497,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223301,364,1,2,45,37,224tl8u2smnbyliroayk69nt0,1,29.1,100.0,2025-05-18T02:09:46.736Z,2025-05-18T02:09:50Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5735315977,141,86.6,5735315971,107,,5735315973,56,Back,5735315979,212,10.3,5735315981,213,4.42,5735315975,140,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223307,365,1,2,45,41,224tl8u2smnbyliroayk69nt0,0,26.3,86.6,2025-05-18T02:09:50.168Z,2025-05-18T02:09:51Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5735316029,1,,5735316017,140,57.5,5735316023,212,33.8,5735316015,56,Center,5735316019,141,74.4,5735316027,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223367,432,1,2,45,44,ak0rmms5xl49w57i2rvid1tk9,1,49.3,30.7,2025-05-18T02:09:53.524Z,2025-05-18T03:13:42Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5735316309,212,19.0,5735316305,140,64.1,5735316311,213,0.62,5735316303,56,Center,5735316307,141,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223375,433,3,2,45,47,ak0rmms5xl49w57i2rvid1tk9,0,64.9,47.0,2025-05-18T02:09:56.705Z,2025-05-18T02:14:00Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5735316509,233,366,5735316357,56,Center,5735316359,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223391,366,7,2,45,47,224tl8u2smnbyliroayk69nt0,1,35.1,53.0,2025-05-18T02:09:56.706Z,2025-05-18T02:39:24Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5735316453,56,Back,5735316467,233,433,5735316455,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223411,368,1,2,45,50,224tl8u2smnbyliroayk69nt0,0,29.5,60.5,2025-05-18T02:09:59.864Z,2025-05-18T02:10:01Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5735316573,56,Back,5735316571,155,,5735316577,141,61.4,5735316579,212,16.6,5735316575,140,45.3,5735316581,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223433,434,8,2,45,52,ak0rmms5xl49w57i2rvid1tk9,1,48.5,55.2,2025-05-18T02:10:01.722Z,2025-05-18T02:14:59Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5735316707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223477,436,1,2,45,54,ak0rmms5xl49w57i2rvid1tk9,1,57.1,55.8,2025-05-18T02:10:03.350Z,2025-05-18T02:16:24Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5735316917,212,8.2,5735316911,56,Center,5735316915,141,64.3,5735316913,140,62.6,5735316919,213,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223481,437,61,2,45,57,ak0rmms5xl49w57i2rvid1tk9,1,62.6,64.3,2025-05-18T02:10:06.871Z,2025-05-18T02:10:21Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5735316939,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816225713,474,43,2,45,59,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-05-18T02:10:08.164Z,2025-05-18T02:14:56Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5735328641,56,Center,5735329717,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223535,438,1,2,46,0,ak0rmms5xl49w57i2rvid1tk9,1,62.4,63.4,2025-05-18T02:10:09.237Z,2025-05-18T02:10:13Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,,5735317213,1,,5735317209,212,38.6,5735317205,140,92.9,5735317211,213,5.69,5735317203,56,Center,5735317207,141,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223537,439,50,2,46,4,ak0rmms5xl49w57i2rvid1tk9,1,94.0,29.6,2025-05-18T02:10:13.101Z,2025-05-18T02:39:20Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5735317223,286,,5735395193,233,564,5735317221,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816236875,564,7,2,46,4,224tl8u2smnbyliroayk69nt0,1,6.0,70.4,2025-05-18T02:10:13.102Z,2025-05-18T02:39:21Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5735395183,233,439,5735395177,285,,5735395175,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223645,373,6,2,46,5,224tl8u2smnbyliroayk69nt0,0,6.8,61.6,2025-05-18T02:10:14.506Z,2025-05-18T03:19:27Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5735317827,56,Back,5735324135,233,440,5735317829,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223543,440,6,2,46,5,ak0rmms5xl49w57i2rvid1tk9,1,93.2,38.4,2025-05-18T02:10:14.506Z,2025-05-18T03:19:27Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5735317307,75,,5735324123,233,373,5735317305,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223931,441,1,2,46,45,ak0rmms5xl49w57i2rvid1tk9,0,99.5,0.5,2025-05-18T02:10:54.402Z,2025-05-18T02:10:57Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5735319083,212,33.1,5735319087,1,,5735319075,224,,5735319081,141,47.8,5735319079,140,92.1,5735319069,2,,5735319085,213,1.81,5735319077,56,Center,5735319071,6,,5735319073,155,,,,,,,,,,,,,,,,,,
2816223941,374,12,2,46,48,224tl8u2smnbyliroayk69nt0,1,6.8,48.5,2025-05-18T02:10:58Z,2025-05-18T03:02:18Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5735319125,56,Back,5735319145,15,,5735319129,141,0.0,5735319131,212,34.2,5735319127,140,13.8,5735319429,167,,5735319133,213,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223951,375,5,2,46,51,224tl8u2smnbyliroayk69nt0,0,11.4,-1.4,2025-05-18T02:11:00.585Z,2025-05-18T04:09:29Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5735319187,347,,5735320175,233,442,5735319185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224145,442,5,2,46,51,ak0rmms5xl49w57i2rvid1tk9,1,88.6,101.4,2025-05-18T02:11:00.585Z,2025-05-18T04:09:29Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5735320159,56,Left,5735320161,347,,5735320171,233,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224171,443,1,2,47,16,ak0rmms5xl49w57i2rvid1tk9,1,80.5,100.0,2025-05-18T02:11:25.732Z,2025-05-18T02:11:28Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5735320267,140,83.0,5735320263,107,,5735320273,213,5.08,5735320271,212,7.2,5735320269,141,90.8,5735320265,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224189,444,1,2,47,19,ak0rmms5xl49w57i2rvid1tk9,1,83.0,90.8,2025-05-18T02:11:28.076Z,2025-05-18T02:11:29Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5735320377,140,77.2,5735320379,141,94.1,5735320381,212,6.5,5735320375,56,Left,5735320383,213,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224197,445,1,2,47,20,ak0rmms5xl49w57i2rvid1tk9,1,77.2,94.1,2025-05-18T02:11:29.484Z,2025-05-18T02:11:30Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5735320421,213,3.38,5735320417,141,89.9,5735320415,140,66.0,5735320419,212,12.1,5735320413,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224225,446,1,2,47,21,ak0rmms5xl49w57i2rvid1tk9,1,64.8,89.4,2025-05-18T02:11:30.436Z,2025-05-18T02:11:33Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5735320607,212,33.4,5735320601,56,Back,5735320603,140,40.4,5735320611,1,,5735320605,141,57.9,5735320609,213,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224251,447,1,2,47,24,ak0rmms5xl49w57i2rvid1tk9,1,41.1,57.5,2025-05-18T02:11:33.524Z,2025-05-18T02:11:36Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5735320755,212,12.8,5735320751,140,53.3,5735320757,213,6.27,5735320753,141,57.3,5735320749,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224277,448,1,2,47,27,ak0rmms5xl49w57i2rvid1tk9,1,46.8,50.0,2025-05-18T02:11:36.349Z,2025-05-18T03:12:44Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5735320857,141,43.1,5735320861,213,3.57,5735320853,56,Back,5735320855,140,37.1,5735320859,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224321,449,1,2,47,29,ak0rmms5xl49w57i2rvid1tk9,1,32.4,33.6,2025-05-18T02:11:38.876Z,2025-05-18T02:11:43Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5735321095,212,18.6,5735321093,141,6.8,5735321089,56,Back,5735321097,213,4.92,5735321091,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224343,450,1,2,47,34,ak0rmms5xl49w57i2rvid1tk9,1,39.1,17.7,2025-05-18T02:11:43.468Z,2025-05-18T02:11:46Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5735321225,213,1.96,5735321217,56,Back,5735321223,212,14.1,5735321219,140,34.0,5735321221,141,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224355,451,1,2,47,38,ak0rmms5xl49w57i2rvid1tk9,1,34.8,41.9,2025-05-18T02:11:47.735Z,2025-05-18T02:11:49Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5735321309,213,4.70,5735321305,141,25.2,5735321303,140,34.7,5735321301,56,Back,5735321307,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224391,452,1,2,47,40,ak0rmms5xl49w57i2rvid1tk9,1,35.0,24.9,2025-05-18T02:11:49.292Z,2025-05-18T02:11:53Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5735321515,141,10.6,5735321513,140,60.6,5735321519,213,5.94,5735321517,212,28.6,5735321511,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224395,453,4,2,47,44,ak0rmms5xl49w57i2rvid1tk9,1,60.5,10.2,2025-05-18T02:11:53.076Z,2025-05-18T02:12:00Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5735321539,152,,5735321535,13,,5735321541,265,,5735321537,56,Right,5735321543,286,,5735321787,233,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224439,376,4,2,47,44,224tl8u2smnbyliroayk69nt0,0,39.5,89.8,2025-05-18T02:11:53.077Z,2025-05-18T02:12:01Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5735321723,265,,5735321719,56,Back,5735321721,152,,5735321745,233,453,5735321725,285,,5735321717,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224475,454,1,2,47,52,ak0rmms5xl49w57i2rvid1tk9,1,62.7,11.0,2025-05-18T02:12:01.983Z,2025-05-18T03:13:00Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5735321887,5,,5735321899,213,2.18,5735321895,141,17.4,5735321893,140,59.8,5735321897,212,5.3,5735321891,56,Right,5735321889,152,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224515,455,1,2,47,53,ak0rmms5xl49w57i2rvid1tk9,1,59.8,17.4,2025-05-18T02:12:02.572Z,2025-05-18T03:12:59Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5735322095,213,2.17,5735322087,56,Back,5735322091,141,51.9,5735322089,140,44.7,5735322093,212,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224551,456,1,2,47,57,ak0rmms5xl49w57i2rvid1tk9,1,44.7,51.9,2025-05-18T02:12:06.988Z,2025-05-18T02:12:10Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5735322225,212,34.6,5735322229,1,,5735322219,56,Left,5735322223,141,93.0,5735322221,140,64.1,5735322227,213,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224555,457,1,2,48,1,ak0rmms5xl49w57i2rvid1tk9,0,64.3,93.0,2025-05-18T02:12:10.461Z,2025-05-18T02:12:11Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5735322249,155,,5735322253,140,78.9,5735322251,56,Center,5735322257,212,22.2,5735322255,141,69.3,5735322259,213,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224627,377,1,2,48,3,224tl8u2smnbyliroayk69nt0,1,17.4,21.3,2025-05-18T02:12:12.088Z,2025-05-18T02:12:16Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5735322599,3,,5735322609,213,5.99,5735322605,141,17.9,5735322601,56,Back,5735322607,212,8.1,5735322603,140,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224583,458,83,2,48,4,ak0rmms5xl49w57i2rvid1tk9,0,65.7,77.2,2025-05-18T02:12:13.676Z,2025-05-18T02:12:20Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5735322919,399,c4va4gt5g10zm05qtucgyt889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224603,459,83,2,48,5,ak0rmms5xl49w57i2rvid1tk9,0,65.7,77.2,2025-05-18T02:12:14.819Z,2025-05-18T02:12:18Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5735322745,399,c4va4gt5g10zm05qtucgyt889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
