id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value
2789657495,318,1,1,40,25,83cpn99fh7ulkwe8nezy8a3mx,0,24.8,45.7,2025-03-16T21:19:02.186Z,2025-03-16T22:44:54Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5588905367,56,Back,5588905373,212,24.4,5588905371,141,46.0,5588905365,3,,5588905375,213,0.01,5588905369,140,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789657529,267,1,1,40,27,c9xffml4i7ihblp1qhus9w3fu,1,44.8,45.8,2025-03-16T21:19:04.548Z,2025-03-16T21:19:07Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5588905553,212,24.9,5588905551,141,16.5,5588905549,140,59.1,5588905547,56,Right,5588905555,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789657605,269,1,1,40,38,c9xffml4i7ihblp1qhus9w3fu,0,94.2,10.3,2025-03-16T21:19:15.108Z,2025-03-16T21:19:16Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5588905959,56,Right,5588905965,212,4.1,5588905961,140,93.4,5588905967,213,1.78,5588905999,236,,5588906001,233,319,5588905963,141,16.2,5588906005,286,,5588905955,2,,5588905957,155,,,,,,,,,,,,,,,,,,,
2789657601,319,12,1,40,38,83cpn99fh7ulkwe8nezy8a3mx,1,4.6,81.8,2025-03-16T21:19:15.208Z,2025-03-16T21:19:16Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5588905949,56,Back,5588905947,185,,5588906035,233,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789657633,270,61,1,40,40,c9xffml4i7ihblp1qhus9w3fu,1,93.2,15.2,2025-03-16T21:19:17.146Z,2025-03-16T21:19:17Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5588906111,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789657641,271,5,1,40,41,c9xffml4i7ihblp1qhus9w3fu,0,94.9,-1.3,2025-03-16T21:19:18.021Z,2025-03-16T23:57:59Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5588906957,233,320,5588906151,347,,5588906149,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789657795,320,5,1,40,41,83cpn99fh7ulkwe8nezy8a3mx,1,5.1,101.3,2025-03-16T21:19:18.021Z,2025-03-16T23:57:58Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5588906939,233,271,5588906907,347,,5588906905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789657809,321,1,1,40,56,83cpn99fh7ulkwe8nezy8a3mx,1,3.8,100.0,2025-03-16T21:19:33.466Z,2025-03-16T21:19:35Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5588907005,107,,5588907011,141,88.6,5588907013,212,8.8,5588907007,56,Back,5588907015,213,4.89,5588907009,140,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789657825,322,1,1,40,58,83cpn99fh7ulkwe8nezy8a3mx,0,5.3,88.1,2025-03-16T21:19:34.739Z,2025-03-16T21:21:32Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5588907125,213,5.81,5588907119,140,44.8,5588907115,157,,5588907127,1,,5588907121,141,57.0,5588907117,56,Back,5588907123,212,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789657835,272,44,1,41,0,c9xffml4i7ihblp1qhus9w3fu,1,58.6,47.6,2025-03-16T21:19:36.738Z,2025-03-16T23:58:30Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5588907167,56,Center,5588907221,233,323,5588907169,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789657833,323,44,1,41,0,83cpn99fh7ulkwe8nezy8a3mx,0,41.4,52.4,2025-03-16T21:19:36.739Z,2025-03-16T23:58:30Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5588907163,56,Back,5588907245,233,272,5588907165,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789657843,273,1,1,41,0,c9xffml4i7ihblp1qhus9w3fu,0,64.2,55.2,2025-03-16T21:19:37.372Z,2025-03-16T21:19:38Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5588907197,3,,5588907205,212,13.7,5588907203,141,68.4,5588907201,140,74.0,5588907207,213,0.72,5588907199,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789657947,324,1,1,41,5,83cpn99fh7ulkwe8nezy8a3mx,1,33.6,12.9,2025-03-16T21:19:42.306Z,2025-03-16T21:19:47Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5588907747,212,8.4,5588907741,56,Back,5588907743,140,33.0,5588907745,141,25.2,5588907749,213,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789657961,325,1,1,41,10,83cpn99fh7ulkwe8nezy8a3mx,1,31.0,20.7,2025-03-16T21:19:47.250Z,2025-03-16T21:19:50Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5588907823,213,0.20,5588907811,140,54.1,5588907815,141,28.0,5588907819,212,24.8,5588907807,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789658003,326,1,1,41,13,83cpn99fh7ulkwe8nezy8a3mx,0,54.9,28.9,2025-03-16T21:19:49.633Z,2025-03-16T21:19:53Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5588908025,140,71.0,5588908029,212,19.1,5588908031,213,5.80,5588908027,141,15.8,5588908023,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789658027,274,12,1,41,17,c9xffml4i7ihblp1qhus9w3fu,1,24.9,90.9,2025-03-16T21:19:53.844Z,2025-03-16T21:19:57Z,8lk5ve59333boqzpcmd0yidck,E. Kos,,,5588908175,167,,5588908129,213,0.79,5588908127,212,10.6,5588908123,140,32.0,5588908121,56,Back,5588908125,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789658029,275,5,1,41,17,c9xffml4i7ihblp1qhus9w3fu,0,35.0,101.8,2025-03-16T21:19:54.435Z,2025-03-16T23:57:59Z,8lk5ve59333boqzpcmd0yidck,E. Kos,,,5588908131,56,Back,5588908133,347,,5588908233,233,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789658033,327,5,1,41,17,83cpn99fh7ulkwe8nezy8a3mx,1,65.0,-1.8,2025-03-16T21:19:54.435Z,2025-03-16T21:20:01Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5588908157,347,,5588908195,233,275,5588908155,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789658375,328,1,1,41,46,83cpn99fh7ulkwe8nezy8a3mx,1,64.3,0.0,2025-03-16T21:20:23.138Z,2025-03-16T21:20:25Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5588909559,141,19.2,5588909563,213,1.29,5588909561,212,15.0,5588909555,56,Right,5588909553,107,,5588909557,140,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789658413,329,1,1,41,48,83cpn99fh7ulkwe8nezy8a3mx,1,68.2,19.2,2025-03-16T21:20:24.826Z,2025-03-16T21:20:27Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5588909749,212,10.8,5588909751,213,3.51,5588909745,140,58.6,5588909747,141,13.4,5588909743,56,Right,5588909741,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789658441,330,1,1,41,51,83cpn99fh7ulkwe8nezy8a3mx,0,59.0,9.5,2025-03-16T21:20:27.610Z,2025-03-16T21:20:30Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5588909883,213,0.42,5588909873,155,,5588909881,212,39.4,5588909877,140,93.3,5588909879,141,33.1,5588909875,56,Center,5588909885,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789658627,279,1,1,42,2,c9xffml4i7ihblp1qhus9w3fu,1,13.4,43.4,2025-03-16T21:20:39.210Z,2025-03-16T21:20:48Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5588910807,56,Back,5588910815,213,5.40,5588910813,212,14.6,5588910811,141,26.8,5588910805,123,,5588910809,140,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789658659,280,1,1,42,11,c9xffml4i7ihblp1qhus9w3fu,0,41.6,17.9,2025-03-16T21:20:48.387Z,2025-03-16T21:20:51Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5588910959,141,55.7,5588910965,1,,5588910961,212,38.0,5588910963,213,0.74,5588910955,56,Center,5588910957,140,68.2,5588910953,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789658689,332,1,1,42,15,83cpn99fh7ulkwe8nezy8a3mx,1,32.2,31.3,2025-03-16T21:20:51.761Z,2025-03-16T21:20:53Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5588911101,140,46.4,5588911103,141,41.8,5588911107,213,0.45,5588911097,3,,5588911105,212,16.5,5588911099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789658785,334,1,1,42,18,83cpn99fh7ulkwe8nezy8a3mx,1,46.4,42.1,2025-03-16T21:20:54.617Z,2025-03-16T21:21:01Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5588911549,140,78.5,5588911547,56,Center,5588911555,213,0.54,5588911551,141,71.7,5588911545,155,,5588911553,212,39.3,5588911557,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789658789,335,1,1,42,24,83cpn99fh7ulkwe8nezy8a3mx,0,91.5,73.9,2025-03-16T21:21:01.289Z,2025-03-16T21:21:01Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5588911579,213,4.48,5588911575,141,70.6,5588911573,140,91.0,5588911571,56,Center,5588911577,212,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789658795,281,61,1,42,25,c9xffml4i7ihblp1qhus9w3fu,1,5.7,26.4,2025-03-16T21:21:02.307Z,2025-03-16T21:21:02Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5588911599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789658997,283,1,1,42,35,c9xffml4i7ihblp1qhus9w3fu,1,12.3,50.9,2025-03-16T21:21:12.372Z,2025-03-16T21:21:19Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5588912723,123,,5588912731,212,17.0,5588912727,140,18.9,5588912733,213,1.15,5588912725,56,Back,5588912729,141,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659035,284,1,1,42,42,c9xffml4i7ihblp1qhus9w3fu,1,25.0,66.1,2025-03-16T21:21:19.523Z,2025-03-16T21:21:22Z,8lk5ve59333boqzpcmd0yidck,E. Kos,,,5588912889,213,4.77,5588912885,141,28.8,5588912887,212,25.4,5588912881,56,Back,5588912883,140,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659061,285,1,1,42,45,c9xffml4i7ihblp1qhus9w3fu,1,28.8,33.9,2025-03-16T21:21:22.210Z,2025-03-16T21:21:24Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5588912991,213,1.56,5588912983,56,Back,5588912987,141,50.6,5588912989,212,11.4,5588912985,140,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659093,286,1,1,42,47,c9xffml4i7ihblp1qhus9w3fu,1,30.0,51.0,2025-03-16T21:21:24.338Z,2025-03-16T21:21:27Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5588913149,56,Center,5588913159,1,,5588913153,141,71.2,5588913151,140,73.2,5588913157,213,0.29,5588913147,155,,5588913155,212,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659109,287,44,1,42,50,c9xffml4i7ihblp1qhus9w3fu,1,74.0,78.6,2025-03-16T21:21:27.090Z,2025-03-16T21:21:32Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5588913211,286,,5588913217,233,336,5588913209,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659101,336,44,1,42,50,83cpn99fh7ulkwe8nezy8a3mx,0,26.0,21.4,2025-03-16T21:21:27.091Z,2025-03-16T21:21:33Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5588913227,233,287,5588913179,285,,5588913175,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659163,288,1,1,42,50,c9xffml4i7ihblp1qhus9w3fu,1,73.3,71.4,2025-03-16T21:21:27.362Z,2025-03-16T21:21:33Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5588913485,212,15.5,5588913495,156,,5588913479,56,Left,5588913487,213,2.58,5588913477,3,,5588913481,140,60.8,5588913483,141,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659189,289,1,1,42,55,c9xffml4i7ihblp1qhus9w3fu,1,59.4,89.3,2025-03-16T21:21:32.282Z,2025-03-16T21:21:35Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5588913627,141,73.9,5588913631,213,3.61,5588913623,56,Back,5588913625,140,39.7,5588913629,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659223,290,1,1,42,58,c9xffml4i7ihblp1qhus9w3fu,1,39.0,70.6,2025-03-16T21:21:35.362Z,2025-03-16T21:21:38Z,8lk5ve59333boqzpcmd0yidck,E. Kos,,,5588913791,213,4.82,5588913783,56,Back,5588913787,141,37.4,5588913789,212,22.7,5588913785,140,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659265,291,1,1,43,1,c9xffml4i7ihblp1qhus9w3fu,0,44.0,36.4,2025-03-16T21:21:37.971Z,2025-03-16T21:21:41Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5588913983,141,13.7,5588913981,140,68.5,5588913977,155,,5588913987,213,5.74,5588913979,56,Right,5588913985,212,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659301,337,1,1,43,5,83cpn99fh7ulkwe8nezy8a3mx,0,24.8,88.9,2025-03-16T21:21:42.122Z,2025-03-16T21:21:44Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5588914133,212,20.4,5588914123,56,Back,5588914121,3,,5588914125,140,42.5,5588914135,213,0.42,5588914129,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659353,292,5,1,43,7,c9xffml4i7ihblp1qhus9w3fu,1,59.8,-1.5,2025-03-16T21:21:44.130Z,2025-03-16T23:57:59Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5588914397,56,Right,5588914433,233,338,5588914399,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659313,338,5,1,43,7,83cpn99fh7ulkwe8nezy8a3mx,0,40.2,101.5,2025-03-16T21:21:44.130Z,2025-03-16T23:58:00Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5588914167,347,,5588914165,56,Back,5588914461,233,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659391,293,1,1,43,12,c9xffml4i7ihblp1qhus9w3fu,1,63.5,0.0,2025-03-16T21:21:49.018Z,2025-03-16T21:21:52Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5588914629,141,30.6,5588914635,1,,5588914625,56,Center,5588914623,107,,5588914627,140,56.9,5588914633,213,1.87,5588914631,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659403,294,1,1,43,15,c9xffml4i7ihblp1qhus9w3fu,0,55.0,30.7,2025-03-16T21:21:52.153Z,2025-03-16T21:21:54Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5588914797,233,339,5588914687,56,Center,5588914795,236,,5588914695,213,4.71,5588914689,140,55.0,5588914805,286,,5588914691,141,27.4,5588914693,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,
2789659415,339,74,1,43,15,83cpn99fh7ulkwe8nezy8a3mx,1,30.2,66.4,2025-03-16T21:21:52.154Z,2025-03-16T22:43:32Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5588914839,233,294,5588914773,56,Back,5588914775,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659509,341,1,1,43,19,83cpn99fh7ulkwe8nezy8a3mx,1,55.5,67.3,2025-03-16T21:21:56.089Z,2025-03-16T21:22:07Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,1.0,,5588915269,141,47.9,5588915265,56,Center,5588915273,213,5.16,5588915271,212,14.7,5588915267,140,61.6,5588915553,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659515,342,15,1,43,24,83cpn99fh7ulkwe8nezy8a3mx,1,87.7,36.8,2025-03-16T21:22:01.434Z,2025-03-17T00:53:24Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5588915577,146,96.2,5588915563,78,,5588915571,102,51.8,5588915575,215,,5588915379,20,,5588915593,233,295,5588915567,55,341,5589199077,23,,5588915573,103,5.1,5588915565,29,,5588915295,56,5589404499,63,,5588915579,147,,,,Center,45.5,,,,,,
2789659507,295,10,1,43,24,c9xffml4i7ihblp1qhus9w3fu,1,4.9,53.0,2025-03-16T21:22:01.534Z,2025-03-16T21:22:08Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5588915617,233,342,5588915383,177,,5588915385,179,,5588915263,56,Back,5588915261,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659605,297,1,1,43,32,c9xffml4i7ihblp1qhus9w3fu,1,7.3,44.5,2025-03-16T21:22:08.945Z,2025-03-16T21:22:11Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5588915699,56,Back,5588915723,189,,5588915707,141,25.8,5588915695,123,,5588915703,140,34.0,5588915715,213,5.86,5588915711,212,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659659,298,1,1,43,35,c9xffml4i7ihblp1qhus9w3fu,1,36.5,34.0,2025-03-16T21:22:12.289Z,2025-03-16T21:22:15Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5588915965,212,12.2,5588915959,56,Back,5588915967,213,2.20,5588915963,141,48.5,5588915961,140,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659687,299,1,1,43,38,c9xffml4i7ihblp1qhus9w3fu,1,31.3,53.7,2025-03-16T21:22:15.449Z,2025-03-16T21:22:18Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5588916083,141,72.4,5588916081,140,27.4,5588916087,213,1.88,5588916079,56,Back,5588916085,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659731,300,1,1,43,41,c9xffml4i7ihblp1qhus9w3fu,1,31.5,81.1,2025-03-16T21:22:18.425Z,2025-03-16T21:22:21Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5588916305,140,42.8,5588916311,213,0.49,5588916309,212,13.4,5588916307,141,90.3,5588916303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659747,301,1,1,43,45,c9xffml4i7ihblp1qhus9w3fu,1,46.6,90.2,2025-03-16T21:22:21.770Z,2025-03-16T21:22:23Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5588916375,56,Back,5588916379,141,78.7,5588916377,140,42.5,5588916383,213,4.21,5588916381,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659769,302,1,1,43,46,c9xffml4i7ihblp1qhus9w3fu,1,44.2,76.4,2025-03-16T21:22:23.274Z,2025-03-16T21:22:25Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5588916475,213,2.37,5588916469,140,39.2,5588916467,56,Back,5588916471,141,83.9,5588916473,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659801,303,1,1,43,48,c9xffml4i7ihblp1qhus9w3fu,1,44.7,68.1,2025-03-16T21:22:25.513Z,2025-03-16T21:22:28Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5588916585,141,38.6,5588916583,140,38.6,5588916581,56,Back,5588916587,212,21.1,5588916589,213,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659829,305,1,1,43,52,c9xffml4i7ihblp1qhus9w3fu,0,43.8,37.9,2025-03-16T21:22:29.497Z,2025-03-16T21:22:31Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5588916687,140,70.3,5588916693,213,5.76,5588916691,212,32.2,5588916683,155,,5588916685,56,Right,5588916695,1,,5588916689,141,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659895,346,1,1,43,55,83cpn99fh7ulkwe8nezy8a3mx,1,23.9,92.1,2025-03-16T21:22:31.874Z,2025-03-16T21:22:39Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5588916975,3,,5588916985,213,5.91,5588916979,140,31.6,5588916977,56,Back,5588916983,212,8.7,5588916981,141,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659881,306,83,1,44,0,c9xffml4i7ihblp1qhus9w3fu,0,65.8,7.9,2025-03-16T21:22:37.240Z,2025-03-16T21:22:42Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5588917103,399,869lv47g5aohwwzeyzx9xmt7u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659925,348,4,1,44,5,83cpn99fh7ulkwe8nezy8a3mx,1,38.0,88.4,2025-03-16T21:22:41.586Z,2025-03-16T22:43:01Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5588917111,56,Back,5588917113,152,,5588917117,286,,5588917109,13,,5588917161,233,307,5588917115,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659927,307,4,1,44,5,c9xffml4i7ihblp1qhus9w3fu,0,62.0,11.6,2025-03-16T21:22:41.587Z,2025-03-16T22:43:01Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5588917135,13,,5588917143,285,,5588917141,265,,5588917137,56,Right,5588917139,152,,5588917199,233,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789660417,349,1,1,44,40,83cpn99fh7ulkwe8nezy8a3mx,0,32.9,85.0,2025-03-16T21:23:17.386Z,2025-03-16T21:23:20Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5588919465,212,42.6,5588919459,56,Left,5588919463,141,90.6,5588919461,140,73.3,5588919467,213,0.09,5588919469,1,,5588919455,155,,5588919457,152,,5588919453,5,,,,,,,,,,,,,,,,,,,,,,
2789660431,308,44,1,44,43,c9xffml4i7ihblp1qhus9w3fu,1,27.0,9.5,2025-03-16T21:23:19.624Z,2025-03-16T21:23:23Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5588919515,56,Back,5588919561,233,350,5588919517,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789660421,350,44,1,44,43,83cpn99fh7ulkwe8nezy8a3mx,0,73.0,90.5,2025-03-16T21:23:19.625Z,2025-03-16T21:23:25Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5588919491,286,,5588919489,56,Left,5588919605,233,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789660463,309,12,1,44,43,c9xffml4i7ihblp1qhus9w3fu,1,27.3,9.5,2025-03-16T21:23:20.128Z,2025-03-16T22:44:27Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5588919691,141,8.6,5588919717,15,,5588919693,212,10.3,5588919689,140,37.1,5588919695,213,6.22,5588919687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789660491,311,1,1,44,47,c9xffml4i7ihblp1qhus9w3fu,0,38.6,11.6,2025-03-16T21:23:24.257Z,2025-03-16T21:23:27Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5588919819,141,11.4,5588919845,233,351,5588919843,236,,5588919821,212,6.3,5588919823,213,6.26,5588919849,286,,5588919815,56,Back,5588919813,155,,5588919817,140,44.6,,,,,,,,,,,,,,,,,,,,,
2789660467,351,74,1,44,47,83cpn99fh7ulkwe8nezy8a3mx,1,56.0,88.1,2025-03-16T21:23:24.258Z,2025-03-16T21:23:26Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5588919865,233,311,5588919713,56,Left,5588919715,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789660515,353,1,1,44,49,83cpn99fh7ulkwe8nezy8a3mx,1,61.3,85.4,2025-03-16T21:23:26.409Z,2025-03-16T21:23:27Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5588919949,212,18.2,5588919951,213,6.03,5588919945,140,78.1,5588919947,141,78.8,5588919943,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789660543,354,1,1,44,51,83cpn99fh7ulkwe8nezy8a3mx,0,78.1,78.8,2025-03-16T21:23:27.705Z,2025-03-16T21:23:30Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5588920051,212,12.8,5588920045,56,Center,5588920053,213,4.25,5588920049,141,62.0,5588920047,140,72.7,5588920089,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789660575,313,1,1,44,54,c9xffml4i7ihblp1qhus9w3fu,1,31.7,44.5,2025-03-16T21:23:31.192Z,2025-03-16T21:23:32Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5588920211,56,Back,5588920213,140,48.8,5588920217,212,18.7,5588920219,213,0.29,5588920215,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789660673,314,1,1,44,56,c9xffml4i7ihblp1qhus9w3fu,1,46.9,53.3,2025-03-16T21:23:32.624Z,2025-03-16T21:23:41Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5588920687,212,17.8,5588920677,56,Back,5588920681,140,35.4,5588920685,141,72.6,5588920689,213,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
