id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2823783241,356,1,1,38,39,5h878vnmkbuy2ummddprusxgq,1,45.5,38.8,2025-06-22T02:45:51.381Z,2025-06-22T02:45:52Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5777534121,213,3.83,5777534113,56,Back,5777534115,140,37.2,5777534119,212,11.3,5777534117,141,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783243,357,1,1,38,40,5h878vnmkbuy2ummddprusxgq,1,37.1,28.1,2025-06-22T02:45:52.533Z,2025-06-22T02:45:53Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5777534131,140,40.3,5777534137,213,5.10,5777534133,141,16.1,5777534135,212,8.8,5777534129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783249,358,1,1,38,41,5h878vnmkbuy2ummddprusxgq,1,40.3,16.1,2025-06-22T02:45:53.772Z,2025-06-22T02:45:55Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5777534163,213,3.13,5777534161,212,8.9,5777534159,141,16.3,5777534155,56,Back,5777534157,140,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783255,359,1,1,38,43,5h878vnmkbuy2ummddprusxgq,1,31.2,17.2,2025-06-22T02:45:55.756Z,2025-06-22T02:45:58Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5777534197,141,27.7,5777534193,56,Back,5777534195,140,31.0,5777534199,212,7.1,5777534201,213,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783261,360,1,1,38,45,5h878vnmkbuy2ummddprusxgq,1,31.0,27.7,2025-06-22T02:45:58.172Z,2025-06-22T02:46:01Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5777534229,140,22.1,5777534231,141,66.3,5777534233,212,27.9,5777534227,56,Back,5777534235,213,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783263,361,1,1,38,49,5h878vnmkbuy2ummddprusxgq,1,24.7,69.0,2025-06-22T02:46:01.444Z,2025-06-22T02:46:02Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5777534247,213,6.28,5777534241,140,34.2,5777534245,212,10.0,5777534239,56,Back,5777534243,141,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783267,362,1,1,38,50,5h878vnmkbuy2ummddprusxgq,1,34.2,68.9,2025-06-22T02:46:02.741Z,2025-06-22T02:46:08Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5777534293,213,4.95,5777534285,56,Back,5777534291,212,12.4,5777534287,140,37.0,5777534289,141,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783281,363,1,1,38,55,5h878vnmkbuy2ummddprusxgq,1,65.9,79.7,2025-06-22T02:46:07.972Z,2025-06-22T02:46:13Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5777534375,141,95.1,5777534373,140,89.4,5777534377,212,26.8,5777534371,56,Left,5777534379,213,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783289,364,61,1,39,1,5h878vnmkbuy2ummddprusxgq,1,91.1,82.5,2025-06-22T02:46:13.465Z,2025-06-22T02:46:13Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5777534405,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783297,365,1,1,39,2,5h878vnmkbuy2ummddprusxgq,1,92.7,84.9,2025-06-22T02:46:15.165Z,2025-06-22T02:48:45Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,1.0,,5777534453,56,Center,5777534455,140,88.6,5777534639,210,13,5777534457,141,64.7,5777534459,212,14.4,5777534461,213,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783301,366,13,1,39,4,5h878vnmkbuy2ummddprusxgq,1,84.9,66.1,2025-06-22T02:46:16.932Z,2025-06-22T02:46:31Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5777534657,231,52.5,5777534543,20,,5777534545,64,,5777534465,22,,5777534641,83,,5777534643,29,,5777534645,55,365,5777534649,102,57.8,5777534651,103,5777534655,230,5777534653,215,,5777534469,56,Center,,,,,,33.3,,,,,,,99.0,,,,,,,
2823783339,296,5,1,39,5,kfq8fhwnmycbtad1u0fyefx0,1,-0.4,45.4,2025-06-22T02:46:17.931Z,2025-06-22T04:41:10Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5777548185,346,,5777534689,233,367,5777534673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783303,367,5,1,39,5,5h878vnmkbuy2ummddprusxgq,0,100.4,54.6,2025-06-22T02:46:17.931Z,2025-06-22T03:14:33Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5777548187,346,,5777534697,233,296,5777534477,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783375,297,1,1,39,34,kfq8fhwnmycbtad1u0fyefx0,0,4.0,49.7,2025-06-22T02:46:46.788Z,2025-06-22T02:46:57Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5777535041,74,,5777534851,56,Back,5777535011,124,,5777534853,140,48.7,5777534855,141,100.0,5777534859,213,0.64,5777534861,1,,5777534939,189,,5777534857,212,,,,,,,,,,,,,,58.6,,,,,,,,,,,,,,
2823783377,298,5,1,39,35,kfq8fhwnmycbtad1u0fyefx0,0,49.7,101.5,2025-06-22T02:46:47.864Z,2025-06-22T04:41:11Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5777535111,233,369,5777534863,56,Back,5777534865,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783409,369,5,1,39,35,5h878vnmkbuy2ummddprusxgq,1,50.3,-1.5,2025-06-22T02:46:47.864Z,2025-06-22T04:41:10Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5777535093,347,,5777535107,233,298,5777535091,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783415,370,1,1,39,49,5h878vnmkbuy2ummddprusxgq,1,48.8,0.0,2025-06-22T02:47:02.059Z,2025-06-22T02:47:05Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5777535157,213,0.23,5777535149,56,Right,5777535147,107,,5777535153,141,2.2,5777535155,212,12.4,5777535151,140,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783419,371,4,1,39,53,5h878vnmkbuy2ummddprusxgq,1,60.5,9.5,2025-06-22T02:47:05.747Z,2025-06-22T03:14:17Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5777535177,152,,5777547947,294,,5777535173,13,,5777535175,56,Right,5777535219,233,299,5777535181,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783427,299,4,1,39,53,kfq8fhwnmycbtad1u0fyefx0,0,39.5,90.5,2025-06-22T02:47:05.748Z,2025-06-22T03:11:38Z,bnhjfu5p8tysruk7aep5dr1ex,G. Robinson,,,5777535209,13,,5777535211,294,,5777535213,56,Back,5777535215,152,,5777535217,285,,5777535237,233,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783477,372,1,1,40,19,5h878vnmkbuy2ummddprusxgq,0,65.1,16.9,2025-06-22T02:47:31.660Z,2025-06-22T02:47:33Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5777535445,152,,5777535443,155,,5777535447,56,Right,5777535441,5,,5777535453,212,21.1,5777535455,213,6.13,5777535451,141,12.1,5777535449,140,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783489,300,1,1,40,22,kfq8fhwnmycbtad1u0fyefx0,1,20.9,74.1,2025-06-22T02:47:35.106Z,2025-06-22T02:47:36Z,bnhjfu5p8tysruk7aep5dr1ex,G. Robinson,,,5777535505,3,,5777535513,212,7.7,5777535515,213,5.10,5777535507,56,Back,5777535511,141,63.6,5777535509,140,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783509,302,1,1,40,24,kfq8fhwnmycbtad1u0fyefx0,1,24.2,63.5,2025-06-22T02:47:36.972Z,2025-06-22T02:47:44Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5777535597,56,Back,5777535603,212,16.7,5777535599,140,40.1,5777535605,213,0.04,5777535601,141,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783513,303,4,1,40,28,kfq8fhwnmycbtad1u0fyefx0,1,36.8,73.2,2025-06-22T02:47:41.058Z,2025-06-22T02:48:20Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5777535631,233,373,5777535623,56,Back,5777535625,152,,5777535621,13,,5777536095,294,,5777535629,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783505,373,4,1,40,28,5h878vnmkbuy2ummddprusxgq,0,63.2,26.8,2025-06-22T02:47:41.059Z,2025-06-22T02:48:23Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5777535573,13,,5777535575,56,Center,5777535581,285,,5777535577,152,,5777535637,233,303,5777536109,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783593,304,27,1,41,10,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-06-22T02:48:23.091Z,2025-06-22T02:48:29Z,,,,,5777536159,233,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783605,374,27,1,41,10,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-06-22T02:48:23.091Z,2025-06-22T02:48:30Z,,,,,5777536155,41,Injury,5777536157,53,8gy9wgqywaqi9uy6i31i0q21h,5777536177,233,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823783985,306,28,1,43,49,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-06-22T02:51:02.066Z,2025-06-22T04:41:36Z,,,,,5777538273,55,304,5777585845,233,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784051,376,28,1,43,49,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-06-22T02:51:02.066Z,2025-06-22T04:41:37Z,,,,,5777585849,233,306,5777538651,55,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784057,308,1,1,44,25,kfq8fhwnmycbtad1u0fyefx0,1,36.6,59.9,2025-06-22T02:51:38.025Z,2025-06-22T02:51:38Z,d2yqubc3u7bjj96yqawjojod0,X. Gnaulati,,,5777538675,152,,5777538673,5,,5777538681,141,69.6,5777538685,213,1.51,5777538683,212,6.6,5777538677,56,Back,5777538679,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784065,309,1,1,44,26,kfq8fhwnmycbtad1u0fyefx0,1,37.0,69.6,2025-06-22T02:51:38.729Z,2025-06-22T02:51:41Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5777538713,212,16.3,5777538715,213,1.26,5777538707,56,Back,5777538711,141,92.4,5777538709,140,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784067,310,1,1,44,28,kfq8fhwnmycbtad1u0fyefx0,1,43.8,92.1,2025-06-22T02:51:40.968Z,2025-06-22T02:51:43Z,bnhjfu5p8tysruk7aep5dr1ex,G. Robinson,,,5777538735,213,5.60,5777538727,56,Center,5777538733,212,14.7,5777538731,141,78.5,5777538729,140,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784069,311,1,1,44,30,kfq8fhwnmycbtad1u0fyefx0,1,55.1,74.4,2025-06-22T02:51:42.993Z,2025-06-22T02:51:47Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5777538761,213,4.40,5777538759,212,10.6,5777538757,141,59.6,5777538755,140,52.0,5777538753,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784077,312,1,1,44,35,kfq8fhwnmycbtad1u0fyefx0,1,54.1,44.9,2025-06-22T02:51:47.801Z,2025-06-22T02:52:30Z,d2yqubc3u7bjj96yqawjojod0,X. Gnaulati,,,5777538787,140,56.4,5777538791,212,14.1,5777538793,213,1.40,5777538785,56,Center,5777538789,141,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784081,313,1,1,44,37,kfq8fhwnmycbtad1u0fyefx0,1,56.3,65.1,2025-06-22T02:51:49.873Z,2025-06-22T02:51:52Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5777538821,213,1.11,5777538815,140,66.0,5777538813,56,Left,5777538817,141,95.0,5777538819,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784095,314,1,1,44,39,kfq8fhwnmycbtad1u0fyefx0,1,66.0,95.0,2025-06-22T02:51:52.160Z,2025-06-22T02:52:01Z,bnhjfu5p8tysruk7aep5dr1ex,G. Robinson,,,5777538909,56,Left,5777538915,212,13.1,5777538913,141,92.3,5777538917,213,6.14,5777538911,140,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784085,377,83,1,44,43,5h878vnmkbuy2ummddprusxgq,0,18.2,12.4,2025-06-22T02:51:55.806Z,2025-06-22T02:52:02Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5777538939,399,2m28wyud6xi78nt8e92p9keay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784097,315,61,1,44,49,kfq8fhwnmycbtad1u0fyefx0,0,95.1,82.5,2025-06-22T02:52:01.736Z,2025-06-22T02:52:02Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5777538923,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784155,316,5,1,44,50,kfq8fhwnmycbtad1u0fyefx0,0,101.1,72.1,2025-06-22T02:52:02.688Z,2025-06-22T04:41:11Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5777539249,346,,5777539247,56,Center,5777539259,233,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784153,378,5,1,44,50,5h878vnmkbuy2ummddprusxgq,1,-1.1,27.9,2025-06-22T02:52:02.688Z,2025-06-22T04:41:11Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5777539241,56,Back,5777539243,346,,5777539253,233,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784179,379,1,1,45,25,5h878vnmkbuy2ummddprusxgq,0,4.3,59.1,2025-06-22T02:52:37.510Z,2025-06-22T02:52:41Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,,5777539393,212,51.1,5777539385,124,,5777539395,213,0.10,5777539391,141,66.8,5777539387,56,Center,5777539397,1,,5777539399,74,,5777539389,140,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784193,318,1,1,45,32,kfq8fhwnmycbtad1u0fyefx0,0,57.0,27.4,2025-06-22T02:52:44.481Z,2025-06-22T02:52:47Z,d2yqubc3u7bjj96yqawjojod0,X. Gnaulati,,,5777539477,212,32.2,5777539471,56,Right,5777539475,141,19.7,5777539473,140,87.3,5777539469,155,,5777539479,213,6.12,5777539481,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784199,380,12,1,45,35,5h878vnmkbuy2ummddprusxgq,1,12.3,77.1,2025-06-22T02:52:47.301Z,2025-06-22T02:52:50Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5777539505,56,Back,5777539513,213,2.54,5777539507,140,0.0,5777539515,167,,5777539511,212,16.2,5777539509,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784207,319,6,1,45,37,kfq8fhwnmycbtad1u0fyefx0,1,100.0,13.6,2025-06-22T02:52:49.343Z,2025-06-22T03:11:41Z,d2yqubc3u7bjj96yqawjojod0,X. Gnaulati,,,5777539545,56,Right,5777539547,75,,5777539561,233,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784201,381,6,1,45,37,5h878vnmkbuy2ummddprusxgq,0,0.0,86.4,2025-06-22T02:52:49.343Z,2025-06-22T02:52:57Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5777539567,233,319,5777539519,73,,5777539517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784273,320,27,1,46,11,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-06-22T02:53:24.185Z,2025-06-22T02:53:35Z,,,,,5777539979,233,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784291,382,27,1,46,11,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-06-22T02:53:24.185Z,2025-06-22T02:53:35Z,,,,,5777539983,233,320,5777539975,41,Injury,5777539977,53,8gy9wgqywaqi9uy6i31i0q21h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784305,383,18,1,46,32,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-06-22T02:53:44.596Z,2025-06-22T05:16:05Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5777540063,59,25,5777540099,55,384,5777590325,41,,5777540061,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784307,384,19,1,46,32,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-06-22T02:53:44.597Z,2025-06-22T05:16:04Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5777540075,293,5,5777590323,41,,5777540073,292,5,5777540071,59,5,5777540069,145,5,5777540079,55,383,5777540077,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784311,321,28,1,46,44,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-06-22T02:53:57.064Z,2025-06-22T02:53:57Z,,,,,5777540101,55,320,5777540109,233,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784313,385,28,1,46,44,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-06-22T02:53:57.064Z,2025-06-22T02:53:57Z,,,,,5777540105,55,382,5777540113,233,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784339,322,1,1,46,57,kfq8fhwnmycbtad1u0fyefx0,1,99.5,0.5,2025-06-22T02:54:09.399Z,2025-06-22T02:54:16Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,,5777540255,140,92.6,5777540253,56,Right,5777540251,6,,5777540261,213,2.65,5777540259,212,8.2,5777540257,141,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784345,323,1,1,47,0,kfq8fhwnmycbtad1u0fyefx0,1,90.2,6.7,2025-06-22T02:54:12.767Z,2025-06-22T02:54:14Z,d2yqubc3u7bjj96yqawjojod0,X. Gnaulati,,,5777540281,141,10.0,5777540285,213,2.76,5777540283,212,6.1,5777540279,140,84.8,5777540277,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784347,324,1,1,47,1,kfq8fhwnmycbtad1u0fyefx0,0,87.1,11.8,2025-06-22T02:54:14.199Z,2025-06-22T02:54:16Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,,5777540297,141,60.6,5777540299,212,33.2,5777540293,56,Center,5777540301,213,1.53,5777540295,140,88.5,5777540291,155,,5777540303,1,,5777540289,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784357,386,4,1,47,6,5h878vnmkbuy2ummddprusxgq,1,11.4,39.6,2025-06-22T02:54:18.398Z,2025-06-22T02:54:21Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5777540347,285,,5777540365,233,325,5777540339,13,,5777540341,56,Back,5777540343,152,,5777540345,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784351,325,4,1,47,6,kfq8fhwnmycbtad1u0fyefx0,0,88.6,60.4,2025-06-22T02:54:18.399Z,2025-06-22T04:38:33Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5777540331,152,,5777540333,265,,5777540335,286,,5777540327,13,,5777540329,56,Center,5777540371,233,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784403,387,1,1,47,33,5h878vnmkbuy2ummddprusxgq,1,14.9,38.8,2025-06-22T02:54:45.932Z,2025-06-22T02:54:51Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,,5777540625,56,Center,5777540623,152,,5777540631,212,55.5,5777540635,1,,5777540633,213,0.04,5777540621,157,,5777540619,5,,5777540629,141,42.2,5777540627,140,,,,,,,,,,,,,,67.7,,,,,,,,,,,,,,
2823784405,388,1,1,47,39,5h878vnmkbuy2ummddprusxgq,0,67.7,42.2,2025-06-22T02:54:51.563Z,2025-06-22T02:54:52Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5777540651,213,5.83,5777540649,212,11.9,5777540647,141,34.6,5777540641,168,,5777540645,140,77.9,5777540639,3,,5777540643,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784415,327,1,1,47,40,kfq8fhwnmycbtad1u0fyefx0,1,25.0,66.9,2025-06-22T02:54:53.063Z,2025-06-22T02:54:57Z,bnhjfu5p8tysruk7aep5dr1ex,G. Robinson,,,5777540699,140,12.5,5777540701,141,53.4,5777540705,213,3.75,5777540697,56,Back,5777540703,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784425,328,12,1,47,44,kfq8fhwnmycbtad1u0fyefx0,1,12.5,53.4,2025-06-22T02:54:56.884Z,2025-06-22T02:55:09Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5777540829,213,0.20,5777540825,141,72.2,5777540823,140,72.7,5777540827,212,64.5,5777540821,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784421,389,1,1,47,50,5h878vnmkbuy2ummddprusxgq,1,27.2,20.0,2025-06-22T02:55:02.636Z,2025-06-22T02:55:07Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5777540785,141,4.6,5777540783,140,27.5,5777540781,56,Back,5777540789,213,4.74,5777540779,157,,5777540791,1,,5777540787,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784423,390,1,1,47,54,5h878vnmkbuy2ummddprusxgq,0,23.4,4.6,2025-06-22T02:55:07.018Z,2025-06-22T02:55:07Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5777540801,140,34.7,5777540807,213,0.16,5777540803,141,7.4,5777540805,212,12.0,5777540799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784427,329,3,1,47,57,kfq8fhwnmycbtad1u0fyefx0,0,72.6,90.6,2025-06-22T02:55:09.673Z,2025-06-22T02:55:15Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5777540833,286,,5777540831,56,Left,5777540847,233,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784429,391,7,1,47,57,5h878vnmkbuy2ummddprusxgq,1,27.4,9.4,2025-06-22T02:55:09.674Z,2025-06-22T03:00:47Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5777540839,233,329,5777540837,285,,5777540835,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784433,392,1,1,47,57,5h878vnmkbuy2ummddprusxgq,1,34.7,7.4,2025-06-22T02:55:10.228Z,2025-06-22T02:55:15Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5777540861,157,,5777540871,213,1.13,5777540863,56,Back,5777540865,140,42.7,5777540873,1,,5777540867,141,33.8,5777540869,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784437,394,1,1,48,3,5h878vnmkbuy2ummddprusxgq,1,46.4,42.8,2025-06-22T02:55:16.114Z,2025-06-22T02:55:19Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5777540879,56,Back,5777540883,141,77.6,5777540885,212,23.9,5777540881,140,49.7,5777540887,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784439,395,1,1,48,6,5h878vnmkbuy2ummddprusxgq,1,55.5,76.2,2025-06-22T02:55:19.178Z,2025-06-22T02:55:21Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5777540899,213,0.63,5777540897,212,16.4,5777540895,141,90.5,5777540893,140,68.1,5777540891,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784441,396,1,1,48,9,5h878vnmkbuy2ummddprusxgq,1,74.1,95.9,2025-06-22T02:55:21.626Z,2025-06-22T02:55:25Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5777540909,140,65.8,5777540911,141,75.2,5777540915,213,4.16,5777540907,56,Center,5777540913,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784451,397,1,1,48,13,5h878vnmkbuy2ummddprusxgq,1,60.0,69.9,2025-06-22T02:55:25.315Z,2025-06-22T02:55:28Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5777540967,140,38.6,5777540971,212,22.7,5777540973,213,3.27,5777540965,56,Back,5777540969,141,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823784445,330,70,1,48,13,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-06-22T02:55:26.020Z,2025-06-22T02:55:26Z,,,,,5777540935,277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
