id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2821749165,533,1,2,49,42,5h878vnmkbuy2ummddprusxgq,1,33.5,60.6,2025-06-08T03:17:56.461Z,2025-06-08T03:18:00Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,5766133611,56,Back,5766133619,213,0.63,5766133617,212,16.5,5766133613,140,46.2,5766133615,141,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749167,534,4,2,49,46,5h878vnmkbuy2ummddprusxgq,1,60.0,75.6,2025-06-08T03:18:00.733Z,2025-06-08T04:19:49Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,5766133739,233,434,5766133647,152,,5766133645,56,Center,5766133643,13,,5766133651,286,,5766133649,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749179,434,4,2,49,46,b5l2e3csycjb8twvq9ek0j5gq,0,40.0,24.4,2025-06-08T03:18:00.734Z,2025-06-08T04:19:49Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,5766133723,265,,5766133743,233,534,5766133725,285,,5766133721,152,,5766133719,56,Back,5766133717,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749271,535,1,2,50,12,5h878vnmkbuy2ummddprusxgq,1,58.5,75.3,2025-06-08T03:18:26.948Z,2025-06-08T03:18:27Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,5766134227,140,65.7,5766134229,141,89.9,5766134221,5,,5766134233,213,0.92,5766134231,212,12.5,5766134223,152,,5766134225,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749273,536,1,2,50,13,5h878vnmkbuy2ummddprusxgq,1,65.7,89.9,2025-06-08T03:18:27.612Z,2025-06-08T04:16:27Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,5766134239,140,59.0,5766134237,56,Center,5766134241,141,70.6,5766134243,212,14.9,5766134245,213,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749281,537,1,2,50,15,5h878vnmkbuy2ummddprusxgq,1,59.3,69.9,2025-06-08T03:18:29.124Z,2025-06-08T03:18:31Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,5766134297,141,62.4,5766134301,213,5.22,5766134295,140,62.0,5766134293,56,Center,5766134299,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749299,538,1,2,50,17,5h878vnmkbuy2ummddprusxgq,1,60.7,62.1,2025-06-08T03:18:31.381Z,2025-06-08T03:18:38Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,5766134419,56,Center,5766134421,140,56.6,5766134427,213,4.47,5766134425,212,17.6,5766134423,141,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749323,539,1,2,50,24,5h878vnmkbuy2ummddprusxgq,1,63.7,23.9,2025-06-08T03:18:38.188Z,2025-06-08T03:19:13Z,dowfebdy2qnsz8hkj0ilrux62,K. Twumasi,1.0,5766134583,212,25.0,5766134585,213,0.61,5766134581,141,44.9,5766134575,155,,5766135305,154,,5766135303,210,15,5766134579,140,83.3,5766134577,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749331,540,44,2,50,26,5h878vnmkbuy2ummddprusxgq,1,84.9,48.5,2025-06-08T03:18:40.519Z,2025-06-08T05:36:24Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,5766134631,233,435,5766134615,286,,5766134613,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749317,435,44,2,50,26,b5l2e3csycjb8twvq9ek0j5gq,0,15.1,51.5,2025-06-08T03:18:40.520Z,2025-06-08T05:36:24Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5766134637,233,540,5766134557,285,,5766134555,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749333,541,15,2,50,26,5h878vnmkbuy2ummddprusxgq,1,85.9,42.6,2025-06-08T03:18:40.982Z,2025-06-08T04:58:15Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,5766135323,15,,5766135355,146,87.1,5766151729,233,442,5766135357,147,42.8,5766135345,102,46.7,5766135329,29,,5766135337,55,539,5766135361,231,49.5,5766135325,81,5766135353,328,,,5766135167,82,5766135349,103,5766134621,17,,5766134623,56,,22.2,Center,5766135333,154,,5766135359,230,5766134619,22,,97.1
2821749427,442,10,2,50,26,b5l2e3csycjb8twvq9ek0j5gq,1,12.9,57.2,2025-06-08T03:18:41.082Z,2025-06-08T04:21:34Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5766135173,94,,5766151745,233,541,5766135175,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749367,437,1,2,50,35,b5l2e3csycjb8twvq9ek0j5gq,1,14.4,51.5,2025-06-08T03:18:49.259Z,2025-06-08T03:18:52Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,5766134807,212,13.5,5766134809,213,5.10,5766134805,141,33.1,5766134799,123,,5766134803,140,19.2,5766134801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749371,438,1,2,50,38,b5l2e3csycjb8twvq9ek0j5gq,1,15.1,22.2,2025-06-08T03:18:52.551Z,2025-06-08T03:18:55Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5766134839,213,1.66,5766134837,212,30.2,5766134831,56,Back,5766134835,141,66.4,5766134833,140,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749375,439,1,2,50,41,b5l2e3csycjb8twvq9ek0j5gq,1,12.7,66.4,2025-06-08T03:18:55.535Z,2025-06-08T03:18:57Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5766134877,56,Back,5766134879,140,24.8,5766134883,212,17.1,5766134885,213,0.73,5766134881,141,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749389,440,1,2,50,42,b5l2e3csycjb8twvq9ek0j5gq,1,24.7,83.0,2025-06-08T03:18:56.984Z,2025-06-08T03:19:00Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5766134961,212,23.5,5766134963,213,6.19,5766134955,56,Back,5766134959,141,79.7,5766134957,140,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749391,441,4,2,50,46,b5l2e3csycjb8twvq9ek0j5gq,1,44.4,72.8,2025-06-08T03:19:00.538Z,2025-06-08T05:50:34Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5766134985,286,,5766134983,265,,5766134981,152,,5766134977,13,,5766134979,56,Back,5766135005,233,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749385,542,4,2,50,46,5h878vnmkbuy2ummddprusxgq,0,55.6,27.2,2025-06-08T03:19:00.539Z,2025-06-08T03:19:04Z,dowfebdy2qnsz8hkj0ilrux62,K. Twumasi,,5766134975,285,,5766134967,13,,5766134973,265,,5766134969,56,Center,5766134971,152,,5766135011,233,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749455,443,1,2,50,59,b5l2e3csycjb8twvq9ek0j5gq,1,25.7,51.6,2025-06-08T03:19:13.535Z,2025-06-08T04:20:33Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5766135387,213,5.19,5766182983,152,,5766135379,56,Back,5766182981,5,,5766135383,141,33.7,5766135385,212,13.7,5766135381,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749467,444,1,2,51,0,b5l2e3csycjb8twvq9ek0j5gq,1,31.7,33.7,2025-06-08T03:19:14.343Z,2025-06-08T03:19:17Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5766135437,212,14.8,5766135441,213,1.90,5766135435,141,54.3,5766135433,140,27.1,5766135431,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749483,445,1,2,51,3,b5l2e3csycjb8twvq9ek0j5gq,1,27.1,51.5,2025-06-08T03:19:17.311Z,2025-06-08T03:19:20Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5766135537,140,31.5,5766135539,141,34.9,5766135535,56,Back,5766135541,212,12.2,5766135543,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749493,446,1,2,51,5,b5l2e3csycjb8twvq9ek0j5gq,1,33.2,29.2,2025-06-08T03:19:20.063Z,2025-06-08T03:19:23Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5766135597,141,19.7,5766135593,56,Right,5766135595,140,57.8,5766135599,212,26.6,5766135601,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749501,447,1,2,51,6,b5l2e3csycjb8twvq9ek0j5gq,0,55.5,20.6,2025-06-08T03:19:20.623Z,2025-06-08T04:20:37Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,5766135633,212,1.2,5766135635,213,5.94,5766135629,140,56.6,5766135631,141,20.0,5766135627,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749489,543,8,2,51,8,5h878vnmkbuy2ummddprusxgq,1,37.7,77.8,2025-06-08T03:19:23.028Z,2025-06-08T03:19:23Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,5766135587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749499,545,3,2,51,10,5h878vnmkbuy2ummddprusxgq,0,56.4,76.2,2025-06-08T03:19:24.717Z,2025-06-08T03:19:32Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,5766135621,56,Center,5766135623,286,,5766135721,233,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749513,448,7,2,51,10,b5l2e3csycjb8twvq9ek0j5gq,0,43.6,23.8,2025-06-08T03:19:24.718Z,2025-06-08T03:20:03Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5766135679,285,,5766135697,233,545,5766135677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749503,546,61,2,51,12,5h878vnmkbuy2ummddprusxgq,1,63.2,72.9,2025-06-08T03:19:26.267Z,2025-06-08T03:19:26Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,5766135637,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749537,450,1,2,51,21,b5l2e3csycjb8twvq9ek0j5gq,1,42.9,40.7,2025-06-08T03:19:35.136Z,2025-06-08T03:19:36Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5766135801,140,32.0,5766135807,213,2.30,5766135805,212,17.1,5766135799,56,Back,5766135803,141,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749541,451,1,2,51,22,b5l2e3csycjb8twvq9ek0j5gq,1,32.0,59.4,2025-06-08T03:19:36.104Z,2025-06-08T03:19:37Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5766135837,212,7.4,5766135827,56,Back,5766135829,140,29.4,5766135841,213,4.33,5766135833,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749555,452,1,2,51,23,b5l2e3csycjb8twvq9ek0j5gq,1,27.5,47.0,2025-06-08T03:19:37.616Z,2025-06-08T03:19:43Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5766135903,56,Back,5766135905,140,34.1,5766135911,213,5.31,5766135907,141,32.1,5766135909,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749569,453,1,2,51,29,b5l2e3csycjb8twvq9ek0j5gq,1,57.1,28.6,2025-06-08T03:19:43.330Z,2025-06-08T03:19:49Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5766135963,155,,5766135965,56,Right,5766135969,141,11.9,5766135967,140,76.3,5766135973,213,5.77,5766135971,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749571,454,1,2,51,35,b5l2e3csycjb8twvq9ek0j5gq,0,78.2,11.9,2025-06-08T03:19:49.287Z,2025-06-08T05:19:33Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5766135985,213,0.99,5766135983,212,19.0,5766135977,56,Center,5766135981,141,35.2,5766135979,140,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749605,548,1,2,51,49,5h878vnmkbuy2ummddprusxgq,1,10.0,56.1,2025-06-08T03:20:03.197Z,2025-06-08T03:21:47Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,5766138409,189,,5766136219,141,14.7,5766136217,140,24.3,5766136221,212,31.9,5766136223,213,5.20,5766136215,56,Back,5766136213,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749613,549,1,2,51,51,5h878vnmkbuy2ummddprusxgq,1,24.3,14.7,2025-06-08T03:20:06.037Z,2025-06-08T03:23:14Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,5766136261,141,26.8,5766136255,155,,5766136263,212,26.6,5766136265,213,0.31,5766136259,140,48.4,5766136257,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821750101,566,1,2,51,53,5h878vnmkbuy2ummddprusxgq,1,32.7,10.6,2025-06-08T03:20:07.618Z,2025-06-08T03:22:18Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,5766139055,56,Back,5766139063,213,0.42,5766139061,212,6.3,5766139059,141,14.4,5766139057,140,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749635,550,1,2,51,54,5h878vnmkbuy2ummddprusxgq,1,61.7,30.0,2025-06-08T03:20:08.660Z,2025-06-08T03:23:12Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,5766136391,213,1.53,5766136383,56,Left,5766136385,140,63.5,5766136393,1,,5766136381,196,,5766136389,212,42.3,5766136387,141,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749643,551,1,2,52,3,5h878vnmkbuy2ummddprusxgq,1,69.6,86.3,2025-06-08T03:20:17.971Z,2025-06-08T03:20:21Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,5766136449,140,56.0,5766136447,56,Center,5766136453,212,17.7,5766136455,213,3.77,5766136451,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749647,552,1,2,52,7,5h878vnmkbuy2ummddprusxgq,1,56.0,70.9,2025-06-08T03:20:21.763Z,2025-06-08T03:20:26Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,5766136521,141,87.7,5766136525,213,0.91,5766136523,212,14.4,5766136517,56,Left,5766136519,140,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749657,553,1,2,52,12,5h878vnmkbuy2ummddprusxgq,1,65.1,90.8,2025-06-08T03:20:26.556Z,2025-06-08T03:20:28Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,5766136577,213,0.84,5766136575,212,6.4,5766136573,141,97.8,5766136569,56,Left,5766136571,140,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749661,554,50,2,52,14,5h878vnmkbuy2ummddprusxgq,1,70.6,91.6,2025-06-08T03:20:28.421Z,2025-06-08T03:20:36Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,5766136587,286,,5766136661,233,455,5766136585,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749673,455,7,2,52,14,b5l2e3csycjb8twvq9ek0j5gq,1,29.4,8.4,2025-06-08T03:20:28.422Z,2025-06-08T03:20:35Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,5766136649,167,,5766136651,56,Back,5766136655,233,554,5766136653,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749669,555,61,2,52,15,5h878vnmkbuy2ummddprusxgq,1,71.7,90.1,2025-06-08T03:20:30.076Z,2025-06-08T04:19:40Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,5766136619,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749719,456,5,2,52,16,b5l2e3csycjb8twvq9ek0j5gq,1,34.5,-2.0,2025-06-08T03:20:31.091Z,2025-06-08T05:02:06Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,5766136923,233,556,5766136921,347,,5766136919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749671,556,5,2,52,16,5h878vnmkbuy2ummddprusxgq,0,65.5,102.0,2025-06-08T03:20:31.091Z,2025-06-08T05:02:06Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,5766136931,233,456,5766136645,56,Left,5766136647,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749735,457,1,2,52,30,b5l2e3csycjb8twvq9ek0j5gq,0,35.8,0.0,2025-06-08T03:20:44.992Z,2025-06-08T03:20:47Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5766137017,1,,5766137007,56,Right,5766137009,140,63.9,5766137011,141,20.0,5766137005,107,,5766137015,213,0.46,5766137013,212,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749737,557,8,2,52,34,5h878vnmkbuy2ummddprusxgq,1,57.1,91.2,2025-06-08T03:20:48.363Z,2025-06-08T03:20:49Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,5766137027,56,Left,5766137033,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749745,558,83,2,52,37,5h878vnmkbuy2ummddprusxgq,0,57.4,91.2,2025-06-08T03:20:51.205Z,2025-06-08T03:20:55Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,5766137151,399,cclpvd1z3yyruciida1q3x4o9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749753,459,1,2,52,37,b5l2e3csycjb8twvq9ek0j5gq,1,62.8,23.0,2025-06-08T03:20:51.313Z,2025-06-08T03:20:54Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,5766137103,56,Right,5766137105,140,73.9,5766137111,213,5.84,5766137109,212,12.9,5766137107,141,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749757,460,1,2,52,40,b5l2e3csycjb8twvq9ek0j5gq,1,74.0,13.4,2025-06-08T03:20:54.290Z,2025-06-08T03:20:55Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5766137125,141,6.2,5766137123,140,83.1,5766137121,56,Right,5766137129,213,5.81,5766137127,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749771,461,1,2,52,42,b5l2e3csycjb8twvq9ek0j5gq,1,85.2,7.3,2025-06-08T03:20:56.969Z,2025-06-08T03:21:01Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,5766137251,56,Right,5766137255,141,13.2,5766137253,140,69.0,5766137259,213,2.91,5766137257,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749779,462,1,2,52,46,b5l2e3csycjb8twvq9ek0j5gq,1,69.2,13.2,2025-06-08T03:21:00.848Z,2025-06-08T03:21:03Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,5766137299,212,13.6,5766137301,213,1.21,5766137297,141,31.9,5766137293,56,Center,5766137295,140,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749787,463,1,2,52,48,b5l2e3csycjb8twvq9ek0j5gq,1,73.8,31.9,2025-06-08T03:21:03.025Z,2025-06-08T03:21:06Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5766137337,56,Center,5766137339,140,91.6,5766137341,141,59.6,5766137335,155,,5766137343,212,26.5,5766137345,213,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749795,464,1,2,52,52,b5l2e3csycjb8twvq9ek0j5gq,1,90.9,59.6,2025-06-08T03:21:06.240Z,2025-06-08T03:21:09Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5766137409,212,0.1,5766137407,141,59.6,5766137411,213,3.14,5766137405,140,90.8,5766137403,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749805,466,61,2,52,53,b5l2e3csycjb8twvq9ek0j5gq,0,89.3,41.3,2025-06-08T03:21:07.624Z,2025-06-08T04:19:31Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,5766137475,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749801,559,12,2,52,54,5h878vnmkbuy2ummddprusxgq,1,10.2,34.0,2025-06-08T03:21:08.627Z,2025-06-08T03:21:10Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,5766137459,212,10.8,5766137457,141,48.8,5766137453,56,Back,5766137455,140,13.8,5766137461,213,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749799,465,43,2,52,54,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-06-08T03:21:08.856Z,2025-06-08T03:21:18Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,5766137441,56,Center,5766137445,141,41.3,5766137443,140,89.3,5766137617,144,1,5766137447,212,0,5766137449,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749811,560,12,2,52,55,5h878vnmkbuy2ummddprusxgq,1,13.8,48.8,2025-06-08T03:21:09.828Z,2025-06-08T03:21:11Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,5766137499,213,4.85,5766137497,212,34.3,5766137493,140,18.3,5766137495,141,0.0,5766137491,56,Back,5766137555,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749885,467,5,2,52,56,b5l2e3csycjb8twvq9ek0j5gq,1,83.3,101.5,2025-06-08T03:21:10.943Z,2025-06-08T05:02:07Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,5766137895,233,561,5766137891,347,,5766137889,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749813,561,5,2,52,56,5h878vnmkbuy2ummddprusxgq,0,16.7,-1.5,2025-06-08T03:21:10.943Z,2025-06-08T05:02:07Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,5766137921,233,467,5766137509,347,,5766137507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749907,468,1,2,53,17,b5l2e3csycjb8twvq9ek0j5gq,0,76.7,100.0,2025-06-08T03:21:31.161Z,2025-06-08T03:21:36Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5766137995,213,5.49,5766137993,212,36.6,5766137991,141,62.9,5766138123,189,,5766137985,107,,5766137997,1,,5766137989,140,100.0,5766137987,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749927,469,5,2,53,19,b5l2e3csycjb8twvq9ek0j5gq,0,101.2,61.0,2025-06-08T03:21:33.195Z,2025-06-08T05:02:08Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5766138125,233,562,5766138095,56,Center,5766138097,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749919,562,5,2,53,19,5h878vnmkbuy2ummddprusxgq,1,-1.2,39.0,2025-06-08T03:21:33.195Z,2025-06-08T05:02:08Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,5766138071,346,,5766138069,56,Back,5766138105,233,469,5766138081,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821750025,563,1,2,53,42,5h878vnmkbuy2ummddprusxgq,0,4.7,44.0,2025-06-08T03:21:56.955Z,2025-06-08T03:22:01Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,5766138645,213,0.11,5766138643,212,50.0,5766138651,74,,5766138635,124,,5766138641,141,52.4,5766138647,1,,5766138637,56,Center,5766138639,140,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821750027,470,44,2,53,45,b5l2e3csycjb8twvq9ek0j5gq,1,52.0,47.4,2025-06-08T03:21:59.858Z,2025-06-08T05:36:25Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5766138737,233,564,5766138655,286,,5766138653,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821750031,564,44,2,53,45,5h878vnmkbuy2ummddprusxgq,0,48.0,52.6,2025-06-08T03:21:59.859Z,2025-06-08T05:36:25Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,5766138751,233,470,5766138755,285,,5766138679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821750043,471,1,2,53,46,b5l2e3csycjb8twvq9ek0j5gq,0,58.8,47.3,2025-06-08T03:22:00.163Z,2025-06-08T03:22:03Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5766138761,56,Center,5766138763,140,71.7,5766138765,141,39.1,5766138771,213,5.89,5766138767,212,14.6,5766138759,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821750055,565,61,2,53,49,5h878vnmkbuy2ummddprusxgq,0,36.6,67.6,2025-06-08T03:22:03.898Z,2025-06-08T03:22:04Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,5766138815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821750073,472,1,2,53,50,b5l2e3csycjb8twvq9ek0j5gq,1,75.6,39.1,2025-06-08T03:22:04.514Z,2025-06-08T03:22:08Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5766138917,140,71.3,5766138919,141,22.4,5766138921,212,12.2,5766138923,213,4.33,5766138915,56,Center,5766138913,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
