id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2791029317,449,1,2,46,14,6597wqy6gmpv3zjx7rp8cdj46,1,30.0,69.1,2025-03-23T01:12:01.069Z,2025-03-23T01:12:02Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,5596518705,212,22.3,5596518703,141,56.3,5596518707,213,3.54,5596518699,56,Back,5596518701,140,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029345,450,1,2,46,15,6597wqy6gmpv3zjx7rp8cdj46,0,10.4,56.3,2025-03-23T01:12:02.550Z,2025-03-23T01:12:07Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,5596518869,56,Center,5596518881,213,0.24,5596518873,141,74.2,5596518867,157,,5596518871,140,57.0,5596518877,212,50.4,5596518885,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029343,470,44,2,46,19,aj8ytsr2ap33tod0hd8ofzaw9,1,43.6,25.8,2025-03-23T01:12:06.005Z,2025-03-23T02:22:36Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,5596518863,56,Back,5596518865,285,,5596518963,233,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029349,451,44,2,46,19,6597wqy6gmpv3zjx7rp8cdj46,0,56.4,74.2,2025-03-23T01:12:06.006Z,2025-03-23T02:22:37Z,f21web74a70mly9i28jpa1yvp,C. Martin,,5596518989,233,470,5596518895,56,Center,5596518897,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029359,471,1,2,46,19,aj8ytsr2ap33tod0hd8ofzaw9,0,44.8,25.9,2025-03-23T01:12:06.365Z,2025-03-23T02:18:42Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,5596518925,141,41.5,5596518923,140,56.4,5596518919,3,,5596518927,212,16.2,5596518921,56,Center,5596518929,213,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029373,452,1,2,46,21,6597wqy6gmpv3zjx7rp8cdj46,0,41.3,61.1,2025-03-23T01:12:08.109Z,2025-03-23T01:12:08Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,5596519015,141,41.2,5596519013,140,50.6,5596519017,212,16.7,5596519011,56,Center,5596519019,213,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029391,453,43,2,46,22,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-03-23T01:12:09.781Z,2025-03-23T01:13:07Z,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,,5596519149,285,0,5596521317,144,45,5596519145,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029387,472,43,2,46,22,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-03-23T01:12:09.781Z,2025-03-23T01:13:01Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,5596521071,144,3,5596519125,56,Center,5596520051,233,453,5596519127,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791410335,816,45,2,46,24,6597wqy6gmpv3zjx7rp8cdj46,0,46.7,48.2,2025-03-23T01:12:10.849Z,2025-03-24T11:25:12Z,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,,5598613591,56,Back,5598613593,285,,5598613607,233,895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791410333,894,43,2,46,24,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-03-23T01:12:10.849Z,2025-03-24T09:23:29Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,5598613587,212,0,5598613583,140,53.2,5598613585,141,51.0,5598613581,56,Center,5598613589,213,3.14,5598613609,144,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791410337,895,3,2,46,24,aj8ytsr2ap33tod0hd8ofzaw9,1,53.3,51.8,2025-03-23T01:12:10.849Z,2025-03-24T11:25:12Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,5598613595,56,Center,5598613603,233,816,5598613599,286,,5598613601,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029429,474,15,2,46,26,aj8ytsr2ap33tod0hd8ofzaw9,1,72.5,41.3,2025-03-23T01:12:13.222Z,2025-03-24T09:23:41Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,5596520103,82,,5596520247,146,80.3,5596520251,230,97.5,5596519329,18,,5596520241,102,49.7,5596520245,215,,5596629633,458,,5596520099,20,,5596520253,231,5596520249,147,43.7,48.7,5596713237,233,454,5596519331,56,Center,5598613631,78,5596519327,22,,5596520243,103,,,,,,,,,,,,19,,,,,
2791029443,454,10,2,46,26,6597wqy6gmpv3zjx7rp8cdj46,1,20.6,53.4,2025-03-23T01:12:13.322Z,2025-03-23T03:06:51Z,bjdoqj8tsm1wlxiqaavduwo9h,C. Donovan,,5596713199,233,474,5596519393,94,,5596519395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029513,455,1,2,46,30,6597wqy6gmpv3zjx7rp8cdj46,0,28.6,51.9,2025-03-23T01:12:16.869Z,2025-03-24T09:23:59Z,f21web74a70mly9i28jpa1yvp,C. Martin,,5596519791,212,18.5,5596519789,141,31.2,5596519785,56,Back,5596519787,140,40.0,5596519793,213,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029529,475,61,2,46,36,aj8ytsr2ap33tod0hd8ofzaw9,0,58.8,92.4,2025-03-23T01:12:23.157Z,2025-03-23T01:12:23Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5596519847,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029549,456,5,2,46,36,6597wqy6gmpv3zjx7rp8cdj46,1,39.6,-0.8,2025-03-23T01:12:23.694Z,2025-03-23T02:17:05Z,f21web74a70mly9i28jpa1yvp,C. Martin,,5596519957,56,Back,5596519959,347,,5596519975,233,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029541,476,5,2,46,36,aj8ytsr2ap33tod0hd8ofzaw9,0,60.4,100.8,2025-03-23T01:12:23.694Z,2025-03-23T02:17:05Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5596519993,233,456,5596519937,347,,5596519935,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029633,457,1,2,46,49,6597wqy6gmpv3zjx7rp8cdj46,1,37.8,0.0,2025-03-23T01:12:36.773Z,2025-03-23T01:12:40Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,5596520469,212,35.6,5596520473,1,,5596520467,141,40.6,5596520471,213,2.23,5596520465,140,17.0,5596520461,107,,5596520463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029661,458,1,2,46,53,6597wqy6gmpv3zjx7rp8cdj46,0,18.7,41.0,2025-03-23T01:12:40.701Z,2025-03-23T01:12:44Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,5596520575,157,,5596520577,56,Center,5596520585,213,0.17,5596520579,140,65.8,5596520587,1,,5596520581,141,53.3,5596520583,212,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029681,478,1,2,46,58,aj8ytsr2ap33tod0hd8ofzaw9,0,31.7,31.0,2025-03-23T01:12:45.581Z,2025-03-23T01:12:46Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,5596520699,1,,5596520691,140,66.7,5596520689,56,Right,5596520697,213,5.74,5596520693,141,0.0,5596520695,212,42.9,5596520687,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029745,459,5,2,46,59,6597wqy6gmpv3zjx7rp8cdj46,1,32.2,101.8,2025-03-23T01:12:46.808Z,2025-03-23T02:17:06Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,5596521095,233,479,5596521065,347,,5596521063,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029683,479,5,2,46,59,aj8ytsr2ap33tod0hd8ofzaw9,0,67.8,-1.8,2025-03-23T01:12:46.808Z,2025-03-23T02:17:06Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,5596521119,233,459,5596520711,347,,5596520709,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029773,460,1,2,47,14,6597wqy6gmpv3zjx7rp8cdj46,0,32.1,100.0,2025-03-23T01:13:00.869Z,2025-03-23T01:13:05Z,5jo2bkbs00nbvcoik2i3nvuuh,E. Armstrong,,5596521273,56,Center,5596521275,140,71.7,5596521277,141,66.3,5596521281,213,5.76,5596521283,1,,5596521279,212,48.0,5596521271,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029775,480,43,2,47,18,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-03-23T01:13:05.229Z,2025-03-24T09:24:48Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,5598613671,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029807,481,1,2,47,18,aj8ytsr2ap33tod0hd8ofzaw9,1,31.4,12.3,2025-03-23T01:13:05.789Z,2025-03-23T01:13:10Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,5596521445,1,,5596521437,140,4.3,5596521435,56,Back,5596521443,213,2.42,5596521439,141,49.4,5596521441,212,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029845,482,1,2,47,25,aj8ytsr2ap33tod0hd8ofzaw9,1,3.9,49.4,2025-03-23T01:13:11.836Z,2025-03-24T09:24:52Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,5596521637,141,41.2,5596521635,140,28.3,5596521633,56,Back,5596521639,212,26.2,5596521641,213,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029835,461,43,2,47,28,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-03-23T01:13:15.038Z,2025-03-24T09:25:42Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,5596521779,399,do5q14naxm61jw8px8qvacn4k,5598613699,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029847,483,4,2,47,29,aj8ytsr2ap33tod0hd8ofzaw9,1,34.3,42.7,2025-03-23T01:13:16.356Z,2025-03-23T02:10:10Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,5596521731,286,,5596521667,265,,5596521665,152,,5596521661,13,,5596521727,233,462,5596521663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791029843,462,4,2,47,29,6597wqy6gmpv3zjx7rp8cdj46,0,65.7,57.3,2025-03-23T01:13:16.357Z,2025-03-23T02:10:10Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,5596521735,233,483,5596521705,285,,5596521701,152,,5596521699,56,Center,5596521697,13,,5596521703,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030023,484,1,2,47,47,aj8ytsr2ap33tod0hd8ofzaw9,1,32.1,22.5,2025-03-23T01:13:34.173Z,2025-03-24T09:26:20Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,5596522611,212,25.5,5596522601,5,,5596522603,152,,5596522613,213,2.30,5596522609,141,50.6,5596522605,56,Back,5596522607,140,16.0,5598613733,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030069,485,1,2,47,50,aj8ytsr2ap33tod0hd8ofzaw9,1,16.0,50.6,2025-03-23T01:13:37.581Z,2025-03-23T01:13:40Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,5596522889,213,0.24,5596522891,1,,5596522885,141,69.6,5596522879,155,,5596522887,212,53.7,5596522881,56,Center,5596522883,140,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030075,486,44,2,47,53,aj8ytsr2ap33tod0hd8ofzaw9,1,69.8,71.0,2025-03-23T01:13:40.717Z,2025-03-23T02:22:37Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,5596522935,233,463,5596522911,56,Center,5596522913,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030077,463,44,2,47,53,6597wqy6gmpv3zjx7rp8cdj46,0,30.2,29.0,2025-03-23T01:13:40.718Z,2025-03-23T02:22:37Z,bjdoqj8tsm1wlxiqaavduwo9h,C. Donovan,,5596522917,285,,5596522961,233,486,5596522915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030107,487,61,2,47,54,aj8ytsr2ap33tod0hd8ofzaw9,0,65.6,69.6,2025-03-23T01:13:40.885Z,2025-03-24T09:26:28Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,5596523073,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030115,464,12,2,47,58,6597wqy6gmpv3zjx7rp8cdj46,1,9.6,17.1,2025-03-23T01:13:45.822Z,2025-03-23T01:13:47Z,bjdoqj8tsm1wlxiqaavduwo9h,C. Donovan,,5596523129,213,4.87,5596523169,167,,5596523125,141,0.0,5596523127,212,13.2,5596523121,56,Back,5596523123,140,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030119,465,5,2,47,59,6597wqy6gmpv3zjx7rp8cdj46,0,11.2,-1.6,2025-03-23T01:13:46.431Z,2025-03-23T02:17:07Z,bjdoqj8tsm1wlxiqaavduwo9h,C. Donovan,,5596523151,56,Back,5596524127,233,488,5596523153,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030279,488,5,2,47,59,aj8ytsr2ap33tod0hd8ofzaw9,1,88.8,101.6,2025-03-23T01:13:46.431Z,2025-03-23T02:17:06Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,5596524119,233,465,5596524095,56,Left,5596524097,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030303,489,1,2,48,24,aj8ytsr2ap33tod0hd8ofzaw9,0,85.2,100.0,2025-03-23T01:14:11.581Z,2025-03-23T01:14:16Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,5596524243,107,,5596524255,1,,5596524251,212,32.6,5596524249,141,54.2,5596524245,56,Center,5596524247,140,90.8,5596524253,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030333,466,12,2,48,31,6597wqy6gmpv3zjx7rp8cdj46,1,11.0,40.4,2025-03-23T01:14:18.070Z,2025-03-23T01:17:15Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,5596524421,213,5.91,5596524413,56,Back,5596530491,15,,5596524415,140,38.8,5596524417,141,23.6,5596524419,212,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030321,490,13,2,48,31,aj8ytsr2ap33tod0hd8ofzaw9,1,78.2,61.5,2025-03-23T01:14:18.285Z,2025-03-24T09:27:06Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,5596527385,102,56.6,5596527389,458,,5596527391,146,88.8,5596524337,56,Center,5596705857,83,,5596527397,231,51.8,5598613777,120,,5596527387,103,19,5596527393,147,5596705861,153,,58.5,5596524335,18,,5596705855,160,,5596527273,20,5596527395,230,98.2,5596705859,328,,,,,,,,,,,,,,,,,
2791030343,468,12,2,48,32,6597wqy6gmpv3zjx7rp8cdj46,1,8.4,39.9,2025-03-23T01:14:19.322Z,2025-03-23T03:08:36Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,5596715449,212,15.4,5596715451,213,5.76,5596715445,140,21.1,5596524467,56,Back,5596715447,141,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030337,467,43,2,48,34,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-03-23T01:14:20.990Z,2025-03-23T01:14:37Z,bjdoqj8tsm1wlxiqaavduwo9h,C. Donovan,,5596524959,144,12,5596524435,185,0,5596524437,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030347,491,1,2,48,34,aj8ytsr2ap33tod0hd8ofzaw9,0,79.8,76.6,2025-03-23T01:14:21.222Z,2025-03-23T01:14:22Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,5596524489,212,9.1,5596524491,213,5.66,5596524487,141,68.8,5596524485,140,86.9,5596524481,3,,5596524483,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030377,469,12,2,48,37,6597wqy6gmpv3zjx7rp8cdj46,1,11.0,30.6,2025-03-23T01:14:23.974Z,2025-03-23T01:17:17Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,5596524593,141,15.8,5596524595,212,33.9,5596524597,213,5.98,5596524591,140,41.8,5596524589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030391,492,1,2,48,40,aj8ytsr2ap33tod0hd8ofzaw9,0,59.0,84.2,2025-03-23T01:14:27.166Z,2025-03-23T01:14:27Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5596524669,140,63.7,5596524673,212,5.4,5596524675,213,0.43,5596524671,141,87.5,5596524667,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030395,470,61,2,48,40,6597wqy6gmpv3zjx7rp8cdj46,1,43.3,13.7,2025-03-23T01:14:27.603Z,2025-03-24T09:27:40Z,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,,5596524695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030403,493,1,2,48,41,aj8ytsr2ap33tod0hd8ofzaw9,0,53.3,84.5,2025-03-23T01:14:28.117Z,2025-03-23T01:14:29Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5596524741,141,82.4,5596524743,212,16.2,5596524747,213,6.20,5596524733,56,Left,5596524737,140,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030419,471,1,2,48,43,6597wqy6gmpv3zjx7rp8cdj46,1,40.8,20.7,2025-03-23T01:14:30.678Z,2025-03-23T01:14:32Z,f21web74a70mly9i28jpa1yvp,C. Martin,,5596524825,141,29.5,5596524823,140,57.5,5596524827,212,18.5,5596524821,56,Center,5596524829,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030415,494,43,2,48,44,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-03-23T01:14:31.263Z,2025-03-23T01:16:46Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,5596524795,140,48.7,5596524793,56,Back,5596524797,141,72.0,5596529433,144,1,5596524801,213,3.02,5596524799,212,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791410353,817,1,2,48,46,6597wqy6gmpv3zjx7rp8cdj46,1,56.8,28.2,2025-03-23T01:14:33.253Z,2025-03-24T09:28:05Z,6u93ok0drr4byri2lu5g6rq0a,E. Conway,,5598613849,56,Center,5598613851,140,60.0,5598613855,212,4.7,5598613853,141,23.4,5598613857,213,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030433,472,1,2,48,47,6597wqy6gmpv3zjx7rp8cdj46,0,63.4,31.7,2025-03-23T01:14:33.918Z,2025-03-24T09:28:05Z,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,,5596524881,56,Center,5596524889,213,1.20,5596524887,212,27.2,5596524883,140,72.8,5596524885,141,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030469,495,12,2,48,49,aj8ytsr2ap33tod0hd8ofzaw9,1,26.3,23.9,2025-03-23T01:14:36.197Z,2025-03-23T01:14:40Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,5596525103,213,5.94,5596525099,141,0.0,5596525095,56,Right,5596525097,140,72.0,5596525119,167,,5596525101,212,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030501,473,5,2,48,52,6597wqy6gmpv3zjx7rp8cdj46,1,30.2,101.4,2025-03-23T01:14:39.766Z,2025-03-23T02:17:07Z,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,,5596525275,233,496,5596525245,347,,5596525243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030471,496,5,2,48,52,aj8ytsr2ap33tod0hd8ofzaw9,0,69.8,-1.4,2025-03-23T01:14:39.766Z,2025-03-23T02:17:08Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,5596525317,233,473,5596525113,347,,5596525111,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030623,474,1,2,49,11,6597wqy6gmpv3zjx7rp8cdj46,1,24.6,100.0,2025-03-23T01:14:58.133Z,2025-03-24T09:28:36Z,5jo2bkbs00nbvcoik2i3nvuuh,E. Armstrong,,5596525959,56,Back,5596525961,140,34.9,5596525957,107,,5596525967,213,5.87,5596525963,141,95.1,5596525965,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030627,475,50,2,49,14,6597wqy6gmpv3zjx7rp8cdj46,1,36.8,81.0,2025-03-23T01:15:01.502Z,2025-03-23T01:15:09Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,5596526081,233,497,5596526003,56,Back,5596526005,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030635,497,7,2,49,14,aj8ytsr2ap33tod0hd8ofzaw9,0,63.2,19.0,2025-03-23T01:15:01.503Z,2025-03-24T09:28:42Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,5596526059,233,475,5598613889,178,,5598613887,385,,5596526037,56,Right,5596526063,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791410355,818,61,2,49,15,6597wqy6gmpv3zjx7rp8cdj46,1,32.1,89.6,2025-03-23T01:15:02.568Z,2025-03-24T11:25:37Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,5598613895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030755,499,83,2,49,16,aj8ytsr2ap33tod0hd8ofzaw9,0,68.7,13.1,2025-03-23T01:15:03.070Z,2025-03-24T09:29:01Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,5596526889,399,5jo2bkbs00nbvcoik2i3nvuuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030667,476,4,2,49,20,6597wqy6gmpv3zjx7rp8cdj46,1,31.8,86.6,2025-03-23T01:15:07.101Z,2025-03-23T01:15:13Z,5jo2bkbs00nbvcoik2i3nvuuh,E. Armstrong,,5596526233,265,,5596526231,152,,5596526235,285,,5596526227,13,,5596526229,56,Back,5596526259,233,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030669,498,4,2,49,20,aj8ytsr2ap33tod0hd8ofzaw9,0,68.2,13.4,2025-03-23T01:15:07.102Z,2025-03-23T01:15:13Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,5596526221,152,,5596526223,265,,5596526217,13,,5596526265,233,476,5596526219,56,Right,5596526225,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030959,477,1,2,50,6,6597wqy6gmpv3zjx7rp8cdj46,1,29.3,87.1,2025-03-23T01:15:52.926Z,2025-03-23T01:19:29Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,5596527785,212,40.7,5596527787,213,6.15,5596527779,56,Left,5596527775,157,,5596527777,152,,5596527789,1,,5596527783,141,79.0,5596527781,140,67.7,5596527773,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791410361,819,44,2,50,9,6597wqy6gmpv3zjx7rp8cdj46,1,73.5,97.7,2025-03-23T01:15:56.168Z,2025-03-24T09:29:49Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,5598613911,56,Left,5598613917,233,897,5598613915,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791410359,897,44,2,50,9,aj8ytsr2ap33tod0hd8ofzaw9,0,26.5,2.3,2025-03-23T01:15:56.169Z,2025-03-24T09:29:49Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,5598613907,56,Back,5598613921,233,819,5598613909,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791030965,478,61,2,50,9,6597wqy6gmpv3zjx7rp8cdj46,0,67.1,80.6,2025-03-23T01:15:56.718Z,2025-03-23T01:19:37Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,5596527821,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
