id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value
2803421007,325,1,1,42,37,2n3wgr89m7jl8tmioemit2pgq,1,40.4,67.0,2025-04-19T20:49:08.114Z,2025-04-19T20:49:13Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5664659421,56,Back,5664659423,140,34.0,5664659429,213,3.74,5664659427,212,8.1,5664659425,141,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421029,326,1,1,42,42,2n3wgr89m7jl8tmioemit2pgq,1,34.7,45.7,2025-04-19T20:49:13.009Z,2025-04-19T20:49:15Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5664659585,56,Back,5664659587,140,33.3,5664659589,141,36.1,5664659593,213,4.49,5664659591,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421037,327,1,1,42,44,2n3wgr89m7jl8tmioemit2pgq,1,33.2,34.0,2025-04-19T20:49:14.928Z,2025-04-19T20:49:15Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5664659635,213,1.26,5664659621,56,Back,5664659623,140,35.8,5664659631,212,9.1,5664659627,141,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421093,328,1,1,42,44,2n3wgr89m7jl8tmioemit2pgq,1,35.8,46.7,2025-04-19T20:49:15.600Z,2025-04-19T20:49:18Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5664659913,141,38.0,5664659911,140,41.8,5664659917,213,5.53,5664659907,56,Back,5664659915,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421121,329,1,1,42,47,2n3wgr89m7jl8tmioemit2pgq,0,41.9,34.3,2025-04-19T20:49:18.216Z,2025-04-19T20:49:19Z,16si0dgkuqvahp0x1bjr37xuc,Junior Moreira,,,5664660083,1,,5664660077,141,36.7,5664660081,213,0.04,5664660079,212,40.0,5664660075,140,80.0,5664660073,56,Center,5664660071,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421139,336,12,1,42,49,c9xffml4i7ihblp1qhus9w3fu,1,25.2,66.0,2025-04-19T20:49:20.201Z,2025-04-19T20:49:21Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5664660175,140,38.9,5664660177,141,67.6,5664660179,212,14.4,5664660181,213,0.08,5664660173,56,Back,5664660197,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421221,338,1,1,42,53,c9xffml4i7ihblp1qhus9w3fu,1,36.7,66.6,2025-04-19T20:49:24.258Z,2025-04-19T20:49:25Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5664660555,141,46.6,5664660553,140,42.6,5664660549,56,Back,5664660557,212,14.9,5664660559,213,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421229,339,1,1,42,54,c9xffml4i7ihblp1qhus9w3fu,1,42.6,46.6,2025-04-19T20:49:25.121Z,2025-04-19T20:49:26Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5664660625,141,57.8,5664660629,213,2.37,5664660627,212,11.0,5664660621,56,Back,5664660623,140,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421313,340,1,1,42,55,c9xffml4i7ihblp1qhus9w3fu,1,35.1,57.8,2025-04-19T20:49:26.178Z,2025-04-19T20:49:31Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5664661103,140,32.8,5664661101,56,Back,5664661105,141,11.3,5664661107,212,31.7,5664661109,213,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421329,341,1,1,43,0,c9xffml4i7ihblp1qhus9w3fu,1,32.8,11.3,2025-04-19T20:49:31.041Z,2025-04-19T20:49:31Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5664661181,141,17.4,5664661179,140,36.9,5664661185,213,0.77,5664661183,212,6.0,5664661177,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421375,342,1,1,43,0,c9xffml4i7ihblp1qhus9w3fu,1,36.9,17.4,2025-04-19T20:49:31.746Z,2025-04-19T20:49:33Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5664661419,56,Back,5664661421,140,29.9,5664661425,212,9.2,5664661423,141,9.2,5664661427,213,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421425,343,1,1,43,2,c9xffml4i7ihblp1qhus9w3fu,1,29.9,9.1,2025-04-19T20:49:33.610Z,2025-04-19T20:49:36Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5664661639,140,22.5,5664661645,213,2.04,5664661643,212,17.1,5664661641,141,31.5,5664661637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421475,344,1,1,43,5,c9xffml4i7ihblp1qhus9w3fu,1,22.5,31.5,2025-04-19T20:49:36.593Z,2025-04-19T20:49:41Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5664661935,141,69.4,5664661937,212,25.9,5664661939,213,1.48,5664661933,140,24.8,5664661929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421519,345,1,1,43,10,c9xffml4i7ihblp1qhus9w3fu,1,29.3,70.6,2025-04-19T20:49:41.073Z,2025-04-19T20:49:45Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5664662191,141,89.7,5664662189,140,49.0,5664662195,213,0.56,5664662187,56,Back,5664662193,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421563,346,1,1,43,14,c9xffml4i7ihblp1qhus9w3fu,1,55.3,89.9,2025-04-19T20:49:45.577Z,2025-04-19T20:49:49Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5664662401,213,3.28,5664662393,56,Back,5664662395,140,34.5,5664662397,141,85.3,5664662399,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421637,347,1,1,43,18,c9xffml4i7ihblp1qhus9w3fu,1,38.7,85.0,2025-04-19T20:49:49.057Z,2025-04-19T20:49:53Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5664662811,213,4.55,5664662805,141,45.4,5664662803,140,34.6,5664662809,212,27.3,5664662797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421689,348,1,1,43,22,c9xffml4i7ihblp1qhus9w3fu,1,39.2,43.3,2025-04-19T20:49:53.625Z,2025-04-19T20:49:58Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5664663085,1,,5664663075,56,Right,5664663081,212,32.5,5664663079,141,14.0,5664663083,213,5.62,5664663077,140,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421731,349,1,1,43,27,c9xffml4i7ihblp1qhus9w3fu,1,58.0,27.6,2025-04-19T20:49:57.945Z,2025-04-19T20:50:01Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5664663351,140,41.6,5664663353,141,70.0,5664663355,212,33.6,5664663359,1,,5664663357,213,2.11,5664663349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421761,350,1,1,43,29,c9xffml4i7ihblp1qhus9w3fu,1,42.1,67.8,2025-04-19T20:50:00.785Z,2025-04-19T20:50:02Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5664663501,212,15.1,5664663503,213,4.86,5664663495,56,Back,5664663499,141,45.8,5664663497,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421795,351,1,1,43,31,c9xffml4i7ihblp1qhus9w3fu,1,44.2,45.8,2025-04-19T20:50:02.345Z,2025-04-19T20:50:06Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5664663727,213,1.57,5664663725,212,9.7,5664663723,141,60.0,5664663721,140,44.2,5664663719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421813,352,1,1,43,35,c9xffml4i7ihblp1qhus9w3fu,1,52.7,60.6,2025-04-19T20:50:06.153Z,2025-04-19T20:50:08Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5664663855,141,89.1,5664663853,140,76.1,5664663851,56,Left,5664663857,212,31.3,5664663859,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421839,353,1,1,43,37,c9xffml4i7ihblp1qhus9w3fu,1,76.1,89.1,2025-04-19T20:50:08.273Z,2025-04-19T20:50:10Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5664663981,56,Left,5664663983,140,91.2,5664663985,141,81.8,5664663989,213,5.98,5664663987,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421863,354,1,1,43,39,c9xffml4i7ihblp1qhus9w3fu,0,92.0,83.3,2025-04-19T20:50:10.362Z,2025-04-19T20:51:19Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5664664141,155,,5664664143,56,Center,5664664151,213,4.63,5664664145,140,90.6,5664664139,2,,5664664149,212,17.0,5664664147,141,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421929,330,12,1,43,43,2n3wgr89m7jl8tmioemit2pgq,1,7.5,56.4,2025-04-19T20:50:14.360Z,2025-04-19T20:50:16Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5664664517,213,6.12,5664664509,141,50.4,5664664513,212,25.8,5664664503,56,Back,5664664505,140,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421971,332,1,1,43,45,2n3wgr89m7jl8tmioemit2pgq,1,28.8,53.4,2025-04-19T20:50:16.160Z,2025-04-19T20:50:19Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,,5664664767,212,11.8,5664664769,213,3.82,5664664765,141,42.5,5664664763,140,20.0,5664664761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422047,333,1,1,43,50,2n3wgr89m7jl8tmioemit2pgq,1,22.9,19.7,2025-04-19T20:50:20.839Z,2025-04-19T20:50:24Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5664665205,213,5.94,5664665195,155,,5664665197,56,Back,5664665199,140,39.6,5664665201,141,10.4,5664665203,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422053,334,4,1,43,53,2n3wgr89m7jl8tmioemit2pgq,1,39.7,11.6,2025-04-19T20:50:24.073Z,2025-04-19T20:50:28Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5664665277,152,,5664665281,286,,5664665279,265,,5664665273,13,,5664665275,56,Back,5664665317,233,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422035,355,4,1,43,53,c9xffml4i7ihblp1qhus9w3fu,0,60.3,88.4,2025-04-19T20:50:24.074Z,2025-04-19T20:50:30Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5664665539,55,356,5664665327,233,334,5664665231,265,,5664665227,56,Left,5664665229,152,,5664665233,285,,5664665225,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422067,356,17,1,43,55,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-04-19T20:50:25.882Z,2025-04-19T20:50:29Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5664665519,392,,5664665517,31,,5664665521,13,243,5664665523,55,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422629,336,27,1,44,32,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-04-19T20:51:03.082Z,2025-04-19T20:51:07Z,,,,,5664668703,41,Injury,5664668707,53,9izknjlz6zunwjpo4u94q855g,5664668455,233,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422631,357,27,1,44,32,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-04-19T20:51:03.082Z,2025-04-19T20:51:04Z,,,,,5664668469,233,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422651,337,28,1,44,33,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-04-19T20:51:04.163Z,2025-04-19T20:51:05Z,,,,,5664668509,233,358,5664668491,55,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422643,358,28,1,44,33,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-04-19T20:51:04.163Z,2025-04-19T20:51:06Z,,,,,5664668545,233,337,5664668437,55,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803426889,357,70,1,44,59,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-04-19T20:51:29.836Z,2025-04-19T20:56:17Z,,,,,5664690767,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423299,338,1,1,45,20,2n3wgr89m7jl8tmioemit2pgq,1,39.3,11.6,2025-04-19T20:51:51.167Z,2025-04-19T20:51:52Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5664671937,213,2.23,5664671935,212,16.4,5664671925,5,,5664671929,56,Back,5664671933,141,30.7,5664671927,152,,5664671931,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423361,339,1,1,45,21,2n3wgr89m7jl8tmioemit2pgq,1,29.8,30.7,2025-04-19T20:51:52.287Z,2025-04-19T20:51:58Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5664672303,141,59.0,5664672305,212,19.3,5664672301,140,30.5,5664672307,213,1.53,5664672299,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423385,340,1,1,45,27,2n3wgr89m7jl8tmioemit2pgq,1,34.3,61.5,2025-04-19T20:51:57.839Z,2025-04-19T20:51:59Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5664672451,213,1.47,5664672443,56,Back,5664672445,140,35.8,5664672449,212,16.3,5664672447,141,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423459,341,1,1,45,28,2n3wgr89m7jl8tmioemit2pgq,1,35.9,85.3,2025-04-19T20:51:59.512Z,2025-04-19T20:52:05Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5664672909,141,88.3,5664672907,140,55.0,5664672919,213,0.10,5664672915,212,20.2,5664672905,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423475,342,1,1,45,34,2n3wgr89m7jl8tmioemit2pgq,0,72.3,85.9,2025-04-19T20:52:04.959Z,2025-04-19T20:52:05Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5664672989,212,7.2,5664672991,213,0.11,5664672987,141,87.1,5664672985,140,79.1,5664672983,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423467,359,43,1,45,34,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-04-19T20:52:05.010Z,2025-04-19T20:54:02Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5664682047,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423497,360,61,1,45,35,c9xffml4i7ihblp1qhus9w3fu,1,29.1,15.6,2025-04-19T20:52:06.420Z,2025-04-19T20:52:07Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5664673091,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423585,343,5,1,45,36,2n3wgr89m7jl8tmioemit2pgq,1,77.9,101.3,2025-04-19T20:52:07.690Z,2025-04-19T23:21:51Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5664673555,347,,5664673553,56,Left,5664673581,233,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423521,361,5,1,45,36,c9xffml4i7ihblp1qhus9w3fu,0,22.1,-1.3,2025-04-19T20:52:07.690Z,2025-04-19T23:21:51Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5664673229,56,Back,5664673231,347,,5664673629,233,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423621,344,1,1,45,41,2n3wgr89m7jl8tmioemit2pgq,1,82.4,100.0,2025-04-19T20:52:11.887Z,2025-04-19T20:52:13Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5664673723,107,,5664673725,56,Left,5664673729,141,83.0,5664673733,213,4.35,5664673727,140,78.0,5664673731,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423637,345,1,1,45,42,2n3wgr89m7jl8tmioemit2pgq,1,78.0,83.0,2025-04-19T20:52:13.391Z,2025-04-19T20:52:14Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5664673861,156,,5664673837,56,Left,5664673845,212,4.2,5664673849,213,2.47,5664673841,140,74.9,5664673843,141,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423717,346,1,1,45,47,2n3wgr89m7jl8tmioemit2pgq,1,80.0,90.5,2025-04-19T20:52:18.440Z,2025-04-19T20:52:20Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5664674335,212,6.2,5664674329,56,Left,5664674333,141,82.1,5664674331,140,77.7,5664674337,213,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423719,347,1,1,45,49,2n3wgr89m7jl8tmioemit2pgq,0,77.7,82.3,2025-04-19T20:52:20.400Z,2025-04-19T22:37:56Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,,5664674353,140,93.0,5664674351,56,Center,5664674347,2,,5664674355,141,55.5,5664674357,212,24.3,5664674359,213,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423877,363,1,1,45,57,c9xffml4i7ihblp1qhus9w3fu,1,7.8,48.5,2025-04-19T20:52:28.818Z,2025-04-19T20:52:31Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5664675135,213,5.44,5664675129,140,19.0,5664675133,212,17.7,5664675131,141,29.1,5664675127,56,Back,5664675125,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423947,364,1,1,46,0,c9xffml4i7ihblp1qhus9w3fu,1,19.0,29.1,2025-04-19T20:52:31.064Z,2025-04-19T20:52:35Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5664675531,213,1.82,5664675527,141,79.7,5664675533,1,,5664675529,212,35.5,5664675525,140,10.6,5664675523,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423985,365,1,1,46,4,c9xffml4i7ihblp1qhus9w3fu,1,12.9,80.6,2025-04-19T20:52:34.928Z,2025-04-19T20:52:37Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5664675719,140,27.1,5664675717,56,Back,5664675721,141,84.7,5664675723,212,15.2,5664675725,213,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423991,348,45,1,46,6,2n3wgr89m7jl8tmioemit2pgq,0,69.0,10.7,2025-04-19T20:52:37.226Z,2025-04-19T22:28:09Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,,5664676045,286,,5664675757,56,Right,5664676041,233,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424019,366,3,1,46,6,c9xffml4i7ihblp1qhus9w3fu,1,31.0,89.3,2025-04-19T20:52:37.226Z,2025-04-19T22:28:08Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5664675993,233,348,5664675933,285,,5664675931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424077,367,1,1,46,8,c9xffml4i7ihblp1qhus9w3fu,1,26.3,88.4,2025-04-19T20:52:39.328Z,2025-04-19T20:52:43Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5664676227,213,4.13,5664676221,140,21.6,5664676225,212,9.0,5664676223,141,77.3,5664676219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424089,368,4,1,46,12,c9xffml4i7ihblp1qhus9w3fu,1,16.9,81.9,2025-04-19T20:52:42.977Z,2025-04-19T23:22:13Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5664676439,233,349,5664676329,13,,5664676333,152,,5664676331,56,Back,5665046667,265,,5664676337,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424101,349,4,1,46,12,2n3wgr89m7jl8tmioemit2pgq,0,83.1,18.1,2025-04-19T20:52:42.978Z,2025-04-19T23:22:14Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5664676391,152,,5665046759,265,,5664676483,233,368,5664676387,13,,5664676395,286,,5664676389,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424259,369,1,1,46,20,c9xffml4i7ihblp1qhus9w3fu,1,16.7,85.4,2025-04-19T20:52:51.120Z,2025-04-19T20:52:55Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5664677169,213,5.41,5664677167,212,25.9,5664677165,141,56.3,5664677157,5,,5664677159,152,,5664677161,56,Back,5664677163,140,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424293,370,1,1,46,24,c9xffml4i7ihblp1qhus9w3fu,1,32.2,55.5,2025-04-19T20:52:55.729Z,2025-04-19T20:52:57Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5664677347,141,10.6,5664677335,155,,5664677339,56,Back,5664677351,212,32.3,5664677353,213,5.04,5664677357,1,,5664677343,140,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424331,371,1,1,46,26,c9xffml4i7ihblp1qhus9w3fu,1,42.1,10.6,2025-04-19T20:52:57.672Z,2025-04-19T20:53:01Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5664677571,141,21.2,5664677575,213,2.69,5664677573,212,16.4,5664677567,56,Back,5664677569,140,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424369,372,1,1,46,30,c9xffml4i7ihblp1qhus9w3fu,1,30.2,21.3,2025-04-19T20:53:01.072Z,2025-04-19T20:53:04Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5664677769,56,Back,5664677775,212,10.0,5664677779,213,6.07,5664677771,140,39.5,5664677773,141,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424397,373,1,1,46,33,c9xffml4i7ihblp1qhus9w3fu,0,56.5,22.8,2025-04-19T20:53:04.761Z,2025-04-19T20:53:06Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5664677885,140,73.1,5664677883,56,Center,5664677891,213,0.01,5664677889,212,17.4,5664677887,141,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424431,350,12,1,46,37,2n3wgr89m7jl8tmioemit2pgq,1,23.2,69.1,2025-04-19T20:53:08.119Z,2025-04-19T20:53:09Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5664678083,212,19.8,5664678085,213,0.56,5664678077,56,Back,5664678079,140,39.2,5664678081,141,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424457,352,1,1,46,39,2n3wgr89m7jl8tmioemit2pgq,1,39.2,84.5,2025-04-19T20:53:09.879Z,2025-04-19T20:53:11Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5664678189,140,35.2,5664678191,141,84.2,5664678193,212,4.2,5664678195,213,3.19,5664678187,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424475,353,1,1,46,40,2n3wgr89m7jl8tmioemit2pgq,0,35.2,84.2,2025-04-19T20:53:10.870Z,2025-04-19T20:53:13Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5664678323,213,6.15,5664678327,1,,5664678311,157,,5664678313,56,Center,5664678315,140,71.4,5664678319,212,38.3,5664678317,141,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424581,375,1,1,46,46,c9xffml4i7ihblp1qhus9w3fu,1,30.6,14.6,2025-04-19T20:53:17.497Z,2025-04-19T20:53:19Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5664678809,141,20.9,5664678817,213,0.53,5664678805,140,37.6,5664678813,212,8.5,5664678801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424651,376,1,1,46,48,c9xffml4i7ihblp1qhus9w3fu,1,37.6,20.9,2025-04-19T20:53:19.457Z,2025-04-19T20:53:24Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5664679133,140,46.7,5664679129,155,,5664679131,56,Back,5664679141,1,,5664679135,141,79.6,5664679137,212,41.0,5664679139,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424715,377,1,1,46,53,c9xffml4i7ihblp1qhus9w3fu,1,58.0,75.6,2025-04-19T20:53:24.064Z,2025-04-19T20:53:30Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5664679485,56,Center,5664679489,141,77.5,5664679487,140,62.4,5664679491,212,4.8,5664679493,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424785,378,1,1,46,59,c9xffml4i7ihblp1qhus9w3fu,1,70.0,75.3,2025-04-19T20:53:30.248Z,2025-04-19T20:53:35Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5664679825,56,Left,5664679833,213,0.54,5664679829,141,92.3,5664679831,212,22.5,5664679827,140,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424811,379,1,1,47,4,c9xffml4i7ihblp1qhus9w3fu,1,84.4,91.7,2025-04-19T20:53:35.057Z,2025-04-19T20:53:37Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5664679969,213,3.39,5664679967,212,21.4,5664679961,56,Left,5664679965,141,83.9,5664679963,140,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424817,380,1,1,47,6,c9xffml4i7ihblp1qhus9w3fu,1,64.7,83.9,2025-04-19T20:53:37.128Z,2025-04-19T20:53:38Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5664680005,213,5.10,5664679997,56,Center,5664680003,212,5.8,5664680001,141,76.0,5664679999,140,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
