id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/15/value,qualifier/16/value
2810018415,359,4,2,47,12,aj8ytsr2ap33tod0hd8ofzaw9,0,31.8,76.2,2025-05-04T03:16:07.149Z,2025-05-04T04:07:13Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5701028441,233,369,5701028391,265,,5701028393,285,,5701028389,152,,5701028387,56,Back,5701028385,13,,5701030141,55,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810018435,360,17,2,47,14,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-05-04T03:16:09.926Z,2025-05-04T04:50:02Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5701028499,13,243,5701030115,55,359,5701028495,31,,5701028497,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810018747,370,1,2,48,9,cf5r1qpotp6n5i3vdchsp2en1,0,65.0,30.6,2025-05-04T03:17:04.397Z,2025-05-04T03:17:05Z,6ydk69km9oe49cg6plrc6u0wk,L. MacKinnon,,,5701030247,141,55.7,5701030245,140,90.4,5701030251,213,0.57,5701030241,56,Center,5701030249,212,31.7,5701030233,5,,5701030235,155,,5701030237,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810018761,361,12,2,48,11,aj8ytsr2ap33tod0hd8ofzaw9,1,12.6,47.3,2025-05-04T03:17:06.406Z,2025-05-04T03:17:11Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5701030315,140,40.7,5701030317,141,41.0,5701030319,212,29.8,5701030321,213,6.14,5701030313,56,Back,5701030329,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810018779,362,61,2,48,16,aj8ytsr2ap33tod0hd8ofzaw9,0,40.7,41.0,2025-05-04T03:17:11.406Z,2025-05-04T04:23:25Z,am6xykrxjymw2qpqli6upysq,A. Touré,,,5701030425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810018835,371,1,2,48,19,cf5r1qpotp6n5i3vdchsp2en1,0,55.6,73.0,2025-05-04T03:17:14.571Z,2025-05-04T03:17:16Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5701030719,140,80.9,5701030723,212,29.1,5701030721,141,90.6,5701030717,56,Left,5701030715,155,,5701030725,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810018851,363,8,2,48,24,aj8ytsr2ap33tod0hd8ofzaw9,1,27.8,18.6,2025-05-04T03:17:19.679Z,2025-05-04T03:19:53Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5701030823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810018873,372,1,2,48,29,cf5r1qpotp6n5i3vdchsp2en1,0,70.9,80.6,2025-05-04T03:17:24.027Z,2025-05-04T03:17:25Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5701030953,2,,5701030959,140,89.4,5701030957,56,Center,5701030955,155,,5701030965,213,5.38,5701030963,212,31.3,5701030961,141,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810018879,364,12,2,48,30,aj8ytsr2ap33tod0hd8ofzaw9,1,12.2,62.7,2025-05-04T03:17:25.414Z,2025-05-04T03:19:54Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5701031011,213,5.04,5701031007,141,36.1,5701031005,140,18.1,5701031025,15,,5701031003,56,Back,5701031009,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810018899,373,61,2,48,33,cf5r1qpotp6n5i3vdchsp2en1,0,84.9,65.7,2025-05-04T03:17:28.757Z,2025-05-04T03:19:15Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5701031165,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810019197,369,50,2,48,34,aj8ytsr2ap33tod0hd8ofzaw9,1,14.6,34.2,2025-05-04T03:17:29.407Z,2025-05-04T03:19:10Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5701032993,56,Back,5701032995,285,,5701034081,233,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810019373,379,7,2,48,34,cf5r1qpotp6n5i3vdchsp2en1,0,85.4,65.8,2025-05-04T03:17:29.408Z,2025-05-04T03:19:09Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5701034015,286,,5701034013,56,Center,5701034055,233,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810018919,365,43,2,48,35,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-05-04T03:17:30.855Z,2025-05-04T03:20:02Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5701031259,213,4.83,5701031251,56,Back,5701031253,140,12.0,5701036003,144,12,5701031255,141,30.9,5701031257,212,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810019387,370,1,2,48,37,aj8ytsr2ap33tod0hd8ofzaw9,0,5.0,26.4,2025-05-04T03:17:32.175Z,2025-05-04T04:21:58Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5701034091,140,22.5,5701034089,56,Back,5701034093,141,11.9,5701034095,212,20.9,5701034097,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810019553,380,8,2,48,37,cf5r1qpotp6n5i3vdchsp2en1,1,80.9,91.4,2025-05-04T03:17:32.238Z,2025-05-04T03:19:53Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5701035099,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810019547,372,83,2,48,37,aj8ytsr2ap33tod0hd8ofzaw9,0,21.9,7.4,2025-05-04T03:17:32.808Z,2025-05-04T03:19:52Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5701035717,399,8sydisziijh84elb8dprtlduy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810018905,374,1,2,48,38,cf5r1qpotp6n5i3vdchsp2en1,0,76.1,87.3,2025-05-04T03:17:33.872Z,2025-05-04T03:19:52Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5701035665,233,371,5701035663,236,,5701035661,213,3.24,5701035669,286,,5701035653,56,Left,5701035659,212,5.5,5701035655,140,70.9,5701035657,141,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810019389,371,74,2,48,38,aj8ytsr2ap33tod0hd8ofzaw9,1,22.3,2.5,2025-05-04T03:17:33.873Z,2025-05-04T03:19:51Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5701034109,56,Back,5701034111,285,,5701035675,233,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810018927,366,5,2,48,41,aj8ytsr2ap33tod0hd8ofzaw9,0,15.4,-1.0,2025-05-04T03:17:36.696Z,2025-05-04T03:20:18Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5701031305,347,,5701036517,233,376,5701031303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810019117,376,5,2,48,41,cf5r1qpotp6n5i3vdchsp2en1,1,84.6,101.0,2025-05-04T03:17:36.696Z,2025-05-04T04:17:39Z,6ydk69km9oe49cg6plrc6u0wk,L. MacKinnon,,,5701036505,233,366,5701032465,56,Left,5701032467,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810019097,367,27,2,49,13,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-05-04T03:18:07.968Z,2025-05-04T03:18:14Z,,,,,5701032543,233,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810019121,377,27,2,49,13,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-05-04T03:18:07.968Z,2025-05-04T03:18:13Z,,,,,5701032481,41,Injury,5701032513,233,367,5701032483,53,ds74l5fmanizrflvvfkl42pcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810019191,368,28,2,49,32,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-05-04T03:18:27.080Z,2025-05-04T04:17:35Z,,,,,5701032955,55,367,5701113097,233,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810019231,378,28,2,49,32,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-05-04T03:18:27.080Z,2025-05-04T04:17:35Z,,,,,5701113093,233,368,5701033173,55,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810019713,381,18,2,51,6,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-05-04T03:20:01.664Z,2025-05-04T03:20:36Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5701036053,44,Defender,5701036103,55,382,5701036055,59,5,5701037251,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810019719,382,19,2,51,6,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-05-04T03:20:01.665Z,2025-05-04T04:21:49Z,2m8m4aavjwesbh6oea1ta1vys,A. Miles,,,5701036535,293,5,5701117857,292,4,5701036093,145,5,5701036099,55,381,5701037237,41,,5701036095,59,33,5701036097,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810019829,383,1,2,51,24,cf5r1qpotp6n5i3vdchsp2en1,1,84.7,100.0,2025-05-04T03:20:19.535Z,2025-05-04T03:20:27Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5701036829,107,,5701036833,140,88.9,5701036831,56,Left,5701036839,213,5.10,5701036835,141,85.6,5701036837,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810019813,373,83,2,51,30,aj8ytsr2ap33tod0hd8ofzaw9,0,26.1,9.8,2025-05-04T03:20:25.088Z,2025-05-04T04:23:24Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5701037947,399,6kp2pv58u27yf5tnclyhnuoh6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810019833,384,50,2,51,32,cf5r1qpotp6n5i3vdchsp2en1,1,95.4,89.2,2025-05-04T03:20:27.607Z,2025-05-04T03:20:37Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5701037155,233,374,5701036871,286,,5701036869,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810019873,374,7,2,51,32,aj8ytsr2ap33tod0hd8ofzaw9,1,4.6,10.8,2025-05-04T03:20:27.608Z,2025-05-04T03:20:36Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5701037109,56,Back,5701037129,233,384,5701037107,167,,5701037111,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810019897,375,6,2,51,35,aj8ytsr2ap33tod0hd8ofzaw9,0,1.0,10.3,2025-05-04T03:20:30.767Z,2025-05-04T04:07:08Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5701037257,73,,5701037255,56,Back,5701037317,233,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810019855,385,6,2,51,35,cf5r1qpotp6n5i3vdchsp2en1,1,99.0,89.7,2025-05-04T03:20:30.767Z,2025-05-04T04:07:08Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5701037289,233,375,5701037051,56,Left,5701037053,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020011,386,1,2,51,56,cf5r1qpotp6n5i3vdchsp2en1,1,99.5,99.5,2025-05-04T03:20:51.937Z,2025-05-04T03:21:06Z,6ydk69km9oe49cg6plrc6u0wk,L. MacKinnon,1.0,,5701037933,223,,5701037937,140,90.9,5701037935,56,Center,5701037927,2,,5701038437,210,13,5701037941,212,44.1,5701037939,141,36.0,5701037931,155,,5701037929,6,,5701038439,154,,5701038003,1,5701037943,213,4.51,,,,,,,,,,,,,,,,,,,
2810020025,387,13,2,52,0,cf5r1qpotp6n5i3vdchsp2en1,1,90.9,36.0,2025-05-04T03:20:55.752Z,2025-05-04T04:45:43Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5701038057,56,Center,5701038055,63,,5701038477,103,15.3,5701038475,102,41.7,5701038467,154,,5701038465,29,,5701038211,20,,5701038209,25,,5701038481,230,98.5,5701038479,328,,5701038461,84,5701038469,55,386,,5701038483,231,,,,,,,,,,,,,,47.5,,
2810020175,376,5,2,52,0,aj8ytsr2ap33tod0hd8ofzaw9,1,-1.2,59.5,2025-05-04T03:20:55.881Z,2025-05-04T04:17:40Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5701039113,56,Back,5701039143,233,388,5701039115,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020037,388,5,2,52,0,cf5r1qpotp6n5i3vdchsp2en1,0,101.2,40.5,2025-05-04T03:20:55.881Z,2025-05-04T04:17:40Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5701039167,233,376,5701038141,56,Center,5701038143,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020215,377,1,2,52,34,aj8ytsr2ap33tod0hd8ofzaw9,0,4.6,52.8,2025-05-04T03:21:29.585Z,2025-05-04T03:21:37Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5701039365,1,,5701039367,74,,5701039363,213,0.22,5701039361,212,67.9,5701039353,124,,5701039359,141,74.5,5701039355,56,Center,5701039357,140,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020233,389,12,2,52,43,cf5r1qpotp6n5i3vdchsp2en1,1,19.7,8.5,2025-05-04T03:21:38.840Z,2025-05-04T03:21:45Z,2m8m4aavjwesbh6oea1ta1vys,A. Miles,,,5701039503,167,,5701039473,212,8.0,5701039471,141,0.0,5701039469,140,24.7,5701039475,213,5.43,5701039467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020243,378,5,2,52,43,aj8ytsr2ap33tod0hd8ofzaw9,1,75.8,100.8,2025-05-04T03:21:38.857Z,2025-05-04T03:21:47Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5701039545,233,390,5701039527,347,,5701039525,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020237,390,5,2,52,43,cf5r1qpotp6n5i3vdchsp2en1,0,24.2,-0.8,2025-05-04T03:21:38.857Z,2025-05-04T04:17:40Z,2m8m4aavjwesbh6oea1ta1vys,A. Miles,,,5701039487,56,Back,5701039565,233,378,5701039489,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020291,379,1,2,52,55,aj8ytsr2ap33tod0hd8ofzaw9,1,77.0,100.0,2025-05-04T03:21:50.825Z,2025-05-04T03:21:53Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5701039877,56,Back,5701039875,107,,5701039879,140,47.5,5701039883,212,38.1,5701039881,141,69.0,5701039885,213,3.76,5701039887,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020303,380,1,2,52,58,aj8ytsr2ap33tod0hd8ofzaw9,1,47.5,69.0,2025-05-04T03:21:53.377Z,2025-05-04T03:21:56Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5701039977,56,Back,5701039979,140,37.0,5701039983,212,21.0,5701039981,141,42.8,5701039985,213,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020329,381,1,2,53,1,aj8ytsr2ap33tod0hd8ofzaw9,1,35.7,40.6,2025-05-04T03:21:56.546Z,2025-05-04T03:22:02Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5701040125,140,44.5,5701040127,141,16.4,5701040123,56,Back,5701040131,213,5.22,5701040129,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020347,382,1,2,53,7,aj8ytsr2ap33tod0hd8ofzaw9,1,66.2,3.7,2025-05-04T03:22:02.161Z,2025-05-04T03:22:05Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5701040229,141,10.3,5701040233,213,2.92,5701040231,212,20.7,5701040225,56,Back,5701040227,140,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020351,383,1,2,53,10,aj8ytsr2ap33tod0hd8ofzaw9,0,47.0,10.3,2025-05-04T03:22:05.394Z,2025-05-04T03:22:06Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5701040251,155,,5701040259,212,5.4,5701040253,56,Right,5701040257,141,13.4,5701040255,140,51.7,5701040261,213,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020355,391,61,2,53,12,cf5r1qpotp6n5i3vdchsp2en1,1,47.9,84.7,2025-05-04T03:22:07.045Z,2025-05-04T03:22:07Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5701040279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020365,384,1,2,53,13,aj8ytsr2ap33tod0hd8ofzaw9,0,48.1,5.2,2025-05-04T03:22:08.034Z,2025-05-04T03:22:23Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5701040317,56,Right,5701040315,155,,5701040325,213,0.27,5701040327,1,,5701040323,212,35.3,5701040319,140,80.5,5701040321,141,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020369,392,12,2,53,14,cf5r1qpotp6n5i3vdchsp2en1,1,21.3,77.2,2025-05-04T03:22:09.512Z,2025-05-04T03:22:12Z,2m8m4aavjwesbh6oea1ta1vys,A. Miles,,,5701040365,15,,5701040357,212,7.2,5701040355,141,84.8,5701040353,140,26.1,5701040351,56,Back,5701040359,213,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020385,394,1,2,53,17,cf5r1qpotp6n5i3vdchsp2en1,1,26.3,85.0,2025-05-04T03:22:12.112Z,2025-05-04T03:22:13Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5701040465,213,6.23,5701040461,141,84.2,5701040463,212,11.2,5701040459,140,37.0,5701040457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020399,395,1,2,53,18,cf5r1qpotp6n5i3vdchsp2en1,1,37.0,84.2,2025-05-04T03:22:13.273Z,2025-05-04T03:22:15Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5701040557,213,5.40,5701040555,212,10.7,5701040553,141,72.0,5701040549,56,Back,5701040551,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020403,396,50,2,53,20,cf5r1qpotp6n5i3vdchsp2en1,1,30.8,81.8,2025-05-04T03:22:15.488Z,2025-05-04T04:17:11Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5701040573,56,Back,5701040607,285,,5701040609,233,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020409,385,7,2,53,20,aj8ytsr2ap33tod0hd8ofzaw9,0,69.2,18.2,2025-05-04T03:22:15.489Z,2025-05-04T04:17:11Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5701040587,56,Right,5701040601,233,396,5701040653,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020417,397,1,2,53,23,cf5r1qpotp6n5i3vdchsp2en1,1,36.2,55.8,2025-05-04T03:22:18.849Z,2025-05-04T03:22:19Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5701040661,212,26.6,5701040663,213,0.15,5701040659,141,61.8,5701040655,56,Center,5701040657,140,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020431,398,1,2,53,24,cf5r1qpotp6n5i3vdchsp2en1,1,61.2,61.8,2025-05-04T03:22:19.697Z,2025-05-04T03:22:24Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5701040739,4,,5701040723,212,24.6,5701040719,140,78.7,5701040721,141,37.7,5701040717,56,Center,5701040725,213,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020447,399,61,2,53,29,cf5r1qpotp6n5i3vdchsp2en1,0,80.6,38.0,2025-05-04T03:22:24.592Z,2025-05-04T03:22:25Z,5nv5d35t6x08kuujy5qptrlec,B. Jamison,,,5701040837,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020467,387,1,2,53,32,aj8ytsr2ap33tod0hd8ofzaw9,1,14.0,54.5,2025-05-04T03:22:27.546Z,2025-05-04T03:22:35Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5701040951,56,Back,5701040949,123,,5701040953,140,40.6,5701040957,212,39.3,5701040955,141,13.8,5701041219,1,,5701040961,213,5.50,5701040971,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020521,388,1,2,53,40,aj8ytsr2ap33tod0hd8ofzaw9,1,40.6,13.8,2025-05-04T03:22:35.562Z,2025-05-04T04:23:22Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5701041257,213,0.02,5701041255,212,26.0,5701041253,141,14.4,5701041251,140,65.4,5701041249,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020525,389,43,2,53,42,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-05-04T03:22:37.410Z,2025-05-04T03:22:42Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5701041431,144,12,5701041287,56,Right,5701041295,213,3.14,5701041289,140,65.6,5701041293,212,0,5701041291,141,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020531,390,1,2,53,43,aj8ytsr2ap33tod0hd8ofzaw9,1,65.6,14.3,2025-05-04T03:22:38.010Z,2025-05-04T03:22:38Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5701041323,141,18.5,5701041319,56,Right,5701041321,140,62.0,5701041327,213,2.49,5701041325,212,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020535,391,1,2,53,43,aj8ytsr2ap33tod0hd8ofzaw9,0,62.0,18.5,2025-05-04T03:22:38.698Z,2025-05-04T03:22:39Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5701041345,212,5.8,5701041347,213,0.18,5701041339,56,Right,5701041341,140,67.4,5701041343,141,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020537,401,1,2,53,44,cf5r1qpotp6n5i3vdchsp2en1,1,36.6,72.6,2025-05-04T03:22:39.504Z,2025-05-04T03:24:16Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5701041357,213,5.96,5701041355,212,5.6,5701041353,141,70.0,5701041349,56,Back,5701041351,140,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020571,402,1,2,53,45,cf5r1qpotp6n5i3vdchsp2en1,1,41.7,70.0,2025-05-04T03:22:40.185Z,2025-05-04T03:22:45Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5701041521,140,57.2,5701041523,141,88.3,5701041519,56,Left,5701041525,212,20.5,5701041527,213,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020593,403,1,2,53,50,cf5r1qpotp6n5i3vdchsp2en1,1,62.3,86.8,2025-05-04T03:22:45.721Z,2025-05-04T03:22:49Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5701041647,141,75.6,5701041645,140,57.5,5701041649,212,9.1,5701041651,213,4.13,5701041643,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020619,404,1,2,53,54,cf5r1qpotp6n5i3vdchsp2en1,1,46.9,72.0,2025-05-04T03:22:49.761Z,2025-05-04T03:22:54Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5701041795,56,Back,5701041797,140,41.8,5701041803,212,8.3,5701041799,141,62.7,5701041807,213,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020659,405,1,2,53,58,cf5r1qpotp6n5i3vdchsp2en1,1,42.6,66.0,2025-05-04T03:22:53.937Z,2025-05-04T03:22:59Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5701041995,140,44.3,5701041997,141,79.3,5701042001,213,1.38,5701041999,212,9.2,5701041993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020685,406,1,2,54,4,cf5r1qpotp6n5i3vdchsp2en1,1,38.4,85.1,2025-05-04T03:22:59.121Z,2025-05-04T03:23:03Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5701042149,141,35.7,5701042151,212,35.0,5701042153,213,4.43,5701042145,56,Back,5701042155,1,,5701042147,140,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020697,407,1,2,54,8,cf5r1qpotp6n5i3vdchsp2en1,1,27.0,36.1,2025-05-04T03:23:03.529Z,2025-05-04T03:24:13Z,2m8m4aavjwesbh6oea1ta1vys,A. Miles,,1.0,5701044075,22,,5701044073,210,16,5701044179,155,,5701042215,140,77.5,5701042217,141,50.9,5701042213,56,Center,5701042221,213,0.19,5701042223,1,,5701042219,212,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
