id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2819910693,413,5,2,52,8,7c9knuwazz9k9449u5rnuuy5m,1,-0.8,41.4,2025-05-29T03:52:12.768Z,2025-05-29T04:47:25Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5755784463,233,363,5755770673,56,Back,5755770675,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910705,414,1,2,52,19,7c9knuwazz9k9449u5rnuuy5m,1,3.7,46.4,2025-05-29T03:52:23.317Z,2025-05-29T03:52:25Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5755770751,1,,5755770743,141,12.3,5755770755,74,,5755770739,140,62.3,5755770737,56,Right,5755770735,124,,5755770749,213,5.92,5755770747,212,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910709,415,61,2,52,21,7c9knuwazz9k9449u5rnuuy5m,0,65.2,13.4,2025-05-29T03:52:25.541Z,2025-05-29T04:53:48Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,,5755770771,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910713,364,12,2,52,22,2iwybwokic7nmr1t33abdbjoq,1,38.0,94.7,2025-05-29T03:52:26.894Z,2025-05-29T03:52:28Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5755770801,140,37.4,5755770825,15,,5755770799,56,Back,5755770803,141,100.0,5755770805,212,4.7,5755770807,213,1.70,5755770859,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910721,365,5,2,52,23,2iwybwokic7nmr1t33abdbjoq,0,37.3,101.8,2025-05-29T03:52:27.411Z,2025-05-29T03:52:30Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5755770839,56,Back,5755770841,347,,5755770897,233,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910731,416,5,2,52,23,7c9knuwazz9k9449u5rnuuy5m,1,62.7,-1.8,2025-05-29T03:52:27.411Z,2025-05-29T04:47:25Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,,5755770883,347,,5755770889,233,365,5755770881,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910743,417,1,2,52,25,7c9knuwazz9k9449u5rnuuy5m,1,62.7,0.0,2025-05-29T03:52:29.612Z,2025-05-29T03:52:32Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,,5755770965,212,28.0,5755770957,107,,5755770959,56,Center,5755770969,1,,5755770967,213,1.75,5755770961,140,58.0,5755770963,141,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910751,418,1,2,52,28,7c9knuwazz9k9449u5rnuuy5m,1,58.4,33.4,2025-05-29T03:52:32.660Z,2025-05-29T03:52:46Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,1.0,5755771017,213,1.13,5755771067,210,13,5755771013,141,65.4,5755771015,212,24.1,5755771011,140,68.3,5755771009,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910753,419,13,2,52,34,7c9knuwazz9k9449u5rnuuy5m,1,74.4,66.4,2025-05-29T03:52:38.324Z,2025-05-29T05:25:22Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5755771105,102,55.0,5755771021,22,,5755771109,215,,5755771101,55,418,5755771099,29,,5755771025,56,Center,5755771111,230,97.5,5755771023,18,,5755771107,103,63.9,5755771097,74,,5755771113,231,5755771051,72,51.4,,,,,,,,,,,,,,,,
2819910767,366,5,2,52,34,2iwybwokic7nmr1t33abdbjoq,1,-1.4,51.0,2025-05-29T03:52:38.406Z,2025-05-29T04:47:26Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5755771147,346,,5755771149,233,420,5755771145,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910757,420,5,2,52,34,7c9knuwazz9k9449u5rnuuy5m,0,101.4,49.0,2025-05-29T03:52:38.406Z,2025-05-29T04:47:26Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5755771155,233,366,5755771049,346,,5755771047,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910775,367,1,2,52,48,2iwybwokic7nmr1t33abdbjoq,1,4.8,40.6,2025-05-29T03:52:53.142Z,2025-05-29T03:52:59Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5755771205,140,1.1,5755771215,237,,5755771209,212,8.7,5755771207,141,52.1,5755771201,124,,5755771203,56,Back,5755771211,213,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910793,368,1,2,52,54,2iwybwokic7nmr1t33abdbjoq,1,11.2,51.8,2025-05-29T03:52:59.246Z,2025-05-29T03:53:06Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5755771323,213,1.00,5755771315,56,Back,5755771317,140,21.1,5755771321,212,19.2,5755771319,141,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910799,369,1,2,53,2,2iwybwokic7nmr1t33abdbjoq,1,26.1,77.0,2025-05-29T03:53:06.414Z,2025-05-29T03:53:12Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5755771355,141,66.6,5755771351,56,Back,5755771353,140,11.1,5755771359,213,3.56,5755771357,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910811,370,1,2,53,7,2iwybwokic7nmr1t33abdbjoq,1,11.7,66.3,2025-05-29T03:53:11.846Z,2025-05-29T03:53:16Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5755771419,140,20.1,5755771425,213,0.59,5755771421,141,75.0,5755771417,56,Back,5755771423,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910817,371,1,2,53,11,2iwybwokic7nmr1t33abdbjoq,1,34.6,78.5,2025-05-29T03:53:15.789Z,2025-05-29T03:53:18Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5755771465,141,78.9,5755771461,56,Back,5755771463,140,41.9,5755771469,213,0.04,5755771467,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910823,372,1,2,53,13,2iwybwokic7nmr1t33abdbjoq,1,39.1,73.4,2025-05-29T03:53:18.286Z,2025-05-29T03:53:23Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5755771497,56,Back,5755771503,212,26.9,5755771499,140,27.0,5755771501,141,38.5,5755771505,213,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910833,373,1,2,53,18,2iwybwokic7nmr1t33abdbjoq,1,30.5,30.8,2025-05-29T03:53:22.902Z,2025-05-29T03:53:25Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5755771555,56,Back,5755771557,140,31.8,5755771559,141,10.4,5755771563,213,4.81,5755771561,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910841,374,2,2,53,20,2iwybwokic7nmr1t33abdbjoq,1,31.8,10.4,2025-05-29T03:53:25.182Z,2025-05-29T04:11:44Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5755771723,1,,5755771609,141,11.2,5755771721,7,6m158yzashjy4y3dcbresua22,5755771607,140,63.5,5755771725,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910867,422,55,2,53,20,7c9knuwazz9k9449u5rnuuy5m,1,25.1,92.7,2025-05-29T03:53:25.183Z,2025-05-29T04:53:34Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5755801425,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910849,421,43,2,53,25,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-05-29T03:53:29.820Z,2025-05-29T03:53:36Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5755771715,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910919,423,1,2,54,0,7c9knuwazz9k9449u5rnuuy5m,1,22.7,69.3,2025-05-29T03:54:04.804Z,2025-05-29T03:54:07Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5755772023,140,28.7,5755772019,241,,5755772017,5,,5755772021,56,Back,5755772027,212,17.6,5755772029,213,1.21,5755772025,141,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910923,424,1,2,54,2,7c9knuwazz9k9449u5rnuuy5m,1,28.7,93.5,2025-05-29T03:54:07.228Z,2025-05-29T03:54:10Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5755772059,212,36.9,5755772057,141,46.4,5755772055,140,11.2,5755772053,56,Back,5755772061,213,4.19,5755772063,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910929,425,1,2,54,6,7c9knuwazz9k9449u5rnuuy5m,1,8.5,46.4,2025-05-29T03:54:10.436Z,2025-05-29T03:54:13Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5755772103,56,Back,5755772111,213,5.69,5755772113,1,,5755772101,157,,5755772109,212,40.1,5755772107,141,13.5,5755772105,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910931,426,1,2,54,9,7c9knuwazz9k9449u5rnuuy5m,0,39.6,12.8,2025-05-29T03:54:13.316Z,2025-05-29T04:52:49Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5755772119,140,41.9,5755772117,56,Back,5755772121,141,15.6,5755772125,213,0.67,5755772299,168,,5755772123,212,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910939,376,1,2,54,10,2iwybwokic7nmr1t33abdbjoq,1,61.3,90.8,2025-05-29T03:54:14.437Z,2025-05-29T03:54:15Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5755772145,141,76.1,5755772147,212,13.7,5755772149,213,5.46,5755772141,56,Center,5755772143,140,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910943,377,1,2,54,11,2iwybwokic7nmr1t33abdbjoq,1,70.2,76.1,2025-05-29T03:54:15.429Z,2025-05-29T03:54:16Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5755772175,212,16.2,5755772171,140,85.6,5755772173,141,73.8,5755772177,213,6.19,5755772169,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910947,378,1,2,54,12,2iwybwokic7nmr1t33abdbjoq,1,85.7,72.3,2025-05-29T03:54:16.701Z,2025-05-29T03:54:28Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,1.0,5755772445,210,13,5755772191,56,Center,5755772193,140,85.0,5755772447,154,,5755772195,141,64.8,5755772199,213,4.57,5755772197,212,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910951,379,13,2,54,13,2iwybwokic7nmr1t33abdbjoq,1,86.5,53.6,2025-05-29T03:54:17.597Z,2025-05-29T05:06:51Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5755772461,103,12.5,5755772207,22,,5755772453,154,,5755772465,230,98.5,5755772449,75,,5755772463,328,,5755772451,29,,5755772321,17,,5755772455,55,378,5755772467,231,52.0,5755772319,20,5755772211,56,,5755772459,102,37.6,,,,,Center,,,,,,,,
2819910967,380,5,2,54,15,2iwybwokic7nmr1t33abdbjoq,0,101.2,42.0,2025-05-29T03:54:19.501Z,2025-05-29T04:47:27Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5755772301,56,Center,5755772341,233,427,5755772303,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910965,427,5,2,54,15,7c9knuwazz9k9449u5rnuuy5m,1,-1.2,58.0,2025-05-29T03:54:19.501Z,2025-05-29T04:47:26Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5755772297,346,,5755772295,56,Back,5755772325,233,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819910995,428,1,2,54,23,7c9knuwazz9k9449u5rnuuy5m,1,4.7,54.3,2025-05-29T03:54:27.524Z,2025-05-29T04:52:17Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5755772515,140,24.0,5755772523,1,,5755772519,212,32.6,5755772517,141,91.8,5755772521,213,0.90,5755787901,189,,5755772511,124,,5755772527,237,,5755772513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,
2819911001,429,4,2,54,27,7c9knuwazz9k9449u5rnuuy5m,1,32.4,91.0,2025-05-29T03:54:31.372Z,2025-05-29T04:52:19Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5755772597,13,,5755772603,265,,5755772599,56,Back,5755772601,152,,5755772671,285,,5755772623,233,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911005,381,4,2,54,27,2iwybwokic7nmr1t33abdbjoq,0,67.6,9.0,2025-05-29T03:54:31.373Z,2025-05-29T03:54:38Z,6m158yzashjy4y3dcbresua22,D. Johnson,,,5755772633,286,,5755772577,265,,5755772575,152,,5755772573,56,Right,5755772635,233,429,5755772571,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911083,430,1,2,54,56,7c9knuwazz9k9449u5rnuuy5m,1,23.0,90.6,2025-05-29T03:55:01.036Z,2025-05-29T03:55:05Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5755773089,56,Left,5755773087,152,,5755773091,140,66.0,5755773085,155,,5755773093,141,83.8,5755773083,5,,5755773095,212,45.4,5755773097,213,6.18,5755773099,1,,,,,,,,,,,,,,,,,,,,,,,,,
2819911085,431,4,2,55,0,7c9knuwazz9k9449u5rnuuy5m,1,61.6,85.6,2025-05-29T03:55:05.059Z,2025-05-29T03:55:18Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,,5755773163,294,,5755773161,13,,5755773169,286,,5755773167,152,,5755773165,56,Left,5755773171,233,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911089,382,4,2,55,0,2iwybwokic7nmr1t33abdbjoq,0,38.4,14.4,2025-05-29T03:55:05.060Z,2025-05-29T04:11:57Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5755773127,152,,5755773311,294,,5755773131,285,,5755773123,13,,5755773125,56,Back,5755773345,233,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911137,432,1,2,55,8,7c9knuwazz9k9449u5rnuuy5m,1,61.7,88.0,2025-05-29T03:55:13.076Z,2025-05-29T03:55:18Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5755773447,140,46.0,5755773449,141,70.8,5755773445,56,Back,5755773443,152,,5755773453,213,3.76,5755773441,5,,5755773451,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911139,433,1,2,55,11,7c9knuwazz9k9449u5rnuuy5m,1,45.5,72.3,2025-05-29T03:55:15.644Z,2025-05-29T03:55:19Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5755773461,141,29.1,5755773465,213,4.66,5755773457,56,Back,5755773459,140,43.9,5755773463,212,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911157,434,1,2,55,14,7c9knuwazz9k9449u5rnuuy5m,1,40.8,26.7,2025-05-29T03:55:19.132Z,2025-05-29T03:55:24Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5755773553,212,14.9,5755773551,141,7.6,5755773549,140,47.8,5755773547,56,Back,5755773555,213,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911173,435,1,2,55,19,7c9knuwazz9k9449u5rnuuy5m,1,46.3,31.8,2025-05-29T03:55:24.140Z,2025-05-29T03:55:31Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5755773635,56,Back,5755773639,141,61.7,5755773637,140,43.0,5755773643,213,1.74,5755773641,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911179,436,1,2,55,26,7c9knuwazz9k9449u5rnuuy5m,0,68.2,65.4,2025-05-29T03:55:31.244Z,2025-05-29T04:51:41Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5755773671,212,13.1,5755773665,56,Center,5755773667,140,80.6,5755773673,213,6.16,5755773669,141,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911193,384,1,2,55,33,2iwybwokic7nmr1t33abdbjoq,0,30.3,11.6,2025-05-29T03:55:37.758Z,2025-05-29T03:55:41Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5755773775,1,,5755773763,155,,5755773771,212,49.8,5755773765,56,Center,5755773773,213,0.26,5755773767,140,76.1,5755773769,141,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911203,437,59,2,55,38,7c9knuwazz9k9449u5rnuuy5m,1,21.4,74.4,2025-05-29T03:55:42.811Z,2025-05-29T03:55:44Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5755773831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911207,438,12,2,55,40,7c9knuwazz9k9449u5rnuuy5m,1,21.4,74.4,2025-05-29T03:55:44.643Z,2025-05-29T03:55:46Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5755773847,141,100.0,5755773849,212,53.5,5755773843,56,Left,5755773869,167,,5755773851,213,0.35,5755773845,140,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911231,385,5,2,55,41,2iwybwokic7nmr1t33abdbjoq,1,35.6,-1.0,2025-05-29T03:55:45.836Z,2025-05-29T04:47:27Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5755773979,56,Back,5755773981,347,,5755773985,233,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911209,439,5,2,55,41,7c9knuwazz9k9449u5rnuuy5m,0,64.4,101.0,2025-05-29T03:55:45.836Z,2025-05-29T04:47:28Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5755773855,347,,5755773853,56,Left,5755774001,233,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911563,409,17,2,55,45,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-29T03:55:50.220Z,2025-05-29T03:58:22Z,,,,,5755776029,283,agzwlg0uzsy90ocx0ca3mhknp,5755776023,31,,5755776025,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911241,386,1,2,55,57,2iwybwokic7nmr1t33abdbjoq,1,47.3,0.0,2025-05-29T03:56:02.269Z,2025-05-29T03:56:05Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5755774049,141,6.1,5755774047,140,63.8,5755774045,56,Right,5755774053,213,0.25,5755774043,107,,5755774051,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911243,387,1,2,56,0,2iwybwokic7nmr1t33abdbjoq,0,61.2,6.1,2025-05-29T03:56:05.037Z,2025-05-29T03:56:05Z,6m158yzashjy4y3dcbresua22,D. Johnson,,,5755774063,212,5.9,5755774061,141,13.9,5755774057,56,Right,5755774065,213,2.01,5755774059,140,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911253,440,8,2,56,4,7c9knuwazz9k9449u5rnuuy5m,1,36.9,86.3,2025-05-29T03:56:08.460Z,2025-05-29T04:51:07Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5755774127,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911259,442,1,2,56,5,7c9knuwazz9k9449u5rnuuy5m,1,36.9,86.3,2025-05-29T03:56:09.763Z,2025-05-29T04:51:09Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5755774147,213,3.37,5755774143,141,82.6,5755774141,140,26.5,5755774145,212,11.2,5755774139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911267,443,1,2,56,7,7c9knuwazz9k9449u5rnuuy5m,1,26.5,82.6,2025-05-29T03:56:11.651Z,2025-05-29T03:56:12Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5755774183,140,32.4,5755774181,56,Back,5755774187,212,14.1,5755774189,213,5.17,5755774185,141,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911279,444,1,2,56,8,7c9knuwazz9k9449u5rnuuy5m,1,31.3,69.7,2025-05-29T03:56:12.755Z,2025-05-29T03:56:17Z,6fgrix1m2a1zkn8kvd29nbcvd,D. Peeters,,,5755774263,213,5.69,5755774261,212,29.9,5755774255,56,Center,5755774259,141,45.1,5755774257,140,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911281,445,1,2,56,13,7c9knuwazz9k9449u5rnuuy5m,1,58.1,19.5,2025-05-29T03:56:17.691Z,2025-05-29T03:56:19Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5755774269,140,54.1,5755774267,56,Center,5755774273,212,12.0,5755774275,213,1.93,5755774271,141,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911287,446,1,2,56,15,7c9knuwazz9k9449u5rnuuy5m,1,54.2,40.3,2025-05-29T03:56:19.396Z,2025-05-29T03:56:22Z,6fgrix1m2a1zkn8kvd29nbcvd,D. Peeters,,,5755774307,56,Right,5755774315,213,4.71,5755774311,141,12.8,5755774309,140,54.1,5755774313,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911295,447,1,2,56,17,7c9knuwazz9k9449u5rnuuy5m,1,55.9,18.6,2025-05-29T03:56:21.923Z,2025-05-29T03:56:27Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5755774419,141,54.3,5755774421,212,26.4,5755774417,140,45.9,5755774415,56,Back,5755774423,213,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911303,448,1,2,56,23,7c9knuwazz9k9449u5rnuuy5m,1,53.8,75.7,2025-05-29T03:56:27.452Z,2025-05-29T03:56:30Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5755774447,140,63.5,5755774455,213,5.27,5755774453,212,19.1,5755774443,56,Center,5755774451,141,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911305,449,1,2,56,26,7c9knuwazz9k9449u5rnuuy5m,0,60.5,58.5,2025-05-29T03:56:30.563Z,2025-05-29T03:56:31Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5755774485,1,,5755774475,56,Center,5755774481,212,36.2,5755774483,213,6.24,5755774479,141,56.0,5755774477,140,94.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911313,389,1,2,56,34,2iwybwokic7nmr1t33abdbjoq,1,11.1,49.9,2025-05-29T03:56:38.573Z,2025-05-29T03:56:43Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5755774535,213,4.82,5755774533,212,14.4,5755774525,123,,5755774527,56,Back,5755774529,140,12.6,5755774531,141,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911319,390,1,2,56,39,2iwybwokic7nmr1t33abdbjoq,1,20.4,28.3,2025-05-29T03:56:43.636Z,2025-05-29T03:56:47Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5755774571,141,51.3,5755774575,213,2.22,5755774573,212,19.7,5755774567,56,Back,5755774569,140,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911331,391,1,2,56,42,2iwybwokic7nmr1t33abdbjoq,1,9.5,57.3,2025-05-29T03:56:47.245Z,2025-05-29T03:56:51Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5755774659,140,19.8,5755774657,56,Back,5755774665,213,0.93,5755774661,141,78.5,5755774663,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911361,392,1,2,56,46,2iwybwokic7nmr1t33abdbjoq,1,26.6,77.9,2025-05-29T03:56:50.989Z,2025-05-29T03:57:00Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5755774845,141,77.1,5755774847,212,10.5,5755774849,213,6.23,5755774841,56,Back,5755774843,140,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911365,393,1,2,56,56,2iwybwokic7nmr1t33abdbjoq,1,64.9,91.7,2025-05-29T03:57:00.525Z,2025-05-29T03:57:01Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5755774875,213,2.33,5755774871,141,96.6,5755774873,212,4.6,5755774867,56,Left,5755774869,140,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911373,394,1,2,56,57,2iwybwokic7nmr1t33abdbjoq,1,61.9,96.6,2025-05-29T03:57:01.677Z,2025-05-29T03:57:06Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5755774919,140,56.8,5755774925,213,4.24,5755774917,56,Left,5755774921,141,81.2,5755774923,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911381,395,1,2,57,1,2iwybwokic7nmr1t33abdbjoq,1,59.6,77.3,2025-05-29T03:57:06.165Z,2025-05-29T03:57:07Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5755774957,212,9.7,5755774959,213,5.21,5755774953,140,64.0,5755774951,56,Center,5755774955,141,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911383,396,1,2,57,3,2iwybwokic7nmr1t33abdbjoq,0,64.0,64.7,2025-05-29T03:57:07.445Z,2025-05-29T03:58:00Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5755774985,213,2.10,5755774981,141,70.2,5755774979,140,61.9,5755774983,212,4.3,5755775001,156,,5755774977,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819911387,397,43,2,57,4,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-29T03:57:09.038Z,2025-05-29T04:16:36Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5755790939,144,7,5755775021,56,Center,5755775747,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
