id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/11/value,qualifier/16/value,qualifier/18/value
2822653743,320,1,1,45,20,b1rpb2ox52uxcmjrsnqd95pk5,0,89.3,26.5,2025-06-14T22:51:54.643Z,2025-06-14T22:51:58Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,,5771190369,233,404,5771190321,140,89.4,5771190373,286,,5771190367,236,,5771190327,213,1.51,5771190325,212,1.6,5771190319,56,Center,5771190323,141,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822653749,404,74,1,45,20,5x54jbfk11lrsmipgsx7cdbai,1,9.8,69.7,2025-06-14T22:51:54.644Z,2025-06-16T01:48:31Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5771190365,285,,5771190375,233,320,5771190363,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822653771,406,1,1,45,23,5x54jbfk11lrsmipgsx7cdbai,1,23.7,66.7,2025-06-14T22:51:57.667Z,2025-06-16T01:48:48Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5771190467,213,0.84,5771190461,140,28.8,5771190459,56,Back,5771190463,141,75.4,5771190465,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822655419,435,1,1,45,24,5x54jbfk11lrsmipgsx7cdbai,1,27.3,69.4,2025-06-14T22:51:57.885Z,2025-06-16T01:48:49Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5771199693,140,20.0,5771199697,212,9.6,5771199691,56,Back,5771199695,141,77.9,5771199699,213,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822653777,407,3,1,45,25,5x54jbfk11lrsmipgsx7cdbai,0,30.6,74.8,2025-06-14T22:51:58.890Z,2025-06-16T01:48:50Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5771190497,233,321,5771190481,285,,5771190479,56,Back,5773181461,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822653763,321,7,1,45,25,b1rpb2ox52uxcmjrsnqd95pk5,1,69.4,25.2,2025-06-14T22:51:58.891Z,2025-06-16T01:48:51Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5771190487,233,407,5771190491,286,,5773181529,178,,5771190439,56,Center,5773181525,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822653781,323,3,1,45,28,b1rpb2ox52uxcmjrsnqd95pk5,0,83.8,26.2,2025-06-14T22:52:01.923Z,2025-06-16T01:49:04Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5771190529,286,,5773181831,464,,5771190617,233,408,5771190527,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822653791,408,7,1,45,28,5x54jbfk11lrsmipgsx7cdbai,1,16.2,73.8,2025-06-14T22:52:01.924Z,2025-06-16T01:49:07Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5771190601,233,323,5773181865,383,,5771190569,56,Back,5771190571,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822653803,410,1,1,45,30,5x54jbfk11lrsmipgsx7cdbai,1,3.7,81.5,2025-06-14T22:52:04.754Z,2025-06-15T00:15:04Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5771190661,212,11.4,5771190659,141,93.6,5771190657,140,11.2,5771190655,56,Back,5771190663,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822653811,411,1,1,45,33,5x54jbfk11lrsmipgsx7cdbai,0,11.2,93.6,2025-06-14T22:52:06.978Z,2025-06-15T00:15:02Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5771190747,140,0.0,5771190753,213,3.86,5771190749,141,77.6,5771190751,212,16.5,5771190745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822653821,324,6,1,45,34,b1rpb2ox52uxcmjrsnqd95pk5,1,94.8,18.0,2025-06-14T22:52:08.724Z,2025-06-14T23:01:24Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5771190839,75,,5771190837,56,Right,5771190841,233,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822653815,412,6,1,45,34,5x54jbfk11lrsmipgsx7cdbai,0,5.2,82.0,2025-06-14T22:52:08.724Z,2025-06-16T01:49:19Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5771190777,73,,5771190873,233,324,5771190775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822653947,326,1,1,46,10,b1rpb2ox52uxcmjrsnqd95pk5,0,99.5,0.5,2025-06-14T22:52:44.353Z,2025-06-16T01:49:38Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5771191541,213,1.74,5771191533,56,Center,5771191529,155,,5771191535,140,95.5,5771191527,6,,5771191537,141,36.9,5771191525,2,,5773182359,72,,5771191531,223,,5771191539,212,,,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822653951,413,12,1,46,11,5x54jbfk11lrsmipgsx7cdbai,1,5.1,69.3,2025-06-14T22:52:45.595Z,2025-06-14T22:52:52Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5771191563,213,0.64,5771191555,56,Back,5771191565,15,,5771191557,140,26.8,5771191561,212,28.3,5771191559,141,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822653971,327,1,1,46,14,b1rpb2ox52uxcmjrsnqd95pk5,0,78.2,6.2,2025-06-14T22:52:48.652Z,2025-06-16T01:49:52Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5771191663,213,1.21,5771191653,155,,5773182515,224,,5771191655,56,Center,5771191657,140,87.2,5773182517,20,,5771191659,141,43.0,5771191661,212,26.7,5771191651,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822653961,414,44,1,46,18,5x54jbfk11lrsmipgsx7cdbai,1,13.1,56.8,2025-06-14T22:52:52.066Z,2025-06-14T22:53:11Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5771191607,56,Back,5771191609,285,,5771191709,233,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822653973,328,44,1,46,18,b1rpb2ox52uxcmjrsnqd95pk5,0,86.9,43.2,2025-06-14T22:52:52.067Z,2025-06-14T22:52:57Z,597hrrj3moomrcd2d95yk12w9,M. Sheldon,,,5771191679,286,,5771191677,56,Center,5771191699,233,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822653963,415,12,1,46,18,5x54jbfk11lrsmipgsx7cdbai,1,13.0,57.5,2025-06-14T22:52:52.387Z,2025-06-14T22:53:20Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5771191617,141,79.4,5771191619,212,29.1,5771191623,15,,5771191613,56,Back,5771191621,213,0.54,5771191615,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822653975,329,1,1,46,22,b1rpb2ox52uxcmjrsnqd95pk5,1,65.7,17.9,2025-06-14T22:52:56.643Z,2025-06-14T22:58:42Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5771191719,140,54.2,5771191723,212,19.5,5771191717,56,Center,5771191725,213,2.24,5771191721,141,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822653981,330,1,1,46,25,b1rpb2ox52uxcmjrsnqd95pk5,1,54.2,40.4,2025-06-14T22:52:58.931Z,2025-06-14T22:53:01Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5771191769,212,18.6,5771191765,140,36.6,5771191767,141,42.8,5771191771,213,3.05,5771191763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654005,331,1,1,46,27,b1rpb2ox52uxcmjrsnqd95pk5,1,34.8,38.6,2025-06-14T22:53:01.267Z,2025-06-14T22:53:06Z,8q0b0qnmebzt9v4he9o3k7rbo,C. Saldaña,,,5771191869,140,44.7,5771191873,212,18.3,5771191867,56,Back,5771191871,141,16.4,5771191875,213,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654019,332,1,1,46,32,b1rpb2ox52uxcmjrsnqd95pk5,1,61.2,13.4,2025-06-14T22:53:06.419Z,2025-06-14T22:53:09Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5771191969,141,5.8,5771191965,56,Right,5771191973,213,5.89,5771191967,140,73.0,5771191971,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654029,333,1,1,46,35,b1rpb2ox52uxcmjrsnqd95pk5,1,76.4,7.4,2025-06-14T22:53:09.219Z,2025-06-14T22:53:13Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5771192049,141,24.9,5771192051,212,17.6,5771192047,140,88.8,5771192045,56,Center,5771192053,213,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654037,334,1,1,46,39,b1rpb2ox52uxcmjrsnqd95pk5,0,95.2,29.7,2025-06-14T22:53:12.923Z,2025-06-14T22:53:56Z,597hrrj3moomrcd2d95yk12w9,M. Sheldon,,,5771192085,141,65.2,5771192081,56,Center,5771192089,213,1.59,5771192083,140,94.7,5771192087,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654039,416,43,1,46,40,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-06-14T22:53:14.563Z,2025-06-14T22:53:58Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5771192091,56,Back,5771193031,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654061,418,1,1,46,43,5x54jbfk11lrsmipgsx7cdbai,0,4.8,17.0,2025-06-14T22:53:17.403Z,2025-06-14T22:53:19Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5771192225,140,43.9,5771192223,56,Back,5771192231,213,0.21,5771192221,157,,5771192233,1,,5771192229,212,42.0,5771192227,141,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654073,336,1,1,46,47,b1rpb2ox52uxcmjrsnqd95pk5,1,43.4,68.7,2025-06-14T22:53:21.611Z,2025-06-14T22:53:23Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5771192267,141,39.2,5771192271,213,4.98,5771192263,56,Back,5771192269,212,20.8,5771192265,140,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654087,337,1,1,46,49,b1rpb2ox52uxcmjrsnqd95pk5,1,48.8,39.4,2025-06-14T22:53:23.579Z,2025-06-14T22:53:25Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5771192367,213,2.09,5771192359,56,Back,5771192361,140,40.2,5771192363,141,62.6,5771192365,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654103,338,1,1,46,51,b1rpb2ox52uxcmjrsnqd95pk5,1,39.1,63.9,2025-06-14T22:53:25.523Z,2025-06-14T22:53:29Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5771192421,56,Back,5771192425,141,80.6,5771192429,213,0.97,5771192423,140,46.5,5771192427,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654121,339,1,1,46,55,b1rpb2ox52uxcmjrsnqd95pk5,1,45.3,82.3,2025-06-14T22:53:29.103Z,2025-06-14T22:53:34Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5771192531,141,72.6,5771192535,213,5.43,5771192527,56,Center,5771192529,140,50.8,5771192533,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654131,340,1,1,47,0,b1rpb2ox52uxcmjrsnqd95pk5,1,55.2,50.9,2025-06-14T22:53:34.099Z,2025-06-14T22:53:36Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,,5771192583,212,16.1,5771192577,56,Center,5771192585,213,0.69,5771192581,141,66.0,5771192579,140,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654143,341,1,1,47,2,b1rpb2ox52uxcmjrsnqd95pk5,1,68.0,67.2,2025-06-14T22:53:36.811Z,2025-06-14T22:53:38Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5771192673,141,77.9,5771192669,56,Center,5771192677,213,2.20,5771192671,140,63.0,5771192675,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654149,342,1,1,47,4,b1rpb2ox52uxcmjrsnqd95pk5,1,63.0,77.9,2025-06-14T22:53:38.803Z,2025-06-14T22:53:42Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5771192705,141,84.8,5771192703,140,69.0,5771192709,213,0.64,5771192701,56,Left,5771192707,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654161,343,1,1,47,8,b1rpb2ox52uxcmjrsnqd95pk5,1,66.8,82.7,2025-06-14T22:53:42.507Z,2025-06-14T22:53:46Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5771192771,140,45.7,5771192775,212,26.7,5771192773,141,60.8,5771192769,56,Back,5771192777,213,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654165,344,1,1,47,12,b1rpb2ox52uxcmjrsnqd95pk5,0,46.5,53.3,2025-06-14T22:53:46.116Z,2025-06-14T22:53:48Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5771192793,155,,5771192801,212,43.6,5771192795,56,Right,5771192797,140,67.6,5771192803,213,5.24,5771192799,141,0.0,5771192805,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654167,345,5,1,47,14,b1rpb2ox52uxcmjrsnqd95pk5,0,66.6,-1.8,2025-06-14T22:53:48.063Z,2025-06-14T23:02:46Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5771192807,56,Right,5771193117,233,419,5771192809,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654211,419,5,1,47,14,5x54jbfk11lrsmipgsx7cdbai,1,33.4,101.8,2025-06-14T22:53:48.063Z,2025-06-14T23:02:46Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5771193101,233,345,5771193089,347,,5771193087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654225,420,1,1,47,27,5x54jbfk11lrsmipgsx7cdbai,1,35.7,100.0,2025-06-14T22:54:01.352Z,2025-06-14T22:54:03Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5771193149,140,20.5,5771193151,141,85.9,5771193147,56,Back,5771193155,213,3.74,5771193145,107,,5771193153,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654265,421,1,1,47,29,5x54jbfk11lrsmipgsx7cdbai,1,21.5,84.1,2025-06-14T22:54:03.681Z,2025-06-14T22:54:10Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5771193323,140,13.8,5771193327,212,23.3,5771193321,56,Back,5771193325,141,51.9,5771193329,213,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654293,422,1,1,47,36,5x54jbfk11lrsmipgsx7cdbai,1,19.7,46.6,2025-06-14T22:54:10.532Z,2025-06-14T22:54:15Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5771193497,140,22.4,5771193499,141,32.1,5771193501,212,10.3,5771193503,213,4.99,5771193495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654297,423,1,1,47,41,5x54jbfk11lrsmipgsx7cdbai,0,26.9,25.3,2025-06-14T22:54:15.401Z,2025-06-14T22:54:16Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5771193527,212,29.6,5771193523,140,55.0,5771193529,213,0.06,5771193525,141,27.9,5771193521,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654317,346,1,1,47,44,b1rpb2ox52uxcmjrsnqd95pk5,1,43.3,72.4,2025-06-14T22:54:18.075Z,2025-06-14T22:54:18Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5771193657,140,46.7,5771193659,141,79.3,5771193661,212,5.9,5771193663,213,0.92,5771193655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654325,348,1,1,47,44,b1rpb2ox52uxcmjrsnqd95pk5,1,46.7,79.3,2025-06-14T22:54:18.842Z,2025-06-14T22:54:19Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5771193673,56,Back,5771193677,141,66.4,5771193675,140,37.5,5771193681,213,3.88,5771193679,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654345,349,1,1,47,45,b1rpb2ox52uxcmjrsnqd95pk5,1,37.5,66.4,2025-06-14T22:54:19.604Z,2025-06-14T22:54:24Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5771193805,140,44.0,5771193803,56,Back,5771193811,213,5.83,5771193809,212,7.6,5771193807,141,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654347,350,1,1,47,50,b1rpb2ox52uxcmjrsnqd95pk5,0,58.6,62.1,2025-06-14T22:54:24.307Z,2025-06-14T22:54:25Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,,5771193817,140,68.1,5771193821,212,10.0,5771193819,141,61.7,5771193823,213,6.26,5771193815,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654355,424,8,1,47,52,5x54jbfk11lrsmipgsx7cdbai,1,30.6,32.3,2025-06-14T22:54:26.241Z,2025-06-16T01:51:09Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5773183531,384,,5771193863,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654401,426,1,1,47,55,5x54jbfk11lrsmipgsx7cdbai,1,44.2,30.0,2025-06-14T22:54:29.816Z,2025-06-14T22:54:32Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5771194063,212,13.0,5771194065,213,1.03,5771194057,56,Center,5771194059,140,50.6,5771194061,141,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654395,351,45,1,47,57,b1rpb2ox52uxcmjrsnqd95pk5,0,50.7,58.7,2025-06-14T22:54:31.603Z,2025-06-16T01:51:27Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5771194045,285,,5771194129,233,427,5771194043,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654409,427,3,1,47,57,5x54jbfk11lrsmipgsx7cdbai,1,49.3,41.3,2025-06-14T22:54:31.603Z,2025-06-16T01:51:27Z,8xte0mzawblk2ufasxalijk2y,R. Bidois,,,5771194125,233,351,5773183853,465,,5771194121,56,Back,5771194123,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654413,428,1,1,48,1,5x54jbfk11lrsmipgsx7cdbai,1,65.0,46.1,2025-06-14T22:54:34.896Z,2025-06-16T01:51:57Z,8xte0mzawblk2ufasxalijk2y,R. Bidois,,,5771194141,141,50.3,5771194145,213,0.24,5771194137,56,Center,5771194143,212,12.2,5771194139,140,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654499,429,1,1,48,3,5x54jbfk11lrsmipgsx7cdbai,1,76.4,50.7,2025-06-14T22:54:37.088Z,2025-06-16T01:52:03Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,1.0,5771194631,213,5.53,5771208643,23,,5771194623,56,Center,5771194625,140,87.6,5771194627,141,34.6,5771195099,154,,5771194629,212,16.1,5771195097,210,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654505,430,16,1,48,6,5x54jbfk11lrsmipgsx7cdbai,1,88.6,36.2,2025-06-14T22:54:40.488Z,2025-06-16T03:01:00Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5771194655,63,,5773185041,395,97.5,5771195125,231,46.8,5771195111,29,,5771195123,230,98.1,5771194921,20,,5771194925,374,2025-06-14 23:54:39.575,5771208665,23,,5771195119,102,53.2,5771195113,154,5771195121,103,8.9,5771195115,55,,5773185043,396,5771194929,375,49.3,48:05.690,5771194657,56,Center,5771195109,76,,,,,,,,,,,,,,429,,
2822654607,352,30,1,48,50,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-06-14T22:55:24.293Z,2025-06-16T01:53:42Z,,,,,5773186173,189,,5771195221,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822654609,431,30,1,48,50,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-06-14T22:55:24.293Z,2025-06-16T01:53:44Z,,,,,5773186181,189,,5771195229,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658489,356,32,2,45,0,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-06-14T23:10:30.806Z,2025-06-14T23:10:31Z,,,,,5771216823,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658485,437,32,2,45,0,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-06-14T23:10:30.806Z,2025-06-15T07:50:39Z,,,,,5771216805,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658495,357,1,2,45,0,b1rpb2ox52uxcmjrsnqd95pk5,1,49.9,50.1,2025-06-14T23:10:30.807Z,2025-06-16T01:58:32Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5771216867,213,2.94,5771216861,140,44.9,5771216869,279,S,5771216859,56,Back,5771216863,141,51.7,5771216865,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658501,358,1,2,45,2,b1rpb2ox52uxcmjrsnqd95pk5,1,44.3,51.5,2025-06-14T23:10:33.368Z,2025-06-16T01:58:40Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5771216915,56,Back,5771216921,212,26.0,5771216919,141,84.0,5771216923,213,2.13,5771216917,140,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658517,359,1,2,45,3,b1rpb2ox52uxcmjrsnqd95pk5,1,33.7,74.5,2025-06-14T23:10:34.648Z,2025-06-14T23:10:37Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5771217021,213,5.71,5771217013,56,Back,5771217015,140,42.0,5771217017,141,66.3,5771217019,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658519,360,1,2,45,6,b1rpb2ox52uxcmjrsnqd95pk5,1,41.4,70.5,2025-06-14T23:10:37.376Z,2025-06-14T23:10:39Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5771217027,56,Back,5771217035,213,2.54,5771217031,141,82.1,5771217029,140,30.5,5771217033,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658545,361,1,2,45,8,b1rpb2ox52uxcmjrsnqd95pk5,1,30.6,82.1,2025-06-14T23:10:39.144Z,2025-06-14T23:10:45Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5771217219,140,29.7,5771217223,212,21.6,5771217221,141,50.4,5771217225,213,4.67,5771217217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658585,362,1,2,45,15,b1rpb2ox52uxcmjrsnqd95pk5,1,31.7,39.5,2025-06-14T23:10:45.848Z,2025-06-14T23:10:51Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5771217425,212,35.5,5771217421,140,60.0,5771217429,1,,5771217419,56,Right,5771217423,141,11.0,5771217427,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658589,363,1,2,45,19,b1rpb2ox52uxcmjrsnqd95pk5,0,68.8,16.4,2025-06-14T23:10:50.393Z,2025-06-16T01:59:41Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5771217445,56,Right,5771217451,212,2.7,5771217449,141,18.8,5771217447,140,70.8,5771217453,213,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823012667,818,61,2,45,20,5x54jbfk11lrsmipgsx7cdbai,1,25.5,83.3,2025-06-14T23:10:51.290Z,2025-06-16T01:59:49Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5773192711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
