id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2818522359,516,44,2,55,32,daicfonrbj124lu2la2rctxck,1,43.3,58.2,2025-05-24T21:18:59.937Z,2025-05-24T22:05:35Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5748071855,56,Back,5748071857,285,,5748071873,233,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522353,459,44,2,55,32,224tl8u2smnbyliroayk69nt0,0,56.7,41.8,2025-05-24T21:18:59.938Z,2025-05-24T22:05:35Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,5748071835,56,Center,5748071837,286,,5748071907,233,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522367,517,1,2,55,32,daicfonrbj124lu2la2rctxck,0,43.8,55.7,2025-05-24T21:19:00.058Z,2025-05-24T22:10:27Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5748071911,3,,5748071921,213,6.19,5748071915,140,53.3,5748071917,141,54.3,5748071919,212,10.0,5748071913,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522361,460,44,2,55,33,224tl8u2smnbyliroayk69nt0,1,44.2,46.8,2025-05-24T21:19:01.339Z,2025-05-24T22:05:36Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,5748071991,233,518,5748071871,285,,5748071869,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522369,518,44,2,55,33,daicfonrbj124lu2la2rctxck,0,55.8,53.2,2025-05-24T21:19:01.340Z,2025-05-24T22:05:36Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5748071999,233,460,5748071927,286,,5748071925,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522363,461,1,2,55,33,224tl8u2smnbyliroayk69nt0,0,40.2,48.5,2025-05-24T21:19:01.619Z,2025-05-24T21:19:02Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,5748071889,141,54.2,5748071893,213,0.26,5748071883,3,,5748071891,212,15.0,5748071885,56,Center,5748071887,140,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522397,519,1,2,55,36,daicfonrbj124lu2la2rctxck,0,51.2,50.3,2025-05-24T21:19:03.993Z,2025-05-24T21:19:06Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5748072097,1,,5748072095,213,0.22,5748072087,56,Center,5748072085,157,,5748072089,140,86.6,5748072093,212,38.1,5748072091,141,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522519,463,1,2,55,49,224tl8u2smnbyliroayk69nt0,0,14.4,43.7,2025-05-24T21:19:17.524Z,2025-05-24T21:19:22Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5748072763,56,Center,5748072773,1,,5748072765,140,66.1,5748072767,141,28.6,5748072769,212,55.2,5748072771,213,6.10,5748072761,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522517,520,44,2,55,53,daicfonrbj124lu2la2rctxck,1,34.8,75.9,2025-05-24T21:19:21.506Z,2025-05-24T22:05:37Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5748072749,56,Back,5748072751,285,,5748072857,233,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522521,464,44,2,55,53,224tl8u2smnbyliroayk69nt0,0,65.2,24.1,2025-05-24T21:19:21.507Z,2025-05-24T22:05:37Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,5748072779,286,,5748072883,233,520,5748072777,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522531,521,1,2,55,53,daicfonrbj124lu2la2rctxck,1,36.5,86.6,2025-05-24T21:19:21.753Z,2025-05-24T21:19:23Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5748072843,140,43.3,5748072847,212,15.7,5748072845,141,66.1,5748072849,213,5.19,5748072839,3,,5748072841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522565,523,1,2,55,58,daicfonrbj124lu2la2rctxck,0,41.7,65.8,2025-05-24T21:19:25.833Z,2025-05-24T21:19:29Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5748073039,212,51.8,5748073041,213,6.01,5748073033,56,Center,5748073031,155,,5748073043,1,,5748073035,140,89.1,5748073037,141,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522593,466,1,2,56,2,224tl8u2smnbyliroayk69nt0,1,13.0,62.4,2025-05-24T21:19:30.771Z,2025-05-24T21:19:34Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5748073221,140,38.2,5748073219,56,Back,5748073223,141,65.2,5748073225,212,26.5,5748073227,213,0.07,5748073217,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522611,467,1,2,56,6,224tl8u2smnbyliroayk69nt0,1,38.2,65.2,2025-05-24T21:19:34.316Z,2025-05-24T21:19:36Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5748073313,213,1.33,5748073309,141,85.7,5748073307,140,41.4,5748073305,56,Back,5748073311,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522627,468,1,2,56,8,224tl8u2smnbyliroayk69nt0,1,36.3,82.9,2025-05-24T21:19:36.370Z,2025-05-24T21:19:39Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,5748073417,141,85.4,5748073415,140,25.5,5748073421,213,2.99,5748073419,212,11.5,5748073413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522661,469,1,2,56,11,224tl8u2smnbyliroayk69nt0,1,26.5,85.4,2025-05-24T21:19:39.076Z,2025-05-24T21:19:43Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5748073537,213,5.68,5748073535,212,39.7,5748073525,155,,5748073527,56,Center,5748073539,1,,5748073529,140,57.5,5748073531,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522665,470,1,2,56,15,224tl8u2smnbyliroayk69nt0,0,44.5,68.7,2025-05-24T21:19:43.283Z,2025-05-24T21:19:45Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,5748073555,56,Center,5748073557,140,50.1,5748073583,233,524,5748073581,236,,5748073587,286,,5748073559,141,72.0,5748073561,212,6.3,5748073563,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522667,524,74,2,56,15,daicfonrbj124lu2la2rctxck,1,53.8,26.8,2025-05-24T21:19:43.284Z,2025-05-24T21:22:11Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5748073595,233,470,5748073577,285,,5748073575,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522699,471,1,2,56,20,224tl8u2smnbyliroayk69nt0,1,67.1,84.7,2025-05-24T21:19:48.123Z,2025-05-24T21:19:50Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5748073757,213,5.09,5748073755,212,21.4,5748073753,141,55.5,5748073749,56,Center,5748073751,140,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522715,472,1,2,56,22,224tl8u2smnbyliroayk69nt0,0,70.0,63.4,2025-05-24T21:19:50.562Z,2025-05-24T21:19:53Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,5748073823,56,Center,5748073829,212,16.5,5748073825,140,84.0,5748073827,141,74.4,5748073831,213,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522737,526,1,2,56,26,daicfonrbj124lu2la2rctxck,1,17.9,25.8,2025-05-24T21:19:54.177Z,2025-05-24T21:19:56Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748073911,140,2.8,5748073915,212,19.5,5748073917,213,2.52,5748073909,56,Back,5748073913,141,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522773,527,1,2,56,28,daicfonrbj124lu2la2rctxck,0,2.8,42.4,2025-05-24T21:19:56.106Z,2025-05-24T21:19:59Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,5748074117,56,Center,5748074115,157,,5748074125,212,63.0,5748074127,213,6.18,5748074123,141,32.7,5748074119,140,62.5,5748074129,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522793,473,1,2,56,32,224tl8u2smnbyliroayk69nt0,1,36.1,70.3,2025-05-24T21:20:00.731Z,2025-05-24T21:20:02Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5748074255,140,69.4,5748074257,141,74.7,5748074263,1,,5748074251,157,,5748074253,56,Center,5748074259,212,35.1,5748074261,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522797,474,1,2,56,34,224tl8u2smnbyliroayk69nt0,0,69.4,74.7,2025-05-24T21:20:02.427Z,2025-05-24T21:20:03Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5748074281,140,77.3,5748074279,56,Center,5748074283,141,56.0,5748074285,212,15.2,5748074287,213,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522831,528,1,2,56,37,daicfonrbj124lu2la2rctxck,1,28.3,51.2,2025-05-24T21:20:05.121Z,2025-05-24T21:20:08Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5748074447,213,1.33,5748074445,212,26.5,5748074443,141,89.1,5748074441,140,34.3,5748074439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522869,529,1,2,56,43,daicfonrbj124lu2la2rctxck,1,32.8,89.3,2025-05-24T21:20:11.593Z,2025-05-24T21:20:15Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5748074653,212,5.4,5748074647,56,Back,5748074651,141,83.6,5748074649,140,29.2,5748074655,213,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522879,530,1,2,56,47,daicfonrbj124lu2la2rctxck,1,29.2,83.6,2025-05-24T21:20:15.281Z,2025-05-24T21:20:16Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5748074713,56,Back,5748074719,212,8.9,5748074721,213,3.83,5748074715,140,22.7,5748074717,141,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522889,531,1,2,56,48,daicfonrbj124lu2la2rctxck,1,22.7,75.3,2025-05-24T21:20:16.537Z,2025-05-24T21:20:18Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5748074781,140,7.5,5748074779,56,Back,5748074785,212,23.6,5748074787,213,3.97,5748074783,141,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522929,532,1,2,56,50,daicfonrbj124lu2la2rctxck,1,7.4,49.6,2025-05-24T21:20:17.969Z,2025-05-24T21:20:22Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,5748074979,212,36.8,5748074973,56,Back,5748074971,155,,5748074981,213,5.41,5748074975,140,30.0,5748074977,141,8.3,5748074983,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522941,533,1,2,56,54,daicfonrbj124lu2la2rctxck,0,30.0,8.5,2025-05-24T21:20:22.409Z,2025-05-24T21:20:23Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748075043,213,0.73,5748075037,140,38.6,5748075035,56,Back,5748075039,141,20.3,5748075041,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522967,475,1,2,57,0,224tl8u2smnbyliroayk69nt0,0,67.1,65.2,2025-05-24T21:20:27.986Z,2025-05-24T21:20:39Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,5748075211,56,Left,5748075213,140,60.4,5748075219,213,1.86,5748075217,212,24.4,5748075215,141,99.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522971,476,5,2,57,2,224tl8u2smnbyliroayk69nt0,0,60.4,101.4,2025-05-24T21:20:30.260Z,2025-05-24T21:20:33Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,5748075305,233,534,5748075247,56,Left,5748075249,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522975,534,5,2,57,2,daicfonrbj124lu2la2rctxck,1,39.6,-1.4,2025-05-24T21:20:30.260Z,2025-05-24T22:12:29Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748075293,233,476,5748075287,347,,5748075285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522985,535,1,2,57,3,daicfonrbj124lu2la2rctxck,0,39.5,0.0,2025-05-24T21:20:30.961Z,2025-05-24T21:20:33Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5748075343,212,32.9,5748075339,140,68.6,5748075341,141,16.4,5748075347,1,,5748075345,213,0.38,5748075335,107,,5748075337,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523001,477,12,2,57,7,224tl8u2smnbyliroayk69nt0,1,34.7,77.9,2025-05-24T21:20:35.819Z,2025-05-24T21:42:01Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5748075469,141,100.0,5748075473,213,0.74,5748075471,212,23.2,5748075465,56,Left,5748075517,167,,5748075467,140,51.0,5748075475,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523007,478,5,2,57,9,224tl8u2smnbyliroayk69nt0,0,47.8,101.2,2025-05-24T21:20:37.237Z,2025-05-24T22:07:56Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,5748075525,233,536,5748075509,56,Back,5748075511,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818522999,536,5,2,57,9,daicfonrbj124lu2la2rctxck,1,52.2,-1.2,2025-05-24T21:20:37.237Z,2025-05-24T22:12:29Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5748075513,233,478,5748075451,56,Right,5748075455,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523137,537,1,2,57,28,daicfonrbj124lu2la2rctxck,1,61.7,0.0,2025-05-24T21:20:56.041Z,2025-05-24T21:20:58Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748076205,56,Right,5748076207,140,70.9,5748076203,107,,5748076209,141,9.5,5748076213,213,0.67,5748076211,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523173,538,1,2,57,30,daicfonrbj124lu2la2rctxck,1,70.9,9.5,2025-05-24T21:20:58.274Z,2025-05-24T21:21:01Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,5748076371,213,2.30,5748076361,56,Center,5748076363,140,64.1,5748076365,141,21.2,5748076369,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523213,539,1,2,57,33,daicfonrbj124lu2la2rctxck,1,64.7,21.2,2025-05-24T21:21:00.985Z,2025-05-24T21:21:06Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5748076591,141,95.7,5748076583,155,,5748076593,212,51.3,5748076589,140,72.4,5748076597,1,,5748076595,213,1.41,5748076587,56,Left,5748076585,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523215,540,50,2,57,38,daicfonrbj124lu2la2rctxck,1,65.3,72.0,2025-05-24T21:21:06.353Z,2025-05-24T21:22:09Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5748076603,286,,5748076829,233,479,5748076601,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523251,479,7,2,57,38,224tl8u2smnbyliroayk69nt0,1,34.7,28.0,2025-05-24T21:21:06.354Z,2025-05-24T21:22:08Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,5748076811,233,540,5748076757,285,,5748076755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523275,481,1,2,57,41,224tl8u2smnbyliroayk69nt0,1,41.1,38.5,2025-05-24T21:21:09.778Z,2025-05-24T21:21:11Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,5748076853,141,39.4,5748076849,56,Back,5748076857,213,3.08,5748076855,212,9.8,5748076851,140,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523299,482,43,2,57,42,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-24T21:21:10.667Z,2025-05-24T21:21:23Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,5748076943,213,5.91,5748076933,155,0,5748076941,212,43.6,5748076939,141,15.9,5748076945,1,0,5748077369,144,1,5748076935,56,Right,5748076937,140,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523347,483,4,2,57,48,224tl8u2smnbyliroayk69nt0,1,33.8,46.4,2025-05-24T21:21:16.744Z,2025-05-24T21:21:22Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,5748077191,13,,5748077193,56,Back,5748077199,286,,5748077223,233,541,5748077195,152,,5748077197,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523329,541,4,2,57,48,daicfonrbj124lu2la2rctxck,0,66.2,53.6,2025-05-24T21:21:16.745Z,2025-05-24T21:21:27Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5748077161,56,Center,5748077159,13,,5748077163,152,,5748077249,233,483,5748077247,285,,5748077165,265,,5748077557,55,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523395,542,17,2,57,57,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-05-24T21:21:25.417Z,2025-05-24T21:21:27Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5748077537,31,,5748077541,13,243,5748077539,392,,5748077543,55,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523687,484,1,2,58,37,224tl8u2smnbyliroayk69nt0,1,37.1,45.8,2025-05-24T21:22:05.420Z,2025-05-24T21:22:11Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5748079015,212,40.4,5748079017,213,0.11,5748079005,155,,5748079007,152,,5748079003,5,,5748079019,1,,5748079013,141,52.1,5748079009,56,Center,5748079011,140,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523691,543,4,2,58,42,daicfonrbj124lu2la2rctxck,1,28.8,52.4,2025-05-24T21:22:10.089Z,2025-05-24T22:04:36Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5748079065,152,,5748079067,285,,5748079063,56,Back,5748079133,233,485,5748079059,13,,5748079061,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523695,485,4,2,58,42,224tl8u2smnbyliroayk69nt0,0,71.2,47.6,2025-05-24T21:22:10.090Z,2025-05-24T22:04:37Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,5748079117,294,,5748079115,13,,5748079121,152,,5748079141,233,543,5748079119,56,Center,5748079123,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523731,544,1,2,58,45,daicfonrbj124lu2la2rctxck,1,26.1,57.2,2025-05-24T21:22:13.314Z,2025-05-24T21:22:16Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5748079211,141,42.1,5748079203,5,,5748079213,212,11.9,5748079209,140,31.9,5748079215,213,5.25,5748079205,152,,5748079207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523745,545,1,2,58,48,daicfonrbj124lu2la2rctxck,1,32.1,36.3,2025-05-24T21:22:15.970Z,2025-05-24T21:22:18Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5748079283,141,17.9,5748079287,213,5.86,5748079285,212,30.3,5748079279,56,Right,5748079281,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523741,486,83,2,58,49,224tl8u2smnbyliroayk69nt0,0,42.6,79.7,2025-05-24T21:22:17.658Z,2025-05-24T21:22:21Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5748079443,399,711t32tk6qwl567dngcldfw15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523755,546,1,2,58,50,daicfonrbj124lu2la2rctxck,1,58.4,17.9,2025-05-24T21:22:18.353Z,2025-05-24T21:22:19Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5748079349,56,Right,5748079353,141,7.1,5748079355,212,9.6,5748079357,213,4.01,5748079351,140,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523763,547,1,2,58,51,daicfonrbj124lu2la2rctxck,0,52.6,7.1,2025-05-24T21:22:19.449Z,2025-05-24T21:22:22Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5748079429,56,Right,5748079433,141,20.9,5748079431,140,73.5,5748079427,155,,5748079435,212,23.9,5748079437,213,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523785,487,1,2,58,54,224tl8u2smnbyliroayk69nt0,0,28.6,73.3,2025-05-24T21:22:22.499Z,2025-05-24T21:41:24Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5748079513,212,22.2,5748079509,140,49.6,5748079511,141,69.4,5748079505,157,,5748079507,56,Back,5748079515,213,6.16,5748079517,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523817,548,1,2,58,57,daicfonrbj124lu2la2rctxck,1,66.4,30.7,2025-05-24T21:22:25.377Z,2025-05-24T21:22:28Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5748079663,213,2.74,5748079655,56,Back,5748079657,140,43.2,5748079659,141,46.0,5748079661,212,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523827,549,1,2,59,0,daicfonrbj124lu2la2rctxck,0,39.4,37.4,2025-05-24T21:22:28.633Z,2025-05-24T21:22:30Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5748079701,212,27.8,5748079699,141,21.5,5748079697,140,63.8,5748079695,56,Center,5748079703,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523841,488,1,2,59,3,224tl8u2smnbyliroayk69nt0,0,34.3,76.7,2025-05-24T21:22:30.964Z,2025-05-24T21:22:33Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5748079803,140,67.7,5748079807,212,35.1,5748079805,141,77.9,5748079799,157,,5748079809,213,0.02,5748079811,1,,5748079801,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523845,550,1,2,59,5,daicfonrbj124lu2la2rctxck,0,46.0,18.5,2025-05-24T21:22:33.633Z,2025-05-24T21:22:35Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748079849,213,6.10,5748079845,212,26.0,5748079841,141,11.6,5748079839,140,70.4,5748079837,56,Right,5748079835,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523855,489,1,2,59,6,224tl8u2smnbyliroayk69nt0,1,35.2,78.2,2025-05-24T21:22:34.674Z,2025-05-24T21:22:37Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5748079909,212,22.6,5748079903,56,Left,5748079901,3,,5748079911,213,0.21,5748079907,141,85.0,5748079905,140,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523923,491,50,2,59,16,224tl8u2smnbyliroayk69nt0,1,71.3,94.9,2025-05-24T21:22:44.240Z,2025-05-24T22:04:47Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,5748080313,233,551,5748080267,56,Left,5748080269,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523905,551,7,2,59,16,daicfonrbj124lu2la2rctxck,0,28.7,5.1,2025-05-24T21:22:44.241Z,2025-05-24T22:04:47Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5748080165,56,Back,5748080167,285,,5748080297,233,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523933,492,61,2,59,17,224tl8u2smnbyliroayk69nt0,1,75.1,94.1,2025-05-24T21:22:45.822Z,2025-05-24T22:08:01Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,5748080307,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818523951,493,5,2,59,18,224tl8u2smnbyliroayk69nt0,0,68.9,101.7,2025-05-24T21:22:45.849Z,2025-05-24T22:12:30Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,5748080373,56,Left,5748080375,347,,5748080657,233,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524005,552,5,2,59,18,daicfonrbj124lu2la2rctxck,1,31.1,-1.7,2025-05-24T21:22:45.849Z,2025-05-24T22:12:29Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5748080643,347,,5748080649,233,493,5748080641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524019,553,1,2,59,31,daicfonrbj124lu2la2rctxck,1,31.9,0.0,2025-05-24T21:22:59.745Z,2025-05-24T21:23:02Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748080723,212,9.2,5748080719,140,39.9,5748080721,141,3.5,5748080725,213,0.42,5748080715,107,,5748080717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524033,554,1,2,59,34,daicfonrbj124lu2la2rctxck,1,39.9,3.5,2025-05-24T21:23:02.481Z,2025-05-24T21:23:04Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5748080747,56,Back,5748080753,212,13.4,5748080751,141,21.8,5748080755,213,1.95,5748080749,140,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
