id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2818703845,404,1,1,39,16,bk3zg8yaj5uoqhxzwons3bo8a,1,80.5,78.4,2025-05-25T02:45:46.778Z,2025-05-25T02:45:47Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5749052171,213,2.24,5749052169,212,5.6,5749052163,56,Left,5749052165,140,77.2,5749052167,141,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818703851,405,1,1,39,17,bk3zg8yaj5uoqhxzwons3bo8a,1,77.2,84.8,2025-05-25T02:45:47.298Z,2025-05-25T02:45:49Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5749052197,213,4.22,5749052193,141,77.6,5749052195,212,5.6,5749052189,56,Center,5749052191,140,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818703857,406,1,1,39,18,bk3zg8yaj5uoqhxzwons3bo8a,0,74.7,77.6,2025-05-25T02:45:48.842Z,2025-05-25T02:45:49Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5749052217,56,Center,5749052223,212,1.4,5749052225,213,0.24,5749052221,141,78.1,5749052219,140,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818703859,288,8,1,39,19,b5l2e3csycjb8twvq9ek0j5gq,1,27.1,17.9,2025-05-25T02:45:49.860Z,2025-05-25T02:45:50Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5749052229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818703873,407,1,1,39,20,bk3zg8yaj5uoqhxzwons3bo8a,0,74.5,80.8,2025-05-25T02:45:50.282Z,2025-05-25T04:03:44Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5749052321,213,1.15,5749052319,212,6.6,5749052313,56,Left,5749052315,140,77.1,5749052317,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818703869,289,1,1,39,22,b5l2e3csycjb8twvq9ek0j5gq,0,31.2,12.3,2025-05-25T02:45:52.637Z,2025-05-25T02:45:55Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,5749052299,213,3.16,5749052291,56,Back,5749052297,212,3.3,5749052295,141,12.2,5749052367,236,,5749052373,286,,5749052369,233,408,5749052293,140,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818703877,408,74,1,39,22,bk3zg8yaj5uoqhxzwons3bo8a,1,77.1,89.4,2025-05-25T02:45:52.638Z,2025-05-25T03:03:27Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5749052339,285,,5749052379,233,289,5749052337,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818703887,290,5,1,39,24,b5l2e3csycjb8twvq9ek0j5gq,1,28.0,-1.6,2025-05-25T02:45:54.341Z,2025-05-25T02:45:59Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,5749052413,233,409,5749052407,347,,5749052405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818703883,409,5,1,39,24,bk3zg8yaj5uoqhxzwons3bo8a,0,72.0,101.6,2025-05-25T02:45:54.341Z,2025-05-25T03:05:14Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5749052423,233,290,5749052377,347,,5749052375,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818703913,291,1,1,39,27,b5l2e3csycjb8twvq9ek0j5gq,1,33.6,0.0,2025-05-25T02:45:57.445Z,2025-05-25T02:46:03Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,,5749052595,212,17.5,5749052593,141,14.0,5749052597,213,2.53,5749052587,107,,5749052591,140,20.0,5749052589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818703951,292,1,1,39,32,b5l2e3csycjb8twvq9ek0j5gq,1,10.5,26.1,2025-05-25T02:46:02.908Z,2025-05-25T02:46:09Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5749052837,141,59.4,5749052835,140,28.3,5749052839,212,29.4,5749052831,155,,5749052841,213,0.88,5749052833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704211,301,3,1,39,36,b5l2e3csycjb8twvq9ek0j5gq,1,39.9,76.4,2025-05-25T02:46:06.372Z,2025-05-25T04:08:01Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5749054141,56,Back,5749054143,286,,5749054607,233,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818703943,410,45,1,39,36,bk3zg8yaj5uoqhxzwons3bo8a,0,60.1,23.6,2025-05-25T02:46:06.372Z,2025-05-25T04:08:02Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5749052801,56,Center,5749054569,285,,5749054615,233,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818703953,293,1,1,39,39,b5l2e3csycjb8twvq9ek0j5gq,0,56.0,73.6,2025-05-25T02:46:09.740Z,2025-05-25T02:46:10Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5749052851,56,Center,5749052859,213,5.59,5749052853,140,67.0,5749052855,141,59.6,5749052857,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818703983,411,1,1,39,44,bk3zg8yaj5uoqhxzwons3bo8a,1,39.1,36.9,2025-05-25T02:46:14.379Z,2025-05-25T02:47:29Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5749053021,213,5.87,5749053011,141,29.5,5749053003,56,Back,5749053007,140,49.9,5749053015,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818703993,413,1,1,39,45,bk3zg8yaj5uoqhxzwons3bo8a,1,49.9,29.5,2025-05-25T02:46:15.626Z,2025-05-25T02:46:16Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5749053059,140,63.8,5749053065,213,5.90,5749053063,212,15.7,5749053057,56,Right,5749053061,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818703999,414,1,1,39,46,bk3zg8yaj5uoqhxzwons3bo8a,0,63.8,20.9,2025-05-25T02:46:16.690Z,2025-05-25T02:46:18Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5749053089,212,19.8,5749053091,213,0.32,5749053087,141,30.0,5749053083,56,Center,5749053085,140,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704031,295,1,1,39,50,b5l2e3csycjb8twvq9ek0j5gq,1,15.0,83.2,2025-05-25T02:46:20.948Z,2025-05-25T02:46:23Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5749053251,140,25.9,5749053249,56,Back,5749053255,212,11.6,5749053253,141,86.2,5749053257,213,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704037,296,1,1,39,52,b5l2e3csycjb8twvq9ek0j5gq,1,25.7,82.4,2025-05-25T02:46:22.788Z,2025-05-25T02:46:24Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5749053277,56,Back,5749053285,213,4.84,5749053283,212,10.8,5749053281,141,66.7,5749053279,140,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704049,297,1,1,39,53,b5l2e3csycjb8twvq9ek0j5gq,1,27.0,66.7,2025-05-25T02:46:23.924Z,2025-05-25T02:46:25Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5749053339,212,5.7,5749053333,56,Back,5749053335,140,21.6,5749053341,213,3.03,5749053337,141,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704059,298,1,1,39,54,b5l2e3csycjb8twvq9ek0j5gq,1,21.6,67.5,2025-05-25T02:46:25.060Z,2025-05-25T02:46:28Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5749053409,212,18.7,5749053411,213,3.76,5749053405,140,7.1,5749053403,56,Back,5749053407,141,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704077,299,1,1,39,58,b5l2e3csycjb8twvq9ek0j5gq,0,8.5,46.4,2025-05-25T02:46:28.337Z,2025-05-25T02:46:31Z,629pbkngxk7ucy0qt9mngvkd1,R. Spiegel,,,5749053503,141,0.0,5749053505,212,44.7,5749053497,155,,5749053507,213,5.46,5749053501,140,37.5,5749053499,56,Back,5749053509,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704081,300,5,1,40,0,b5l2e3csycjb8twvq9ek0j5gq,0,37.5,-1.6,2025-05-25T02:46:31.202Z,2025-05-25T03:05:15Z,629pbkngxk7ucy0qt9mngvkd1,R. Spiegel,,,5749053795,233,415,5749053513,56,Back,5749053515,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704135,415,5,1,40,0,bk3zg8yaj5uoqhxzwons3bo8a,1,62.5,101.6,2025-05-25T02:46:31.202Z,2025-05-25T03:05:15Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5749053761,347,,5749053785,233,300,5749053759,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704207,416,1,1,40,21,bk3zg8yaj5uoqhxzwons3bo8a,1,61.3,100.0,2025-05-25T02:46:51.378Z,2025-05-25T02:46:52Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5749054123,213,5.22,5749054117,140,67.1,5749054115,56,Left,5749054119,141,85.7,5749054113,107,,5749054121,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704213,417,1,1,40,21,bk3zg8yaj5uoqhxzwons3bo8a,1,67.1,85.7,2025-05-25T02:46:52.075Z,2025-05-25T02:46:53Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5749054147,56,Left,5749054155,213,2.17,5749054153,212,6.0,5749054151,141,93.0,5749054149,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704231,418,1,1,40,22,bk3zg8yaj5uoqhxzwons3bo8a,1,63.9,93.0,2025-05-25T02:46:52.978Z,2025-05-25T02:46:55Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5749054209,155,,5749054213,140,70.6,5749054211,56,Left,5749054219,213,5.51,5749054215,141,83.0,5749054217,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704227,302,45,1,40,23,b5l2e3csycjb8twvq9ek0j5gq,0,33.4,35.7,2025-05-25T02:46:54.140Z,2025-05-25T04:08:02Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,5749054261,233,419,5749054195,56,Back,5749054197,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704235,419,3,1,40,23,bk3zg8yaj5uoqhxzwons3bo8a,1,66.6,64.3,2025-05-25T02:46:54.140Z,2025-05-25T04:08:02Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5749054241,286,,5749054239,56,Center,5749054243,233,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704251,420,1,1,40,25,bk3zg8yaj5uoqhxzwons3bo8a,1,70.6,83.0,2025-05-25T02:46:55.259Z,2025-05-25T02:47:00Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5749054333,140,87.8,5749054339,213,0.03,5749054331,56,Left,5749054337,212,18.1,5749054335,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704253,421,4,1,40,30,bk3zg8yaj5uoqhxzwons3bo8a,1,88.3,83.6,2025-05-25T02:47:00.674Z,2025-05-25T03:03:12Z,1iyhipdn84for8bbxb07kw4x5,T. Amang,,,5749054347,152,,5749054345,56,Left,5749054343,13,,5749054349,265,,5749054351,286,,5749054431,233,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704261,303,4,1,40,30,b5l2e3csycjb8twvq9ek0j5gq,0,11.7,16.4,2025-05-25T02:47:00.675Z,2025-05-25T03:03:12Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5749054407,152,,5749054435,233,421,5749054405,56,Back,5749054409,265,,5749054403,13,,5749054411,285,,5749055373,55,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704271,304,17,1,40,33,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-05-25T02:47:03.885Z,2025-05-25T02:47:44Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5749054589,393,,5749055369,55,303,5749054467,13,243,5749054463,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704451,422,1,1,41,17,bk3zg8yaj5uoqhxzwons3bo8a,0,87.8,83.0,2025-05-25T02:47:47.387Z,2025-05-25T02:47:49Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5749055467,2,,5749055473,152,,5749055483,213,4.97,5749055469,5,,5749055475,56,Center,5749055477,140,93.4,5749055471,155,,5749055479,141,50.0,5749055481,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704457,305,12,1,41,19,b5l2e3csycjb8twvq9ek0j5gq,1,9.5,42.8,2025-05-25T02:47:49.554Z,2025-05-25T02:47:50Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5749055523,212,20.1,5749055525,213,5.90,5749055517,56,Back,5749055519,140,27.3,5749055521,141,31.8,5749055529,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704469,423,13,1,41,22,bk3zg8yaj5uoqhxzwons3bo8a,1,72.5,58.4,2025-05-25T02:47:52.931Z,2025-05-25T04:31:50Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5749204915,328,,5749055721,24,,5749055821,458,,5749055815,102,52.3,5749055823,230,99.8,5749055723,72,,5749055813,74,,5749055597,18,,5749055825,231,51.1,5749055599,56,5749055817,103,5749055819,215,,,,,,,,,,,,,,63.9,Center,,,,,,
2818704479,306,5,1,41,22,b5l2e3csycjb8twvq9ek0j5gq,1,-1.4,56.6,2025-05-25T02:47:53.163Z,2025-05-25T03:05:15Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5749055645,56,Back,5749055647,346,,5749055717,233,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704493,424,5,1,41,22,bk3zg8yaj5uoqhxzwons3bo8a,0,101.4,43.4,2025-05-25T02:47:53.163Z,2025-05-25T03:05:16Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5749055715,346,,5749055713,56,Center,5749055727,233,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704525,307,1,1,41,28,b5l2e3csycjb8twvq9ek0j5gq,1,3.0,47.2,2025-05-25T02:47:59.036Z,2025-05-25T02:48:05Z,629pbkngxk7ucy0qt9mngvkd1,R. Spiegel,,,5749055911,124,,5749055919,212,28.9,5749055915,140,20.1,5749055917,141,80.5,5749055921,213,0.90,5749055913,56,Back,5749055925,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704535,308,1,1,41,36,b5l2e3csycjb8twvq9ek0j5gq,0,26.3,79.9,2025-05-25T02:48:06.488Z,2025-05-25T02:48:08Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5749055991,141,43.0,5749055995,213,5.92,5749055997,1,,5749055989,140,89.3,5749055985,157,,5749055993,212,70.7,5749055987,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704573,426,1,1,41,39,bk3zg8yaj5uoqhxzwons3bo8a,1,13.2,48.5,2025-05-25T02:48:09.763Z,2025-05-25T02:48:13Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5749056201,212,19.3,5749056199,141,70.9,5749056195,56,Back,5749056203,213,0.91,5749056197,140,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704585,427,1,1,41,43,bk3zg8yaj5uoqhxzwons3bo8a,1,24.8,70.8,2025-05-25T02:48:13.755Z,2025-05-25T02:48:18Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5749056281,213,4.73,5749056279,212,13.5,5749056275,140,25.0,5749056273,56,Back,5749056277,141,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704589,428,1,1,41,47,bk3zg8yaj5uoqhxzwons3bo8a,1,25.0,51.0,2025-05-25T02:48:18.059Z,2025-05-25T02:48:20Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5749056333,213,5.74,5749056331,212,10.9,5749056329,141,42.7,5749056325,56,Back,5749056327,140,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704619,429,1,1,41,49,bk3zg8yaj5uoqhxzwons3bo8a,1,33.9,42.7,2025-05-25T02:48:20.187Z,2025-05-25T02:48:27Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5749056519,213,4.06,5749056511,56,Back,5749056517,212,12.5,5749056515,141,28.0,5749056513,140,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704643,430,1,1,41,56,bk3zg8yaj5uoqhxzwons3bo8a,1,28.9,23.6,2025-05-25T02:48:27.179Z,2025-05-25T02:48:31Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5749056649,141,50.0,5749056651,212,18.1,5749056647,140,26.7,5749056645,56,Back,5749056653,213,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704653,431,1,1,42,0,bk3zg8yaj5uoqhxzwons3bo8a,1,26.8,52.5,2025-05-25T02:48:31.003Z,2025-05-25T02:48:34Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5749056707,213,0.52,5749056703,141,61.4,5749056705,212,12.1,5749056699,56,Back,5749056701,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704673,432,1,1,42,3,bk3zg8yaj5uoqhxzwons3bo8a,1,36.8,61.4,2025-05-25T02:48:33.915Z,2025-05-25T02:48:36Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5749056795,56,Back,5749056797,140,37.4,5749056801,212,13.9,5749056799,141,81.8,5749056803,213,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704693,433,1,1,42,6,bk3zg8yaj5uoqhxzwons3bo8a,1,38.4,82.0,2025-05-25T02:48:36.475Z,2025-05-25T02:48:41Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5749056933,140,62.6,5749056931,56,Left,5749056939,213,0.13,5749056935,141,86.8,5749056937,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704717,434,1,1,42,10,bk3zg8yaj5uoqhxzwons3bo8a,1,77.8,90.2,2025-05-25T02:48:41.171Z,2025-05-25T02:48:46Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5749057069,212,43.9,5749057061,155,,5749057073,1,,5749057067,141,27.9,5749057065,140,88.6,5749057071,213,4.97,5749057063,56,Center,5749057059,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704729,435,1,1,42,16,bk3zg8yaj5uoqhxzwons3bo8a,1,88.2,39.2,2025-05-25T02:48:46.387Z,2025-05-25T02:49:04Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,1.0,5749057143,212,4.0,5749057139,140,86.2,5749057597,154,,5749057137,56,Center,5749057595,210,13,5749057145,213,2.12,5749057141,141,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704735,436,13,1,42,19,bk3zg8yaj5uoqhxzwons3bo8a,1,86.6,40.9,2025-05-25T02:48:49.460Z,2025-05-25T02:49:04Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5749057623,55,435,5749057445,20,,5749057621,154,,5749057629,103,13.9,5749057627,102,62.5,5749057619,29,,5749057633,230,99.3,5749057179,22,,5749057617,73,,5749057181,17,5749057183,56,5749057631,328,,5749057637,231,49.6,,,,,,,,,,Center,,,,,,,
2818704737,309,5,1,42,19,b5l2e3csycjb8twvq9ek0j5gq,1,-1.2,41.0,2025-05-25T02:48:49.899Z,2025-05-25T03:05:16Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5749057229,56,Back,5749057411,233,437,5749057231,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704771,437,5,1,42,19,bk3zg8yaj5uoqhxzwons3bo8a,0,101.2,59.0,2025-05-25T02:48:49.899Z,2025-05-25T03:05:17Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5749057385,56,Center,5749057387,346,,5749057451,233,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704867,310,1,1,42,45,b5l2e3csycjb8twvq9ek0j5gq,1,4.5,50.0,2025-05-25T02:49:16.235Z,2025-05-25T02:49:45Z,629pbkngxk7ucy0qt9mngvkd1,R. Spiegel,,,5749057961,124,,5749057969,212,10.6,5749057965,140,9.6,5749057967,141,36.6,5749058815,189,,5749057971,213,5.24,5749057963,56,Back,5749057975,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704871,311,1,1,42,47,b5l2e3csycjb8twvq9ek0j5gq,1,9.6,36.6,2025-05-25T02:49:17.955Z,2025-05-25T02:49:46Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5749058847,189,,5749057993,140,8.0,5749057995,141,52.4,5749057997,212,10.9,5749057991,56,Back,5749057999,213,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704883,312,1,1,42,48,b5l2e3csycjb8twvq9ek0j5gq,1,8.0,52.4,2025-05-25T02:49:18.834Z,2025-05-25T02:49:20Z,629pbkngxk7ucy0qt9mngvkd1,R. Spiegel,,,5749058059,212,17.1,5749058061,213,0.89,5749058057,141,72.0,5749058053,56,Back,5749058055,140,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704885,313,1,1,42,49,b5l2e3csycjb8twvq9ek0j5gq,0,18.2,72.0,2025-05-25T02:49:20.073Z,2025-05-25T02:49:20Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5749058069,141,75.4,5749058071,212,6.4,5749058073,213,0.37,5749058067,140,23.9,5749058065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704907,439,3,1,42,52,bk3zg8yaj5uoqhxzwons3bo8a,0,69.1,20.2,2025-05-25T02:49:23.068Z,2025-05-25T04:07:46Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5749058153,286,,5749058201,233,314,5749058151,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704903,314,7,1,42,52,b5l2e3csycjb8twvq9ek0j5gq,0,30.9,79.8,2025-05-25T02:49:23.069Z,2025-05-25T04:07:46Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5749058165,233,439,5749058137,285,,5749058135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818724963,934,61,1,42,53,bk3zg8yaj5uoqhxzwons3bo8a,1,73.1,26.7,2025-05-25T02:49:23.242Z,2025-05-25T04:02:32Z,1iyhipdn84for8bbxb07kw4x5,T. Amang,,,5749168787,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704927,440,1,1,42,53,bk3zg8yaj5uoqhxzwons3bo8a,1,62.7,17.1,2025-05-25T02:49:24.147Z,2025-05-25T04:02:37Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5749058271,212,9.7,5749058269,141,9.8,5749058267,140,70.6,5749058273,213,5.74,5749058265,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704937,441,43,1,42,58,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-05-25T02:49:29.208Z,2025-05-25T02:52:52Z,1iyhipdn84for8bbxb07kw4x5,T. Amang,,,5749064255,144,50,5749058321,56,Right,5749058323,286,0,5749058387,233,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704941,315,83,1,42,58,b5l2e3csycjb8twvq9ek0j5gq,0,28.2,86.8,2025-05-25T02:49:29.209Z,2025-05-25T02:52:59Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,5749064457,399,1iyhipdn84for8bbxb07kw4x5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704955,442,1,1,42,59,bk3zg8yaj5uoqhxzwons3bo8a,1,68.3,8.5,2025-05-25T02:49:29.955Z,2025-05-25T02:49:31Z,1iyhipdn84for8bbxb07kw4x5,T. Amang,,,5749058421,212,10.2,5749058419,141,7.0,5749058417,140,58.6,5749058423,213,3.24,5749058415,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704967,443,1,1,43,0,bk3zg8yaj5uoqhxzwons3bo8a,1,58.6,7.0,2025-05-25T02:49:31.043Z,2025-05-25T02:49:34Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5749058493,140,60.3,5749058495,141,14.9,5749058497,212,5.7,5749058491,56,Right,5749058499,213,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818704969,444,4,1,43,4,bk3zg8yaj5uoqhxzwons3bo8a,1,67.1,20.5,2025-05-25T02:49:34.516Z,2025-05-25T03:03:12Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5749058519,286,,5749058511,13,,5749058517,265,,5749058515,152,,5749058535,233,316,5749058513,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
