id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2793261663,420,10,1,48,58,bk3zg8yaj5uoqhxzwons3bo8a,1,3.1,49.3,2025-03-29T23:56:43.263Z,2025-03-29T23:57:12Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5608721567,56,Back,5608721565,182,,5608721617,177,,5608721563,178,,5608722623,233,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793261747,298,30,1,49,7,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-29T23:56:51.731Z,2025-03-29T23:56:54Z,,,,,5608722019,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793261737,422,30,1,49,7,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-03-29T23:56:51.731Z,2025-03-29T23:56:54Z,,,,,5608721965,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270115,304,32,2,45,0,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-30T00:12:11.831Z,2025-03-30T00:12:12Z,,,,,5608764933,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270121,425,32,2,45,0,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-03-30T00:12:11.831Z,2025-03-30T00:12:15Z,,,,,5608764963,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270129,426,1,2,45,0,bk3zg8yaj5uoqhxzwons3bo8a,1,49.9,50.4,2025-03-30T00:12:12.084Z,2025-03-30T00:12:14Z,dxd6p1c8k96armsbg5isjbu95,G. Hurst,,,5608765003,279,S,5608764995,140,30.5,5608765001,213,3.06,5608764997,141,53.0,5608764999,212,20.4,5608764993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270171,427,1,2,45,2,bk3zg8yaj5uoqhxzwons3bo8a,1,35.7,49.4,2025-03-30T00:12:14.075Z,2025-03-30T00:12:16Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5608765193,212,19.7,5608765189,140,26.8,5608765187,56,Back,5608765195,213,4.22,5608765191,141,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270243,428,1,2,45,4,bk3zg8yaj5uoqhxzwons3bo8a,1,27.4,22.7,2025-03-30T00:12:16.082Z,2025-03-30T00:12:22Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5608765563,141,40.6,5608765565,212,14.0,5608765559,56,Back,5608765561,140,20.8,5608765569,213,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270321,429,1,2,45,10,bk3zg8yaj5uoqhxzwons3bo8a,1,27.7,38.6,2025-03-30T00:12:22.532Z,2025-03-30T00:12:27Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5608765951,56,Back,5608765955,141,63.6,5608765953,140,26.9,5608765959,213,1.62,5608765957,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270379,430,1,2,45,15,bk3zg8yaj5uoqhxzwons3bo8a,1,26.9,63.6,2025-03-30T00:12:27.162Z,2025-03-30T00:12:30Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608766239,141,38.9,5608766241,212,17.8,5608766237,140,21.2,5608766235,56,Back,5608766243,213,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270397,431,1,2,45,18,bk3zg8yaj5uoqhxzwons3bo8a,1,23.9,36.4,2025-03-30T00:12:30.267Z,2025-03-30T00:12:31Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5608766343,140,34.1,5608766349,213,6.00,5608766347,212,11.1,5608766341,56,Back,5608766345,141,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270439,432,1,2,45,19,bk3zg8yaj5uoqhxzwons3bo8a,1,34.0,31.8,2025-03-30T00:12:31.802Z,2025-03-30T00:12:34Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5608766545,56,Back,5608766547,140,23.0,5608766549,141,17.7,5608766553,212,15.0,5608766557,213,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270465,433,1,2,45,22,bk3zg8yaj5uoqhxzwons3bo8a,1,25.3,12.3,2025-03-30T00:12:34.450Z,2025-03-30T00:12:36Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5608766695,141,28.3,5608766701,213,1.38,5608766691,56,Back,5608766697,212,11.1,5608766693,140,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270557,434,1,2,45,24,bk3zg8yaj5uoqhxzwons3bo8a,1,27.3,28.3,2025-03-30T00:12:35.882Z,2025-03-30T00:12:41Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5608767113,212,18.8,5608767115,213,3.88,5608767111,141,9.7,5608767109,140,14.0,5608767107,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270559,435,3,2,45,29,bk3zg8yaj5uoqhxzwons3bo8a,0,15.8,8.0,2025-03-30T00:12:41.276Z,2025-03-30T00:12:47Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5608767135,56,Back,5608767443,233,305,5608767137,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270609,305,7,2,45,29,bu5w8wprynlj9mvphvy8sd94f,1,84.2,92.0,2025-03-30T00:12:41.277Z,2025-03-30T00:12:47Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5608767351,286,,5608767347,167,,5608767349,56,Left,5608767393,233,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270663,306,5,2,45,31,bu5w8wprynlj9mvphvy8sd94f,0,81.2,101.6,2025-03-30T00:12:42.884Z,2025-03-30T02:13:37Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5608767743,233,436,5608767667,56,Left,5608767669,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270623,436,5,2,45,31,bk3zg8yaj5uoqhxzwons3bo8a,1,18.8,-1.6,2025-03-30T00:12:42.884Z,2025-03-30T02:13:37Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5608767429,56,Back,5608767431,347,,5608767685,233,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270695,437,1,2,45,32,bk3zg8yaj5uoqhxzwons3bo8a,1,18.1,0.0,2025-03-30T00:12:44.650Z,2025-03-30T00:12:49Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5608767823,141,36.7,5608767819,56,Back,5608767817,107,,5608767829,1,,5608767827,213,2.07,5608767821,140,4.5,5608767825,212,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270717,438,1,2,45,36,bk3zg8yaj5uoqhxzwons3bo8a,1,5.0,48.2,2025-03-30T00:12:48.738Z,2025-03-30T00:12:51Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5608767903,212,26.5,5608767901,141,82.6,5608767905,213,1.08,5608767899,140,16.9,5608767897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270747,439,1,2,45,39,bk3zg8yaj5uoqhxzwons3bo8a,1,16.9,82.6,2025-03-30T00:12:50.947Z,2025-03-30T00:12:53Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5608768047,56,Back,5608768049,140,4.7,5608768053,212,15.2,5608768055,213,3.71,5608768051,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270769,440,1,2,45,41,bk3zg8yaj5uoqhxzwons3bo8a,1,7.3,72.1,2025-03-30T00:12:53.631Z,2025-03-30T00:12:55Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608768203,140,27.1,5608768207,212,21.5,5608768209,213,6.02,5608768205,141,63.9,5608768211,1,,5608768199,157,,5608768201,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270791,441,1,2,45,43,bk3zg8yaj5uoqhxzwons3bo8a,1,32.2,65.2,2025-03-30T00:12:55.794Z,2025-03-30T00:15:42Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5608768295,56,Back,5608768301,212,12.0,5608768303,213,0.80,5608768299,141,77.8,5608768297,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270891,442,1,2,45,49,bk3zg8yaj5uoqhxzwons3bo8a,1,63.5,82.3,2025-03-30T00:13:01.186Z,2025-03-30T00:13:02Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5608768767,141,74.7,5608768769,212,5.2,5608768765,140,63.9,5608768761,56,Center,5608768771,213,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270933,443,1,2,45,50,bk3zg8yaj5uoqhxzwons3bo8a,1,63.9,74.7,2025-03-30T00:13:02.034Z,2025-03-30T00:13:04Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5608769015,56,Left,5608769031,213,1.06,5608769027,212,11.0,5608769023,141,88.9,5608769019,140,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793270971,444,1,2,45,52,bk3zg8yaj5uoqhxzwons3bo8a,1,71.2,87.8,2025-03-30T00:13:04.667Z,2025-03-30T00:13:07Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5608769195,140,79.3,5608769197,141,93.8,5608769199,212,9.4,5608769201,213,0.45,5608769193,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793271031,445,1,2,45,55,bk3zg8yaj5uoqhxzwons3bo8a,1,74.4,86.2,2025-03-30T00:13:07.466Z,2025-03-30T00:13:11Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5608769535,212,19.6,5608769531,140,58.7,5608769529,56,Center,5608769537,213,3.71,5608769533,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793271089,446,1,2,45,59,bk3zg8yaj5uoqhxzwons3bo8a,1,58.7,70.6,2025-03-30T00:13:11.627Z,2025-03-30T00:19:54Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5608769839,213,5.33,5608769841,1,,5608769837,212,49.8,5608769831,56,Right,5608769835,141,11.0,5608769833,140,86.2,5608769829,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793271199,447,1,2,46,8,bk3zg8yaj5uoqhxzwons3bo8a,1,65.6,36.6,2025-03-30T00:13:20.379Z,2025-03-30T00:13:21Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5608770541,141,51.2,5608770539,140,62.2,5608770537,56,Center,5608770545,213,1.92,5608770543,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793271291,448,1,2,46,9,bk3zg8yaj5uoqhxzwons3bo8a,1,62.2,51.2,2025-03-30T00:13:21.613Z,2025-03-30T00:13:26Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5608771025,212,14.2,5608771021,141,72.0,5608771029,213,1.62,5608771019,140,61.5,5608771017,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793271315,449,1,2,46,14,bk3zg8yaj5uoqhxzwons3bo8a,0,63.7,72.0,2025-03-30T00:13:26.388Z,2025-03-30T01:14:57Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5608771187,213,5.59,5608771189,1,,5608771183,141,39.5,5608771173,155,,5608771185,212,34.6,5608771177,56,Center,5608771181,140,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793271377,308,44,2,46,15,bu5w8wprynlj9mvphvy8sd94f,1,11.0,57.6,2025-03-30T00:13:27.792Z,2025-03-30T00:13:36Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5608771493,285,,5608771511,233,450,5608771491,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793271321,450,44,2,46,15,bk3zg8yaj5uoqhxzwons3bo8a,0,89.0,42.4,2025-03-30T00:13:27.793Z,2025-03-30T00:13:37Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5608771217,286,,5608771213,56,Center,5608771555,233,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793271311,307,11,2,46,16,bu5w8wprynlj9mvphvy8sd94f,1,10.1,55.4,2025-03-30T00:13:28.002Z,2025-03-30T00:13:28Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5608771159,88,,5608771157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793271501,309,1,2,46,28,bu5w8wprynlj9mvphvy8sd94f,0,13.8,54.3,2025-03-30T00:13:40.184Z,2025-03-30T00:13:42Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5608772191,199,,5608772195,140,63.5,5608772201,213,0.31,5608772199,212,54.8,5608772197,141,79.0,5608772203,1,,5608772193,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793271547,451,1,2,46,32,bk3zg8yaj5uoqhxzwons3bo8a,0,31.0,23.4,2025-03-30T00:13:44.652Z,2025-03-30T00:13:45Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5608772447,213,0.50,5608772433,140,34.2,5608772427,3,,5608772441,212,3.8,5608772437,141,26.1,5608772429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793271569,310,61,2,46,34,bu5w8wprynlj9mvphvy8sd94f,1,62.9,79.0,2025-03-30T00:13:46.166Z,2025-03-30T00:13:46Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5608772513,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793271647,452,1,2,46,36,bk3zg8yaj5uoqhxzwons3bo8a,1,32.5,16.4,2025-03-30T00:13:48.090Z,2025-03-30T00:13:51Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5608772939,56,Back,5608772941,140,29.6,5608772945,212,6.1,5608772943,141,24.1,5608772947,213,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793271737,454,1,2,46,41,bk3zg8yaj5uoqhxzwons3bo8a,1,29.5,27.7,2025-03-30T00:13:53.098Z,2025-03-30T00:13:54Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5608773365,141,17.7,5608773359,56,Back,5608773369,212,10.2,5608773373,213,3.87,5608773363,140,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793271797,455,1,2,46,42,bk3zg8yaj5uoqhxzwons3bo8a,1,22.2,17.7,2025-03-30T00:13:54.762Z,2025-03-30T00:13:58Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608773743,140,24.1,5608773749,213,1.35,5608773747,212,9.3,5608773741,56,Back,5608773745,141,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793271851,456,1,2,46,46,bk3zg8yaj5uoqhxzwons3bo8a,1,25.6,36.4,2025-03-30T00:13:58.586Z,2025-03-30T00:14:02Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5608774019,212,9.5,5608774015,141,23.3,5608774011,56,Back,5608774023,213,4.36,5608774013,140,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793271961,457,1,2,46,50,bk3zg8yaj5uoqhxzwons3bo8a,1,26.6,24.3,2025-03-30T00:14:01.898Z,2025-03-30T00:14:08Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608774637,196,,5608774641,56,Left,5608774645,140,55.6,5608774653,212,52.6,5608774635,155,,5608774649,141,87.4,5608774655,213,0.95,5608774657,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793272015,458,1,2,46,56,bk3zg8yaj5uoqhxzwons3bo8a,1,55.6,87.4,2025-03-30T00:14:08.594Z,2025-03-30T00:14:11Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5608774945,56,Back,5608774951,212,14.1,5608774947,140,42.3,5608774949,141,84.4,5608774953,213,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793272047,459,1,2,46,59,bk3zg8yaj5uoqhxzwons3bo8a,1,36.2,82.3,2025-03-30T00:14:11.363Z,2025-03-30T00:14:12Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5608775109,141,70.3,5608775107,140,37.2,5608775111,212,8.2,5608775105,56,Back,5608775113,213,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793272087,460,1,2,47,0,bk3zg8yaj5uoqhxzwons3bo8a,1,36.0,70.0,2025-03-30T00:14:12.650Z,2025-03-30T00:14:14Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5608775289,213,3.59,5608775279,140,14.3,5608775281,141,53.9,5608775277,56,Back,5608775285,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793272147,461,1,2,47,2,bk3zg8yaj5uoqhxzwons3bo8a,1,14.3,53.9,2025-03-30T00:14:14.578Z,2025-03-30T00:14:19Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5608775651,140,22.4,5608775655,212,15.3,5608775653,141,35.2,5608775649,56,Back,5608775657,213,5.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793272173,462,1,2,47,7,bk3zg8yaj5uoqhxzwons3bo8a,1,29.6,35.4,2025-03-30T00:14:19.306Z,2025-03-30T00:14:20Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608775769,140,51.8,5608775767,56,Center,5608775771,141,42.4,5608775775,212,23.8,5608775781,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793272259,463,1,2,47,8,bk3zg8yaj5uoqhxzwons3bo8a,1,51.6,42.7,2025-03-30T00:14:20.386Z,2025-03-30T00:14:24Z,dxd6p1c8k96armsbg5isjbu95,G. Hurst,,,5608776193,56,Back,5608776195,140,46.7,5608776197,141,54.2,5608776199,212,9.4,5608776201,213,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793272401,464,1,2,47,12,bk3zg8yaj5uoqhxzwons3bo8a,1,47.5,54.2,2025-03-30T00:14:24.261Z,2025-03-30T00:14:33Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5608777115,213,0.71,5608777105,155,,5608777111,141,83.9,5608777107,56,Left,5608777109,140,70.0,5608777113,212,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793272415,465,1,2,47,21,bk3zg8yaj5uoqhxzwons3bo8a,0,87.0,72.1,2025-03-30T00:14:33.362Z,2025-03-30T01:58:23Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5608777193,140,93.4,5608777197,212,17.4,5608777199,213,5.11,5608777191,56,Center,5608777195,141,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793272691,312,1,2,47,36,bu5w8wprynlj9mvphvy8sd94f,0,13.2,41.6,2025-03-30T00:14:48.408Z,2025-03-30T00:14:54Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5608778727,56,Center,5608778729,140,86.1,5608778733,212,77.5,5608778725,199,,5608778737,1,,5608778735,213,0.15,5608778731,141,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793272771,467,1,2,47,42,bk3zg8yaj5uoqhxzwons3bo8a,1,11.4,46.3,2025-03-30T00:14:54.585Z,2025-03-30T00:14:59Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5608779113,123,,5608779123,213,5.23,5608779117,140,20.1,5608779119,141,22.7,5608779121,212,18.5,5608779115,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793272797,468,1,2,47,47,bk3zg8yaj5uoqhxzwons3bo8a,1,25.1,14.4,2025-03-30T00:14:59.690Z,2025-03-30T00:15:00Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5608779215,56,Back,5608779221,212,9.7,5608779223,213,1.12,5608779219,141,27.3,5608779217,140,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793272869,469,1,2,47,48,bk3zg8yaj5uoqhxzwons3bo8a,1,29.1,27.3,2025-03-30T00:15:00.490Z,2025-03-30T00:15:04Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5608779525,56,Back,5608779531,212,8.6,5608779527,140,22.6,5608779529,141,19.7,5608779533,213,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793272957,470,1,2,47,52,bk3zg8yaj5uoqhxzwons3bo8a,0,30.8,13.5,2025-03-30T00:15:04.571Z,2025-03-30T00:15:09Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5608779969,155,,5608779973,140,82.1,5608779981,1,,5608779979,213,6.10,5608779977,212,54.8,5608779975,141,0.0,5608779971,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793273229,313,5,2,47,57,bu5w8wprynlj9mvphvy8sd94f,1,21.0,101.5,2025-03-30T00:15:09.562Z,2025-03-30T02:13:38Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5608781483,347,,5608781521,233,471,5608781481,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793272963,471,5,2,47,57,bk3zg8yaj5uoqhxzwons3bo8a,0,79.0,-1.5,2025-03-30T00:15:09.562Z,2025-03-30T02:13:38Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5608779993,56,Right,5608779995,347,,5608781537,233,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793273255,314,1,2,48,14,bu5w8wprynlj9mvphvy8sd94f,0,25.1,100.0,2025-03-30T00:15:26.569Z,2025-03-30T00:15:28Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5608781617,140,53.9,5608781619,141,91.2,5608781615,56,Left,5608781621,212,31.0,5608781625,1,,5608781623,213,6.06,5608781613,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793273265,472,8,2,48,17,bk3zg8yaj5uoqhxzwons3bo8a,1,39.8,8.2,2025-03-30T00:15:29.675Z,2025-03-30T00:15:29Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5608781657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793273539,315,5,2,48,18,bu5w8wprynlj9mvphvy8sd94f,1,56.3,101.4,2025-03-30T00:15:30.780Z,2025-03-30T02:13:38Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5608783125,56,Left,5608783151,233,473,5608783127,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793273275,473,5,2,48,18,bk3zg8yaj5uoqhxzwons3bo8a,0,43.7,-1.4,2025-03-30T00:15:30.780Z,2025-03-30T02:13:39Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5608781733,56,Back,5608783181,233,315,5608781735,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793273573,316,1,2,48,41,bu5w8wprynlj9mvphvy8sd94f,1,56.6,100.0,2025-03-30T00:15:53.209Z,2025-03-30T00:15:56Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5608783293,107,,5608783301,212,19.0,5608783297,140,72.5,5608783299,141,88.4,5608783303,213,5.79,5608783295,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793273601,317,1,2,48,44,bu5w8wprynlj9mvphvy8sd94f,0,72.5,88.4,2025-03-30T00:15:56.117Z,2025-03-30T00:15:57Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5608783435,213,5.39,5608783425,3,,5608783431,141,58.5,5608783427,56,Center,5608783429,140,88.0,5608783433,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793273761,475,1,2,48,49,bk3zg8yaj5uoqhxzwons3bo8a,1,13.3,51.6,2025-03-30T00:16:01.153Z,2025-03-30T00:16:06Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5608784225,123,,5608784233,212,8.5,5608784229,140,21.4,5608784227,56,Back,5608784231,141,52.2,5608784235,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793273821,476,1,2,48,54,bk3zg8yaj5uoqhxzwons3bo8a,1,31.1,57.8,2025-03-30T00:16:06.058Z,2025-03-30T00:16:09Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5608784553,213,3.99,5608784551,212,16.6,5608784541,140,20.7,5608784539,56,Back,5608784545,141,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793273849,477,1,2,48,57,bk3zg8yaj5uoqhxzwons3bo8a,1,21.1,38.5,2025-03-30T00:16:09.298Z,2025-03-30T00:16:10Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608784713,140,44.8,5608784719,213,0.09,5608784717,212,25.0,5608784711,56,Back,5608784715,141,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793273899,478,1,2,48,58,bk3zg8yaj5uoqhxzwons3bo8a,1,46.1,48.1,2025-03-30T00:16:10.786Z,2025-03-30T00:16:13Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5608784955,141,71.7,5608784951,56,Back,5608784957,212,19.7,5608784959,213,2.19,5608784953,140,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793273967,479,1,2,49,1,bk3zg8yaj5uoqhxzwons3bo8a,1,35.3,78.7,2025-03-30T00:16:13.362Z,2025-03-30T00:16:18Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5608785337,140,61.9,5608785341,212,29.4,5608785339,141,92.0,5608785335,56,Left,5608785343,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
