id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/13/value,qualifier/17/value
2803422521,339,1,1,44,12,2iwybwokic7nmr1t33abdbjoq,0,68.7,80.0,2025-04-19T20:50:48.955Z,2025-04-19T20:50:55Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5664667779,140,100.0,5664667775,155,,5664667785,213,5.52,5664667777,56,Center,5664667787,1,,5664667783,212,47.6,5664667781,141,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422947,340,5,1,44,19,2iwybwokic7nmr1t33abdbjoq,0,101.4,34.4,2025-04-19T20:50:55.157Z,2025-04-19T20:51:30Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5664670177,233,341,5664670109,56,Center,5664670111,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422857,341,5,1,44,19,7neuneh44n9rtsfsh6r0sb9no,1,-1.4,67.0,2025-04-19T20:50:55.638Z,2025-04-19T20:51:30Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5664669611,346,,5664669609,56,Back,5664670143,233,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422907,342,1,1,44,47,7neuneh44n9rtsfsh6r0sb9no,0,4.4,50.3,2025-04-19T20:51:23.176Z,2025-04-19T20:51:26Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5664669909,212,67.3,5664669903,56,Center,5664669907,141,74.1,5664669911,213,0.24,5664669901,124,,5664669913,1,,5664669915,74,,5664669905,140,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422955,341,61,1,44,53,2iwybwokic7nmr1t33abdbjoq,1,30.6,28.2,2025-04-19T20:51:29.169Z,2025-04-19T20:51:29Z,e076q290ab1o6qz9vthl2c0a2,H. Neville,,,5664670159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423091,343,1,1,44,56,2iwybwokic7nmr1t33abdbjoq,1,6.3,25.0,2025-04-19T20:51:32.446Z,2025-04-19T20:51:37Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5664670773,56,Back,5664670779,212,20.1,5664670777,141,10.7,5664670781,213,5.78,5664670775,140,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424911,372,70,1,44,59,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-04-19T20:51:34.967Z,2025-04-19T20:53:45Z,,,,,5664680543,277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423113,344,1,1,45,1,2iwybwokic7nmr1t33abdbjoq,1,19.6,11.3,2025-04-19T20:51:37.315Z,2025-04-19T20:51:39Z,e076q290ab1o6qz9vthl2c0a2,H. Neville,,,5664670919,213,2.90,5664670915,141,14.6,5664670911,56,Back,5664670913,140,11.0,5664670917,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423129,345,1,1,45,3,2iwybwokic7nmr1t33abdbjoq,0,11.0,14.6,2025-04-19T20:51:39.220Z,2025-04-19T20:51:40Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5664671005,56,Back,5664671013,213,5.78,5664671011,212,22.8,5664671007,140,30.0,5664671009,141,0.0,5664671003,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423143,346,5,1,45,4,2iwybwokic7nmr1t33abdbjoq,0,32.6,-1.8,2025-04-19T20:51:40.145Z,2025-04-19T20:51:52Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5664671057,347,,5664671941,233,343,5664671055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423291,343,5,1,45,5,7neuneh44n9rtsfsh6r0sb9no,1,68.7,101.8,2025-04-19T20:51:41.038Z,2025-04-19T20:51:53Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5664671917,233,346,5664671883,347,,5664671881,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423325,344,1,1,45,15,7neuneh44n9rtsfsh6r0sb9no,1,65.0,100.0,2025-04-19T20:51:51.525Z,2025-04-19T20:56:35Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5664672109,212,14.2,5664672105,140,65.4,5664672101,107,,5664672103,56,Left,5664672111,213,4.74,5664672107,141,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423333,345,1,1,45,18,7neuneh44n9rtsfsh6r0sb9no,1,65.4,81.1,2025-04-19T20:51:54.910Z,2025-04-19T20:51:55Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,,,5664672145,140,60.5,5664672149,212,5.9,5664672143,56,Left,5664672147,141,85.3,5664672151,213,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423349,346,1,1,45,19,7neuneh44n9rtsfsh6r0sb9no,1,60.5,85.3,2025-04-19T20:51:55.677Z,2025-04-19T20:56:36Z,6e7vgxyzx00c79hw1wg4d01sk,C. Ukaegbu,,,5664672241,141,79.3,5664672243,212,8.6,5664672239,140,67.7,5664672245,213,5.79,5664672237,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423393,347,1,1,45,21,7neuneh44n9rtsfsh6r0sb9no,1,66.6,79.7,2025-04-19T20:51:56.991Z,2025-04-19T20:52:00Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,,,5664672509,213,0.98,5664672501,56,Left,5664672507,212,5.8,5664672503,140,69.7,5664672505,141,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423395,348,50,1,45,23,7neuneh44n9rtsfsh6r0sb9no,1,68.3,86.0,2025-04-19T20:51:59.917Z,2025-04-19T23:18:51Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5664672521,56,Left,5664672523,286,,5664672763,233,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423419,347,7,1,45,23,2iwybwokic7nmr1t33abdbjoq,1,31.7,14.0,2025-04-19T20:51:59.918Z,2025-04-19T23:18:50Z,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,5664672647,56,Back,5664672649,285,,5664672731,233,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423427,348,3,1,45,25,2iwybwokic7nmr1t33abdbjoq,0,32.0,11.6,2025-04-19T20:52:01.883Z,2025-04-19T20:52:06Z,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,5664672939,233,349,5664672699,285,,5664672697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423451,349,7,1,45,25,7neuneh44n9rtsfsh6r0sb9no,1,68.0,88.4,2025-04-19T20:52:01.884Z,2025-04-19T20:52:07Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5664672849,56,Left,5664672887,233,348,5664672847,167,,5664672851,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423481,349,5,1,45,27,2iwybwokic7nmr1t33abdbjoq,1,28.9,-1.6,2025-04-19T20:52:03.307Z,2025-04-19T20:52:09Z,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,5664673013,56,Back,5664673015,347,,5664673265,233,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423523,350,5,1,45,28,7neuneh44n9rtsfsh6r0sb9no,0,70.9,101.7,2025-04-19T20:52:04.278Z,2025-04-19T20:52:08Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5664673235,347,,5664673301,233,349,5664673233,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423505,350,1,1,45,29,2iwybwokic7nmr1t33abdbjoq,1,29.5,0.0,2025-04-19T20:52:05.699Z,2025-04-19T20:57:45Z,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,5664673147,213,2.63,5664673143,141,12.2,5664673141,140,13.1,5664673145,212,19.7,5664673139,56,Back,5664673137,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423597,351,1,1,45,33,2iwybwokic7nmr1t33abdbjoq,0,13.1,12.2,2025-04-19T20:52:09.947Z,2025-04-19T20:52:12Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5664673605,140,47.4,5664673613,1,,5664673601,157,,5664673611,213,6.21,5664673603,56,Back,5664673607,141,8.5,5664673609,212,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423631,351,1,1,45,36,7neuneh44n9rtsfsh6r0sb9no,0,55.4,80.3,2025-04-19T20:52:12.677Z,2025-04-19T20:52:14Z,6e7vgxyzx00c79hw1wg4d01sk,C. Ukaegbu,,,5664673795,140,72.1,5664673791,3,,5664673797,141,71.5,5664673793,56,Center,5664673801,213,5.95,5664673799,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423649,352,1,1,45,39,2iwybwokic7nmr1t33abdbjoq,0,34.7,26.4,2025-04-19T20:52:15.146Z,2025-04-19T20:52:15Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5664673929,140,34.6,5664673931,141,34.2,5664673933,212,5.3,5664673927,56,Back,5664673925,3,,5664673935,213,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423729,353,1,1,45,40,7neuneh44n9rtsfsh6r0sb9no,1,69.9,63.9,2025-04-19T20:52:16.558Z,2025-04-19T20:52:21Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5664674387,141,24.4,5664674389,212,27.2,5664674383,56,Center,5664674391,213,4.88,5664674385,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423789,354,1,1,45,45,7neuneh44n9rtsfsh6r0sb9no,1,68.5,29.7,2025-04-19T20:52:21.547Z,2025-04-19T20:52:26Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5664674691,141,84.1,5664674697,1,,5664674693,212,37.4,5664674689,140,73.9,5664674695,213,1.42,5664674687,56,Left,5664674685,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423821,355,1,1,45,50,7neuneh44n9rtsfsh6r0sb9no,0,73.9,84.1,2025-04-19T20:52:26.102Z,2025-04-19T20:52:28Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5664674845,141,48.1,5664674839,155,,5664674847,212,33.9,5664674843,140,96.3,5664674851,1,,5664674841,56,Center,5664674837,2,,5664674849,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423883,354,1,1,45,54,2iwybwokic7nmr1t33abdbjoq,1,5.7,41.9,2025-04-19T20:52:30.642Z,2025-04-19T20:54:30Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5664675157,123,,5664675165,212,25.0,5664675159,56,Back,5664675161,140,25.6,5664675163,141,62.1,5664675167,213,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424037,355,1,1,45,58,2iwybwokic7nmr1t33abdbjoq,1,34.0,73.2,2025-04-19T20:52:34.722Z,2025-04-19T20:54:28Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5664676007,213,0.29,5664676003,141,89.9,5664676001,140,69.9,5664676005,212,39.4,5664676009,1,,5664675999,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424115,356,1,1,46,4,2iwybwokic7nmr1t33abdbjoq,1,69.4,74.4,2025-04-19T20:52:40.106Z,2025-04-19T20:52:45Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5664676429,140,85.7,5664676431,141,76.0,5664676427,56,Center,5664676433,212,17.1,5664676435,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424123,357,1,1,46,9,2iwybwokic7nmr1t33abdbjoq,0,86.6,74.0,2025-04-19T20:52:45.114Z,2025-04-19T23:22:22Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5664686479,212,9.1,5664686471,2,,5664686481,213,5.08,5664686477,141,61.5,5664686473,155,,5664686475,140,89.7,5664676475,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424145,356,61,1,46,11,7neuneh44n9rtsfsh6r0sb9no,1,11.6,39.2,2025-04-19T20:52:47.006Z,2025-04-19T20:56:11Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5664676589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424261,357,12,1,46,13,7neuneh44n9rtsfsh6r0sb9no,1,11.4,35.4,2025-04-19T20:52:49.319Z,2025-04-19T20:52:56Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5664677175,140,36.1,5664677181,213,5.89,5664677177,141,19.4,5664677179,212,28.1,5664677173,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424217,358,61,1,46,16,2iwybwokic7nmr1t33abdbjoq,1,68.3,73.8,2025-04-19T20:52:52.386Z,2025-04-19T20:52:52Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5664676973,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424269,359,1,1,46,17,2iwybwokic7nmr1t33abdbjoq,1,39.9,75.3,2025-04-19T20:52:53.682Z,2025-04-19T20:52:56Z,79z5vt08ga8prn33vi2a260kq,C. Walls,,,5664677209,56,Back,5664677211,140,46.7,5664677217,213,5.70,5664677213,141,68.4,5664677215,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424321,360,1,1,46,20,2iwybwokic7nmr1t33abdbjoq,1,48.4,65.5,2025-04-19T20:52:56.611Z,2025-04-19T20:53:00Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5664677511,213,5.08,5664677509,212,38.3,5664677507,141,12.9,5664677503,56,Right,5664677513,1,,5664677505,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424351,361,1,1,46,24,2iwybwokic7nmr1t33abdbjoq,1,61.7,13.4,2025-04-19T20:53:00.347Z,2025-04-19T20:53:02Z,e076q290ab1o6qz9vthl2c0a2,H. Neville,,,5664677663,141,22.4,5664677667,213,1.38,5664677661,140,62.8,5664677665,212,6.2,5664677659,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803426237,366,43,1,46,25,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-04-19T20:53:00.967Z,2025-04-19T20:55:42Z,6e7vgxyzx00c79hw1wg4d01sk,C. Ukaegbu,,,5664687561,56,Back,5664688705,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424357,362,1,1,46,26,2iwybwokic7nmr1t33abdbjoq,0,62.7,22.4,2025-04-19T20:53:02.594Z,2025-04-19T20:55:44Z,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,5664677695,141,21.8,5664677691,140,52.9,5664677703,213,3.18,5664677699,212,10.3,5664677687,56,Center,5664677723,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424459,359,3,1,46,34,7neuneh44n9rtsfsh6r0sb9no,0,66.6,72.2,2025-04-19T20:53:10.637Z,2025-04-19T23:18:51Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5664678349,233,363,5664678201,286,,5664678199,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424471,363,7,1,46,34,2iwybwokic7nmr1t33abdbjoq,0,33.4,27.8,2025-04-19T20:53:10.638Z,2025-04-19T23:18:51Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5664678289,285,,5664678287,56,Back,5664678307,233,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803427243,367,61,1,46,35,7neuneh44n9rtsfsh6r0sb9no,1,76.9,60.6,2025-04-19T20:53:10.967Z,2025-04-19T20:56:48Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5664692629,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803427397,368,1,1,46,36,7neuneh44n9rtsfsh6r0sb9no,0,77.3,60.2,2025-04-19T20:53:11.967Z,2025-04-19T20:57:02Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5664693485,212,5.1,5664693503,236,,5664693481,140,80.6,5664693505,233,364,5664693487,213,0.82,5664693483,141,65.7,5664693509,286,,5664693479,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424473,364,74,1,46,36,2iwybwokic7nmr1t33abdbjoq,1,24.1,33.3,2025-04-19T20:53:11.968Z,2025-04-19T20:57:03Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5664693069,285,,5664678291,56,Back,5664693537,233,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424489,365,43,1,46,37,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-04-19T20:53:13.482Z,2025-04-19T20:56:59Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5664678399,140,22.7,5664678405,213,4.47,5664678401,141,24.7,5664693353,144,1,5664678397,56,Back,5664678403,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424529,367,1,1,46,39,2iwybwokic7nmr1t33abdbjoq,1,22.7,24.7,2025-04-19T20:53:15.022Z,2025-04-19T20:57:08Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5664678531,56,Back,5664678533,140,32.7,5664678539,213,5.82,5664678537,212,11.7,5664678535,141,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424619,368,1,1,46,43,2iwybwokic7nmr1t33abdbjoq,1,34.6,17.6,2025-04-19T20:53:19.666Z,2025-04-19T20:53:21Z,e076q290ab1o6qz9vthl2c0a2,H. Neville,,,5664678989,140,32.3,5664678993,212,7.0,5664678991,141,27.3,5664678995,213,1.92,5664678987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424667,369,1,1,46,45,2iwybwokic7nmr1t33abdbjoq,1,32.3,27.3,2025-04-19T20:53:21.690Z,2025-04-19T20:53:25Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5664679213,213,1.32,5664679209,141,53.7,5664679211,212,18.5,5664679207,140,36.6,5664679205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424673,370,1,1,46,49,2iwybwokic7nmr1t33abdbjoq,0,38.4,54.0,2025-04-19T20:53:25.626Z,2025-04-19T20:53:26Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5664679239,212,3.8,5664679289,286,,5664679241,213,3.72,5664679233,56,Back,5664679285,233,360,5664679237,141,51.0,5664679283,236,,5664679235,140,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424677,360,74,1,46,49,7neuneh44n9rtsfsh6r0sb9no,1,52.8,48.2,2025-04-19T20:53:25.627Z,2025-04-19T23:19:17Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5664679307,233,370,5664679247,56,Center,5664679249,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424691,371,61,1,46,50,2iwybwokic7nmr1t33abdbjoq,1,35.4,51.0,2025-04-19T20:53:26.763Z,2025-04-19T20:53:27Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5664679329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424793,362,1,1,46,53,7neuneh44n9rtsfsh6r0sb9no,1,56.4,37.9,2025-04-19T20:53:29.437Z,2025-04-19T20:53:35Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5664679871,140,55.0,5664679873,141,24.7,5664679877,213,4.55,5664679875,212,9.1,5664679869,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424819,363,1,1,46,59,7neuneh44n9rtsfsh6r0sb9no,1,56.6,20.4,2025-04-19T20:53:35.725Z,2025-04-19T20:53:38Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5664680019,213,5.76,5664680009,140,69.1,5664680017,212,15.2,5664680007,56,Right,5664680015,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424917,364,1,1,47,2,7neuneh44n9rtsfsh6r0sb9no,1,67.5,9.5,2025-04-19T20:53:38.020Z,2025-04-19T20:53:45Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5664680573,213,0.53,5664680565,56,Right,5664680571,212,8.3,5664680569,141,15.6,5664680567,140,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424925,365,30,1,47,7,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-04-19T20:53:42.980Z,2025-04-19T20:53:46Z,,,,,5664680613,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803424915,373,30,1,47,7,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-04-19T20:53:42.980Z,2025-04-19T20:53:45Z,,,,,5664680561,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803433637,375,18,2,45,0,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-04-19T21:07:09.070Z,2025-04-19T21:07:10Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5664725245,55,376,5664725195,44,Forward,5664725197,59,9,5664725193,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803433641,376,19,2,45,0,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-04-19T21:07:09.071Z,2025-04-19T21:07:10Z,2lpjr3oys0s0u2pnhut8epqwa,D. Rivera,,,5664725217,44,Midfielder,5664725213,292,6,5664725211,59,19,5664725205,42,,5664725215,293,1,5664725219,55,375,5664725209,145,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803433717,377,18,2,45,0,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-04-19T21:07:09.170Z,2025-04-19T21:07:16Z,e076q290ab1o6qz9vthl2c0a2,H. Neville,,,5664725547,42,,5664725549,44,Defender,5664725551,59,3,5664725617,55,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803433719,378,19,2,45,0,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-04-19T21:07:09.171Z,2025-04-19T21:07:17Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5664725569,59,2,5664725579,293,2,5664725589,55,377,5664725567,145,2,5664725575,292,3,5664725561,42,,5664725583,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803433929,370,18,2,45,0,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-04-19T21:07:09.270Z,2025-04-19T21:07:39Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5664726669,42,,5664726717,55,371,5664726673,59,2,5664726671,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803433933,371,19,2,45,0,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-04-19T21:07:09.271Z,2025-04-19T21:07:39Z,dwyatw1wz3nrh1fcwu27ie8ve,A. Edwards,,,5664726705,55,370,5664726703,44,Defender,5664726701,293,2,5664726689,145,2,5664726697,292,3,5664726679,42,,5664726693,59,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803435267,373,32,2,45,0,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-04-19T21:09:34.222Z,2025-04-19T21:09:35Z,,,,,5664733123,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803435247,379,32,2,45,0,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-04-19T21:09:34.222Z,2025-04-19T21:09:34Z,,,,,5664733047,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803435283,374,1,2,45,0,7neuneh44n9rtsfsh6r0sb9no,1,49.9,50.1,2025-04-19T21:09:34.223Z,2025-04-19T21:09:38Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5664733237,212,31.2,5664733231,140,20.2,5664733235,141,47.2,5664733229,56,Back,5664733239,213,3.20,5664733241,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803435327,375,1,2,45,4,7neuneh44n9rtsfsh6r0sb9no,0,21.8,46.3,2025-04-19T21:09:38.573Z,2025-04-19T21:09:45Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5664733475,1,,5664733461,157,,5664733463,56,Center,5664733467,141,35.1,5664733465,140,76.7,5664733471,212,58.1,5664733473,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803435315,380,44,2,45,8,2iwybwokic7nmr1t33abdbjoq,1,25.4,66.2,2025-04-19T21:09:42.732Z,2025-04-19T23:19:07Z,79z5vt08ga8prn33vi2a260kq,C. Walls,,,5664733423,285,,5664733421,56,Back,5664733537,233,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803435333,376,44,2,45,8,7neuneh44n9rtsfsh6r0sb9no,0,74.6,33.8,2025-04-19T21:09:42.733Z,2025-04-19T23:19:07Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5664733503,56,Center,5664733545,233,380,5664733505,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
