id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2822563499,379,1,2,45,55,8sy0cxovuxo76tuoas3uo55xj,0,32.0,50.9,2025-06-14T17:08:43.802Z,2025-06-14T17:08:54Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5770689667,157,,5770689679,1,,5770689677,213,0.59,5770689669,56,Left,5770689671,140,80.9,5770689675,212,61.7,5770689673,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563527,380,5,2,46,2,8sy0cxovuxo76tuoas3uo55xj,0,82.8,102.0,2025-06-14T17:08:50.881Z,2025-06-14T18:06:28Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5770689811,347,,5770689827,233,419,5770689809,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563521,419,5,2,46,2,3cbke8cbou2ms925872vk6dwx,1,17.2,-2.0,2025-06-14T17:08:50.881Z,2025-06-14T18:06:28Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,,,5770689813,233,380,5770689777,56,Back,5770689779,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563577,421,1,2,46,16,3cbke8cbou2ms925872vk6dwx,0,26.5,0.0,2025-06-14T17:09:04.497Z,2025-06-14T17:12:27Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,,,5770690093,212,12.8,5770690089,140,36.1,5770695733,107,,5770690091,141,9.8,5770690087,56,Back,5770690095,213,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563603,381,1,2,46,18,8sy0cxovuxo76tuoas3uo55xj,0,59.8,96.9,2025-06-14T17:09:06.537Z,2025-06-14T17:09:14Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5770690197,140,88.3,5770690193,3,,5770690195,56,Left,5770690199,141,100.0,5770690201,212,30.1,5770690203,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563611,422,56,2,46,20,3cbke8cbou2ms925872vk6dwx,1,16.3,0.8,2025-06-14T17:09:08.649Z,2025-06-14T17:09:30Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5770690239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563605,382,5,2,46,21,8sy0cxovuxo76tuoas3uo55xj,0,86.4,101.8,2025-06-14T17:09:10.103Z,2025-06-14T17:09:15Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5770690211,347,,5770690309,233,423,5770690209,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563619,423,5,2,46,21,3cbke8cbou2ms925872vk6dwx,1,13.6,-1.8,2025-06-14T17:09:10.103Z,2025-06-14T18:06:29Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5770690281,56,Back,5770690283,347,,5770690303,233,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563701,424,1,2,46,35,3cbke8cbou2ms925872vk6dwx,1,22.8,0.0,2025-06-14T17:09:24.209Z,2025-06-14T17:09:26Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,,,5770690727,56,Back,5770690731,141,5.2,5770690733,212,26.4,5770690737,1,,5770690735,213,0.19,5770690729,140,47.5,5770690725,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563705,425,61,2,46,38,3cbke8cbou2ms925872vk6dwx,0,47.5,5.2,2025-06-14T17:09:26.626Z,2025-06-14T17:09:26Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5770690753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563733,383,1,2,46,40,8sy0cxovuxo76tuoas3uo55xj,1,34.9,98.0,2025-06-14T17:09:28.489Z,2025-06-14T17:09:31Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5770690911,140,10.3,5770690917,213,3.90,5770690909,56,Back,5770690919,1,,5770690913,141,62.3,5770690915,212,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563753,385,1,2,46,46,8sy0cxovuxo76tuoas3uo55xj,0,13.4,65.8,2025-06-14T17:09:34.442Z,2025-06-14T17:09:37Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,,5770691051,56,Left,5770691057,212,57.3,5770691061,1,,5770691059,213,0.38,5770691049,157,,5770691053,140,64.1,5770691055,141,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563761,426,1,2,46,50,3cbke8cbou2ms925872vk6dwx,1,39.3,7.1,2025-06-14T17:09:38.914Z,2025-06-14T17:09:40Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,,,5770691105,141,28.2,5770691103,140,32.7,5770691109,213,2.02,5770691101,56,Back,5770691099,3,,5770691107,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563779,428,1,2,46,55,3cbke8cbou2ms925872vk6dwx,1,39.1,33.3,2025-06-14T17:09:43.570Z,2025-06-14T17:09:44Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5770691185,213,6.19,5770691177,56,Center,5770691179,140,60.2,5770691181,141,30.1,5770691183,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563787,429,1,2,46,56,3cbke8cbou2ms925872vk6dwx,1,60.3,30.1,2025-06-14T17:09:44.466Z,2025-06-14T17:09:45Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5770691259,212,4.5,5770691255,140,61.7,5770691261,213,5.05,5770691253,56,Center,5770691257,141,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563807,430,1,2,46,57,3cbke8cbou2ms925872vk6dwx,1,62.9,24.4,2025-06-14T17:09:45.618Z,2025-06-14T17:09:50Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5770691369,140,72.7,5770691371,141,39.5,5770691367,56,Center,5770691373,212,14.5,5770691375,213,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563821,431,1,2,47,1,3cbke8cbou2ms925872vk6dwx,1,87.1,30.6,2025-06-14T17:09:50.098Z,2025-06-14T17:09:51Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5770691427,56,Center,5770691431,141,25.9,5770691433,212,4.3,5770691437,213,5.46,5770691429,140,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563825,432,1,2,47,3,3cbke8cbou2ms925872vk6dwx,0,94.0,20.9,2025-06-14T17:09:51.729Z,2025-06-14T17:09:52Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5770691475,212,16.9,5770691465,2,,5770691473,141,45.7,5770691467,155,,5770691471,140,95.1,5770691477,213,1.50,5770691469,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563861,387,1,2,47,7,8sy0cxovuxo76tuoas3uo55xj,1,14.7,62.4,2025-06-14T17:09:56.377Z,2025-06-14T17:10:00Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,,5770691631,56,Back,5770691633,140,33.2,5770691637,212,20.9,5770691639,213,0.38,5770691635,141,73.9,5770691629,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563867,388,1,2,47,11,8sy0cxovuxo76tuoas3uo55xj,0,35.2,66.0,2025-06-14T17:09:59.996Z,2025-06-14T17:10:19Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5770691687,213,5.65,5770691683,141,41.8,5770691679,56,Center,5770691681,140,56.7,5770691685,212,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563871,433,1,2,47,13,3cbke8cbou2ms925872vk6dwx,1,47.1,57.3,2025-06-14T17:10:01.970Z,2025-06-14T17:10:03Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5770691713,140,55.4,5770691715,141,49.0,5770691711,56,Center,5770691717,212,10.4,5770691719,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563879,435,1,2,47,14,3cbke8cbou2ms925872vk6dwx,1,55.4,49.0,2025-06-14T17:10:03.266Z,2025-06-14T17:10:04Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5770691739,212,8.8,5770691737,141,52.5,5770691735,140,47.3,5770691733,56,Back,5770691741,213,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563889,436,1,2,47,16,3cbke8cbou2ms925872vk6dwx,1,46.2,53.0,2025-06-14T17:10:04.562Z,2025-06-14T17:10:06Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5770691785,212,13.3,5770691781,140,41.2,5770691779,56,Back,5770691787,213,4.31,5770691783,141,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563895,437,1,2,47,18,3cbke8cbou2ms925872vk6dwx,1,41.2,35.1,2025-06-14T17:10:06.513Z,2025-06-14T17:10:09Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5770691897,140,47.1,5770691903,213,5.02,5770691895,56,Back,5770691899,141,6.8,5770691901,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563911,438,1,2,47,21,3cbke8cbou2ms925872vk6dwx,1,46.7,4.3,2025-06-14T17:10:09.458Z,2025-06-14T17:10:17Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,,,5770692053,212,10.4,5770692047,56,Right,5770692051,141,2.6,5770692049,140,56.5,5770692055,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563917,439,61,2,47,28,3cbke8cbou2ms925872vk6dwx,0,64.3,14.4,2025-06-14T17:10:16.947Z,2025-06-14T17:10:17Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5770692079,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563941,389,1,2,47,30,8sy0cxovuxo76tuoas3uo55xj,1,30.2,81.4,2025-06-14T17:10:19.272Z,2025-06-14T17:10:20Z,23yj26f5kapxyx90glndxs3kk,M. Glasson,,,5770692235,140,24.8,5770692233,56,Back,5770692241,213,3.55,5770692239,212,6.2,5770692237,141,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563967,391,1,2,47,32,8sy0cxovuxo76tuoas3uo55xj,1,26.8,78.2,2025-06-14T17:10:20.909Z,2025-06-14T17:10:32Z,apryim5dle6o29qp6hpio06sq,F. Ellé,1.0,,5770692365,141,74.5,5770692363,140,46.2,5770692369,213,6.16,5770692617,210,13,5770692361,56,Back,5770692367,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563971,392,13,2,47,35,8sy0cxovuxo76tuoas3uo55xj,1,54.3,58.2,2025-06-14T17:10:23.577Z,2025-06-14T18:12:09Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5770692387,19,,5770692645,102,47.7,5770761181,23,,5770692653,231,50.7,5770692637,74,,5770692649,215,,5770692641,55,391,5770692639,29,,5770692389,56,5770692505,20,5770692651,230,97.6,5770692647,103,87.5,,,,Center,,,,,,,,,,,,,,,,
2822563977,393,5,2,47,37,8sy0cxovuxo76tuoas3uo55xj,0,101.0,44.2,2025-06-14T17:10:25.530Z,2025-06-14T17:10:30Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5770692475,233,440,5770692413,56,Center,5770692415,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563983,440,5,2,47,37,3cbke8cbou2ms925872vk6dwx,1,-1.0,55.8,2025-06-14T17:10:25.530Z,2025-06-14T18:06:29Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5770692457,233,393,5770692453,346,,5770692451,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564033,441,1,2,47,45,3cbke8cbou2ms925872vk6dwx,1,3.9,56.0,2025-06-14T17:10:33.618Z,2025-06-14T17:10:35Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5770692789,213,0.61,5770692787,212,8.7,5770692779,124,,5770692781,56,Back,5770692793,237,,5770692785,141,63.4,5770692783,140,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564037,442,1,2,47,46,3cbke8cbou2ms925872vk6dwx,1,10.7,63.4,2025-06-14T17:10:35.186Z,2025-06-14T17:10:36Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5770692813,212,17.6,5770692815,213,4.32,5770692807,56,Back,5770692811,141,39.5,5770692809,140,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564073,443,1,2,47,48,3cbke8cbou2ms925872vk6dwx,1,4.3,39.5,2025-06-14T17:10:36.466Z,2025-06-14T17:10:42Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5770693013,141,71.8,5770693015,212,22.0,5770693017,213,1.50,5770693011,140,5.7,5770693009,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564083,444,1,2,47,53,3cbke8cbou2ms925872vk6dwx,1,7.2,75.6,2025-06-14T17:10:42.195Z,2025-06-14T17:10:45Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5770693073,56,Center,5770693075,140,58.2,5770693083,1,,5770693071,155,,5770693077,141,70.0,5770693079,212,53.7,5770693081,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564087,445,61,2,47,56,3cbke8cbou2ms925872vk6dwx,0,58.2,70.0,2025-06-14T17:10:45.090Z,2025-06-14T17:10:45Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5770693103,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564097,394,1,2,47,58,8sy0cxovuxo76tuoas3uo55xj,0,42.5,14.9,2025-06-14T17:10:47.115Z,2025-06-14T17:10:47Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5770693159,1,,5770693155,212,0.5,5770693149,56,Back,5770693147,157,,5770693151,140,42.8,5770693153,141,15.5,5770693157,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564131,446,1,2,48,3,3cbke8cbou2ms925872vk6dwx,1,78.9,81.8,2025-06-14T17:10:51.426Z,2025-06-14T17:10:55Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5770693365,213,1.95,5770693359,140,75.3,5770693361,141,95.7,5770693357,56,Left,5770693363,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564143,447,1,2,48,7,3cbke8cbou2ms925872vk6dwx,1,75.1,96.3,2025-06-14T17:10:55.394Z,2025-06-14T17:10:57Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5770693447,56,Left,5770693451,141,86.9,5770693453,212,7.2,5770693455,213,4.24,5770693449,140,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564145,448,1,2,48,8,3cbke8cbou2ms925872vk6dwx,1,72.0,86.6,2025-06-14T17:10:57.282Z,2025-06-14T17:10:58Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5770693459,56,Left,5770693465,212,6.5,5770693463,141,95.6,5770693467,213,1.24,5770693461,140,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564153,449,1,2,48,10,3cbke8cbou2ms925872vk6dwx,1,73.6,96.0,2025-06-14T17:10:58.770Z,2025-06-14T17:11:01Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5770693503,140,70.7,5770693505,141,79.4,5770693501,56,Left,5770693507,212,11.7,5770693509,213,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564167,450,1,2,48,12,3cbke8cbou2ms925872vk6dwx,1,71.1,82.1,2025-06-14T17:11:01.010Z,2025-06-14T17:11:03Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5770693599,213,1.39,5770693597,212,9.1,5770693591,56,Left,5770693595,141,95.3,5770693593,140,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564175,451,1,2,48,14,3cbke8cbou2ms925872vk6dwx,0,74.5,96.3,2025-06-14T17:11:03.298Z,2025-06-14T17:11:05Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5770693655,213,5.51,5770693649,140,97.9,5770693647,56,Center,5770693651,141,61.1,5770693653,212,34.3,5770693657,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564265,397,1,2,48,33,8sy0cxovuxo76tuoas3uo55xj,0,15.8,33.4,2025-06-14T17:11:21.690Z,2025-06-14T17:11:58Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,,5770694221,140,72.3,5770694217,198,,5770694227,213,6.01,5770694223,141,8.8,5770694225,212,61.6,5770694229,1,,5770694219,56,Right,5770694215,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564273,452,1,2,48,36,3cbke8cbou2ms925872vk6dwx,1,34.1,93.2,2025-06-14T17:11:25.314Z,2025-06-14T17:11:27Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5770694265,140,44.5,5770694263,56,Back,5770694269,212,11.0,5770694271,213,0.15,5770694261,3,,5770694267,141,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564283,454,1,2,48,39,3cbke8cbou2ms925872vk6dwx,1,40.9,87.5,2025-06-14T17:11:28.018Z,2025-06-14T17:11:29Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5770694285,140,34.5,5770694283,56,Back,5770694289,212,15.2,5770694291,213,4.25,5770694287,141,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564295,455,1,2,48,40,3cbke8cbou2ms925872vk6dwx,1,34.5,67.5,2025-06-14T17:11:28.962Z,2025-06-14T17:11:31Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5770694363,140,28.1,5770694367,212,11.6,5770694361,56,Back,5770694369,213,2.19,5770694365,141,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564323,456,1,2,48,43,3cbke8cbou2ms925872vk6dwx,1,22.1,66.0,2025-06-14T17:11:31.650Z,2025-06-14T17:11:37Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5770694525,213,4.72,5770694519,140,22.2,5770694521,141,40.1,5770694517,56,Back,5770694523,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564327,457,1,2,48,48,3cbke8cbou2ms925872vk6dwx,1,27.4,24.9,2025-06-14T17:11:37.346Z,2025-06-14T17:11:38Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5770694567,213,5.05,5770694563,141,2.2,5770694561,140,32.6,5770694559,56,Back,5770694565,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564335,458,1,2,48,50,3cbke8cbou2ms925872vk6dwx,1,32.6,2.2,2025-06-14T17:11:38.610Z,2025-06-14T17:11:41Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,,,5770694595,140,36.3,5770694599,212,3.9,5770694601,213,6.25,5770694597,141,2.0,5770694593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564367,459,1,2,48,52,3cbke8cbou2ms925872vk6dwx,1,31.3,4.1,2025-06-14T17:11:40.962Z,2025-06-14T17:11:48Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5770694799,213,1.86,5770694791,56,Back,5770694801,1,,5770694797,212,33.3,5770694795,141,51.0,5770694793,140,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564375,460,1,2,49,0,3cbke8cbou2ms925872vk6dwx,1,29.4,68.5,2025-06-14T17:11:48.850Z,2025-06-14T17:11:50Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5770694835,56,Back,5770694841,212,6.9,5770694839,141,60.6,5770694843,213,5.39,5770694837,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564405,461,1,2,49,1,3cbke8cbou2ms925872vk6dwx,1,33.4,59.4,2025-06-14T17:11:50.226Z,2025-06-14T17:11:55Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5770694973,212,20.7,5770694975,213,4.73,5770694971,141,28.9,5770694969,140,33.7,5770694967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564421,462,1,2,49,6,3cbke8cbou2ms925872vk6dwx,0,37.6,28.6,2025-06-14T17:11:55.204Z,2025-06-14T17:11:58Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5770695067,212,30.6,5770695063,140,66.7,5770695061,56,Center,5770695059,155,,5770695065,141,27.1,5770695069,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564425,398,12,2,49,9,8sy0cxovuxo76tuoas3uo55xj,1,27.1,67.9,2025-06-14T17:11:58.075Z,2025-06-14T17:12:24Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5770695087,140,27.7,5770695089,141,69.7,5770695093,213,1.10,5770695085,56,Back,5770695091,212,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564451,399,12,2,49,13,8sy0cxovuxo76tuoas3uo55xj,1,19.1,54.2,2025-06-14T17:12:01.418Z,2025-06-14T17:12:02Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5770695195,212,6.2,5770695191,140,13.8,5770695193,141,50.1,5770695197,213,3.61,5770695189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564473,402,43,2,49,13,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-06-14T17:12:02.065Z,2025-06-14T17:14:33Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5770698509,144,51,5770695377,169,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564463,400,12,2,49,14,8sy0cxovuxo76tuoas3uo55xj,1,13.8,50.1,2025-06-14T17:12:02.618Z,2025-06-14T17:12:20Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5770695271,213,0.06,5770695265,140,22.5,5770695269,212,9.2,5770695267,141,50.9,5770695263,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564453,463,1,2,49,14,3cbke8cbou2ms925872vk6dwx,1,71.0,44.2,2025-06-14T17:12:03.282Z,2025-06-14T17:12:18Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,1.0,,5770695205,212,10.9,5770695595,154,,5770695199,56,Center,5770695201,140,81.3,5770695593,210,13,5770695207,213,0.15,5770695203,141,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564461,464,13,2,49,15,3cbke8cbou2ms925872vk6dwx,1,84.6,50.0,2025-06-14T17:12:03.434Z,2025-06-14T17:12:19Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5770695611,328,,5770695601,154,,5770695251,17,,5770695609,103,73.6,5770695599,29,,5770695615,231,50.4,5770695597,74,,5770695607,102,54.5,5770695249,22,5770695253,56,5770695373,20,,5770695613,230,98.5,5770695603,55,463,,Center,,,,,,,,,,,,,,,
2822564465,401,5,2,49,16,8sy0cxovuxo76tuoas3uo55xj,1,-1.1,45.8,2025-06-14T17:12:04.955Z,2025-06-14T18:06:29Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5770695287,233,465,5770695279,56,Back,5770695281,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564467,465,5,2,49,16,3cbke8cbou2ms925872vk6dwx,0,101.1,54.2,2025-06-14T17:12:04.955Z,2025-06-14T18:06:30Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5770695285,346,,5770695291,233,401,5770695283,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564553,403,1,2,49,39,8sy0cxovuxo76tuoas3uo55xj,1,2.7,48.4,2025-06-14T17:12:27.594Z,2025-06-14T17:12:29Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,,5770695793,237,,5770695785,141,35.5,5770695783,140,3.2,5770695789,213,4.77,5770695779,124,,5770695781,56,Back,5770695787,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564589,404,1,2,49,41,8sy0cxovuxo76tuoas3uo55xj,0,3.2,33.6,2025-06-14T17:12:29.883Z,2025-06-14T17:12:38Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5770695979,213,5.76,5770695981,1,,5770695971,56,Back,5770695977,212,36.6,5770695969,155,,5770695975,141,6.5,5770695973,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564689,467,44,2,49,47,3cbke8cbou2ms925872vk6dwx,1,63.0,89.4,2025-06-14T17:12:36.279Z,2025-06-14T17:15:35Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5770696595,56,Left,5770696605,233,409,5770696597,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564691,409,44,2,49,47,8sy0cxovuxo76tuoas3uo55xj,0,37.0,10.6,2025-06-14T17:12:36.280Z,2025-06-14T18:07:26Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5770696599,56,Back,5770696621,233,467,5770696601,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
