id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/14/value
2815843895,387,1,1,38,9,duspptyvnr5kpx2iko5gerhnz,1,46.6,37.0,2025-05-17T16:37:49.768Z,2025-05-17T16:37:53Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,5733195591,141,96.3,5733195593,212,59.4,5733195597,1,,5733195587,56,Left,5733195589,140,88.2,5733195595,213,0.75,5733195585,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815843901,278,45,1,38,12,7efqk7uh63928il0yffxijnv7,0,17.0,8.1,2025-05-17T16:37:52.999Z,2025-05-17T17:53:26Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,5733195639,56,Back,5733196139,233,388,5733195643,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815843963,388,3,1,38,12,duspptyvnr5kpx2iko5gerhnz,1,83.0,91.9,2025-05-17T16:37:52.999Z,2025-05-17T17:53:26Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5733196097,233,278,5733196029,56,Left,5733196033,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815843971,389,61,1,38,17,duspptyvnr5kpx2iko5gerhnz,0,88.4,79.0,2025-05-17T16:37:58.231Z,2025-05-17T16:37:58Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5733196055,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815844073,280,1,1,38,22,7efqk7uh63928il0yffxijnv7,1,28.4,24.9,2025-05-17T16:38:03.032Z,2025-05-17T16:38:17Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,5733196767,213,0.61,5733197847,189,,5733196763,141,69.7,5733196761,140,70.1,5733196759,56,Center,5733196757,155,,5733196765,212,53.3,5733196769,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815844139,281,3,1,38,25,7efqk7uh63928il0yffxijnv7,1,73.6,66.2,2025-05-17T16:38:06.151Z,2025-05-17T17:53:26Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,5733197171,56,Center,5733197183,233,390,5733197173,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815844075,390,45,1,38,25,duspptyvnr5kpx2iko5gerhnz,0,26.4,33.8,2025-05-17T16:38:06.151Z,2025-05-17T17:53:26Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,5733196773,56,Back,5733196775,285,,5733197207,233,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815844197,282,1,1,38,29,7efqk7uh63928il0yffxijnv7,1,77.9,52.4,2025-05-17T16:38:09.927Z,2025-05-17T16:38:25Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,1.0,5733197473,213,5.45,5733198681,154,,5733197467,141,34.8,5733197463,56,Center,5733197465,140,88.3,5733197469,212,16.2,5733198679,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815844201,283,13,1,38,31,7efqk7uh63928il0yffxijnv7,1,94.0,31.9,2025-05-17T16:38:12.471Z,2025-05-17T16:38:26Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,5733198291,20,,5733198731,154,,5733198725,23,,5733198733,55,282,5733198737,102,37.0,5733197493,56,Center,5733198727,75,,5733197491,63,,5733198741,230,98.8,5733198729,29,,5733198743,231,5733198739,103,44.6,11.1,,,,,,,,,,,,,,,
2815844217,284,5,1,38,33,7efqk7uh63928il0yffxijnv7,0,101.0,48.0,2025-05-17T16:38:13.735Z,2025-05-17T16:45:02Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,5733197581,56,Center,5733197583,346,,5733198251,233,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815844307,391,5,1,38,33,duspptyvnr5kpx2iko5gerhnz,1,-1.0,52.0,2025-05-17T16:38:13.735Z,2025-05-17T16:45:01Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,5733198171,346,,5733198223,233,284,5733198167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815844759,392,1,1,39,2,duspptyvnr5kpx2iko5gerhnz,1,4.2,54.6,2025-05-17T16:38:42.967Z,2025-05-17T16:38:47Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,5733200777,124,,5733200781,140,28.8,5733200793,237,,5733200787,213,5.57,5733200783,141,21.9,5733200789,1,,5733200779,56,Back,5733200785,212,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815844825,393,1,1,39,6,duspptyvnr5kpx2iko5gerhnz,1,28.5,22.7,2025-05-17T16:38:47.159Z,2025-05-17T16:38:49Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,5733201153,212,17.3,5733201151,141,47.2,5733201149,140,24.2,5733201147,56,Back,5733201155,213,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815844885,394,1,1,39,9,duspptyvnr5kpx2iko5gerhnz,1,24.5,50.4,2025-05-17T16:38:49.767Z,2025-05-17T16:38:53Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,5733201491,141,82.1,5733201487,56,Back,5733201493,212,21.8,5733201489,140,27.8,5733201495,213,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845027,395,1,1,39,12,duspptyvnr5kpx2iko5gerhnz,1,27.8,82.1,2025-05-17T16:38:52.870Z,2025-05-17T16:39:01Z,1xquqxm7zxe002v8dc2z46sb9,J. Engström,,5733202257,141,96.0,5733202253,56,Left,5733202259,212,36.7,5733202261,213,0.26,5733202263,1,,5733202255,140,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845049,396,1,1,39,20,duspptyvnr5kpx2iko5gerhnz,1,81.6,89.9,2025-05-17T16:39:01.111Z,2025-05-17T16:39:02Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5733202391,212,7.9,5733202387,140,88.6,5733202393,213,0.37,5733202389,141,94.1,5733202385,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845081,397,1,1,39,21,duspptyvnr5kpx2iko5gerhnz,0,88.6,94.1,2025-05-17T16:39:02.502Z,2025-05-17T16:39:04Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,5733202601,213,5.05,5733202597,141,80.3,5733202593,56,Left,5733202595,140,91.7,5733202599,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845165,286,1,1,39,24,7efqk7uh63928il0yffxijnv7,0,9.1,11.6,2025-05-17T16:39:05.032Z,2025-05-17T16:39:09Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,5733203125,140,42.1,5733203127,141,4.9,5733203123,56,Back,5733203131,213,6.15,5733203133,1,,5733203129,212,34.9,5733203121,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845205,398,61,1,39,30,duspptyvnr5kpx2iko5gerhnz,0,55.1,95.3,2025-05-17T16:39:10.728Z,2025-05-17T16:39:10Z,1xquqxm7zxe002v8dc2z46sb9,J. Engström,,5733203267,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845241,287,5,1,39,30,7efqk7uh63928il0yffxijnv7,1,52.6,-1.7,2025-05-17T16:39:11.175Z,2025-05-17T16:45:02Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,5733203419,56,Right,5733203547,233,399,5733203421,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845255,399,5,1,39,30,duspptyvnr5kpx2iko5gerhnz,0,47.4,101.7,2025-05-17T16:39:11.175Z,2025-05-17T16:45:02Z,1xquqxm7zxe002v8dc2z46sb9,J. Engström,,5733203513,56,Back,5733203515,347,,5733203589,233,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845443,288,1,1,39,43,7efqk7uh63928il0yffxijnv7,1,48.6,0.0,2025-05-17T16:39:24.040Z,2025-05-17T16:39:25Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,5733204685,56,Center,5733204689,141,24.9,5733204683,107,,5733204693,213,1.37,5733204687,140,52.2,5733204691,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845507,289,1,1,39,45,7efqk7uh63928il0yffxijnv7,1,52.3,24.7,2025-05-17T16:39:25.703Z,2025-05-17T16:39:29Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,5733205075,213,1.46,5733205065,140,55.8,5733205069,141,73.2,5733205077,1,,5733205063,56,Center,5733205061,155,,5733205071,212,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845541,290,1,1,39,48,7efqk7uh63928il0yffxijnv7,1,55.7,72.9,2025-05-17T16:39:29.512Z,2025-05-17T16:40:14Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,5733205233,212,10.6,5733205229,140,60.2,5733205231,141,86.9,5733205235,213,1.11,5733205227,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845591,291,1,1,39,50,7efqk7uh63928il0yffxijnv7,1,60.2,86.9,2025-05-17T16:39:31.400Z,2025-05-17T16:39:32Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,5733205521,140,56.0,5733205523,141,77.5,5733205527,213,4.11,5733205525,212,7.8,5733205519,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845615,292,1,1,39,52,7efqk7uh63928il0yffxijnv7,1,56.0,76.6,2025-05-17T16:39:32.728Z,2025-05-17T16:39:34Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,5733205649,140,46.6,5733205651,141,62.7,5733205657,213,3.91,5733205655,212,13.7,5733205643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845659,293,1,1,39,54,7efqk7uh63928il0yffxijnv7,1,47.3,62.0,2025-05-17T16:39:34.728Z,2025-05-17T16:39:37Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,5733205879,212,14.2,5733205875,140,55.6,5733205881,213,0.91,5733205873,56,Center,5733205877,141,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845695,294,1,1,39,56,7efqk7uh63928il0yffxijnv7,1,55.6,76.7,2025-05-17T16:39:37.160Z,2025-05-17T16:39:38Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,5733206079,140,45.3,5733206089,212,14.3,5733206075,56,Back,5733206083,141,63.0,5733206091,213,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845783,295,1,1,39,57,7efqk7uh63928il0yffxijnv7,1,45.3,63.0,2025-05-17T16:39:38.472Z,2025-05-17T16:39:42Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,5733206549,56,Back,5733206551,140,37.0,5733206559,213,2.50,5733206555,212,10.9,5733206553,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845801,296,1,1,40,1,7efqk7uh63928il0yffxijnv7,1,37.0,72.6,2025-05-17T16:39:42.359Z,2025-05-17T16:39:43Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,5733206627,140,39.9,5733206623,56,Back,5733206629,141,66.7,5733206637,213,5.36,5733206633,212,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845811,297,1,1,40,2,7efqk7uh63928il0yffxijnv7,1,40.0,66.3,2025-05-17T16:39:43.160Z,2025-05-17T16:39:44Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,5733206699,212,7.7,5733206701,213,2.04,5733206697,141,76.4,5733206695,140,36.7,5733206693,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845837,298,1,1,40,3,7efqk7uh63928il0yffxijnv7,1,36.7,76.4,2025-05-17T16:39:43.992Z,2025-05-17T16:39:45Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,5733206793,56,Back,5733206797,140,31.1,5733206807,212,19.3,5733206803,141,49.3,5733206811,213,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845893,299,1,1,40,4,7efqk7uh63928il0yffxijnv7,1,31.1,48.5,2025-05-17T16:39:44.952Z,2025-05-17T16:39:48Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,5733207213,140,40.4,5733207217,212,22.2,5733207211,56,Back,5733207215,141,19.2,5733207219,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845909,300,1,1,40,7,7efqk7uh63928il0yffxijnv7,0,40.1,18.0,2025-05-17T16:39:48.520Z,2025-05-17T16:39:50Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,5733207293,56,Right,5733207297,141,9.8,5733207295,140,58.2,5733207301,213,6.00,5733207299,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845913,400,8,1,40,9,duspptyvnr5kpx2iko5gerhnz,1,37.2,93.2,2025-05-17T16:39:50.168Z,2025-05-17T16:39:50Z,1xquqxm7zxe002v8dc2z46sb9,J. Engström,,5733207315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845931,301,3,1,40,11,7efqk7uh63928il0yffxijnv7,0,58.0,24.2,2025-05-17T16:39:52.536Z,2025-05-17T16:47:08Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,5733207401,286,,5733207399,56,Center,5733207541,233,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845949,401,7,1,40,11,duspptyvnr5kpx2iko5gerhnz,1,42.0,75.8,2025-05-17T16:39:52.537Z,2025-05-17T16:47:08Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,5733207479,285,,5733207477,56,Back,5733207525,233,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815845985,403,1,1,40,13,duspptyvnr5kpx2iko5gerhnz,1,46.1,73.9,2025-05-17T16:39:54.538Z,2025-05-17T16:39:56Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,5733207661,141,91.8,5733207659,140,66.4,5733207663,212,24.5,5733207657,56,Left,5733207665,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815846021,404,1,1,40,16,duspptyvnr5kpx2iko5gerhnz,0,65.2,88.0,2025-05-17T16:39:56.630Z,2025-05-17T16:39:59Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5733207883,56,Left,5733207887,141,80.5,5733207885,140,85.6,5733207891,213,6.05,5733207889,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815846083,302,1,1,40,19,7efqk7uh63928il0yffxijnv7,1,10.6,17.9,2025-05-17T16:40:00.007Z,2025-05-17T16:40:02Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,5733208239,56,Back,5733208241,140,4.4,5733208249,213,2.18,5733208245,212,11.4,5733208243,141,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815846111,303,1,1,40,21,7efqk7uh63928il0yffxijnv7,0,4.4,31.6,2025-05-17T16:40:02.168Z,2025-05-17T16:40:47Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,5733208401,56,Back,5733208403,140,18.9,5733208409,212,27.5,5733208399,157,,5733208413,213,5.30,5733208417,1,,5733208405,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815846123,304,5,1,40,22,7efqk7uh63928il0yffxijnv7,0,26.2,-2.0,2025-05-17T16:40:03.478Z,2025-05-17T16:45:02Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,5733208449,56,Back,5733208667,233,405,5733208451,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815846147,405,5,1,40,22,duspptyvnr5kpx2iko5gerhnz,1,73.8,102.0,2025-05-17T16:40:03.478Z,2025-05-17T16:40:09Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5733208569,56,Left,5733208573,347,,5733208605,233,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815846389,406,1,1,40,37,duspptyvnr5kpx2iko5gerhnz,1,67.8,100.0,2025-05-17T16:40:17.671Z,2025-05-17T16:40:20Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5733210035,140,77.4,5733210039,212,11.4,5733210037,141,94.2,5733210033,56,Left,5733210041,213,5.80,5733210031,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815846397,407,61,1,40,39,duspptyvnr5kpx2iko5gerhnz,1,77.4,94.2,2025-05-17T16:40:19.873Z,2025-05-17T16:40:20Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,5733210075,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815846459,408,1,1,40,41,duspptyvnr5kpx2iko5gerhnz,1,74.0,94.1,2025-05-17T16:40:22.006Z,2025-05-17T16:40:23Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5733210399,212,7.3,5733210401,213,3.64,5733210397,141,89.0,5733210395,140,67.9,5733210393,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815846451,305,83,1,40,42,7efqk7uh63928il0yffxijnv7,0,24.1,17.9,2025-05-17T16:40:22.615Z,2025-05-17T16:41:49Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,5733210707,399,ec7y1s97xpoab87z786zt0r56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815846489,409,1,1,40,42,duspptyvnr5kpx2iko5gerhnz,1,67.9,89.0,2025-05-17T16:40:23.046Z,2025-05-17T16:40:24Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,5733210537,140,63.5,5733210533,56,Left,5733210545,212,5.4,5733210549,213,2.59,5733210541,141,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815846545,410,1,1,40,44,duspptyvnr5kpx2iko5gerhnz,1,63.5,93.2,2025-05-17T16:40:24.694Z,2025-05-17T16:40:29Z,1xquqxm7zxe002v8dc2z46sb9,J. Engström,,5733210945,212,27.7,5733210947,213,3.71,5733210943,141,71.4,5733210941,140,41.2,5733210939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815846599,411,1,1,40,48,duspptyvnr5kpx2iko5gerhnz,1,43.2,71.8,2025-05-17T16:40:29.351Z,2025-05-17T16:40:33Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,5733211211,56,Back,5733211217,212,28.3,5733211213,140,44.9,5733211219,213,4.78,5733211215,141,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815846621,412,1,1,40,52,duspptyvnr5kpx2iko5gerhnz,1,45.4,30.4,2025-05-17T16:40:32.983Z,2025-05-17T16:40:34Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,5733211379,212,33.2,5733211375,140,72.4,5733211383,1,,5733211371,56,Right,5733211381,213,5.73,5733211377,141,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815846667,413,1,1,40,53,duspptyvnr5kpx2iko5gerhnz,1,74.0,3.7,2025-05-17T16:40:34.423Z,2025-05-17T16:40:37Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,5733211623,213,2.16,5733211617,140,69.9,5733211621,212,7.7,5733211619,141,13.1,5733211615,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815846695,414,1,1,40,56,duspptyvnr5kpx2iko5gerhnz,0,70.5,13.4,2025-05-17T16:40:37.127Z,2025-05-17T16:40:39Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,5733211771,141,35.1,5733211767,56,Center,5733211773,212,35.6,5733211777,1,,5733211769,140,100.0,5733211765,155,,5733211775,213,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815846707,308,5,1,40,58,7efqk7uh63928il0yffxijnv7,1,-1.2,59.6,2025-05-17T16:40:38.791Z,2025-05-17T16:45:03Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,5733211973,233,415,5733211849,56,Back,5733211851,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815846725,415,5,1,40,58,duspptyvnr5kpx2iko5gerhnz,0,101.2,40.4,2025-05-17T16:40:38.791Z,2025-05-17T16:45:03Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,5733211997,233,308,5733211959,56,Center,5733211961,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815847067,309,1,1,41,15,7efqk7uh63928il0yffxijnv7,1,4.9,60.5,2025-05-17T16:40:56.551Z,2025-05-17T16:41:00Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,5733213769,212,9.0,5733213775,237,,5733213765,140,5.5,5733213761,124,,5733213771,213,4.78,5733213767,141,47.3,5733213763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815847201,310,1,1,41,19,7efqk7uh63928il0yffxijnv7,1,13.5,41.5,2025-05-17T16:41:00.472Z,2025-05-17T16:41:37Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,5733214471,213,1.19,5733214459,56,Back,5733214461,140,27.1,5733214463,141,93.8,5733214467,212,38.3,5733214473,1,,5733217545,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815847257,311,1,1,41,26,7efqk7uh63928il0yffxijnv7,0,26.6,86.6,2025-05-17T16:41:07.256Z,2025-05-17T16:41:10Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,5733214767,141,72.1,5733214763,56,Center,5733214765,140,64.7,5733214773,1,,5733214771,213,6.04,5733214761,155,,5733214769,212,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815847293,416,1,1,41,29,duspptyvnr5kpx2iko5gerhnz,1,41.4,29.7,2025-05-17T16:41:10.519Z,2025-05-17T16:41:12Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,5733214991,1,,5733214981,56,Right,5733214987,212,23.0,5733214983,140,62.3,5733214989,213,5.97,5733214979,157,,5733214985,141,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815847297,417,43,1,41,31,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-05-17T16:41:12.279Z,2025-05-17T16:42:19Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,5733221141,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815847339,418,1,1,41,32,duspptyvnr5kpx2iko5gerhnz,0,63.1,13.2,2025-05-17T16:41:13.335Z,2025-05-17T16:41:15Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,5733215241,140,73.2,5733215247,213,6.14,5733215243,141,11.0,5733215237,155,,5733215239,56,Right,5733215245,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815847397,312,1,1,41,35,7efqk7uh63928il0yffxijnv7,1,34.8,90.6,2025-05-17T16:41:16.392Z,2025-05-17T16:41:18Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,5733215553,212,18.7,5733215549,140,52.6,5733215551,141,92.1,5733215555,213,0.05,5733215547,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815847437,313,1,1,41,37,7efqk7uh63928il0yffxijnv7,1,52.6,92.1,2025-05-17T16:41:17.848Z,2025-05-17T16:41:19Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,5733215739,141,89.6,5733215735,56,Back,5733215741,212,6.4,5733215743,213,3.41,5733215737,140,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815847443,314,61,1,41,39,7efqk7uh63928il0yffxijnv7,0,46.7,88.4,2025-05-17T16:41:19.768Z,2025-05-17T16:42:21Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,5733215791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815847567,420,1,1,41,43,duspptyvnr5kpx2iko5gerhnz,1,55.9,30.7,2025-05-17T16:41:24.195Z,2025-05-17T16:41:26Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,5733216471,140,68.6,5733216481,213,0.93,5733216469,56,Center,5733216479,212,22.3,5733216475,141,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815847577,421,4,1,41,45,duspptyvnr5kpx2iko5gerhnz,1,70.3,71.1,2025-05-17T16:41:26.406Z,2025-05-17T16:47:12Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5733216539,56,Center,5733217597,152,,5733217595,13,,5733216541,286,,5733217609,233,315,5733217599,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815847591,315,4,1,41,45,7efqk7uh63928il0yffxijnv7,0,29.7,28.9,2025-05-17T16:41:26.407Z,2025-05-17T16:47:13Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,5733217651,233,421,5733216639,13,,5733216645,265,,5733217037,55,316,5733216641,56,Back,5733216647,285,,5733216643,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815847627,316,17,1,41,49,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-05-17T16:41:30.009Z,2025-05-17T16:41:32Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,5733216981,13,243,5733216977,31,,5733216979,392,,5733216983,55,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815848627,422,1,1,42,50,duspptyvnr5kpx2iko5gerhnz,0,73.4,74.8,2025-05-17T16:42:30.566Z,2025-05-17T16:42:32Z,eaa9sktij53071abummj4pkwk,A. Cicale,,5733222495,5,,5733222505,141,49.3,5733222509,213,5.54,5733222499,152,,5733222497,155,,5733222493,2,,5733222503,140,91.4,5733222507,212,25.6,5733222501,56,Center,,,,,,,,,,,,,,,,,,,,,,,,
