id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2820740839,339,2,1,39,40,7efqk7uh63928il0yffxijnv7,1,9.1,51.9,2025-06-01T16:10:45.745Z,2025-06-01T16:17:50Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5760465065,7,a3elaln9izarzlwqkwc4ynpey,5760447647,241,,5760447659,1,,5760447653,141,30.4,5760447651,140,56.7,5760447649,56,Center,5760447643,5,,5760447911,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740815,367,55,1,39,40,8eab5wbcnttsiosd1o8c71gmk,1,43.4,69.8,2025-06-01T16:10:45.746Z,2025-06-01T16:21:14Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5760447595,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740845,340,43,1,39,42,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-06-01T16:10:48.519Z,2025-06-01T16:17:51Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5760447777,189,0,5760447707,285,0,5760447701,56,Center,5760447703,152,0,5760465105,144,4,5760447705,265,0,5760447699,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740897,368,1,1,39,50,8eab5wbcnttsiosd1o8c71gmk,1,43.3,71.5,2025-06-01T16:10:55.951Z,2025-06-01T16:10:57Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5760447955,56,Center,5760447959,140,52.3,5760447951,152,,5760447981,189,,5760447965,213,5.18,5760447949,5,,5760447963,212,21.1,5760447961,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740931,369,1,1,39,51,8eab5wbcnttsiosd1o8c71gmk,1,52.3,43.7,2025-06-01T16:10:57.542Z,2025-06-01T16:11:00Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5760448155,56,Center,5760448159,141,27.4,5760448157,140,59.6,5760448161,212,13.5,5760448163,213,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740997,370,1,1,39,54,8eab5wbcnttsiosd1o8c71gmk,1,61.6,23.1,2025-06-01T16:11:00.470Z,2025-06-01T16:11:06Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5760448545,212,13.6,5760448541,140,70.6,5760448543,141,8.8,5760448539,56,Right,5760448547,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740999,341,83,1,40,0,7efqk7uh63928il0yffxijnv7,0,22.8,85.7,2025-06-01T16:11:05.820Z,2025-06-01T16:20:49Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5760448875,399,bwn0e8pjrikjcpold20o2os2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741013,371,1,1,40,1,8eab5wbcnttsiosd1o8c71gmk,0,86.3,6.6,2025-06-01T16:11:06.670Z,2025-06-01T16:19:59Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5760448613,141,8.2,5760448611,140,86.3,5760448617,213,1.57,5760448615,212,1.1,5760448609,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744805,384,61,1,40,2,7efqk7uh63928il0yffxijnv7,1,8.7,83.0,2025-06-01T16:11:07.554Z,2025-06-01T16:20:05Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5760469605,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741053,372,1,1,40,3,8eab5wbcnttsiosd1o8c71gmk,1,79.7,8.6,2025-06-01T16:11:08.676Z,2025-06-01T16:11:12Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5760448839,56,Right,5760448847,213,3.09,5760448845,212,3.8,5760448843,141,8.9,5760448841,140,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741101,373,1,1,40,9,8eab5wbcnttsiosd1o8c71gmk,1,70.4,4.9,2025-06-01T16:11:14.743Z,2025-06-01T16:11:16Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5760449101,212,4.8,5760449103,213,1.04,5760449097,140,72.7,5760449099,141,11.0,5760449095,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741135,374,1,1,40,10,8eab5wbcnttsiosd1o8c71gmk,1,70.2,10.7,2025-06-01T16:11:16.390Z,2025-06-01T16:11:19Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5760449297,141,16.2,5760449301,213,2.96,5760449295,140,51.2,5760449299,212,20.3,5760449293,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741173,375,1,1,40,13,8eab5wbcnttsiosd1o8c71gmk,1,51.2,16.2,2025-06-01T16:11:19.358Z,2025-06-01T16:11:24Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5760449517,56,Back,5760449525,213,1.76,5760449519,140,46.2,5760449523,212,28.0,5760449521,141,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741203,376,1,1,40,18,8eab5wbcnttsiosd1o8c71gmk,1,54.7,66.3,2025-06-01T16:11:24.398Z,2025-06-01T16:11:28Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5760449669,141,97.2,5760449667,140,64.6,5760449665,56,Left,5760449671,212,23.4,5760449673,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741229,377,1,1,40,22,8eab5wbcnttsiosd1o8c71gmk,1,75.7,95.0,2025-06-01T16:11:28.142Z,2025-06-01T16:11:30Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5760449795,141,82.4,5760449801,213,4.28,5760449799,212,9.5,5760449791,140,71.9,5760449789,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741261,378,1,1,40,24,8eab5wbcnttsiosd1o8c71gmk,1,71.9,82.4,2025-06-01T16:11:30.438Z,2025-06-01T16:11:34Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5760449975,56,Left,5760449981,212,19.1,5760449983,213,3.11,5760449979,141,83.2,5760449977,140,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741295,379,1,1,40,29,8eab5wbcnttsiosd1o8c71gmk,1,55.2,70.9,2025-06-01T16:11:34.791Z,2025-06-01T16:11:38Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5760450179,140,52.2,5760450183,212,19.4,5760450181,141,42.7,5760450177,56,Center,5760450185,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741361,380,1,1,40,33,8eab5wbcnttsiosd1o8c71gmk,1,57.8,37.7,2025-06-01T16:11:38.798Z,2025-06-01T16:11:43Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5760450517,213,1.70,5760450511,140,55.8,5760450513,141,62.3,5760450509,56,Center,5760450515,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741381,381,1,1,40,37,8eab5wbcnttsiosd1o8c71gmk,1,53.9,56.9,2025-06-01T16:11:43.414Z,2025-06-01T16:11:45Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5760450657,213,5.07,5760450645,56,Center,5760450651,141,34.9,5760450647,140,59.2,5760450655,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741457,382,1,1,40,39,8eab5wbcnttsiosd1o8c71gmk,0,59.2,34.9,2025-06-01T16:11:45.374Z,2025-06-01T16:11:52Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5760450955,212,36.5,5760450959,1,,5760450947,155,,5760450951,140,88.3,5760450953,141,64.3,5760450949,56,Center,5760450957,213,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741431,342,44,1,40,43,7efqk7uh63928il0yffxijnv7,1,11.8,36.7,2025-06-01T16:11:48.907Z,2025-06-01T16:21:37Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5760451047,233,383,5760450831,56,Back,5760450833,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741465,383,44,1,40,43,8eab5wbcnttsiosd1o8c71gmk,0,88.2,63.3,2025-06-01T16:11:48.908Z,2025-06-01T16:21:37Z,9wpb7yiz7zdsb7bj70ornyfis,J. Kekarainen,,,5760451069,233,342,5760450993,286,,5760450991,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741433,343,12,1,40,43,7efqk7uh63928il0yffxijnv7,1,11.9,38.3,2025-06-01T16:11:49.329Z,2025-06-01T16:11:51Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5760450847,213,5.84,5760450853,15,,5760450839,56,Back,5760450843,141,28.0,5760450841,140,26.0,5760450845,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741499,345,1,1,40,45,7efqk7uh63928il0yffxijnv7,1,30.3,29.2,2025-06-01T16:11:51.531Z,2025-06-01T16:11:54Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5760451155,213,4.31,5760451147,56,Back,5760451153,212,6.7,5760451151,141,20.1,5760451149,140,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741479,384,43,1,40,46,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-06-01T16:11:52.510Z,2025-06-01T16:13:02Z,9wpb7yiz7zdsb7bj70ornyfis,J. Kekarainen,,,5760453867,144,61,5760451063,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741535,346,1,1,40,48,7efqk7uh63928il0yffxijnv7,1,37.2,10.0,2025-06-01T16:11:54.077Z,2025-06-01T16:11:58Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5760451347,1,,5760451339,140,67.6,5760451337,56,Right,5760451341,141,5.0,5760451343,212,32.1,5760451345,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741543,347,61,1,40,53,7efqk7uh63928il0yffxijnv7,0,69.6,4.7,2025-06-01T16:11:58.811Z,2025-06-01T16:11:59Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5760451401,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741547,348,5,1,40,53,7efqk7uh63928il0yffxijnv7,0,79.5,-1.7,2025-06-01T16:11:59.343Z,2025-06-01T16:12:53Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5760451409,56,Right,5760451827,233,385,5760451411,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741613,385,5,1,40,53,8eab5wbcnttsiosd1o8c71gmk,1,20.5,101.7,2025-06-01T16:11:59.343Z,2025-06-01T16:21:51Z,9wpb7yiz7zdsb7bj70ornyfis,J. Kekarainen,,,5760451793,56,Back,5760451795,347,,5760451823,233,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741627,386,1,1,41,2,8eab5wbcnttsiosd1o8c71gmk,1,16.5,100.0,2025-06-01T16:12:08.110Z,2025-06-01T16:12:10Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5760451891,213,5.03,5760451887,141,87.7,5760451885,140,19.4,5760451903,189,,5760451883,56,Back,5760451881,107,,5760451889,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741701,387,1,1,41,11,8eab5wbcnttsiosd1o8c71gmk,1,38.7,57.0,2025-06-01T16:12:16.662Z,2025-06-01T16:12:25Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5760452307,140,44.4,5760452309,141,32.8,5760452311,212,17.5,5760452313,213,5.06,5760452305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741721,388,1,1,41,19,8eab5wbcnttsiosd1o8c71gmk,0,59.6,30.4,2025-06-01T16:12:25.117Z,2025-06-01T16:12:55Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5760452435,213,0.16,5760452471,4,,5760452425,155,,5760452433,212,33.1,5760452431,141,38.0,5760452429,140,90.7,5760452427,56,Center,5760452437,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741747,349,11,1,41,24,7efqk7uh63928il0yffxijnv7,1,7.5,62.0,2025-06-01T16:12:30.353Z,2025-06-01T16:12:30Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5760452557,56,Back,5760452559,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741761,350,4,1,41,25,7efqk7uh63928il0yffxijnv7,1,8.6,62.0,2025-06-01T16:12:30.925Z,2025-06-01T16:12:36Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5760452731,56,Back,5760452733,152,,5760452727,13,,5760452729,294,,5760452735,285,,5760452755,233,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820741751,389,4,1,41,25,8eab5wbcnttsiosd1o8c71gmk,0,91.4,38.0,2025-06-01T16:12:30.926Z,2025-06-01T16:12:35Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5760452691,286,,5760452767,233,350,5760452687,56,Center,5760452685,294,,5760452683,13,,5760452689,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742169,351,1,1,42,20,7efqk7uh63928il0yffxijnv7,1,8.1,61.8,2025-06-01T16:13:25.690Z,2025-06-01T16:13:28Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5760454785,152,,5760454797,1,,5760454783,157,,5760454781,5,,5760454789,140,70.3,5760454793,212,69.5,5760454791,141,96.6,5760454795,213,0.35,5760454787,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742171,352,44,1,42,23,7efqk7uh63928il0yffxijnv7,1,62.2,93.6,2025-06-01T16:13:28.580Z,2025-06-01T16:21:38Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5760454815,286,,5760454813,56,Left,5760454821,233,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742173,390,44,1,42,23,8eab5wbcnttsiosd1o8c71gmk,0,37.8,6.4,2025-06-01T16:13:28.581Z,2025-06-01T16:21:38Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5760454825,233,352,5760454817,56,Back,5760454819,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742179,353,1,1,42,23,7efqk7uh63928il0yffxijnv7,1,70.2,96.5,2025-06-01T16:13:28.642Z,2025-06-01T16:13:31Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5760454871,213,5.99,5760454859,3,,5760454867,141,90.8,5760454865,140,82.6,5760454863,56,Left,5760454861,168,,5760454869,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742199,354,1,1,42,25,7efqk7uh63928il0yffxijnv7,1,72.2,94.7,2025-06-01T16:13:31.111Z,2025-06-01T16:13:34Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5760454995,56,Left,5760454993,3,,5760454999,141,91.4,5760455003,213,6.15,5760455001,212,17.2,5760454997,140,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742227,355,3,1,42,29,7efqk7uh63928il0yffxijnv7,1,94.2,81.5,2025-06-01T16:13:34.610Z,2025-06-01T16:21:24Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5760455161,233,391,5760455159,286,,5760455157,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742205,391,45,1,42,29,8eab5wbcnttsiosd1o8c71gmk,0,5.8,18.5,2025-06-01T16:13:34.610Z,2025-06-01T16:21:25Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5760455039,285,,5760455037,56,Back,5760455177,233,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742253,356,1,1,42,33,7efqk7uh63928il0yffxijnv7,0,80.8,63.3,2025-06-01T16:13:39.078Z,2025-06-01T16:13:42Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5760455345,1,,5760455343,213,5.13,5760455341,212,33.4,5760455337,141,18.3,5760455325,155,,5760455333,140,93.6,5760455329,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742319,392,61,1,42,34,8eab5wbcnttsiosd1o8c71gmk,0,12.0,86.3,2025-06-01T16:13:39.926Z,2025-06-01T16:14:01Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5760455759,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742271,357,2,1,42,39,7efqk7uh63928il0yffxijnv7,1,93.6,18.3,2025-06-01T16:13:44.748Z,2025-06-01T16:15:29Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5760455423,140,93.0,5760455421,56,Center,5760455653,7,a3elaln9izarzlwqkwc4ynpey,5760455425,141,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742343,393,55,1,42,39,8eab5wbcnttsiosd1o8c71gmk,1,9.3,65.4,2025-06-01T16:13:44.749Z,2025-06-01T16:21:14Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5760456083,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742461,394,1,1,43,13,8eab5wbcnttsiosd1o8c71gmk,1,8.4,59.9,2025-06-01T16:14:19.317Z,2025-06-01T16:14:23Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5760456555,5,,5760456571,1,,5760456559,241,,5760456567,212,61.9,5760456565,141,93.3,5760456569,213,0.38,5760456561,56,Left,5760456563,140,63.2,5760456557,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742463,395,61,1,43,17,8eab5wbcnttsiosd1o8c71gmk,0,63.2,93.3,2025-06-01T16:14:23.062Z,2025-06-01T16:14:23Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5760456585,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742477,358,5,1,43,17,7efqk7uh63928il0yffxijnv7,1,36.2,-2.0,2025-06-01T16:14:23.134Z,2025-06-01T16:21:51Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5760456643,347,,5760456639,56,Back,5760456679,233,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742465,396,5,1,43,17,8eab5wbcnttsiosd1o8c71gmk,0,63.8,102.0,2025-06-01T16:14:23.134Z,2025-06-01T16:21:51Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5760456591,347,,5760456687,233,358,5760456589,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742557,359,1,1,43,30,7efqk7uh63928il0yffxijnv7,1,41.5,0.0,2025-06-01T16:14:36.444Z,2025-06-01T16:14:37Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5760457145,141,12.0,5760457143,140,44.0,5760457141,56,Back,5760457149,213,1.30,5760457147,212,9.8,5760457139,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742577,360,1,1,43,32,7efqk7uh63928il0yffxijnv7,1,44.0,12.0,2025-06-01T16:14:37.678Z,2025-06-01T16:14:39Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5760457267,213,0.06,5760457259,56,Right,5760457257,157,,5760457269,1,,5760457263,141,15.2,5760457261,140,77.1,5760457265,212,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742579,361,61,1,43,33,7efqk7uh63928il0yffxijnv7,0,75.3,17.9,2025-06-01T16:14:39.209Z,2025-06-01T16:14:39Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5760457275,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742573,397,61,1,43,34,8eab5wbcnttsiosd1o8c71gmk,0,41.0,84.1,2025-06-01T16:14:39.941Z,2025-06-01T16:17:20Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5760457243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742609,362,1,1,43,36,7efqk7uh63928il0yffxijnv7,1,62.4,7.4,2025-06-01T16:14:42.536Z,2025-06-01T16:14:43Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5760457387,141,20.0,5760457391,213,1.38,5760457383,56,Right,5760457389,212,8.7,5760457385,140,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742617,363,1,1,43,37,7efqk7uh63928il0yffxijnv7,0,64.0,20.0,2025-06-01T16:14:43.145Z,2025-06-01T16:14:46Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5760457505,286,,5760457435,213,1.66,5760457501,233,398,5760457429,140,63.6,5760457433,212,5.0,5760457499,236,,5760457431,141,27.3,5760457427,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742625,398,74,1,43,37,8eab5wbcnttsiosd1o8c71gmk,1,41.2,76.3,2025-06-01T16:14:43.146Z,2025-06-01T16:21:40Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5760457473,56,Back,5760457475,285,,5760457509,233,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742631,399,50,1,43,39,8eab5wbcnttsiosd1o8c71gmk,1,44.5,78.5,2025-06-01T16:14:45.535Z,2025-06-01T16:21:22Z,9wpb7yiz7zdsb7bj70ornyfis,J. Kekarainen,,,5760457515,286,,5760457601,233,364,5760457513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742643,364,7,1,43,39,7efqk7uh63928il0yffxijnv7,1,55.5,21.5,2025-06-01T16:14:45.536Z,2025-06-01T16:21:22Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5760457567,56,Center,5760457569,285,,5760457583,233,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742671,365,1,1,43,41,7efqk7uh63928il0yffxijnv7,1,44.6,16.1,2025-06-01T16:14:47.363Z,2025-06-01T16:14:51Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5760457725,56,Right,5760457739,213,6.14,5760457733,141,10.9,5760457721,157,,5760457729,140,67.6,5760457743,1,,5760457737,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742663,400,83,1,43,44,8eab5wbcnttsiosd1o8c71gmk,0,36.1,93.9,2025-06-01T16:14:49.830Z,2025-06-01T16:14:53Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5760457811,399,a3elaln9izarzlwqkwc4ynpey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742679,366,4,1,43,46,7efqk7uh63928il0yffxijnv7,1,63.8,5.8,2025-06-01T16:14:51.597Z,2025-06-01T16:16:01Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5760457773,13,,5760457779,265,,5760457775,56,Right,5760457781,286,,5760457777,152,,5760460677,233,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742727,401,4,1,43,46,8eab5wbcnttsiosd1o8c71gmk,0,36.2,94.2,2025-06-01T16:14:51.598Z,2025-06-01T16:21:12Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5760458085,152,,5760458089,265,,5760458579,55,402,5760458081,56,Back,5760458077,13,,5760458093,285,,5760460685,233,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742783,402,17,1,43,59,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-06-01T16:15:04.655Z,2025-06-01T16:15:10Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5760458565,13,243,5760458567,55,401,5760458561,31,,5760458563,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742999,368,1,1,44,26,7efqk7uh63928il0yffxijnv7,0,63.8,7.3,2025-06-01T16:15:32.152Z,2025-06-01T16:15:40Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5760459669,141,100.0,5760459663,152,,5760459661,196,,5760459657,5,,5760459665,56,Left,5760459667,140,73.3,5760459675,1,,5760459671,212,64.4,5760459673,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820743001,369,5,1,44,30,7efqk7uh63928il0yffxijnv7,0,72.4,101.2,2025-06-01T16:15:35.557Z,2025-06-01T16:16:08Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5760459681,56,Left,5760460899,233,407,5760459683,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820743229,407,5,1,44,30,8eab5wbcnttsiosd1o8c71gmk,1,27.6,-1.2,2025-06-01T16:15:35.557Z,2025-06-01T16:21:52Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5760460885,233,369,5760460883,347,,5760460881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820743041,403,1,1,44,34,8eab5wbcnttsiosd1o8c71gmk,0,37.2,0.0,2025-06-01T16:15:39.557Z,2025-06-01T16:16:08Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5760459903,141,4.9,5760459901,140,63.4,5760459905,212,27.9,5760459907,213,0.17,5760460983,1,,5760459899,56,Right,5760460981,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
