id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2809452541,514,1,2,52,48,303582z192rnbr2x28o2t7u38,1,76.8,38.8,2025-05-03T15:12:45.080Z,2025-05-03T15:12:48Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5697923051,212,8.9,5697923049,141,47.8,5697923045,56,Center,5697923047,140,82.9,5697923053,213,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809452543,515,61,2,52,51,303582z192rnbr2x28o2t7u38,0,85.6,46.7,2025-05-03T15:12:48.257Z,2025-05-03T15:12:49Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5697923083,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809452763,514,1,2,52,54,8eab5wbcnttsiosd1o8c71gmk,1,8.8,46.7,2025-05-03T15:12:50.865Z,2025-05-03T15:12:55Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5697924289,56,Back,5697924287,123,,5697924291,140,24.8,5697924293,141,27.4,5697924297,212,21.3,5697924299,213,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809452861,515,1,2,52,59,8eab5wbcnttsiosd1o8c71gmk,1,28.8,19.1,2025-05-03T15:12:55.585Z,2025-05-03T15:12:58Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5697924841,140,44.1,5697924847,212,16.2,5697924839,56,Back,5697924849,213,6.14,5697924845,141,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809453015,516,1,2,53,1,8eab5wbcnttsiosd1o8c71gmk,1,42.9,26.1,2025-05-03T15:12:58.065Z,2025-05-03T15:13:02Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5697925609,140,67.0,5697925613,212,25.3,5697925607,56,Center,5697925615,213,6.25,5697925611,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809453045,517,3,2,53,4,8eab5wbcnttsiosd1o8c71gmk,0,67.9,23.0,2025-05-03T15:13:00.614Z,2025-05-03T15:24:03Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5697925753,56,Center,5697925759,286,,5697925881,233,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809453021,516,7,2,53,4,303582z192rnbr2x28o2t7u38,1,32.1,77.0,2025-05-03T15:13:00.615Z,2025-05-03T15:24:02Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,,5697925827,233,517,5697925649,285,,5697925647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809453119,518,1,2,53,7,303582z192rnbr2x28o2t7u38,1,38.1,89.1,2025-05-03T15:13:03.445Z,2025-05-03T15:13:05Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,,5697926159,56,Back,5697926161,140,31.5,5697926165,212,12.3,5697926167,213,4.12,5697926163,141,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809453325,520,1,2,53,10,303582z192rnbr2x28o2t7u38,1,33.9,62.6,2025-05-03T15:13:06.825Z,2025-05-03T15:13:10Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5697927177,213,5.44,5697927169,140,40.7,5697927165,56,Back,5697927173,212,10.8,5697927171,141,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809453383,521,1,2,53,13,303582z192rnbr2x28o2t7u38,1,42.6,53.0,2025-05-03T15:13:09.792Z,2025-05-03T15:13:11Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697927489,56,Back,5697927493,140,42.0,5697927499,141,63.0,5697927507,213,1.66,5697927503,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809453529,522,1,2,53,14,303582z192rnbr2x28o2t7u38,1,42.0,63.0,2025-05-03T15:13:10.958Z,2025-05-03T15:13:15Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5697928167,56,Back,5697928173,212,17.9,5697928169,140,37.2,5697928175,213,4.43,5697928171,141,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809453595,523,1,2,53,18,303582z192rnbr2x28o2t7u38,1,37.2,37.7,2025-05-03T15:13:14.860Z,2025-05-03T15:13:17Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5697928501,140,60.9,5697928499,56,Right,5697928507,213,5.55,5697928505,212,33.4,5697928509,1,,5697928503,141,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809453693,524,1,2,53,20,303582z192rnbr2x28o2t7u38,1,62.9,6.2,2025-05-03T15:13:17.002Z,2025-05-03T15:13:19Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697928897,141,9.7,5697928893,140,52.9,5697928903,212,10.8,5697928905,213,2.92,5697928889,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809453769,525,1,2,53,23,303582z192rnbr2x28o2t7u38,1,52.7,9.5,2025-05-03T15:13:19.354Z,2025-05-03T15:13:21Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5697929273,212,25.8,5697929269,140,62.4,5697929267,56,Center,5697929275,213,1.16,5697929271,141,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809453831,526,1,2,53,24,303582z192rnbr2x28o2t7u38,1,62.4,44.3,2025-05-03T15:13:21.225Z,2025-05-03T15:13:23Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5697929571,141,38.0,5697929577,213,5.61,5697929573,212,6.9,5697929565,56,Center,5697929569,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809454013,527,1,2,53,26,303582z192rnbr2x28o2t7u38,1,68.6,40.7,2025-05-03T15:13:22.865Z,2025-05-03T15:14:09Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,1.0,,5697930439,213,0.80,5697930435,141,58.1,5697930437,212,16.5,5697930433,140,79.5,5697937381,154,,5697937379,210,15,5697930431,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809454027,528,15,2,53,30,303582z192rnbr2x28o2t7u38,1,93.7,63.7,2025-05-03T15:13:26.792Z,2025-05-03T15:14:09Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5697930497,22,,5697937461,147,59.8,5697937457,146,96.4,5697937525,233,518,5697930501,56,Center,5697937443,55,527,5697935865,72,,5697937449,102,51.0,5697937453,214,,5697937433,78,5697937455,89,,5697937435,29,,5697937439,154,,5697937451,103,5697935867,64,,,,,,,,,13.3,,,
2809454017,518,10,2,53,30,8eab5wbcnttsiosd1o8c71gmk,1,4.0,41.1,2025-05-03T15:13:26.892Z,2025-05-03T15:15:31Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5697930461,56,Back,5697936071,389,,5697937613,233,528,5697937609,182,,5697936069,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809454099,529,15,2,53,33,303582z192rnbr2x28o2t7u38,1,86.2,60.9,2025-05-03T15:13:29.694Z,2025-05-03T15:14:16Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5697930869,22,,5697938675,147,58.3,5697930873,56,Center,5697938673,146,90.1,5697930871,17,,5697938671,458,,5697938729,233,519,5697938647,76,,5697938653,102,51.9,5697938639,20,5697938659,103,17.7,,,,,,,,,,,,,,,,,,,,,,
2809454103,519,10,2,53,33,8eab5wbcnttsiosd1o8c71gmk,1,8.2,42.7,2025-05-03T15:13:29.794Z,2025-05-03T15:14:16Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5697935385,174,,5697935387,389,,5697938793,233,529,5697930897,56,Back,5697930895,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809454301,520,1,2,53,37,8eab5wbcnttsiosd1o8c71gmk,1,20.7,32.7,2025-05-03T15:13:33.986Z,2025-05-03T15:13:41Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5697931833,56,Back,5697931839,140,38.1,5697931851,1,,5697931829,157,,5697931843,141,28.2,5697931847,212,18.5,5697931849,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809454311,521,61,2,53,38,8eab5wbcnttsiosd1o8c71gmk,0,38.6,28.2,2025-05-03T15:13:34.448Z,2025-05-03T15:15:52Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5697931909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809454409,530,1,2,53,39,303582z192rnbr2x28o2t7u38,1,63.8,82.0,2025-05-03T15:13:35.269Z,2025-05-03T15:13:39Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,,5697932443,212,8.6,5697932439,140,71.9,5697932447,213,0.12,5697932437,56,Left,5697932441,141,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809454523,522,45,2,53,43,8eab5wbcnttsiosd1o8c71gmk,0,25.2,7.4,2025-05-03T15:13:39.410Z,2025-05-03T15:13:46Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5697933139,233,531,5697933023,285,,5697933021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809454535,531,3,2,53,43,303582z192rnbr2x28o2t7u38,1,74.8,92.6,2025-05-03T15:13:39.410Z,2025-05-03T15:13:46Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5697933081,286,,5697933079,56,Left,5697933103,233,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809454631,532,1,2,53,46,303582z192rnbr2x28o2t7u38,1,87.2,83.9,2025-05-03T15:13:43.154Z,2025-05-03T15:13:47Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5697933647,141,67.6,5697933649,212,11.4,5697933645,140,84.5,5697933641,56,Center,5697933651,213,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809454657,533,1,2,53,50,303582z192rnbr2x28o2t7u38,1,85.7,75.7,2025-05-03T15:13:46.449Z,2025-05-03T15:13:47Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5697933771,56,Left,5697933775,141,82.9,5697933779,213,1.53,5697933777,212,4.9,5697933773,140,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809454739,534,1,2,53,51,303582z192rnbr2x28o2t7u38,1,85.9,82.9,2025-05-03T15:13:47.391Z,2025-05-03T15:13:50Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5697934285,56,Center,5697934287,140,77.4,5697934291,141,77.3,5697934301,213,3.54,5697934295,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809454817,535,1,2,53,53,303582z192rnbr2x28o2t7u38,0,76.4,73.8,2025-05-03T15:13:49.925Z,2025-05-03T15:13:53Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697934681,212,35.0,5697934677,141,38.3,5697934667,56,Center,5697934673,140,100.0,5697934665,155,,5697934685,213,5.52,5697934689,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809454833,523,5,2,53,56,8eab5wbcnttsiosd1o8c71gmk,1,-0.8,61.7,2025-05-03T15:13:52.560Z,2025-05-03T15:16:11Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5697934765,56,Back,5697935937,233,536,5697934767,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809455051,536,5,2,53,56,303582z192rnbr2x28o2t7u38,0,100.8,38.3,2025-05-03T15:13:52.560Z,2025-05-03T15:13:59Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697935849,56,Center,5697935963,233,523,5697935851,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809455451,524,1,2,54,14,8eab5wbcnttsiosd1o8c71gmk,1,4.1,53.3,2025-05-03T15:14:10.528Z,2025-05-03T15:14:12Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5697937943,212,14.4,5697937929,56,Back,5697937927,124,,5697937947,213,5.20,5697938035,189,,5697937933,140,10.6,5697937939,141,34.6,5697937957,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809455473,525,61,2,54,16,8eab5wbcnttsiosd1o8c71gmk,1,10.6,34.6,2025-05-03T15:14:12.305Z,2025-05-03T15:14:13Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5697938151,189,,5697938061,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809455805,526,5,2,54,24,8eab5wbcnttsiosd1o8c71gmk,0,78.3,102.0,2025-05-03T15:14:21.144Z,2025-05-03T15:14:25Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5697940147,233,537,5697939809,56,Left,5697939811,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809455815,537,5,2,54,24,303582z192rnbr2x28o2t7u38,1,21.7,-2.0,2025-05-03T15:14:21.144Z,2025-05-03T15:16:11Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697939835,56,Back,5697939837,347,,5697939903,233,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809455915,538,1,2,54,26,303582z192rnbr2x28o2t7u38,1,23.3,0.0,2025-05-03T15:14:22.422Z,2025-05-03T15:14:25Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697940355,213,2.51,5697940353,212,19.7,5697940351,141,15.5,5697940347,56,Back,5697940345,107,,5697940349,140,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809455957,539,1,2,54,28,303582z192rnbr2x28o2t7u38,1,8.2,15.5,2025-05-03T15:14:24.279Z,2025-05-03T15:14:26Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5697940571,140,4.8,5697940583,213,1.76,5697940575,141,43.0,5697940579,212,19.0,5697940563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809456147,540,1,2,54,29,303582z192rnbr2x28o2t7u38,1,4.8,43.0,2025-05-03T15:14:25.937Z,2025-05-03T15:14:32Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5697941573,140,11.0,5697941569,56,Back,5697941581,213,1.30,5697941577,141,77.6,5697941579,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809456241,541,1,2,54,35,303582z192rnbr2x28o2t7u38,1,9.3,76.4,2025-05-03T15:14:31.878Z,2025-05-03T15:14:34Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697942029,213,4.69,5697942025,212,37.3,5697942023,141,21.6,5697942033,1,,5697942019,56,Back,5697942021,140,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809456305,542,1,2,54,37,303582z192rnbr2x28o2t7u38,1,8.4,21.6,2025-05-03T15:14:33.809Z,2025-05-03T15:14:36Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5697942341,212,13.0,5697942339,141,6.2,5697942335,56,Back,5697942337,140,15.7,5697942343,213,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809456341,543,1,2,54,39,303582z192rnbr2x28o2t7u38,1,16.6,6.5,2025-05-03T15:14:35.775Z,2025-05-03T15:14:37Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697942543,213,1.78,5697942537,141,21.3,5697942539,212,10.3,5697942535,140,14.6,5697942533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809456401,544,1,2,54,40,303582z192rnbr2x28o2t7u38,1,14.6,21.3,2025-05-03T15:14:36.709Z,2025-05-03T15:14:38Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5697942823,140,21.4,5697942825,141,33.7,5697942831,212,11.0,5697942835,213,0.87,5697942821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809456445,545,1,2,54,41,303582z192rnbr2x28o2t7u38,0,21.7,33.9,2025-05-03T15:14:38.172Z,2025-05-03T15:14:39Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697942995,56,Back,5697943011,212,2.5,5697943001,140,23.9,5697943005,141,32.5,5697943017,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809456579,527,1,2,54,44,8eab5wbcnttsiosd1o8c71gmk,1,36.3,74.7,2025-05-03T15:14:41.121Z,2025-05-03T15:14:43Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5697943667,56,Left,5697943675,141,90.0,5697943679,212,20.2,5697943663,3,,5697943671,140,52.8,5697943683,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809456783,529,1,2,54,48,8eab5wbcnttsiosd1o8c71gmk,1,41.9,86.2,2025-05-03T15:14:44.657Z,2025-05-03T15:14:50Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5697944735,213,3.34,5697944729,140,24.6,5697944733,212,18.5,5697944727,56,Back,5697944731,141,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809456835,530,1,2,54,53,8eab5wbcnttsiosd1o8c71gmk,1,24.0,73.8,2025-05-03T15:14:49.825Z,2025-05-03T15:14:51Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5697944971,56,Back,5697944977,212,11.7,5697944979,213,0.06,5697944975,141,74.8,5697944973,140,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809456859,531,1,2,54,55,8eab5wbcnttsiosd1o8c71gmk,1,35.1,74.8,2025-05-03T15:14:51.265Z,2025-05-03T15:14:54Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5697945101,212,11.9,5697945205,156,,5697945099,141,75.7,5697945095,56,Back,5697945097,140,23.8,5697945103,213,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809457079,532,1,2,54,57,8eab5wbcnttsiosd1o8c71gmk,1,24.3,73.2,2025-05-03T15:14:54.097Z,2025-05-03T15:14:58Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5697946287,213,4.83,5697946285,212,30.8,5697946281,141,28.2,5697946277,140,27.6,5697946275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809457121,533,1,2,55,1,8eab5wbcnttsiosd1o8c71gmk,1,29.5,30.9,2025-05-03T15:14:58.129Z,2025-05-03T15:14:59Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5697946441,140,41.3,5697946439,56,Back,5697946443,141,40.9,5697946445,212,14.1,5697946447,213,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809457127,534,1,2,55,3,8eab5wbcnttsiosd1o8c71gmk,1,41.3,40.9,2025-05-03T15:14:59.793Z,2025-05-03T15:15:04Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5697946539,156,,5697946491,141,58.8,5697946495,213,2.27,5697946487,56,Back,5697946493,212,15.9,5697946489,140,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809457279,535,1,2,55,7,8eab5wbcnttsiosd1o8c71gmk,1,36.2,62.0,2025-05-03T15:15:04.001Z,2025-05-03T15:15:05Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5697947291,141,80.2,5697947295,213,0.56,5697947287,56,Left,5697947293,212,23.4,5697947289,140,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809457365,536,1,2,55,9,8eab5wbcnttsiosd1o8c71gmk,1,55.5,80.2,2025-05-03T15:15:05.537Z,2025-05-03T15:15:07Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5697947703,213,0.79,5697947699,141,96.9,5697947697,140,66.3,5697947691,56,Left,5697947701,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809457291,546,83,2,55,9,303582z192rnbr2x28o2t7u38,0,43.8,15.0,2025-05-03T15:15:05.648Z,2025-05-03T15:15:12Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5697948321,399,arxu3yjspsjmmobkj92c79ze2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809457471,537,1,2,55,11,8eab5wbcnttsiosd1o8c71gmk,1,67.1,96.9,2025-05-03T15:15:07.729Z,2025-05-03T15:15:11Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5697948289,212,13.5,5697948285,140,78.7,5697948287,141,88.3,5697948283,56,Left,5697948291,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809457561,538,1,2,55,17,8eab5wbcnttsiosd1o8c71gmk,1,89.0,90.5,2025-05-03T15:15:13.633Z,2025-05-03T15:15:15Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5697948735,213,3.12,5697948721,56,Left,5697948725,140,78.3,5697948727,141,90.8,5697948731,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809457605,539,1,2,55,18,8eab5wbcnttsiosd1o8c71gmk,1,78.3,90.8,2025-05-03T15:15:15.249Z,2025-05-03T15:15:16Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5697948973,56,Left,5697948977,140,75.2,5697948981,141,79.0,5697948989,213,4.33,5697948985,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809457647,540,1,2,55,20,8eab5wbcnttsiosd1o8c71gmk,1,75.1,79.0,2025-05-03T15:15:16.817Z,2025-05-03T15:15:18Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5697949211,213,5.72,5697949209,212,6.1,5697949205,140,80.0,5697949207,141,74.2,5697949203,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809457705,541,1,2,55,21,8eab5wbcnttsiosd1o8c71gmk,1,80.0,74.2,2025-05-03T15:15:18.129Z,2025-05-03T15:15:20Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5697949503,213,2.19,5697949499,141,80.0,5697949495,56,Left,5697949497,140,77.3,5697949501,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809457759,542,1,2,55,23,8eab5wbcnttsiosd1o8c71gmk,1,80.3,78.4,2025-05-03T15:15:20.065Z,2025-05-03T15:15:21Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5697949771,213,0.53,5697949769,212,12.6,5697949765,140,90.6,5697949767,141,87.8,5697949763,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809457795,543,1,2,55,25,8eab5wbcnttsiosd1o8c71gmk,0,90.6,87.8,2025-05-03T15:15:21.520Z,2025-05-03T15:15:23Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5697949921,56,Left,5697949917,2,,5697949929,213,4.57,5697949925,141,83.5,5697949923,140,90.2,5697950135,233,547,5697950139,286,,5697950133,236,,5697949919,155,,5697949927,212,,,,,,3.0,,,,,,,,,,,,,,,,,,,
2809457821,547,12,2,55,25,303582z192rnbr2x28o2t7u38,1,7.9,16.2,2025-05-03T15:15:21.620Z,2025-05-03T15:15:24Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5697950069,56,Back,5697950067,185,,5697950199,233,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809457847,544,6,2,55,27,8eab5wbcnttsiosd1o8c71gmk,1,97.0,82.9,2025-05-03T15:15:23.682Z,2025-05-03T15:16:04Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5697950279,56,Left,5697950501,233,548,5697950283,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809457885,548,6,2,55,27,303582z192rnbr2x28o2t7u38,0,3.0,17.1,2025-05-03T15:15:23.682Z,2025-05-03T15:16:04Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5697950433,73,,5697950431,56,Back,5697950545,233,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809458939,545,1,2,55,58,8eab5wbcnttsiosd1o8c71gmk,0,99.5,99.5,2025-05-03T15:15:54.273Z,2025-05-03T15:15:57Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5697956073,6,,5697956077,223,,5697956081,140,94.7,5697956075,155,,5697956079,56,Center,5697956071,2,,5697956087,213,4.57,5697956089,1,,5697956085,212,35.9,5697956083,141,,,,,,47.2,,,,,,,,,,,,,,,,,,,
2809458967,549,12,2,56,0,303582z192rnbr2x28o2t7u38,1,7.0,58.5,2025-05-03T15:15:56.878Z,2025-05-03T15:15:58Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,,5697956231,56,Back,5697956233,140,19.9,5697956239,213,0.55,5697956235,141,70.6,5697956287,15,,5697956237,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809459245,551,1,2,56,5,303582z192rnbr2x28o2t7u38,0,26.7,75.0,2025-05-03T15:16:02.034Z,2025-05-03T15:16:06Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5697957735,213,6.24,5697957737,1,,5697957733,212,47.1,5697957729,140,71.5,5697957727,56,Center,5697957731,141,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809459417,547,1,2,56,11,8eab5wbcnttsiosd1o8c71gmk,0,26.9,29.8,2025-05-03T15:16:07.457Z,2025-05-03T15:16:12Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5697958667,1,,5697958665,213,0.14,5697958651,56,Center,5697958663,212,62.7,5697958657,140,86.1,5697958647,157,,5697958661,141,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
