id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2817970927,391,1,2,46,12,5qxgilg61hlwxzfpdn2nhcayd,1,54.9,92.7,2025-05-23T16:06:52.289Z,2025-05-23T16:06:56Z,eexcxuea18xbokvkko1erdffu,M. Almén,,5744990301,212,22.3,5744990303,213,4.21,5744990295,56,Back,5744990299,141,64.0,5744990297,140,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817970937,392,1,2,46,16,5qxgilg61hlwxzfpdn2nhcayd,1,54.5,43.1,2025-05-23T16:06:56.585Z,2025-05-23T16:07:00Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,5744990359,140,55.2,5744990357,56,Right,5744990363,212,27.0,5744990361,141,3.4,5744990365,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817970949,393,1,2,46,20,5qxgilg61hlwxzfpdn2nhcayd,1,55.2,3.2,2025-05-23T16:07:00.256Z,2025-05-23T16:07:03Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,5744990417,141,3.8,5744990415,140,85.3,5744990421,213,0.01,5744990413,56,Right,5744990419,212,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817970961,394,1,2,46,23,5qxgilg61hlwxzfpdn2nhcayd,1,82.6,3.4,2025-05-23T16:07:03.771Z,2025-05-23T16:07:08Z,czl632fkj2mhbgu4jie3bug9h,J. Akintunde,,5744990517,140,75.2,5744990523,213,2.88,5744990521,212,8.0,5744990519,141,6.4,5744990515,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817970963,395,1,2,46,28,5qxgilg61hlwxzfpdn2nhcayd,0,75.7,6.7,2025-05-23T16:07:08.535Z,2025-05-23T16:07:09Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,5744990535,213,0.74,5744990529,140,77.9,5744990527,56,Right,5744990533,212,3.1,5744990531,141,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817970969,445,61,2,46,29,8sy0cxovuxo76tuoas3uo55xj,1,19.7,89.3,2025-05-23T16:07:09.438Z,2025-05-23T16:07:51Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,5744990571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817970999,398,1,2,46,30,5qxgilg61hlwxzfpdn2nhcayd,0,83.3,23.1,2025-05-23T16:07:10.173Z,2025-05-23T16:08:18Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,5744991575,213,2.26,5744991567,56,Center,5744991569,140,82.5,5744991573,212,1.3,5744991571,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817970979,446,61,2,46,31,8sy0cxovuxo76tuoas3uo55xj,1,16.4,73.2,2025-05-23T16:07:11.759Z,2025-05-23T16:08:29Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,5744990631,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817970971,396,1,2,46,32,5qxgilg61hlwxzfpdn2nhcayd,1,70.1,25.9,2025-05-23T16:07:12.081Z,2025-05-23T16:08:52Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,5744990587,213,0.17,5744990583,141,28.3,5744990579,56,Center,5744990581,140,78.9,5744990585,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817970995,397,1,2,46,33,5qxgilg61hlwxzfpdn2nhcayd,0,79.2,28.3,2025-05-23T16:07:13.753Z,2025-05-23T16:09:19Z,czl632fkj2mhbgu4jie3bug9h,J. Akintunde,,5744990735,140,83.2,5744990739,212,4.5,5744990741,213,5.94,5744990733,56,Center,5744990737,141,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971385,471,8,2,46,34,8sy0cxovuxo76tuoas3uo55xj,1,11.1,68.5,2025-05-23T16:07:14.208Z,2025-05-23T16:10:23Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5744993269,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971275,406,61,2,46,35,5qxgilg61hlwxzfpdn2nhcayd,1,87.9,30.1,2025-05-23T16:07:15.117Z,2025-05-23T16:10:38Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,5744993475,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817970991,447,1,2,46,36,8sy0cxovuxo76tuoas3uo55xj,1,14.4,65.4,2025-05-23T16:07:16.031Z,2025-05-23T16:11:02Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5744990707,56,Back,5744990715,213,0.31,5744990709,140,27.6,5744990713,212,14.6,5744990711,141,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817970993,448,1,2,46,38,8sy0cxovuxo76tuoas3uo55xj,0,26.8,70.7,2025-05-23T16:07:18.679Z,2025-05-23T16:11:21Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,5744990725,140,30.8,5744990723,56,Back,5744990729,212,4.6,5744990727,141,73.6,5744990731,213,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971541,423,61,2,46,39,5qxgilg61hlwxzfpdn2nhcayd,1,70.5,19.5,2025-05-23T16:07:19.726Z,2025-05-23T16:11:20Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,5744994061,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971011,450,1,2,46,42,8sy0cxovuxo76tuoas3uo55xj,1,34.5,92.3,2025-05-23T16:07:22.103Z,2025-05-23T16:07:23Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,5744990795,141,96.0,5744990799,213,0.08,5744990793,140,63.8,5744990791,56,Left,5744990797,212,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971031,451,1,2,46,43,8sy0cxovuxo76tuoas3uo55xj,1,67.9,93.5,2025-05-23T16:07:23.535Z,2025-05-23T16:07:30Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,5744990883,141,92.9,5744990879,56,Left,5744990881,140,61.2,5744990887,213,3.20,5744990885,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971037,452,4,2,46,50,8sy0cxovuxo76tuoas3uo55xj,1,67.0,95.6,2025-05-23T16:07:29.968Z,2025-05-23T16:26:17Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,5744990909,265,,5744990903,13,,5744990935,233,399,5744990911,286,,5744990905,56,Left,5744990907,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971035,399,4,2,46,50,5qxgilg61hlwxzfpdn2nhcayd,0,33.0,4.4,2025-05-23T16:07:29.969Z,2025-05-23T16:26:18Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,5744990927,56,Back,5744990929,152,,5744990931,265,,5744990933,285,,5744990939,233,452,5744990925,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971115,453,1,2,47,24,8sy0cxovuxo76tuoas3uo55xj,0,65.1,95.0,2025-05-23T16:08:04.463Z,2025-05-23T16:08:10Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,5744991437,233,400,5744991383,141,49.0,5744991381,140,96.3,5744991389,1,,5744991375,155,,5744991387,213,5.52,5744991385,212,45.3,5744991377,152,,5744991379,56,Center,5744991371,2,,5744991373,5,,,,,,,,,,,,,,,,,,,,,,
2817971119,400,41,2,47,26,5qxgilg61hlwxzfpdn2nhcayd,1,6.7,50.1,2025-05-23T16:08:06.252Z,2025-05-23T16:08:12Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,5744991429,140,16.3,5744991433,212,36.3,5744991431,141,100.0,5744991435,213,1.29,5744991449,233,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971121,401,5,2,47,30,5qxgilg61hlwxzfpdn2nhcayd,0,17.0,101.4,2025-05-23T16:08:10.174Z,2025-05-23T16:08:15Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,5744991447,347,,5744991445,56,Back,5744991517,233,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971131,454,5,2,47,30,8sy0cxovuxo76tuoas3uo55xj,1,83.0,-1.4,2025-05-23T16:08:10.174Z,2025-05-23T16:08:24Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,5744991507,347,,5744991511,233,401,5744991505,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971181,455,1,2,47,59,8sy0cxovuxo76tuoas3uo55xj,0,79.4,0.0,2025-05-23T16:08:38.991Z,2025-05-23T16:08:43Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,5744991875,213,1.06,5744991867,56,Center,5744991869,140,92.0,5744991873,212,26.9,5744991871,141,33.1,5744991865,107,,5744991877,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971185,402,44,2,48,2,5qxgilg61hlwxzfpdn2nhcayd,1,7.4,67.4,2025-05-23T16:08:42.477Z,2025-05-23T17:05:54Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,5744991891,285,,5744991909,233,456,5744991889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971183,456,44,2,48,2,8sy0cxovuxo76tuoas3uo55xj,0,92.6,32.6,2025-05-23T16:08:42.478Z,2025-05-23T16:08:47Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,5744991885,286,,5744991915,233,402,5744991883,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971197,403,12,2,48,2,5qxgilg61hlwxzfpdn2nhcayd,1,6.3,68.2,2025-05-23T16:08:42.530Z,2025-05-23T16:08:55Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,5744991975,167,,5744991957,212,11.1,5744991951,56,Back,5744991953,140,0.0,5744991959,213,2.34,5744991973,15,,5744991955,141,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971199,404,6,2,48,4,5qxgilg61hlwxzfpdn2nhcayd,0,0.0,78.0,2025-05-23T16:08:43.985Z,2025-05-23T16:16:11Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,5744991985,233,457,5744991979,73,,5744991977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971191,457,6,2,48,4,8sy0cxovuxo76tuoas3uo55xj,1,100.0,22.0,2025-05-23T16:08:43.985Z,2025-05-23T16:16:11Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,5744991967,75,,5744991965,56,Center,5744991981,233,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971257,458,1,2,48,27,8sy0cxovuxo76tuoas3uo55xj,0,99.5,0.5,2025-05-23T16:09:07.847Z,2025-05-23T16:12:18Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,5744992259,2,,5744992267,56,Center,5744992275,213,1.78,5744992273,212,24.1,5744992271,141,35.1,5744992269,140,94.7,5744992261,6,,5744992263,155,,5744992265,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971405,472,43,2,48,28,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-05-23T16:09:08.159Z,2025-05-23T16:12:12Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,5744993035,3,0,5744993039,56,Center,5744994871,144,1,5744993047,213,1.47,5744993045,212,5.5,5744993041,140,96.2,5744993043,141,38.5,5744993037,168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971295,408,61,2,48,29,5qxgilg61hlwxzfpdn2nhcayd,1,4.8,55.6,2025-05-23T16:09:09.376Z,2025-05-23T16:16:22Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,5744994985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971267,459,13,2,48,30,8sy0cxovuxo76tuoas3uo55xj,1,89.1,41.6,2025-05-23T16:09:10.519Z,2025-05-23T16:16:38Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,5744993251,328,,5744993253,458,,5744993199,17,,5744995361,108,,5744993197,20,,5744993257,231,47.8,5744993241,74,,5744993243,102,51.3,5744993255,230,99.0,5744993195,25,,5744992325,56,5744993245,103,76.4,,,,,,,,Center,,,,,,,,,,,
2817971261,405,5,2,48,31,5qxgilg61hlwxzfpdn2nhcayd,1,-0.9,59.6,2025-05-23T16:09:11.508Z,2025-05-23T16:10:18Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,5744992293,346,,5744992291,56,Back,5744992353,233,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971271,460,5,2,48,31,8sy0cxovuxo76tuoas3uo55xj,0,100.9,40.4,2025-05-23T16:09:11.508Z,2025-05-23T16:10:18Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,5744992357,233,405,5744992349,56,Center,5744992351,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971293,407,1,2,48,41,5qxgilg61hlwxzfpdn2nhcayd,1,4.7,50.4,2025-05-23T16:09:21.752Z,2025-05-23T16:09:56Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,5744992461,124,,5744992463,56,Back,5744992469,212,15.9,5744992481,189,,5744992465,140,13.4,5744992475,237,,5744992467,141,31.3,5744992471,213,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971319,409,1,2,48,48,5qxgilg61hlwxzfpdn2nhcayd,0,13.5,27.7,2025-05-23T16:09:28.109Z,2025-05-23T16:09:54Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,5744992611,1,,5744992605,141,42.2,5744992631,189,,5744992609,213,0.18,5744992603,140,66.1,5744992601,56,Center,5744992607,212,56.1,5744992599,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971331,461,61,2,48,53,8sy0cxovuxo76tuoas3uo55xj,1,40.9,60.9,2025-05-23T16:09:33.173Z,2025-05-23T16:09:33Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5744992641,189,,5744992639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971341,463,1,2,48,54,8sy0cxovuxo76tuoas3uo55xj,1,25.1,35.1,2025-05-23T16:09:34.703Z,2025-05-23T16:09:36Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,5744992667,212,28.4,5744992661,56,Back,5744992663,140,6.9,5744992669,213,2.31,5744992665,141,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971345,464,1,2,48,56,8sy0cxovuxo76tuoas3uo55xj,1,6.9,66.0,2025-05-23T16:09:35.950Z,2025-05-23T16:09:37Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,5744992689,141,97.1,5744992687,140,18.2,5744992693,213,1.06,5744992691,212,24.2,5744992685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971347,465,1,2,48,57,8sy0cxovuxo76tuoas3uo55xj,1,18.2,97.1,2025-05-23T16:09:37.095Z,2025-05-23T16:09:38Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5744992709,212,9.3,5744992703,56,Back,5744992711,213,0.03,5744992705,140,27.1,5744992707,141,97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971351,466,1,2,48,58,8sy0cxovuxo76tuoas3uo55xj,0,27.1,97.5,2025-05-23T16:09:38.782Z,2025-05-23T16:09:39Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,5744992735,141,81.8,5744992733,140,40.0,5744992731,56,Back,5744992739,213,5.62,5744992729,157,,5744992741,1,,5744992737,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971357,410,1,2,49,0,5qxgilg61hlwxzfpdn2nhcayd,0,57.1,21.8,2025-05-23T16:09:40.513Z,2025-05-23T16:13:05Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,5744992755,56,Center,5744992757,140,62.8,5744992761,212,6.2,5744992763,213,0.24,5744992759,141,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971367,467,1,2,49,1,8sy0cxovuxo76tuoas3uo55xj,1,32.3,86.2,2025-05-23T16:09:41.554Z,2025-05-23T16:09:44Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,5744992829,141,96.5,5744992833,213,0.42,5744992827,140,47.2,5744992831,212,17.1,5744992825,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971377,468,1,2,49,4,8sy0cxovuxo76tuoas3uo55xj,1,55.1,95.0,2025-05-23T16:09:44.470Z,2025-05-23T16:09:49Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,5744992909,213,0.17,5744992901,56,Left,5744992903,140,65.5,5744992907,212,11.1,5744992905,141,97.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971379,469,1,2,49,9,8sy0cxovuxo76tuoas3uo55xj,0,69.0,93.2,2025-05-23T16:09:49.214Z,2025-05-23T16:09:49Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,5744992925,213,5.97,5744992919,140,77.9,5744992923,212,9.8,5744992921,141,88.7,5744992917,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971383,411,4,2,49,11,5qxgilg61hlwxzfpdn2nhcayd,1,21.4,13.3,2025-05-23T16:09:51.646Z,2025-05-23T16:26:18Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,5744992935,265,,5744992931,56,Back,5744992933,152,,5744992929,13,,5744992949,233,470,5744992937,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971381,470,4,2,49,11,8sy0cxovuxo76tuoas3uo55xj,0,78.6,86.7,2025-05-23T16:09:51.647Z,2025-05-23T16:26:18Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,5744992947,286,,5744992953,233,411,5744992939,13,,5744992941,56,Left,5744992943,152,,5744992945,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971451,412,1,2,49,45,5qxgilg61hlwxzfpdn2nhcayd,1,20.2,12.9,2025-05-23T16:10:25.901Z,2025-05-23T16:10:28Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,5744993359,212,19.4,5744993351,152,,5744993353,56,Back,5744993355,140,14.5,5744993349,5,,5744993357,141,40.1,5744993361,213,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971455,413,1,2,49,48,5qxgilg61hlwxzfpdn2nhcayd,1,14.3,43.3,2025-05-23T16:10:28.588Z,2025-05-23T16:10:31Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,5744993381,56,Back,5744993383,140,22.6,5744993389,213,5.16,5744993385,141,16.5,5744993387,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971467,414,1,2,49,50,5qxgilg61hlwxzfpdn2nhcayd,1,26.4,16.8,2025-05-23T16:10:30.900Z,2025-05-23T16:10:36Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,5744993433,56,Back,5744993439,212,13.5,5744993435,140,38.3,5744993441,213,0.39,5744993437,141,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971471,474,83,2,49,55,8sy0cxovuxo76tuoas3uo55xj,0,57.8,85.4,2025-05-23T16:10:35.294Z,2025-05-23T16:13:30Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,5744993503,399,49br3gmn71y8pd5wqkfkvrbah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971463,473,83,2,49,55,8sy0cxovuxo76tuoas3uo55xj,0,57.8,83.2,2025-05-23T16:10:35.790Z,2025-05-23T16:10:39Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,5744993477,399,49br3gmn71y8pd5wqkfkvrbah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971473,415,1,2,49,56,5qxgilg61hlwxzfpdn2nhcayd,1,31.1,16.5,2025-05-23T16:10:36.118Z,2025-05-23T16:10:37Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,5744993449,56,Back,5744993457,213,3.71,5744993453,141,11.0,5744993451,140,25.5,5744993455,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971477,416,1,2,49,56,5qxgilg61hlwxzfpdn2nhcayd,1,25.4,11.1,2025-05-23T16:10:36.930Z,2025-05-23T16:10:39Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,5744993487,213,0.40,5744993483,141,19.4,5744993481,140,38.1,5744993479,56,Back,5744993485,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971479,417,1,2,49,58,5qxgilg61hlwxzfpdn2nhcayd,1,34.4,20.6,2025-05-23T16:10:38.867Z,2025-05-23T16:10:40Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,5744993497,212,5.4,5744993495,141,18.2,5744993493,140,29.5,5744993491,56,Back,5744993499,213,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971483,418,1,2,50,1,5qxgilg61hlwxzfpdn2nhcayd,0,36.6,20.6,2025-05-23T16:10:41.147Z,2025-05-23T16:10:47Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,5744993527,141,8.9,5744993525,140,77.0,5744993529,212,43.2,5744993523,56,Right,5744993533,1,,5744993531,213,6.10,5744993591,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971495,475,1,2,50,4,8sy0cxovuxo76tuoas3uo55xj,1,21.1,93.6,2025-05-23T16:10:44.430Z,2025-05-23T16:10:46Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5744993597,141,64.5,5744993601,213,3.94,5744993599,212,27.5,5744993593,56,Back,5744993595,140,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971505,419,45,2,50,8,5qxgilg61hlwxzfpdn2nhcayd,0,92.1,29.3,2025-05-23T16:10:48.879Z,2025-05-23T17:06:04Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,5744993657,233,477,5744993621,56,Center,5744993623,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971511,477,3,2,50,8,8sy0cxovuxo76tuoas3uo55xj,1,7.9,70.7,2025-05-23T16:10:48.879Z,2025-05-23T17:06:04Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,5744993641,56,Back,5744993643,285,,5744993653,233,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971519,478,1,2,50,9,8sy0cxovuxo76tuoas3uo55xj,0,10.2,86.6,2025-05-23T16:10:49.854Z,2025-05-23T16:11:14Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,5744993687,1,,5744993677,56,Back,5744993681,141,100.0,5744993683,212,39.0,5744993679,140,46.0,5744993675,157,,5744993685,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971513,420,5,2,50,11,5qxgilg61hlwxzfpdn2nhcayd,1,58.2,-1.7,2025-05-23T16:10:51.853Z,2025-05-23T16:15:52Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,5744993645,56,Right,5744993693,233,479,5744993647,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971521,479,5,2,50,11,8sy0cxovuxo76tuoas3uo55xj,0,41.8,101.7,2025-05-23T16:10:51.853Z,2025-05-23T16:15:52Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,5744993689,56,Back,5744993697,233,420,5744993691,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971533,421,1,2,50,17,5qxgilg61hlwxzfpdn2nhcayd,1,59.0,0.0,2025-05-23T16:10:57.852Z,2025-05-23T16:10:58Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,5744993779,107,,5744993787,212,19.6,5744993789,213,2.82,5744993783,140,41.3,5744993781,56,Back,5744993785,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971537,422,1,2,50,18,5qxgilg61hlwxzfpdn2nhcayd,1,41.6,8.9,2025-05-23T16:10:58.742Z,2025-05-23T16:11:00Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,5744993817,213,2.34,5744993811,140,24.8,5744993813,141,35.7,5744993815,212,25.4,5744993809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971551,424,1,2,50,25,5qxgilg61hlwxzfpdn2nhcayd,1,22.5,46.9,2025-05-23T16:11:05.006Z,2025-05-23T16:11:05Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,5744993875,56,Back,5744993877,140,26.7,5744993883,213,1.10,5744993879,141,59.7,5744993881,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817971559,425,1,2,50,25,5qxgilg61hlwxzfpdn2nhcayd,1,26.7,58.8,2025-05-23T16:11:05.788Z,2025-05-23T16:11:10Z,eexcxuea18xbokvkko1erdffu,M. Almén,,5744993949,141,63.6,5744993953,213,0.30,5744993951,212,11.1,5744993947,140,36.8,5744993945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
