id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/15/value
2796266077,478,1,1,45,36,3ptum5fjcgw51mqui0gu6uuf4,1,78.2,0.0,2025-04-05T14:45:54.529Z,2025-04-05T14:45:55Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5625264815,56,Right,5625264823,213,2.85,5625264813,107,,5625264817,140,63.5,5625264821,212,16.1,5625264819,141,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796266127,479,1,1,45,37,3ptum5fjcgw51mqui0gu6uuf4,1,62.9,5.3,2025-04-05T14:45:55.762Z,2025-04-05T14:45:57Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5625265061,140,69.5,5625265069,212,9.4,5625265071,213,0.74,5625265055,56,Right,5625265065,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796266201,480,1,1,45,38,3ptum5fjcgw51mqui0gu6uuf4,1,69.5,14.6,2025-04-05T14:45:56.946Z,2025-04-05T14:45:58Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5625265501,141,17.1,5625265499,140,59.3,5625265497,56,Right,5625265503,212,10.8,5625265505,213,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796266383,481,1,1,45,40,3ptum5fjcgw51mqui0gu6uuf4,1,60.0,22.1,2025-04-05T14:45:58.593Z,2025-04-05T14:46:01Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5625266417,140,61.3,5625266421,212,27.9,5625266419,141,63.1,5625266415,56,Center,5625266423,213,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796266491,482,1,1,45,43,3ptum5fjcgw51mqui0gu6uuf4,1,60.1,60.6,2025-04-05T14:46:01.641Z,2025-04-05T14:46:04Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5625266965,56,Center,5625266973,213,6.02,5625266967,140,72.1,5625266971,212,13.0,5625266969,141,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796266499,483,61,1,45,45,3ptum5fjcgw51mqui0gu6uuf4,1,71.9,55.2,2025-04-05T14:46:04.025Z,2025-04-05T14:46:04Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5625267009,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796266589,415,8,1,45,47,7efqk7uh63928il0yffxijnv7,1,14.9,40.3,2025-04-05T14:46:05.766Z,2025-04-05T14:46:05Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5625267421,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796266681,484,1,1,45,47,3ptum5fjcgw51mqui0gu6uuf4,0,78.3,54.9,2025-04-05T14:46:06.081Z,2025-04-05T16:16:14Z,8v9ms04dm6d99xb9lt5qdk74k,L. Andersson,,,5625267807,140,78.9,5625267811,212,3.1,5625267809,141,50.4,5625267805,56,Center,5625267813,213,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796266785,485,1,1,45,49,3ptum5fjcgw51mqui0gu6uuf4,1,75.4,44.3,2025-04-05T14:46:07.866Z,2025-04-05T14:46:09Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5625268315,213,4.21,5625268299,56,Center,5625268311,212,16.5,5625268301,140,67.8,5625268309,141,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796266847,486,1,1,45,51,3ptum5fjcgw51mqui0gu6uuf4,1,67.8,23.1,2025-04-05T14:46:09.586Z,2025-04-05T14:46:11Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5625268681,141,11.0,5625268683,212,9.8,5625268679,140,72.8,5625268685,213,5.28,5625268677,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796266999,487,1,1,45,52,3ptum5fjcgw51mqui0gu6uuf4,0,73.1,11.4,2025-04-05T14:46:10.874Z,2025-04-05T14:46:15Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5625269485,2,,5625269493,140,91.8,5625269487,155,,5625269503,212,27.0,5625269509,213,0.76,5625269499,141,38.6,5625269489,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796267043,416,44,1,45,55,7efqk7uh63928il0yffxijnv7,1,8.1,57.8,2025-04-05T14:46:13.889Z,2025-04-05T16:14:46Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5625269719,285,,5625269959,233,488,5625269717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796267023,488,44,1,45,55,3ptum5fjcgw51mqui0gu6uuf4,0,91.9,42.2,2025-04-05T14:46:13.890Z,2025-04-05T16:14:47Z,8v9ms04dm6d99xb9lt5qdk74k,L. Andersson,,,5625270011,233,416,5625269627,56,Center,5625269629,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796267069,417,12,1,45,56,7efqk7uh63928il0yffxijnv7,1,8.0,51.8,2025-04-05T14:46:14.502Z,2025-04-05T14:46:15Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5625269919,15,,5625269875,212,24.8,5625269869,140,25.0,5625269871,141,77.2,5625269867,56,Back,5625269877,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796267187,418,1,1,45,58,7efqk7uh63928il0yffxijnv7,0,27.0,77.3,2025-04-05T14:46:17.214Z,2025-04-05T14:46:17Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5625270497,141,84.4,5625270495,140,31.0,5625270493,56,Back,5625270491,3,,5625270501,213,0.85,5625270499,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796267269,489,1,1,45,59,3ptum5fjcgw51mqui0gu6uuf4,1,60.6,11.1,2025-04-05T14:46:17.522Z,2025-04-05T14:46:19Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5625270877,212,15.7,5625270879,213,2.19,5625270871,140,51.9,5625270869,56,Center,5625270875,141,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796267455,490,1,1,46,0,3ptum5fjcgw51mqui0gu6uuf4,1,53.1,30.9,2025-04-05T14:46:19.241Z,2025-04-05T14:46:24Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5625271863,141,55.1,5625271865,212,16.5,5625271861,140,52.1,5625271859,56,Center,5625271867,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796267531,491,1,1,46,5,3ptum5fjcgw51mqui0gu6uuf4,0,61.9,57.3,2025-04-05T14:46:24.026Z,2025-04-05T14:46:25Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5625272293,212,28.5,5625272273,155,,5625272295,213,5.20,5625272277,56,Right,5625272291,141,20.3,5625272283,140,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796267601,419,70,1,46,8,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-04-05T14:46:27.108Z,2025-04-05T14:46:43Z,,,,,5625272657,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796268029,420,30,1,46,17,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-04-05T14:46:36.387Z,2025-04-05T14:46:37Z,,,,,5625274853,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796268021,492,30,1,46,17,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-04-05T14:46:36.387Z,2025-04-05T14:46:36Z,,,,,5625274787,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796292577,512,43,2,45,0,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-04-05T14:46:06.081Z,2025-04-05T16:16:15Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5625400741,141,72.4,5625400737,56,Center,5626050367,286,0,5625400739,140,96.9,5626116193,144,1,5625400743,212,2.5,5626050365,236,0,5625400745,213,4.80,,,,,,,,,,,,,,,,,,,,,,,,
2796292651,423,43,2,45,0,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-04-05T14:46:06.082Z,2025-04-05T16:16:13Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5626110277,233,512,5626050611,285,0,5625401031,56,Back,5626116069,144,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796292819,514,18,2,45,0,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-04-05T15:03:40.199Z,2025-04-05T15:04:41Z,8v9ms04dm6d99xb9lt5qdk74k,L. Andersson,,,5625401851,42,,5625401997,55,515,5625401853,44,Midfielder,5625401855,59,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796292843,515,19,2,45,0,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-04-05T15:03:40.200Z,2025-04-05T15:06:35Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5625423771,292,8,5625401949,55,514,5625401945,59,16,5625401943,145,10,5625423773,293,1,5625401947,44,Forward,5625401939,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796291267,421,32,2,45,0,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-04-05T15:03:50.199Z,2025-04-05T15:03:52Z,,,,,5625393643,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796291257,497,32,2,45,0,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-04-05T15:03:50.199Z,2025-04-05T15:03:50Z,,,,,5625393573,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796291305,498,1,2,45,0,3ptum5fjcgw51mqui0gu6uuf4,1,49.7,50.4,2025-04-05T15:03:50.200Z,2025-04-05T15:03:53Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5625393833,213,2.91,5625393825,141,56.6,5625393811,56,Back,5625393837,279,S,5625393831,212,18.1,5625393817,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796291337,499,1,2,45,1,3ptum5fjcgw51mqui0gu6uuf4,0,32.9,56.6,2025-04-05T15:03:52.045Z,2025-04-05T15:03:53Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5625393969,157,,5625393971,56,Center,5625393979,213,6.08,5625393977,212,50.4,5625393973,140,79.9,5625393981,1,,5625393975,141,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796291429,422,1,2,45,5,7efqk7uh63928il0yffxijnv7,0,23.7,62.1,2025-04-05T15:03:55.724Z,2025-04-05T15:03:56Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5625394433,140,41.9,5625394435,141,62.7,5625394439,213,0.02,5625394431,56,Back,5625394429,3,,5625394437,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796291485,500,1,2,45,7,3ptum5fjcgw51mqui0gu6uuf4,1,64.9,35.8,2025-04-05T15:03:57.310Z,2025-04-05T15:03:58Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5625394725,56,Center,5625394735,213,2.01,5625394723,3,,5625394727,140,60.0,5625394729,141,51.8,5625394731,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796291499,501,1,2,45,8,3ptum5fjcgw51mqui0gu6uuf4,1,60.0,51.8,2025-04-05T15:03:58.509Z,2025-04-05T15:03:59Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5625394819,140,52.0,5625394821,141,52.7,5625394883,156,,5625394817,56,Center,5625394823,212,8.4,5625394825,213,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796291563,502,1,2,45,9,3ptum5fjcgw51mqui0gu6uuf4,1,52.2,53.0,2025-04-05T15:03:59.902Z,2025-04-05T15:04:02Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5625395213,212,16.8,5625395203,56,Back,5625395207,140,37.2,5625395217,213,2.79,5625395209,141,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796291621,503,1,2,45,12,3ptum5fjcgw51mqui0gu6uuf4,1,38.6,62.1,2025-04-05T15:04:02.206Z,2025-04-05T15:04:04Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5625395553,212,15.8,5625395555,213,4.98,5625395545,56,Back,5625395551,141,39.7,5625395547,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796291727,504,1,2,45,14,3ptum5fjcgw51mqui0gu6uuf4,1,40.0,43.0,2025-04-05T15:04:04.471Z,2025-04-05T15:04:08Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5625396153,56,Back,5625396155,140,46.3,5625396161,213,1.30,5625396159,212,25.2,5625396157,141,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796291845,505,1,2,45,18,3ptum5fjcgw51mqui0gu6uuf4,1,46.7,92.4,2025-04-05T15:04:08.294Z,2025-04-05T15:04:12Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5625396765,56,Left,5625396773,213,0.11,5625396767,140,61.9,5625396771,212,16.1,5625396769,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796291891,506,1,2,45,22,3ptum5fjcgw51mqui0gu6uuf4,1,61.9,95.0,2025-04-05T15:04:12.565Z,2025-04-05T15:04:13Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5625396977,140,68.9,5625396981,212,7.9,5625396975,56,Left,5625396979,141,90.6,5625396983,213,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796291969,507,1,2,45,23,3ptum5fjcgw51mqui0gu6uuf4,1,67.4,93.6,2025-04-05T15:04:13.686Z,2025-04-05T15:05:09Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5625397457,212,6.4,5625397453,140,71.0,5625397455,141,86.0,5625397459,213,5.34,5625397451,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796292123,508,1,2,45,26,3ptum5fjcgw51mqui0gu6uuf4,1,72.1,90.3,2025-04-05T15:04:16.614Z,2025-04-05T15:04:21Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5625398285,212,4.8,5625398279,56,Left,5625398283,141,95.4,5625398287,213,0.82,5625398281,140,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796292217,509,1,2,45,31,3ptum5fjcgw51mqui0gu6uuf4,1,38.3,73.8,2025-04-05T15:04:21.317Z,2025-04-05T15:06:14Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5625398831,213,0.37,5625398821,56,Left,5625398827,212,20.5,5625398823,140,56.5,5625398825,141,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796292451,510,1,2,45,34,3ptum5fjcgw51mqui0gu6uuf4,0,60.6,87.2,2025-04-05T15:04:24.877Z,2025-04-05T16:16:19Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5625400103,56,Left,5625400105,140,80.9,5625400111,213,0.27,5625400109,212,22.1,5625400107,141,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796292559,511,43,2,45,36,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-04-05T15:04:26.206Z,2025-04-05T16:16:07Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5626113599,286,0,5625400651,140,94.2,5626115671,144,1,5625400657,213,5.47,5625400649,56,Center,5626113597,236,0,5625400655,212,7.6,5625400653,141,77.9,,,,,,,,,,,,,,,,,,,,,,,,
2796292707,424,6,2,45,44,7efqk7uh63928il0yffxijnv7,0,3.5,26.4,2025-04-05T15:04:35.062Z,2025-04-05T15:12:28Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5625401509,56,Back,5625401511,73,,5625401645,233,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796292607,513,6,2,45,44,3ptum5fjcgw51mqui0gu6uuf4,1,96.5,73.6,2025-04-05T15:04:35.062Z,2025-04-05T15:12:28Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5625400969,73,,5625401573,233,424,5625400967,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796293313,516,1,2,46,2,3ptum5fjcgw51mqui0gu6uuf4,1,99.5,99.5,2025-04-05T15:04:52.327Z,2025-04-05T15:04:56Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5625404219,213,4.36,5625404209,223,,5625404217,212,24.6,5625404207,155,,5625404211,56,Center,5625404213,140,91.5,5625404203,2,,5625404205,6,,5625404215,141,,,,,,,,,,,,,,,,,,,65.5,,,
2796293337,517,1,2,46,3,3ptum5fjcgw51mqui0gu6uuf4,0,91.5,65.5,2025-04-05T15:04:53.670Z,2025-04-05T15:04:54Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5625404441,212,9.1,5625404431,141,58.5,5625404375,140,98.9,5625404445,213,5.73,5625404373,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796293361,425,12,2,46,3,7efqk7uh63928il0yffxijnv7,1,1.9,42.1,2025-04-05T15:04:54.181Z,2025-04-05T16:11:06Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5625404501,140,14.7,5625404499,56,Back,5625404563,15,,5625404507,213,5.80,5625404505,212,15.2,5625404503,141,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796293487,426,12,2,46,6,7efqk7uh63928il0yffxijnv7,1,14.7,31.8,2025-04-05T15:04:56.493Z,2025-04-05T15:04:59Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5625405029,56,Back,5625405031,140,29.8,5625405037,213,5.32,5625405185,167,,5625405033,141,0.0,5625405035,212,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796293495,427,5,2,46,7,7efqk7uh63928il0yffxijnv7,0,28.2,-1.8,2025-04-05T15:04:57.679Z,2025-04-05T15:05:02Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5625405083,56,Back,5625405085,347,,5625405309,233,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796293509,518,5,2,46,7,3ptum5fjcgw51mqui0gu6uuf4,1,71.8,101.8,2025-04-05T15:04:57.679Z,2025-04-05T15:06:39Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5625405121,56,Left,5625405205,233,427,5625405123,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796294273,519,1,2,46,25,3ptum5fjcgw51mqui0gu6uuf4,1,75.0,100.0,2025-04-05T15:05:15.390Z,2025-04-05T15:05:18Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5625408795,213,4.33,5625408793,212,7.9,5625408783,56,Left,5625408785,140,72.2,5625408781,107,,5625408789,141,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796294281,520,1,2,46,28,3ptum5fjcgw51mqui0gu6uuf4,0,74.1,93.9,2025-04-05T15:05:18.469Z,2025-04-05T15:05:22Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5625408831,140,78.9,5625408829,56,Left,5625409497,233,428,5625408837,213,0.03,5625409495,236,,5625408833,141,94.1,5625409503,286,,5625408835,212,5.0,,,,,,,,,,,,,,,,,,,,,,,,
2796294409,428,74,2,46,28,7efqk7uh63928il0yffxijnv7,1,24.9,3.8,2025-04-05T15:05:18.470Z,2025-04-05T16:14:52Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,,5625409433,285,,5625409427,56,Back,5625409567,233,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796294295,521,61,2,46,32,3ptum5fjcgw51mqui0gu6uuf4,1,78.5,93.9,2025-04-05T15:05:22.497Z,2025-04-05T15:06:44Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5625408893,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796294571,429,1,2,46,33,7efqk7uh63928il0yffxijnv7,1,20.9,5.2,2025-04-05T15:05:24.197Z,2025-04-05T15:05:25Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5625410249,141,8.2,5625410253,213,2.69,5625410251,212,4.7,5625410247,140,16.9,5625410245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796294629,431,1,2,46,36,7efqk7uh63928il0yffxijnv7,0,16.8,8.3,2025-04-05T15:05:26.965Z,2025-04-05T15:05:53Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5625410531,56,Right,5625410529,157,,5625410539,213,0.07,5625410537,212,45.6,5625410541,1,,5625410535,141,12.8,5625410533,140,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796294813,522,1,2,46,37,3ptum5fjcgw51mqui0gu6uuf4,1,39.3,91.2,2025-04-05T15:05:27.517Z,2025-04-05T15:05:31Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5625411541,56,Back,5625411549,213,3.71,5625411545,141,67.2,5625411543,140,14.8,5625411547,212,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796294959,523,1,2,46,41,3ptum5fjcgw51mqui0gu6uuf4,1,16.2,54.9,2025-04-05T15:05:31.710Z,2025-04-05T15:05:36Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5625412235,213,6.00,5625412227,141,51.2,5625412219,56,Back,5625412221,140,24.5,5625412231,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796295189,524,1,2,46,45,3ptum5fjcgw51mqui0gu6uuf4,1,29.2,42.8,2025-04-05T15:05:35.959Z,2025-04-05T15:05:42Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5625413381,213,1.14,5625413373,141,73.5,5625413369,140,38.3,5625413377,212,23.0,5625413365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796295283,525,1,2,46,51,3ptum5fjcgw51mqui0gu6uuf4,0,42.2,80.3,2025-04-05T15:05:41.999Z,2025-04-05T15:11:58Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5625413931,141,95.6,5625413929,140,65.5,5625413927,56,Left,5625413933,212,26.6,5625413935,213,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796295371,432,43,2,46,55,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-04-05T15:05:45.543Z,2025-04-05T15:11:51Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5625493357,144,61,5625414367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796309879,484,1,2,46,55,7efqk7uh63928il0yffxijnv7,1,23.7,4.7,2025-04-05T15:05:45.928Z,2025-04-05T15:11:34Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5625489579,140,29.9,5625489583,212,6.5,5625489577,56,Back,5625489585,213,6.19,5625489581,141,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796310277,485,61,2,46,56,7efqk7uh63928il0yffxijnv7,0,38.0,3.8,2025-04-05T15:05:46.432Z,2025-04-05T15:11:48Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5625491725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796295427,433,5,2,46,56,7efqk7uh63928il0yffxijnv7,0,30.1,-2.0,2025-04-05T15:05:46.577Z,2025-04-05T15:06:39Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5625414749,233,526,5625414627,56,Back,5625414629,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796295343,526,5,2,46,56,3ptum5fjcgw51mqui0gu6uuf4,1,69.9,102.0,2025-04-05T15:05:46.577Z,2025-04-05T15:06:39Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5625414211,56,Left,5625414707,233,433,5625414213,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796295659,527,1,2,47,2,3ptum5fjcgw51mqui0gu6uuf4,1,62.3,100.0,2025-04-05T15:05:52.438Z,2025-04-05T15:05:54Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5625415561,56,Left,5625415577,213,5.69,5625415575,212,12.7,5625415571,141,91.5,5625415557,107,,5625415567,140,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796295733,528,1,2,47,6,3ptum5fjcgw51mqui0gu6uuf4,0,67.4,79.7,2025-04-05T15:05:56.262Z,2025-04-05T15:05:56Z,46ums24te70jl5qclztg8xhwp,C. David,,,5625415937,213,0.00,5625415929,56,Left,5625415931,140,79.2,5625415935,212,12.4,5625415933,141,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796295881,434,12,2,47,6,7efqk7uh63928il0yffxijnv7,1,23.6,12.5,2025-04-05T15:05:57.037Z,2025-04-05T15:05:59Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5625416647,212,24.3,5625416651,213,0.75,5625416641,56,Back,5625416645,141,37.0,5625416643,140,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796295963,435,1,2,47,9,7efqk7uh63928il0yffxijnv7,1,41.3,37.6,2025-04-05T15:05:59.597Z,2025-04-05T15:06:01Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5625417015,56,Back,5625417017,140,36.4,5625417021,212,10.3,5625417065,156,,5625417023,213,2.09,5625417019,141,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796296253,436,1,2,47,16,7efqk7uh63928il0yffxijnv7,1,76.4,73.8,2025-04-05T15:06:06.389Z,2025-04-05T15:06:08Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5625418495,141,89.0,5625418491,140,91.3,5625418485,56,Left,5625418499,212,18.8,5625418501,213,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
