id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/value
2802986077,607,1,2,53,17,8eab5wbcnttsiosd1o8c71gmk,1,30.8,54.8,2025-04-19T13:14:29.024Z,2025-04-19T13:14:32Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5662336909,213,5.04,5662336901,56,Back,5662336903,140,36.5,5662336905,141,28.5,5662336907,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986151,608,1,2,53,21,8eab5wbcnttsiosd1o8c71gmk,1,35.9,27.1,2025-04-19T13:14:32.384Z,2025-04-19T13:14:38Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5662337255,141,42.5,5662337257,212,10.7,5662337251,56,Back,5662337253,140,33.6,5662337259,213,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986165,609,1,2,53,25,8eab5wbcnttsiosd1o8c71gmk,0,33.6,42.5,2025-04-19T13:14:36.953Z,2025-04-19T13:14:42Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5662337329,213,4.82,5662337319,157,,5662337325,141,0.0,5662337331,1,,5662337323,140,36.6,5662337321,56,Back,5662337327,212,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986193,449,5,2,53,26,duspptyvnr5kpx2iko5gerhnz,1,63.6,101.0,2025-04-19T13:14:37.704Z,2025-04-19T13:51:06Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5662337497,233,610,5662337479,347,,5662337477,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986171,610,5,2,53,26,8eab5wbcnttsiosd1o8c71gmk,0,36.4,-1.0,2025-04-19T13:14:37.704Z,2025-04-19T13:51:06Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5662337355,56,Back,5662337357,347,,5662337509,233,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986247,450,1,2,53,29,duspptyvnr5kpx2iko5gerhnz,1,63.8,100.0,2025-04-19T13:14:41.079Z,2025-04-19T13:14:45Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5662337749,212,39.9,5662337751,213,3.47,5662337741,107,,5662337743,56,Back,5662337753,1,,5662337745,140,27.8,5662337747,141,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986273,451,43,2,53,34,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-04-19T13:14:45.303Z,2025-04-19T13:15:06Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5662337899,141,84.2,5662337897,140,27.2,5662337895,56,Back,5662337901,212,1.1,5662337903,213,2.19,5662339357,144,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986295,452,1,2,53,35,duspptyvnr5kpx2iko5gerhnz,1,27.2,83.3,2025-04-19T13:14:46.727Z,2025-04-19T13:14:48Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5662338011,140,14.7,5662338013,141,43.4,5662338009,56,Back,5662338019,213,4.26,5662338017,212,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986365,453,1,2,53,37,duspptyvnr5kpx2iko5gerhnz,1,14.7,43.4,2025-04-19T13:14:48.392Z,2025-04-19T13:14:53Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,,5662338415,56,Center,5662338421,212,55.9,5662338417,140,67.9,5662338423,213,6.25,5662338425,1,,5662338413,157,,5662338419,141,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986377,454,44,2,53,41,duspptyvnr5kpx2iko5gerhnz,1,66.0,33.4,2025-04-19T13:14:52.287Z,2025-04-19T13:49:50Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5662338477,56,Center,5662338479,286,,5662338495,233,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986349,611,44,2,53,41,8eab5wbcnttsiosd1o8c71gmk,0,34.0,66.6,2025-04-19T13:14:52.288Z,2025-04-19T13:49:50Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5662338525,233,454,5662338297,56,Back,5662338299,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986395,455,1,2,53,41,duspptyvnr5kpx2iko5gerhnz,0,67.9,40.3,2025-04-19T13:14:52.471Z,2025-04-19T13:56:23Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5662338551,140,69.9,5662338553,141,41.0,5662338549,56,Center,5662338555,212,2.2,5662338545,3,,5662338557,213,0.22,5662338547,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986409,613,1,2,53,44,8eab5wbcnttsiosd1o8c71gmk,1,29.5,66.3,2025-04-19T13:14:55.919Z,2025-04-19T13:14:57Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5662338593,213,3.50,5662338589,141,53.7,5662338591,212,24.5,5662338587,140,7.6,5662338585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986437,614,1,2,53,45,8eab5wbcnttsiosd1o8c71gmk,1,7.6,53.7,2025-04-19T13:14:57.024Z,2025-04-19T13:14:59Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5662338817,212,22.2,5662338815,141,84.1,5662338813,140,15.3,5662338811,56,Back,5662338819,213,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986487,615,1,2,53,48,8eab5wbcnttsiosd1o8c71gmk,1,15.7,86.2,2025-04-19T13:14:59.344Z,2025-04-19T13:15:03Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5662339125,140,27.2,5662339131,213,0.46,5662339127,141,95.1,5662339129,212,13.5,5662339123,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986515,616,1,2,53,51,8eab5wbcnttsiosd1o8c71gmk,1,22.9,88.1,2025-04-19T13:15:02.896Z,2025-04-19T13:15:05Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5662339303,141,64.6,5662339299,56,Back,5662339307,213,3.86,5662339301,140,5.4,5662339305,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986547,617,1,2,53,54,8eab5wbcnttsiosd1o8c71gmk,1,6.2,64.6,2025-04-19T13:15:05.392Z,2025-04-19T13:15:08Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5662339483,56,Back,5662339487,141,59.7,5662339485,140,21.8,5662339489,212,16.7,5662339491,213,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986569,618,1,2,53,57,8eab5wbcnttsiosd1o8c71gmk,1,21.8,59.7,2025-04-19T13:15:08.655Z,2025-04-19T13:15:10Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5662339607,141,33.3,5662339605,140,10.7,5662339609,212,21.4,5662339611,213,4.14,5662339603,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986583,619,1,2,53,59,8eab5wbcnttsiosd1o8c71gmk,1,10.7,32.8,2025-04-19T13:15:10.511Z,2025-04-19T13:15:12Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5662339693,213,5.10,5662339691,212,13.3,5662339689,141,14.7,5662339687,140,15.5,5662339685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986605,620,1,2,54,0,8eab5wbcnttsiosd1o8c71gmk,1,15.9,14.7,2025-04-19T13:15:11.935Z,2025-04-19T13:15:13Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5662339813,140,25.0,5662339811,56,Back,5662339819,213,6.20,5662339815,141,13.5,5662339817,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986635,621,1,2,54,2,8eab5wbcnttsiosd1o8c71gmk,1,25.5,13.5,2025-04-19T13:15:13.328Z,2025-04-19T13:15:16Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5662339957,56,Back,5662339961,141,17.7,5662339963,212,8.9,5662339959,140,33.5,5662339965,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986623,456,83,2,54,3,duspptyvnr5kpx2iko5gerhnz,0,74.8,78.4,2025-04-19T13:15:14.935Z,2025-04-19T13:15:17Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5662340073,399,bwn0e8pjrikjcpold20o2os2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986649,622,1,2,54,4,8eab5wbcnttsiosd1o8c71gmk,0,33.8,19.2,2025-04-19T13:15:15.919Z,2025-04-19T13:15:16Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5662340029,141,12.2,5662340025,56,Back,5662340033,213,5.75,5662340031,212,9.3,5662340027,140,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986659,457,8,2,54,6,duspptyvnr5kpx2iko5gerhnz,1,67.4,87.2,2025-04-19T13:15:17.542Z,2025-04-19T13:15:17Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5662340081,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986697,459,1,2,54,7,duspptyvnr5kpx2iko5gerhnz,1,60.9,87.2,2025-04-19T13:15:18.888Z,2025-04-19T13:15:20Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5662340241,140,46.7,5662340247,213,2.85,5662340243,141,93.8,5662340239,56,Back,5662340245,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986699,460,50,2,54,9,duspptyvnr5kpx2iko5gerhnz,1,45.2,90.2,2025-04-19T13:15:20.664Z,2025-04-19T13:15:26Z,84wint64ygxx3pi5fz3mr12j8,N. Fleuriau Chateau,,,5662340371,233,623,5662340251,56,Back,5662340253,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986721,623,7,2,54,9,8eab5wbcnttsiosd1o8c71gmk,0,54.8,9.8,2025-04-19T13:15:20.665Z,2025-04-19T13:18:31Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5662340339,233,460,5662340329,167,,5662340331,56,Right,5662340333,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986835,462,61,2,54,10,duspptyvnr5kpx2iko5gerhnz,1,46.0,94.8,2025-04-19T13:15:21.410Z,2025-04-19T13:15:50Z,84wint64ygxx3pi5fz3mr12j8,N. Fleuriau Chateau,,,5662340907,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986833,461,5,2,54,11,duspptyvnr5kpx2iko5gerhnz,0,42.0,100.9,2025-04-19T13:15:22.384Z,2025-04-19T13:51:07Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5662340899,347,,5662340933,233,624,5662340897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986783,624,5,2,54,11,8eab5wbcnttsiosd1o8c71gmk,1,58.0,-0.9,2025-04-19T13:15:22.384Z,2025-04-19T13:51:06Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5662340603,56,Right,5662340605,347,,5662340971,233,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986861,625,1,2,54,19,8eab5wbcnttsiosd1o8c71gmk,1,58.5,0.0,2025-04-19T13:15:30.720Z,2025-04-19T13:15:45Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5662342063,107,,5662341095,212,8.7,5662341089,56,Right,5662341097,213,1.94,5662341091,140,55.5,5662341093,141,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802989357,663,1,2,54,20,8eab5wbcnttsiosd1o8c71gmk,1,68.4,13.9,2025-04-19T13:15:31.345Z,2025-04-19T13:19:07Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5662356307,212,8.7,5662356305,141,19.9,5662356301,56,Right,5662356303,140,61.1,5662356309,213,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986871,626,1,2,54,21,8eab5wbcnttsiosd1o8c71gmk,1,54.4,13.5,2025-04-19T13:15:32.208Z,2025-04-19T13:19:08Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5662341209,212,29.6,5662341211,213,1.94,5662341203,56,Back,5662341205,140,44.3,5662341207,141,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986941,627,1,2,54,22,8eab5wbcnttsiosd1o8c71gmk,1,44.3,54.2,2025-04-19T13:15:33.631Z,2025-04-19T13:15:38Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5662341591,213,0.67,5662341589,212,15.5,5662341583,56,Center,5662341587,141,68.4,5662341585,140,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986959,628,1,2,54,27,8eab5wbcnttsiosd1o8c71gmk,0,65.1,75.7,2025-04-19T13:15:38.288Z,2025-04-19T13:15:39Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5662341715,155,,5662341717,56,Center,5662341723,212,29.0,5662341721,141,53.3,5662341725,213,5.73,5662341713,2,,5662341719,140,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986985,464,12,2,54,28,duspptyvnr5kpx2iko5gerhnz,1,12.3,50.9,2025-04-19T13:15:39.192Z,2025-04-19T13:15:41Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5662341817,140,3.6,5662341823,213,1.97,5662341821,212,23.7,5662341815,56,Back,5662341841,15,,5662341819,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987011,465,12,2,54,32,duspptyvnr5kpx2iko5gerhnz,1,2.8,85.6,2025-04-19T13:15:43.463Z,2025-04-19T13:15:44Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5662341969,140,8.2,5662341973,212,11.6,5662341971,141,100.0,5662341975,213,1.06,5662342045,167,,5662341967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987013,466,5,2,54,32,duspptyvnr5kpx2iko5gerhnz,0,10.4,100.8,2025-04-19T13:15:43.961Z,2025-04-19T13:15:49Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5662341981,347,,5662341979,56,Back,5662342191,233,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987043,631,5,2,54,32,8eab5wbcnttsiosd1o8c71gmk,1,89.6,-0.8,2025-04-19T13:15:43.961Z,2025-04-19T13:51:07Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5662342161,347,,5662342159,56,Right,5662342175,233,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987303,632,1,2,54,53,8eab5wbcnttsiosd1o8c71gmk,1,86.7,0.0,2025-04-19T13:16:05.120Z,2025-04-19T13:16:07Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5662343615,141,9.4,5662343617,212,7.2,5662343609,107,,5662343619,213,1.44,5662343611,56,Right,5662343613,140,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987309,633,50,2,54,56,8eab5wbcnttsiosd1o8c71gmk,1,88.2,9.8,2025-04-19T13:16:07.224Z,2025-04-19T13:49:37Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5662343649,286,,5662343817,233,469,5662343647,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987333,469,7,2,54,56,duspptyvnr5kpx2iko5gerhnz,1,11.8,90.2,2025-04-19T13:16:07.225Z,2025-04-19T13:49:37Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5662343795,233,633,5662343777,285,,5662343775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987349,470,1,2,54,58,duspptyvnr5kpx2iko5gerhnz,0,12.6,88.4,2025-04-19T13:16:09.479Z,2025-04-19T13:16:10Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5662343849,213,5.90,5662343845,141,82.6,5662343843,140,22.0,5662343847,212,10.6,5662343841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987389,635,1,2,55,1,8eab5wbcnttsiosd1o8c71gmk,1,74.1,15.0,2025-04-19T13:16:12.560Z,2025-04-19T13:16:13Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5662344075,141,34.3,5662344077,212,20.2,5662344071,56,Center,5662344073,140,59.5,5662344079,213,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987427,636,1,2,55,2,8eab5wbcnttsiosd1o8c71gmk,1,59.5,34.3,2025-04-19T13:16:13.808Z,2025-04-19T13:16:16Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5662344279,140,64.2,5662344285,213,1.05,5662344277,56,Center,5662344283,212,9.9,5662344281,141,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987447,637,1,2,55,5,8eab5wbcnttsiosd1o8c71gmk,1,64.2,46.9,2025-04-19T13:16:16.352Z,2025-04-19T13:16:51Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5662344367,56,Right,5662344375,213,4.87,5662344373,212,24.8,5662344369,140,67.9,5662344371,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987535,638,1,2,55,12,8eab5wbcnttsiosd1o8c71gmk,1,67.3,12.0,2025-04-19T13:16:23.456Z,2025-04-19T13:16:25Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5662344883,56,Center,5662344887,141,24.9,5662344885,140,68.5,5662344889,212,8.9,5662344891,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987581,639,1,2,55,14,8eab5wbcnttsiosd1o8c71gmk,1,68.2,21.9,2025-04-19T13:16:25.296Z,2025-04-19T13:16:28Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5662345117,213,4.49,5662345111,140,65.6,5662345113,141,4.1,5662345115,212,12.4,5662345109,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987621,640,1,2,55,17,8eab5wbcnttsiosd1o8c71gmk,1,63.6,6.1,2025-04-19T13:16:28.400Z,2025-04-19T13:16:34Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5662345373,140,29.4,5662345371,56,Back,5662345379,213,2.97,5662345381,1,,5662345377,212,36.4,5662345375,141,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987657,641,1,2,55,22,8eab5wbcnttsiosd1o8c71gmk,1,26.9,19.4,2025-04-19T13:16:34.032Z,2025-04-19T13:16:38Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5662345621,141,43.9,5662345623,212,21.1,5662345617,56,Back,5662345625,213,2.23,5662345619,140,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987709,642,1,2,55,29,8eab5wbcnttsiosd1o8c71gmk,1,14.5,40.9,2025-04-19T13:16:40.369Z,2025-04-19T13:16:55Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5662345915,212,51.7,5662345917,213,6.10,5662345919,1,,5662345909,56,Center,5662346701,155,,5662345913,141,27.1,5662345911,140,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987715,643,61,2,55,32,8eab5wbcnttsiosd1o8c71gmk,0,64.3,25.3,2025-04-19T13:16:43.744Z,2025-04-19T13:16:44Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5662345941,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987763,472,1,2,55,33,duspptyvnr5kpx2iko5gerhnz,0,24.3,79.1,2025-04-19T13:16:44.585Z,2025-04-19T13:16:47Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5662346229,213,1.38,5662346217,140,25.3,5662346221,141,87.2,5662346209,3,,5662346225,212,5.6,5662346213,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987769,644,61,2,55,36,8eab5wbcnttsiosd1o8c71gmk,0,73.9,11.9,2025-04-19T13:16:47.456Z,2025-04-19T13:16:47Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5662346235,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987837,474,1,2,55,38,duspptyvnr5kpx2iko5gerhnz,1,25.3,89.4,2025-04-19T13:16:50.072Z,2025-04-19T13:16:53Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5662346609,56,Back,5662346615,212,14.2,5662346613,141,70.8,5662346617,213,5.19,5662346611,140,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987855,475,1,2,55,41,duspptyvnr5kpx2iko5gerhnz,1,31.1,62.0,2025-04-19T13:16:53.127Z,2025-04-19T13:16:55Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5662346693,1,,5662346689,212,38.5,5662346691,213,5.12,5662346685,140,45.7,5662346687,141,10.1,5662346683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987887,476,1,2,55,44,duspptyvnr5kpx2iko5gerhnz,1,45.7,10.1,2025-04-19T13:16:55.432Z,2025-04-19T13:16:59Z,di62c8bxsf1t8jrhzu47qb7u2,J. Lakkamäki,,,5662346929,141,23.3,5662346925,56,Back,5662346933,213,2.59,5662346931,212,17.0,5662346927,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987911,477,1,2,55,47,duspptyvnr5kpx2iko5gerhnz,1,31.9,22.5,2025-04-19T13:16:59.063Z,2025-04-19T13:17:00Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5662347047,212,16.4,5662347045,141,4.3,5662347049,213,5.43,5662347041,56,Back,5662347043,140,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987945,478,1,2,55,49,duspptyvnr5kpx2iko5gerhnz,1,41.6,4.9,2025-04-19T13:17:00.791Z,2025-04-19T13:17:02Z,di62c8bxsf1t8jrhzu47qb7u2,J. Lakkamäki,,,5662347247,213,2.54,5662347241,140,24.6,5662347243,141,23.0,5662347239,56,Back,5662347245,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987969,479,1,2,55,51,duspptyvnr5kpx2iko5gerhnz,1,25.5,25.0,2025-04-19T13:17:02.663Z,2025-04-19T13:17:04Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5662347393,213,1.66,5662347391,212,19.0,5662347389,141,52.8,5662347383,56,Back,5662347385,140,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987999,480,1,2,55,53,duspptyvnr5kpx2iko5gerhnz,1,24.6,53.4,2025-04-19T13:17:04.696Z,2025-04-19T13:17:07Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5662347555,141,84.5,5662347557,212,21.6,5662347551,56,Back,5662347553,140,28.8,5662347559,213,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802988031,481,1,2,55,55,duspptyvnr5kpx2iko5gerhnz,1,29.2,83.3,2025-04-19T13:17:06.887Z,2025-04-19T13:17:10Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5662347749,56,Back,5662347751,140,44.5,5662347753,141,96.6,5662347755,212,18.4,5662347757,213,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802988055,483,1,2,56,1,duspptyvnr5kpx2iko5gerhnz,0,39.8,95.9,2025-04-19T13:17:12.538Z,2025-04-19T13:17:13Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5662347945,1,,5662347941,212,34.2,5662347943,213,6.18,5662347939,141,90.6,5662347933,140,72.2,5662347927,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802988107,645,1,2,56,4,8eab5wbcnttsiosd1o8c71gmk,1,28.1,11.1,2025-04-19T13:17:15.762Z,2025-04-19T13:17:17Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5662348235,140,50.9,5662348237,141,27.7,5662348239,212,26.5,5662348241,213,0.44,5662348243,1,,5662348231,157,,5662348233,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802988155,647,1,2,56,6,8eab5wbcnttsiosd1o8c71gmk,1,46.9,31.0,2025-04-19T13:17:17.809Z,2025-04-19T13:17:20Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5662348473,56,Back,5662348479,212,9.9,5662348475,140,46.3,5662348481,213,1.63,5662348477,141,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802988193,648,1,2,56,8,8eab5wbcnttsiosd1o8c71gmk,1,45.3,47.3,2025-04-19T13:17:19.650Z,2025-04-19T13:17:22Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5662348645,212,11.5,5662348643,141,55.2,5662348641,140,35.6,5662348639,56,Back,5662348649,213,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802988211,649,1,2,56,11,8eab5wbcnttsiosd1o8c71gmk,1,35.3,57.6,2025-04-19T13:17:22.288Z,2025-04-19T13:17:24Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5662348779,140,43.8,5662348785,213,6.09,5662348781,141,55.1,5662348783,212,9.1,5662348777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802988249,650,1,2,56,12,8eab5wbcnttsiosd1o8c71gmk,1,43.7,55.4,2025-04-19T13:17:24.129Z,2025-04-19T13:17:27Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5662349027,140,45.6,5662349035,212,16.1,5662349023,56,Back,5662349037,213,4.84,5662349031,141,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
