id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2815778959,551,58,2,55,41,cy6zs39z79dcfbr4xzkp38z7q,0,0.0,0.0,2025-05-17T15:15:40.817Z,2025-05-17T15:16:02Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,5732843465,73,,5732845047,233,472,5732843457,186,,5732843461,179,,5732843455,9,,5732843469,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815779847,552,1,2,56,32,cy6zs39z79dcfbr4xzkp38z7q,1,50.2,50.1,2025-05-17T15:16:31.803Z,2025-05-17T15:16:34Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,5732847937,212,13.8,5732847939,213,2.95,5732847931,56,Back,5732847933,140,37.3,5732847935,141,54.0,5732847943,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815779909,553,1,2,56,34,cy6zs39z79dcfbr4xzkp38z7q,1,35.7,50.4,2025-05-17T15:16:34.021Z,2025-05-17T15:16:37Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,5732848305,140,33.5,5732848311,213,4.62,5732848309,212,25.0,5732848307,141,13.8,5732848303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815779963,554,1,2,56,37,cy6zs39z79dcfbr4xzkp38z7q,1,33.9,17.3,2025-05-17T15:16:37.224Z,2025-05-17T15:16:40Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,5732848511,140,23.6,5732848515,212,13.8,5732848517,213,2.48,5732848509,56,Back,5732848513,141,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815780103,555,1,2,56,40,cy6zs39z79dcfbr4xzkp38z7q,1,27.5,36.7,2025-05-17T15:16:39.879Z,2025-05-17T15:16:48Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5732849143,140,27.2,5732849141,56,Back,5732849145,141,69.4,5732849147,212,22.2,5732849149,213,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815780163,556,1,2,56,48,cy6zs39z79dcfbr4xzkp38z7q,1,39.9,78.2,2025-05-17T15:16:48.128Z,2025-05-17T15:16:51Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5732849505,212,22.4,5732849501,140,24.6,5732849507,213,3.91,5732849499,56,Back,5732849503,141,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815780243,557,1,2,56,52,cy6zs39z79dcfbr4xzkp38z7q,1,25.1,55.2,2025-05-17T15:16:51.518Z,2025-05-17T15:16:56Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,5732849965,213,4.96,5732849957,56,Back,5732849959,140,28.4,5732849961,141,35.4,5732849963,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815780347,558,1,2,56,56,cy6zs39z79dcfbr4xzkp38z7q,1,30.8,42.5,2025-05-17T15:16:56.080Z,2025-05-17T15:16:59Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5732850397,56,Back,5732850403,141,68.1,5732850407,213,1.19,5732850405,212,18.8,5732850401,140,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815780499,559,1,2,56,59,cy6zs39z79dcfbr4xzkp38z7q,1,40.8,69.0,2025-05-17T15:16:59.298Z,2025-05-17T15:17:04Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5732851033,212,17.2,5732851027,56,Back,5732851035,213,4.95,5732851029,140,44.7,5732851031,141,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815780527,560,1,2,57,5,cy6zs39z79dcfbr4xzkp38z7q,0,52.5,42.1,2025-05-17T15:17:04.500Z,2025-05-17T15:17:06Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5732851177,155,,5732851179,56,Left,5732851187,141,100.0,5732851193,1,,5732851189,212,43.3,5732851183,140,67.6,5732851191,213,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815780541,474,5,2,57,6,3ptum5fjcgw51mqui0gu6uuf4,1,30.5,-1.6,2025-05-17T15:17:06.171Z,2025-05-17T15:35:03Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,5732851235,347,,5732851283,233,561,5732851233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815780535,561,5,2,57,6,cy6zs39z79dcfbr4xzkp38z7q,0,69.5,101.6,2025-05-17T15:17:06.171Z,2025-05-17T15:35:03Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5732851317,233,474,5732851213,56,Left,5732851215,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815780991,475,43,2,57,26,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-05-17T15:17:25.919Z,2025-05-17T15:17:27Z,b7594v117himyndjrpkval8us,E. Okereke,,5732853641,144,61,5732853415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815781169,476,1,2,57,27,3ptum5fjcgw51mqui0gu6uuf4,1,28.5,0.0,2025-05-17T15:17:26.704Z,2025-05-17T15:17:43Z,b7594v117himyndjrpkval8us,E. Okereke,,5732854435,189,,5732854337,107,,5732854351,212,18.7,5732854343,140,27.4,5732854347,141,26.1,5732854353,213,1.63,5732854341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815781301,478,61,2,57,30,3ptum5fjcgw51mqui0gu6uuf4,1,35.7,32.2,2025-05-17T15:17:29.321Z,2025-05-17T15:17:45Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,5732855157,189,,5732855063,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815781201,477,61,2,57,32,3ptum5fjcgw51mqui0gu6uuf4,1,37.0,59.6,2025-05-17T15:17:31.856Z,2025-05-17T15:17:46Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,5732854519,56,Back,5732854563,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815781207,562,49,2,57,34,cy6zs39z79dcfbr4xzkp38z7q,1,56.9,34.8,2025-05-17T15:17:33.890Z,2025-05-17T15:17:34Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,5732854545,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815781257,563,1,2,57,35,cy6zs39z79dcfbr4xzkp38z7q,1,56.9,34.8,2025-05-17T15:17:34.702Z,2025-05-17T15:17:36Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,5732854789,213,3.56,5732854777,56,Back,5732854787,212,14.2,5732854781,140,44.5,5732854783,141,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815781385,564,1,2,57,36,cy6zs39z79dcfbr4xzkp38z7q,1,45.3,26.4,2025-05-17T15:17:35.874Z,2025-05-17T15:17:41Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,5732855465,140,40.2,5732855461,56,Back,5732855469,141,40.0,5732855473,212,10.7,5732855477,213,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815781537,565,1,2,57,42,cy6zs39z79dcfbr4xzkp38z7q,1,43.6,39.2,2025-05-17T15:17:41.325Z,2025-05-17T15:17:47Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5732856185,56,Back,5732856189,141,70.9,5732856193,213,1.35,5732856187,140,48.3,5732856191,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815781625,566,1,2,57,47,cy6zs39z79dcfbr4xzkp38z7q,1,55.1,70.8,2025-05-17T15:17:47.122Z,2025-05-17T15:17:52Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5732856655,213,1.34,5732856651,141,89.1,5732856649,140,57.9,5732856653,212,12.8,5732856647,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815781713,567,1,2,57,52,cy6zs39z79dcfbr4xzkp38z7q,1,55.2,72.3,2025-05-17T15:17:51.918Z,2025-05-17T15:17:56Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,5732857107,56,Back,5732857113,212,22.9,5732857109,140,46.0,5732857111,141,41.8,5732857115,213,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815781781,568,1,2,57,56,cy6zs39z79dcfbr4xzkp38z7q,1,49.0,38.5,2025-05-17T15:17:56.042Z,2025-05-17T15:17:58Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5732857459,213,5.14,5732857451,141,2.9,5732857455,212,26.6,5732857445,56,Right,5732857447,140,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815781839,569,1,2,57,59,cy6zs39z79dcfbr4xzkp38z7q,1,59.6,2.9,2025-05-17T15:17:58.698Z,2025-05-17T15:18:01Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,5732857821,213,0.00,5732857815,140,64.0,5732857813,56,Right,5732857817,141,2.9,5732857819,212,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815781905,570,1,2,58,1,cy6zs39z79dcfbr4xzkp38z7q,1,65.0,4.6,2025-05-17T15:18:01.119Z,2025-05-17T15:18:04Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,5732858147,141,16.8,5732858135,155,,5732858149,212,20.9,5732858145,140,83.3,5732858141,56,Right,5732858155,213,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815781919,571,1,2,58,4,cy6zs39z79dcfbr4xzkp38z7q,0,87.1,17.3,2025-05-17T15:18:03.900Z,2025-05-17T15:18:25Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,5732858209,56,Right,5732858401,286,,5732858223,213,0.94,5732858397,233,479,5732858199,2,,5732858213,140,88.0,5732858219,212,1.6,5732858217,141,19.2,5732858395,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815781935,479,12,2,58,4,3ptum5fjcgw51mqui0gu6uuf4,1,10.1,77.0,2025-05-17T15:18:04Z,2025-05-17T15:18:05Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,5732858329,185,,5732858423,233,571,5732858333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815782055,572,1,2,58,9,cy6zs39z79dcfbr4xzkp38z7q,0,81.1,61.2,2025-05-17T15:18:08.352Z,2025-05-17T15:18:10Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,5732859029,213,0.29,5732859019,140,90.7,5732859027,212,10.5,5732859015,56,Center,5732859023,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815782085,480,12,2,58,11,3ptum5fjcgw51mqui0gu6uuf4,1,9.4,31.5,2025-05-17T15:18:11.297Z,2025-05-17T15:19:05Z,b7594v117himyndjrpkval8us,E. Okereke,,5732859243,213,5.05,5732859299,167,,5732859235,56,Back,5732859239,141,0.0,5732859237,140,17.0,5732859241,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815782095,481,5,2,58,12,3ptum5fjcgw51mqui0gu6uuf4,0,14.8,-2.0,2025-05-17T15:18:11.477Z,2025-05-17T15:35:04Z,b7594v117himyndjrpkval8us,E. Okereke,,5732859281,56,Back,5732859321,233,573,5732859283,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815782073,573,5,2,58,12,cy6zs39z79dcfbr4xzkp38z7q,1,85.2,102.0,2025-05-17T15:18:11.477Z,2025-05-17T15:35:03Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,5732859169,347,,5732859167,56,Left,5732859303,233,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815782481,574,1,2,58,33,cy6zs39z79dcfbr4xzkp38z7q,1,88.9,100.0,2025-05-17T15:18:32.708Z,2025-05-17T15:22:50Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,5732861113,140,67.2,5732861111,56,Left,5732861117,212,24.8,5732861119,213,3.55,5732861109,107,,5732865341,189,,5732861121,1,,5732861115,141,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815782533,575,1,2,58,34,cy6zs39z79dcfbr4xzkp38z7q,1,70.4,88.9,2025-05-17T15:18:33.958Z,2025-05-17T15:18:36Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5732861377,141,79.4,5732861379,212,20.5,5732861381,213,5.96,5732861371,56,Left,5732861375,140,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815782657,576,1,2,58,37,cy6zs39z79dcfbr4xzkp38z7q,1,81.6,75.6,2025-05-17T15:18:36.536Z,2025-05-17T15:18:42Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,5732861965,56,Center,5732861973,141,67.8,5732861969,140,78.1,5732861977,213,4.11,5732861975,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815782551,482,43,2,58,37,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-05-17T15:18:37.096Z,2025-05-17T15:19:01Z,b7594v117himyndjrpkval8us,E. Okereke,,5732864131,144,45,5732861459,285,0,5732861457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815782553,483,43,2,58,37,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-05-17T15:18:37.191Z,2025-05-17T15:19:44Z,b7594v117himyndjrpkval8us,E. Okereke,,5732869021,144,83,5732862119,399,80whrqt5ch885cdrzpzlez85w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815782689,577,43,2,58,42,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-05-17T15:18:42.113Z,2025-05-17T15:22:14Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,5732862097,56,Center,5732862099,286,0,5732885343,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815782667,484,83,2,58,42,3ptum5fjcgw51mqui0gu6uuf4,0,32.9,46.9,2025-05-17T15:18:42.136Z,2025-05-17T15:18:48Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,5732862575,399,80whrqt5ch885cdrzpzlez85w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815782787,578,1,2,58,45,cy6zs39z79dcfbr4xzkp38z7q,1,75.8,30.1,2025-05-17T15:18:44.753Z,2025-05-17T15:18:48Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,5732862553,140,78.8,5732862551,56,Right,5732862557,212,7.1,5732862559,213,5.17,5732862555,141,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815782821,579,1,2,58,49,cy6zs39z79dcfbr4xzkp38z7q,0,80.1,38.3,2025-05-17T15:18:48.769Z,2025-05-17T15:18:50Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,5732862743,213,1.13,5732862733,155,,5732862741,212,14.5,5732862737,140,86.0,5732862739,141,57.6,5732862735,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815782877,485,12,2,58,51,3ptum5fjcgw51mqui0gu6uuf4,1,13.1,36.4,2025-05-17T15:18:50.776Z,2025-05-17T15:18:53Z,b7594v117himyndjrpkval8us,E. Okereke,,5732863055,56,Back,5732863059,141,15.6,5732863097,212,17.0,5732863169,15,,5732863057,140,22.0,5732863101,213,5.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815783011,580,1,2,58,58,cy6zs39z79dcfbr4xzkp38z7q,0,75.7,90.9,2025-05-17T15:18:57.407Z,2025-05-17T15:23:26Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,5732863711,56,Left,5732863719,213,2.88,5732863717,212,1.3,5732892441,286,,5732863713,140,74.5,5732892435,236,,5732863715,141,91.4,5732892437,233,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815783003,486,74,2,58,58,3ptum5fjcgw51mqui0gu6uuf4,1,23.9,15.2,2025-05-17T15:18:57.408Z,2025-05-17T15:58:22Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,5732892223,233,580,5732863683,56,Back,5732892155,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815783047,487,5,2,58,59,3ptum5fjcgw51mqui0gu6uuf4,0,33.8,-2.0,2025-05-17T15:18:58.793Z,2025-05-17T15:19:14Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,5732863905,347,,5732864063,233,581,5732865419,361,,5732863903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815783061,581,5,2,58,59,cy6zs39z79dcfbr4xzkp38z7q,1,66.2,102.0,2025-05-17T15:18:58.793Z,2025-05-17T15:35:04Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,5732863967,56,Left,5732863969,347,,5732864019,233,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815783191,582,1,2,59,3,cy6zs39z79dcfbr4xzkp38z7q,1,64.6,100.0,2025-05-17T15:19:02.562Z,2025-05-17T15:19:06Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,5732864595,213,3.42,5732864585,107,,5732864591,141,89.6,5732864597,1,,5732864593,212,30.4,5732864587,56,Back,5732864589,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815783299,583,1,2,59,7,cy6zs39z79dcfbr4xzkp38z7q,1,33.7,84.5,2025-05-17T15:19:06.624Z,2025-05-17T15:19:11Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5732865165,141,53.6,5732865157,56,Back,5732865171,213,4.64,5732865161,140,32.2,5732865169,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815783429,584,1,2,59,15,cy6zs39z79dcfbr4xzkp38z7q,1,33.3,54.2,2025-05-17T15:19:14.436Z,2025-05-17T15:19:17Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5732865815,213,1.04,5732865811,141,79.1,5732865809,140,42.8,5732865813,212,19.7,5732865807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815783459,585,1,2,59,17,cy6zs39z79dcfbr4xzkp38z7q,1,51.7,81.8,2025-05-17T15:19:16.858Z,2025-05-17T15:19:18Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,5732865931,140,44.1,5732865929,56,Back,5732865979,189,,5732865937,212,9.7,5732865933,141,73.8,5732865941,213,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815783589,586,1,2,59,22,cy6zs39z79dcfbr4xzkp38z7q,1,40.8,72.7,2025-05-17T15:19:21.716Z,2025-05-17T15:19:23Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5732866501,56,Back,5732866509,141,57.8,5732866511,212,10.1,5732866505,140,41.0,5732866513,213,4.73,5732866543,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815783615,587,1,2,59,24,cy6zs39z79dcfbr4xzkp38z7q,1,40.9,59.4,2025-05-17T15:19:23.387Z,2025-05-17T15:19:24Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5732866639,140,46.2,5732866645,213,5.00,5732866641,141,31.5,5732866637,56,Back,5732866643,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815783725,588,1,2,59,25,cy6zs39z79dcfbr4xzkp38z7q,1,46.5,30.3,2025-05-17T15:19:24.778Z,2025-05-17T15:19:28Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,5732867171,141,2.8,5732867175,213,5.31,5732867167,56,Right,5732867173,212,22.5,5732867169,140,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815783745,589,1,2,59,28,cy6zs39z79dcfbr4xzkp38z7q,1,58.8,2.9,2025-05-17T15:19:27.980Z,2025-05-17T15:19:28Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,5732867279,141,4.3,5732867277,140,64.0,5732867281,212,5.5,5732867275,56,Right,5732867283,213,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815783779,590,1,2,59,29,cy6zs39z79dcfbr4xzkp38z7q,1,64.0,4.3,2025-05-17T15:19:28.730Z,2025-05-17T15:19:30Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,5732867491,141,11.3,5732867495,213,2.65,5732867487,56,Right,5732867493,212,10.1,5732867489,140,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815783853,591,1,2,59,31,cy6zs39z79dcfbr4xzkp38z7q,1,55.4,11.9,2025-05-17T15:19:30.557Z,2025-05-17T15:19:33Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,5732867869,56,Back,5732867873,141,33.7,5732867877,213,2.17,5732867871,140,45.7,5732867875,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815783953,592,1,2,59,34,cy6zs39z79dcfbr4xzkp38z7q,1,46.1,36.7,2025-05-17T15:19:33.432Z,2025-05-17T15:19:38Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5732868371,141,69.9,5732868375,213,1.51,5732868367,56,Back,5732868373,212,22.6,5732868369,140,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815784015,593,1,2,59,39,cy6zs39z79dcfbr4xzkp38z7q,1,61.8,71.1,2025-05-17T15:19:38.712Z,2025-05-17T15:19:41Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5732868641,56,Center,5732868645,140,69.8,5732868653,212,8.8,5732868649,141,74.8,5732868657,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815784037,594,1,2,59,41,cy6zs39z79dcfbr4xzkp38z7q,1,69.8,74.8,2025-05-17T15:19:41.024Z,2025-05-17T15:19:42Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,5732868793,140,63.2,5732868791,56,Center,5732868797,212,7.4,5732868799,213,3.51,5732868825,156,,5732868795,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815784089,595,1,2,59,43,cy6zs39z79dcfbr4xzkp38z7q,1,62.2,69.7,2025-05-17T15:19:42.602Z,2025-05-17T15:19:45Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5732869075,141,56.9,5732869073,140,49.6,5732869071,56,Back,5732869079,213,3.72,5732869077,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815784115,596,1,2,59,45,cy6zs39z79dcfbr4xzkp38z7q,1,51.0,57.2,2025-05-17T15:19:44.961Z,2025-05-17T15:19:46Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5732869207,56,Center,5732869215,141,40.6,5732869217,212,11.8,5732869219,213,5.00,5732869211,140,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815784183,597,1,2,59,47,cy6zs39z79dcfbr4xzkp38z7q,1,54.2,40.4,2025-05-17T15:19:46.383Z,2025-05-17T15:19:49Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,5732869537,212,22.7,5732869539,213,4.92,5732869531,56,Right,5732869533,140,58.6,5732869535,141,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815784263,598,1,2,59,49,cy6zs39z79dcfbr4xzkp38z7q,1,59.6,9.7,2025-05-17T15:19:48.898Z,2025-05-17T15:19:52Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,5732869915,141,25.8,5732869913,140,56.2,5732869911,56,Center,5732869919,213,1.89,5732869917,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815784391,599,1,2,59,53,cy6zs39z79dcfbr4xzkp38z7q,1,61.0,21.3,2025-05-17T15:19:52.460Z,2025-05-17T15:19:58Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,5732870565,140,72.4,5732870569,212,17.2,5732870567,141,3.2,5732870571,213,5.48,5732870563,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815784461,600,1,2,59,59,cy6zs39z79dcfbr4xzkp38z7q,1,78.0,21.3,2025-05-17T15:19:58.787Z,2025-05-17T15:20:06Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,5732870943,140,92.2,5732870941,56,Center,5732870945,141,42.5,5732870947,212,20.7,5732870949,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815784517,601,1,2,60,1,cy6zs39z79dcfbr4xzkp38z7q,1,92.2,42.4,2025-05-17T15:20:01.302Z,2025-05-17T15:20:28Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,1.0,5732871193,140,91.2,5732873857,154,,5732871191,56,Center,5732871197,212,7.1,5732871199,213,1.72,5732871195,141,52.7,5732873855,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
