id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2806159661,389,1,1,43,21,cy6zs39z79dcfbr4xzkp38z7q,1,36.7,45.2,2025-04-26T12:50:20.356Z,2025-04-26T12:50:24Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5679768447,212,10.4,5679768449,213,5.72,5679768443,140,45.1,5679768441,56,Back,5679768445,141,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806159675,390,1,1,43,25,cy6zs39z79dcfbr4xzkp38z7q,1,47.7,43.9,2025-04-26T12:50:24.229Z,2025-04-26T12:50:25Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5679768503,212,16.3,5679768497,56,Center,5679768499,140,62.0,5679768505,213,5.88,5679768501,141,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806159687,391,1,1,43,26,cy6zs39z79dcfbr4xzkp38z7q,1,62.0,34.5,2025-04-26T12:50:25.493Z,2025-04-26T12:50:27Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5679768553,56,Back,5679768559,212,15.9,5679768557,141,22.4,5679768555,140,49.0,5679768561,213,3.68,5679768585,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806159745,392,1,1,43,28,cy6zs39z79dcfbr4xzkp38z7q,1,48.3,22.1,2025-04-26T12:50:27.077Z,2025-04-26T12:50:30Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5679768903,213,1.73,5679768895,56,Back,5679768901,212,8.1,5679768899,141,33.9,5679768897,140,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806159845,393,1,1,43,31,cy6zs39z79dcfbr4xzkp38z7q,1,40.9,18.6,2025-04-26T12:50:30.421Z,2025-04-26T12:50:36Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5679769417,141,43.7,5679769413,140,32.3,5679769421,212,19.3,5679769411,56,Back,5679769425,213,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806159939,394,1,1,43,37,cy6zs39z79dcfbr4xzkp38z7q,1,34.9,51.2,2025-04-26T12:50:36.565Z,2025-04-26T12:50:42Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5679769851,213,4.69,5679769849,212,13.8,5679769847,141,30.9,5679769843,56,Back,5679769845,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806160037,395,1,1,43,43,cy6zs39z79dcfbr4xzkp38z7q,1,48.5,15.8,2025-04-26T12:50:42.357Z,2025-04-26T12:50:48Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5679770273,141,20.3,5679770279,1,,5679770277,213,0.06,5679770275,212,48.6,5679770271,140,94.7,5679770267,155,,5679770269,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806160047,396,61,1,43,49,cy6zs39z79dcfbr4xzkp38z7q,0,96.1,14.4,2025-04-26T12:50:48.469Z,2025-04-26T12:50:48Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5679770317,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806160069,388,5,1,43,50,8eab5wbcnttsiosd1o8c71gmk,1,-1.3,85.4,2025-04-26T12:50:49.445Z,2025-04-26T12:51:36Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5679770443,346,,5679770457,233,397,5679770441,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806160065,397,5,1,43,50,cy6zs39z79dcfbr4xzkp38z7q,0,101.3,14.6,2025-04-26T12:50:49.445Z,2025-04-26T12:50:54Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5679770431,56,Right,5679770435,346,,5679770489,233,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806160617,389,1,1,44,23,8eab5wbcnttsiosd1o8c71gmk,0,4.9,58.4,2025-04-26T12:51:22.584Z,2025-04-26T12:51:26Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5679773181,1,,5679773175,141,90.0,5679773185,74,,5679773171,56,Left,5679773169,124,,5679773179,213,0.37,5679773173,140,57.6,5679773177,212,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806160623,398,44,1,44,26,cy6zs39z79dcfbr4xzkp38z7q,1,42.7,11.4,2025-04-26T12:51:25.205Z,2025-04-26T12:56:56Z,5lx97p0c2ja9g4vjofjr2o5pl,J. Lehtonen,,,5679773293,233,390,5679773187,56,Back,5679773189,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806160625,390,44,1,44,26,8eab5wbcnttsiosd1o8c71gmk,0,57.3,88.6,2025-04-26T12:51:25.206Z,2025-04-26T12:56:56Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5679773193,286,,5679773191,56,Left,5679773309,233,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806160639,399,1,1,44,27,cy6zs39z79dcfbr4xzkp38z7q,1,43.3,13.7,2025-04-26T12:51:25.844Z,2025-04-26T12:51:27Z,5lx97p0c2ja9g4vjofjr2o5pl,J. Lehtonen,,,5679773265,212,6.9,5679773261,140,43.7,5679773259,56,Back,5679773257,3,,5679773263,141,23.9,5679773267,213,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806160661,400,44,1,44,28,cy6zs39z79dcfbr4xzkp38z7q,1,42.0,17.9,2025-04-26T12:51:27.080Z,2025-04-26T12:56:56Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5679773493,233,391,5679773367,285,,5679773363,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806160667,391,44,1,44,28,8eab5wbcnttsiosd1o8c71gmk,0,58.0,82.1,2025-04-26T12:51:27.081Z,2025-04-26T12:56:56Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5679773529,233,400,5679773389,56,Left,5679773393,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806160673,401,1,1,44,29,cy6zs39z79dcfbr4xzkp38z7q,0,42.4,25.6,2025-04-26T12:51:27.764Z,2025-04-26T12:54:04Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5679784267,212,2.4,5679784263,140,41.6,5679784269,213,4.35,5679784265,141,22.3,5679784261,3,,5679773407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806162819,404,61,1,44,30,8eab5wbcnttsiosd1o8c71gmk,1,66.6,61.8,2025-04-26T12:51:28.658Z,2025-04-26T12:54:13Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5679785261,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806160675,402,1,1,44,30,cy6zs39z79dcfbr4xzkp38z7q,0,43.7,23.9,2025-04-26T12:51:28.660Z,2025-04-26T12:51:30Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5679773417,56,Center,5679773427,212,9.6,5679773423,141,23.3,5679773421,140,52.8,5679773431,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806160707,392,1,1,44,32,8eab5wbcnttsiosd1o8c71gmk,0,54.9,88.3,2025-04-26T12:51:30.681Z,2025-04-26T12:51:32Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5679773659,140,72.2,5679773657,56,Center,5679773671,212,21.7,5679773665,141,70.8,5679773655,157,,5679773679,1,,5679773677,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806160737,403,1,1,44,32,cy6zs39z79dcfbr4xzkp38z7q,0,33.0,29.8,2025-04-26T12:51:31.349Z,2025-04-26T12:51:34Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5679773829,141,42.4,5679773823,56,Back,5679773831,212,17.8,5679773819,3,,5679773835,213,0.50,5679773825,140,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806160785,393,3,1,44,36,8eab5wbcnttsiosd1o8c71gmk,1,55.0,54.0,2025-04-26T12:51:35.303Z,2025-04-26T12:56:55Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5679774167,233,404,5679774133,56,Center,5679774137,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806160763,404,45,1,44,36,cy6zs39z79dcfbr4xzkp38z7q,0,45.0,46.0,2025-04-26T12:51:35.303Z,2025-04-26T12:56:55Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,,5679773985,56,Back,5679774187,233,393,5679773987,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806160853,394,1,1,44,38,8eab5wbcnttsiosd1o8c71gmk,1,57.2,50.6,2025-04-26T12:51:36.886Z,2025-04-26T12:51:42Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5679774491,141,33.3,5679774495,213,5.71,5679774489,140,74.6,5679774487,56,Center,5679774493,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806160865,405,83,1,44,42,cy6zs39z79dcfbr4xzkp38z7q,1,18.8,52.4,2025-04-26T12:51:41.084Z,2025-04-26T12:52:35Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5679778521,399,bwn0e8pjrikjcpold20o2os2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806160861,395,61,1,44,43,8eab5wbcnttsiosd1o8c71gmk,0,80.3,47.2,2025-04-26T12:51:42.083Z,2025-04-26T12:52:37Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5679774527,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806160923,407,1,1,44,45,cy6zs39z79dcfbr4xzkp38z7q,1,25.2,57.2,2025-04-26T12:51:44.100Z,2025-04-26T12:51:47Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5679774893,212,17.2,5679774887,56,Back,5679774889,140,38.3,5679774895,213,0.64,5679774891,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806161083,408,1,1,44,48,cy6zs39z79dcfbr4xzkp38z7q,1,41.4,72.3,2025-04-26T12:51:46.996Z,2025-04-26T12:51:59Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,,5679775733,1,,5679775725,140,71.6,5679775729,212,32.1,5679775723,56,Left,5679775727,141,80.0,5679775731,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806162219,421,70,1,44,59,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-26T12:51:57.658Z,2025-04-26T12:53:18Z,,,,,5679781803,277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806161149,409,1,1,45,0,cy6zs39z79dcfbr4xzkp38z7q,1,78.4,68.1,2025-04-26T12:51:59.140Z,2025-04-26T12:52:03Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5679776065,140,72.6,5679776063,56,Left,5679776067,141,82.6,5679776069,212,11.6,5679776071,213,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806161191,410,1,1,45,5,cy6zs39z79dcfbr4xzkp38z7q,1,73.0,78.1,2025-04-26T12:52:03.717Z,2025-04-26T12:52:06Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5679776275,141,88.4,5679776271,56,Left,5679776279,213,1.20,5679776277,212,7.5,5679776273,140,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806161215,411,1,1,45,8,cy6zs39z79dcfbr4xzkp38z7q,1,74.7,86.6,2025-04-26T12:52:06.741Z,2025-04-26T12:52:09Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5679776435,141,75.7,5679776439,213,3.98,5679776433,140,68.3,5679776437,212,10.0,5679776431,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806161265,412,1,1,45,10,cy6zs39z79dcfbr4xzkp38z7q,1,67.3,70.3,2025-04-26T12:52:08.853Z,2025-04-26T12:52:13Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5679776709,141,42.5,5679776707,140,64.3,5679776711,212,19.2,5679776705,56,Center,5679776713,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806161299,413,1,1,45,14,cy6zs39z79dcfbr4xzkp38z7q,1,66.7,38.5,2025-04-26T12:52:13.029Z,2025-04-26T12:52:15Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5679776867,140,66.7,5679776869,141,58.7,5679776871,212,13.7,5679776873,213,1.57,5679776865,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806161347,414,1,1,45,16,cy6zs39z79dcfbr4xzkp38z7q,1,66.6,53.7,2025-04-26T12:52:15.364Z,2025-04-26T12:52:32Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,1.0,,5679777181,56,Center,5679777185,141,61.1,5679778233,210,13,5679777189,213,0.46,5679777187,212,11.3,5679777183,140,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806161355,415,13,1,45,19,cy6zs39z79dcfbr4xzkp38z7q,1,73.1,53.9,2025-04-26T12:52:18.117Z,2025-04-26T12:52:32Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5679777231,18,,5679778259,55,414,5679778253,20,,5679778279,231,50,5679778273,215,,5679778265,102,47.1,5679778269,103,62.5,5679778257,29,,5679777229,22,5679778255,74,,5679778277,230,5679777233,56,Center,,,,,97.5,,,,,,,,,,,,,,,,,,,,,,,
2806161375,396,5,1,45,20,8eab5wbcnttsiosd1o8c71gmk,1,-1.2,53.0,2025-04-26T12:52:19.318Z,2025-04-26T12:57:42Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5679777309,346,,5679777307,56,Back,5679777361,233,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806161379,416,5,1,45,20,cy6zs39z79dcfbr4xzkp38z7q,0,101.2,47.0,2025-04-26T12:52:19.318Z,2025-04-26T12:57:43Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5679777329,346,,5679777327,56,Center,5679777375,233,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806161901,397,1,1,45,52,8eab5wbcnttsiosd1o8c71gmk,1,5.1,57.8,2025-04-26T12:52:50.775Z,2025-04-26T12:52:55Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5679780223,56,Center,5679780227,141,75.3,5679780229,212,64.1,5679780231,213,0.19,5679780225,140,65.1,5679780237,74,,5679780233,1,,5679780221,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806161913,398,44,1,45,55,8eab5wbcnttsiosd1o8c71gmk,1,70.5,78.2,2025-04-26T12:52:54.404Z,2025-04-26T12:56:57Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5679780297,286,,5679780349,233,417,5679780295,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806161899,417,44,1,45,55,cy6zs39z79dcfbr4xzkp38z7q,0,29.5,21.8,2025-04-26T12:52:54.405Z,2025-04-26T12:56:57Z,5lx97p0c2ja9g4vjofjr2o5pl,J. Lehtonen,,,5679780203,285,,5679780199,56,Back,5679780361,233,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806161923,399,61,1,45,56,8eab5wbcnttsiosd1o8c71gmk,1,65.1,75.3,2025-04-26T12:52:55.179Z,2025-04-26T12:56:20Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5679780331,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806161919,418,61,1,45,57,cy6zs39z79dcfbr4xzkp38z7q,0,26.2,20.1,2025-04-26T12:52:56.212Z,2025-04-26T12:54:41Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5679780313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806161945,400,61,1,45,58,8eab5wbcnttsiosd1o8c71gmk,1,66.2,73.6,2025-04-26T12:52:57.242Z,2025-04-26T12:53:50Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5679780419,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806161939,419,50,1,45,59,cy6zs39z79dcfbr4xzkp38z7q,1,31.4,19.0,2025-04-26T12:52:58.093Z,2025-04-26T12:56:26Z,5lx97p0c2ja9g4vjofjr2o5pl,J. Lehtonen,,,5679780403,285,,5679780401,56,Back,5679780607,233,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806161975,401,7,1,45,59,8eab5wbcnttsiosd1o8c71gmk,0,68.6,81.0,2025-04-26T12:52:58.094Z,2025-04-26T12:56:23Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5679780613,233,419,5679780617,286,,5679780565,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806162043,420,4,1,46,5,cy6zs39z79dcfbr4xzkp38z7q,1,32.3,5.9,2025-04-26T12:53:04.325Z,2025-04-26T12:56:55Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5679789111,265,,5679795779,285,,5679789143,233,402,5679789109,152,,5679789107,13,,5679780913,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806162057,402,4,1,46,5,8eab5wbcnttsiosd1o8c71gmk,0,67.7,94.1,2025-04-26T12:53:04.326Z,2025-04-26T12:56:55Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5679781053,152,,5679781049,13,,5679789177,233,420,5679781051,56,Left,5679789181,286,,5679781055,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806162195,403,30,1,46,17,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-04-26T12:53:16.597Z,2025-04-26T12:53:18Z,,,,,5679781709,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806162221,422,30,1,46,17,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-26T12:53:16.597Z,2025-04-26T12:53:18Z,,,,,5679781805,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806174201,405,32,2,45,0,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-04-26T13:10:22.936Z,2025-04-26T13:10:23Z,,,,,5679848013,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806174187,423,32,2,45,0,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-26T13:10:22.936Z,2025-04-26T13:10:23Z,,,,,5679847933,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806174233,424,1,2,45,0,cy6zs39z79dcfbr4xzkp38z7q,1,50.1,50.1,2025-04-26T13:10:22.937Z,2025-04-26T13:10:25Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5679848215,140,25.2,5679848221,213,2.96,5679848223,279,S,5679848213,56,Back,5679848219,212,26.6,5679848217,141,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806174295,425,1,2,45,2,cy6zs39z79dcfbr4xzkp38z7q,1,25.5,57.3,2025-04-26T13:10:25.719Z,2025-04-26T13:10:30Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5679848595,141,26.5,5679848591,56,Back,5679848599,213,4.92,5679848593,140,29.7,5679848597,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806174343,426,1,2,45,7,cy6zs39z79dcfbr4xzkp38z7q,1,34.3,22.5,2025-04-26T13:10:30.680Z,2025-04-26T13:10:35Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5679848879,212,39.5,5679848873,56,Center,5679848877,141,23.0,5679848871,155,,5679848875,140,71.9,5679848881,213,0.01,5679848883,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806174351,427,44,2,45,11,cy6zs39z79dcfbr4xzkp38z7q,1,70.8,26.7,2025-04-26T13:10:34.570Z,2025-04-26T13:16:56Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5679848943,233,406,5679848935,286,,5679848933,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806174335,406,44,2,45,11,8eab5wbcnttsiosd1o8c71gmk,0,29.2,73.3,2025-04-26T13:10:34.571Z,2025-04-26T13:16:56Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5679848841,56,Back,5679848843,285,,5679848961,233,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806174357,428,1,2,45,12,cy6zs39z79dcfbr4xzkp38z7q,0,71.9,23.0,2025-04-26T13:10:35.143Z,2025-04-26T13:10:36Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5679849009,168,,5679849007,3,,5679849015,141,19.2,5679849011,56,Right,5679849013,140,75.8,5679849019,213,5.72,5679849017,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806174407,407,1,2,45,14,8eab5wbcnttsiosd1o8c71gmk,0,11.1,86.5,2025-04-26T13:10:37.550Z,2025-04-26T13:10:39Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5679849275,212,20.8,5679849271,140,28.7,5679849269,56,Back,5679849267,157,,5679849279,1,,5679849277,213,5.81,5679849273,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806174505,429,43,2,45,22,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-26T13:10:45.879Z,2025-04-26T13:11:32Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5679853149,144,1,5679849797,212,7.6,5679849793,140,76.2,5679849799,213,0.02,5679849789,3,0,5679849795,141,26.1,5679849791,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806174857,408,27,2,45,46,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-04-26T13:11:09.739Z,2025-04-26T13:11:14Z,,,,,5679851927,233,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806174889,430,27,2,45,46,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-26T13:11:09.739Z,2025-04-26T13:12:39Z,,,,,5679858487,53,j4mqmt0lccgzq4nf87ljkoyy,5679858485,41,Injury,5679851891,233,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806174897,409,28,2,45,51,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-04-26T13:11:14.356Z,2025-04-26T13:11:17Z,,,,,5679851935,55,408,5679852057,233,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806174915,431,28,2,45,51,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-26T13:11:14.356Z,2025-04-26T13:11:17Z,,,,,5679852043,233,409,5679852023,55,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806175029,433,1,2,46,0,cy6zs39z79dcfbr4xzkp38z7q,1,68.2,22.7,2025-04-26T13:11:22.951Z,2025-04-26T13:11:24Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5679852651,212,13.7,5679852647,140,55.5,5679852649,141,18.3,5679852655,213,3.36,5679852645,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806175059,434,1,2,46,1,cy6zs39z79dcfbr4xzkp38z7q,1,57.1,15.9,2025-04-26T13:11:24.663Z,2025-04-26T13:11:27Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5679852829,213,4.23,5679852827,212,4.8,5679852823,140,55.0,5679852825,141,9.7,5679852821,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
