id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2812479865,382,1,2,48,27,8sy0cxovuxo76tuoas3uo55xj,1,22.4,94.8,2025-05-10T13:08:29.896Z,2025-05-10T13:08:33Z,2c4lqno6q9hrin5ywos5rt9uc,U. Huhtamäki,,5714677197,213,6.00,5714677189,56,Back,5714677191,140,31.6,5714677195,212,10.1,5714677193,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812479875,383,1,2,48,31,8sy0cxovuxo76tuoas3uo55xj,0,29.1,91.8,2025-05-10T13:08:33.591Z,2025-05-10T13:08:34Z,23yj26f5kapxyx90glndxs3kk,M. Glasson,,5714677239,140,27.2,5714677245,213,3.38,5714677243,212,2.1,5714677241,141,91.1,5714677237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812479897,582,61,2,48,32,1c7dv8ays675v9kp6a04sd8pq,1,69.2,5.2,2025-05-10T13:08:34.780Z,2025-05-10T13:15:38Z,2vvnbkdgeje34aivohozzvm5l,A. Heinonen,,5714729969,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812479909,384,1,2,48,33,8sy0cxovuxo76tuoas3uo55xj,1,25.4,92.1,2025-05-10T13:08:35.592Z,2025-05-10T13:08:36Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,5714677451,141,88.6,5714677449,140,28.8,5714677447,56,Back,5714677455,213,5.70,5714677453,212,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812480011,385,1,2,48,34,8sy0cxovuxo76tuoas3uo55xj,1,28.8,88.6,2025-05-10T13:08:36.472Z,2025-05-10T13:08:40Z,2c4lqno6q9hrin5ywos5rt9uc,U. Huhtamäki,,5714678043,56,Left,5714678045,140,53.1,5714678051,213,0.19,5714678049,212,26.0,5714678047,141,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812480019,386,1,2,48,38,8sy0cxovuxo76tuoas3uo55xj,0,41.0,96.9,2025-05-10T13:08:40.616Z,2025-05-10T13:08:42Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,5714678109,213,3.17,5714678103,140,38.5,5714678099,56,Back,5714678291,286,,5714678285,236,,5714678107,212,2.6,5714678105,141,96.8,5714678287,233,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812480037,583,74,2,48,38,1c7dv8ays675v9kp6a04sd8pq,1,58.4,5.3,2025-05-10T13:08:40.617Z,2025-05-10T13:25:02Z,2vvnbkdgeje34aivohozzvm5l,A. Heinonen,,5714678239,285,,5714678337,233,386,5714678237,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812480065,387,5,2,48,39,8sy0cxovuxo76tuoas3uo55xj,1,40.2,101.0,2025-05-10T13:08:42.323Z,2025-05-10T13:24:58Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,5714678419,233,584,5714678403,56,Back,5714678405,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812480059,584,5,2,48,39,1c7dv8ays675v9kp6a04sd8pq,0,59.8,-1.0,2025-05-10T13:08:42.323Z,2025-05-10T13:08:46Z,2vvnbkdgeje34aivohozzvm5l,A. Heinonen,,5714678367,347,,5714678365,56,Right,5714678471,233,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812480267,388,1,2,48,47,8sy0cxovuxo76tuoas3uo55xj,1,37.5,100.0,2025-05-10T13:08:50.376Z,2025-05-10T13:08:52Z,2c4lqno6q9hrin5ywos5rt9uc,U. Huhtamäki,,5714679517,56,Back,5714679525,213,3.47,5714679521,141,92.7,5714679519,140,19.6,5714679565,189,,5714679523,212,19.8,5714679515,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812480409,389,1,2,48,49,8sy0cxovuxo76tuoas3uo55xj,1,17.8,92.3,2025-05-10T13:08:52.312Z,2025-05-10T13:08:58Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5714680251,140,18.7,5714680249,56,Back,5714680255,141,33.4,5714680267,1,,5714680263,213,4.74,5714680259,212,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812480467,390,1,2,48,55,8sy0cxovuxo76tuoas3uo55xj,0,22.6,33.7,2025-05-10T13:08:58.104Z,2025-05-10T13:09:01Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5714680577,141,40.1,5714680579,212,40.6,5714680567,155,,5714680581,213,0.11,5714680571,56,Center,5714680583,1,,5714680575,140,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812480545,586,1,2,49,0,1c7dv8ays675v9kp6a04sd8pq,1,32.5,54.0,2025-05-10T13:09:02.947Z,2025-05-10T13:09:04Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,5714680997,140,36.0,5714680999,141,45.8,5714681001,212,6.7,5714681003,213,5.30,5714680995,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812480571,587,1,2,49,1,1c7dv8ays675v9kp6a04sd8pq,1,36.0,45.8,2025-05-10T13:09:04.435Z,2025-05-10T13:09:05Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5714681131,56,Back,5714681135,141,52.8,5714681137,212,13.5,5714681133,140,48.0,5714681139,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812480599,588,1,2,49,2,1c7dv8ays675v9kp6a04sd8pq,1,42.6,50.9,2025-05-10T13:09:04.794Z,2025-05-10T13:18:24Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,5714681275,56,Back,5714681293,212,17.6,5714681297,213,3.64,5714681279,140,27.9,5714681285,141,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812480643,589,4,2,49,5,1c7dv8ays675v9kp6a04sd8pq,1,38.8,28.4,2025-05-10T13:09:08.106Z,2025-05-10T13:18:21Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5714681605,56,Back,5714749785,152,,5714750333,233,391,5714749787,265,,5714749789,286,,5714749783,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812480907,391,4,2,49,5,8sy0cxovuxo76tuoas3uo55xj,0,61.2,71.6,2025-05-10T13:09:08.107Z,2025-05-10T13:18:26Z,23yj26f5kapxyx90glndxs3kk,M. Glasson,,5714683111,152,,5714683105,13,,5714683115,265,,5714750195,233,589,5714683117,285,,5714683107,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812480935,590,43,2,49,8,1c7dv8ays675v9kp6a04sd8pq,1,0.0,0.0,2025-05-10T13:09:10.787Z,2025-05-10T13:18:05Z,3ani6i6zvyyz715jalqfbcvoq,A. Lötjönen,,5714683173,213,2.58,5714683167,140,24.0,5714683169,141,19.7,5714748845,144,1,5714683171,212,13.9,5714683165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481055,591,1,2,49,24,1c7dv8ays675v9kp6a04sd8pq,1,28.6,25.8,2025-05-10T13:09:26.675Z,2025-05-10T13:19:02Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5714683783,140,32.0,5714683789,213,1.41,5714683787,212,22.9,5714683785,141,59.0,5714755921,152,,5714755919,5,,5714683781,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481149,593,1,2,49,27,1c7dv8ays675v9kp6a04sd8pq,1,53.6,60.0,2025-05-10T13:09:30.467Z,2025-05-10T13:09:32Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,5714684271,213,1.08,5714684265,140,61.3,5714684269,212,17.2,5714684267,141,82.3,5714684261,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481251,594,1,2,49,30,1c7dv8ays675v9kp6a04sd8pq,1,64.1,87.1,2025-05-10T13:09:32.483Z,2025-05-10T13:09:36Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,5714684897,140,61.1,5714684899,141,66.1,5714684903,213,4.50,5714684891,56,Center,5714684901,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481297,595,1,2,49,34,1c7dv8ays675v9kp6a04sd8pq,1,61.8,66.7,2025-05-10T13:09:36.675Z,2025-05-10T13:09:38Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,5714685147,140,63.5,5714685149,141,55.5,5714685151,212,7.8,5714685153,213,4.94,5714685145,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481317,596,1,2,49,35,1c7dv8ays675v9kp6a04sd8pq,0,63.5,56.7,2025-05-10T13:09:37.890Z,2025-05-10T13:19:39Z,2vvnbkdgeje34aivohozzvm5l,A. Heinonen,,5714685255,141,57.8,5714685253,140,74.8,5714685259,213,0.06,5714685257,212,11.9,5714685251,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481433,393,1,2,49,38,8sy0cxovuxo76tuoas3uo55xj,1,25.6,44.0,2025-05-10T13:09:40.888Z,2025-05-10T13:09:42Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5714685891,213,4.82,5714685877,140,26.4,5714685885,141,33.0,5714685871,56,Back,5714685887,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481441,394,1,2,49,39,8sy0cxovuxo76tuoas3uo55xj,0,26.5,32.7,2025-05-10T13:09:42.024Z,2025-05-10T13:09:42Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,5714685947,141,50.6,5714685951,213,1.07,5714685945,140,32.9,5714685943,56,Back,5714685949,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481559,598,1,2,49,42,1c7dv8ays675v9kp6a04sd8pq,1,67.7,62.4,2025-05-10T13:09:45.075Z,2025-05-10T13:09:48Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5714686557,141,79.1,5714686561,213,1.91,5714686559,212,12.0,5714686553,56,Left,5714686555,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481585,599,1,2,49,46,1c7dv8ays675v9kp6a04sd8pq,1,63.8,81.7,2025-05-10T13:09:48.594Z,2025-05-10T13:09:50Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,5714686727,141,68.4,5714686729,212,9.3,5714686723,56,Center,5714686731,213,4.96,5714686725,140,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481621,600,1,2,49,47,1c7dv8ays675v9kp6a04sd8pq,1,66.0,68.4,2025-05-10T13:09:50.130Z,2025-05-10T13:09:51Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5714686897,141,86.0,5714686901,213,1.92,5714686899,212,12.8,5714686893,56,Left,5714686895,140,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481675,601,1,2,49,49,1c7dv8ays675v9kp6a04sd8pq,1,61.8,86.0,2025-05-10T13:09:51.843Z,2025-05-10T13:09:54Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,5714687185,212,26.3,5714687183,141,63.6,5714687187,213,3.76,5714687181,140,41.4,5714687179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481739,602,1,2,49,51,1c7dv8ays675v9kp6a04sd8pq,1,44.8,60.5,2025-05-10T13:09:54.003Z,2025-05-10T13:09:56Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,5714687569,212,26.0,5714687565,140,45.1,5714687571,213,4.72,5714687559,56,Back,5714687567,141,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481821,603,1,2,49,54,1c7dv8ays675v9kp6a04sd8pq,1,53.9,20.0,2025-05-10T13:09:56.611Z,2025-05-10T13:10:01Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,5714688055,213,5.69,5714688053,212,14.8,5714688047,56,Right,5714688049,140,65.6,5714688051,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812481989,604,1,2,49,58,1c7dv8ays675v9kp6a04sd8pq,1,72.4,4.3,2025-05-10T13:10:01.459Z,2025-05-10T13:10:08Z,3ani6i6zvyyz715jalqfbcvoq,A. Lötjönen,,5714689045,56,Right,5714689053,213,1.46,5714689051,212,11.2,5714689049,141,20.7,5714689047,140,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812482097,605,1,2,50,6,1c7dv8ays675v9kp6a04sd8pq,1,67.0,11.4,2025-05-10T13:10:08.786Z,2025-05-10T13:10:14Z,2vvnbkdgeje34aivohozzvm5l,A. Heinonen,,5714689607,213,2.51,5714689601,140,44.8,5714689599,56,Back,5714689605,212,28.8,5714689603,141,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812482223,606,1,2,50,11,1c7dv8ays675v9kp6a04sd8pq,1,44.9,44.0,2025-05-10T13:10:13.907Z,2025-05-10T13:10:19Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,5714690347,141,43.1,5714690345,140,25.9,5714690343,56,Back,5714690351,213,3.17,5714690349,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812482307,607,1,2,50,16,1c7dv8ays675v9kp6a04sd8pq,1,28.0,43.6,2025-05-10T13:10:19.188Z,2025-05-10T13:10:23Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,5714690787,141,28.5,5714690791,213,5.78,5714690785,140,45.7,5714690783,56,Back,5714690789,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812482327,608,1,2,50,18,1c7dv8ays675v9kp6a04sd8pq,0,45.4,23.1,2025-05-10T13:10:20.915Z,2025-05-10T13:20:06Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,5714690881,212,24.8,5714690879,141,27.6,5714690873,168,,5714690875,56,Center,5714690877,140,68.8,5714690883,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812482315,396,1,2,50,20,8sy0cxovuxo76tuoas3uo55xj,0,29.8,73.4,2025-05-10T13:10:22.568Z,2025-05-10T13:20:12Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5714690821,56,Back,5714690827,212,11.6,5714690829,213,1.23,5714690825,141,89.5,5714690823,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812482385,609,8,2,50,21,1c7dv8ays675v9kp6a04sd8pq,1,62.0,8.0,2025-05-10T13:10:23.659Z,2025-05-10T13:20:45Z,3ani6i6zvyyz715jalqfbcvoq,A. Lötjönen,,5714691215,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812482689,610,2,2,50,22,1c7dv8ays675v9kp6a04sd8pq,1,57.0,3.9,2025-05-10T13:10:25.451Z,2025-05-10T13:21:48Z,2vvnbkdgeje34aivohozzvm5l,A. Heinonen,,5714693057,140,76.8,5714693053,7,9c2ajg42wya1u4lh1eeye2jo4,5714693055,56,Right,5714693059,141,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812482763,398,1,2,50,42,8sy0cxovuxo76tuoas3uo55xj,1,20.5,93.9,2025-05-10T13:10:44.872Z,2025-05-10T13:10:46Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5714693487,56,Back,5714693493,212,14.3,5714693483,5,,5714693489,140,12.6,5714693495,213,4.10,5714693491,141,76.7,5714693485,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812482845,399,1,2,50,44,8sy0cxovuxo76tuoas3uo55xj,1,12.6,74.8,2025-05-10T13:10:46.536Z,2025-05-10T13:10:49Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,5714693949,56,Back,5714693957,213,4.78,5714693951,140,14.6,5714693955,212,31.8,5714693953,141,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812482929,400,1,2,50,46,8sy0cxovuxo76tuoas3uo55xj,1,17.9,28.2,2025-05-10T13:10:49.207Z,2025-05-10T13:10:52Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5714694461,213,1.48,5714694457,141,54.9,5714694459,212,18.2,5714694453,56,Back,5714694455,140,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812482971,401,1,2,50,50,8sy0cxovuxo76tuoas3uo55xj,1,23.7,57.6,2025-05-10T13:10:52.680Z,2025-05-10T13:10:55Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,5714694683,213,1.54,5714694671,140,24.2,5714694675,141,86.0,5714694679,212,19.3,5714694667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483069,402,1,2,50,52,8sy0cxovuxo76tuoas3uo55xj,1,26.4,86.2,2025-05-10T13:10:54.856Z,2025-05-10T13:10:58Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5714695159,140,7.7,5714695163,212,29.9,5714695165,213,4.00,5714695161,141,53.0,5714695157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483185,403,1,2,50,55,8sy0cxovuxo76tuoas3uo55xj,1,7.4,54.3,2025-05-10T13:10:58.024Z,2025-05-10T13:11:03Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,5714695757,212,26.7,5714695751,56,Back,5714695753,140,17.2,5714695755,141,18.0,5714695759,213,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483329,404,1,2,51,0,8sy0cxovuxo76tuoas3uo55xj,1,23.8,13.2,2025-05-10T13:11:03.176Z,2025-05-10T13:11:08Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5714696471,212,12.7,5714696465,56,Back,5714696467,140,21.7,5714696473,213,1.75,5714696469,141,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483361,405,1,2,51,5,8sy0cxovuxo76tuoas3uo55xj,1,28.3,48.7,2025-05-10T13:11:08.135Z,2025-05-10T13:11:09Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,5714696651,141,47.2,5714696649,140,34.3,5714696647,56,Back,5714696655,213,6.12,5714696653,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483373,406,1,2,51,7,8sy0cxovuxo76tuoas3uo55xj,1,34.3,47.2,2025-05-10T13:11:09.831Z,2025-05-10T13:11:10Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,5714696729,213,2.69,5714696723,140,25.4,5714696727,212,10.4,5714696725,141,53.9,5714696721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483437,407,1,2,51,8,8sy0cxovuxo76tuoas3uo55xj,1,25.4,53.9,2025-05-10T13:11:10.648Z,2025-05-10T13:11:14Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,5714697087,56,Back,5714697095,213,1.38,5714697093,212,22.6,5714697091,141,86.6,5714697089,140,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483481,408,1,2,51,11,8sy0cxovuxo76tuoas3uo55xj,1,33.4,93.2,2025-05-10T13:11:14.424Z,2025-05-10T13:11:16Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5714697319,141,96.3,5714697321,212,6.9,5714697325,213,0.31,5714697317,140,39.7,5714697315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483517,409,1,2,51,13,8sy0cxovuxo76tuoas3uo55xj,1,39.8,96.0,2025-05-10T13:11:16.104Z,2025-05-10T13:11:18Z,2c4lqno6q9hrin5ywos5rt9uc,U. Huhtamäki,,5714697505,212,9.2,5714697503,141,94.5,5714697509,213,3.25,5714697499,56,Back,5714697501,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483579,410,1,2,51,15,8sy0cxovuxo76tuoas3uo55xj,1,31.1,93.9,2025-05-10T13:11:18.039Z,2025-05-10T13:11:20Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5714697835,56,Back,5714697839,141,77.9,5714697845,213,4.97,5714697841,212,11.2,5714697837,140,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483591,411,50,2,51,18,8sy0cxovuxo76tuoas3uo55xj,1,35.0,76.2,2025-05-10T13:11:20.682Z,2025-05-10T13:11:25Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,5714697931,56,Back,5714698289,233,611,5714697933,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483639,611,7,2,51,18,1c7dv8ays675v9kp6a04sd8pq,1,65.0,23.8,2025-05-10T13:11:20.683Z,2025-05-10T13:22:49Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5714698307,233,411,5714698211,56,Center,5714698213,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812499155,719,1,2,51,19,1c7dv8ays675v9kp6a04sd8pq,1,53.6,22.7,2025-05-10T13:11:21.970Z,2025-05-10T13:23:28Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5714788443,212,16.1,5714788437,56,Back,5714788441,141,3.9,5714788445,213,4.06,5714788439,140,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483705,612,1,2,51,21,1c7dv8ays675v9kp6a04sd8pq,0,40.8,6.4,2025-05-10T13:11:23.828Z,2025-05-10T13:23:31Z,3ani6i6zvyyz715jalqfbcvoq,A. Lötjönen,,5714698513,141,8.9,5714698507,56,Right,5714698519,1,,5714698517,213,0.06,5714698509,140,66.7,5714698515,212,27.2,5714698505,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483721,412,1,2,51,24,8sy0cxovuxo76tuoas3uo55xj,0,27.5,90.6,2025-05-10T13:11:26.792Z,2025-05-10T13:24:16Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5714698603,140,41.9,5714698609,212,15.3,5714698607,141,87.1,5714698597,56,Back,5714698611,213,6.13,5714698593,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483753,613,1,2,51,26,1c7dv8ays675v9kp6a04sd8pq,1,46.9,3.9,2025-05-10T13:11:29.125Z,2025-05-10T13:24:28Z,3ani6i6zvyyz715jalqfbcvoq,A. Lötjönen,,5714698807,56,Back,5714795193,141,24.8,5714795189,140,44.4,5714795201,213,1.75,5714795197,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483839,615,1,2,51,29,1c7dv8ays675v9kp6a04sd8pq,1,38.4,24.6,2025-05-10T13:11:31.619Z,2025-05-10T13:24:40Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,5714699311,141,33.3,5714699309,140,27.8,5714699313,212,12.6,5714699315,213,2.65,5714699307,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483899,616,1,2,51,32,1c7dv8ays675v9kp6a04sd8pq,1,28.1,33.9,2025-05-10T13:11:34.611Z,2025-05-10T13:11:36Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,5714699663,56,Back,5714699665,140,36.3,5714699671,213,1.26,5714699669,212,27.9,5714699667,141,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483949,617,1,2,51,34,1c7dv8ays675v9kp6a04sd8pq,1,42.0,82.6,2025-05-10T13:11:36.483Z,2025-05-10T13:11:39Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,5714699971,212,18.5,5714699965,56,Back,5714699969,141,62.6,5714699967,140,30.0,5714699973,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812483989,618,1,2,51,36,1c7dv8ays675v9kp6a04sd8pq,1,31.3,62.0,2025-05-10T13:11:38.867Z,2025-05-10T13:11:41Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,5714700191,56,Back,5714700197,212,14.0,5714700199,213,4.18,5714700193,140,24.5,5714700195,141,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812484183,619,1,2,51,38,1c7dv8ays675v9kp6a04sd8pq,1,24.5,44.3,2025-05-10T13:11:40.963Z,2025-05-10T13:11:49Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,5714701211,213,5.23,5714701205,140,37.8,5714701207,141,8.2,5714701209,212,28.2,5714701203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812484203,620,50,2,51,46,1c7dv8ays675v9kp6a04sd8pq,1,58.8,4.2,2025-05-10T13:11:48.964Z,2025-05-10T13:11:54Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,5714701271,56,Right,5714701273,286,,5714701401,233,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
