id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2803116601,426,1,2,53,42,3ptum5fjcgw51mqui0gu6uuf4,0,34.0,36.6,2025-04-19T15:11:12.757Z,2025-04-19T15:11:16Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5663010687,213,5.57,5663010685,212,39.3,5663010683,141,0.0,5663010681,140,62.2,5663010679,56,Right,5663010689,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803116613,427,5,2,53,45,3ptum5fjcgw51mqui0gu6uuf4,0,61.9,-1.6,2025-04-19T15:11:15.866Z,2025-04-19T15:12:11Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5663011297,233,615,5663010723,56,Right,5663010725,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803116683,615,5,2,53,45,ea3yd0dgq6uy6pupkpn17j5xg,1,38.1,101.6,2025-04-19T15:11:15.866Z,2025-04-19T15:12:11Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5663011137,56,Back,5663011181,233,427,5663011139,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803116755,616,1,2,53,49,ea3yd0dgq6uy6pupkpn17j5xg,1,38.5,100.0,2025-04-19T15:11:19.579Z,2025-04-19T15:11:21Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5663011499,140,36.8,5663011501,141,89.7,5663011503,212,8.5,5663011505,213,4.50,5663011495,107,,5663011497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803116891,617,1,2,53,51,ea3yd0dgq6uy6pupkpn17j5xg,1,36.8,89.7,2025-04-19T15:11:21.450Z,2025-04-19T15:11:27Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5663012229,212,12.5,5663012231,213,5.17,5663012219,56,Back,5663012223,140,42.0,5663012225,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803116927,618,1,2,53,57,ea3yd0dgq6uy6pupkpn17j5xg,1,46.9,65.7,2025-04-19T15:11:27.548Z,2025-04-19T15:11:29Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5663012421,56,Left,5663012427,212,12.7,5663012425,141,79.4,5663012423,140,55.1,5663012429,213,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803117105,619,1,2,53,59,ea3yd0dgq6uy6pupkpn17j5xg,1,55.1,79.4,2025-04-19T15:11:29.355Z,2025-04-19T15:11:36Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5663013347,213,4.27,5663013345,212,9.8,5663013343,141,66.4,5663013341,140,51.1,5663013339,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803117149,620,1,2,54,6,ea3yd0dgq6uy6pupkpn17j5xg,1,62.6,67.6,2025-04-19T15:11:36.716Z,2025-04-19T15:11:39Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5663013609,213,1.20,5663013601,56,Left,5663013603,140,69.8,5663013605,141,96.2,5663013607,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803117213,621,1,2,54,8,ea3yd0dgq6uy6pupkpn17j5xg,1,69.8,96.2,2025-04-19T15:11:39.116Z,2025-04-19T15:11:41Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5663013999,140,64.7,5663014001,141,82.6,5663014003,212,10.7,5663014005,213,4.19,5663013997,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803117249,622,1,2,54,11,ea3yd0dgq6uy6pupkpn17j5xg,0,65.8,82.3,2025-04-19T15:11:41.515Z,2025-04-19T15:11:43Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5663014213,213,5.21,5663014211,212,19.9,5663014207,140,74.9,5663014205,56,Center,5663014209,141,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803117273,428,8,2,54,13,3ptum5fjcgw51mqui0gu6uuf4,1,30.3,35.5,2025-04-19T15:11:43.669Z,2025-04-19T15:11:43Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5663014325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803117515,430,1,2,54,19,3ptum5fjcgw51mqui0gu6uuf4,1,56.7,87.2,2025-04-19T15:11:49.589Z,2025-04-19T15:11:54Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5663015627,140,41.7,5663015639,213,3.13,5663015625,56,Back,5663015631,141,87.4,5663015637,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803117581,431,1,2,54,23,3ptum5fjcgw51mqui0gu6uuf4,1,41.7,87.4,2025-04-19T15:11:54.133Z,2025-04-19T15:11:57Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5663015931,140,34.7,5663015929,56,Back,5663015935,141,63.0,5663015953,212,18.1,5663015957,213,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803117785,432,1,2,54,26,3ptum5fjcgw51mqui0gu6uuf4,1,34.3,59.3,2025-04-19T15:11:56.806Z,2025-04-19T15:12:05Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5663017011,1,,5663017001,56,Right,5663017009,213,5.20,5663017005,141,5.5,5663017007,212,41.3,5663017003,140,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803117801,433,1,2,54,35,3ptum5fjcgw51mqui0gu6uuf4,1,63.3,18.0,2025-04-19T15:12:05.621Z,2025-04-19T15:12:06Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5663017119,212,9.6,5663017113,56,Right,5663017117,141,10.1,5663017115,140,55.7,5663017121,213,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803117875,434,1,2,54,36,3ptum5fjcgw51mqui0gu6uuf4,1,55.7,10.1,2025-04-19T15:12:06.677Z,2025-04-19T15:12:10Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5663017509,213,5.91,5663017501,56,Right,5663017503,140,67.9,5663017507,212,13.7,5663017505,141,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803117933,435,1,2,54,38,3ptum5fjcgw51mqui0gu6uuf4,1,69.7,4.3,2025-04-19T15:12:08.886Z,2025-04-19T15:12:13Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5663017911,140,85.1,5663017915,212,16.7,5663017917,213,0.25,5663017913,141,10.4,5663017909,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803119713,453,50,2,54,39,3ptum5fjcgw51mqui0gu6uuf4,1,86.8,16.4,2025-04-19T15:12:09.408Z,2025-04-19T15:52:23Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5663034017,56,Right,5663035769,233,636,5663034019,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803119965,636,7,2,54,39,ea3yd0dgq6uy6pupkpn17j5xg,0,13.2,83.6,2025-04-19T15:12:09.409Z,2025-04-19T15:52:22Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5663035697,285,,5663035695,56,Back,5663035761,233,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803117949,436,61,2,54,41,3ptum5fjcgw51mqui0gu6uuf4,1,85.1,10.4,2025-04-19T15:12:12.044Z,2025-04-19T15:14:52Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5663017977,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803118103,438,5,2,54,44,3ptum5fjcgw51mqui0gu6uuf4,0,101.0,18.6,2025-04-19T15:12:14.315Z,2025-04-19T15:52:39Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5663018857,346,,5663018855,56,Right,5663019311,233,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803118125,623,5,2,54,44,ea3yd0dgq6uy6pupkpn17j5xg,1,-1.0,81.4,2025-04-19T15:12:14.315Z,2025-04-19T15:52:38Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5663018963,346,,5663018961,56,Back,5663019295,233,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803118049,437,43,2,54,47,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-04-19T15:12:17.530Z,2025-04-19T15:12:19Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5663018519,56,Right,5663018575,144,12,5663018517,185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803118315,624,1,2,54,52,ea3yd0dgq6uy6pupkpn17j5xg,1,2.6,50.7,2025-04-19T15:12:22.891Z,2025-04-19T15:12:29Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5663019881,141,66.1,5663019877,56,Back,5663019893,237,,5663019875,124,,5663019879,140,5.5,5663019887,213,1.29,5663019883,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803118415,625,1,2,54,59,ea3yd0dgq6uy6pupkpn17j5xg,1,25.1,72.3,2025-04-19T15:12:29.755Z,2025-04-19T15:12:33Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5663020375,213,1.22,5663020373,212,15.9,5663020369,140,30.3,5663020371,141,94.2,5663020367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803118471,626,1,2,55,2,ea3yd0dgq6uy6pupkpn17j5xg,1,30.3,94.2,2025-04-19T15:12:33.148Z,2025-04-19T15:12:35Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5663020667,212,11.0,5663020665,141,97.5,5663020663,140,40.6,5663020661,56,Back,5663020669,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803118559,627,1,2,55,5,ea3yd0dgq6uy6pupkpn17j5xg,1,40.6,97.5,2025-04-19T15:12:35.548Z,2025-04-19T15:12:39Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5663021109,141,91.4,5663021111,212,5.3,5663021105,56,Back,5663021107,140,37.4,5663021113,213,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803118637,628,1,2,55,9,ea3yd0dgq6uy6pupkpn17j5xg,0,45.8,85.1,2025-04-19T15:12:39.467Z,2025-04-19T15:12:42Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5663021533,212,37.9,5663021529,141,69.1,5663021537,213,5.99,5663021521,56,Center,5663021541,1,,5663021519,155,,5663021525,140,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803118693,439,1,2,55,14,3ptum5fjcgw51mqui0gu6uuf4,1,22.9,28.8,2025-04-19T15:12:44.229Z,2025-04-19T15:12:45Z,b7594v117himyndjrpkval8us,E. Okereke,,,5663021849,213,5.73,5663021839,157,,5663021841,56,Back,5663021853,1,,5663021843,140,42.2,5663021847,212,23.9,5663021845,141,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803118717,440,1,2,55,15,3ptum5fjcgw51mqui0gu6uuf4,0,42.2,10.3,2025-04-19T15:12:45.206Z,2025-04-19T15:12:46Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5663021959,56,Back,5663021963,141,24.9,5663021967,213,1.07,5663021965,212,11.3,5663021957,3,,5663021961,140,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803118753,629,1,2,55,16,ea3yd0dgq6uy6pupkpn17j5xg,0,52.1,78.2,2025-04-19T15:12:46.619Z,2025-04-19T15:12:47Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5663022147,56,Left,5663022153,212,10.5,5663022149,140,61.5,5663022155,213,0.34,5663022151,141,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803118763,441,8,2,55,17,3ptum5fjcgw51mqui0gu6uuf4,1,42.8,19.7,2025-04-19T15:12:47.285Z,2025-04-19T15:12:47Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5663022185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803118947,443,1,2,55,22,3ptum5fjcgw51mqui0gu6uuf4,1,38.3,34.9,2025-04-19T15:12:52.437Z,2025-04-19T15:12:56Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5663023213,212,31.2,5663023215,213,1.42,5663023207,56,Back,5663023209,140,42.8,5663023211,141,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803119001,444,1,2,55,26,3ptum5fjcgw51mqui0gu6uuf4,1,67.0,77.0,2025-04-19T15:12:56.695Z,2025-04-19T15:13:00Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5663023529,213,0.49,5663023521,56,Left,5663023525,141,92.3,5663023527,212,21.9,5663023523,140,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803119039,445,1,2,55,29,3ptum5fjcgw51mqui0gu6uuf4,1,79.7,89.6,2025-04-19T15:13:00.005Z,2025-04-19T15:13:02Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5663023729,212,16.3,5663023731,213,3.91,5663023723,56,Center,5663023725,140,68.5,5663023727,141,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803119117,446,1,2,55,32,3ptum5fjcgw51mqui0gu6uuf4,1,71.1,76.1,2025-04-19T15:13:02.293Z,2025-04-19T15:13:06Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5663024209,140,75.1,5663024221,213,1.21,5663024207,56,Left,5663024213,141,92.4,5663024217,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803119151,447,1,2,55,35,3ptum5fjcgw51mqui0gu6uuf4,1,75.1,92.4,2025-04-19T15:13:05.957Z,2025-04-19T15:13:07Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5663024401,212,15.3,5663024399,141,74.2,5663024403,213,4.08,5663024395,56,Center,5663024397,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803119187,448,1,2,55,37,3ptum5fjcgw51mqui0gu6uuf4,1,66.5,74.8,2025-04-19T15:13:07.190Z,2025-04-19T15:13:09Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5663024545,213,1.59,5663024543,212,11.8,5663024529,56,Left,5663024533,140,66.3,5663024539,141,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803119275,449,1,2,55,38,3ptum5fjcgw51mqui0gu6uuf4,1,66.3,92.1,2025-04-19T15:13:08.869Z,2025-04-19T15:13:14Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5663025065,56,Center,5663025077,212,19.2,5663025073,141,66.7,5663025081,213,5.17,5663025069,140,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803119387,450,1,2,55,43,3ptum5fjcgw51mqui0gu6uuf4,1,75.4,64.3,2025-04-19T15:13:13.861Z,2025-04-19T15:13:26Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,1.0,,5663026481,210,13,5663025647,212,31.3,5663025645,141,18.3,5663025643,140,75.3,5663025649,213,4.71,5663025641,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803119391,451,13,2,55,47,3ptum5fjcgw51mqui0gu6uuf4,1,75.4,26.4,2025-04-19T15:13:17.573Z,2025-04-19T15:13:26Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5663026529,230,98.2,5663026513,120,,5663026515,77,,5663025681,18,,5663026531,231,46.0,5663025679,22,,5663026527,215,,5663026517,29,,5663026519,55,450,5663025683,56,5663026511,72,,5663026523,102,63.7,5663026525,103,Center,80.6,,,,,,,,,,,,
2803119395,452,5,2,55,48,3ptum5fjcgw51mqui0gu6uuf4,0,101.6,63.1,2025-04-19T15:13:18.845Z,2025-04-19T15:52:39Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5663027467,233,630,5663025747,346,,5663025745,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803119685,630,5,2,55,48,ea3yd0dgq6uy6pupkpn17j5xg,1,-1.6,36.9,2025-04-19T15:13:18.845Z,2025-04-19T15:52:39Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5663027375,56,Back,5663027377,346,,5663027411,233,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803119775,631,1,2,56,3,ea3yd0dgq6uy6pupkpn17j5xg,1,2.5,49.9,2025-04-19T15:13:33.996Z,2025-04-19T15:13:37Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5663027879,237,,5663027871,213,1.41,5663027863,56,Back,5663027865,140,4.3,5663027867,141,66.9,5663027869,212,11.7,5663027861,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803119857,632,1,2,56,7,ea3yd0dgq6uy6pupkpn17j5xg,1,7.9,62.9,2025-04-19T15:13:37.596Z,2025-04-19T15:13:40Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5663028321,212,18.9,5663028315,140,8.2,5663028319,141,35.1,5663028311,56,Back,5663028323,213,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803119923,633,1,2,56,10,ea3yd0dgq6uy6pupkpn17j5xg,1,9.2,32.8,2025-04-19T15:13:40.556Z,2025-04-19T15:13:43Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5663028659,56,Back,5663028663,141,47.5,5663028667,213,2.21,5663028665,212,12.5,5663028661,140,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803119945,634,1,2,56,13,ea3yd0dgq6uy6pupkpn17j5xg,1,2.1,47.5,2025-04-19T15:13:43.692Z,2025-04-19T15:13:45Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5663028803,213,6.24,5663028801,212,12.6,5663028795,56,Back,5663028797,140,14.1,5663028799,141,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803119955,635,1,2,56,14,ea3yd0dgq6uy6pupkpn17j5xg,1,13.5,46.4,2025-04-19T15:13:45.100Z,2025-04-19T15:14:51Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5663028843,213,1.29,5663028835,56,Back,5663028841,212,4.5,5663028837,140,14.7,5663028839,141,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803120029,637,1,2,56,16,ea3yd0dgq6uy6pupkpn17j5xg,1,8.0,26.7,2025-04-19T15:13:46.940Z,2025-04-19T15:13:48Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5663029273,213,0.53,5663029265,56,Back,5663029267,140,25.4,5663029271,212,21.2,5663029269,141,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803120051,638,1,2,56,18,ea3yd0dgq6uy6pupkpn17j5xg,1,25.4,42.4,2025-04-19T15:13:48.476Z,2025-04-19T15:13:49Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5663029335,56,Back,5663029341,212,10.8,5663029337,140,35.4,5663029343,213,0.25,5663029339,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803120099,639,1,2,56,19,ea3yd0dgq6uy6pupkpn17j5xg,1,35.4,46.3,2025-04-19T15:13:49.564Z,2025-04-19T15:13:51Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5663029567,156,,5663029531,140,31.6,5663029533,141,50.9,5663029529,56,Back,5663029537,212,5.1,5663029543,213,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803120243,640,1,2,56,21,ea3yd0dgq6uy6pupkpn17j5xg,1,31.5,57.0,2025-04-19T15:13:51.820Z,2025-04-19T15:13:57Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5663030227,56,Back,5663030231,141,95.4,5663030229,140,46.4,5663030235,213,1.03,5663030233,212,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803120359,641,1,2,56,25,ea3yd0dgq6uy6pupkpn17j5xg,1,71.0,95.1,2025-04-19T15:13:55.820Z,2025-04-19T15:14:40Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,1.0,5663030825,213,5.12,5663034479,22,,5663030823,212,27.8,5663030819,140,81.5,5663030817,56,Center,5663030821,141,57.6,5663034475,210,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803120365,642,16,2,56,27,ea3yd0dgq6uy6pupkpn17j5xg,1,84.0,56.2,2025-04-19T15:13:58.092Z,2025-04-19T15:15:58Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5663034629,80,,5663034637,102,46.0,5663030859,56,Center,5663032549,374,2025-04-19 16:13:57.053,5663034641,215,,5663034631,29,,5663034639,103,15.2,5663032553,375,56:26.867,5663034633,55,641,5663034645,231,5663034643,230,98.6,5663032543,72,,5663032545,17,52.3,,5663030855,22,,,,,,,,,,
2803121305,454,1,2,57,22,3ptum5fjcgw51mqui0gu6uuf4,1,50.4,49.7,2025-04-19T15:14:52.441Z,2025-04-19T15:14:56Z,bboslspmgrlysvtol90dpfzzd,A. Muskwe,,,5663036369,140,33.2,5663036423,189,,5663036375,213,3.56,5663036373,212,19.8,5663036379,279,G,5663036367,56,Back,5663036371,141,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803121425,455,1,2,57,27,3ptum5fjcgw51mqui0gu6uuf4,1,33.2,37.9,2025-04-19T15:14:57.351Z,2025-04-19T15:15:01Z,b7594v117himyndjrpkval8us,E. Okereke,,,5663037091,212,37.6,5663037083,157,,5663037085,56,Center,5663037087,140,62.3,5663037089,141,70.2,5663037119,189,,5663037093,213,0.62,5663037095,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803121447,456,4,2,57,31,3ptum5fjcgw51mqui0gu6uuf4,1,54.7,68.6,2025-04-19T15:15:02.171Z,2025-04-19T15:52:15Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5663037291,56,Center,5663037357,233,643,5663037749,189,,5663037295,265,,5663037297,286,,5663037293,152,,5663037289,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803121435,643,4,2,57,31,ea3yd0dgq6uy6pupkpn17j5xg,0,45.3,31.4,2025-04-19T15:15:02.172Z,2025-04-19T15:52:16Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5663037553,233,456,5663037323,285,,5663037319,152,,5663037417,189,,5663037321,265,,5663037317,56,Back,5663037315,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803121517,457,1,2,57,33,3ptum5fjcgw51mqui0gu6uuf4,0,62.3,70.2,2025-04-19T15:15:03.381Z,2025-04-19T15:15:06Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5663037643,1,,5663037637,141,70.9,5663037635,140,96.1,5663037629,152,,5663037631,56,Center,5663037641,213,0.01,5663037639,212,35.5,5663037627,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803121669,645,1,2,57,37,ea3yd0dgq6uy6pupkpn17j5xg,1,6.4,34.3,2025-04-19T15:15:08.044Z,2025-04-19T15:15:11Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5663038387,56,Back,5663038389,140,15.2,5663038397,213,1.15,5663038395,212,22.4,5663038393,141,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803121847,646,1,2,57,41,ea3yd0dgq6uy6pupkpn17j5xg,1,19.2,63.9,2025-04-19T15:15:11.597Z,2025-04-19T15:15:20Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5663039331,140,30.4,5663039337,213,0.88,5663039335,212,18.4,5663039329,56,Back,5663039333,141,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803121871,647,1,2,57,50,ea3yd0dgq6uy6pupkpn17j5xg,1,52.1,90.9,2025-04-19T15:15:20.844Z,2025-04-19T15:15:22Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5663039459,56,Left,5663039461,140,63.1,5663039463,141,82.1,5663039465,212,13.0,5663039467,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803121899,648,1,2,57,52,ea3yd0dgq6uy6pupkpn17j5xg,1,63.1,82.1,2025-04-19T15:15:22.220Z,2025-04-19T15:15:24Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5663039597,140,54.6,5663039595,56,Left,5663039619,212,10.3,5663039621,213,2.62,5663039657,156,,5663039599,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803121927,649,1,2,57,54,ea3yd0dgq6uy6pupkpn17j5xg,1,54.6,89.7,2025-04-19T15:15:24.798Z,2025-04-19T15:15:25Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5663039745,213,5.62,5663039733,56,Left,5663039737,141,79.6,5663039735,140,63.0,5663039739,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803121979,650,1,2,57,55,ea3yd0dgq6uy6pupkpn17j5xg,1,63.0,79.6,2025-04-19T15:15:25.757Z,2025-04-19T15:15:28Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5663040089,212,26.8,5663040081,140,37.5,5663040095,213,3.09,5663040079,56,Back,5663040145,156,,5663040085,141,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803122073,651,1,2,57,58,ea3yd0dgq6uy6pupkpn17j5xg,1,37.5,81.5,2025-04-19T15:15:29.020Z,2025-04-19T15:15:31Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5663040607,141,80.6,5663040605,140,50.8,5663040613,212,14.0,5663040615,213,6.24,5663040599,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
