id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2823320257,385,1,1,44,21,3cbke8cbou2ms925872vk6dwx,1,71.0,19.8,2025-06-18T18:46:46.526Z,2025-06-18T18:46:49Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,,5774941025,212,15.6,5774941019,56,Right,5774941021,140,83.4,5774941027,213,5.70,5774941023,141,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320263,386,1,1,44,24,3cbke8cbou2ms925872vk6dwx,1,83.5,7.6,2025-06-18T18:46:49.870Z,2025-06-18T18:46:51Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,5774941061,212,9.0,5774941057,140,75.5,5774941059,141,12.2,5774941055,56,Right,5774941063,213,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320265,387,1,1,44,26,3cbke8cbou2ms925872vk6dwx,1,75.5,12.2,2025-06-18T18:46:51.277Z,2025-06-18T18:46:52Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,5774941077,213,0.98,5774941071,140,81.1,5774941075,212,10.5,5774941073,141,25.0,5774941069,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320277,388,1,1,44,27,3cbke8cbou2ms925872vk6dwx,1,81.1,25.0,2025-06-18T18:46:52.349Z,2025-06-18T18:46:55Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,5774941145,56,Center,5774941151,212,12.7,5774941153,213,2.83,5774941147,140,69.6,5774941149,141,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320283,389,1,1,44,30,3cbke8cbou2ms925872vk6dwx,1,69.6,30.7,2025-06-18T18:46:55.566Z,2025-06-18T18:46:56Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,,5774941179,141,55.4,5774941181,212,17.7,5774941177,140,75.0,5774941175,56,Center,5774941183,213,1.25,5774941173,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320287,390,1,1,44,31,3cbke8cbou2ms925872vk6dwx,0,75.0,55.4,2025-06-18T18:46:56.622Z,2025-06-18T18:46:57Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,5774941197,56,Center,5774941205,213,0.09,5774941199,140,86.7,5774941203,212,12.3,5774941201,141,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320297,400,12,1,44,32,duspptyvnr5kpx2iko5gerhnz,1,12.8,39.2,2025-06-18T18:46:57.211Z,2025-06-18T18:46:59Z,1t44y6xzubkclt6i6nzgkgr1l,Pedro Justiniano,,5774941265,212,32.7,5774941259,56,Back,5774941261,140,28.9,5774941267,213,5.26,5774941285,167,,5774941263,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320311,391,5,1,44,33,3cbke8cbou2ms925872vk6dwx,1,70.6,102.0,2025-06-18T18:46:58.675Z,2025-06-18T18:53:01Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,5774941319,56,Left,5774941327,233,401,5774941321,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320301,401,5,1,44,33,duspptyvnr5kpx2iko5gerhnz,0,29.4,-2.0,2025-06-18T18:46:58.675Z,2025-06-18T18:47:02Z,1t44y6xzubkclt6i6nzgkgr1l,Pedro Justiniano,,5774941269,56,Back,5774941351,233,391,5774941271,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320335,392,1,1,44,42,3cbke8cbou2ms925872vk6dwx,1,70.1,100.0,2025-06-18T18:47:07.902Z,2025-06-18T18:47:09Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,5774941467,107,,5774941473,141,89.0,5774941469,56,Left,5774941475,212,15.8,5774941477,213,5.69,5774941471,140,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320349,393,1,1,44,44,3cbke8cbou2ms925872vk6dwx,1,82.6,89.0,2025-06-18T18:47:09.757Z,2025-06-18T18:47:12Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,5774941553,212,5.8,5774941551,141,95.9,5774941555,213,2.21,5774941549,140,79.3,5774941547,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320361,394,1,1,44,47,3cbke8cbou2ms925872vk6dwx,1,79.3,95.9,2025-06-18T18:47:12.334Z,2025-06-18T18:47:15Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,5774941633,213,3.64,5774941631,212,10.4,5774941625,56,Left,5774941629,141,88.6,5774941627,140,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320369,395,1,1,44,50,3cbke8cbou2ms925872vk6dwx,1,70.7,88.9,2025-06-18T18:47:15.598Z,2025-06-18T18:47:16Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,5774941663,213,5.33,5774941661,212,16.8,5774941657,140,80.0,5774941659,141,68.8,5774941655,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320375,396,1,1,44,51,3cbke8cbou2ms925872vk6dwx,0,80.1,68.7,2025-06-18T18:47:16.509Z,2025-06-18T18:47:18Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,5774941689,212,12.9,5774941691,213,0.17,5774941687,141,72.0,5774941683,56,Center,5774941685,140,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320379,402,12,1,44,55,duspptyvnr5kpx2iko5gerhnz,1,3.7,24.8,2025-06-18T18:47:19.995Z,2025-06-18T18:48:37Z,1t44y6xzubkclt6i6nzgkgr1l,Pedro Justiniano,,5774941705,56,Back,5774942699,140,9.3,5774942705,213,5.42,5774942701,141,14.6,5774942703,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320509,406,61,1,44,56,duspptyvnr5kpx2iko5gerhnz,1,50.0,50.0,2025-06-18T18:47:20.945Z,2025-06-18T18:48:13Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,5774942409,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320389,397,61,1,44,57,3cbke8cbou2ms925872vk6dwx,1,91.8,83.5,2025-06-18T18:47:22.559Z,2025-06-18T18:47:22Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,5774941751,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320413,404,70,1,44,59,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-06-18T18:47:23.945Z,2025-06-18T18:47:38Z,,,,5774941833,277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320391,398,5,1,44,59,3cbke8cbou2ms925872vk6dwx,0,101.5,71.8,2025-06-18T18:47:24.127Z,2025-06-18T18:47:29Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,5774941755,346,,5774941753,56,Center,5774941783,233,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320397,403,5,1,44,59,duspptyvnr5kpx2iko5gerhnz,1,-1.5,28.2,2025-06-18T18:47:24.127Z,2025-06-18T18:53:01Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,5774941769,56,Back,5774941773,233,398,5774941771,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320407,399,30,1,45,10,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-06-18T18:47:35.709Z,2025-06-18T18:47:38Z,,,,5774941811,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320415,405,30,1,45,10,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-06-18T18:47:35.709Z,2025-06-18T18:47:38Z,,,,5774941835,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322871,402,32,2,45,0,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-06-18T19:06:21.781Z,2025-06-18T19:06:23Z,,,,5774955115,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322863,408,32,2,45,0,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-06-18T19:06:21.781Z,2025-06-18T19:06:21Z,,,,5774955075,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322891,409,1,2,45,0,duspptyvnr5kpx2iko5gerhnz,1,49.9,50.1,2025-06-18T19:06:21.782Z,2025-06-18T19:06:25Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,5774955201,212,23.6,5774955205,279,S,5774955195,56,Back,5774955203,213,2.98,5774955197,140,27.7,5774955199,141,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322911,410,1,2,45,3,duspptyvnr5kpx2iko5gerhnz,1,29.8,55.8,2025-06-18T19:06:25.069Z,2025-06-18T19:06:29Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,5774955271,141,36.1,5774955277,1,,5774955275,213,6.00,5774955273,212,48.0,5774955267,56,Center,5774955269,140,73.7,5774955265,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322919,403,4,2,45,7,3cbke8cbou2ms925872vk6dwx,1,28.6,63.7,2025-06-18T19:06:29.098Z,2025-06-18T19:06:39Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,5774955325,56,Back,5774955565,152,,5774955561,13,,5774955327,285,,5774955599,233,411,5774955563,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322923,411,4,2,45,7,duspptyvnr5kpx2iko5gerhnz,0,71.4,36.3,2025-06-18T19:06:29.099Z,2025-06-18T19:52:00Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,5774955597,152,,5774955595,264,,5774955333,56,Center,5774955593,13,,5774955335,286,,5774955603,233,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322925,412,43,2,45,7,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-06-18T19:06:29.779Z,2025-06-18T19:06:35Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,5774955511,144,61,5774955337,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323057,404,1,2,45,47,3cbke8cbou2ms925872vk6dwx,0,25.4,62.7,2025-06-18T19:07:09.235Z,2025-06-18T19:07:11Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,5774956211,213,0.17,5774956199,157,,5774956197,5,,5774956203,56,Center,5774956213,1,,5774956205,140,70.0,5774956201,152,,5774956207,141,74.5,5774956209,212,47.5,,,,,,,,,,,,,,,,,,,,,,,,
2823323067,413,1,2,45,50,duspptyvnr5kpx2iko5gerhnz,0,30.9,16.4,2025-06-18T19:07:12.108Z,2025-06-18T19:07:13Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,5774956241,212,11.4,5774956233,3,,5774956235,56,Back,5774956237,140,34.6,5774956243,213,1.22,5774956239,141,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323069,405,43,2,45,52,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-06-18T19:07:14.208Z,2025-06-18T19:07:17Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,5774956301,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323077,406,1,2,45,56,3cbke8cbou2ms925872vk6dwx,1,62.5,62.4,2025-06-18T19:07:18.289Z,2025-06-18T19:07:20Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,5774956325,141,83.2,5774956327,212,18.1,5774956321,56,Left,5774956329,213,0.89,5774956323,140,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323085,407,1,2,45,58,3cbke8cbou2ms925872vk6dwx,1,73.8,83.5,2025-06-18T19:07:20.593Z,2025-06-18T19:07:22Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,5774956363,213,3.56,5774956355,56,Center,5774956357,140,57.8,5774956361,212,18.4,5774956359,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323081,414,83,2,46,0,duspptyvnr5kpx2iko5gerhnz,0,29.9,15.9,2025-06-18T19:07:21.843Z,2025-06-18T19:07:29Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,5774956487,399,bbdoe533sbua0ikwxa8ldo91x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323087,408,1,2,46,0,3cbke8cbou2ms925872vk6dwx,1,57.8,72.4,2025-06-18T19:07:22.241Z,2025-06-18T19:07:24Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,5774956381,212,20.6,5774956377,140,38.4,5774956379,141,77.2,5774956375,56,Back,5774956383,213,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323095,409,1,2,46,4,3cbke8cbou2ms925872vk6dwx,1,35.4,72.0,2025-06-18T19:07:26.481Z,2025-06-18T19:07:29Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,5774956463,56,Back,5774956471,213,4.42,5774956465,140,29.5,5774956469,212,21.8,5774956467,141,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323121,410,1,2,46,9,3cbke8cbou2ms925872vk6dwx,1,29.5,40.0,2025-06-18T19:07:31.377Z,2025-06-18T19:07:38Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,5774956631,141,84.7,5774956637,1,,5774956625,155,,5774956627,56,Back,5774956635,213,0.98,5774956629,140,48.8,5774956633,212,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323141,411,1,2,46,16,3cbke8cbou2ms925872vk6dwx,1,69.4,72.0,2025-06-18T19:07:38.033Z,2025-06-18T19:07:41Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,5774956747,141,68.4,5774956743,56,Center,5774956749,212,8.4,5774956745,140,61.7,5774956751,213,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323155,412,1,2,46,19,3cbke8cbou2ms925872vk6dwx,1,67.2,71.2,2025-06-18T19:07:41.441Z,2025-06-18T19:07:43Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,5774956823,140,76.2,5774956825,141,83.6,5774956829,213,0.73,5774956827,212,12.7,5774956821,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323161,413,1,2,46,21,3cbke8cbou2ms925872vk6dwx,0,80.5,85.6,2025-06-18T19:07:43.377Z,2025-06-18T19:07:49Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,5774956885,213,6.11,5774956879,140,90.1,5774956883,212,10.2,5774956881,141,83.0,5774956877,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323185,415,1,2,46,26,duspptyvnr5kpx2iko5gerhnz,0,7.7,2.3,2025-06-18T19:07:48.244Z,2025-06-18T19:07:49Z,1t44y6xzubkclt6i6nzgkgr1l,Pedro Justiniano,,5774957049,157,,5774957055,141,3.5,5774957059,213,0.04,5774957051,56,Back,5774957061,1,,5774957057,212,22.1,5774957053,140,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323223,414,1,2,46,28,3cbke8cbou2ms925872vk6dwx,1,82.1,91.5,2025-06-18T19:07:49.921Z,2025-06-18T19:07:55Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,5774957243,141,82.0,5774957239,56,Left,5774957245,212,7.0,5774957247,213,5.11,5774957241,140,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323205,416,83,2,46,30,duspptyvnr5kpx2iko5gerhnz,0,21.6,15.9,2025-06-18T19:07:51.859Z,2025-06-18T19:07:55Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,5774957267,399,dlpw0ifxzwotsw2ttopgispka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323227,415,61,2,46,33,3cbke8cbou2ms925872vk6dwx,1,84.7,80.9,2025-06-18T19:07:55.142Z,2025-06-18T19:08:06Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,1.0,5774957265,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323231,416,13,2,46,34,3cbke8cbou2ms925872vk6dwx,1,83.7,85.7,2025-06-18T19:07:56.433Z,2025-06-19T08:17:01Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,5774957275,22,,5774957557,103,4.2,5775325557,328,,5774957279,56,Left,5774957549,29,,5775325555,73,,5774957555,102,60.2,5774957551,55,415,5774957561,230,98.5,5774957277,69,5774957559,215,,5774957411,20,,,5774957563,231,53.4,,,,,,,,,,,,
2823323277,417,5,2,46,35,duspptyvnr5kpx2iko5gerhnz,1,-1.6,40.2,2025-06-18T19:07:56.995Z,2025-06-18T19:08:15Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,5774957619,233,417,5774957613,56,Back,5774957615,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323239,417,5,2,46,35,3cbke8cbou2ms925872vk6dwx,0,101.6,59.8,2025-06-18T19:07:56.995Z,2025-06-18T19:52:20Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,5774957353,346,,5774957351,56,Center,5774957625,233,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323305,418,1,2,46,55,duspptyvnr5kpx2iko5gerhnz,1,3.6,46.0,2025-06-18T19:08:16.915Z,2025-06-18T19:08:20Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,5774957803,212,26.3,5774957801,141,83.3,5774957797,56,Back,5774957809,237,,5774957799,140,10.2,5774957795,124,,5774957805,213,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323309,419,1,2,46,58,duspptyvnr5kpx2iko5gerhnz,0,11.2,82.4,2025-06-18T19:08:20.667Z,2025-06-18T19:08:21Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,5774957825,140,39.4,5774957831,213,0.01,5774957829,212,29.6,5774957827,141,83.0,5774957823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323317,418,43,2,47,0,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-06-18T19:08:22.433Z,2025-06-18T19:08:26Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,,5774957915,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323327,419,61,2,47,2,3cbke8cbou2ms925872vk6dwx,1,60.0,23.9,2025-06-18T19:08:23.961Z,2025-06-18T19:08:24Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,,5774957895,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323351,421,1,2,47,5,3cbke8cbou2ms925872vk6dwx,1,68.6,45.1,2025-06-18T19:08:27.720Z,2025-06-18T19:53:02Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,5774958011,212,4.8,5774958005,56,Center,5774958013,213,1.12,5774958009,141,51.5,5774958007,140,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323367,422,1,2,47,7,3cbke8cbou2ms925872vk6dwx,1,70.6,51.5,2025-06-18T19:08:29.377Z,2025-06-18T19:53:03Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,,5774958073,140,74.8,5774958075,141,73.0,5774958077,212,15.3,5774958071,56,Center,5774958079,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323371,423,1,2,47,8,3cbke8cbou2ms925872vk6dwx,0,74.8,73.0,2025-06-18T19:08:29.786Z,2025-06-18T19:53:07Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,5774958087,56,Center,5774958089,140,80.4,5774958091,141,55.5,5774958093,212,13.3,5774958085,155,,5774958095,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323373,420,12,2,47,10,duspptyvnr5kpx2iko5gerhnz,1,15.6,39.5,2025-06-18T19:08:32.659Z,2025-06-18T19:08:33Z,1t44y6xzubkclt6i6nzgkgr1l,Pedro Justiniano,,5774958103,212,18.4,5774958101,141,25.3,5774958107,15,,5774958099,140,30.5,5774958105,213,5.73,5774958097,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323389,424,1,2,47,13,3cbke8cbou2ms925872vk6dwx,0,69.7,71.7,2025-06-18T19:08:35.712Z,2025-06-18T19:08:58Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,,5774958213,212,2.8,5774958775,236,,5774958781,286,,5774958777,233,421,5774958207,56,Center,5774958209,140,72.2,5774958211,141,73.3,5774958215,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323381,421,74,2,47,13,duspptyvnr5kpx2iko5gerhnz,1,24.2,12.9,2025-06-18T19:08:35.713Z,2025-06-18T19:52:19Z,ebhnuikcvtrbmw5e80r1fds2y,O. Jakonen,,5774958149,285,,5774958147,56,Back,5774958965,233,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323413,423,1,2,47,18,duspptyvnr5kpx2iko5gerhnz,1,36.6,12.5,2025-06-18T19:08:40.035Z,2025-06-18T19:08:52Z,ebhnuikcvtrbmw5e80r1fds2y,O. Jakonen,,5774958303,140,80.4,5774958311,1,,5774958309,213,6.28,5774958301,56,Right,5774958307,212,46.0,5774958305,141,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323417,424,50,2,47,21,duspptyvnr5kpx2iko5gerhnz,1,79.0,14.6,2025-06-18T19:08:43.731Z,2025-06-18T19:08:46Z,84wint64ygxx3pi5fz3mr12j8,N. Fleuriau Chateau,,5774958329,286,,5774958327,56,Right,5774958395,233,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323421,425,7,2,47,21,3cbke8cbou2ms925872vk6dwx,0,21.0,85.4,2025-06-18T19:08:43.732Z,2025-06-18T19:08:47Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,5774958351,56,Back,5774958353,285,,5774958375,233,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323439,425,1,2,47,24,duspptyvnr5kpx2iko5gerhnz,0,90.4,8.0,2025-06-18T19:08:46.290Z,2025-06-18T19:09:10Z,84wint64ygxx3pi5fz3mr12j8,N. Fleuriau Chateau,,5774958457,140,84.5,5774958461,212,25.6,5774958451,2,,5774958463,213,1.81,5774958459,141,44.6,5774958455,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323461,426,12,2,47,24,3cbke8cbou2ms925872vk6dwx,1,11.0,63.4,2025-06-18T19:08:46.560Z,2025-06-18T19:08:52Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,5774958611,140,35.3,5774958617,213,0.04,5774958613,141,64.8,5774958609,56,Back,5774958615,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323481,427,4,2,47,33,3cbke8cbou2ms925872vk6dwx,1,39.7,74.0,2025-06-18T19:08:54.875Z,2025-06-18T19:09:18Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,5774958853,233,426,5774958797,56,Back,5774958803,286,,5774958799,152,,5774958795,13,,5774959223,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323469,426,4,2,47,33,duspptyvnr5kpx2iko5gerhnz,0,60.3,26.0,2025-06-18T19:08:54.876Z,2025-06-18T19:09:16Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,5774958819,13,,5774958825,152,,5774958873,233,427,5774958821,294,,5774958827,285,,5774958823,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323631,428,1,2,48,14,3cbke8cbou2ms925872vk6dwx,0,38.0,64.9,2025-06-18T19:09:36.625Z,2025-06-18T19:09:38Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,5774959693,152,,5774959703,213,0.23,5774959699,141,80.9,5774959689,5,,5774959705,1,,5774959697,140,82.6,5774959691,155,,5774959701,212,48.1,5774959695,56,Left,,,,,,,,,,,,,,,,,,,,,,,,
2823323633,427,1,2,48,16,duspptyvnr5kpx2iko5gerhnz,0,16.7,12.8,2025-06-18T19:09:38.451Z,2025-06-18T19:09:39Z,1t44y6xzubkclt6i6nzgkgr1l,Pedro Justiniano,,5774959719,213,0.08,5774959713,140,30.1,5774959717,212,14.1,5774959711,56,Back,5774959709,3,,5774959715,141,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323645,429,61,2,48,18,3cbke8cbou2ms925872vk6dwx,0,75.4,76.3,2025-06-18T19:09:40.417Z,2025-06-18T19:09:40Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,5774959767,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323661,428,1,2,48,19,duspptyvnr5kpx2iko5gerhnz,0,23.7,28.6,2025-06-18T19:09:41.035Z,2025-06-18T19:09:45Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,5774959849,140,63.2,5774959855,213,6.23,5774959847,56,Center,5774959851,141,25.2,5774959857,1,,5774959845,157,,5774959853,212,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323679,430,1,2,48,25,3cbke8cbou2ms925872vk6dwx,0,29.0,61.8,2025-06-18T19:09:47.329Z,2025-06-18T19:09:49Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,5774959965,157,,5774959967,56,Center,5774959973,212,34.9,5774959969,140,62.0,5774959975,213,6.17,5774959971,141,56.1,5774959977,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
