id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/15/value,qualifier/16/value,qualifier/17/value
2796251407,300,1,1,39,7,8sy0cxovuxo76tuoas3uo55xj,1,35.6,6.7,2025-04-05T14:40:35.988Z,2025-04-05T14:40:38Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5625188083,56,Back,5625188087,141,14.7,5625188085,140,35.6,5625188091,213,1.57,5625188089,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796251509,301,1,1,39,9,8sy0cxovuxo76tuoas3uo55xj,1,35.6,14.7,2025-04-05T14:40:37.988Z,2025-04-05T14:40:40Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5625188613,140,31.8,5625188607,56,Back,5625188615,141,7.6,5625188623,213,4.02,5625188621,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796251615,302,1,1,39,12,8sy0cxovuxo76tuoas3uo55xj,1,31.4,20.4,2025-04-05T14:40:41.011Z,2025-04-05T14:40:42Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5625189227,212,10.9,5625189223,140,21.6,5625189221,56,Back,5625189225,141,25.5,5625189229,213,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796251801,303,1,1,39,14,8sy0cxovuxo76tuoas3uo55xj,1,21.6,25.2,2025-04-05T14:40:42.196Z,2025-04-05T14:40:46Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5625190159,140,27.5,5625190165,213,5.41,5625190163,212,9.6,5625190161,141,14.4,5625190157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796251923,304,1,1,39,18,8sy0cxovuxo76tuoas3uo55xj,0,28.4,14.9,2025-04-05T14:40:46.229Z,2025-04-05T14:40:48Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5625190793,141,61.1,5625190797,212,42.5,5625190789,140,55.7,5625190801,1,,5625190775,155,,5625190799,213,0.83,5625190781,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796252157,346,3,1,39,24,ea3yd0dgq6uy6pupkpn17j5xg,0,54.2,27.0,2025-04-05T14:40:52.438Z,2025-04-05T14:40:56Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5625192431,233,305,5625192043,56,Center,5625192045,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796252177,305,7,1,39,24,8sy0cxovuxo76tuoas3uo55xj,0,45.8,73.0,2025-04-05T14:40:52.439Z,2025-04-05T14:40:57Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5625192157,285,,5625192155,56,Back,5625192255,233,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796252485,348,1,1,39,26,ea3yd0dgq6uy6pupkpn17j5xg,1,57.5,35.2,2025-04-05T14:40:54.980Z,2025-04-05T14:40:59Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5625193785,140,65.9,5625193787,141,14.1,5625193781,56,Right,5625193791,212,16.8,5625193795,213,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796252547,349,1,1,39,30,ea3yd0dgq6uy6pupkpn17j5xg,0,86.5,17.0,2025-04-05T14:40:58.884Z,2025-04-05T14:41:06Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5625194153,212,3.2,5625194157,213,0.98,5625194149,141,20.9,5625194135,2,,5625194141,56,Right,5625194137,155,,5625194145,140,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796252561,306,61,1,39,32,8sy0cxovuxo76tuoas3uo55xj,1,6.8,75.7,2025-04-05T14:41:00.341Z,2025-04-05T14:41:00Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5625194203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796253401,309,1,1,39,50,8sy0cxovuxo76tuoas3uo55xj,0,5.9,49.4,2025-04-05T14:41:18.643Z,2025-04-05T14:41:21Z,eomg9p2mo39ce40d1elkxerpx,J. Koski,,,5625198525,56,Back,5625198533,213,5.92,5625198531,212,45.0,5625198535,1,,5625198523,198,,5625198527,140,45.9,5625198521,157,,5625198529,141,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796253519,350,1,1,39,52,ea3yd0dgq6uy6pupkpn17j5xg,1,52.0,66.6,2025-04-05T14:41:20.995Z,2025-04-05T14:41:23Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5625199159,213,0.35,5625199149,3,,5625199155,141,74.1,5625199151,56,Center,5625199157,212,14.9,5625199153,140,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796253715,352,1,1,39,56,ea3yd0dgq6uy6pupkpn17j5xg,1,68.3,69.4,2025-04-05T14:41:24.836Z,2025-04-05T14:41:27Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5625200135,212,11.8,5625200129,56,Center,5625200137,213,5.95,5625200133,141,63.7,5625200131,140,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796253763,353,1,1,39,58,ea3yd0dgq6uy6pupkpn17j5xg,1,78.9,63.7,2025-04-05T14:41:26.772Z,2025-04-05T14:41:28Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5625200387,212,11.6,5625200503,156,,5625200371,140,68.4,5625200379,141,68.8,5625200365,56,Center,5625200393,213,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796253865,354,1,1,40,0,ea3yd0dgq6uy6pupkpn17j5xg,1,68.4,68.8,2025-04-05T14:41:28.756Z,2025-04-05T14:41:30Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5625201009,212,23.2,5625201001,140,84.9,5625201007,141,91.5,5625201011,213,0.73,5625200985,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796254005,355,1,1,40,2,ea3yd0dgq6uy6pupkpn17j5xg,0,86.8,91.1,2025-04-05T14:41:30.548Z,2025-04-05T14:41:33Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5625201777,2,,5625201785,141,32.5,5625201781,56,Center,5625201787,212,40.2,5625201783,140,91.7,5625201789,213,4.84,5625201791,1,,5625201779,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796254123,310,1,1,40,6,8sy0cxovuxo76tuoas3uo55xj,1,8.8,66.1,2025-04-05T14:41:34.916Z,2025-04-05T14:41:36Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5625202393,140,5.4,5625202397,212,4.3,5625202391,56,Back,5625202395,141,62.7,5625202399,213,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796254307,312,1,1,40,8,8sy0cxovuxo76tuoas3uo55xj,1,4.8,64.0,2025-04-05T14:41:36.324Z,2025-04-05T14:41:40Z,eomg9p2mo39ce40d1elkxerpx,J. Koski,,,5625203403,212,10.1,5625203401,141,77.8,5625203399,140,8.3,5625203405,213,1.20,5625203397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796254449,313,1,1,40,11,8sy0cxovuxo76tuoas3uo55xj,0,9.7,94.2,2025-04-05T14:41:39.861Z,2025-04-05T14:41:42Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5625204187,140,57.5,5625204183,157,,5625204185,56,Left,5625204195,1,,5625204193,213,6.09,5625204189,141,80.0,5625204191,212,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796254531,356,61,1,40,15,ea3yd0dgq6uy6pupkpn17j5xg,0,41.6,22.1,2025-04-05T14:41:44.180Z,2025-04-05T14:41:56Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5625204645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796255229,358,51,1,40,16,ea3yd0dgq6uy6pupkpn17j5xg,1,44.2,46.3,2025-04-05T14:41:44.564Z,2025-04-05T14:42:19Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5625209627,169,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796254873,314,13,1,40,21,8sy0cxovuxo76tuoas3uo55xj,1,89.8,59.3,2025-04-05T14:41:49.716Z,2025-04-05T15:06:40Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5625207645,20,,5625208861,214,,5625208863,215,,5625206463,17,,5625208873,230,98.5,5625424473,23,,5625206465,56,Center,5625208859,103,73.6,5625213353,468,5625208855,74,,5625208869,458,,5625208875,231,5625208857,102,49.6,,,,,,,,,,,,,,,358,50.9,,,
2796254891,315,5,1,40,23,8sy0cxovuxo76tuoas3uo55xj,0,101.2,46.6,2025-04-05T14:41:51.332Z,2025-04-05T14:43:02Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5625207927,233,357,5625206557,346,,5625206551,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796255105,357,5,1,40,23,ea3yd0dgq6uy6pupkpn17j5xg,1,-1.2,53.4,2025-04-05T14:41:51.332Z,2025-04-05T14:43:02Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5625207587,56,Back,5625207733,233,315,5625207593,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796256699,359,1,1,41,0,ea3yd0dgq6uy6pupkpn17j5xg,1,4.7,44.5,2025-04-05T14:42:28.916Z,2025-04-05T14:42:31Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5625216073,237,,5625216069,1,,5625216051,124,,5625216057,56,Back,5625216059,140,42.2,5625216065,212,46.1,5625216063,141,9.2,5625216067,213,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796256745,360,1,1,41,3,ea3yd0dgq6uy6pupkpn17j5xg,1,47.2,6.4,2025-04-05T14:42:31.252Z,2025-04-05T14:42:32Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5625216299,212,7.6,5625216283,56,Back,5625216295,141,13.5,5625216303,213,2.45,5625216289,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796257103,361,1,1,41,4,ea3yd0dgq6uy6pupkpn17j5xg,1,41.7,16.4,2025-04-05T14:42:32.596Z,2025-04-05T14:42:39Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5625218017,213,5.86,5625218013,141,4.1,5625218011,140,59.5,5625218009,56,Right,5625218015,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796257241,362,1,1,41,13,ea3yd0dgq6uy6pupkpn17j5xg,1,68.3,5.0,2025-04-05T14:42:41.604Z,2025-04-05T14:42:42Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5625218785,212,14.5,5625218787,213,2.72,5625218783,141,13.8,5625218781,140,55.7,5625218779,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796257327,363,1,1,41,14,ea3yd0dgq6uy6pupkpn17j5xg,1,55.7,13.8,2025-04-05T14:42:42.564Z,2025-04-05T14:42:44Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5625219217,212,15.5,5625219213,140,41.0,5625219211,56,Back,5625219219,213,3.09,5625219215,141,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796257443,364,1,1,41,16,ea3yd0dgq6uy6pupkpn17j5xg,1,41.0,15.0,2025-04-05T14:42:44.645Z,2025-04-05T14:42:47Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5625219851,141,3.4,5625219857,213,5.90,5625219853,212,20.9,5625219843,56,Right,5625219847,140,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796257497,365,1,1,41,18,ea3yd0dgq6uy6pupkpn17j5xg,1,59.4,3.4,2025-04-05T14:42:47.060Z,2025-04-05T14:42:48Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5625220129,213,1.71,5625220125,141,26.1,5625220127,212,15.6,5625220123,140,57.4,5625220119,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796257585,366,1,1,41,20,ea3yd0dgq6uy6pupkpn17j5xg,1,57.4,26.1,2025-04-05T14:42:48.292Z,2025-04-05T14:42:50Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5625220639,212,13.1,5625220637,141,6.8,5625220633,56,Right,5625220635,140,57.2,5625220641,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796257631,367,1,1,41,22,ea3yd0dgq6uy6pupkpn17j5xg,1,57.2,6.8,2025-04-05T14:42:50.340Z,2025-04-05T14:42:51Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5625220893,140,54.3,5625220897,212,4.3,5625220889,56,Right,5625220895,141,11.3,5625220899,213,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796257735,368,1,1,41,23,ea3yd0dgq6uy6pupkpn17j5xg,1,54.3,11.3,2025-04-05T14:42:51.348Z,2025-04-05T14:42:53Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5625221407,141,4.0,5625221403,56,Right,5625221411,213,5.46,5625221405,140,58.7,5625221409,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796257833,369,1,1,41,25,ea3yd0dgq6uy6pupkpn17j5xg,1,59.5,4.1,2025-04-05T14:42:53.524Z,2025-04-05T14:42:55Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5625221903,140,54.9,5625221907,212,17.5,5625221901,56,Center,5625221911,213,1.85,5625221905,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796258083,370,1,1,41,27,ea3yd0dgq6uy6pupkpn17j5xg,1,54.5,32.1,2025-04-05T14:42:55.637Z,2025-04-05T14:43:00Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5625223067,212,18.7,5625223063,141,45.4,5625223057,140,38.9,5625223053,56,Back,5625223071,213,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796258175,371,1,1,41,31,ea3yd0dgq6uy6pupkpn17j5xg,1,44.0,61.1,2025-04-05T14:43:00.100Z,2025-04-05T14:43:02Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5625223647,212,16.3,5625223641,56,Back,5625223643,140,44.1,5625223645,141,85.1,5625223649,213,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796258341,372,1,1,41,34,ea3yd0dgq6uy6pupkpn17j5xg,1,44.1,85.1,2025-04-05T14:43:02.276Z,2025-04-05T14:43:05Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5625224559,212,9.1,5625224561,213,5.34,5625224555,141,74.2,5625224553,140,49.2,5625224551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796258345,373,3,1,41,37,ea3yd0dgq6uy6pupkpn17j5xg,0,54.2,81.5,2025-04-05T14:43:05.588Z,2025-04-05T16:19:51Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5625224595,56,Left,5625224597,286,,5625225097,233,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796258405,316,7,1,41,37,8sy0cxovuxo76tuoas3uo55xj,1,45.8,18.5,2025-04-05T14:43:05.589Z,2025-04-05T16:19:51Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5625224905,56,Back,5625224907,285,,5625225029,233,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796258479,317,1,1,41,39,8sy0cxovuxo76tuoas3uo55xj,1,43.9,13.2,2025-04-05T14:43:07.253Z,2025-04-05T14:43:08Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5625225321,212,3.7,5625225315,56,Back,5625225319,141,12.3,5625225325,213,3.31,5625225317,140,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796258525,318,1,1,41,39,8sy0cxovuxo76tuoas3uo55xj,1,40.2,12.2,2025-04-05T14:43:07.797Z,2025-04-05T14:43:09Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5625225569,141,22.8,5625225573,213,1.34,5625225571,212,7.4,5625225565,140,41.8,5625225561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796258691,320,1,1,41,41,8sy0cxovuxo76tuoas3uo55xj,0,41.8,22.8,2025-04-05T14:43:09.636Z,2025-04-05T14:43:13Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5625226429,141,0.0,5625226439,213,5.84,5625226423,140,74.4,5625226441,1,,5625226419,56,Right,5625226435,212,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796258713,321,5,1,41,44,8sy0cxovuxo76tuoas3uo55xj,0,79.4,-1.0,2025-04-05T14:43:12.959Z,2025-04-05T15:13:47Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5625226515,56,Right,5625226523,347,,5625228529,233,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796259071,374,5,1,41,44,ea3yd0dgq6uy6pupkpn17j5xg,1,20.6,101.0,2025-04-05T14:43:12.959Z,2025-04-05T15:13:47Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5625228345,347,,5625228409,233,321,5625228341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796259151,375,1,1,41,52,ea3yd0dgq6uy6pupkpn17j5xg,1,12.3,100.0,2025-04-05T14:43:20.868Z,2025-04-05T14:43:23Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5625228717,213,4.30,5625228711,212,11.3,5625228705,56,Back,5625228703,107,,5625228707,140,8.0,5625228709,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796259329,376,1,1,41,54,ea3yd0dgq6uy6pupkpn17j5xg,1,8.0,86.0,2025-04-05T14:43:22.916Z,2025-04-05T14:43:27Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5625229637,212,15.9,5625229633,140,2.4,5625229631,56,Back,5625229639,213,4.33,5625229635,141,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796259627,377,1,1,41,58,ea3yd0dgq6uy6pupkpn17j5xg,1,6.6,54.8,2025-04-05T14:43:26.980Z,2025-04-05T14:43:33Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5625231181,140,16.9,5625231187,213,5.28,5625231183,141,29.8,5625231185,212,20.1,5625231179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796259911,378,1,1,42,5,ea3yd0dgq6uy6pupkpn17j5xg,1,26.4,20.0,2025-04-05T14:43:33.445Z,2025-04-05T14:43:38Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5625232655,213,1.16,5625232649,212,3.9,5625232645,141,25.3,5625232635,56,Back,5625232639,140,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796260017,379,1,1,42,10,ea3yd0dgq6uy6pupkpn17j5xg,1,44.9,27.9,2025-04-05T14:43:38.468Z,2025-04-05T14:43:40Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5625233121,56,Back,5625233127,140,49.4,5625233131,141,9.5,5625233137,213,5.07,5625233133,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796260279,380,1,1,42,12,ea3yd0dgq6uy6pupkpn17j5xg,1,49.4,9.5,2025-04-05T14:43:40.292Z,2025-04-05T14:43:45Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5625234493,213,3.05,5625234489,212,8.3,5625234479,56,Back,5625234487,141,10.6,5625234483,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796260363,381,1,1,42,17,ea3yd0dgq6uy6pupkpn17j5xg,1,41.5,10.6,2025-04-05T14:43:45.619Z,2025-04-05T14:43:47Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5625234879,140,49.8,5625234881,141,4.7,5625234883,212,9.6,5625234885,213,5.85,5625234877,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796260513,382,1,1,42,19,ea3yd0dgq6uy6pupkpn17j5xg,1,49.8,4.7,2025-04-05T14:43:47.572Z,2025-04-05T14:43:51Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5625235713,212,8.6,5625235711,141,8.5,5625235709,140,42.0,5625235705,56,Back,5625235719,213,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796261057,383,1,1,42,22,ea3yd0dgq6uy6pupkpn17j5xg,1,41.7,16.5,2025-04-05T14:43:50.981Z,2025-04-05T14:44:02Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5625238475,212,26.2,5625238477,213,2.13,5625238473,141,49.1,5625238469,140,28.4,5625238467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796260847,322,83,1,42,28,8sy0cxovuxo76tuoas3uo55xj,0,62.7,28.9,2025-04-05T14:43:56.933Z,2025-04-05T14:44:05Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5625239091,399,czynssza36ggpaezb0i14si22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796261157,384,2,1,42,34,ea3yd0dgq6uy6pupkpn17j5xg,1,78.6,52.8,2025-04-05T14:44:02.277Z,2025-04-05T14:44:29Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5625240805,8,,5625239017,141,65.8,5625239013,140,82.3,5625240813,56,Center,5625240809,7,dytql3b2co1cst72z5qf879pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796262793,324,1,1,43,11,8sy0cxovuxo76tuoas3uo55xj,1,12.0,42.7,2025-04-05T14:44:40.021Z,2025-04-05T14:44:42Z,eomg9p2mo39ce40d1elkxerpx,J. Koski,,,5625247371,140,68.6,5625247385,1,,5625247383,213,6.14,5625247381,212,60.1,5625247365,241,,5625247379,141,29.8,5625247367,56,Center,5625247361,5,,5625247363,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796262827,325,1,1,43,14,8sy0cxovuxo76tuoas3uo55xj,0,68.6,29.8,2025-04-05T14:44:42.533Z,2025-04-05T14:44:43Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5625247561,212,5.2,5625247557,141,27.3,5625247553,140,73.3,5625247543,168,,5625247541,3,,5625247565,213,5.95,5625247549,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796263115,386,1,1,43,17,ea3yd0dgq6uy6pupkpn17j5xg,0,21.2,96.3,2025-04-05T14:44:45.622Z,2025-04-05T14:44:52Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5625249089,56,Left,5625249143,212,42.5,5625249107,140,60.5,5625249153,1,,5625249083,157,,5625249133,141,81.2,5625249145,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796263081,326,44,1,43,20,8sy0cxovuxo76tuoas3uo55xj,1,39.2,24.5,2025-04-05T14:44:48.341Z,2025-04-05T14:54:35Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5625248879,285,,5625248877,56,Back,5625250347,233,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796263209,387,44,1,43,20,ea3yd0dgq6uy6pupkpn17j5xg,0,60.8,75.5,2025-04-05T14:44:48.342Z,2025-04-05T14:44:54Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5625249525,56,Center,5625249537,286,,5625250415,233,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796263341,327,1,1,43,20,8sy0cxovuxo76tuoas3uo55xj,1,38.9,30.1,2025-04-05T14:44:48.598Z,2025-04-05T14:44:53Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5625250249,212,5.1,5625250251,213,0.55,5625250245,140,43.0,5625250247,141,34.0,5625250243,56,Back,5625250241,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796263355,328,1,1,43,22,8sy0cxovuxo76tuoas3uo55xj,0,42.6,34.0,2025-04-05T14:44:50.213Z,2025-04-05T14:44:54Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5625250267,212,12.4,5625250263,140,53.2,5625250261,56,Center,5625250265,141,42.2,5625250269,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796263475,388,1,1,43,24,ea3yd0dgq6uy6pupkpn17j5xg,1,48.2,56.3,2025-04-05T14:44:52.373Z,2025-04-05T14:44:56Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5625250759,56,Center,5625250765,212,16.6,5625250761,140,56.4,5625250767,213,5.26,5625250763,141,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796263601,389,1,1,43,28,ea3yd0dgq6uy6pupkpn17j5xg,1,64.3,25.6,2025-04-05T14:44:56.213Z,2025-04-05T14:44:59Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5625251567,56,Right,5625251575,213,4.87,5625251569,140,66.4,5625251573,212,13.6,5625251571,141,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
