id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2814164417,326,1,1,47,26,duspptyvnr5kpx2iko5gerhnz,1,41.3,87.1,2025-05-12T16:49:07.405Z,2025-05-12T16:49:09Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5723829095,141,41.2,5723829091,140,40.4,5723829099,212,31.2,5723829089,56,Back,5723829103,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164439,327,1,1,47,28,duspptyvnr5kpx2iko5gerhnz,1,40.4,41.2,2025-05-12T16:49:09.110Z,2025-05-12T16:49:12Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5723829227,56,Back,5723829233,212,16.2,5723829235,213,1.49,5723829231,141,64.9,5723829229,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164457,328,1,1,47,30,duspptyvnr5kpx2iko5gerhnz,1,42.0,67.2,2025-05-12T16:49:11.879Z,2025-05-12T16:49:15Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5723829355,56,Left,5723829361,212,48.1,5723829357,140,86.4,5723829365,1,,5723829359,141,84.5,5723829353,155,,5723829363,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164469,329,1,1,47,34,duspptyvnr5kpx2iko5gerhnz,0,85.9,85.1,2025-05-12T16:49:15.513Z,2025-05-12T16:49:18Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5723829477,212,26.3,5723829475,141,49.3,5723829469,155,,5723829471,56,Center,5723829473,140,95.4,5723829479,213,5.10,5723829467,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164479,405,43,1,47,38,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-05-12T16:49:20.042Z,2025-05-12T16:49:28Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5723829647,179,0,5723829645,177,0,5723829545,56,Back,5723829543,182,0,5723829811,144,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164547,407,1,1,47,50,ea3yd0dgq6uy6pupkpn17j5xg,1,4.6,52.8,2025-05-12T16:49:31.803Z,2025-05-12T16:49:33Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5723829949,56,Back,5723829953,141,74.7,5723829955,212,17.9,5723829951,140,14.0,5723829957,213,0.99,5723829947,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164559,408,1,1,47,52,ea3yd0dgq6uy6pupkpn17j5xg,1,14.5,72.1,2025-05-12T16:49:33.369Z,2025-05-12T16:49:35Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5723830019,141,93.2,5723830023,213,0.68,5723830021,212,22.7,5723830015,56,Back,5723830017,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164593,409,1,1,47,53,ea3yd0dgq6uy6pupkpn17j5xg,0,31.4,92.7,2025-05-12T16:49:34.955Z,2025-05-12T16:49:39Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5723830207,1,,5723830205,213,0.03,5723830195,155,,5723830197,56,Left,5723830201,141,95.0,5723830203,212,49.4,5723830199,140,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164595,330,1,1,47,56,duspptyvnr5kpx2iko5gerhnz,1,17.8,6.8,2025-05-12T16:49:37.844Z,2025-05-12T16:49:40Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5723830233,140,28.9,5723830239,213,0.09,5723830231,56,Back,5723830235,141,8.3,5723830229,3,,5723830237,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164601,332,1,1,47,59,duspptyvnr5kpx2iko5gerhnz,1,28.9,8.3,2025-05-12T16:49:40.491Z,2025-05-12T16:49:41Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5723830249,212,4.9,5723830243,56,Back,5723830251,213,2.04,5723830245,140,26.8,5723830247,141,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164607,333,1,1,48,0,duspptyvnr5kpx2iko5gerhnz,1,26.8,14.7,2025-05-12T16:49:41.773Z,2025-05-12T16:49:42Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5723830275,56,Back,5723830277,140,27.1,5723830283,213,4.77,5723830279,141,6.4,5723830281,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164625,334,1,1,48,1,duspptyvnr5kpx2iko5gerhnz,1,27.1,6.4,2025-05-12T16:49:42.507Z,2025-05-12T16:49:50Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5723830411,141,6.7,5723830415,213,0.02,5723830409,140,39.2,5723830407,56,Back,5723830413,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164619,410,83,1,48,4,ea3yd0dgq6uy6pupkpn17j5xg,0,63.4,95.3,2025-05-12T16:49:45.281Z,2025-05-12T16:56:48Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5723840925,399,ec7y1s97xpoab87z786zt0r56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164627,335,61,1,48,5,duspptyvnr5kpx2iko5gerhnz,0,37.0,4.2,2025-05-12T16:49:46.280Z,2025-05-12T16:56:46Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5723830419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164633,336,43,1,48,8,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-05-12T16:49:49.774Z,2025-05-12T16:56:40Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5723830453,56,Back,5723840861,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164639,337,5,1,48,9,duspptyvnr5kpx2iko5gerhnz,0,34.8,-2.0,2025-05-12T16:49:50.716Z,2025-05-12T18:09:36Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5723830475,347,,5723830483,233,411,5723830473,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164637,411,5,1,48,9,ea3yd0dgq6uy6pupkpn17j5xg,1,65.2,102.0,2025-05-12T16:49:50.716Z,2025-05-12T18:09:35Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5723830467,347,,5723830465,56,Left,5723830477,233,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164663,338,18,1,48,19,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-05-12T16:50:00.591Z,2025-05-12T16:50:01Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5723830663,41,,5723830667,59,37,5723830705,55,339,5723830665,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164667,339,19,1,48,19,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-05-12T16:50:00.592Z,2025-05-12T16:50:01Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5723830683,41,,5723830697,55,338,5723830689,59,30,5723830687,145,6,5723830693,293,5,5723830695,44,Defender,5723830691,292,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814165039,351,40,1,48,20,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-05-12T16:50:01.084Z,2025-05-12T16:51:33Z,,,,,5723832965,30,"45kijyqwuvgoc6hx51yueyeol, 72d57i3mfqxtbsmm196kdv0fd, eaa9sktij53071abummj4pkwk, 7zztpnbw4cfyw6q231nqy8nv9, 1zud0qdtf6c6wzkgqhz6b94a1, 5ynhzqvpks5u5bjgno6snhyzu, 80mvshlrrlu5vt41gkruwn8fe, 9ka422rjynvrx4kofh5q8ivop, 6zw6j1zpm7vs8zkx5z6enqpgq, ec7y1s97xpoab87z786zt0r56, 1zdrpi7b401hv9w9mtykzyor9, 84wint64ygxx3pi5fz3mr12j8, 9julhxqc94tmamhicz9gfysyc, 6i2n7bcfphn89v0eccet2fop, di62c8bxsf1t8jrhzu47qb7u2, 1xquqxm7zxe002v8dc2z46sb9, 1wg15zg0fffyoag6owdh35vkk, bbp11n61bl9mjlis2ulxub66s, bn62iwa6vrs5z6ow9q2kpq590",5723832967,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",5723832973,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5723832969,59,"1, 6, 7, 23, 19, 21, 20, 34, 9, 10, 30, 14, 27, 77, 3, 4, 5, 31, 17",5723832971,130,12,5723832975,194,45kijyqwuvgoc6hx51yueyeol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164711,412,1,1,48,27,ea3yd0dgq6uy6pupkpn17j5xg,1,62.3,100.0,2025-05-12T16:50:08.314Z,2025-05-12T16:50:11Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5723830967,212,12.8,5723830959,107,,5723830965,141,92.0,5723830961,56,Left,5723830969,213,5.72,5723830963,140,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164713,413,61,1,48,29,ea3yd0dgq6uy6pupkpn17j5xg,0,72.6,92.9,2025-05-12T16:50:11.018Z,2025-05-12T16:50:11Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5723830973,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164725,340,12,1,48,30,duspptyvnr5kpx2iko5gerhnz,1,26.5,7.7,2025-05-12T16:50:11.302Z,2025-05-12T16:50:14Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5723831023,56,Back,5723831029,212,2.3,5723831031,213,4.89,5723831027,141,4.3,5723831025,140,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164717,414,61,1,48,30,ea3yd0dgq6uy6pupkpn17j5xg,1,71.7,93.2,2025-05-12T16:50:12.051Z,2025-05-12T16:50:12Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5723830987,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814166435,425,61,1,48,31,ea3yd0dgq6uy6pupkpn17j5xg,1,66.4,92.4,2025-05-12T16:50:12.084Z,2025-05-12T16:57:16Z,1coz8r44qcr2aau1u09888i6s,M. Bojang,,,5723841517,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164723,415,61,1,48,32,ea3yd0dgq6uy6pupkpn17j5xg,0,72.7,85.6,2025-05-12T16:50:13.499Z,2025-05-12T16:57:23Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5723831017,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164741,341,1,1,48,33,duspptyvnr5kpx2iko5gerhnz,0,27.4,5.5,2025-05-12T16:50:14.339Z,2025-05-12T16:50:16Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5723831137,212,19.4,5723831129,157,,5723831141,1,,5723831133,140,45.8,5723831139,213,0.07,5723831131,56,Back,5723831135,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164745,416,1,1,48,36,ea3yd0dgq6uy6pupkpn17j5xg,0,54.1,91.2,2025-05-12T16:50:17.225Z,2025-05-12T16:50:18Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5723831163,213,5.78,5723831159,141,79.9,5723831153,3,,5723831161,212,16.0,5723831155,56,Left,5723831157,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164765,343,1,1,48,39,duspptyvnr5kpx2iko5gerhnz,1,32.7,23.4,2025-05-12T16:50:20.327Z,2025-05-12T16:50:21Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5723831231,56,Back,5723831235,141,31.0,5723831233,140,33.3,5723831239,213,1.45,5723831237,212,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164769,344,1,1,48,40,duspptyvnr5kpx2iko5gerhnz,0,33.3,31.0,2025-05-12T16:50:21.229Z,2025-05-12T16:50:21Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5723831273,56,Back,5723831281,213,5.73,5723831279,212,14.2,5723831277,141,20.1,5723831275,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164783,417,1,1,48,41,ea3yd0dgq6uy6pupkpn17j5xg,1,53.9,85.9,2025-05-12T16:50:22.490Z,2025-05-12T16:50:24Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5723831347,141,93.8,5723831343,56,Left,5723831349,212,7.3,5723831351,213,0.83,5723831345,140,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164799,419,1,1,48,43,ea3yd0dgq6uy6pupkpn17j5xg,0,58.6,92.4,2025-05-12T16:50:24.090Z,2025-05-12T16:50:24Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5723831443,141,85.9,5723831439,56,Left,5723831445,212,9.7,5723831447,213,5.81,5723831441,140,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164801,345,8,1,48,44,duspptyvnr5kpx2iko5gerhnz,1,35.6,15.8,2025-05-12T16:50:25.901Z,2025-05-12T16:50:26Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5723831459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164829,347,3,1,48,49,duspptyvnr5kpx2iko5gerhnz,1,60.7,7.4,2025-05-12T16:50:30.250Z,2025-05-12T18:10:09Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5723831583,56,Right,5723831585,286,,5723831631,233,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164823,420,45,1,48,49,ea3yd0dgq6uy6pupkpn17j5xg,0,39.3,92.6,2025-05-12T16:50:30.250Z,2025-05-12T18:10:09Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5723831573,285,,5723831665,233,347,5723831571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164845,348,1,1,48,50,duspptyvnr5kpx2iko5gerhnz,0,64.4,7.4,2025-05-12T16:50:31.773Z,2025-05-12T16:50:34Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5723831763,1,,5723831753,56,Right,5723831759,212,39.5,5723831757,141,20.4,5723831755,140,100.0,5723831761,213,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164877,349,5,1,48,53,duspptyvnr5kpx2iko5gerhnz,0,101.0,24.6,2025-05-12T16:50:34.710Z,2025-05-12T18:09:36Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5723831917,56,Center,5723831921,346,,5723831953,233,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164849,421,5,1,48,53,ea3yd0dgq6uy6pupkpn17j5xg,1,-1.0,75.4,2025-05-12T16:50:34.710Z,2025-05-12T18:09:36Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5723831777,56,Back,5723831779,346,,5723831945,233,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164899,350,30,1,49,5,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-05-12T16:50:47.083Z,2025-05-12T16:50:47Z,,,,,5723832077,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814164893,422,30,1,49,5,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-05-12T16:50:47.083Z,2025-05-12T16:50:47Z,,,,,5723832049,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814169223,427,18,2,45,0,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-05-12T17:06:48.296Z,2025-05-12T17:06:49Z,1coz8r44qcr2aau1u09888i6s,M. Bojang,,,5723858589,59,21,5723858649,55,428,5723858585,42,,5723858587,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814169231,428,19,2,45,0,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-05-12T17:06:48.297Z,2025-05-12T17:06:49Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5723858631,145,9,5723858635,292,9,5723858633,59,9,5723858627,42,,5723858639,44,Forward,5723858637,293,3,5723858641,55,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814169503,352,32,2,45,0,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-05-12T17:07:27.592Z,2025-05-12T17:07:27Z,,,,,5723860489,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814169509,429,32,2,45,0,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-05-12T17:07:27.592Z,2025-05-12T17:07:30Z,,,,,5723860519,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814169513,430,1,2,45,0,ea3yd0dgq6uy6pupkpn17j5xg,1,50.2,49.9,2025-05-12T17:07:27.894Z,2025-05-12T17:07:30Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5723860537,141,48.4,5723860535,140,34.9,5723860541,213,3.21,5723860533,56,Back,5723860539,212,16.1,5723860543,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814169545,431,1,2,45,3,ea3yd0dgq6uy6pupkpn17j5xg,1,36.2,47.8,2025-05-12T17:07:30.732Z,2025-05-12T17:07:31Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5723860697,141,28.0,5723860695,140,27.8,5723860701,213,4.13,5723860693,56,Back,5723860699,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814169561,432,1,2,45,4,ea3yd0dgq6uy6pupkpn17j5xg,1,27.8,28.0,2025-05-12T17:07:31.788Z,2025-05-12T17:07:34Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5723860793,141,59.4,5723860791,140,22.8,5723860801,213,1.81,5723860789,56,Back,5723860797,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814169583,433,1,2,45,6,ea3yd0dgq6uy6pupkpn17j5xg,1,22.2,62.9,2025-05-12T17:07:34.269Z,2025-05-12T17:07:36Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5723860911,140,28.1,5723860915,212,17.8,5723860909,56,Back,5723860917,213,1.21,5723860913,141,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814169605,434,1,2,45,8,ea3yd0dgq6uy6pupkpn17j5xg,1,30.0,87.5,2025-05-12T17:07:36.555Z,2025-05-12T17:07:38Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5723861047,56,Back,5723861055,213,3.85,5723861051,141,69.4,5723861049,140,16.2,5723861053,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814169621,435,1,2,45,11,ea3yd0dgq6uy6pupkpn17j5xg,1,16.2,69.4,2025-05-12T17:07:38.619Z,2025-05-12T17:07:40Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5723861159,141,91.8,5723861163,213,1.33,5723861157,140,19.7,5723861155,56,Back,5723861161,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814169625,436,1,2,45,12,ea3yd0dgq6uy6pupkpn17j5xg,0,19.7,91.8,2025-05-12T17:07:40.316Z,2025-05-12T17:07:41Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5723861173,140,22.2,5723861179,213,5.83,5723861171,56,Back,5723861175,141,89.9,5723861271,233,353,5723861269,236,,5723861275,286,,5723861177,212,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814169629,353,74,2,45,12,duspptyvnr5kpx2iko5gerhnz,1,79.9,7.0,2025-05-12T17:07:40.317Z,2025-05-12T18:10:43Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5723861221,285,,5723861285,233,436,5723861219,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814169667,355,50,2,45,16,duspptyvnr5kpx2iko5gerhnz,1,76.0,7.8,2025-05-12T17:07:44.544Z,2025-05-12T18:10:33Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5723861439,286,,5723861437,56,Right,5723861623,233,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814169691,437,7,2,45,16,ea3yd0dgq6uy6pupkpn17j5xg,1,24.0,92.2,2025-05-12T17:07:44.545Z,2025-05-12T18:10:33Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5723861613,285,,5723861619,233,355,5723861611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814169713,439,1,2,45,20,ea3yd0dgq6uy6pupkpn17j5xg,0,38.5,85.6,2025-05-12T17:07:47.902Z,2025-05-12T17:07:50Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5723861765,141,27.4,5723861761,56,Center,5723861771,1,,5723861763,140,76.7,5723861769,213,5.50,5723861767,212,56.3,5723861759,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814169743,356,1,2,45,23,duspptyvnr5kpx2iko5gerhnz,0,30.5,75.4,2025-05-12T17:07:51.299Z,2025-05-12T17:07:52Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5723861947,213,0.32,5723861945,212,12.4,5723861937,56,Back,5723861943,141,81.2,5723861933,3,,5723861939,140,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814169811,440,1,2,45,25,ea3yd0dgq6uy6pupkpn17j5xg,1,65.6,22.5,2025-05-12T17:07:52.844Z,2025-05-12T17:07:56Z,oqudbhzm03z0sfh8tw4qoqhg,G. Oksanen,,,5723862295,56,Center,5723862303,213,0.80,5723862297,140,72.5,5723862299,141,33.4,5723862301,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814169847,441,1,2,45,29,ea3yd0dgq6uy6pupkpn17j5xg,1,72.4,43.3,2025-05-12T17:07:56.699Z,2025-05-12T17:08:10Z,9tz8pzof2v3ktjwsyt3gl18gk,L. Laine,1.0,,5723862487,212,17.4,5723863133,154,,5723863131,210,13,5723862491,213,0.62,5723862485,141,58.2,5723862481,56,Center,5723862483,140,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814169849,442,13,2,45,30,ea3yd0dgq6uy6pupkpn17j5xg,1,84.4,58.1,2025-05-12T17:07:58.075Z,2025-05-12T17:08:10Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5723863149,55,441,5723863159,231,50.5,5723862501,22,,5723863157,230,99.4,5723863147,154,,5723862783,20,,5723862507,56,Center,5723862503,17,,5723863145,29,5723863155,103,4.2,,5723863153,102,58.3,5723863143,83,,,,,,,,,,,,,,,,,,,,,
2814169917,357,5,2,45,33,duspptyvnr5kpx2iko5gerhnz,1,-1.2,43.0,2025-05-12T17:08:00.843Z,2025-05-12T17:08:08Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5723862861,56,Back,5723862863,346,,5723862903,233,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814169893,443,5,2,45,33,ea3yd0dgq6uy6pupkpn17j5xg,0,101.2,57.0,2025-05-12T17:08:00.843Z,2025-05-12T18:09:37Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5723862913,233,357,5723862741,56,Center,5723862743,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814170009,358,1,2,45,48,duspptyvnr5kpx2iko5gerhnz,1,4.3,41.2,2025-05-12T17:08:16.177Z,2025-05-12T17:08:20Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5723863479,124,,5723863487,141,8.9,5723863491,213,5.40,5723863495,74,,5723863481,155,,5723863485,140,21.4,5723863483,56,Back,5723863489,212,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814170047,359,1,2,45,52,duspptyvnr5kpx2iko5gerhnz,1,22.4,11.3,2025-05-12T17:08:19.861Z,2025-05-12T17:08:24Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5723863687,212,12.7,5723863685,141,11.4,5723863681,56,Back,5723863683,140,10.3,5723863689,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814170057,360,1,2,45,56,duspptyvnr5kpx2iko5gerhnz,0,10.1,11.9,2025-05-12T17:08:24.364Z,2025-05-12T17:08:26Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5723863755,140,54.6,5723863751,157,,5723863759,212,46.8,5723863753,56,Right,5723863761,213,0.05,5723863757,141,15.6,5723863763,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
