id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2805156849,451,1,1,39,31,1c7dv8ays675v9kp6a04sd8pq,1,70.2,33.6,2025-04-23T15:39:04.674Z,2025-04-23T15:39:06Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5674197147,212,18.1,5674197143,140,63.5,5674197145,141,58.2,5674197149,213,1.97,5674197141,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805156853,452,1,1,39,34,1c7dv8ays675v9kp6a04sd8pq,1,63.5,58.2,2025-04-23T15:39:06.756Z,2025-04-23T15:39:07Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5674197177,141,45.2,5674197173,56,Center,5674197181,212,10.9,5674197183,213,5.34,5674197175,140,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805156859,453,1,1,39,35,1c7dv8ays675v9kp6a04sd8pq,1,69.6,45.2,2025-04-23T15:39:07.836Z,2025-04-23T15:39:09Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5674197249,213,3.74,5674197241,56,Center,5674197247,212,12.5,5674197243,140,59.8,5674197245,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805156879,454,1,1,39,36,1c7dv8ays675v9kp6a04sd8pq,1,59.8,34.8,2025-04-23T15:39:09.451Z,2025-04-23T15:39:13Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5674197359,212,11.4,5674197361,213,0.55,5674197353,56,Center,5674197357,141,43.6,5674197355,140,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805156887,455,1,1,39,40,1c7dv8ays675v9kp6a04sd8pq,1,73.6,50.7,2025-04-23T15:39:13.468Z,2025-04-23T15:39:15Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5674197417,56,Left,5674197421,141,87.4,5674197423,212,25.0,5674197419,140,75.3,5674197425,213,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805156911,456,1,1,39,42,1c7dv8ays675v9kp6a04sd8pq,1,75.6,87.4,2025-04-23T15:39:15.675Z,2025-04-23T15:39:18Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5674197555,56,Left,5674197563,213,0.28,5674197561,212,12.9,5674197559,141,92.7,5674197557,140,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805156941,457,1,1,39,46,1c7dv8ays675v9kp6a04sd8pq,1,78.2,89.7,2025-04-23T15:39:18.780Z,2025-04-23T15:39:23Z,6r9gyu0ks64c9z4kfsfjj105w,R. Tikkanen,,,5674197699,140,54.0,5674197703,212,26.2,5674197701,141,80.2,5674197705,213,3.39,5674197697,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805156959,458,1,1,39,50,1c7dv8ays675v9kp6a04sd8pq,1,55.1,79.3,2025-04-23T15:39:23.180Z,2025-04-23T15:39:27Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5674197781,140,72.7,5674197787,213,6.17,5674197785,212,18.6,5674197783,141,76.3,5674197779,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805156969,459,1,1,39,54,1c7dv8ays675v9kp6a04sd8pq,1,73.3,76.6,2025-04-23T15:39:26.941Z,2025-04-23T15:39:29Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5674197845,213,3.46,5674197839,140,59.5,5674197843,212,15.3,5674197837,56,Center,5674197841,141,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805156983,460,1,1,39,56,1c7dv8ays675v9kp6a04sd8pq,1,59.4,68.7,2025-04-23T15:39:29.084Z,2025-04-23T15:39:32Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5674197907,140,58.3,5674197911,212,24.9,5674197909,141,32.1,5674197905,56,Center,5674197913,213,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157001,461,1,1,40,0,1c7dv8ays675v9kp6a04sd8pq,1,60.6,30.3,2025-04-23T15:39:32.779Z,2025-04-23T15:39:35Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5674198015,56,Right,5674198019,141,10.3,5674198021,212,13.7,5674198017,140,62.5,5674198023,213,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157033,462,1,1,40,2,1c7dv8ays675v9kp6a04sd8pq,1,63.8,11.3,2025-04-23T15:39:35.339Z,2025-04-23T15:39:39Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5674198197,140,85.0,5674198193,155,,5674198195,56,Center,5674198203,213,0.61,5674198201,212,27.2,5674198199,141,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157037,463,1,1,40,6,1c7dv8ays675v9kp6a04sd8pq,1,85.0,34.3,2025-04-23T15:39:39.676Z,2025-04-23T15:39:41Z,5t58neiqhud2d4h64owu8fwiy,A. Sadiku,,,5674198227,155,,5674198235,212,8.5,5674198231,140,91.2,5674198229,56,Center,5674198233,141,26.2,5674198237,213,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157039,464,1,1,40,8,1c7dv8ays675v9kp6a04sd8pq,0,91.2,26.2,2025-04-23T15:39:41.225Z,2025-04-23T15:39:42Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5674198261,233,310,5674198255,213,1.30,5674198247,56,Center,5674198243,2,,5674198249,140,94.3,5674198251,141,43.3,5674198253,212,12.1,5674198245,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157041,310,11,1,40,9,3ptum5fjcgw51mqui0gu6uuf4,1,3.7,54.3,2025-04-23T15:39:41.837Z,2025-04-23T15:39:42Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5674198259,88,,5674198293,233,464,5674198257,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157109,311,80,1,40,24,3ptum5fjcgw51mqui0gu6uuf4,0,10.3,49.9,2025-04-23T15:39:56.924Z,2025-04-23T15:39:58Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5674198679,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157121,312,1,1,40,27,3ptum5fjcgw51mqui0gu6uuf4,1,10.5,47.9,2025-04-23T15:40:00.093Z,2025-04-23T15:40:00Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5674198707,213,0.79,5674198703,141,54.0,5674198705,212,5.8,5674198699,56,Back,5674198701,140,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157139,313,1,1,40,28,3ptum5fjcgw51mqui0gu6uuf4,1,14.6,54.0,2025-04-23T15:40:00.717Z,2025-04-23T15:40:02Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5674198821,213,3.37,5674198817,141,50.7,5674198813,56,Back,5674198815,140,5.6,5674198819,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157153,314,1,1,40,30,3ptum5fjcgw51mqui0gu6uuf4,1,5.2,45.2,2025-04-23T15:40:02.829Z,2025-04-23T15:40:05Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5674198915,212,19.3,5674198917,213,4.76,5674198913,141,16.8,5674198909,56,Back,5674198911,140,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157193,315,1,1,40,32,3ptum5fjcgw51mqui0gu6uuf4,1,7.8,17.7,2025-04-23T15:40:05.261Z,2025-04-23T15:40:14Z,b7594v117himyndjrpkval8us,E. Okereke,,,5674199203,56,Back,5674199215,213,1.88,5674199207,140,2.3,5674199211,141,44.2,5674199213,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157201,316,1,1,40,41,3ptum5fjcgw51mqui0gu6uuf4,0,6.1,32.5,2025-04-23T15:40:13.934Z,2025-04-23T15:40:14Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5674199269,140,38.0,5674199275,213,6.27,5674199265,157,,5674199271,141,31.8,5674199273,212,33.5,5674199277,1,,5674199267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157207,465,1,1,40,42,1c7dv8ays675v9kp6a04sd8pq,0,62.7,60.3,2025-04-23T15:40:15.047Z,2025-04-23T15:40:16Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5674199313,56,Center,5674199321,213,0.05,5674199317,141,61.2,5674199311,3,,5674199315,140,73.6,5674199319,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157233,317,1,1,40,43,3ptum5fjcgw51mqui0gu6uuf4,1,33.0,31.3,2025-04-23T15:40:16.413Z,2025-04-23T15:40:21Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5674199475,140,33.4,5674199479,212,16.7,5674199481,213,4.74,5674199473,56,Back,5674199477,141,6.7,5674199483,1,,5674199471,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157239,318,1,1,40,49,3ptum5fjcgw51mqui0gu6uuf4,0,28.5,11.6,2025-04-23T15:40:21.805Z,2025-04-23T15:40:23Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5674199515,141,52.1,5674199517,212,28.6,5674199513,140,35.8,5674199519,213,1.30,5674199511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157265,466,1,1,40,53,1c7dv8ays675v9kp6a04sd8pq,0,65.0,44.6,2025-04-23T15:40:25.981Z,2025-04-23T15:47:55Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5674199647,212,39.9,5674199645,141,63.9,5674199643,140,100.0,5674199649,213,0.34,5674199641,56,Center,5674199639,157,,5674199651,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157273,319,5,1,40,54,3ptum5fjcgw51mqui0gu6uuf4,1,-1.0,34.8,2025-04-23T15:40:27.525Z,2025-04-23T17:42:31Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5674199677,56,Back,5674199735,233,467,5674199679,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157281,467,5,1,40,54,1c7dv8ays675v9kp6a04sd8pq,0,101.0,65.2,2025-04-23T15:40:27.525Z,2025-04-23T17:42:32Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5674199747,233,319,5674199729,56,Center,5674199731,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157339,320,1,1,41,12,3ptum5fjcgw51mqui0gu6uuf4,1,5.1,60.9,2025-04-23T15:40:45.534Z,2025-04-23T15:40:55Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5674200115,140,3.8,5674200119,141,50.3,5674200113,56,Back,5674200121,212,7.3,5674200127,237,,5674200123,213,4.53,5674200111,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157351,321,1,1,41,22,3ptum5fjcgw51mqui0gu6uuf4,0,15.1,50.4,2025-04-23T15:40:55.246Z,2025-04-23T15:45:19Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5674200193,1,,5674200187,141,72.9,5674200183,56,Back,5674200191,213,0.44,5674208473,155,,5674200185,140,46.2,5674200189,212,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157363,468,1,1,41,24,1c7dv8ays675v9kp6a04sd8pq,1,58.8,33.3,2025-04-23T15:40:56.956Z,2025-04-23T15:40:58Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5674200275,213,6.17,5674200265,3,,5674200269,140,70.3,5674200273,212,12.2,5674200267,56,Center,5674200271,141,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157373,470,1,1,41,26,1c7dv8ays675v9kp6a04sd8pq,0,69.9,32.7,2025-04-23T15:40:59.292Z,2025-04-23T15:41:01Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5674200313,155,,5674200321,212,25.9,5674200317,140,92.9,5674200315,56,Center,5674200323,213,0.37,5674200319,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157419,323,1,1,41,30,3ptum5fjcgw51mqui0gu6uuf4,1,9.2,46.3,2025-04-23T15:41:03.197Z,2025-04-23T15:41:11Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5674200601,140,12.7,5674200607,213,5.03,5674200603,141,30.1,5674200599,56,Back,5674200597,123,,5674200605,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157433,324,1,1,41,38,3ptum5fjcgw51mqui0gu6uuf4,0,38.6,23.1,2025-04-23T15:41:11.085Z,2025-04-23T15:41:14Z,b7594v117himyndjrpkval8us,E. Okereke,,,5674200701,56,Right,5674200699,155,,5674200707,212,49.5,5674200703,140,85.6,5674200709,213,6.22,5674200711,1,,5674200705,141,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157443,472,1,1,41,42,1c7dv8ays675v9kp6a04sd8pq,1,20.4,73.6,2025-04-23T15:41:14.843Z,2025-04-23T15:41:16Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5674200775,213,3.85,5674200769,140,4.4,5674200767,56,Back,5674200773,212,22.1,5674200771,141,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157465,473,1,1,41,43,1c7dv8ays675v9kp6a04sd8pq,1,4.4,52.5,2025-04-23T15:41:16.700Z,2025-04-23T15:41:21Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5674200925,213,1.04,5674200919,140,19.2,5674200921,141,91.2,5674200917,56,Back,5674200923,212,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157475,474,1,1,41,48,1c7dv8ays675v9kp6a04sd8pq,1,19.2,91.2,2025-04-23T15:41:21.597Z,2025-04-23T15:41:24Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5674200979,141,80.5,5674200975,56,Back,5674200983,213,5.76,5674200981,212,14.5,5674200977,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157485,475,1,1,41,51,1c7dv8ays675v9kp6a04sd8pq,1,31.1,81.1,2025-04-23T15:41:24.113Z,2025-04-23T15:46:42Z,6r9gyu0ks64c9z4kfsfjj105w,R. Tikkanen,,,5674201027,140,53.0,5674201033,213,0.12,5674201029,141,85.1,5674201025,56,Left,5674201031,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157535,476,1,1,41,54,1c7dv8ays675v9kp6a04sd8pq,1,53.0,85.1,2025-04-23T15:41:27.047Z,2025-04-23T15:41:33Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5674201307,140,91.8,5674201315,1,,5674201309,141,79.4,5674201311,212,40.9,5674201313,213,6.19,5674201305,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157533,325,45,1,41,59,3ptum5fjcgw51mqui0gu6uuf4,0,13.0,23.9,2025-04-23T15:41:32.365Z,2025-04-23T17:43:55Z,b7594v117himyndjrpkval8us,E. Okereke,,,5674201293,56,Back,5674201295,285,,5674201347,233,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157545,477,3,1,41,59,1c7dv8ays675v9kp6a04sd8pq,1,87.0,76.1,2025-04-23T15:41:32.365Z,2025-04-23T17:43:55Z,5t58neiqhud2d4h64owu8fwiy,A. Sadiku,,,5674201341,233,325,5674201339,286,,5674201337,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157563,478,1,1,42,1,1c7dv8ays675v9kp6a04sd8pq,1,90.5,72.1,2025-04-23T15:41:34.060Z,2025-04-23T15:41:36Z,5t58neiqhud2d4h64owu8fwiy,A. Sadiku,,,5674201441,56,Center,5674201449,213,3.65,5674201447,212,23.6,5674201443,140,70.9,5674201445,141,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157603,479,1,1,42,3,1c7dv8ays675v9kp6a04sd8pq,1,71.1,53.4,2025-04-23T15:41:36.220Z,2025-04-23T15:42:18Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,1.0,5674202701,22,,5674201697,141,38.6,5674201693,56,Center,5674202699,210,16,5674201701,213,4.81,5674201695,140,72.0,5674201699,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157605,480,16,1,42,8,1c7dv8ays675v9kp6a04sd8pq,1,76.4,38.0,2025-04-23T15:41:41.151Z,2025-04-23T15:42:30Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5674202713,29,,5674202709,113,,5674202711,80,,5674202715,55,479,5674201709,56,Center,5674202721,103,16.5,5674201707,18,,5674202723,215,,5674202727,231,48.7,5674201819,20,,5674201705,22,,5674202719,102,5674202725,230,5674201827,375,42:06.880,5674201823,374,,,,46.4,2025-04-23 16:41:39.586,98.4,,,,,,,,,
2805157953,326,1,1,43,15,3ptum5fjcgw51mqui0gu6uuf4,1,49.8,50.0,2025-04-23T15:42:48.702Z,2025-04-23T15:42:53Z,46ums24te70jl5qclztg8xhwp,C. David,,,5674203939,213,3.32,5674203935,141,45.1,5674203941,279,G,5674203931,56,Back,5674203937,212,18.7,5674203933,140,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157963,327,1,1,43,20,3ptum5fjcgw51mqui0gu6uuf4,1,35.4,46.0,2025-04-23T15:42:52.926Z,2025-04-23T15:42:56Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5674204015,212,31.2,5674204011,140,37.6,5674204009,56,Back,5674204017,213,1.50,5674204013,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157971,328,1,1,43,24,3ptum5fjcgw51mqui0gu6uuf4,1,33.4,85.0,2025-04-23T15:42:56.814Z,2025-04-23T15:42:59Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5674204045,56,Back,5674204053,213,4.53,5674204051,212,17.7,5674204049,141,59.4,5674204047,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157977,329,1,1,43,26,3ptum5fjcgw51mqui0gu6uuf4,1,25.3,56.3,2025-04-23T15:42:58.878Z,2025-04-23T15:42:59Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5674204077,212,19.6,5674204073,140,7.6,5674204075,141,47.2,5674204079,213,3.46,5674204071,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157983,330,1,1,43,27,3ptum5fjcgw51mqui0gu6uuf4,1,7.6,47.2,2025-04-23T15:42:59.774Z,2025-04-23T15:43:01Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5674204129,213,5.30,5674204121,56,Back,5674204127,212,19.5,5674204125,141,23.3,5674204123,140,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157995,331,1,1,43,28,3ptum5fjcgw51mqui0gu6uuf4,1,19.7,23.3,2025-04-23T15:43:01.421Z,2025-04-23T15:43:04Z,b7594v117himyndjrpkval8us,E. Okereke,,,5674204185,140,33.3,5674204189,212,14.6,5674204183,56,Back,5674204187,141,27.9,5674204191,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805158007,332,1,1,43,31,3ptum5fjcgw51mqui0gu6uuf4,1,29.3,28.3,2025-04-23T15:43:03.901Z,2025-04-23T15:43:05Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5674204247,140,29.7,5674204253,213,4.80,5674204245,56,Back,5674204249,141,20.9,5674204251,212,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805157999,481,83,1,43,31,1c7dv8ays675v9kp6a04sd8pq,0,63.7,62.1,2025-04-23T15:43:03.997Z,2025-04-23T15:43:06Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5674204329,399,36gi7l0qvkbru5w6v2nym00ve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805158021,333,1,1,43,32,3ptum5fjcgw51mqui0gu6uuf4,1,29.7,20.1,2025-04-23T15:43:04.862Z,2025-04-23T15:43:05Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5674204303,141,10.4,5674204307,213,4.98,5674204305,212,6.8,5674204299,56,Back,5674204301,140,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805158037,482,83,1,43,35,1c7dv8ays675v9kp6a04sd8pq,0,62.5,86.8,2025-04-23T15:43:08.606Z,2025-04-23T15:43:11Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5674204557,399,8tzmahdp1kkbot7nulpirqhh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805158059,334,3,1,43,37,3ptum5fjcgw51mqui0gu6uuf4,1,36.6,11.0,2025-04-23T15:43:10.077Z,2025-04-23T17:43:55Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5674204543,286,,5674204559,233,483,5674204541,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805158055,483,45,1,43,37,1c7dv8ays675v9kp6a04sd8pq,0,63.4,89.0,2025-04-23T15:43:10.077Z,2025-04-23T17:43:55Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5674204565,233,334,5674204523,56,Left,5674204525,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805158067,335,61,1,43,39,3ptum5fjcgw51mqui0gu6uuf4,0,34.2,8.9,2025-04-23T15:43:12.270Z,2025-04-23T15:43:37Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5674204587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805158085,484,1,1,43,40,1c7dv8ays675v9kp6a04sd8pq,0,42.3,87.1,2025-04-23T15:43:13.583Z,2025-04-23T15:43:41Z,6r9gyu0ks64c9z4kfsfjj105w,R. Tikkanen,,,5674204673,213,6.18,5674204655,157,,5674204713,286,,5674204663,140,50.8,5674204709,233,336,5674204659,56,Left,5674204675,1,,5674204707,236,,5674204665,141,85.7,5674204669,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805158075,336,74,1,43,40,3ptum5fjcgw51mqui0gu6uuf4,1,45.5,9.8,2025-04-23T15:43:13.584Z,2025-04-23T15:43:38Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5674204619,285,,5674204617,56,Back,5674204733,233,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805158103,337,1,1,43,42,3ptum5fjcgw51mqui0gu6uuf4,1,69.9,12.6,2025-04-23T15:43:15.582Z,2025-04-23T15:43:16Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5674204789,141,7.1,5674204785,56,Right,5674204791,212,8.9,5674204793,213,5.85,5674204787,140,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805158109,338,1,1,43,43,3ptum5fjcgw51mqui0gu6uuf4,0,80.8,8.3,2025-04-23T15:43:16.238Z,2025-04-23T15:43:17Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5674204831,140,88.6,5674204829,56,Center,5674204837,213,1.03,5674204833,141,28.3,5674204835,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805158121,485,12,1,43,45,1c7dv8ays675v9kp6a04sd8pq,1,11.4,69.9,2025-04-23T15:43:18.223Z,2025-04-23T15:43:19Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5674204891,212,22.0,5674204893,213,1.38,5674204887,140,15.3,5674204889,141,100.0,5674204899,167,,5674204885,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805158133,339,5,1,43,46,3ptum5fjcgw51mqui0gu6uuf4,1,87.4,-1.2,2025-04-23T15:43:19.104Z,2025-04-23T17:42:32Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5674204979,233,486,5674204963,56,Right,5674204965,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805158123,486,5,1,43,46,1c7dv8ays675v9kp6a04sd8pq,0,12.6,101.2,2025-04-23T15:43:19.104Z,2025-04-23T15:43:23Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5674204995,233,339,5674204897,347,,5674204895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805158249,340,1,1,44,13,3ptum5fjcgw51mqui0gu6uuf4,1,81.2,0.0,2025-04-23T15:43:46.447Z,2025-04-23T15:43:49Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5674205797,140,83.5,5674205793,107,,5674205801,212,10.1,5674205803,213,1.33,5674205795,56,Right,5674205799,141,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805158253,341,1,1,44,16,3ptum5fjcgw51mqui0gu6uuf4,1,83.5,12.5,2025-04-23T15:43:49.438Z,2025-04-23T15:43:50Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5674205829,56,Right,5674205837,213,3.74,5674205835,212,3.0,5674205833,141,10.0,5674205831,140,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
