id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2806295983,400,61,1,44,20,7efqk7uh63928il0yffxijnv7,0,90.3,89.6,2025-04-26T14:44:40.464Z,2025-04-26T14:44:40Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5680486225,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806296027,368,4,1,44,22,8sy0cxovuxo76tuoas3uo55xj,1,8.8,8.8,2025-04-26T14:44:41.599Z,2025-04-26T14:44:45Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5680486495,56,Back,5680486491,13,,5680486501,152,,5680486515,285,,5680486555,233,401,5680486509,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806296019,401,4,1,44,22,7efqk7uh63928il0yffxijnv7,0,91.2,91.2,2025-04-26T14:44:41.600Z,2025-04-26T14:44:45Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5680486457,152,,5680486461,286,,5680486459,265,,5680486455,56,Left,5680486621,233,368,5680486453,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806297193,369,1,1,44,55,8sy0cxovuxo76tuoas3uo55xj,1,9.8,5.9,2025-04-26T14:45:15.014Z,2025-04-26T14:45:19Z,eomg9p2mo39ce40d1elkxerpx,J. Koski,,,5680492571,152,,5680492569,157,,5680492567,5,,5680492575,56,Center,5680492583,141,30.7,5680492579,140,55.3,5680492587,212,50.7,5680492593,1,,5680492591,213,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806297831,409,70,1,44,59,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-04-26T14:45:18.475Z,2025-04-26T14:45:37Z,,,,,5680495727,277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806297211,370,44,1,44,59,8sy0cxovuxo76tuoas3uo55xj,1,56.8,29.0,2025-04-26T14:45:18.743Z,2025-04-26T14:57:49Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5680492773,233,402,5680492661,286,,5680492659,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806297173,402,44,1,44,59,7efqk7uh63928il0yffxijnv7,0,43.2,71.0,2025-04-26T14:45:18.744Z,2025-04-26T14:57:49Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5680492431,56,Back,5680492433,285,,5680492807,233,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806297233,371,61,1,44,59,8sy0cxovuxo76tuoas3uo55xj,0,53.7,34.3,2025-04-26T14:45:18.785Z,2025-04-26T14:56:54Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5680492751,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806297309,404,1,1,45,1,7efqk7uh63928il0yffxijnv7,1,58.2,51.2,2025-04-26T14:45:20.600Z,2025-04-26T14:45:22Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,,5680493097,213,0.76,5680493091,140,63.5,5680493093,141,59.0,5680493089,56,Center,5680493095,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806297377,405,1,1,45,3,7efqk7uh63928il0yffxijnv7,1,64.0,56.4,2025-04-26T14:45:22.694Z,2025-04-26T14:45:24Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5680493405,141,36.3,5680493407,212,13.9,5680493403,140,66.6,5680493401,56,Center,5680493409,213,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806297437,406,1,1,45,5,7efqk7uh63928il0yffxijnv7,1,74.3,33.1,2025-04-26T14:45:24.676Z,2025-04-26T14:45:26Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,,5680493657,140,92.7,5680493655,56,Center,5680493663,213,6.05,5680493659,141,26.4,5680493661,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806297513,407,1,1,45,6,7efqk7uh63928il0yffxijnv7,1,92.5,25.9,2025-04-26T14:45:26.184Z,2025-04-26T14:45:28Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5680494065,56,Right,5680494067,140,92.4,5680494069,141,12.6,5680494071,212,9.0,5680494073,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806297565,408,1,1,45,8,7efqk7uh63928il0yffxijnv7,0,92.4,12.6,2025-04-26T14:45:28.199Z,2025-04-26T14:45:30Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5680494373,155,,5680494371,2,,5680494375,56,Center,5680494383,213,1.59,5680494381,212,25.0,5680494379,141,49.3,5680494377,140,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806297705,372,12,1,45,11,8sy0cxovuxo76tuoas3uo55xj,1,9.7,42.8,2025-04-26T14:45:30.584Z,2025-04-26T14:45:34Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5680495155,141,53.6,5680495161,213,0.32,5680495153,140,30.5,5680495151,56,Back,5680495159,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806297725,373,30,1,45,15,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-04-26T14:45:34.784Z,2025-04-26T15:02:22Z,,,,,5680495237,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806297857,410,30,1,45,15,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-04-26T14:45:34.784Z,2025-04-26T14:45:37Z,,,,,5680495877,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806314751,380,32,2,45,0,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-04-26T15:02:40.968Z,2025-04-26T15:02:41Z,,,,,5680580843,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806314795,415,32,2,45,0,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-04-26T15:02:40.968Z,2025-04-26T15:02:43Z,,,,,5680581031,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806314839,416,1,2,45,0,7efqk7uh63928il0yffxijnv7,1,50.3,50.1,2025-04-26T15:02:40.969Z,2025-04-26T15:03:58Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5680581271,279,S,5680581259,140,38.2,5680581261,141,62.0,5680581267,213,2.57,5680581255,56,Back,5680581265,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806314855,417,1,2,45,4,7efqk7uh63928il0yffxijnv7,1,38.2,62.0,2025-04-26T15:02:45.700Z,2025-04-26T15:03:55Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5680581343,56,Right,5680581341,157,,5680581355,1,,5680581345,140,68.0,5680581351,213,5.55,5680581349,212,42.2,5680581347,141,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806314955,420,1,2,45,8,7efqk7uh63928il0yffxijnv7,1,82.1,8.0,2025-04-26T15:02:49.895Z,2025-04-26T15:06:20Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5680581799,140,98.6,5680581805,213,0.09,5680581797,56,Right,5680581803,212,17.4,5680581801,141,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806314979,421,1,2,45,10,7efqk7uh63928il0yffxijnv7,0,98.6,9.8,2025-04-26T15:02:51.873Z,2025-04-26T15:06:37Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5680581897,141,37.4,5680581895,140,97.1,5680581901,213,1.65,5680581889,2,,5680581893,56,Center,5680581899,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806314963,381,12,2,45,11,8sy0cxovuxo76tuoas3uo55xj,1,7.2,62.1,2025-04-26T15:02:52.047Z,2025-04-26T15:02:53Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5680581849,141,100.0,5680581935,167,,5680581847,140,17.5,5680581853,213,1.19,5680581845,56,Back,5680581851,212,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806314971,382,5,2,45,12,8sy0cxovuxo76tuoas3uo55xj,0,17.2,101.8,2025-04-26T15:02:53.046Z,2025-04-26T15:02:57Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5680581861,56,Back,5680581863,347,,5680582051,233,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806315005,422,5,2,45,12,7efqk7uh63928il0yffxijnv7,1,82.8,-1.8,2025-04-26T15:02:53.046Z,2025-04-26T16:04:32Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5680582017,233,382,5680582003,347,,5680582001,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806315471,423,1,2,45,29,7efqk7uh63928il0yffxijnv7,1,85.0,0.0,2025-04-26T15:03:10.891Z,2025-04-26T15:08:13Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5680584347,56,Center,5680584349,140,90.3,5680584357,1,,5680584351,141,46.9,5680584345,107,,5680584353,212,33.2,5680584355,213,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806315481,424,61,2,45,34,7efqk7uh63928il0yffxijnv7,0,90.3,46.9,2025-04-26T15:03:15.887Z,2025-04-26T15:08:12Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5680584395,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806315461,383,61,2,45,35,8sy0cxovuxo76tuoas3uo55xj,1,5.3,53.6,2025-04-26T15:03:15.987Z,2025-04-26T15:08:10Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5680584289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806315771,384,12,2,45,37,8sy0cxovuxo76tuoas3uo55xj,1,12.8,54.8,2025-04-26T15:03:18.189Z,2025-04-26T15:03:29Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5680585845,213,6.01,5680585835,141,40.9,5680585839,212,34.7,5680585831,56,Back,5680585833,140,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806315687,425,1,2,45,40,7efqk7uh63928il0yffxijnv7,1,45.0,68.5,2025-04-26T15:03:21.915Z,2025-04-26T15:03:25Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5680585357,213,3.50,5680585349,56,Back,5680585355,212,25.2,5680585353,141,55.5,5680585351,140,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806315813,426,1,2,45,44,7efqk7uh63928il0yffxijnv7,1,23.5,50.0,2025-04-26T15:03:25.700Z,2025-04-26T15:03:31Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5680586069,56,Right,5680586071,140,61.9,5680586073,141,6.8,5680586075,212,49.9,5680586067,157,,5680586079,1,,5680586077,213,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806315865,427,1,2,45,50,7efqk7uh63928il0yffxijnv7,0,61.1,5.0,2025-04-26T15:03:30.971Z,2025-04-26T15:03:34Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5680586325,140,88.8,5680586327,141,30.3,5680586331,213,0.53,5680586321,56,Center,5680586329,212,33.8,5680586317,155,,5680586335,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806315871,385,44,2,45,52,8sy0cxovuxo76tuoas3uo55xj,1,10.4,71.6,2025-04-26T15:03:33.902Z,2025-04-26T15:19:04Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5680590237,233,428,5680586381,285,,5680586377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806315877,428,44,2,45,52,7efqk7uh63928il0yffxijnv7,0,89.6,28.4,2025-04-26T15:03:33.903Z,2025-04-26T15:19:05Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5680586389,56,Center,5680590275,233,385,5680586391,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806316109,387,1,2,45,53,8sy0cxovuxo76tuoas3uo55xj,1,10.7,71.1,2025-04-26T15:03:34.816Z,2025-04-26T15:04:02Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5680587561,141,67.3,5680587563,212,8.8,5680587559,140,2.7,5680587557,56,Back,5680587565,213,3.44,5680587555,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806316181,388,1,2,46,3,8sy0cxovuxo76tuoas3uo55xj,1,13.5,67.0,2025-04-26T15:03:44.621Z,2025-04-26T15:03:47Z,eomg9p2mo39ce40d1elkxerpx,J. Koski,,,5680587919,140,57.7,5680587927,1,,5680587917,56,Center,5680587925,213,0.14,5680587923,212,46.8,5680587921,141,76.3,5680587915,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806316233,389,1,2,46,6,8sy0cxovuxo76tuoas3uo55xj,1,57.7,76.3,2025-04-26T15:03:47.611Z,2025-04-26T15:03:50Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5680588249,141,66.6,5680588255,213,4.95,5680588243,56,Center,5680588245,140,59.2,5680588251,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806316311,390,1,2,46,8,8sy0cxovuxo76tuoas3uo55xj,1,59.3,66.9,2025-04-26T15:03:49.894Z,2025-04-26T15:03:54Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5680588619,155,,5680588639,213,0.63,5680588627,140,86.6,5680588623,56,Left,5680588635,212,35.5,5680588641,1,,5680588631,141,97.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806316325,391,50,2,46,12,8sy0cxovuxo76tuoas3uo55xj,1,86.0,96.8,2025-04-26T15:03:53.223Z,2025-04-26T15:03:58Z,23yj26f5kapxyx90glndxs3kk,M. Glasson,,,5680588703,56,Left,5680588875,233,429,5680588705,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806316339,429,7,2,46,12,7efqk7uh63928il0yffxijnv7,1,14.0,3.2,2025-04-26T15:03:53.224Z,2025-04-26T15:03:57Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5680588743,167,,5680588781,233,391,5680588747,285,,5680588745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806316355,392,5,2,46,13,8sy0cxovuxo76tuoas3uo55xj,1,85.0,101.8,2025-04-26T15:03:54.619Z,2025-04-26T16:04:32Z,23yj26f5kapxyx90glndxs3kk,M. Glasson,,,5680589313,233,430,5680588863,347,,5680588861,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806316439,430,5,2,46,13,7efqk7uh63928il0yffxijnv7,0,15.0,-1.8,2025-04-26T15:03:54.619Z,2025-04-26T16:04:32Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5680589341,233,392,5680589231,56,Back,5680589233,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806316807,393,1,2,46,29,8sy0cxovuxo76tuoas3uo55xj,0,86.2,100.0,2025-04-26T15:04:10.651Z,2025-04-26T15:04:13Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5680591131,213,5.27,5680591133,1,,5680591125,140,100.0,5680591123,56,Center,5680591121,107,,5680591127,141,66.1,5680591129,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806317023,394,5,2,46,32,8sy0cxovuxo76tuoas3uo55xj,0,101.0,63.5,2025-04-26T15:04:12.978Z,2025-04-26T16:04:33Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5680592189,346,,5680592315,233,431,5680592187,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806316815,431,5,2,46,32,7efqk7uh63928il0yffxijnv7,1,-1.0,36.5,2025-04-26T15:04:12.978Z,2025-04-26T16:04:33Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5680591163,56,Back,5680592245,233,394,5680591165,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806317389,432,1,2,46,51,7efqk7uh63928il0yffxijnv7,0,4.4,46.9,2025-04-26T15:04:32.210Z,2025-04-26T15:04:37Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5680593995,213,5.88,5680593987,56,Back,5680593989,140,39.9,5680593991,141,23.4,5680593993,212,40.6,5680593997,1,,5680593985,124,,5680593999,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806317415,395,1,2,46,55,8sy0cxovuxo76tuoas3uo55xj,0,54.7,81.5,2025-04-26T15:04:36.958Z,2025-04-26T15:04:37Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5680594093,141,78.4,5680594091,140,69.2,5680594089,56,Center,5680594095,212,15.4,5680594097,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806317515,433,1,2,46,57,7efqk7uh63928il0yffxijnv7,0,36.0,18.9,2025-04-26T15:04:38.641Z,2025-04-26T15:04:41Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5680594551,141,15.3,5680594555,212,30.2,5680594543,56,Right,5680594559,1,,5680594547,140,64.7,5680594539,157,,5680594557,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806317583,396,1,2,47,0,8sy0cxovuxo76tuoas3uo55xj,1,33.6,89.9,2025-04-26T15:04:41.825Z,2025-04-26T15:04:44Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5680594867,3,,5680594875,212,21.8,5680594873,141,88.6,5680594871,140,54.3,5680594869,56,Left,5680594877,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806317653,398,1,2,47,3,8sy0cxovuxo76tuoas3uo55xj,1,54.6,89.4,2025-04-26T15:04:44.448Z,2025-04-26T15:04:47Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5680595185,212,5.8,5680595173,140,53.0,5680595167,56,Left,5680595179,141,97.5,5680595189,213,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806317659,399,1,2,47,5,8sy0cxovuxo76tuoas3uo55xj,0,52.9,97.5,2025-04-26T15:04:46.852Z,2025-04-26T15:04:47Z,23yj26f5kapxyx90glndxs3kk,M. Glasson,,,5680595211,140,61.2,5680595213,141,92.0,5680595209,56,Left,5680595215,212,9.5,5680595217,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806317667,434,61,2,47,6,7efqk7uh63928il0yffxijnv7,0,42.3,15.0,2025-04-26T15:04:47.276Z,2025-04-26T15:04:47Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5680595269,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806317729,400,3,2,47,7,8sy0cxovuxo76tuoas3uo55xj,0,63.5,94.7,2025-04-26T15:04:48.886Z,2025-04-26T15:04:49Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5680595577,211,,5680595539,56,Left,5680595541,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806317755,401,5,2,47,8,8sy0cxovuxo76tuoas3uo55xj,0,64.4,101.4,2025-04-26T15:04:49.469Z,2025-04-26T16:04:34Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5680595731,233,435,5680595687,56,Left,5680595689,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806317739,435,5,2,47,8,7efqk7uh63928il0yffxijnv7,1,35.6,-1.4,2025-04-26T15:04:49.469Z,2025-04-26T16:04:33Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5680595605,56,Back,5680595703,233,401,5680595609,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806317955,436,1,2,47,16,7efqk7uh63928il0yffxijnv7,1,34.6,0.0,2025-04-26T15:04:57.063Z,2025-04-26T15:04:58Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5680596727,107,,5680596747,212,8.5,5680596733,56,Back,5680596741,141,7.4,5680596735,140,39.9,5680596751,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806318065,402,45,2,47,17,8sy0cxovuxo76tuoas3uo55xj,0,58.6,92.8,2025-04-26T15:04:58.220Z,2025-04-26T15:18:57Z,23yj26f5kapxyx90glndxs3kk,M. Glasson,,,5680597493,233,437,5680597307,285,,5680597305,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806318059,437,3,2,47,17,7efqk7uh63928il0yffxijnv7,1,41.4,7.2,2025-04-26T15:04:58.220Z,2025-04-26T15:18:57Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5680597273,286,,5680597269,56,Back,5680597341,233,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806318191,404,83,2,47,18,8sy0cxovuxo76tuoas3uo55xj,0,58.2,92.7,2025-04-26T15:04:59.683Z,2025-04-26T15:05:45Z,23yj26f5kapxyx90glndxs3kk,M. Glasson,,,5680598411,399,80115v2kkgjym3ubywmkz654a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806318069,438,50,2,47,20,7efqk7uh63928il0yffxijnv7,1,50.2,17.2,2025-04-26T15:05:01.365Z,2025-04-26T15:05:06Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5680597583,233,403,5680597325,286,,5680597323,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806318109,403,7,2,47,20,8sy0cxovuxo76tuoas3uo55xj,0,49.8,82.8,2025-04-26T15:05:01.366Z,2025-04-26T15:05:46Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5680597533,285,,5680597531,56,Back,5680597559,233,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806318159,439,1,2,47,21,7efqk7uh63928il0yffxijnv7,1,54.5,20.9,2025-04-26T15:05:02.882Z,2025-04-26T15:05:05Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5680597747,213,5.60,5680597739,56,Right,5680597745,212,10.4,5680597741,140,62.2,5680597743,141,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806318271,440,1,2,47,23,7efqk7uh63928il0yffxijnv7,1,57.2,8.5,2025-04-26T15:05:04.570Z,2025-04-26T15:05:09Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5680598353,1,,5680598345,140,89.4,5680598351,213,0.29,5680598343,56,Center,5680598341,155,,5680598347,141,23.6,5680598349,212,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806318425,441,1,2,47,30,7efqk7uh63928il0yffxijnv7,1,90.9,7.6,2025-04-26T15:05:11.348Z,2025-04-26T15:07:20Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5680599209,141,17.0,5680599211,212,16.2,5680599213,213,2.74,5680599207,140,76.7,5680599205,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806318553,442,1,2,47,36,7efqk7uh63928il0yffxijnv7,0,94.4,12.9,2025-04-26T15:05:17.857Z,2025-04-26T15:07:21Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5680599827,141,16.0,5680619277,286,,5680599829,212,2.1,5680619267,236,,5680599831,213,1.77,5680619209,2,,5680599825,140,94.0,5680619269,233,405,5680599823,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806318573,405,12,2,47,36,8sy0cxovuxo76tuoas3uo55xj,1,6.6,84.4,2025-04-26T15:05:17.957Z,2025-04-26T15:07:19Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5680619353,233,442,5680599939,56,Back,5680599937,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806318719,443,56,2,47,41,7efqk7uh63928il0yffxijnv7,1,88.2,15.2,2025-04-26T15:05:22.852Z,2025-04-26T15:05:22Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5680600617,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806318669,406,6,2,47,42,8sy0cxovuxo76tuoas3uo55xj,0,7.8,85.2,2025-04-26T15:05:23.691Z,2025-04-26T15:09:09Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5680600535,56,Back,5680601057,233,444,5680600537,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
