id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value
2823320155,496,1,1,45,2,303582z192rnbr2x28o2t7u38,1,46.2,33.9,2025-06-18T18:46:14.941Z,2025-06-18T18:46:16Z,2e3yktcpxvr1dxy2z1z1dolxw,M. Boamah,,,5774940473,141,44.3,5774940477,213,1.79,5774940469,56,Back,5774940471,140,44.7,5774940475,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320159,497,1,1,45,4,303582z192rnbr2x28o2t7u38,1,45.5,44.9,2025-06-18T18:46:16.844Z,2025-06-18T18:46:19Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5774940499,212,9.5,5774940495,140,46.1,5774940497,141,58.8,5774940501,213,1.50,5774940493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320187,498,1,1,45,6,303582z192rnbr2x28o2t7u38,1,49.7,55.8,2025-06-18T18:46:18.924Z,2025-06-18T18:46:27Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5774940659,140,75.1,5774940655,155,,5774940661,141,1.4,5774940665,213,5.34,5774940657,56,Right,5774940663,212,45.6,5774940667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320189,499,61,1,45,14,303582z192rnbr2x28o2t7u38,0,85.6,3.7,2025-06-18T18:46:27.021Z,2025-06-18T18:46:27Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5774940671,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320197,291,5,1,45,15,5qxgilg61hlwxzfpdn2nhcayd,1,13.2,101.0,2025-06-18T18:46:27.484Z,2025-06-18T18:53:42Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5774940681,56,Back,5774940683,347,,5774940697,233,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320191,500,5,1,45,15,303582z192rnbr2x28o2t7u38,0,86.8,-1.0,2025-06-18T18:46:27.484Z,2025-06-18T18:46:31Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5774940675,347,,5774940731,233,291,5774940673,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320293,293,1,1,45,40,5qxgilg61hlwxzfpdn2nhcayd,1,12.2,100.0,2025-06-18T18:46:52.385Z,2025-06-18T18:46:57Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5774941229,56,Back,5774941227,107,,5774941237,213,5.94,5774941233,141,89.6,5774941235,212,24.6,5774941231,140,34.3,5774941239,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320317,294,1,1,45,45,5qxgilg61hlwxzfpdn2nhcayd,0,33.5,94.4,2025-06-18T18:46:57.651Z,2025-06-18T18:47:01Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5774941357,140,69.9,5774941363,213,6.09,5774941353,157,,5774941361,212,39.0,5774941355,56,Left,5774941365,1,,5774941359,141,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320327,503,1,1,45,54,303582z192rnbr2x28o2t7u38,1,46.0,25.8,2025-06-18T18:47:06.205Z,2025-06-18T18:47:08Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5774941433,213,4.95,5774941429,141,10.4,5774941431,212,10.8,5774941425,56,Back,5774941427,140,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320337,504,1,1,45,56,303582z192rnbr2x28o2t7u38,1,45.8,11.3,2025-06-18T18:47:08.589Z,2025-06-18T18:47:09Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5774941489,141,14.0,5774941491,212,13.7,5774941485,56,Back,5774941487,140,32.9,5774941493,213,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320359,505,1,1,45,57,303582z192rnbr2x28o2t7u38,1,28.8,16.1,2025-06-18T18:47:09.821Z,2025-06-18T18:47:14Z,2e3yktcpxvr1dxy2z1z1dolxw,M. Boamah,,,5774941615,212,23.1,5774941611,140,17.5,5774941617,213,2.11,5774941613,141,45.2,5774941609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320381,506,1,1,46,2,303582z192rnbr2x28o2t7u38,1,19.5,49.3,2025-06-18T18:47:14.397Z,2025-06-18T18:47:20Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5774941709,140,20.7,5774941711,141,23.4,5774941715,213,4.78,5774941713,212,17.7,5774941707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320383,295,30,1,46,8,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-06-18T18:47:20.230Z,2025-06-18T18:47:20Z,,,,,5774941719,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823320385,507,30,1,46,8,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-06-18T18:47:20.230Z,2025-06-18T18:47:20Z,,,,,5774941721,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322713,298,32,2,45,0,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-06-18T19:05:32.130Z,2025-06-18T19:05:32Z,,,,,5774954255,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322711,512,32,2,45,0,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-06-18T19:05:32.130Z,2025-06-18T19:05:32Z,,,,,5774954251,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322719,513,1,2,45,0,303582z192rnbr2x28o2t7u38,1,49.7,49.9,2025-06-18T19:05:32.131Z,2025-06-18T19:05:34Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5774954285,212,9.4,5774954281,140,40.8,5774954287,213,3.24,5774954283,141,48.5,5774954289,279,S,5774954279,56,Back,5774954291,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322723,514,1,2,45,2,303582z192rnbr2x28o2t7u38,1,40.5,53.6,2025-06-18T19:05:34.808Z,2025-06-18T19:05:36Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5774954307,56,Back,5774954313,212,20.2,5774954315,213,1.52,5774954311,141,83.2,5774954309,140,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322727,515,1,2,45,4,303582z192rnbr2x28o2t7u38,1,41.6,85.6,2025-06-18T19:05:36.584Z,2025-06-18T19:05:39Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5774954341,213,0.67,5774954335,140,51.2,5774954333,56,Left,5774954337,141,97.4,5774954339,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322733,516,1,2,45,7,303582z192rnbr2x28o2t7u38,1,54.2,96.9,2025-06-18T19:05:39.849Z,2025-06-18T19:05:43Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5774954367,140,44.0,5774954365,56,Back,5774954371,212,10.7,5774954369,141,95.9,5774954373,213,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322741,517,1,2,45,11,303582z192rnbr2x28o2t7u38,1,46.4,82.9,2025-06-18T19:05:43.896Z,2025-06-18T19:05:48Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5774954419,213,3.83,5774954417,212,14.6,5774954413,140,35.6,5774954415,141,69.3,5774954411,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322749,518,1,2,45,15,303582z192rnbr2x28o2t7u38,1,40.9,69.9,2025-06-18T19:05:47.929Z,2025-06-18T19:05:50Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5774954457,56,Back,5774954463,212,14.9,5774954461,141,90.8,5774954465,213,1.27,5774954459,140,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322759,519,1,2,45,18,303582z192rnbr2x28o2t7u38,1,46.8,92.6,2025-06-18T19:05:50.873Z,2025-06-18T19:07:00Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5774954527,213,0.08,5774954519,56,Left,5774954523,141,97.1,5774954525,212,40.3,5774954521,140,85.1,5774954529,1,,5774954517,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322773,520,1,2,45,27,303582z192rnbr2x28o2t7u38,1,88.4,94.8,2025-06-18T19:05:59.240Z,2025-06-18T19:07:01Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5774954595,140,78.4,5774954593,56,Left,5774954597,141,95.1,5774954599,212,10.5,5774954601,213,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322771,299,83,2,45,27,5qxgilg61hlwxzfpdn2nhcayd,0,16.5,8.9,2025-06-18T19:05:59.832Z,2025-06-18T19:06:39Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,,5774954635,399,4cooeu9zahategmvpj3zdr6xh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322931,305,83,2,45,28,5qxgilg61hlwxzfpdn2nhcayd,0,24.1,8.9,2025-06-18T19:06:00.815Z,2025-06-18T19:06:38Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5774955577,399,4cooeu9zahategmvpj3zdr6xh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322777,521,3,2,45,29,303582z192rnbr2x28o2t7u38,0,79.0,92.5,2025-06-18T19:06:01.512Z,2025-06-18T19:06:05Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5774954627,286,,5774954713,233,300,5774954625,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322791,300,7,2,45,29,5qxgilg61hlwxzfpdn2nhcayd,1,21.5,7.1,2025-06-18T19:06:01.513Z,2025-06-18T19:06:27Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,,5774954709,233,521,5774954677,285,,5774954675,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322809,302,1,2,45,33,5qxgilg61hlwxzfpdn2nhcayd,1,25.2,5.6,2025-06-18T19:06:05.158Z,2025-06-18T19:06:09Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5774954769,141,11.9,5774954759,56,Back,5774954765,140,33.3,5774954777,213,0.47,5774954773,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322805,522,83,2,45,36,303582z192rnbr2x28o2t7u38,0,59.2,89.9,2025-06-18T19:06:08.521Z,2025-06-18T19:07:21Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5774954929,399,czl632fkj2mhbgu4jie3bug9h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322819,303,1,2,45,37,5qxgilg61hlwxzfpdn2nhcayd,0,32.4,9.7,2025-06-18T19:06:09.183Z,2025-06-18T19:06:09Z,czl632fkj2mhbgu4jie3bug9h,J. Akintunde,,,5774954809,56,Back,5774954813,141,0.0,5774954817,213,5.26,5774954811,140,36.5,5774954815,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322825,304,5,2,45,37,5qxgilg61hlwxzfpdn2nhcayd,0,38.6,-1.1,2025-06-18T19:06:09.482Z,2025-06-18T19:13:23Z,czl632fkj2mhbgu4jie3bug9h,J. Akintunde,,,5774954837,56,Back,5774954865,233,523,5774954839,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322817,523,5,2,45,37,303582z192rnbr2x28o2t7u38,1,61.4,101.1,2025-06-18T19:06:09.482Z,2025-06-18T19:13:23Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5774954805,56,Left,5774954807,347,,5774954857,233,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322853,524,1,2,45,41,303582z192rnbr2x28o2t7u38,1,57.9,100.0,2025-06-18T19:06:13.401Z,2025-06-18T19:06:17Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5774955009,141,97.2,5774955013,213,3.31,5774955003,107,,5774955007,140,41.6,5774955011,212,17.4,5774955005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322901,525,1,2,45,49,303582z192rnbr2x28o2t7u38,1,41.0,93.2,2025-06-18T19:06:22.088Z,2025-06-18T19:06:26Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5774955229,213,4.59,5774955227,212,24.4,5774955223,140,38.2,5774955225,141,57.6,5774955221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322917,526,1,2,45,53,303582z192rnbr2x28o2t7u38,1,38.5,46.6,2025-06-18T19:06:26.025Z,2025-06-18T19:06:29Z,2e3yktcpxvr1dxy2z1z1dolxw,M. Boamah,,,5774955321,213,4.89,5774955319,212,12.6,5774955315,140,40.6,5774955313,56,Back,5774955317,141,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322939,527,1,2,45,57,303582z192rnbr2x28o2t7u38,1,39.5,37.9,2025-06-18T19:06:29.560Z,2025-06-18T19:06:33Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5774955469,213,2.74,5774955465,141,42.8,5774955461,56,Back,5774955467,212,8.5,5774955463,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322941,528,1,2,46,0,303582z192rnbr2x28o2t7u38,0,36.5,31.0,2025-06-18T19:06:32.970Z,2025-06-18T19:06:36Z,2e3yktcpxvr1dxy2z1z1dolxw,M. Boamah,,,5774955481,212,47.1,5774955473,155,,5774955477,140,81.2,5774955483,213,0.07,5774955475,56,Center,5774955479,141,36.0,5774955543,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322977,307,1,2,46,14,5qxgilg61hlwxzfpdn2nhcayd,1,12.9,49.9,2025-06-18T19:06:46.223Z,2025-06-18T19:06:47Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5774955747,140,18.5,5774955753,213,1.14,5774955745,56,Back,5774955751,212,14.1,5774955749,141,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322983,308,1,2,46,14,5qxgilg61hlwxzfpdn2nhcayd,1,18.5,68.8,2025-06-18T19:06:47.110Z,2025-06-18T19:06:48Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5774955793,213,0.10,5774955787,140,33.9,5774955785,56,Back,5774955791,212,16.2,5774955789,141,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322985,309,1,2,46,16,5qxgilg61hlwxzfpdn2nhcayd,1,33.9,71.1,2025-06-18T19:06:48.703Z,2025-06-18T19:06:50Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5774955803,212,17.4,5774955805,213,1.13,5774955797,56,Back,5774955801,141,94.2,5774955799,140,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322993,310,1,2,46,18,5qxgilg61hlwxzfpdn2nhcayd,1,41.0,94.2,2025-06-18T19:06:50.639Z,2025-06-18T19:06:54Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5774955831,141,87.7,5774955835,213,6.08,5774955829,140,61.8,5774955833,212,22.3,5774955827,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322995,311,4,2,46,21,5qxgilg61hlwxzfpdn2nhcayd,1,66.0,83.6,2025-06-18T19:06:53.800Z,2025-06-18T19:07:11Z,czl632fkj2mhbgu4jie3bug9h,J. Akintunde,,,5774956125,56,Left,5774956127,152,,5774956123,13,,5774956129,265,,5774956133,233,529,5774956131,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823322991,529,4,2,46,21,303582z192rnbr2x28o2t7u38,0,34.0,16.4,2025-06-18T19:06:53.801Z,2025-06-18T19:07:11Z,2e3yktcpxvr1dxy2z1z1dolxw,M. Boamah,,,5774956151,233,311,5774955859,285,,5774955853,56,Back,5774955857,265,,5774955851,13,,5774955855,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323093,312,1,2,46,53,5qxgilg61hlwxzfpdn2nhcayd,1,63.1,89.0,2025-06-18T19:07:25.546Z,2025-06-18T19:07:43Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,1.0,,5774956817,210,13,5774956819,154,,5774956449,56,Center,5774956459,1,,5774956445,155,,5774956455,212,35.1,5774956441,2,,5774956451,140,85.7,5774956447,152,5774956457,213,5.45,5774956453,141,50.9,5774956443,5,,,,,,,,,,,,,,,,,,,,
2823323097,313,13,2,46,56,5qxgilg61hlwxzfpdn2nhcayd,1,85.7,50.9,2025-06-18T19:07:28.551Z,2025-06-18T19:08:06Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5774956479,56,Center,5774956849,231,49.5,5774956845,103,38.9,5774956843,102,61.2,5774956477,17,,5774956847,230,99.3,5774956595,24,,5774956597,15,,5774956839,55,5774956835,29,,5774956833,73,,5774956601,328,,5774956837,154,,,,,,,,,312,,,,,,,,
2823323101,314,5,2,46,56,5qxgilg61hlwxzfpdn2nhcayd,0,100.9,56.9,2025-06-18T19:07:29.098Z,2025-06-18T19:13:24Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5774956505,56,Center,5774956513,233,530,5774956507,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323099,530,5,2,46,56,303582z192rnbr2x28o2t7u38,1,-0.9,43.1,2025-06-18T19:07:29.098Z,2025-06-18T19:13:24Z,2e3yktcpxvr1dxy2z1z1dolxw,M. Boamah,,,5774956501,346,,5774956509,233,314,5774956499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323129,531,1,2,47,2,303582z192rnbr2x28o2t7u38,1,3.6,42.7,2025-06-18T19:07:34.793Z,2025-06-18T19:07:39Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5774956683,141,85.7,5774956687,213,1.02,5774956681,140,20.7,5774956677,124,,5774956685,212,34.3,5774956679,56,Back,5774956689,1,,5774956693,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323139,532,1,2,47,7,303582z192rnbr2x28o2t7u38,1,28.8,79.9,2025-06-18T19:07:39.864Z,2025-06-18T19:07:41Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5774956733,140,21.4,5774956737,212,13.5,5774956731,56,Back,5774956735,141,63.7,5774956739,213,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323167,533,1,2,47,9,303582z192rnbr2x28o2t7u38,1,21.4,63.7,2025-06-18T19:07:41.305Z,2025-06-18T19:07:45Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5774956905,213,1.80,5774956897,56,Back,5774956901,141,74.2,5774956903,212,7.3,5774956899,140,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323179,534,1,2,47,13,303582z192rnbr2x28o2t7u38,1,24.4,74.8,2025-06-18T19:07:45.880Z,2025-06-18T19:07:48Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5774957019,213,0.83,5774957011,56,Back,5774957015,141,93.8,5774957013,140,35.7,5774957017,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323195,535,1,2,47,16,303582z192rnbr2x28o2t7u38,1,33.8,93.6,2025-06-18T19:07:48.712Z,2025-06-18T19:07:50Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5774957113,140,27.4,5774957117,212,9.7,5774957111,56,Back,5774957115,141,83.3,5774957119,213,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323225,536,1,2,47,18,303582z192rnbr2x28o2t7u38,1,26.3,76.6,2025-06-18T19:07:50.904Z,2025-06-18T19:07:55Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5774957259,213,5.66,5774957251,56,Back,5774957255,141,73.5,5774957253,140,29.1,5774957257,212,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323235,537,1,2,47,23,303582z192rnbr2x28o2t7u38,1,36.6,58.5,2025-06-18T19:07:55.289Z,2025-06-18T19:07:58Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5774957317,213,4.81,5774957313,141,32.4,5774957315,212,17.8,5774957311,140,38.2,5774957309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323259,538,1,2,47,26,303582z192rnbr2x28o2t7u38,1,34.0,35.2,2025-06-18T19:07:58.185Z,2025-06-18T19:08:03Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5774957427,56,Back,5774957431,141,45.5,5774957435,213,2.53,5774957429,140,24.5,5774957433,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323263,539,1,2,47,31,303582z192rnbr2x28o2t7u38,1,28.6,44.6,2025-06-18T19:08:03.577Z,2025-06-18T19:08:05Z,2e3yktcpxvr1dxy2z1z1dolxw,M. Boamah,,,5774957481,56,Back,5774957485,141,27.9,5774957483,140,29.9,5774957487,212,11.4,5774957489,213,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323269,540,1,2,47,33,303582z192rnbr2x28o2t7u38,1,26.3,23.0,2025-06-18T19:08:05.465Z,2025-06-18T19:08:08Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5774957567,140,39.7,5774957565,56,Back,5774957571,212,18.4,5774957569,141,5.5,5774957573,213,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323281,541,4,2,47,36,303582z192rnbr2x28o2t7u38,1,46.5,7.9,2025-06-18T19:08:08.408Z,2025-06-18T19:13:26Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5774957647,233,315,5774957629,56,Back,5774957633,265,,5774957635,286,,5774957631,152,,5774957627,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323279,315,4,2,47,36,5qxgilg61hlwxzfpdn2nhcayd,0,53.5,92.1,2025-06-18T19:08:08.409Z,2025-06-18T19:13:27Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5774957637,13,,5774957663,233,541,5774957643,265,,5774957645,285,,5774957641,152,,5774957639,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323385,542,1,2,48,3,303582z192rnbr2x28o2t7u38,1,51.8,4.6,2025-06-18T19:08:35.256Z,2025-06-18T19:08:36Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5774958193,213,0.73,5774958189,212,6.9,5774958179,56,Right,5774958181,140,56.7,5774958177,152,,5774958185,141,11.4,5774958175,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323399,543,1,2,48,4,303582z192rnbr2x28o2t7u38,1,56.7,11.4,2025-06-18T19:08:36.216Z,2025-06-18T19:09:06Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5774958243,212,18.2,5774959001,156,,5774958237,56,Back,5774958241,141,11.1,5774958245,213,3.15,5774958239,140,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323401,544,43,2,48,6,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-06-18T19:08:38.265Z,2025-06-18T19:09:04Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5774958985,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323419,545,1,2,48,6,303582z192rnbr2x28o2t7u38,1,39.4,11.1,2025-06-18T19:08:38.392Z,2025-06-18T19:08:44Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5774958335,141,25.5,5774958331,56,Back,5774958337,212,23.6,5774958333,140,18.9,5774958339,213,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323433,546,1,2,48,12,303582z192rnbr2x28o2t7u38,1,19.4,23.7,2025-06-18T19:08:44.184Z,2025-06-18T19:08:45Z,2e3yktcpxvr1dxy2z1z1dolxw,M. Boamah,,,5774958429,213,5.04,5774958421,56,Back,5774958425,141,7.6,5774958423,140,22.9,5774958427,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323449,547,1,2,48,13,303582z192rnbr2x28o2t7u38,1,22.6,8.6,2025-06-18T19:08:45.688Z,2025-06-18T19:08:48Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5774958535,56,Back,5774958541,212,12.0,5774958537,140,13.0,5774958543,213,2.56,5774958539,141,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323453,548,1,2,48,15,303582z192rnbr2x28o2t7u38,1,14.0,15.9,2025-06-18T19:08:48.105Z,2025-06-18T19:08:50Z,2e3yktcpxvr1dxy2z1z1dolxw,M. Boamah,,,5774958565,140,31.7,5774958563,56,Back,5774958567,141,3.7,5774958569,212,20.4,5774958571,213,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823323455,549,1,2,48,18,303582z192rnbr2x28o2t7u38,0,32.9,4.0,2025-06-18T19:08:50.616Z,2025-06-18T19:08:51Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5774958585,212,9.8,5774958577,140,36.3,5774958581,141,17.4,5774958575,56,Back,5774958589,213,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
