id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/14/value
2815330543,469,1,1,44,44,1c7dv8ays675v9kp6a04sd8pq,1,36.0,17.0,2025-05-16T17:46:09.891Z,2025-05-16T17:46:13Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5730442235,212,32.3,5730442231,140,65.9,5730442233,141,5.8,5730442229,56,Right,5730442239,1,,5730442237,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815330545,470,1,1,44,47,1c7dv8ays675v9kp6a04sd8pq,0,69.2,6.2,2025-05-16T17:46:13.323Z,2025-05-16T17:46:14Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5730442257,141,20.4,5730442255,140,79.5,5730442253,56,Right,5730442261,213,0.73,5730442259,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815330585,367,61,1,44,52,5qxgilg61hlwxzfpdn2nhcayd,1,27.1,80.8,2025-05-16T17:46:17.628Z,2025-05-16T17:46:17Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5730442475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815330621,369,1,1,44,54,5qxgilg61hlwxzfpdn2nhcayd,1,22.1,86.5,2025-05-16T17:46:19.617Z,2025-05-16T17:46:20Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5730442631,56,Back,5730442643,213,3.85,5730442635,140,10.2,5730442639,141,70.8,5730442641,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815330643,370,1,1,44,55,5qxgilg61hlwxzfpdn2nhcayd,1,10.2,71.2,2025-05-16T17:46:20.604Z,2025-05-16T17:46:23Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5730442741,140,19.9,5730442747,213,0.96,5730442745,212,17.8,5730442739,56,Back,5730442743,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815330661,371,1,1,44,58,5qxgilg61hlwxzfpdn2nhcayd,0,24.2,96.2,2025-05-16T17:46:23.598Z,2025-05-16T17:46:26Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5730442851,141,84.8,5730442855,213,6.06,5730442847,56,Left,5730442853,212,34.4,5730442849,140,56.1,5730442857,1,,5730442845,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815330875,375,70,1,44,59,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-05-16T17:46:24.421Z,2025-05-16T17:46:45Z,,,,,5730444013,277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815330675,471,44,1,45,0,1c7dv8ays675v9kp6a04sd8pq,1,43.5,16.3,2025-05-16T17:46:25.435Z,2025-05-16T17:52:21Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5730442939,285,,5730442945,233,372,5730442937,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815330665,372,44,1,45,0,5qxgilg61hlwxzfpdn2nhcayd,0,56.5,83.7,2025-05-16T17:46:25.436Z,2025-05-16T17:52:21Z,czl632fkj2mhbgu4jie3bug9h,J. Akintunde,,,5730442875,56,Left,5730442877,286,,5730442987,233,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815330705,472,1,1,45,0,1c7dv8ays675v9kp6a04sd8pq,0,43.1,18.8,2025-05-16T17:46:25.443Z,2025-05-16T17:46:59Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5730443119,140,69.8,5730443123,212,31.4,5730443117,56,Right,5730443121,141,0.0,5730444675,3,,5730443125,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815330709,373,5,1,45,3,5qxgilg61hlwxzfpdn2nhcayd,1,31.7,102.0,2025-05-16T17:46:29.388Z,2025-05-16T17:51:04Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5730443141,56,Back,5730443151,233,473,5730443143,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815330713,473,5,1,45,3,1c7dv8ays675v9kp6a04sd8pq,0,68.3,-2.0,2025-05-16T17:46:29.388Z,2025-05-16T17:51:05Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5730443149,347,,5730443147,56,Right,5730443167,233,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815330871,374,1,1,45,7,5qxgilg61hlwxzfpdn2nhcayd,1,34.2,100.0,2025-05-16T17:46:33.309Z,2025-05-16T17:46:45Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5730444001,140,15.0,5730444005,212,22.2,5730444009,1,,5730444003,141,88.3,5730443997,107,,5730443999,56,Back,5730444007,213,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815330877,376,30,1,45,18,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-05-16T17:46:44.350Z,2025-05-16T17:46:46Z,,,,,5730444019,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815330865,474,30,1,45,18,1c7dv8ays675v9kp6a04sd8pq,1,0.0,0.0,2025-05-16T17:46:44.350Z,2025-05-16T17:46:46Z,,,,,5730443977,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338701,378,32,2,45,0,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-05-16T18:04:04.347Z,2025-05-16T18:04:06Z,,,,,5730487767,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338695,478,32,2,45,0,1c7dv8ays675v9kp6a04sd8pq,1,0.0,0.0,2025-05-16T18:04:04.347Z,2025-05-16T18:04:04Z,,,,,5730487731,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338723,479,1,2,45,0,1c7dv8ays675v9kp6a04sd8pq,1,50.1,50.3,2025-05-16T18:04:04.348Z,2025-05-16T18:04:08Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5730487889,140,26.0,5730487897,279,S,5730487891,141,54.2,5730487895,213,3.04,5730487887,56,Back,5730487893,212,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338743,480,1,2,45,4,1c7dv8ays675v9kp6a04sd8pq,0,21.2,47.8,2025-05-16T18:04:08.449Z,2025-05-16T18:04:11Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5730488021,141,37.6,5730488017,56,Center,5730488025,213,6.16,5730488023,212,57.6,5730488015,157,,5730488027,1,,5730488019,140,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338763,379,12,2,45,8,5qxgilg61hlwxzfpdn2nhcayd,1,19.4,69.3,2025-05-16T18:04:13.070Z,2025-05-16T18:04:24Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5730488157,141,68.2,5730488159,212,18.3,5730488175,15,,5730488161,213,6.24,5730488153,56,Back,5730488155,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338779,481,1,2,45,10,1c7dv8ays675v9kp6a04sd8pq,1,66.1,35.4,2025-05-16T18:04:14.697Z,2025-05-16T18:04:16Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5730488275,141,36.4,5730488277,212,14.1,5730488271,56,Center,5730488273,140,79.5,5730488279,213,0.05,5730488269,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338791,482,1,2,45,12,1c7dv8ays675v9kp6a04sd8pq,1,79.5,36.4,2025-05-16T18:04:16.376Z,2025-05-16T18:04:19Z,5t58neiqhud2d4h64owu8fwiy,A. Sadiku,,,5730488335,56,Right,5730488343,212,18.2,5730488341,141,10.0,5730488339,140,76.8,5730488345,213,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338811,483,1,2,45,14,1c7dv8ays675v9kp6a04sd8pq,1,75.8,8.5,2025-05-16T18:04:18.856Z,2025-05-16T18:04:21Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5730488435,141,9.2,5730488431,56,Right,5730488433,140,91.6,5730488439,213,0.03,5730488437,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338843,484,1,2,45,17,1c7dv8ays675v9kp6a04sd8pq,0,94.7,8.2,2025-05-16T18:04:21.512Z,2025-05-16T18:04:24Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5730488615,1,,5730488601,2,,5730488605,56,Center,5730488611,212,36.0,5730488613,213,1.58,5730488609,141,61.1,5730488603,155,,5730488607,140,94.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338849,380,12,2,45,20,5qxgilg61hlwxzfpdn2nhcayd,1,7.8,27.0,2025-05-16T18:04:24.462Z,2025-05-16T18:04:25Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5730488661,213,5.47,5730488653,56,Back,5730488687,15,,5730488659,212,14.9,5730488657,141,11.1,5730488655,140,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338865,382,1,2,45,22,5qxgilg61hlwxzfpdn2nhcayd,1,17.8,11.0,2025-05-16T18:04:26.414Z,2025-05-16T18:04:27Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5730488749,140,10.4,5730488751,141,10.1,5730488755,213,3.22,5730488753,212,7.8,5730488747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338933,383,1,2,45,23,5qxgilg61hlwxzfpdn2nhcayd,1,11.6,9.5,2025-05-16T18:04:27.470Z,2025-05-16T18:04:33Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5730489085,56,Back,5730489083,157,,5730489089,141,18.5,5730489087,140,44.1,5730489093,213,0.18,5730489091,212,34.7,5730489095,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338935,384,4,2,45,29,5qxgilg61hlwxzfpdn2nhcayd,1,41.0,9.7,2025-05-16T18:04:33.680Z,2025-05-16T18:05:00Z,czl632fkj2mhbgu4jie3bug9h,J. Akintunde,,,5730489139,286,,5730490467,294,,5730489181,233,485,5730489133,56,Back,5730489131,13,,5730489135,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815338937,485,4,2,45,29,1c7dv8ays675v9kp6a04sd8pq,0,59.0,90.3,2025-05-16T18:04:33.681Z,2025-05-16T18:04:58Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5730489173,56,Left,5730489179,285,,5730489175,152,,5730489171,13,,5730490353,294,,5730489185,233,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339037,385,1,2,45,39,5qxgilg61hlwxzfpdn2nhcayd,1,42.0,9.7,2025-05-16T18:04:43.965Z,2025-05-16T18:04:47Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5730489757,140,47.7,5730489753,152,,5730489761,212,10.6,5730489759,141,22.5,5730489755,56,Back,5730489751,5,,5730489763,213,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339055,386,1,2,45,42,5qxgilg61hlwxzfpdn2nhcayd,1,47.3,33.7,2025-05-16T18:04:47.326Z,2025-05-16T18:04:49Z,6k8sy2tikge6yet4o6tqtixux,E. Romero,,,5730489905,213,2.38,5730489901,141,53.7,5730489903,212,19.7,5730489897,56,Back,5730489899,140,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339081,387,1,2,45,45,5qxgilg61hlwxzfpdn2nhcayd,1,37.6,59.0,2025-05-16T18:04:49.438Z,2025-05-16T18:04:53Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5730490083,212,33.5,5730490085,213,0.84,5730490077,56,Left,5730490081,141,95.7,5730490079,140,58.9,5730490087,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339115,388,1,2,45,48,5qxgilg61hlwxzfpdn2nhcayd,1,52.7,90.9,2025-05-16T18:04:52.942Z,2025-05-16T18:04:56Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5730490277,212,21.5,5730490275,141,66.7,5730490271,56,Back,5730490273,140,39.5,5730490279,213,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339137,389,1,2,45,52,5qxgilg61hlwxzfpdn2nhcayd,1,39.2,62.3,2025-05-16T18:04:56.366Z,2025-05-16T18:04:58Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5730490363,212,22.7,5730490361,141,29.2,5730490365,213,4.58,5730490359,140,36.3,5730490357,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339157,390,1,2,45,53,5qxgilg61hlwxzfpdn2nhcayd,0,36.3,29.2,2025-05-16T18:04:58.078Z,2025-05-16T18:05:01Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5730490493,140,45.0,5730490499,213,0.56,5730490495,141,37.7,5730490497,212,10.8,5730490491,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339189,486,8,2,45,56,1c7dv8ays675v9kp6a04sd8pq,1,57.7,60.2,2025-05-16T18:05:00.423Z,2025-05-16T18:07:31Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5730490637,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339161,391,61,2,45,57,5qxgilg61hlwxzfpdn2nhcayd,1,44.8,39.2,2025-05-16T18:05:01.918Z,2025-05-16T18:07:29Z,6k8sy2tikge6yet4o6tqtixux,E. Romero,,,5730490517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339183,392,1,2,45,58,5qxgilg61hlwxzfpdn2nhcayd,1,43.1,47.2,2025-05-16T18:05:02.958Z,2025-05-16T18:08:01Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5730490627,212,11.0,5730490625,141,59.6,5730490621,56,Back,5730490623,140,36.3,5730490629,213,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339207,393,1,2,45,59,5qxgilg61hlwxzfpdn2nhcayd,1,36.5,64.3,2025-05-16T18:05:04.302Z,2025-05-16T18:05:07Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5730490765,212,33.5,5730490767,213,0.71,5730490759,56,Left,5730490761,140,60.7,5730490763,141,96.3,5730490769,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339209,394,1,2,46,3,5qxgilg61hlwxzfpdn2nhcayd,0,58.5,86.2,2025-05-16T18:05:07.614Z,2025-05-16T18:05:09Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5730490783,141,83.9,5730490785,212,7.1,5730490781,140,65.1,5730490819,286,,5730490813,236,,5730490779,56,Left,5730490787,213,6.06,5730490815,233,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339215,487,74,2,46,3,1c7dv8ays675v9kp6a04sd8pq,1,38.3,13.5,2025-05-16T18:05:07.615Z,2025-05-16T18:10:19Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5730490821,233,394,5730490811,285,,5730490809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339221,489,1,2,46,6,1c7dv8ays675v9kp6a04sd8pq,1,36.8,38.0,2025-05-16T18:05:11.304Z,2025-05-16T18:05:12Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5730490887,140,39.8,5730490893,213,4.88,5730490891,212,18.9,5730490885,56,Back,5730490889,141,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339231,490,1,2,46,7,1c7dv8ays675v9kp6a04sd8pq,1,39.8,10.6,2025-05-16T18:05:11.985Z,2025-05-16T18:05:13Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5730490951,56,Right,5730490957,141,6.7,5730490965,213,6.07,5730490953,140,51.2,5730490961,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339299,491,1,2,46,9,1c7dv8ays675v9kp6a04sd8pq,1,48.0,6.8,2025-05-16T18:05:13.668Z,2025-05-16T18:05:22Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,,5730491347,141,16.2,5730491353,1,,5730491351,213,0.13,5730491345,140,92.9,5730491343,56,Right,5730491349,212,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339325,492,1,2,46,17,1c7dv8ays675v9kp6a04sd8pq,1,95.1,13.8,2025-05-16T18:05:21.935Z,2025-05-16T18:05:24Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5730491487,141,13.1,5730491485,140,87.0,5730491483,56,Right,5730491491,213,3.20,5730491489,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339339,493,1,2,46,20,1c7dv8ays675v9kp6a04sd8pq,0,87.0,13.1,2025-05-16T18:05:24.408Z,2025-05-16T18:05:26Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5730491585,212,24.9,5730491577,155,,5730491581,140,85.4,5730491583,141,49.6,5730491587,213,1.64,5730491575,2,,5730491579,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339395,395,12,2,46,22,5qxgilg61hlwxzfpdn2nhcayd,1,12.7,47.0,2025-05-16T18:05:26.638Z,2025-05-16T18:05:34Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5730491919,141,30.7,5730491923,212,26.3,5730491913,140,35.4,5730491909,56,Back,5730491927,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339401,494,1,2,46,27,1c7dv8ays675v9kp6a04sd8pq,1,64.7,72.6,2025-05-16T18:05:31.592Z,2025-05-16T18:05:34Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5730491949,140,72.6,5730491955,213,1.01,5730491951,141,92.0,5730491953,212,15.6,5730491947,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339405,495,50,2,46,29,1c7dv8ays675v9kp6a04sd8pq,1,72.6,89.9,2025-05-16T18:05:34.174Z,2025-05-16T18:15:18Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,,5730491967,56,Left,5730491969,286,,5730491979,233,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339403,396,7,2,46,29,5qxgilg61hlwxzfpdn2nhcayd,0,27.4,10.1,2025-05-16T18:05:34.175Z,2025-05-16T18:15:18Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5730491975,233,495,5730491965,285,,5730491963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339471,496,1,2,46,33,1c7dv8ays675v9kp6a04sd8pq,1,64.4,96.3,2025-05-16T18:05:37.608Z,2025-05-16T18:05:42Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5730492297,140,35.0,5730492303,213,3.49,5730492301,212,32.8,5730492305,1,,5730492295,56,Back,5730492299,141,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339485,497,1,2,46,38,1c7dv8ays675v9kp6a04sd8pq,1,35.8,78.8,2025-05-16T18:05:42.664Z,2025-05-16T18:05:44Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5730492369,56,Back,5730492373,141,50.7,5730492371,140,28.6,5730492375,212,20.5,5730492377,213,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339511,498,1,2,46,39,1c7dv8ays675v9kp6a04sd8pq,1,28.6,50.7,2025-05-16T18:05:44.305Z,2025-05-16T18:05:47Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5730492505,56,Back,5730492517,212,20.1,5730492521,213,1.05,5730492509,140,38.2,5730492513,141,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339567,499,1,2,46,43,1c7dv8ays675v9kp6a04sd8pq,1,40.4,76.9,2025-05-16T18:05:47.376Z,2025-05-16T18:05:52Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5730492763,213,0.59,5730492755,56,Left,5730492757,140,55.6,5730492759,141,92.6,5730492761,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339583,500,1,2,46,47,1c7dv8ays675v9kp6a04sd8pq,1,57.2,87.7,2025-05-16T18:05:52.225Z,2025-05-16T18:05:55Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5730492937,141,90.3,5730492935,140,31.8,5730492939,212,26.7,5730492933,56,Back,5730492941,213,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339601,501,1,2,46,50,1c7dv8ays675v9kp6a04sd8pq,1,31.8,90.0,2025-05-16T18:05:55.089Z,2025-05-16T18:05:58Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5730493037,56,Back,5730493041,141,57.2,5730493045,213,4.57,5730493039,140,28.8,5730493043,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339615,502,1,2,46,54,1c7dv8ays675v9kp6a04sd8pq,1,27.9,56.4,2025-05-16T18:05:58.360Z,2025-05-16T18:06:00Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5730493083,140,42.4,5730493089,213,6.28,5730493087,212,15.2,5730493085,141,56.3,5730493081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339623,503,1,2,46,55,1c7dv8ays675v9kp6a04sd8pq,1,42.4,56.3,2025-05-16T18:05:59.888Z,2025-05-16T18:06:00Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5730493139,212,19.8,5730493141,213,3.05,5730493133,56,Back,5730493135,140,23.6,5730493137,141,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339637,504,1,2,46,56,1c7dv8ays675v9kp6a04sd8pq,1,23.6,59.1,2025-05-16T18:06:00.807Z,2025-05-16T18:06:04Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5730493225,213,0.81,5730493221,141,79.3,5730493217,56,Back,5730493223,212,18.9,5730493219,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339679,505,1,2,46,59,1c7dv8ays675v9kp6a04sd8pq,1,41.9,82.1,2025-05-16T18:06:04.248Z,2025-05-16T18:06:10Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5730493455,213,0.38,5730493451,141,93.8,5730493453,212,21.7,5730493447,56,Left,5730493449,140,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339705,506,1,2,47,5,1c7dv8ays675v9kp6a04sd8pq,1,55.4,69.1,2025-05-16T18:06:10.136Z,2025-05-16T18:06:13Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5730493579,140,48.0,5730493585,213,3.95,5730493577,56,Back,5730493581,141,57.2,5730493583,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339739,507,1,2,47,8,1c7dv8ays675v9kp6a04sd8pq,1,53.5,55.8,2025-05-16T18:06:13.144Z,2025-05-16T18:06:16Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5730493777,212,17.1,5730493775,141,32.5,5730493771,56,Back,5730493773,140,47.3,5730493779,213,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339751,508,1,2,47,11,1c7dv8ays675v9kp6a04sd8pq,0,47.3,32.5,2025-05-16T18:06:16.280Z,2025-05-16T18:06:18Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5730493877,213,0.69,5730493867,155,,5730493869,56,Center,5730493879,1,,5730493873,141,72.4,5730493871,140,78.7,5730493875,212,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339769,397,12,2,47,14,5qxgilg61hlwxzfpdn2nhcayd,1,20.7,25.3,2025-05-16T18:06:18.670Z,2025-05-16T18:06:19Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5730493989,56,Back,5730493997,213,0.02,5730494003,15,,5730493993,141,25.8,5730493991,140,36.0,5730493995,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339805,509,61,2,47,18,1c7dv8ays675v9kp6a04sd8pq,1,63.9,70.2,2025-05-16T18:06:22.521Z,2025-05-16T18:06:22Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5730494161,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339877,510,1,2,47,21,1c7dv8ays675v9kp6a04sd8pq,0,44.1,69.7,2025-05-16T18:06:26.168Z,2025-05-16T18:06:29Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5730494543,1,,5730494531,140,85.5,5730494535,141,78.8,5730494521,155,,5730494539,212,43.9,5730494541,213,0.14,5730494527,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339909,398,12,2,47,25,5qxgilg61hlwxzfpdn2nhcayd,1,11.1,17.6,2025-05-16T18:06:30.142Z,2025-05-16T18:06:33Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5730494703,141,2.2,5730494701,140,26.4,5730494707,213,5.71,5730494699,56,Back,5730494705,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815339919,399,1,2,47,29,5qxgilg61hlwxzfpdn2nhcayd,0,26.4,2.2,2025-05-16T18:06:33.695Z,2025-05-16T18:06:35Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5730494785,1,,5730494767,56,Right,5730494781,213,0.27,5730494769,140,59.5,5730494775,212,36.0,5730494765,157,,5730494771,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
