id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2803092307,378,1,1,46,4,cy6zs39z79dcfbr4xzkp38z7q,1,29.5,14.6,2025-04-19T14:47:56.203Z,2025-04-19T14:50:41Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5662887341,141,13.2,5662887337,140,77.0,5662887345,213,6.26,5662887335,56,Right,5662887329,5,,5662887347,1,,5662902089,241,,5662887343,212,49.9,5662887331,157,,,,,,,,,,,,,,,,,,,,,,,,
2803092315,379,44,1,46,8,cy6zs39z79dcfbr4xzkp38z7q,1,77.0,12.0,2025-04-19T14:48:00.254Z,2025-04-19T14:53:05Z,4accnmk8l7khcvpzibgdxjl04,J. Körkkö,,,5662887373,286,,5662887371,56,Right,5662887439,233,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803092255,421,44,1,46,8,5qxgilg61hlwxzfpdn2nhcayd,0,23.0,88.0,2025-04-19T14:48:00.255Z,2025-04-19T14:53:06Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5662887057,285,,5662887447,233,379,5662887055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803092317,380,1,1,46,8,cy6zs39z79dcfbr4xzkp38z7q,0,77.0,13.2,2025-04-19T14:48:00.258Z,2025-04-19T14:52:13Z,4accnmk8l7khcvpzibgdxjl04,J. Körkkö,,,5662887395,213,0.19,5662887383,3,,5662887389,140,80.1,5662887387,56,Right,5662887391,141,14.1,5662887393,212,3.3,5662887385,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803092319,422,12,1,46,11,5qxgilg61hlwxzfpdn2nhcayd,1,14.0,85.4,2025-04-19T14:48:02.800Z,2025-04-19T14:48:04Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5662887423,213,0.35,5662887419,141,93.3,5662887415,56,Back,5662887421,212,15.7,5662887417,140,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803092363,423,1,1,46,12,5qxgilg61hlwxzfpdn2nhcayd,1,30.8,93.6,2025-04-19T14:48:04Z,2025-04-19T14:50:46Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5662887619,213,5.89,5662887613,140,39.0,5662887617,212,9.3,5662887615,141,88.3,5662887611,56,Back,5662897829,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803092369,424,61,1,46,14,5qxgilg61hlwxzfpdn2nhcayd,0,35.4,85.6,2025-04-19T14:48:06.144Z,2025-04-19T14:48:09Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5662887641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803092431,381,1,1,46,15,cy6zs39z79dcfbr4xzkp38z7q,1,60.7,20.3,2025-04-19T14:48:06.923Z,2025-04-19T14:48:10Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5662887989,141,29.7,5662887991,212,19.7,5662887987,140,43.0,5662887993,213,2.81,5662887985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803092461,382,1,1,46,18,cy6zs39z79dcfbr4xzkp38z7q,1,42.2,32.2,2025-04-19T14:48:10.090Z,2025-04-19T14:48:11Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5662888149,141,37.6,5662888151,212,18.5,5662888147,140,24.9,5662888145,56,Back,5662888153,213,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803092513,383,1,1,46,20,cy6zs39z79dcfbr4xzkp38z7q,0,25.2,37.9,2025-04-19T14:48:11.709Z,2025-04-19T14:48:14Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5662888365,157,,5662888373,141,12.9,5662888381,213,5.93,5662888371,140,69.2,5662888367,56,Right,5662888377,212,49.2,5662888387,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803092529,425,1,1,46,23,5qxgilg61hlwxzfpdn2nhcayd,0,21.9,91.1,2025-04-19T14:48:14.656Z,2025-04-19T14:51:23Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5662888461,212,13.4,5662888455,56,Back,5662888457,140,34.6,5662904997,3,,5662888463,213,0.13,5662888459,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803092577,384,1,1,46,25,cy6zs39z79dcfbr4xzkp38z7q,0,64.1,16.8,2025-04-19T14:48:16.827Z,2025-04-19T14:51:34Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5662888697,140,61.1,5662888701,212,3.5,5662888693,3,,5662888699,141,14.7,5662888695,56,Right,5662888705,213,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803092649,426,1,1,46,29,5qxgilg61hlwxzfpdn2nhcayd,0,35.9,85.1,2025-04-19T14:48:20.896Z,2025-04-19T14:51:49Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5662907407,157,,5662907409,1,,5662889075,140,48.3,5662889081,213,5.26,5662889077,141,53.7,5662889079,212,25.0,5662889073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803092783,385,1,1,46,32,cy6zs39z79dcfbr4xzkp38z7q,1,48.2,53.0,2025-04-19T14:48:23.994Z,2025-04-19T14:48:27Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5662889821,56,Back,5662889831,212,24.4,5662889835,213,3.10,5662889829,141,54.5,5662889825,140,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803092877,386,1,1,46,36,cy6zs39z79dcfbr4xzkp38z7q,0,27.9,50.7,2025-04-19T14:48:27.468Z,2025-04-19T14:48:32Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5662890325,213,5.66,5662890319,140,74.0,5662890313,157,,5662890321,141,0.0,5662890317,56,Right,5662890323,212,59.8,5662890327,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803092891,387,5,1,46,40,cy6zs39z79dcfbr4xzkp38z7q,0,76.2,-1.4,2025-04-19T14:48:32.326Z,2025-04-19T14:53:22Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5662890391,56,Right,5662890395,347,,5662890493,233,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803092885,427,5,1,46,40,5qxgilg61hlwxzfpdn2nhcayd,1,23.8,101.4,2025-04-19T14:48:32.326Z,2025-04-19T14:53:21Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,,5662890443,233,387,5662890359,347,,5662890357,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803093011,428,1,1,46,48,5qxgilg61hlwxzfpdn2nhcayd,1,27.6,100.0,2025-04-19T14:48:39.504Z,2025-04-19T14:48:40Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5662891081,56,Back,5662891085,141,87.5,5662891079,107,,5662891087,212,10.8,5662891089,213,5.14,5662891083,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803093025,429,1,1,46,48,5qxgilg61hlwxzfpdn2nhcayd,1,31.9,87.5,2025-04-19T14:48:40.223Z,2025-04-19T14:48:42Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5662891161,141,96.6,5662891165,213,2.43,5662891157,56,Back,5662891209,156,,5662891159,140,25.0,5662891163,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803093051,430,1,1,46,51,5qxgilg61hlwxzfpdn2nhcayd,0,25.0,96.6,2025-04-19T14:48:42.576Z,2025-04-19T14:48:43Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5662891333,212,17.6,5662891321,155,,5662891329,140,40.9,5662891335,213,5.96,5662891331,141,88.4,5662891327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803093089,388,1,1,46,52,cy6zs39z79dcfbr4xzkp38z7q,1,59.1,15.2,2025-04-19T14:48:43.946Z,2025-04-19T14:48:45Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5662891543,213,0.18,5662891531,140,69.5,5662891539,212,11.1,5662891535,141,18.2,5662891529,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803093117,390,1,1,46,53,cy6zs39z79dcfbr4xzkp38z7q,1,69.9,18.2,2025-04-19T14:48:45.099Z,2025-04-19T14:48:46Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5662891691,213,5.44,5662891687,141,12.5,5662891689,212,5.2,5662891685,140,73.2,5662891683,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803093159,391,1,1,46,54,cy6zs39z79dcfbr4xzkp38z7q,1,74.1,12.0,2025-04-19T14:48:46.010Z,2025-04-19T14:48:48Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5662891895,140,79.6,5662891897,141,3.5,5662891899,212,8.2,5662891893,56,Right,5662891903,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803093201,392,1,1,46,56,cy6zs39z79dcfbr4xzkp38z7q,1,83.5,5.6,2025-04-19T14:48:48.154Z,2025-04-19T14:48:50Z,4accnmk8l7khcvpzibgdxjl04,J. Körkkö,,,5662892099,140,92.3,5662892105,213,0.56,5662892103,212,10.9,5662892101,141,14.1,5662892097,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803093309,393,1,1,46,58,cy6zs39z79dcfbr4xzkp38z7q,1,91.0,11.6,2025-04-19T14:48:50.347Z,2025-04-19T14:48:55Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5662892637,213,3.19,5662892633,141,10.6,5662892631,140,77.5,5662892627,56,Right,5662892635,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803093357,394,1,1,47,3,cy6zs39z79dcfbr4xzkp38z7q,1,81.7,9.8,2025-04-19T14:48:54.843Z,2025-04-19T14:48:57Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5662892919,56,Right,5662892925,212,9.2,5662892921,140,89.9,5662892923,141,5.2,5662892927,213,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803093391,395,1,1,47,5,cy6zs39z79dcfbr4xzkp38z7q,1,89.8,4.6,2025-04-19T14:48:57.035Z,2025-04-19T14:48:58Z,4accnmk8l7khcvpzibgdxjl04,J. Körkkö,,,5662893113,213,2.84,5662893109,141,9.1,5662893107,140,80.5,5662893101,56,Right,5662893111,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803093443,396,1,1,47,7,cy6zs39z79dcfbr4xzkp38z7q,1,76.8,10.6,2025-04-19T14:48:58.858Z,2025-04-19T14:49:01Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5662893417,213,3.52,5662893409,56,Right,5662893413,141,5.3,5662893411,140,68.2,5662893415,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803093493,397,1,1,47,10,cy6zs39z79dcfbr4xzkp38z7q,1,68.2,5.9,2025-04-19T14:49:01.451Z,2025-04-19T14:49:04Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5662893703,141,14.7,5662893707,213,0.45,5662893699,56,Right,5662893705,212,13.9,5662893701,140,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803093505,398,50,1,47,12,cy6zs39z79dcfbr4xzkp38z7q,1,87.4,13.7,2025-04-19T14:49:03.868Z,2025-04-19T14:52:57Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5662893757,56,Right,5662893931,233,431,5662893759,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803093515,431,7,1,47,12,5qxgilg61hlwxzfpdn2nhcayd,1,12.6,86.3,2025-04-19T14:49:03.869Z,2025-04-19T14:52:57Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5662893807,56,Back,5662893877,233,398,5662893809,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803093617,399,30,1,47,17,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-19T14:49:08.969Z,2025-04-19T14:49:09Z,,,,,5662894325,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803093611,433,30,1,47,17,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-04-19T14:49:08.969Z,2025-04-19T14:49:09Z,,,,,5662894299,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803109133,401,32,2,45,0,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-19T15:06:04.950Z,2025-04-19T15:06:08Z,,,,,5662973549,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803109113,436,32,2,45,0,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-04-19T15:06:04.950Z,2025-04-19T15:06:05Z,,,,,5662973429,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803109149,402,1,2,45,0,cy6zs39z79dcfbr4xzkp38z7q,1,50.1,49.9,2025-04-19T15:06:05.071Z,2025-04-19T15:06:10Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5662973629,213,3.01,5662973623,140,29.2,5662973625,141,54.2,5662973621,56,Back,5662973631,279,S,5662973627,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803109255,403,1,2,45,5,cy6zs39z79dcfbr4xzkp38z7q,0,29.6,57.8,2025-04-19T15:06:10.429Z,2025-04-19T15:08:09Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5662974109,157,,5662974125,213,0.46,5662974119,141,88.0,5662974129,1,,5662974123,212,45.8,5662974115,140,68.6,5662974111,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803109315,437,1,2,45,7,5qxgilg61hlwxzfpdn2nhcayd,1,22.6,10.0,2025-04-19T15:06:12.159Z,2025-04-19T15:06:15Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5662974407,212,30.2,5662974413,1,,5662974403,140,45.4,5662974409,213,0.65,5662974401,56,Back,5662974399,157,,5662974405,141,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803109345,438,1,2,45,9,5qxgilg61hlwxzfpdn2nhcayd,0,45.4,37.0,2025-04-19T15:06:14.654Z,2025-04-19T15:06:16Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5662974557,212,23.8,5662974553,140,63.0,5662974559,213,0.68,5662974549,56,Center,5662974543,3,,5662974555,141,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803109413,404,1,2,45,12,cy6zs39z79dcfbr4xzkp38z7q,1,34.6,39.7,2025-04-19T15:06:17.182Z,2025-04-19T15:06:19Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5662974929,141,41.9,5662974927,140,15.8,5662974931,212,19.8,5662974925,56,Back,5662974933,213,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803109473,405,1,2,45,14,cy6zs39z79dcfbr4xzkp38z7q,0,15.5,42.4,2025-04-19T15:06:19.229Z,2025-04-19T15:06:22Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5662975229,141,50.4,5662975223,157,,5662975235,1,,5662975231,212,54.6,5662975227,140,67.2,5662975225,56,Center,5662975233,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803109635,406,1,2,45,19,cy6zs39z79dcfbr4xzkp38z7q,0,37.5,37.1,2025-04-19T15:06:24.829Z,2025-04-19T15:08:46Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5662975915,213,0.44,5662975905,3,,5662975911,141,50.1,5662975913,212,20.6,5662975909,140,55.2,5662975907,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803109581,439,1,2,45,21,5qxgilg61hlwxzfpdn2nhcayd,1,28.4,30.4,2025-04-19T15:06:26.213Z,2025-04-19T15:09:11Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5662975649,140,53.9,5662975647,56,Center,5662975651,141,51.2,5662975661,213,0.49,5662975629,3,,5662975659,212,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803109661,440,1,2,45,22,5qxgilg61hlwxzfpdn2nhcayd,0,56.4,51.3,2025-04-19T15:06:27.519Z,2025-04-19T15:06:28Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5662976057,141,39.2,5662976059,212,15.4,5662976053,56,Center,5662976051,155,,5662976061,213,5.72,5662976055,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803109795,441,1,2,45,24,5qxgilg61hlwxzfpdn2nhcayd,1,45.6,38.9,2025-04-19T15:06:29.165Z,2025-04-19T15:06:33Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5662976689,141,38.9,5662976685,140,56.9,5662976693,212,11.9,5662976699,213,0.00,5662976677,3,,5662976681,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803109687,407,83,2,45,24,cy6zs39z79dcfbr4xzkp38z7q,0,41.5,53.9,2025-04-19T15:06:29.596Z,2025-04-19T15:06:38Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5662977011,399,49br3gmn71y8pd5wqkfkvrbah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803109805,442,4,2,45,27,5qxgilg61hlwxzfpdn2nhcayd,1,55.4,36.7,2025-04-19T15:06:32.046Z,2025-04-19T15:07:23Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,,5662976799,152,,5662976797,56,Center,5662976841,233,408,5662976795,13,,5662977845,294,,5662976803,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803109751,408,4,2,45,27,cy6zs39z79dcfbr4xzkp38z7q,0,44.6,63.3,2025-04-19T15:06:32.047Z,2025-04-19T15:07:24Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5662976713,13,,5662976889,233,442,5662976717,152,,5662976721,285,,5662976715,56,Back,5662983209,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803109925,443,1,2,45,31,5qxgilg61hlwxzfpdn2nhcayd,1,56.4,26.4,2025-04-19T15:06:36.814Z,2025-04-19T15:06:39Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5662977317,141,5.9,5662977321,213,4.73,5662977313,56,Right,5662977319,212,13.9,5662977309,5,,5662977311,152,,5662977315,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803110023,444,1,2,45,33,5qxgilg61hlwxzfpdn2nhcayd,1,56.3,5.8,2025-04-19T15:06:38.845Z,2025-04-19T15:06:42Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5662977797,212,19.5,5662977791,56,Back,5662977793,140,38.0,5662977799,213,2.97,5662977795,141,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803110095,445,1,2,45,37,5qxgilg61hlwxzfpdn2nhcayd,1,36.3,21.2,2025-04-19T15:06:42.573Z,2025-04-19T15:06:45Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5662978123,212,22.5,5662978117,56,Back,5662978121,141,54.0,5662978125,213,1.70,5662978119,140,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803110201,446,1,2,45,40,5qxgilg61hlwxzfpdn2nhcayd,1,33.9,55.2,2025-04-19T15:06:45.102Z,2025-04-19T15:06:48Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5662978617,56,Back,5662978621,141,84.7,5662978625,213,0.91,5662978619,140,48.6,5662978623,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803110243,447,1,2,45,43,5qxgilg61hlwxzfpdn2nhcayd,1,54.1,82.4,2025-04-19T15:06:48.061Z,2025-04-19T15:06:49Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5662978799,141,80.3,5662978793,56,Left,5662978797,140,69.4,5662978801,212,16.1,5662978803,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803110265,448,1,2,45,44,5qxgilg61hlwxzfpdn2nhcayd,1,69.4,80.3,2025-04-19T15:06:49.453Z,2025-04-19T15:06:50Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5662978907,56,Left,5662978917,213,2.18,5662978909,140,64.1,5662978913,212,9.7,5662978911,141,92.0,5662978975,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803110345,409,45,2,45,46,cy6zs39z79dcfbr4xzkp38z7q,0,35.0,6.9,2025-04-19T15:06:51.613Z,2025-04-19T15:09:31Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5662979165,285,,5662979163,56,Back,5662998599,233,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803110317,449,3,2,45,46,5qxgilg61hlwxzfpdn2nhcayd,1,65.4,93.6,2025-04-19T15:06:51.613Z,2025-04-19T15:09:31Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5662979099,286,,5662998515,233,409,5662979097,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803110455,450,1,2,45,48,5qxgilg61hlwxzfpdn2nhcayd,1,58.7,88.0,2025-04-19T15:06:53.037Z,2025-04-19T15:06:56Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5662979629,212,24.4,5662979625,140,38.6,5662979623,56,Back,5662979627,141,69.9,5662979631,213,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803110551,451,1,2,45,51,5qxgilg61hlwxzfpdn2nhcayd,1,42.4,66.3,2025-04-19T15:06:56.318Z,2025-04-19T15:07:00Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5662980093,212,28.2,5662980097,213,4.79,5662980089,140,44.6,5662980087,56,Back,5662980091,141,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803110665,452,1,2,45,55,5qxgilg61hlwxzfpdn2nhcayd,1,57.7,12.6,2025-04-19T15:07:00.430Z,2025-04-19T15:07:04Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5662980651,140,71.9,5662980655,212,16.2,5662980649,56,Right,5662980657,213,5.89,5662980653,141,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803110741,453,1,2,45,59,5qxgilg61hlwxzfpdn2nhcayd,1,68.9,2.9,2025-04-19T15:07:04.221Z,2025-04-19T15:07:06Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5662981007,56,Back,5662981011,141,14.0,5662981009,140,45.6,5662981013,212,25.6,5662981015,213,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803110757,454,1,2,46,1,5qxgilg61hlwxzfpdn2nhcayd,1,45.9,18.6,2025-04-19T15:07:06.558Z,2025-04-19T15:07:07Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5662981077,140,40.6,5662981073,56,Back,5662981093,213,1.91,5662981083,141,41.8,5662981089,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803110809,455,1,2,46,2,5qxgilg61hlwxzfpdn2nhcayd,1,40.6,41.8,2025-04-19T15:07:07.294Z,2025-04-19T15:07:09Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5662981321,141,40.9,5662981317,56,Center,5662981319,140,57.7,5662981327,213,6.25,5662981323,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803110889,456,1,2,46,4,5qxgilg61hlwxzfpdn2nhcayd,1,56.7,43.6,2025-04-19T15:07:09.261Z,2025-04-19T15:07:11Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5662981691,141,66.4,5662981687,56,Center,5662981695,213,1.44,5662981693,212,15.6,5662981689,140,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803110945,457,2,2,46,6,5qxgilg61hlwxzfpdn2nhcayd,1,61.4,69.4,2025-04-19T15:07:11.645Z,2025-04-19T15:07:18Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5662982593,56,Left,5662981929,140,89.0,5662981931,141,79.7,5662982591,7,1utcfk5giq7ghp8b2z3u9b27d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803110959,458,43,2,46,9,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-04-19T15:07:14.092Z,2025-04-19T15:07:17Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5662982457,144,61,5662982009,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803111441,411,1,2,46,24,cy6zs39z79dcfbr4xzkp38z7q,1,21.8,25.0,2025-04-19T15:07:29.549Z,2025-04-19T15:07:32Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5662984371,213,0.24,5662984361,241,,5662984365,140,27.3,5662984367,141,27.1,5662984363,56,Back,5662984369,212,5.9,5662984359,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803111577,412,1,2,46,27,cy6zs39z79dcfbr4xzkp38z7q,1,28.8,27.1,2025-04-19T15:07:32.669Z,2025-04-19T15:07:37Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5662985029,212,14.8,5662985025,140,33.2,5662985023,56,Back,5662985031,213,5.03,5662985027,141,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803111587,413,50,2,46,32,cy6zs39z79dcfbr4xzkp38z7q,1,40.4,20.8,2025-04-19T15:07:37.198Z,2025-04-19T15:51:03Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5662993415,233,459,5662985089,286,,5662985085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
