id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2799619943,581,5,2,52,44,2rdnn9p03qrmmv34tyx1nahpa,1,-1.2,61.6,2025-04-12T12:44:58.120Z,2025-04-12T13:37:04Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643765215,56,Back,5643765217,346,,5643766357,233,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799620227,582,1,2,53,2,2rdnn9p03qrmmv34tyx1nahpa,1,5.3,62.1,2025-04-12T12:45:15.489Z,2025-04-12T12:45:18Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5643766791,124,,5643766795,140,6.1,5643766799,212,15.3,5643766801,213,4.77,5643766793,56,Back,5643766809,237,,5643766797,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799620265,583,1,2,53,5,2rdnn9p03qrmmv34tyx1nahpa,1,6.1,39.4,2025-04-12T12:45:18.498Z,2025-04-12T12:45:21Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643767027,141,31.3,5643767031,213,5.93,5643767023,56,Back,5643767029,212,15.8,5643767025,140,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799620367,584,1,2,53,7,2rdnn9p03qrmmv34tyx1nahpa,1,20.1,32.7,2025-04-12T12:45:21.042Z,2025-04-12T12:45:27Z,6j8sbzewfzr0kjs2acm6r7tw4,O. Tiitinen,,,5643767557,213,0.38,5643767553,141,45.2,5643767549,56,Back,5643767555,212,22.7,5643767551,140,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799620559,585,2,2,53,13,2rdnn9p03qrmmv34tyx1nahpa,1,56.8,64.6,2025-04-12T12:45:27.297Z,2025-04-12T12:49:07Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5643768547,56,Left,5643768545,7,enc30jhvcxxy3c53muws4gbje,5643768549,140,72.0,5643768551,141,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799620817,426,1,2,53,38,7efqk7uh63928il0yffxijnv7,1,13.8,15.6,2025-04-12T12:45:52.203Z,2025-04-12T12:47:30Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5643769971,141,76.1,5643769975,213,0.98,5643769967,56,Back,5643769963,196,,5643769973,212,49.5,5643778631,189,,5643769969,140,40.0,5643769965,241,,5643769961,155,5643769959,5,,,5643769977,1,,,,,,,,,,,,,,,,,,,,,,,,
2799620843,427,1,2,53,39,7efqk7uh63928il0yffxijnv7,1,41.5,77.0,2025-04-12T12:45:53.052Z,2025-04-12T12:47:47Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5643770057,212,11.9,5643770051,56,Back,5643770055,141,71.1,5643770059,213,3.48,5643770053,140,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799620855,428,1,2,53,39,7efqk7uh63928il0yffxijnv7,0,30.8,71.1,2025-04-12T12:45:53.203Z,2025-04-12T12:47:51Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5643770103,56,Center,5643770107,141,28.2,5643770111,213,5.49,5643770113,1,,5643770105,140,58.3,5643770109,212,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799620935,587,1,2,53,41,2rdnn9p03qrmmv34tyx1nahpa,1,39.8,67.5,2025-04-12T12:45:55.281Z,2025-04-12T12:49:44Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643770509,141,63.4,5643770505,56,Center,5643770511,212,15.1,5643770507,140,53.9,5643770513,213,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799620947,588,1,2,53,49,2rdnn9p03qrmmv34tyx1nahpa,1,53.2,60.6,2025-04-12T12:46:02.657Z,2025-04-12T12:49:52Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5643770599,140,69.4,5643770603,212,17.0,5643770605,213,0.03,5643770597,56,Center,5643770601,141,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799620979,589,1,2,53,50,2rdnn9p03qrmmv34tyx1nahpa,1,69.4,61.4,2025-04-12T12:46:04.257Z,2025-04-12T12:49:58Z,6j8sbzewfzr0kjs2acm6r7tw4,O. Tiitinen,,,5643770801,212,6.8,5643770797,140,63.8,5643770799,141,56.3,5643770795,56,Center,5643770803,213,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621069,590,1,2,53,52,2rdnn9p03qrmmv34tyx1nahpa,1,63.8,56.3,2025-04-12T12:46:05.929Z,2025-04-12T12:50:56Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5643771271,213,1.84,5643771269,212,13.7,5643771265,140,60.3,5643771263,56,Center,5643771267,141,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621083,591,1,2,53,57,2rdnn9p03qrmmv34tyx1nahpa,1,67.0,88.5,2025-04-12T12:46:10.697Z,2025-04-12T12:51:11Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643771343,213,1.36,5643771335,56,Left,5643771339,141,96.5,5643771341,212,5.6,5643771337,140,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621113,592,1,2,53,58,2rdnn9p03qrmmv34tyx1nahpa,1,57.2,92.7,2025-04-12T12:46:12.138Z,2025-04-12T12:46:13Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5643771477,140,60.1,5643771483,213,5.00,5643771475,56,Center,5643771479,141,77.5,5643771481,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621131,593,1,2,54,0,2rdnn9p03qrmmv34tyx1nahpa,1,60.1,77.5,2025-04-12T12:46:13.409Z,2025-04-12T12:46:14Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5643771597,213,2.25,5643771593,141,87.2,5643771589,56,Left,5643771591,140,55.0,5643771595,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621153,594,1,2,54,1,2rdnn9p03qrmmv34tyx1nahpa,1,55.0,87.2,2025-04-12T12:46:14.529Z,2025-04-12T12:46:15Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5643771747,140,42.3,5643771753,213,3.81,5643771749,141,71.8,5643771745,56,Back,5643771751,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621245,598,1,2,54,4,2rdnn9p03qrmmv34tyx1nahpa,1,39.0,68.7,2025-04-12T12:46:17.793Z,2025-04-12T12:46:21Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643772153,141,79.6,5643772155,212,9.5,5643772149,56,Back,5643772151,140,44.6,5643772157,213,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621269,599,1,2,54,7,2rdnn9p03qrmmv34tyx1nahpa,1,47.4,80.2,2025-04-12T12:46:20.897Z,2025-04-12T12:46:23Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643772297,212,15.0,5643772299,213,3.95,5643772295,141,64.3,5643772291,140,37.5,5643772289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621307,600,1,2,54,9,2rdnn9p03qrmmv34tyx1nahpa,1,36.6,63.4,2025-04-12T12:46:23.082Z,2025-04-12T12:46:26Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643772499,140,42.4,5643772503,212,17.8,5643772505,213,5.06,5643772497,56,Back,5643772501,141,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621383,601,1,2,54,12,2rdnn9p03qrmmv34tyx1nahpa,1,48.7,29.8,2025-04-12T12:46:26.209Z,2025-04-12T12:46:30Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5643772957,140,60.6,5643772961,212,18.6,5643772963,213,5.45,5643772955,56,Right,5643772959,141,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621409,602,1,2,54,16,2rdnn9p03qrmmv34tyx1nahpa,1,60.7,9.4,2025-04-12T12:46:30.033Z,2025-04-12T12:52:08Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5643773115,56,Center,5643773123,213,1.02,5643773119,141,35.8,5643773117,140,71.1,5643773121,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621417,603,1,2,54,17,2rdnn9p03qrmmv34tyx1nahpa,0,71.1,35.8,2025-04-12T12:46:31.105Z,2025-04-12T12:46:31Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,,5643773163,212,13.6,5643773159,140,76.5,5643773161,141,17.7,5643773157,56,Right,5643773165,213,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621441,429,1,2,54,18,7efqk7uh63928il0yffxijnv7,0,29.1,89.1,2025-04-12T12:46:31.389Z,2025-04-12T12:46:32Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5643773277,213,5.73,5643773269,56,Center,5643773267,157,,5643773273,141,63.4,5643773279,1,,5643773275,212,33.4,5643773271,140,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621511,604,1,2,54,20,2rdnn9p03qrmmv34tyx1nahpa,1,35.2,41.2,2025-04-12T12:46:33.337Z,2025-04-12T12:46:35Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643773599,140,48.2,5643773603,212,13.8,5643773601,141,37.9,5643773597,56,Back,5643773605,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621569,605,1,2,54,22,2rdnn9p03qrmmv34tyx1nahpa,1,50.3,37.4,2025-04-12T12:46:35.769Z,2025-04-12T12:46:39Z,6j8sbzewfzr0kjs2acm6r7tw4,O. Tiitinen,,,5643773927,140,54.7,5643773931,212,11.4,5643773925,56,Center,5643773929,141,52.8,5643773933,213,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621597,606,1,2,54,25,2rdnn9p03qrmmv34tyx1nahpa,0,62.6,54.6,2025-04-12T12:46:39.298Z,2025-04-12T12:46:40Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5643774085,213,5.69,5643774081,141,45.5,5643774083,212,11.1,5643774079,140,71.4,5643774075,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621653,430,12,2,54,28,7efqk7uh63928il0yffxijnv7,1,24.8,61.5,2025-04-12T12:46:41.836Z,2025-04-12T12:46:42Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5643774375,212,16.5,5643774365,56,Back,5643774367,140,40.4,5643774377,213,6.15,5643774373,141,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621673,431,1,2,54,29,7efqk7uh63928il0yffxijnv7,1,41.9,58.5,2025-04-12T12:46:42.700Z,2025-04-12T12:46:44Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5643774549,140,35.9,5643774555,213,2.27,5643774551,141,69.6,5643774553,212,9.8,5643774547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621679,433,1,2,54,30,7efqk7uh63928il0yffxijnv7,0,31.5,64.8,2025-04-12T12:46:44.107Z,2025-04-12T12:46:44Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5643774573,212,11.6,5643774567,56,Back,5643774569,140,40.8,5643774571,141,55.5,5643774575,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621813,608,1,2,54,33,2rdnn9p03qrmmv34tyx1nahpa,1,61.3,47.0,2025-04-12T12:46:46.658Z,2025-04-12T12:46:51Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643775189,56,Right,5643775203,1,,5643775191,140,93.8,5643775201,213,5.76,5643775195,141,17.9,5643775199,212,39.4,5643775187,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621835,609,61,2,54,37,2rdnn9p03qrmmv34tyx1nahpa,0,95.1,17.7,2025-04-12T12:46:50.779Z,2025-04-12T12:46:56Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5643775291,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621827,434,5,2,54,38,7efqk7uh63928il0yffxijnv7,1,-1.2,66.3,2025-04-12T12:46:51.740Z,2025-04-12T13:37:05Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5643775257,56,Back,5643775675,233,610,5643775259,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799621895,610,5,2,54,38,2rdnn9p03qrmmv34tyx1nahpa,0,101.2,33.7,2025-04-12T12:46:51.740Z,2025-04-12T13:37:05Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5643775693,233,434,5643775653,56,Center,5643775657,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799622335,435,1,2,55,4,7efqk7uh63928il0yffxijnv7,1,4.1,52.1,2025-04-12T12:47:17.869Z,2025-04-12T12:47:21Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5643777927,124,,5643777943,74,,5643777937,213,0.70,5643777931,140,40.4,5643777939,1,,5643777935,212,49.8,5643777933,141,99.2,5643777929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799622339,436,61,2,55,6,7efqk7uh63928il0yffxijnv7,0,40.9,98.6,2025-04-12T12:47:19.677Z,2025-04-12T12:47:28Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5643777959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799622347,437,5,2,55,7,7efqk7uh63928il0yffxijnv7,0,47.5,101.4,2025-04-12T12:47:20.650Z,2025-04-12T13:37:05Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5643777991,56,Back,5643778093,233,611,5643777993,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799622319,611,5,2,55,7,2rdnn9p03qrmmv34tyx1nahpa,1,52.5,-1.4,2025-04-12T12:47:20.650Z,2025-04-12T13:37:05Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5643777845,347,,5643778009,233,437,5643777843,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799622585,612,1,2,55,19,2rdnn9p03qrmmv34tyx1nahpa,1,37.6,0.0,2025-04-12T12:47:32.633Z,2025-04-12T12:47:37Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5643779251,140,53.1,5643779249,56,Center,5643779253,141,45.4,5643779261,213,1.10,5643779265,1,,5643779257,212,35.7,5643779247,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799622661,613,1,2,55,24,2rdnn9p03qrmmv34tyx1nahpa,1,53.1,45.4,2025-04-12T12:47:37.585Z,2025-04-12T12:47:41Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5643779571,56,Back,5643779583,213,2.17,5643779579,141,70.9,5643779575,140,41.9,5643779581,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799622785,614,1,2,55,28,2rdnn9p03qrmmv34tyx1nahpa,1,53.8,80.6,2025-04-12T12:47:41.409Z,2025-04-12T12:47:48Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643780217,140,52.8,5643780221,212,9.0,5643780223,213,1.69,5643780219,141,93.8,5643780215,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799622861,615,1,2,55,34,2rdnn9p03qrmmv34tyx1nahpa,1,54.9,91.4,2025-04-12T12:47:47.993Z,2025-04-12T12:47:53Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5643780653,56,Left,5643780661,213,0.58,5643780657,141,96.5,5643780655,140,59.9,5643780659,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799622917,616,1,2,55,39,2rdnn9p03qrmmv34tyx1nahpa,1,60.5,90.8,2025-04-12T12:47:53.008Z,2025-04-12T12:47:56Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643780909,56,Center,5643780917,213,4.68,5643780911,140,60.0,5643780915,212,16.0,5643780913,141,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799622963,617,1,2,55,42,2rdnn9p03qrmmv34tyx1nahpa,1,59.0,63.3,2025-04-12T12:47:56.097Z,2025-04-12T12:47:59Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5643781131,212,34.1,5643781127,140,74.0,5643781135,1,,5643781133,213,5.19,5643781125,56,Right,5643781129,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799623035,618,1,2,55,45,2rdnn9p03qrmmv34tyx1nahpa,1,76.9,15.3,2025-04-12T12:47:59.043Z,2025-04-12T12:48:20Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,1.0,5643781509,155,,5643782839,154,,5643781513,140,85.1,5643781525,213,1.24,5643782837,210,13,5643781511,56,Center,5643781515,141,52.4,5643781519,212,26.7,5643781507,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799623041,619,13,2,55,49,2rdnn9p03qrmmv34tyx1nahpa,1,86.8,44.4,2025-04-12T12:48:03.144Z,2025-04-12T12:54:16Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,,5643781547,56,Center,5643782863,154,,5643782871,103,6.9,5643782875,230,98.0,5643798569,328,,5643781543,22,,5643798565,83,,5643782881,231,50.2,5643782865,55,5643782869,102,618,58.5,5643808037,20,5643798567,108,5643782861,29,5643781545,17,,,,,,,,,,,,,,,,,,
2799623047,438,5,2,55,51,7efqk7uh63928il0yffxijnv7,1,-1.0,30.8,2025-04-12T12:48:04.332Z,2025-04-12T13:37:06Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5643781919,233,620,5643781575,56,Back,5643781577,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799623099,620,5,2,55,51,2rdnn9p03qrmmv34tyx1nahpa,0,101.0,69.2,2025-04-12T12:48:04.332Z,2025-04-12T13:37:06Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,,5643781893,346,,5643781939,233,438,5643781891,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799623391,439,1,2,56,9,7efqk7uh63928il0yffxijnv7,1,3.5,47.9,2025-04-12T12:48:23.117Z,2025-04-12T12:48:28Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5643783469,141,54.6,5643783465,56,Center,5643783463,124,,5643783475,1,,5643783479,74,,5643783471,212,51.8,5643783467,140,52.6,5643783473,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799623401,440,1,2,56,14,7efqk7uh63928il0yffxijnv7,0,52.6,54.3,2025-04-12T12:48:28.188Z,2025-04-12T12:48:28Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5643783501,141,46.3,5643783497,56,Back,5643783505,213,3.65,5643783499,140,43.3,5643783503,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799623421,621,1,2,56,16,2rdnn9p03qrmmv34tyx1nahpa,0,46.0,57.0,2025-04-12T12:48:29.433Z,2025-04-12T12:56:37Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5643783609,56,Center,5643821207,157,,5643783617,213,5.77,5643821221,1,,5643783613,141,43.3,5643783611,140,61.6,5643783615,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799623445,441,1,2,56,17,7efqk7uh63928il0yffxijnv7,1,35.2,58.1,2025-04-12T12:48:30.748Z,2025-04-12T12:48:33Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5643783793,140,45.0,5643783795,141,54.2,5643783799,213,6.03,5643783791,56,Back,5643783797,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799623493,442,1,2,56,19,7efqk7uh63928il0yffxijnv7,1,45.0,54.2,2025-04-12T12:48:32.555Z,2025-04-12T12:48:37Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5643784027,212,36.8,5643784023,140,20.9,5643784031,1,,5643784021,56,Back,5643784025,141,15.0,5643784029,213,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799623535,443,1,2,56,24,7efqk7uh63928il0yffxijnv7,0,20.9,15.0,2025-04-12T12:48:37.596Z,2025-04-12T12:48:40Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5643784213,141,22.1,5643784219,1,,5643784215,212,49.0,5643784207,56,Center,5643784211,140,67.3,5643784217,213,0.10,5643784203,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799623563,623,1,2,56,27,2rdnn9p03qrmmv34tyx1nahpa,1,24.7,79.1,2025-04-12T12:48:41.120Z,2025-04-12T12:48:42Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5643784377,140,34.4,5643784381,212,10.7,5643784373,3,,5643784375,56,Back,5643784379,141,83.8,5643784383,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799623583,625,1,2,56,29,2rdnn9p03qrmmv34tyx1nahpa,1,34.4,83.8,2025-04-12T12:48:42.609Z,2025-04-12T12:48:44Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5643784457,56,Back,5643784461,141,97.7,5643784465,213,1.64,5643784463,212,9.5,5643784459,140,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799623643,626,1,2,56,30,2rdnn9p03qrmmv34tyx1nahpa,1,33.7,96.8,2025-04-12T12:48:44.129Z,2025-04-12T12:48:47Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5643784757,212,13.9,5643784753,140,46.7,5643784761,213,6.08,5643784751,56,Back,5643784755,141,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799623653,627,1,2,56,34,2rdnn9p03qrmmv34tyx1nahpa,1,46.7,92.7,2025-04-12T12:48:47.721Z,2025-04-12T12:48:50Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5643784813,212,8.6,5643784815,213,4.54,5643784807,140,45.3,5643784805,56,Back,5643784809,141,80.3,5643784841,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799623449,622,1,2,56,35,2rdnn9p03qrmmv34tyx1nahpa,1,46.0,88.7,2025-04-12T12:48:48.801Z,2025-04-12T13:03:34Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5643851005,213,4.79,5643850995,140,46.4,5643850999,141,80.5,5643850993,56,Back,5643851003,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799623745,628,1,2,56,36,2rdnn9p03qrmmv34tyx1nahpa,1,45.3,80.3,2025-04-12T12:48:49.913Z,2025-04-12T12:48:53Z,6j8sbzewfzr0kjs2acm6r7tw4,O. Tiitinen,,,5643785267,141,48.5,5643785263,56,Back,5643785275,213,4.71,5643785265,140,45.3,5643785271,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799623797,629,1,2,56,39,2rdnn9p03qrmmv34tyx1nahpa,1,55.8,36.9,2025-04-12T12:48:53.080Z,2025-04-12T12:48:55Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5643785575,56,Right,5643785583,212,24.3,5643785581,141,17.7,5643785585,213,5.72,5643785577,140,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799623943,630,1,2,56,42,2rdnn9p03qrmmv34tyx1nahpa,1,76.1,12.8,2025-04-12T12:48:55.681Z,2025-04-12T12:49:01Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5643786271,213,0.47,5643786269,212,15.1,5643786265,140,88.9,5643786263,56,Center,5643786267,141,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799623979,631,1,2,56,48,2rdnn9p03qrmmv34tyx1nahpa,1,66.7,24.1,2025-04-12T12:49:01.825Z,2025-04-12T12:49:03Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5643786451,141,19.5,5643786455,213,3.66,5643786449,140,61.5,5643786453,212,6.3,5643786447,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799624035,632,1,2,56,50,2rdnn9p03qrmmv34tyx1nahpa,1,63.0,26.8,2025-04-12T12:49:03.432Z,2025-04-12T12:49:06Z,6j8sbzewfzr0kjs2acm6r7tw4,O. Tiitinen,,,5643786767,212,19.5,5643786763,140,79.6,5643786765,141,14.1,5643786769,213,5.82,5643786761,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799624069,633,1,2,56,53,2rdnn9p03qrmmv34tyx1nahpa,1,78.2,15.0,2025-04-12T12:49:06.752Z,2025-04-12T12:49:10Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5643787013,56,Right,5643787021,213,3.07,5643787019,212,8.4,5643787015,140,70.2,5643787017,141,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
