id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/18/id,qualifier/18/qualifierId
2803110685,405,74,2,46,44,8sy0cxovuxo76tuoas3uo55xj,1,80.6,2.3,2025-04-19T15:07:04.976Z,2025-04-19T15:08:27Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5662985605,285,,5662991063,233,488,5662980753,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803110717,406,43,2,46,44,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-04-19T15:07:05.073Z,2025-04-19T15:07:11Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5662981725,144,12,5662980881,56,Right,5662980879,185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803110753,489,61,2,46,46,2rdnn9p03qrmmv34tyx1nahpa,1,17.7,95.5,2025-04-19T15:07:07.178Z,2025-04-19T15:11:51Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5662981063,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803110795,407,5,2,46,46,8sy0cxovuxo76tuoas3uo55xj,1,77.4,-1.0,2025-04-19T15:07:07.601Z,2025-04-19T15:07:11Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5662981227,347,,5662981225,56,Right,5662981297,233,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803110775,490,5,2,46,46,2rdnn9p03qrmmv34tyx1nahpa,0,22.6,101.0,2025-04-19T15:07:07.601Z,2025-04-19T15:10:53Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5662981175,347,,5662981173,56,Back,5662981349,233,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803111067,408,1,2,46,55,8sy0cxovuxo76tuoas3uo55xj,1,75.7,0.0,2025-04-19T15:07:16.417Z,2025-04-19T15:07:18Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5662982559,212,8.0,5662982555,140,69.5,5662982561,213,2.52,5662982549,107,,5662982557,141,4.9,5662982553,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803111083,409,1,2,46,57,8sy0cxovuxo76tuoas3uo55xj,1,69.5,4.9,2025-04-19T15:07:18.033Z,2025-04-19T15:07:18Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5662982629,212,3.7,5662982631,213,5.69,5662982625,140,72.4,5662982627,141,1.9,5662982623,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803111159,410,1,2,46,58,8sy0cxovuxo76tuoas3uo55xj,1,73.1,1.3,2025-04-19T15:07:18.688Z,2025-04-19T15:07:21Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5662982929,140,68.7,5662982927,56,Right,5662982933,212,5.9,5662982935,213,2.46,5662982931,141,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803111273,411,1,2,47,0,8sy0cxovuxo76tuoas3uo55xj,1,59.4,26.4,2025-04-19T15:07:21.136Z,2025-04-19T15:07:25Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5662983409,56,Back,5662983413,140,45.3,5662983417,212,28.7,5662983415,141,62.6,5662983419,213,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803111341,412,1,2,47,4,8sy0cxovuxo76tuoas3uo55xj,1,46.9,63.6,2025-04-19T15:07:25.600Z,2025-04-19T15:07:28Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5662983785,140,54.9,5662983789,212,11.9,5662983783,56,Center,5662983787,141,76.0,5662983791,213,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803111369,413,1,2,47,7,8sy0cxovuxo76tuoas3uo55xj,1,54.5,77.0,2025-04-19T15:07:28.176Z,2025-04-19T15:07:29Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5662983951,140,39.2,5662983963,213,3.48,5662983959,212,17.0,5662983953,141,68.8,5662983949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803111397,414,1,2,47,8,8sy0cxovuxo76tuoas3uo55xj,1,39.0,66.3,2025-04-19T15:07:29.616Z,2025-04-19T15:07:31Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5662984103,56,Back,5662984107,140,44.3,5662984123,213,5.23,5662984111,141,51.9,5662984115,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803111499,415,1,2,47,10,8sy0cxovuxo76tuoas3uo55xj,1,44.3,51.9,2025-04-19T15:07:30.960Z,2025-04-19T15:07:34Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5662984621,140,39.0,5662984615,56,Back,5662984627,141,70.6,5662984633,212,13.9,5662984637,213,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803111535,416,1,2,47,13,8sy0cxovuxo76tuoas3uo55xj,0,42.8,73.2,2025-04-19T15:07:34.417Z,2025-04-19T15:07:35Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5662984833,56,Center,5662984835,140,70.8,5662984831,155,,5662984837,141,69.4,5662984839,212,29.5,5662984841,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803111605,491,1,2,47,15,2rdnn9p03qrmmv34tyx1nahpa,1,25.1,25.9,2025-04-19T15:07:35.950Z,2025-04-19T15:07:38Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5662985169,56,Back,5662985175,212,18.2,5662985171,140,42.4,5662985173,141,27.9,5662985177,213,0.07,5662985167,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803111621,492,1,2,47,17,2rdnn9p03qrmmv34tyx1nahpa,0,42.4,27.9,2025-04-19T15:07:38.453Z,2025-04-19T15:13:26Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5662985257,213,3.84,5662985251,140,19.4,5662985255,212,31.6,5662985253,141,0.0,5662985249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803111641,417,5,2,47,18,8sy0cxovuxo76tuoas3uo55xj,1,77.2,101.6,2025-04-19T15:07:39.474Z,2025-04-19T15:10:54Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5662985345,56,Left,5662985347,347,,5662985421,233,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803111651,493,5,2,47,18,2rdnn9p03qrmmv34tyx1nahpa,0,22.8,-1.6,2025-04-19T15:07:39.474Z,2025-04-19T15:10:54Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5662985383,56,Back,5662985385,347,,5662985505,233,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803112019,418,1,2,47,30,8sy0cxovuxo76tuoas3uo55xj,1,76.9,100.0,2025-04-19T15:07:50.753Z,2025-04-19T15:07:55Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5662987043,140,95.7,5662987047,212,24.6,5662987051,1,,5662987045,141,79.6,5662987041,56,Left,5662987039,107,,5662987049,213,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803112025,419,1,2,47,34,8sy0cxovuxo76tuoas3uo55xj,0,95.8,79.0,2025-04-19T15:07:54.861Z,2025-04-19T15:07:57Z,7dvn6m2z49c2n1ev0o9rvk93o,L. Weckström,,,5662987099,213,4.05,5662987201,236,,5662987209,286,,5662987085,56,Center,5662987203,233,494,5662987097,212,1.7,5662987089,140,94.8,5662987093,141,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803112001,494,74,2,47,34,2rdnn9p03qrmmv34tyx1nahpa,1,1.8,24.4,2025-04-19T15:07:54.862Z,2025-04-19T15:07:57Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5662987319,233,419,5662986973,285,,5662986971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803112083,420,6,2,47,35,8sy0cxovuxo76tuoas3uo55xj,1,97.0,76.2,2025-04-19T15:07:55.830Z,2025-04-19T15:53:28Z,7dvn6m2z49c2n1ev0o9rvk93o,L. Weckström,,,5662987417,73,,5662987413,56,Center,5662987477,233,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803112037,495,6,2,47,35,2rdnn9p03qrmmv34tyx1nahpa,0,3.0,23.8,2025-04-19T15:07:55.830Z,2025-04-19T15:08:01Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5662987557,233,420,5662987283,73,,5662987281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803112925,421,1,2,48,8,8sy0cxovuxo76tuoas3uo55xj,0,99.5,99.5,2025-04-19T15:08:29.154Z,2025-04-19T15:08:31Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5662991375,56,Center,5662991371,155,,5662991385,1,,5662991379,141,45.1,5662991381,212,38.3,5662991367,2,,5662991369,6,,5662991373,223,,5662991377,140,90.2,5662991383,213,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,
2803112957,496,12,2,48,11,2rdnn9p03qrmmv34tyx1nahpa,1,10.1,59.1,2025-04-19T15:08:32.278Z,2025-04-19T15:08:34Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5662991521,213,1.22,5662991517,141,78.8,5662991513,56,Back,5662991567,15,,5662991515,140,14.7,5662991519,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803112985,422,1,2,48,12,8sy0cxovuxo76tuoas3uo55xj,0,87.1,28.8,2025-04-19T15:08:33.187Z,2025-04-19T15:08:33Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5662991689,1,,5662991677,157,,5662991687,213,2.02,5662991685,212,14.6,5662991681,140,81.1,5662991683,141,48.1,5662991679,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803113029,497,1,2,48,13,2rdnn9p03qrmmv34tyx1nahpa,0,16.7,56.0,2025-04-19T15:08:34.613Z,2025-04-19T15:08:44Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5662991909,1,,5662991899,56,Left,5662991897,157,,5662991907,213,0.37,5662991901,140,65.0,5662991905,212,54.3,5662991903,141,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803113195,423,43,2,48,22,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-04-19T15:08:43.121Z,2025-04-19T15:08:46Z,7dvn6m2z49c2n1ev0o9rvk93o,L. Weckström,,,5662993209,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803113355,424,1,2,48,26,8sy0cxovuxo76tuoas3uo55xj,1,39.6,12.6,2025-04-19T15:08:47.265Z,2025-04-19T15:08:50Z,7dvn6m2z49c2n1ev0o9rvk93o,L. Weckström,,,5662993685,213,2.20,5662993679,140,35.0,5662993683,212,8.2,5662993681,141,22.4,5662993677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803113387,425,1,2,48,30,8sy0cxovuxo76tuoas3uo55xj,1,34.0,22.1,2025-04-19T15:08:50.657Z,2025-04-19T15:08:51Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5662993845,140,38.5,5662993849,212,5.0,5662993847,141,24.4,5662993843,56,Back,5662993851,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803113403,426,1,2,48,31,8sy0cxovuxo76tuoas3uo55xj,1,38.5,24.6,2025-04-19T15:08:51.745Z,2025-04-19T15:08:52Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,,5662993905,140,33.3,5662993901,56,Back,5662993909,212,5.9,5662993921,156,,5662993907,141,21.5,5662993911,213,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803113531,427,1,2,48,35,8sy0cxovuxo76tuoas3uo55xj,1,37.2,12.9,2025-04-19T15:08:55.649Z,2025-04-19T15:08:58Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5662994603,140,60.2,5662994607,212,25.3,5662994605,141,23.9,5662994601,56,Center,5662994609,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803113675,428,1,2,48,37,8sy0cxovuxo76tuoas3uo55xj,1,62.3,29.5,2025-04-19T15:08:57.905Z,2025-04-19T15:09:30Z,7dvn6m2z49c2n1ev0o9rvk93o,L. Weckström,1.0,,5662995381,212,14.4,5662995379,141,27.1,5662998367,210,13,5662995375,56,Center,5662995383,213,6.17,5662995377,140,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803113679,429,13,2,48,43,8sy0cxovuxo76tuoas3uo55xj,1,93.4,35.5,2025-04-19T15:09:04.130Z,2025-04-19T15:09:30Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5662998417,29,,5662995405,56,Center,5662995401,22,,5662998439,215,,5662998453,231,38.3,5662998415,83,,5662998419,55,428,5662995845,20,,5662998425,102,58.7,5662998429,103,9.7,5662998433,214,,5662995403,63,5662998451,230,5662998443,89,,,,,,,,,,94.9,,,,,,,
2803113711,430,5,2,48,45,8sy0cxovuxo76tuoas3uo55xj,0,101.2,62.3,2025-04-19T15:09:06.321Z,2025-04-19T15:09:08Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5662995877,233,498,5662995521,56,Center,5662995523,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803113747,498,5,2,48,45,2rdnn9p03qrmmv34tyx1nahpa,1,-1.2,37.7,2025-04-19T15:09:06.321Z,2025-04-19T15:10:55Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5662995815,233,430,5662995763,56,Back,5662995765,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803114557,499,43,2,49,22,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-19T15:09:43.125Z,2025-04-19T15:09:50Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5663000173,141,56.1,5663000177,213,1.59,5663000169,56,Back,5663000167,124,0,5663000773,144,1,5663000181,237,0,5663000175,212,13.0,5663000171,140,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803114627,500,43,2,49,23,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-19T15:09:44.046Z,2025-04-19T15:09:51Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5663000545,141,36.0,5663000965,144,1,5663000541,56,Back,5663000549,213,4.61,5663000547,212,13.7,5663000543,140,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803114779,501,1,2,49,32,2rdnn9p03qrmmv34tyx1nahpa,1,5.3,37.6,2025-04-19T15:09:53.373Z,2025-04-19T15:09:54Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5663001313,56,Back,5663001321,213,1.21,5663001325,237,,5663001317,141,71.4,5663001315,140,13.6,5663001311,124,,5663001319,212,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803114949,502,1,2,49,34,2rdnn9p03qrmmv34tyx1nahpa,1,16.0,69.6,2025-04-19T15:09:54.670Z,2025-04-19T15:10:00Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5663002125,141,85.3,5663002123,140,23.9,5663002121,56,Back,5663002127,212,13.5,5663002129,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803114983,503,1,2,49,35,2rdnn9p03qrmmv34tyx1nahpa,1,25.2,94.8,2025-04-19T15:09:55.757Z,2025-04-19T15:14:46Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5663002283,213,5.42,5663002277,140,36.0,5663002279,141,75.4,5663002281,212,17.4,5663002275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803114993,504,1,2,49,39,2rdnn9p03qrmmv34tyx1nahpa,1,34.2,91.8,2025-04-19T15:10:00.579Z,2025-04-19T15:15:02Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5663036827,213,5.55,5663036821,140,52.6,5663036825,212,26.1,5663036823,141,66.0,5663036819,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803115003,505,1,2,49,42,2rdnn9p03qrmmv34tyx1nahpa,1,66.1,56.0,2025-04-19T15:10:02.718Z,2025-04-19T15:15:21Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5663039415,140,70.4,5663039419,212,14.7,5663039417,141,35.4,5663039421,213,5.02,5663039413,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803115143,506,1,2,49,45,2rdnn9p03qrmmv34tyx1nahpa,1,61.1,35.7,2025-04-19T15:10:06.253Z,2025-04-19T15:10:09Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5663003037,140,64.0,5663003043,213,4.97,5663003035,56,Right,5663003041,212,12.1,5663003039,141,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803115217,507,1,2,49,48,2rdnn9p03qrmmv34tyx1nahpa,1,64.2,27.3,2025-04-19T15:10:09.013Z,2025-04-19T15:10:13Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5663003411,213,5.73,5663003407,141,12.2,5663003403,56,Right,5663003409,212,19.6,5663003405,140,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803115301,508,1,2,49,52,2rdnn9p03qrmmv34tyx1nahpa,0,75.9,22.1,2025-04-19T15:10:13.206Z,2025-04-19T15:10:39Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5663003817,212,2.2,5663003813,140,73.8,5663006335,286,,5663006331,233,431,5663003811,56,Center,5663003815,141,22.7,5663003819,213,2.96,5663006329,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803115263,431,74,2,49,52,8sy0cxovuxo76tuoas3uo55xj,1,23.6,80.6,2025-04-19T15:10:13.207Z,2025-04-19T15:54:17Z,7dvn6m2z49c2n1ev0o9rvk93o,L. Weckström,,,5663003607,285,,5663003605,56,Back,5663006373,233,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803115311,509,83,2,49,55,2rdnn9p03qrmmv34tyx1nahpa,0,70.2,21.8,2025-04-19T15:10:16.263Z,2025-04-19T15:10:19Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5663004073,399,7dvn6m2z49c2n1ev0o9rvk93o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803115333,433,3,2,49,57,8sy0cxovuxo76tuoas3uo55xj,0,30.6,84.2,2025-04-19T15:10:17.633Z,2025-04-19T15:18:45Z,7dvn6m2z49c2n1ev0o9rvk93o,L. Weckström,,,5663003949,56,Back,5663003951,285,,5663004171,233,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803115357,510,7,2,49,57,2rdnn9p03qrmmv34tyx1nahpa,0,69.4,15.8,2025-04-19T15:10:17.634Z,2025-04-19T15:18:43Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5663004109,286,,5663004081,56,Right,5663004105,233,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803115353,434,1,2,49,58,8sy0cxovuxo76tuoas3uo55xj,1,27.3,80.8,2025-04-19T15:10:18.962Z,2025-04-19T15:18:50Z,7dvn6m2z49c2n1ev0o9rvk93o,L. Weckström,,,5663004057,213,4.99,5663004055,212,7.0,5663004051,140,29.1,5663004053,141,70.9,5663004049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803115465,435,1,2,50,0,8sy0cxovuxo76tuoas3uo55xj,1,30.4,65.8,2025-04-19T15:10:21.618Z,2025-04-19T15:10:25Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,,5663004707,213,5.47,5663004703,212,18.0,5663004699,141,46.6,5663004695,140,42.2,5663004691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803115475,436,1,2,50,4,8sy0cxovuxo76tuoas3uo55xj,0,63.4,55.8,2025-04-19T15:10:25.458Z,2025-04-19T15:10:26Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5663004761,212,5.1,5663004763,213,5.94,5663004759,141,53.3,5663004755,56,Center,5663004757,140,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803115507,511,1,2,50,5,2rdnn9p03qrmmv34tyx1nahpa,1,24.4,46.1,2025-04-19T15:10:26.447Z,2025-04-19T15:10:27Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5663004977,56,Back,5663004991,213,2.99,5663004985,141,50.3,5663004981,140,6.0,5663004989,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803115607,513,1,2,50,7,2rdnn9p03qrmmv34tyx1nahpa,0,6.0,50.3,2025-04-19T15:10:28.391Z,2025-04-19T15:10:31Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5663005451,1,,5663005445,212,42.4,5663005441,141,16.2,5663005449,213,5.70,5663005431,157,,5663005435,56,Back,5663005437,140,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803115685,437,1,2,50,11,8sy0cxovuxo76tuoas3uo55xj,0,57.2,87.2,2025-04-19T15:10:32.410Z,2025-04-19T15:10:35Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5663005765,56,Left,5663005769,141,83.6,5663005773,213,6.13,5663005767,140,72.5,5663005763,3,,5663005771,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803115755,514,1,2,50,14,2rdnn9p03qrmmv34tyx1nahpa,1,23.2,13.5,2025-04-19T15:10:35.165Z,2025-04-19T15:10:37Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5663006117,140,15.1,5663006121,212,9.3,5663006119,141,19.1,5663006115,56,Back,5663006123,213,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803115825,515,1,2,50,16,2rdnn9p03qrmmv34tyx1nahpa,1,15.1,19.1,2025-04-19T15:10:36.789Z,2025-04-19T15:10:40Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5663006459,212,6.4,5663006455,140,18.1,5663006461,213,5.23,5663006453,56,Back,5663006457,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803115877,516,1,2,50,19,2rdnn9p03qrmmv34tyx1nahpa,1,28.8,11.9,2025-04-19T15:10:40.037Z,2025-04-19T15:10:41Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5663006685,140,22.6,5663006689,212,13.4,5663006687,141,29.2,5663006683,56,Back,5663006691,213,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803115911,517,1,2,50,21,2rdnn9p03qrmmv34tyx1nahpa,1,22.6,29.2,2025-04-19T15:10:41.670Z,2025-04-19T15:10:43Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5663006837,56,Back,5663006843,212,8.2,5663006845,213,5.88,5663006841,141,24.4,5663006839,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803116033,518,1,2,50,22,2rdnn9p03qrmmv34tyx1nahpa,1,29.8,24.4,2025-04-19T15:10:42.846Z,2025-04-19T15:10:48Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5663007557,213,4.22,5663007553,141,9.5,5663007549,56,Back,5663007551,140,24.6,5663007555,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803116061,519,1,2,50,27,2rdnn9p03qrmmv34tyx1nahpa,1,40.6,6.1,2025-04-19T15:10:48.038Z,2025-04-19T15:10:50Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5663007745,213,2.41,5663007743,212,11.8,5663007739,141,17.7,5663007737,140,32.2,5663007735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803116121,520,1,2,50,29,2rdnn9p03qrmmv34tyx1nahpa,1,32.2,17.7,2025-04-19T15:10:50.085Z,2025-04-19T15:10:52Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5663008017,213,1.26,5663008015,212,13.4,5663008009,56,Back,5663008013,141,36.4,5663008011,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803116179,521,1,2,50,31,2rdnn9p03qrmmv34tyx1nahpa,1,38.3,37.3,2025-04-19T15:10:52.389Z,2025-04-19T15:10:55Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5663008371,213,4.13,5663008363,56,Back,5663008367,141,28.2,5663008369,212,7.4,5663008365,140,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803116241,522,1,2,50,34,2rdnn9p03qrmmv34tyx1nahpa,1,34.4,29.8,2025-04-19T15:10:55.422Z,2025-04-19T15:10:58Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5663008719,56,Back,5663008725,212,13.7,5663008721,140,45.3,5663008723,141,40.9,5663008727,213,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
