id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2807851299,437,1,2,49,33,ea3yd0dgq6uy6pupkpn17j5xg,0,87.8,29.9,2025-04-28T17:10:55.266Z,2025-04-28T17:13:15Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5688963221,155,,5688963227,141,57.0,5688963231,213,1.34,5688963225,140,92.0,5688963223,56,Center,5688963229,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851305,483,12,2,49,35,5qxgilg61hlwxzfpdn2nhcayd,1,7.4,50.6,2025-04-28T17:10:56.733Z,2025-04-28T17:10:57Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5688963251,56,Back,5688963257,212,11.6,5688963269,15,,5688963253,140,6.6,5688963259,213,4.64,5688963255,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851323,438,1,2,49,37,ea3yd0dgq6uy6pupkpn17j5xg,0,95.3,67.9,2025-04-28T17:10:58.673Z,2025-04-28T17:10:59Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5688963359,233,484,5688963349,212,4.3,5688963363,286,,5688963343,56,Center,5688963351,213,3.96,5688963347,141,63.3,5688963357,236,,5688963345,140,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851327,484,74,2,49,37,5qxgilg61hlwxzfpdn2nhcayd,1,6.9,33.6,2025-04-28T17:10:58.674Z,2025-04-28T17:17:41Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5688963355,285,,5688963353,56,Back,5688963379,233,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851379,485,43,2,49,39,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-04-28T17:11:00.421Z,2025-04-28T17:11:18Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5688963643,212,4.0,5688964421,144,12,5688963641,141,25.5,5688963637,56,Back,5688963645,213,4.02,5688963639,140,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851371,439,1,2,49,40,ea3yd0dgq6uy6pupkpn17j5xg,0,96.8,75.9,2025-04-28T17:11:01.905Z,2025-04-28T17:12:05Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5688963575,213,5.02,5688963573,212,14.3,5688963565,155,,5688963563,2,,5688963569,140,100.0,5688963571,141,55.8,5688963567,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851423,440,5,2,49,42,ea3yd0dgq6uy6pupkpn17j5xg,0,101.0,57.4,2025-04-28T17:11:03.630Z,2025-04-28T17:55:22Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5688963881,346,,5688963879,56,Center,5688963927,233,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851381,486,5,2,49,42,5qxgilg61hlwxzfpdn2nhcayd,1,-1.0,42.6,2025-04-28T17:11:03.630Z,2025-04-28T17:55:21Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5688963653,56,Back,5688963655,346,,5688963913,233,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851673,487,1,2,50,8,5qxgilg61hlwxzfpdn2nhcayd,1,5.0,40.1,2025-04-28T17:11:29.918Z,2025-04-28T17:11:46Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5688965291,141,24.3,5688965285,124,,5688965853,189,,5688965293,212,36.7,5688965301,237,,5688965287,56,Back,5688965297,1,,5688965289,140,38.4,5688965295,213,,,,,,,,,,,,,,,,5.99,,,,,,,,,,,,
2807851683,488,1,2,50,9,5qxgilg61hlwxzfpdn2nhcayd,1,38.5,24.3,2025-04-28T17:11:30.398Z,2025-04-28T17:12:28Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,,5688965365,213,4.35,5688965357,56,Back,5688967437,189,,5688965363,212,15.2,5688965361,141,3.4,5688965359,140,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851689,489,1,2,50,10,5qxgilg61hlwxzfpdn2nhcayd,0,33.4,3.4,2025-04-28T17:11:32.085Z,2025-04-28T17:12:34Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5688965401,56,Right,5688965407,212,26.7,5688965405,141,11.6,5688965403,140,58.3,5688965409,213,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851741,442,1,2,50,14,ea3yd0dgq6uy6pupkpn17j5xg,1,38.5,84.8,2025-04-28T17:11:36.321Z,2025-04-28T17:11:41Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5688965699,141,64.5,5688965705,1,,5688965695,56,Back,5688965701,212,33.7,5688965697,140,9.2,5688965703,213,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851773,443,1,2,50,20,ea3yd0dgq6uy6pupkpn17j5xg,1,9.2,64.5,2025-04-28T17:11:41.585Z,2025-04-28T17:11:43Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5688965837,141,93.8,5688965841,213,0.97,5688965835,140,22.3,5688965833,56,Back,5688965839,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851779,444,1,2,50,22,ea3yd0dgq6uy6pupkpn17j5xg,1,22.3,93.8,2025-04-28T17:11:43.473Z,2025-04-28T17:11:45Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5688965879,141,72.7,5688965877,140,20.9,5688965883,213,4.61,5688965881,212,14.4,5688965875,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851831,445,1,2,50,24,ea3yd0dgq6uy6pupkpn17j5xg,1,20.9,72.7,2025-04-28T17:11:45.393Z,2025-04-28T17:11:49Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5688966131,56,Back,5688966137,212,13.0,5688966135,141,87.5,5688966133,140,28.8,5688966139,213,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851835,446,4,2,50,27,ea3yd0dgq6uy6pupkpn17j5xg,1,30.2,78.4,2025-04-28T17:11:48.952Z,2025-04-28T17:11:53Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5688966175,13,,5688966187,285,,5688966181,152,,5688966195,233,490,5688966177,56,Back,5688966185,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851819,490,4,2,50,27,5qxgilg61hlwxzfpdn2nhcayd,0,69.8,21.6,2025-04-28T17:11:48.953Z,2025-04-28T17:11:52Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5688966085,152,,5688966211,233,446,5688966087,265,,5688966089,286,,5688966083,56,Center,5688966081,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851963,447,1,2,50,41,ea3yd0dgq6uy6pupkpn17j5xg,1,28.0,79.7,2025-04-28T17:12:02.548Z,2025-04-28T17:12:05Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5688966877,155,,5688966889,212,55.0,5688966879,196,,5688966887,141,11.7,5688966893,213,5.29,5688966883,56,Right,5688966897,1,,5688966875,5,,5688966881,152,5688966885,140,,,,,,,,,,,,,,,56.4,,,,,,,,,,,
2807851967,448,44,2,50,43,ea3yd0dgq6uy6pupkpn17j5xg,1,59.6,8.6,2025-04-28T17:12:05.073Z,2025-04-28T17:17:39Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5688966935,56,Right,5688966969,233,491,5688966937,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851975,491,44,2,50,43,5qxgilg61hlwxzfpdn2nhcayd,0,40.4,91.4,2025-04-28T17:12:05.074Z,2025-04-28T17:17:40Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5688966953,56,Back,5688966955,285,,5688966985,233,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851987,449,1,2,50,44,ea3yd0dgq6uy6pupkpn17j5xg,0,56.4,11.7,2025-04-28T17:12:05.521Z,2025-04-28T17:12:07Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5688967023,212,15.4,5688967017,56,Center,5688967015,3,,5688967021,141,33.7,5688967025,213,1.81,5688967019,140,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852059,493,1,2,50,47,5qxgilg61hlwxzfpdn2nhcayd,1,48.2,64.6,2025-04-28T17:12:08.623Z,2025-04-28T17:12:27Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,1.0,,5688967971,210,15,5688967393,212,48.3,5688967387,56,Right,5688967391,141,13.2,5688967385,155,,5688967395,213,5.47,5688967397,1,,5688967389,140,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852065,494,15,2,50,54,5qxgilg61hlwxzfpdn2nhcayd,1,84.0,33.1,2025-04-28T17:12:15.702Z,2025-04-28T17:12:27Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5688968023,215,,5688968015,55,493,5688968021,103,19,5688967731,82,,5688968025,146,86.8,5688968011,76,,5688968031,231,47.5,5688968013,29,,5688968049,233,5688967421,22,5688968009,121,5688968029,230,5688967423,63,5688967727,72,,5688968019,102,53.2,,450,,98.9,,5688967425,56,Center,5688968027,147,36.6,,,
2807852075,450,10,2,50,54,ea3yd0dgq6uy6pupkpn17j5xg,1,13.2,63.4,2025-04-28T17:12:15.802Z,2025-04-28T17:12:28Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5688967471,94,,5688968099,233,494,5688967473,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852097,451,1,2,50,57,ea3yd0dgq6uy6pupkpn17j5xg,1,34.2,63.0,2025-04-28T17:12:18.482Z,2025-04-28T17:12:19Z,1coz8r44qcr2aau1u09888i6s,M. Bojang,,,5688967593,56,Back,5688967599,212,8.9,5688967595,140,26.2,5688967601,213,2.81,5688967597,141,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852175,453,1,2,50,59,ea3yd0dgq6uy6pupkpn17j5xg,1,37.5,54.8,2025-04-28T17:12:20.738Z,2025-04-28T17:12:26Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5688967965,212,29.9,5688967967,213,0.43,5688967963,141,73.3,5688967959,56,Center,5688967961,140,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852235,454,1,2,51,5,ea3yd0dgq6uy6pupkpn17j5xg,1,79.6,67.5,2025-04-28T17:12:26.865Z,2025-04-28T17:12:33Z,1coz8r44qcr2aau1u09888i6s,M. Bojang,,,5688968383,212,5.0,5688968377,56,Center,5688968381,141,60.3,5688968387,213,4.52,5688968379,140,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852243,455,1,2,51,12,ea3yd0dgq6uy6pupkpn17j5xg,0,95.7,71.2,2025-04-28T17:12:33.778Z,2025-04-28T17:12:35Z,9tz8pzof2v3ktjwsyt3gl18gk,L. Laine,,,5688968441,140,86.9,5688968447,213,4.14,5688968445,212,17.1,5688968439,56,Center,5688968443,141,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852271,495,12,2,51,13,5qxgilg61hlwxzfpdn2nhcayd,1,7.9,44.9,2025-04-28T17:12:34.869Z,2025-04-28T17:12:50Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5688968667,141,46.7,5688968671,213,0.10,5688968665,140,19.3,5688968663,56,Back,5688968669,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852285,456,15,2,51,16,ea3yd0dgq6uy6pupkpn17j5xg,1,83.9,47.4,2025-04-28T17:12:37.937Z,2025-04-28T18:07:11Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5688968743,17,,5688969307,233,496,5688968741,22,,5688969277,328,,5688968745,56,Center,5688969279,458,,5688969103,72,,5688969275,103,4.4,5688969283,146,5688969273,102,5688969285,147,5688969271,80,,,,,,,,,48.9,98.5,47.2,,,,,,,,,,,
2807852277,496,10,2,51,16,5qxgilg61hlwxzfpdn2nhcayd,1,2.1,50.3,2025-04-28T17:12:38.037Z,2025-04-28T17:12:50Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5688969021,179,,5688969311,233,456,5688968713,56,Back,5688968705,173,,5688968711,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852289,457,6,2,51,17,ea3yd0dgq6uy6pupkpn17j5xg,1,95.8,46.0,2025-04-28T17:12:39.173Z,2025-04-28T17:17:38Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5688968903,56,Center,5688968905,75,,5688968919,233,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852287,497,6,2,51,17,5qxgilg61hlwxzfpdn2nhcayd,0,4.2,54.0,2025-04-28T17:12:39.173Z,2025-04-28T17:12:46Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5688968945,233,457,5688968941,73,,5688968757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852555,458,1,2,51,48,ea3yd0dgq6uy6pupkpn17j5xg,0,99.5,0.5,2025-04-28T17:13:09.410Z,2025-04-28T17:13:13Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5688970381,223,,5688970375,2,,5688970377,6,,5688970383,56,Center,5688970389,212,32.3,5688970379,155,,5688970387,141,47.8,5688970393,1,,5688970385,140,5688970391,213,,,,,,,,,,,,,,96.9,1.66,,,,,,,,,,,
2807852557,498,12,2,51,51,5qxgilg61hlwxzfpdn2nhcayd,1,4.3,55.7,2025-04-28T17:13:12.606Z,2025-04-28T17:13:13Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5688970397,140,16.8,5688970401,212,29.5,5688970399,141,94.5,5688970395,56,Back,5688970405,15,,5688970403,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852583,459,1,2,51,53,ea3yd0dgq6uy6pupkpn17j5xg,1,86.8,7.0,2025-04-28T17:13:14.802Z,2025-04-28T17:13:30Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,1.0,,5688971043,154,,5688970533,56,Center,5688970539,212,39.0,5688971041,210,13,5688970531,155,,5688970535,140,94.7,5688970543,1,,5688970529,2,,5688970541,213,5688970537,141,,,,,,,,,,,,,,1.36,63.0,,,,,,,,,,,
2807852591,460,44,2,51,55,ea3yd0dgq6uy6pupkpn17j5xg,1,93.8,62.6,2025-04-28T17:13:16.571Z,2025-04-28T17:17:40Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5688970579,56,Center,5688970581,286,,5688970633,233,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852587,499,44,2,51,55,5qxgilg61hlwxzfpdn2nhcayd,0,6.2,37.4,2025-04-28T17:13:16.572Z,2025-04-28T17:13:20Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5688970567,285,,5688970655,233,460,5688970565,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852593,461,13,2,51,55,ea3yd0dgq6uy6pupkpn17j5xg,1,93.3,58.1,2025-04-28T17:13:16.909Z,2025-04-28T18:07:51Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5688971051,55,459,5688971045,73,,5688970961,328,,5688971055,102,61.5,5688970955,15,,5688971049,154,,5688971059,230,99.1,5688971061,231,52.9,5688970605,56,5688970953,25,5688971057,103,5688971047,29,5689127671,17,,,,,,,12.5,Center,,,,,,,,,,,,
2807852645,462,5,2,51,57,ea3yd0dgq6uy6pupkpn17j5xg,0,101.5,64.0,2025-04-28T17:13:18.781Z,2025-04-28T17:55:22Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5688970933,346,,5688970929,56,Center,5688970979,233,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852601,500,5,2,51,57,5qxgilg61hlwxzfpdn2nhcayd,1,-1.5,36.0,2025-04-28T17:13:18.781Z,2025-04-28T17:13:27Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5688970653,346,,5688970965,233,462,5688970651,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852693,501,1,2,52,7,5qxgilg61hlwxzfpdn2nhcayd,1,5.0,56.9,2025-04-28T17:13:29.013Z,2025-04-28T17:13:48Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5688971185,140,20.6,5688971191,213,0.92,5688971213,189,,5688971187,141,88.6,5688971189,212,27.1,5688971183,56,Back,5688971181,124,,5688971195,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852723,502,1,2,52,9,5qxgilg61hlwxzfpdn2nhcayd,1,20.8,90.9,2025-04-28T17:13:30.677Z,2025-04-28T17:13:54Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5688971361,212,20.2,5688971359,141,95.3,5688971369,189,,5688971363,213,0.15,5688971355,56,Back,5688971357,140,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852767,503,1,2,52,13,5qxgilg61hlwxzfpdn2nhcayd,1,30.8,91.6,2025-04-28T17:13:34.917Z,2025-04-28T17:15:32Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5688971571,213,3.64,5688971567,141,76.3,5688971565,140,12.7,5688971569,212,21.7,5688971563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852779,504,1,2,52,19,5qxgilg61hlwxzfpdn2nhcayd,1,9.4,66.7,2025-04-28T17:13:40.862Z,2025-04-28T17:15:39Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5688971647,212,37.3,5688971645,141,13.7,5688971641,56,Back,5688971651,1,,5688971649,213,4.97,5688971643,140,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852797,505,1,2,52,20,5qxgilg61hlwxzfpdn2nhcayd,1,12.1,16.4,2025-04-28T17:13:41.948Z,2025-04-28T17:13:44Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5688971763,212,11.0,5688971761,141,8.6,5688971759,140,21.3,5688971765,213,5.78,5688971757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852841,506,1,2,52,22,5qxgilg61hlwxzfpdn2nhcayd,1,23.0,20.3,2025-04-28T17:13:44.157Z,2025-04-28T17:13:48Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5688972011,141,36.1,5688972013,212,17.8,5688972007,56,Back,5688972009,140,9.5,5688972015,213,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852875,507,1,2,52,27,5qxgilg61hlwxzfpdn2nhcayd,1,12.7,28.0,2025-04-28T17:13:49.013Z,2025-04-28T17:13:51Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5688972195,141,7.0,5688972199,213,5.57,5688972193,140,28.5,5688972191,56,Back,5688972197,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852885,508,50,2,52,29,5qxgilg61hlwxzfpdn2nhcayd,1,28.2,9.6,2025-04-28T17:13:51.009Z,2025-04-28T17:13:52Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5688972283,233,463,5688972233,56,Back,5688972235,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852889,463,7,2,52,29,ea3yd0dgq6uy6pupkpn17j5xg,1,71.8,90.4,2025-04-28T17:13:51.010Z,2025-04-28T17:14:26Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5688972257,56,Left,5688972269,233,508,5688972259,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852941,465,1,2,52,32,ea3yd0dgq6uy6pupkpn17j5xg,1,74.9,69.1,2025-04-28T17:13:54.194Z,2025-04-28T17:13:56Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5688972569,213,0.66,5688972563,140,87.0,5688972565,141,83.5,5688972567,212,16.0,5688972561,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852949,466,1,2,52,35,ea3yd0dgq6uy6pupkpn17j5xg,0,91.9,74.4,2025-04-28T17:13:56.787Z,2025-04-28T17:14:27Z,1coz8r44qcr2aau1u09888i6s,M. Bojang,,,5688972605,2,,5688972611,140,89.0,5688972613,141,59.9,5688972617,213,4.41,5688972609,56,Center,5688972615,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852971,509,8,2,52,37,5qxgilg61hlwxzfpdn2nhcayd,1,9.2,33.0,2025-04-28T17:13:59.196Z,2025-04-28T17:14:29Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5688972755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852997,510,1,2,52,38,5qxgilg61hlwxzfpdn2nhcayd,1,7.0,30.9,2025-04-28T17:14:00.172Z,2025-04-28T17:14:31Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5688972865,141,42.7,5688972871,213,1.99,5688972867,212,8.8,5688972861,140,3.6,5688972859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807853003,511,1,2,52,39,5qxgilg61hlwxzfpdn2nhcayd,0,3.6,42.7,2025-04-28T17:14:01.285Z,2025-04-28T17:14:01Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5688972907,212,39.4,5688972899,157,,5688972911,1,,5688972905,141,34.9,5688972901,56,Back,5688972909,213,6.15,5688972903,140,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807853021,467,1,2,52,41,ea3yd0dgq6uy6pupkpn17j5xg,0,65.7,66.0,2025-04-28T17:14:03.090Z,2025-04-28T17:14:04Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5688973005,213,6.11,5688973003,212,15.0,5688972995,3,,5688972999,140,79.8,5688973001,141,62.3,5688972997,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807853079,513,1,2,52,46,5qxgilg61hlwxzfpdn2nhcayd,1,21.6,22.7,2025-04-28T17:14:07.613Z,2025-04-28T17:14:10Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5688973359,140,25.9,5688973361,141,5.5,5688973363,212,12.5,5688973365,213,5.08,5688973357,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807853127,514,1,2,52,49,5qxgilg61hlwxzfpdn2nhcayd,1,27.6,5.5,2025-04-28T17:14:10.542Z,2025-04-28T17:14:15Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5688973665,212,41.8,5688973667,213,6.27,5688973663,141,4.6,5688973669,1,,5688973659,56,Right,5688973661,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807853135,515,61,2,52,53,5qxgilg61hlwxzfpdn2nhcayd,0,81.5,7.2,2025-04-28T17:14:15.264Z,2025-04-28T17:14:43Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5688973699,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807853159,468,43,2,52,53,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-04-28T17:14:15.265Z,2025-04-28T17:14:42Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5688973805,56,Back,5688974995,144,7,5688973807,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807853163,469,4,2,52,56,ea3yd0dgq6uy6pupkpn17j5xg,1,19.0,92.8,2025-04-28T17:14:17.388Z,2025-04-28T17:14:22Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5688973951,13,,5688973957,56,Back,5688973979,233,516,5688973959,152,,5688973961,285,,5688973955,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807853157,516,4,2,52,56,5qxgilg61hlwxzfpdn2nhcayd,0,81.0,7.2,2025-04-28T17:14:17.389Z,2025-04-28T17:14:23Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5688973925,286,,5688973919,295,,5688973985,233,469,5688973917,13,,5688973923,152,,5688973921,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807853451,470,1,2,53,23,ea3yd0dgq6uy6pupkpn17j5xg,0,21.8,91.8,2025-04-28T17:14:45.124Z,2025-04-28T17:14:50Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5688975407,140,84.4,5688975413,213,5.88,5688975399,5,,5688975405,56,Center,5688975411,212,71.5,5688975401,155,,5688975415,1,,5688975403,152,,5688975409,141,,,,,,,,,,,,,,,,50.6,,,,,,,,,,,,
2807853541,518,1,2,53,31,5qxgilg61hlwxzfpdn2nhcayd,1,16.2,48.2,2025-04-28T17:14:53.181Z,2025-04-28T17:14:59Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5688975881,213,0.73,5688975877,212,10.8,5688975873,141,58.8,5688975867,56,Back,5688975871,140,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807853559,519,1,2,53,38,5qxgilg61hlwxzfpdn2nhcayd,1,27.9,70.8,2025-04-28T17:14:59.804Z,2025-04-28T17:15:01Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5688975951,56,Back,5688975959,213,4.57,5688975953,140,24.8,5688975957,212,23.7,5688975955,141,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
