id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2807329171,421,61,2,51,27,3ptum5fjcgw51mqui0gu6uuf4,0,45.3,9.2,2025-04-27T16:42:56.887Z,2025-04-27T16:42:57Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5686070367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807329273,526,1,2,51,28,2rdnn9p03qrmmv34tyx1nahpa,1,54.6,94.5,2025-04-27T16:42:57.456Z,2025-04-27T16:43:27Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5686070911,140,68.6,5686070921,213,0.11,5686070907,56,Left,5686070919,212,14.8,5686070915,141,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807329335,527,1,2,51,33,2rdnn9p03qrmmv34tyx1nahpa,1,73.1,94.5,2025-04-27T16:43:02.064Z,2025-04-27T16:43:04Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5686071217,56,Left,5686071223,212,5.4,5686071225,213,4.02,5686071219,140,69.8,5686071221,141,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807329385,528,1,2,51,37,2rdnn9p03qrmmv34tyx1nahpa,1,62.7,77.8,2025-04-27T16:43:06.080Z,2025-04-27T16:43:08Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5686071491,212,22.1,5686071493,213,4.44,5686071489,141,46.4,5686071487,140,57.1,5686071485,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807329429,529,1,2,51,40,2rdnn9p03qrmmv34tyx1nahpa,1,60.3,40.0,2025-04-27T16:43:09.504Z,2025-04-27T16:43:11Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5686071789,56,Center,5686071797,213,0.30,5686071795,212,13.9,5686071793,141,46.0,5686071791,140,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807329443,530,1,2,51,42,2rdnn9p03qrmmv34tyx1nahpa,0,73.0,46.0,2025-04-27T16:43:11.376Z,2025-04-27T16:43:12Z,6j8sbzewfzr0kjs2acm6r7tw4,O. Tiitinen,,,5686071883,140,70.9,5686071893,213,4.27,5686071887,141,39.1,5686071891,212,5.2,5686071881,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807329479,422,1,2,51,42,3ptum5fjcgw51mqui0gu6uuf4,1,25.4,72.9,2025-04-27T16:43:11.799Z,2025-04-27T16:43:13Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5686072173,213,6.12,5686072157,140,34.4,5686072165,141,70.6,5686072153,56,Back,5686072169,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807329591,424,1,2,51,46,3ptum5fjcgw51mqui0gu6uuf4,1,46.8,82.3,2025-04-27T16:43:15.031Z,2025-04-27T16:43:18Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5686072605,56,Back,5686072607,140,45.9,5686072611,212,6.3,5686072609,141,91.5,5686072613,213,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807329607,425,1,2,51,49,3ptum5fjcgw51mqui0gu6uuf4,0,46.0,91.7,2025-04-27T16:43:18.129Z,2025-04-27T16:43:34Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5686072761,233,531,5686072691,213,5.94,5686072765,286,,5686072689,212,1.2,5686072681,56,Back,5686072687,141,91.1,5686072759,236,,5686072685,140,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807329601,531,74,2,51,49,2rdnn9p03qrmmv34tyx1nahpa,1,47.3,7.0,2025-04-27T16:43:18.130Z,2025-04-27T16:43:19Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5686072769,233,425,5686072655,56,Back,5686072657,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807329651,426,5,2,51,50,3ptum5fjcgw51mqui0gu6uuf4,1,45.6,101.2,2025-04-27T16:43:19.288Z,2025-04-27T16:43:21Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5686072883,233,532,5686072853,56,Back,5686072857,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807329637,532,5,2,51,50,2rdnn9p03qrmmv34tyx1nahpa,0,54.4,-1.2,2025-04-27T16:43:19.288Z,2025-04-27T17:38:31Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5686072797,56,Right,5686072799,347,,5686072911,233,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807329975,427,1,2,52,6,3ptum5fjcgw51mqui0gu6uuf4,0,41.0,100.0,2025-04-27T16:43:35.814Z,2025-04-27T16:43:37Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5686074655,213,3.76,5686074653,212,16.7,5686074651,141,86.8,5686074723,189,,5686074649,140,28.1,5686074645,107,,5686074647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807330179,534,1,2,52,8,2rdnn9p03qrmmv34tyx1nahpa,1,77.4,18.9,2025-04-27T16:43:38.015Z,2025-04-27T16:43:45Z,6yreepfqr0qh9o2mlglzkri6t,R. Riski,,,5686075659,213,1.30,5686075649,155,,5686075651,56,Center,5686075657,212,26.4,5686075653,140,84.1,5686075655,141,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807330057,428,83,2,52,10,3ptum5fjcgw51mqui0gu6uuf4,0,85.8,28.9,2025-04-27T16:43:39.135Z,2025-04-28T09:20:11Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5686084273,399,cpxcd9wihjrac0ttpvfzv5kkq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807330193,535,1,2,52,12,2rdnn9p03qrmmv34tyx1nahpa,1,84.3,59.3,2025-04-27T16:43:41.134Z,2025-04-28T09:16:37Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,1.0,5686160133,141,48.1,5686160137,212,11.1,5686160131,140,76.6,5686162395,154,,5686162393,210,15,5686160141,213,3.90,5686075709,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807330221,536,15,2,52,15,2rdnn9p03qrmmv34tyx1nahpa,1,78.2,50.9,2025-04-27T16:43:44.307Z,2025-04-27T16:59:13Z,6j8sbzewfzr0kjs2acm6r7tw4,O. Tiitinen,,,5686079495,230,98.8,5686162481,328,,5686075917,56,Center,5686079489,103,19,5686079123,82,,5686079561,233,429,5686075913,22,,5686162475,72,,5686162479,215,,5686075915,18,,5686079479,78,5686079497,231,49.6,5686079487,102,5686079493,147,50.9,5686162477,154,5686079491,146,50.9,,,80.2,5686079483,55,535,5686079481,29,,
2807330145,429,10,2,52,15,3ptum5fjcgw51mqui0gu6uuf4,1,11.1,48.6,2025-04-27T16:43:44.407Z,2025-04-27T16:58:54Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5686079607,233,536,5686075497,56,Back,5686075495,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807346371,523,56,2,52,19,3ptum5fjcgw51mqui0gu6uuf4,1,2.1,84.8,2025-04-27T16:43:48.295Z,2025-04-27T16:59:55Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5686167107,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807330385,430,6,2,52,20,3ptum5fjcgw51mqui0gu6uuf4,0,5.2,82.2,2025-04-27T16:43:49.456Z,2025-04-27T17:38:49Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5686076869,73,,5686076865,56,Back,5686077259,233,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807330447,537,6,2,52,20,2rdnn9p03qrmmv34tyx1nahpa,1,94.8,17.8,2025-04-27T16:43:49.456Z,2025-04-27T16:59:40Z,6j8sbzewfzr0kjs2acm6r7tw4,O. Tiitinen,,,5686077191,75,,5686077221,233,430,5686077189,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807331261,431,27,2,52,53,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-04-27T16:44:22.952Z,2025-04-27T16:44:29Z,,,,,5686081157,41,Injury,5686081159,53,36gi7l0qvkbru5w6v2nym00ve,5686081193,233,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807331123,538,27,2,52,53,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-27T16:44:22.952Z,2025-04-27T16:44:29Z,,,,,5686081259,233,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807331971,432,28,2,53,33,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-04-27T16:45:02.840Z,2025-04-27T16:45:03Z,,,,,5686085115,233,539,5686084961,55,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807331983,539,28,2,53,33,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-27T16:45:02.840Z,2025-04-27T16:45:04Z,,,,,5686085053,55,538,5686085141,233,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807332199,540,1,2,53,40,2rdnn9p03qrmmv34tyx1nahpa,0,99.5,0.5,2025-04-27T16:45:09.762Z,2025-04-27T16:45:13Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5686086287,212,34.7,5686086277,155,,5686086275,6,,5686086273,2,,5686086283,140,89.2,5686086285,141,49.0,5686086281,56,Center,5686086279,224,,5686086289,213,1.89,5686086291,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2807332243,433,44,2,53,41,3ptum5fjcgw51mqui0gu6uuf4,1,9.8,48.2,2025-04-27T16:45:10.248Z,2025-04-27T16:50:42Z,b7594v117himyndjrpkval8us,E. Okereke,,,5686086587,285,,5686086599,233,541,5686086583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807332205,541,44,2,53,41,2rdnn9p03qrmmv34tyx1nahpa,0,90.2,51.8,2025-04-27T16:45:10.249Z,2025-04-27T16:48:04Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5686086625,233,433,5686086329,56,Center,5686086331,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807332257,434,12,2,53,41,3ptum5fjcgw51mqui0gu6uuf4,1,7.2,44.8,2025-04-27T16:45:10.417Z,2025-04-27T16:50:24Z,b7594v117himyndjrpkval8us,E. Okereke,,,5686086655,212,8.8,5686086653,141,32.2,5686086657,213,4.95,5686086651,140,9.2,5686086723,15,,5686086649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807332911,542,13,2,53,42,2rdnn9p03qrmmv34tyx1nahpa,1,86.3,61.5,2025-04-27T16:45:11.600Z,2025-04-27T17:01:22Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,1.0,,5686172201,328,,5686172203,458,,5686172199,103,6.9,5686171127,153,,5686124173,17,,5686172195,75,,5686172197,102,38.7,5686090439,56,Center,5686172205,146,94.9,5686172207,147,50.7,5686171123,72,5686172211,231,52.0,5686172209,230,5686171121,25,,,,,,98.9,,,,,,,,,,
2807334091,544,43,2,53,42,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-27T16:45:11.978Z,2025-04-27T17:01:00Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5686129149,56,Center,5686129721,228,0,5686170895,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807333059,543,16,2,53,44,2rdnn9p03qrmmv34tyx1nahpa,1,96.5,50.1,2025-04-27T16:45:13.120Z,2025-04-27T16:52:28Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5686093573,375,53:43.875,5686115835,29,,5686091251,56,Center,5686115839,55,542,5686096509,231,48.7,5686096497,76,,5686131741,72,,5686131743,16,,5686093569,374,2025-04-27 17:45:12.899,5686115837,154,,5686096501,103,5686096503,214,,5686131745,328,5686096499,102,51.9,5686096495,25,5686096507,230,,3.8,,98.0,,,,,,,
2807333581,435,1,2,54,48,3ptum5fjcgw51mqui0gu6uuf4,1,50.6,49.7,2025-04-27T16:46:17.368Z,2025-04-27T17:02:01Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5686094059,279,G,5686094045,56,Back,5686094047,140,36.3,5686175327,189,,5686094055,213,3.26,5686094049,141,47.0,5686094051,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807333627,436,1,2,54,49,3ptum5fjcgw51mqui0gu6uuf4,1,37.6,49.1,2025-04-27T16:46:18.809Z,2025-04-27T17:02:12Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5686175463,189,,5686094279,212,31.8,5686094277,141,26.4,5686094283,1,,5686094275,140,64.1,5686094273,56,Center,5686094281,213,5.78,5686094271,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807333639,437,3,2,54,51,3ptum5fjcgw51mqui0gu6uuf4,0,60.0,21.1,2025-04-27T16:46:20.119Z,2025-04-28T09:40:03Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5686094333,286,,5686177593,233,545,5686094331,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807334099,545,7,2,54,51,2rdnn9p03qrmmv34tyx1nahpa,1,40.0,78.9,2025-04-27T16:46:20.120Z,2025-04-28T09:40:03Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5686177521,233,437,5686177501,56,Back,5686177503,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807333679,438,5,2,54,52,3ptum5fjcgw51mqui0gu6uuf4,1,57.7,-1.2,2025-04-27T16:46:21.297Z,2025-04-27T17:38:32Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5686178687,233,546,5686094515,56,Right,5686094517,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807334107,546,5,2,54,52,2rdnn9p03qrmmv34tyx1nahpa,0,42.3,101.2,2025-04-27T16:46:21.297Z,2025-04-27T17:38:32Z,,,,,5686178361,347,,5686178359,56,Back,5686178695,233,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807334241,439,1,2,55,4,3ptum5fjcgw51mqui0gu6uuf4,1,50.7,0.0,2025-04-27T16:46:33.240Z,2025-04-27T16:46:48Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5686097645,213,0.29,5686097639,140,65.7,5686097643,212,16.4,5686097641,141,5.2,5686097637,56,Right,5686097635,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807349323,562,44,2,55,7,3ptum5fjcgw51mqui0gu6uuf4,1,77.6,2.9,2025-04-27T16:46:36.415Z,2025-04-27T17:04:12Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5686184869,233,547,5686184785,56,Right,5686184787,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807334111,547,44,2,55,7,2rdnn9p03qrmmv34tyx1nahpa,0,22.6,97.1,2025-04-27T16:46:36.416Z,2025-04-27T17:04:12Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5686184879,233,562,5686181573,56,Back,5686181575,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807349327,563,61,2,55,7,3ptum5fjcgw51mqui0gu6uuf4,1,72.1,4.1,2025-04-27T16:46:36.658Z,2025-04-27T17:04:21Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5686185605,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807334247,440,43,2,55,18,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-04-27T16:46:47.895Z,2025-04-27T16:46:59Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5686097741,265,0,5686098873,144,4,5686097745,286,0,5686097729,13,0,5686097737,152,0,5686097733,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807334541,441,27,2,55,32,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-04-27T16:47:01.624Z,2025-04-27T17:04:32Z,,,,,5686186645,53,f5f9sfvtizyppg8kqtmp9y3ca,5686099449,233,548,5686186641,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807334577,548,27,2,55,32,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-27T16:47:01.624Z,2025-04-27T16:47:04Z,,,,,5686099493,233,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807334571,442,28,2,55,34,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-04-27T16:47:03.376Z,2025-04-27T16:47:05Z,,,,,5686099567,233,549,5686099395,55,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807334603,549,28,2,55,34,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-27T16:47:03.376Z,2025-04-27T16:47:05Z,,,,,5686099549,55,548,5686099605,233,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807334759,552,1,2,55,40,2rdnn9p03qrmmv34tyx1nahpa,1,18.9,90.3,2025-04-27T16:47:09.824Z,2025-04-27T17:05:15Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5686100321,140,7.3,5686100325,141,86.5,5686100317,56,Back,5686100331,213,3.35,5686100327,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807334797,553,1,2,55,42,2rdnn9p03qrmmv34tyx1nahpa,0,7.4,87.5,2025-04-27T16:47:11.618Z,2025-04-27T16:47:13Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5686100621,212,35.4,5686100617,140,40.5,5686100625,1,,5686100623,213,6.09,5686100613,157,,5686100615,56,Back,5686100619,141,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807334821,444,1,2,55,44,3ptum5fjcgw51mqui0gu6uuf4,0,60.4,14.4,2025-04-27T16:47:13.880Z,2025-04-27T16:47:14Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5686100739,213,0.04,5686100737,212,4.7,5686100733,140,64.9,5686100735,141,14.7,5686100731,56,Right,5686100729,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807334843,445,83,2,55,46,3ptum5fjcgw51mqui0gu6uuf4,0,65.2,13.7,2025-04-27T16:47:15.864Z,2025-04-27T16:47:19Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5686101137,399,a30y638aa4uo6vudqgrcjvpat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807334855,554,61,2,55,47,2rdnn9p03qrmmv34tyx1nahpa,0,31.4,83.2,2025-04-27T16:47:16.946Z,2025-04-27T16:47:17Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5686100887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807334871,446,1,2,55,48,3ptum5fjcgw51mqui0gu6uuf4,0,65.0,14.1,2025-04-27T16:47:17.208Z,2025-04-27T17:06:04Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5686101011,213,3.30,5686101009,212,0.4,5686192985,233,556,5686192983,236,,5686101005,140,64.6,5686101003,56,Right,5686192989,286,,5686101007,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807334915,556,74,2,55,48,2rdnn9p03qrmmv34tyx1nahpa,1,38.5,77.6,2025-04-27T16:47:17.209Z,2025-04-28T09:40:07Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5686192955,285,,5686101219,56,Back,5686192999,233,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807334921,447,61,2,55,49,3ptum5fjcgw51mqui0gu6uuf4,0,68.8,10.6,2025-04-27T16:47:19.009Z,2025-04-27T17:07:54Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5686101241,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807334875,555,1,2,55,50,2rdnn9p03qrmmv34tyx1nahpa,0,29.3,85.9,2025-04-27T16:47:19.872Z,2025-04-27T17:08:00Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5686101027,56,Back,5686101031,141,77.3,5686101029,140,36.2,5686101033,212,9.3,5686101035,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807335015,448,8,2,55,51,3ptum5fjcgw51mqui0gu6uuf4,1,53.1,14.1,2025-04-27T16:47:20.721Z,2025-04-27T17:08:51Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5686101717,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807335067,449,3,2,55,52,3ptum5fjcgw51mqui0gu6uuf4,1,67.2,9.0,2025-04-27T16:47:22.010Z,2025-04-27T17:09:19Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5686212325,233,557,5686101975,286,,5686101973,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807335007,557,45,2,55,52,2rdnn9p03qrmmv34tyx1nahpa,0,34.3,92.6,2025-04-27T16:47:22.010Z,2025-04-27T17:09:19Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5686212329,233,449,5686101667,56,Back,5686101673,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807335073,450,4,2,56,0,3ptum5fjcgw51mqui0gu6uuf4,1,62.2,12.8,2025-04-27T16:47:29.081Z,2025-04-27T17:38:47Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5686102049,152,,5686102051,265,,5686102251,233,558,5686102053,286,,5686102045,13,,5686102047,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807335091,558,4,2,56,0,2rdnn9p03qrmmv34tyx1nahpa,0,37.8,87.2,2025-04-27T16:47:29.082Z,2025-04-27T17:38:47Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5686102275,233,450,5686102211,13,,5686102217,265,,5686102215,152,,5686102219,285,,5686102213,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807335983,559,18,2,56,30,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-27T16:47:59.674Z,2025-04-27T16:48:31Z,6j8sbzewfzr0kjs2acm6r7tw4,O. Tiitinen,,,5686107163,55,560,5686107065,42,,5686107069,59,20,5686107067,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807335991,560,19,2,56,30,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-27T16:47:59.675Z,2025-04-27T17:13:30Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5686107121,42,,5686236381,292,7,5686109149,293,5,5686107135,55,559,5686107133,44,Midfielder,5686107131,59,19,5686107129,145,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807335999,451,1,2,56,41,3ptum5fjcgw51mqui0gu6uuf4,1,70.7,6.1,2025-04-27T16:48:10.697Z,2025-04-27T17:11:59Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5686107275,213,0.99,5686107265,56,Center,5686107263,152,,5686107255,5,,5686107281,1,,5686107267,140,88.8,5686107271,212,34.5,5686107243,2,,5686107259,155,,5686107269,141,48.5,,,,,,,,,,,,,,,,,,,,,,,,,
2807336005,452,1,2,56,44,3ptum5fjcgw51mqui0gu6uuf4,0,89.4,40.1,2025-04-27T16:48:13.706Z,2025-04-27T16:48:14Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5686107307,56,Center,5686107319,212,0.9,5686107305,3,,5686107313,141,39.7,5686107309,140,90.2,5686107323,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807336133,561,12,2,56,46,2rdnn9p03qrmmv34tyx1nahpa,1,9.0,71.1,2025-04-27T16:48:15.841Z,2025-04-27T16:48:21Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5686108041,141,92.0,5686108037,140,59.9,5686108047,213,0.26,5686108033,56,Left,5686108043,212,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807336151,453,1,2,56,50,3ptum5fjcgw51mqui0gu6uuf4,0,54.7,4.6,2025-04-27T16:48:19.114Z,2025-04-27T16:48:51Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5686108117,212,16.1,5686108109,3,,5686108113,140,69.4,5686108115,141,0.0,5686108111,56,Right,5686108119,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807336153,454,5,2,56,52,3ptum5fjcgw51mqui0gu6uuf4,0,66.6,-2.0,2025-04-27T16:48:21.026Z,2025-04-27T17:38:33Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5686108223,233,562,5686108127,56,Right,5686108129,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
