id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2818342607,461,10,1,42,46,303582z192rnbr2x28o2t7u38,1,1.2,50.0,2025-05-24T16:44:00.559Z,2025-05-24T16:44:07Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5747048043,177,,5747048113,233,337,5747047529,182,,5747047531,56,Back,5747047527,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818342721,464,1,1,42,53,303582z192rnbr2x28o2t7u38,1,8.0,46.3,2025-05-24T16:44:07.884Z,2025-05-24T16:44:09Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5747048217,213,0.99,5747048213,141,85.9,5747048211,140,24.8,5747048219,1,,5747048209,56,Back,5747048225,287,,5747048215,212,32.2,5747048207,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818342813,465,1,1,42,57,303582z192rnbr2x28o2t7u38,1,30.4,87.2,2025-05-24T16:44:12.123Z,2025-05-24T16:44:15Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5747048709,140,32.3,5747048715,213,4.93,5747048707,56,Back,5747048713,212,9.3,5747048711,141,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818342933,466,1,1,43,0,303582z192rnbr2x28o2t7u38,1,31.7,80.8,2025-05-24T16:44:14.987Z,2025-05-24T16:44:21Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5747049383,212,8.9,5747049377,56,Back,5747049381,141,88.3,5747049385,213,2.53,5747049379,140,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818342885,338,43,1,43,5,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-05-24T16:44:19.643Z,2025-05-24T16:50:31Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5747085639,144,83,5747049653,399,9fpgvc2avj64hiii3wd6w74k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818342951,467,1,1,43,7,303582z192rnbr2x28o2t7u38,1,23.8,74.4,2025-05-24T16:44:21.499Z,2025-05-24T16:44:22Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5747049495,212,13.8,5747049483,56,Back,5747049499,213,3.65,5747049491,141,64.5,5747049487,140,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818342965,468,1,1,43,8,303582z192rnbr2x28o2t7u38,1,12.3,64.5,2025-05-24T16:44:22.284Z,2025-05-24T16:44:23Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5747049585,141,45.5,5747049589,213,4.31,5747049581,56,Back,5747049583,140,7.0,5747049587,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818342985,469,1,1,43,8,303582z192rnbr2x28o2t7u38,0,7.0,45.5,2025-05-24T16:44:22.789Z,2025-05-24T16:44:26Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5747049755,213,5.62,5747049749,140,30.1,5747049747,56,Back,5747049759,1,,5747049751,141,17.4,5747049745,157,,5747049753,212,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818343023,339,1,1,43,9,3ptum5fjcgw51mqui0gu6uuf4,1,71.5,78.8,2025-05-24T16:44:23.901Z,2025-05-24T16:44:26Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5747049935,141,58.2,5747049945,213,4.90,5747049939,212,14.3,5747049929,56,Center,5747049933,140,74.0,5747049927,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818343037,340,1,1,43,11,3ptum5fjcgw51mqui0gu6uuf4,1,74.0,58.2,2025-05-24T16:44:26.155Z,2025-05-24T16:44:27Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5747049999,141,62.6,5747049997,140,76.4,5747050001,212,3.9,5747049995,56,Center,5747050003,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818343041,341,61,1,43,13,3ptum5fjcgw51mqui0gu6uuf4,0,76.4,62.7,2025-05-24T16:44:27.307Z,2025-05-24T16:44:27Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5747050019,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818343103,470,1,1,43,13,303582z192rnbr2x28o2t7u38,1,29.5,22.8,2025-05-24T16:44:28.204Z,2025-05-24T16:44:30Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5747050391,140,25.0,5747050393,141,18.9,5747050389,56,Back,5747050397,213,3.65,5747050395,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818343121,471,1,1,43,16,303582z192rnbr2x28o2t7u38,1,24.4,26.4,2025-05-24T16:44:30.651Z,2025-05-24T16:44:32Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5747050527,212,10.3,5747050523,140,25.1,5747050521,56,Back,5747050529,213,1.50,5747050525,141,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818343173,472,1,1,43,18,303582z192rnbr2x28o2t7u38,1,25.7,44.6,2025-05-24T16:44:32.268Z,2025-05-24T16:44:35Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5747050841,141,70.6,5747050843,212,18.2,5747050833,56,Back,5747050837,140,29.8,5747050847,213,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818343299,473,1,1,43,21,303582z192rnbr2x28o2t7u38,1,29.5,75.9,2025-05-24T16:44:35.356Z,2025-05-24T16:44:41Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5747051475,213,0.77,5747051473,212,20.4,5747051467,56,Back,5747051469,140,43.4,5747051471,141,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818343431,474,1,1,43,27,303582z192rnbr2x28o2t7u38,1,55.4,96.3,2025-05-24T16:44:41.532Z,2025-05-24T16:44:47Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5747052151,140,47.9,5747052153,141,94.2,5747052157,213,3.32,5747052155,212,8.0,5747052149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818343455,475,1,1,43,33,303582z192rnbr2x28o2t7u38,1,44.4,94.4,2025-05-24T16:44:47.852Z,2025-05-24T16:44:49Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5747052297,141,75.0,5747052293,56,Back,5747052299,212,14.5,5747052305,213,4.29,5747052295,140,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818343631,476,1,1,43,35,303582z192rnbr2x28o2t7u38,1,38.7,75.0,2025-05-24T16:44:49.660Z,2025-05-24T16:44:58Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5747053339,141,48.5,5747053337,140,33.9,5747053341,212,18.7,5747053335,56,Back,5747053343,213,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818343667,477,1,1,43,43,303582z192rnbr2x28o2t7u38,1,42.6,47.6,2025-05-24T16:44:58.156Z,2025-05-24T16:44:59Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5747053479,141,65.8,5747053481,212,13.4,5747053473,56,Back,5747053477,140,37.7,5747053483,213,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818343763,478,1,1,43,45,303582z192rnbr2x28o2t7u38,1,37.7,65.8,2025-05-24T16:44:59.517Z,2025-05-24T16:45:02Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5747053953,56,Back,5747053965,212,16.5,5747053957,140,43.7,5747053963,141,88.3,5747053967,213,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818343811,479,1,1,43,48,303582z192rnbr2x28o2t7u38,1,43.7,88.3,2025-05-24T16:45:02.316Z,2025-05-24T16:45:04Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5747054207,212,17.6,5747054203,140,59.5,5747054209,213,0.34,5747054199,56,Left,5747054205,141,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818343889,480,1,1,43,50,303582z192rnbr2x28o2t7u38,1,59.5,96.8,2025-05-24T16:45:04.316Z,2025-05-24T16:45:08Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5747054623,213,6.27,5747054619,141,96.5,5747054621,212,14.0,5747054617,140,72.8,5747054615,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818343907,481,1,1,43,53,303582z192rnbr2x28o2t7u38,1,76.5,93.5,2025-05-24T16:45:08.044Z,2025-05-24T16:45:09Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5747054705,141,81.5,5747054707,212,13.2,5747054703,140,86.4,5747054701,56,Left,5747054709,213,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818344025,482,1,1,43,54,303582z192rnbr2x28o2t7u38,1,86.4,81.5,2025-05-24T16:45:09.212Z,2025-05-24T16:45:14Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5747055355,212,9.1,5747055349,56,Left,5747055351,140,89.6,5747055353,141,93.9,5747055357,213,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818344077,483,1,1,44,0,303582z192rnbr2x28o2t7u38,0,95.5,80.9,2025-05-24T16:45:14.540Z,2025-05-24T16:45:16Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5747055625,155,,5747055635,141,40.1,5747055643,213,4.76,5747055621,2,,5747055631,140,96.7,5747055639,212,27.8,5747055627,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818344095,342,12,1,44,2,3ptum5fjcgw51mqui0gu6uuf4,1,3.6,59.0,2025-05-24T16:45:17.163Z,2025-05-24T16:45:18Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5747055811,15,,5747055751,212,7.9,5747055745,56,Back,5747055749,141,70.0,5747055747,140,1.1,5747055753,213,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818344131,484,1,1,44,4,303582z192rnbr2x28o2t7u38,1,98.0,33.0,2025-05-24T16:45:19.228Z,2025-05-24T16:50:25Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,1.0,,5747056037,141,30.7,5747085025,154,,5747056033,56,Center,5747056039,212,4.9,5747085023,210,15,5747056041,213,3.47,5747056035,140,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818344141,485,15,1,44,5,303582z192rnbr2x28o2t7u38,1,91.3,32.7,2025-05-24T16:45:19.284Z,2025-05-24T16:50:46Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5747085073,102,49.2,5747086235,233,343,5747056111,56,Center,5747085079,146,98.5,5747085081,147,46.2,5747085047,29,,5747083769,63,,5747083767,22,,5747085049,154,5747085077,328,,5747085075,103,5747084223,20,5747085045,79,5747085051,55,,27.8,,,484,,,,,,,,,
2818344199,343,10,1,44,5,3ptum5fjcgw51mqui0gu6uuf4,1,2.3,52.3,2025-05-24T16:45:19.384Z,2025-05-24T16:50:44Z,eklpacb4xe0yb13zxi642gys4,J. Viitala,,,5747086213,179,,5747086295,233,485,5747056467,56,Back,5747086215,182,,5747086211,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818344255,344,12,1,44,9,3ptum5fjcgw51mqui0gu6uuf4,1,9.6,35.8,2025-05-24T16:45:23.964Z,2025-05-24T16:45:27Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5747056797,140,31.3,5747056801,212,31.4,5747056803,213,0.76,5747056795,56,Back,5747056799,141,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818344275,486,1,1,44,13,303582z192rnbr2x28o2t7u38,1,70.1,20.1,2025-05-24T16:45:27.436Z,2025-05-24T16:45:28Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5747056875,140,72.7,5747056879,212,5.5,5747056881,213,1.05,5747056873,56,Center,5747056877,141,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818344303,487,1,1,44,13,303582z192rnbr2x28o2t7u38,1,72.7,27.1,2025-05-24T16:45:28.124Z,2025-05-24T16:45:30Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5747057071,56,Right,5747057081,212,10.3,5747057073,140,79.4,5747057077,141,16.1,5747057085,213,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818344377,488,1,1,44,15,303582z192rnbr2x28o2t7u38,1,79.4,16.1,2025-05-24T16:45:29.884Z,2025-05-24T16:45:34Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5747057523,213,6.08,5747057519,141,13.2,5747057517,140,88.5,5747057521,212,9.8,5747057515,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818344381,489,3,1,44,19,303582z192rnbr2x28o2t7u38,0,90.0,17.3,2025-05-24T16:45:34.028Z,2025-05-24T16:45:34Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5747057551,56,Right,5747057553,286,,5747057581,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818344403,345,56,1,44,20,3ptum5fjcgw51mqui0gu6uuf4,1,2.9,74.7,2025-05-24T16:45:34.332Z,2025-05-24T16:45:44Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5747057705,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818344429,346,5,1,44,23,3ptum5fjcgw51mqui0gu6uuf4,1,-1.0,72.0,2025-05-24T16:45:38.013Z,2025-05-24T16:46:51Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5747057859,346,,5747057857,56,Back,5747060439,233,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818344535,490,5,1,44,23,303582z192rnbr2x28o2t7u38,0,101.0,28.0,2025-05-24T16:45:38.013Z,2025-05-24T16:46:51Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5747058453,56,Center,5747058455,346,,5747060495,233,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818344957,347,1,1,44,48,3ptum5fjcgw51mqui0gu6uuf4,1,4.5,45.8,2025-05-24T16:46:02.941Z,2025-05-24T16:46:06Z,eklpacb4xe0yb13zxi642gys4,J. Viitala,,,5747060737,141,31.0,5747060727,124,,5747060731,56,Center,5747060739,212,53.4,5747060747,74,,5747060743,1,,5747060741,213,6.09,5747060735,140,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818344987,348,1,1,44,52,3ptum5fjcgw51mqui0gu6uuf4,1,54.4,31.0,2025-05-24T16:46:06.348Z,2025-05-24T16:46:08Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5747060895,212,23.7,5747060893,141,11.7,5747060889,56,Back,5747060897,213,3.73,5747060891,140,35.6,5747060887,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818345027,349,1,1,44,53,3ptum5fjcgw51mqui0gu6uuf4,1,35.7,11.7,2025-05-24T16:46:07.933Z,2025-05-24T16:46:10Z,b7594v117himyndjrpkval8us,E. Okereke,,,5747061147,213,0.49,5747061135,140,42.9,5747061125,157,,5747061141,141,17.6,5747061149,1,,5747061145,212,8.6,5747061129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818345041,491,83,1,44,55,303582z192rnbr2x28o2t7u38,0,55.5,90.2,2025-05-24T16:46:10.100Z,2025-05-24T16:46:17Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5747061739,399,36gi7l0qvkbru5w6v2nym00ve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818345035,350,61,1,44,56,3ptum5fjcgw51mqui0gu6uuf4,0,43.8,14.7,2025-05-24T16:46:10.763Z,2025-05-24T16:46:11Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5747061181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818345051,351,5,1,44,57,3ptum5fjcgw51mqui0gu6uuf4,0,47.0,-1.6,2025-05-24T16:46:12.252Z,2025-05-24T16:46:51Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5747061279,56,Back,5747061281,347,,5747061399,233,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818345059,492,5,1,44,57,303582z192rnbr2x28o2t7u38,1,53.0,101.6,2025-05-24T16:46:12.252Z,2025-05-24T16:46:14Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5747061359,56,Left,5747061367,233,351,5747061365,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818345301,352,70,1,45,0,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-05-24T16:46:14.743Z,2025-05-24T16:46:29Z,,,,,5747062747,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818345167,493,1,1,45,3,303582z192rnbr2x28o2t7u38,1,48.0,100.0,2025-05-24T16:46:17.836Z,2025-05-24T16:46:20Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5747062007,56,Back,5747062009,140,44.8,5747062011,141,92.0,5747062017,213,4.22,5747062005,107,,5747062013,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818345199,494,1,1,45,5,303582z192rnbr2x28o2t7u38,1,42.2,94.7,2025-05-24T16:46:20.060Z,2025-05-24T16:46:21Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5747062171,140,23.0,5747062169,56,Back,5747062177,213,3.15,5747062173,141,94.4,5747062175,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818345325,495,1,1,45,6,303582z192rnbr2x28o2t7u38,1,23.0,94.4,2025-05-24T16:46:21.229Z,2025-05-24T16:46:27Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5747062905,213,4.71,5747062901,141,70.9,5747062899,140,23.0,5747062903,212,16.0,5747062897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818345391,496,1,1,45,13,303582z192rnbr2x28o2t7u38,1,29.5,65.4,2025-05-24T16:46:27.790Z,2025-05-24T16:46:30Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5747063257,212,10.1,5747063253,140,29.5,5747063259,213,1.57,5747063255,141,80.2,5747063251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818345461,497,1,1,45,16,303582z192rnbr2x28o2t7u38,1,32.0,82.9,2025-05-24T16:46:30.284Z,2025-05-24T16:46:33Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5747063621,56,Back,5747063629,213,1.24,5747063623,140,33.8,5747063627,212,5.8,5747063625,141,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818345519,498,1,1,45,18,303582z192rnbr2x28o2t7u38,1,33.8,90.9,2025-05-24T16:46:33.126Z,2025-05-24T16:46:35Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5747063929,213,4.13,5747063921,56,Back,5747063923,140,21.6,5747063927,212,23.3,5747063925,141,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818345639,499,1,1,45,21,303582z192rnbr2x28o2t7u38,1,19.6,59.0,2025-05-24T16:46:35.661Z,2025-05-24T16:46:41Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5747064601,56,Back,5747064615,213,5.17,5747064607,140,25.5,5747064613,212,14.1,5747064611,141,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818345675,500,1,1,45,27,303582z192rnbr2x28o2t7u38,1,40.4,15.8,2025-05-24T16:46:41.629Z,2025-05-24T16:46:44Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5747064841,141,5.2,5747064835,56,Right,5747064843,212,15.8,5747064845,213,5.81,5747064837,140,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818345845,501,1,1,45,29,303582z192rnbr2x28o2t7u38,1,44.7,7.4,2025-05-24T16:46:44.078Z,2025-05-24T16:46:52Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5747065665,140,28.3,5747065669,212,19.1,5747065671,213,2.70,5747065667,141,19.5,5747065663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818345937,502,1,1,45,38,303582z192rnbr2x28o2t7u38,1,28.7,21.2,2025-05-24T16:46:52.430Z,2025-05-24T16:46:58Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5747066193,213,1.23,5747066181,140,35.9,5747066189,212,22.5,5747066185,141,52.4,5747066177,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818345985,503,1,1,45,43,303582z192rnbr2x28o2t7u38,1,36.9,45.5,2025-05-24T16:46:58.014Z,2025-05-24T16:47:01Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5747066461,140,45.7,5747066467,213,1.06,5747066463,141,70.0,5747066465,212,19.1,5747066459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818346079,504,1,1,45,46,303582z192rnbr2x28o2t7u38,1,47.2,70.0,2025-05-24T16:47:01.133Z,2025-05-24T16:47:07Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5747067041,212,27.1,5747067035,56,Left,5747067037,140,67.2,5747067045,213,0.69,5747067039,141,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818346119,505,1,1,45,52,303582z192rnbr2x28o2t7u38,1,86.9,81.2,2025-05-24T16:47:06.988Z,2025-05-24T16:49:38Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,1.0,,5747067235,140,85.5,5747067241,213,4.61,5747080469,210,15,5747080471,154,,5747067239,212,14.4,5747067233,56,Center,5747067237,141,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818346123,506,15,1,45,54,303582z192rnbr2x28o2t7u38,1,85.6,60.8,2025-05-24T16:47:08.621Z,2025-05-24T16:49:39Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5747080501,103,19,5747079959,72,,5747067265,56,Center,5747080503,146,91.7,5747080495,55,505,5747079963,82,,5747080533,233,353,5747080499,102,53.3,5747080509,231,5747080507,230,98.0,5747067261,22,5747080505,147,5747080489,29,5747080493,154,52.0,,,57.6,,5747067263,17,,5747080487,76,,,,
2818346147,353,10,1,45,54,3ptum5fjcgw51mqui0gu6uuf4,1,8.3,42.4,2025-05-24T16:47:08.721Z,2025-05-24T16:49:39Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5747067385,56,Back,5747067383,94,,5747080545,233,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818346193,507,1,1,45,57,303582z192rnbr2x28o2t7u38,1,80.6,36.6,2025-05-24T16:47:11.965Z,2025-05-24T16:47:13Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5747067619,213,4.85,5747067611,56,Center,5747067615,141,32.1,5747067613,140,81.0,5747067617,212,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818346239,508,1,1,45,59,303582z192rnbr2x28o2t7u38,1,79.4,35.5,2025-05-24T16:47:13.581Z,2025-05-24T16:47:15Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5747067885,140,76.0,5747067891,213,2.39,5747067883,56,Center,5747067887,141,40.4,5747067889,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818346279,509,1,1,46,1,303582z192rnbr2x28o2t7u38,1,75.6,41.3,2025-05-24T16:47:15.693Z,2025-05-24T16:47:18Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5747068109,212,8.7,5747068105,140,73.3,5747068107,141,53.6,5747068111,213,1.85,5747068103,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818346319,510,1,1,46,4,303582z192rnbr2x28o2t7u38,1,72.4,65.1,2025-05-24T16:47:18.477Z,2025-05-24T16:47:20Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5747068319,212,16.6,5747068315,140,86.5,5747068321,213,0.48,5747068317,141,76.3,5747068313,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818346349,511,1,1,46,5,303582z192rnbr2x28o2t7u38,0,86.5,76.3,2025-05-24T16:47:20.193Z,2025-05-24T16:47:22Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5747068471,56,Center,5747068479,213,4.78,5747068475,141,58.5,5747068477,212,12.1,5747068473,140,87.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818347623,358,12,1,46,6,3ptum5fjcgw51mqui0gu6uuf4,1,14.7,55.4,2025-05-24T16:47:20.254Z,2025-05-24T16:48:44Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5747075469,141,50.7,5747075465,140,14.0,5747075477,213,4.49,5747075473,212,3.3,5747075459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818346371,512,61,1,46,9,303582z192rnbr2x28o2t7u38,1,85.3,57.9,2025-05-24T16:47:24.086Z,2025-05-24T16:48:54Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,1.0,,5747068621,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818346393,513,15,1,46,11,303582z192rnbr2x28o2t7u38,1,85.8,58.7,2025-05-24T16:47:25.470Z,2025-05-24T16:48:47Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5747075761,102,47.6,5747075787,231,51.6,5747075785,230,98.6,5747075045,20,,5747068717,56,Center,5747075749,154,,5747075055,82,,5747075775,328,,5747075751,55,5747068715,17,,5747075801,233,5747068713,22,5747075747,29,5747075781,146,512,354,,,87.5,5747075767,103,19,5747075783,147,5747075745,80,,57.4
