id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2813542221,368,1,1,39,17,7efqk7uh63928il0yffxijnv7,0,33.6,40.7,2025-05-11T13:40:01.847Z,2025-05-11T13:40:04Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5720414461,1,,5720414453,140,35.1,5720414449,157,,5720414459,213,0.74,5720414455,141,42.8,5720414457,212,2.1,5720414731,233,404,5720414735,286,,5720414451,56,Back,5720414729,236,,,,,,,,,,,,,,,,,,,,,,,,,,
2813542263,404,74,1,39,17,303582z192rnbr2x28o2t7u38,1,64.7,62.6,2025-05-11T13:40:01.848Z,2025-05-11T13:44:48Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5720414683,56,Center,5720414753,233,368,5720414685,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813542285,405,4,1,39,20,303582z192rnbr2x28o2t7u38,1,70.0,59.6,2025-05-11T13:40:04.922Z,2025-05-11T13:43:48Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5720414989,56,Center,5720415021,233,369,5720414993,152,,5720414987,295,,5720414983,13,,5720414997,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813542293,369,4,1,39,20,7efqk7uh63928il0yffxijnv7,0,30.0,40.4,2025-05-11T13:40:04.923Z,2025-05-11T13:43:33Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5720415037,233,405,5720414909,13,,5720414911,56,Back,5720414917,285,,5720438877,295,,5720414913,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813543083,406,1,1,39,55,303582z192rnbr2x28o2t7u38,0,69.0,70.8,2025-05-11T13:40:39.947Z,2025-05-11T13:40:41Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5720418921,5,,5720418939,141,41.9,5720418923,155,,5720418947,213,5.44,5720418943,212,26.3,5720418933,140,85.7,5720418929,56,Center,5720418925,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813543149,370,12,1,39,58,7efqk7uh63928il0yffxijnv7,1,14.9,58.5,2025-05-11T13:40:42.951Z,2025-05-11T13:40:45Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5720419249,140,42.2,5720419263,213,0.54,5720419285,15,,5720419241,56,Back,5720419257,212,33.4,5720419255,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813543215,407,1,1,40,2,303582z192rnbr2x28o2t7u38,1,56.4,17.0,2025-05-11T13:40:46.829Z,2025-05-11T13:40:49Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5720419647,141,34.8,5720419645,140,35.2,5720419649,212,25.3,5720419651,213,2.64,5720419643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813543343,408,1,1,40,5,303582z192rnbr2x28o2t7u38,1,35.2,34.8,2025-05-11T13:40:49.355Z,2025-05-11T13:40:54Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5720420441,213,1.38,5720420433,56,Back,5720420439,212,19.0,5720420437,141,62.3,5720420435,140,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813543397,409,1,1,40,10,303582z192rnbr2x28o2t7u38,0,46.7,70.3,2025-05-11T13:40:54.539Z,2025-05-11T13:40:57Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5720420711,155,,5720420723,1,,5720420713,56,Center,5720420717,141,47.5,5720420715,140,88.2,5720420719,212,46.3,5720420721,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813543861,373,1,1,40,30,7efqk7uh63928il0yffxijnv7,0,17.8,48.2,2025-05-11T13:41:14.905Z,2025-05-11T13:41:18Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5720423287,1,,5720423285,213,0.55,5720423283,212,56.5,5720423279,140,63.7,5720423275,198,,5720423277,56,Left,5720423273,157,,5720423281,141,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813543853,410,44,1,40,33,303582z192rnbr2x28o2t7u38,1,36.8,10.2,2025-05-11T13:41:17.483Z,2025-05-11T14:12:54Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5720423219,285,,5720423213,56,Back,5720423603,233,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813543869,374,44,1,40,33,7efqk7uh63928il0yffxijnv7,0,63.2,89.8,2025-05-11T13:41:17.484Z,2025-05-11T14:12:54Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5720423311,56,Left,5720423665,233,410,5720423313,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813543881,411,12,1,40,33,303582z192rnbr2x28o2t7u38,1,37.7,12.9,2025-05-11T13:41:17.821Z,2025-05-11T13:41:21Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5720423351,140,37.6,5720423357,213,4.70,5720423355,212,9.7,5720423349,56,Back,5720423795,15,,5720423353,141,0.0,5720423505,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813543923,375,5,1,40,34,7efqk7uh63928il0yffxijnv7,1,62.2,101.6,2025-05-11T13:41:18.331Z,2025-05-11T13:44:43Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5720423547,347,,5720423545,56,Left,5720423633,233,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813543909,412,5,1,40,34,303582z192rnbr2x28o2t7u38,0,37.8,-1.6,2025-05-11T13:41:18.331Z,2025-05-11T13:41:22Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5720423491,56,Back,5720423493,347,,5720423691,233,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813544087,376,1,1,40,41,7efqk7uh63928il0yffxijnv7,1,65.0,100.0,2025-05-11T13:41:25.080Z,2025-05-11T13:41:27Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5720424495,107,,5720424497,56,Center,5720424499,140,79.6,5720424501,141,73.6,5720424507,1,,5720424505,213,5.40,5720424503,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813544107,377,44,1,40,42,7efqk7uh63928il0yffxijnv7,1,82.0,72.6,2025-05-11T13:41:26.937Z,2025-05-11T13:41:30Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5720424595,286,,5720424605,233,413,5720424593,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813544097,413,44,1,40,42,303582z192rnbr2x28o2t7u38,0,18.0,27.4,2025-05-11T13:41:26.938Z,2025-05-11T13:41:30Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5720424549,285,,5720424665,233,377,5720424545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813544183,378,1,1,40,43,7efqk7uh63928il0yffxijnv7,0,79.6,73.3,2025-05-11T13:41:27.032Z,2025-05-11T13:41:30Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5720425045,168,,5720425047,56,Center,5720425053,212,23.1,5720425051,141,77.3,5720425049,140,100.0,5720425055,213,0.12,5720425043,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813544275,379,5,1,40,43,7efqk7uh63928il0yffxijnv7,0,101.6,76.2,2025-05-11T13:41:27.824Z,2025-05-11T13:44:43Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5720425557,346,,5720425619,233,414,5720425555,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813544141,414,5,1,40,43,303582z192rnbr2x28o2t7u38,1,-1.6,23.8,2025-05-11T13:41:27.824Z,2025-05-11T13:44:43Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5720425563,233,379,5720424813,56,Back,5720424815,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813544487,415,1,1,40,58,303582z192rnbr2x28o2t7u38,0,4.7,46.9,2025-05-11T13:41:42.096Z,2025-05-11T13:41:44Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5720426689,56,Center,5720426687,124,,5720426693,141,58.5,5720426695,212,64.1,5720426701,74,,5720426697,213,0.12,5720426699,1,,5720426691,140,65.3,5720426737,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813544535,380,1,1,41,0,7efqk7uh63928il0yffxijnv7,1,44.9,37.4,2025-05-11T13:41:45Z,2025-05-11T13:41:46Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5720426957,141,18.3,5720426955,140,59.9,5720426959,212,20.4,5720426953,56,Right,5720426961,213,5.59,5720426951,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813544591,382,1,1,41,3,7efqk7uh63928il0yffxijnv7,1,60.9,13.1,2025-05-11T13:41:47.658Z,2025-05-11T13:44:18Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5720427243,155,,5720427247,140,80.3,5720427245,56,Right,5720427251,212,20.4,5720427249,141,15.6,5720427253,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813544593,383,61,1,41,5,7efqk7uh63928il0yffxijnv7,0,80.3,15.6,2025-05-11T13:41:49.912Z,2025-05-11T13:41:50Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5720427267,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813544641,416,56,1,41,8,303582z192rnbr2x28o2t7u38,1,3.9,84.8,2025-05-11T13:41:52.491Z,2025-05-11T13:41:52Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5720427521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813545247,384,5,1,41,9,7efqk7uh63928il0yffxijnv7,0,101.0,17.0,2025-05-11T13:41:53.106Z,2025-05-11T13:44:44Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5720431661,233,417,5720430849,56,Right,5720430851,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813544663,417,5,1,41,9,303582z192rnbr2x28o2t7u38,1,-1.0,83.0,2025-05-11T13:41:53.106Z,2025-05-11T13:44:44Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5720431633,233,384,5720427651,346,,5720427647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813545319,418,1,1,41,36,303582z192rnbr2x28o2t7u38,1,4.5,45.7,2025-05-11T13:42:20.716Z,2025-05-11T13:42:24Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5720431243,212,54.1,5720431259,74,,5720431235,124,,5720431245,213,0.02,5720431237,56,Center,5720431247,1,,5720431239,140,56.0,5720431241,141,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813545335,419,61,1,41,40,303582z192rnbr2x28o2t7u38,1,55.8,47.6,2025-05-11T13:42:24.643Z,2025-05-11T13:42:25Z,4aoegh7yokqb5ix45ruvqjalm,J. Kallinen,,,5720431325,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813545403,420,1,1,41,41,303582z192rnbr2x28o2t7u38,1,46.0,63.1,2025-05-11T13:42:26.011Z,2025-05-11T13:42:29Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5720431689,140,36.5,5720431691,141,76.6,5720431693,212,13.6,5720431687,56,Back,5720431695,213,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813545417,421,1,1,41,44,303582z192rnbr2x28o2t7u38,0,36.5,76.6,2025-05-11T13:42:28.475Z,2025-05-11T13:42:29Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5720431779,212,30.6,5720431777,141,76.4,5720431775,140,65.6,5720431781,213,6.28,5720431773,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813545427,385,61,1,41,46,7efqk7uh63928il0yffxijnv7,1,42.1,12.2,2025-05-11T13:42:30.191Z,2025-05-11T13:42:30Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5720431825,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813545481,386,83,1,41,48,7efqk7uh63928il0yffxijnv7,0,37.4,9.1,2025-05-11T13:42:32.457Z,2025-05-11T13:42:35Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5720432335,399,bas4d4drvf8kefls9tszu0oic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813545495,387,83,1,41,49,7efqk7uh63928il0yffxijnv7,0,40.8,11.3,2025-05-11T13:42:33.257Z,2025-05-11T13:42:35Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5720432305,399,bas4d4drvf8kefls9tszu0oic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813545521,422,1,1,41,50,303582z192rnbr2x28o2t7u38,1,58.9,85.6,2025-05-11T13:42:34.331Z,2025-05-11T13:42:34Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5720432269,141,79.9,5720432271,212,10.5,5720432273,213,3.52,5720432267,140,49.6,5720432265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813545597,423,1,1,41,51,303582z192rnbr2x28o2t7u38,1,49.6,79.9,2025-05-11T13:42:35.067Z,2025-05-11T13:42:38Z,4aoegh7yokqb5ix45ruvqjalm,J. Kallinen,,,5720432679,140,67.0,5720432685,213,5.97,5720432677,56,Center,5720432681,141,71.1,5720432683,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813545557,388,43,1,41,52,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-05-11T13:42:36.264Z,2025-05-11T13:42:39Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5720432807,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813545599,424,4,1,41,53,303582z192rnbr2x28o2t7u38,1,68.0,73.4,2025-05-11T13:42:37.496Z,2025-05-11T13:42:40Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5720432725,265,,5720432727,286,,5720432723,152,,5720432763,233,389,5720432719,13,,5720432721,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813545585,389,4,1,41,53,7efqk7uh63928il0yffxijnv7,0,32.0,26.6,2025-05-11T13:42:37.497Z,2025-05-11T13:42:41Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5720432651,56,Back,5720432837,233,424,5720432661,285,,5720432649,13,,5720432659,265,,5720432655,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813546475,391,27,1,42,30,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-05-11T13:43:14.643Z,2025-05-11T13:43:46Z,,,,,5720440357,233,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813546763,426,27,1,42,30,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-05-11T13:43:14.643Z,2025-05-11T13:43:47Z,,,,,5720439407,53,4aoegh7yokqb5ix45ruvqjalm,5720440411,233,391,5720439403,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813546929,392,28,1,42,58,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-05-11T13:43:42.380Z,2025-05-11T13:43:44Z,,,,,5720440145,233,427,5720440073,55,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813546905,427,28,1,42,58,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-05-11T13:43:42.380Z,2025-05-11T13:43:45Z,,,,,5720440173,233,392,5720439909,55,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813547129,428,1,1,43,6,303582z192rnbr2x28o2t7u38,1,63.2,79.4,2025-05-11T13:43:50.700Z,2025-05-11T13:43:54Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5720441225,140,89.6,5720441229,141,24.9,5720441233,213,5.35,5720441235,1,,5720441213,5,,5720441231,212,46.3,5720441215,155,,5720441217,152,,5720441221,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813547145,429,44,1,43,10,303582z192rnbr2x28o2t7u38,1,88.0,29.6,2025-05-11T13:43:54.299Z,2025-05-11T13:45:20Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5720441293,286,,5720441291,56,Center,5720441305,233,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813547139,393,44,1,43,10,7efqk7uh63928il0yffxijnv7,0,12.0,70.4,2025-05-11T13:43:54.300Z,2025-05-11T13:43:58Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5720441335,233,429,5720441267,285,,5720441265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813547207,430,1,1,43,10,303582z192rnbr2x28o2t7u38,0,89.6,24.9,2025-05-11T13:43:54.540Z,2025-05-11T13:45:34Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5720441581,140,93.9,5720441583,141,34.6,5720441579,56,Center,5720441587,213,0.97,5720441577,3,,5720441585,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813547181,394,61,1,43,12,7efqk7uh63928il0yffxijnv7,1,8.1,58.8,2025-05-11T13:43:56.139Z,2025-05-11T13:44:01Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5720441469,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813547567,396,1,1,43,27,7efqk7uh63928il0yffxijnv7,1,16.0,44.9,2025-05-11T13:44:11.929Z,2025-05-11T13:44:15Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5720443411,56,Left,5720443407,199,,5720443413,140,61.2,5720443417,212,57.1,5720443415,141,91.5,5720443419,213,0.59,5720443421,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813547577,397,44,1,43,30,7efqk7uh63928il0yffxijnv7,1,64.2,87.6,2025-05-11T13:44:14.762Z,2025-05-11T14:12:54Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5720443475,286,,5720443535,233,431,5720443473,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813547559,431,44,1,43,30,303582z192rnbr2x28o2t7u38,0,35.8,12.4,2025-05-11T13:44:14.763Z,2025-05-11T14:12:54Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5720443569,233,397,5720443373,285,,5720443367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813547581,398,1,1,43,31,7efqk7uh63928il0yffxijnv7,0,63.0,90.3,2025-05-11T13:44:15.401Z,2025-05-11T13:44:16Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5720443503,213,5.61,5720443501,212,15.2,5720443491,3,,5720443493,168,,5720443497,140,74.3,5720443495,56,Center,5720443499,141,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813547617,432,12,1,43,32,303582z192rnbr2x28o2t7u38,1,28.0,26.5,2025-05-11T13:44:16.989Z,2025-05-11T13:44:17Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5720443701,15,,5720443659,212,13.8,5720443657,141,32.1,5720443655,140,40.6,5720443653,56,Back,5720443661,213,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813547683,399,1,1,43,34,7efqk7uh63928il0yffxijnv7,1,66.3,71.4,2025-05-11T13:44:18.936Z,2025-05-11T13:44:20Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5720443991,213,1.85,5720443983,56,Left,5720443985,140,64.9,5720443987,141,79.0,5720443989,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813547693,400,1,1,43,36,7efqk7uh63928il0yffxijnv7,0,63.5,82.6,2025-05-11T13:44:20.121Z,2025-05-11T13:44:21Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5720444103,236,,5720444021,141,81.2,5720444109,286,,5720444019,140,62.0,5720444105,233,433,5720444017,56,Left,5720444025,213,3.69,5720444023,212,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813547705,433,74,1,43,36,303582z192rnbr2x28o2t7u38,1,35.9,25.5,2025-05-11T13:44:20.122Z,2025-05-11T13:44:48Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5720444069,285,,5720444139,233,400,5720444065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813547859,401,1,1,43,41,7efqk7uh63928il0yffxijnv7,1,55.5,53.0,2025-05-11T13:44:25.657Z,2025-05-11T13:44:29Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5720444909,141,23.0,5720444907,140,42.2,5720444913,213,4.11,5720444911,212,24.7,5720444905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813547897,402,1,1,43,45,7efqk7uh63928il0yffxijnv7,1,26.2,26.4,2025-05-11T13:44:29.129Z,2025-05-11T13:44:31Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5720445113,56,Back,5720445119,212,22.4,5720445121,213,0.64,5720445117,141,46.1,5720445115,140,43.3,5720445111,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813547915,403,1,1,43,46,7efqk7uh63928il0yffxijnv7,1,43.9,46.3,2025-05-11T13:44:30.969Z,2025-05-11T13:44:32Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5720445221,212,8.0,5720445223,213,4.45,5720445217,141,34.9,5720445213,140,41.9,5720445211,56,Back,5720445209,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813547933,404,2,1,43,47,7efqk7uh63928il0yffxijnv7,1,41.6,35.0,2025-05-11T13:44:31.708Z,2025-05-11T13:45:31Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5720445679,56,Center,5720445317,141,40.5,5720445315,140,66.5,5720445677,7,a3elaln9izarzlwqkwc4ynpey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813548321,435,1,1,44,3,303582z192rnbr2x28o2t7u38,1,38.8,56.0,2025-05-11T13:44:48.012Z,2025-05-11T13:44:55Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5720447463,212,54.5,5720447451,5,,5720447465,213,0.37,5720447467,1,,5720447461,141,84.7,5720447453,155,,5720447459,140,87.3,5720447457,56,Left,5720447455,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813548333,436,1,1,44,11,303582z192rnbr2x28o2t7u38,0,85.0,85.4,2025-05-11T13:44:55.211Z,2025-05-11T13:44:56Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5720447525,212,1.8,5720447527,213,4.10,5720447519,56,Left,5720447523,141,83.2,5720447521,140,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813548363,405,61,1,44,12,7efqk7uh63928il0yffxijnv7,1,19.7,16.2,2025-05-11T13:44:56.481Z,2025-05-11T13:47:11Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5720447691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813548495,437,1,1,44,18,303582z192rnbr2x28o2t7u38,1,66.3,68.7,2025-05-11T13:45:02.043Z,2025-05-11T13:45:03Z,4aoegh7yokqb5ix45ruvqjalm,J. Kallinen,,,5720448333,56,Center,5720448335,140,58.7,5720448337,141,77.2,5720448339,212,9.9,5720448341,213,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813548553,438,1,1,44,19,303582z192rnbr2x28o2t7u38,1,58.7,77.2,2025-05-11T13:45:03.308Z,2025-05-11T13:45:06Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5720448597,213,0.62,5720448595,212,16.3,5720448591,140,71.3,5720448593,141,91.2,5720448589,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813548619,439,1,1,44,22,303582z192rnbr2x28o2t7u38,1,73.5,92.1,2025-05-11T13:45:06.475Z,2025-05-11T13:45:09Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5720448915,213,4.76,5720448911,141,71.2,5720448913,212,14.2,5720448907,56,Center,5720448909,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813548681,440,1,1,44,25,303582z192rnbr2x28o2t7u38,1,74.3,66.7,2025-05-11T13:45:09.547Z,2025-05-11T13:45:11Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5720449227,140,72.6,5720449225,56,Center,5720449229,141,51.8,5720449233,213,4.54,5720449231,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813548759,441,1,1,44,27,303582z192rnbr2x28o2t7u38,1,72.3,49.1,2025-05-11T13:45:11.805Z,2025-05-11T13:45:16Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5720449659,155,,5720449661,56,Center,5720449667,212,30.5,5720449665,141,26.5,5720449669,213,5.76,5720449663,140,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
