id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2815746781,397,1,1,44,34,8eab5wbcnttsiosd1o8c71gmk,1,53.0,43.7,2025-05-17T14:45:47.921Z,2025-05-17T14:45:54Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5732690865,56,Center,5732690867,140,59.4,5732690873,213,1.17,5732690871,212,17.3,5732690869,141,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815746939,398,1,1,44,40,8eab5wbcnttsiosd1o8c71gmk,1,69.8,77.3,2025-05-17T14:45:53.873Z,2025-05-17T14:46:05Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5732691739,141,66.9,5732691743,213,4.33,5732691741,212,7.6,5732691737,140,67.1,5732691735,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815746851,363,83,1,44,45,2rdnn9p03qrmmv34tyx1nahpa,0,27.0,39.8,2025-05-17T14:45:59.053Z,2025-05-17T14:46:10Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5732692127,399,c90jak72lerrxc3kpo73cupsk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815746987,399,1,1,44,52,8eab5wbcnttsiosd1o8c71gmk,1,40.8,68.5,2025-05-17T14:46:05.585Z,2025-05-17T14:46:08Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5732691949,213,4.42,5732691943,140,35.6,5732691941,56,Back,5732691947,212,19.2,5732691945,141,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815747013,400,1,1,44,55,8eab5wbcnttsiosd1o8c71gmk,1,35.7,45.4,2025-05-17T14:46:08.241Z,2025-05-17T14:46:11Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5732692049,141,74.4,5732692053,213,1.38,5732692051,212,20.1,5732692047,140,39.3,5732692045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815747127,401,1,1,44,58,8eab5wbcnttsiosd1o8c71gmk,1,42.2,75.4,2025-05-17T14:46:11.458Z,2025-05-17T14:46:15Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5732692631,140,59.4,5732692637,213,0.49,5732692635,212,20.4,5732692629,56,Left,5732692633,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815747159,364,70,1,45,0,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-05-17T14:46:13.201Z,2025-05-17T14:46:36Z,,,,,5732692781,277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815747143,402,1,1,45,2,8eab5wbcnttsiosd1o8c71gmk,1,61.2,93.3,2025-05-17T14:46:15.170Z,2025-05-17T14:46:16Z,524qf48twiwfk14oxmwsxj2tw,D. Legbo,,,5732692713,141,71.7,5732692711,140,54.7,5732692709,56,Center,5732692715,212,16.2,5732692717,213,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815747219,403,1,1,45,3,8eab5wbcnttsiosd1o8c71gmk,1,54.7,71.7,2025-05-17T14:46:16.546Z,2025-05-17T14:46:21Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5732693123,140,45.3,5732693125,141,86.5,5732693127,212,14.1,5732693129,213,2.35,5732693121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815747245,404,1,1,45,8,8eab5wbcnttsiosd1o8c71gmk,1,50.2,83.6,2025-05-17T14:46:21.089Z,2025-05-17T14:46:22Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5732693247,213,0.98,5732693245,212,11.1,5732693237,56,Left,5732693241,140,56.1,5732693243,141,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815747285,405,1,1,45,9,8eab5wbcnttsiosd1o8c71gmk,1,56.1,97.1,2025-05-17T14:46:22.530Z,2025-05-17T14:46:25Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5732693405,212,16.1,5732693397,140,42.2,5732693393,56,Back,5732693401,141,87.2,5732693409,213,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815747397,406,1,1,45,12,8eab5wbcnttsiosd1o8c71gmk,1,40.1,78.2,2025-05-17T14:46:25.777Z,2025-05-17T14:46:32Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5732693869,56,Back,5732693871,140,36.7,5732693875,212,23.7,5732693877,213,4.56,5732693873,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815747443,407,1,1,45,18,8eab5wbcnttsiosd1o8c71gmk,1,44.3,44.6,2025-05-17T14:46:31.906Z,2025-05-17T14:46:34Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5732694123,212,15.4,5732694125,213,1.59,5732694117,56,Back,5732694119,140,44.0,5732694121,141,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815747575,408,1,1,45,24,8eab5wbcnttsiosd1o8c71gmk,1,48.5,65.8,2025-05-17T14:46:37.265Z,2025-05-17T14:46:42Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5732694789,213,4.60,5732694781,56,Back,5732694783,140,47.0,5732694787,212,14.4,5732694785,141,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815747611,409,1,1,45,29,8eab5wbcnttsiosd1o8c71gmk,1,58.9,36.1,2025-05-17T14:46:42.593Z,2025-05-17T14:46:45Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5732694973,141,30.6,5732694969,56,Center,5732694971,140,66.7,5732694977,213,5.85,5732694975,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815747647,410,1,1,45,32,8eab5wbcnttsiosd1o8c71gmk,0,68.7,25.6,2025-05-17T14:46:45.425Z,2025-05-17T14:46:47Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5732695107,141,17.0,5732695105,140,79.4,5732695111,213,5.80,5732695109,212,12.7,5732695103,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815747713,366,1,1,45,37,2rdnn9p03qrmmv34tyx1nahpa,1,34.9,68.5,2025-05-17T14:46:50.381Z,2025-05-17T14:46:52Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5732695547,213,4.50,5732695545,212,7.4,5732695539,56,Back,5732695543,141,57.8,5732695541,140,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815747823,367,1,1,45,39,2rdnn9p03qrmmv34tyx1nahpa,1,34.6,58.1,2025-05-17T14:46:52.493Z,2025-05-17T14:47:07Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,1.0,5732696823,154,,5732696091,1,,5732696083,140,79.4,5732696087,212,51.2,5732696085,141,28.3,5732696089,213,5.88,5732696081,56,Center,5732696821,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815747829,368,15,1,45,45,2rdnn9p03qrmmv34tyx1nahpa,1,87.3,28.3,2025-05-17T14:46:58.253Z,2025-05-17T14:47:41Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5732696125,63,,5732696865,103,11.4,5732696655,20,,5732696871,147,44.4,5732696855,154,,5732696127,56,Center,5732696851,80,,5732696853,29,,5732696869,146,96.8,5732696903,233,411,5732696653,23,,5732696861,102,46.8,5732696857,55,,,367,,,,,,,,,,,,,,,,
2815747831,411,10,1,45,45,8eab5wbcnttsiosd1o8c71gmk,1,1.3,54.3,2025-05-17T14:46:58.353Z,2025-05-17T14:47:09Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5732696141,182,,5732696137,173,,5732697009,233,368,5732696787,179,,5732696143,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815747843,369,6,1,45,46,2rdnn9p03qrmmv34tyx1nahpa,1,94.2,38.8,2025-05-17T14:46:59.893Z,2025-05-17T14:47:04Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5732696411,233,412,5732696359,75,,5732696357,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815747855,412,6,1,45,46,8eab5wbcnttsiosd1o8c71gmk,0,5.8,61.2,2025-05-17T14:46:59.893Z,2025-05-17T14:54:55Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5732696321,56,Back,5732696417,233,369,5732696323,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815748547,370,1,1,46,20,2rdnn9p03qrmmv34tyx1nahpa,0,99.5,0.5,2025-05-17T14:47:34.015Z,2025-05-17T14:47:36Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5732699303,141,46.6,5732699295,155,,5732699297,224,,5732699307,213,1.96,5732699305,212,33.9,5732699293,6,,5732699291,2,,5732699309,1,,5732699301,140,87.1,5732699299,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815748593,413,12,1,46,24,8eab5wbcnttsiosd1o8c71gmk,1,6.1,57.0,2025-05-17T14:47:37.986Z,2025-05-17T14:47:40Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5732699503,56,Back,5732699507,141,27.0,5732699505,140,9.7,5732699541,15,,5732699511,213,4.90,5732699509,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815748613,371,13,1,46,25,2rdnn9p03qrmmv34tyx1nahpa,1,89.2,61.7,2025-05-17T14:47:38.685Z,2025-05-17T14:54:47Z,6yreepfqr0qh9o2mlglzkri6t,R. Riski,,,5732716543,102,58.7,5732715615,153,,5732716547,215,,5732716549,108,,5732716555,146,97.8,5732715609,25,,5732716541,83,,5732699617,17,,5732716559,230,99.0,5732716551,328,,5732716545,103,16.7,5732716553,458,,5732715611,20,5732716561,231,,5732716557,147,54.5,5732699619,56,Center,,,51.4,,,,,,,
2815748645,414,12,1,46,27,8eab5wbcnttsiosd1o8c71gmk,1,10.4,40.1,2025-05-17T14:47:40.513Z,2025-05-17T14:47:43Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5732699757,212,13.5,5732699755,141,29.7,5732699751,56,Back,5732699771,15,,5732699753,140,21.4,5732699759,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815748695,415,44,1,46,29,8eab5wbcnttsiosd1o8c71gmk,1,19.9,36.6,2025-05-17T14:47:42.429Z,2025-05-17T16:06:10Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5732699963,56,Back,5732699965,285,,5732700029,233,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815748663,372,44,1,46,29,2rdnn9p03qrmmv34tyx1nahpa,0,80.1,63.4,2025-05-17T14:47:42.430Z,2025-05-17T16:06:10Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5732699819,286,,5732699817,56,Center,5732700043,233,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815748699,416,12,1,46,29,8eab5wbcnttsiosd1o8c71gmk,1,21.4,29.7,2025-05-17T14:47:42.970Z,2025-05-17T14:47:49Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5732700005,212,17.7,5732700013,15,,5732700007,213,0.14,5732699999,56,Back,5732700003,141,33.3,5732700001,140,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815748789,373,1,1,46,34,2rdnn9p03qrmmv34tyx1nahpa,1,57.6,64.5,2025-05-17T14:47:47.645Z,2025-05-17T14:48:44Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5732700439,56,Back,5732700443,141,51.5,5732700441,140,30.4,5732700447,213,3.44,5732700445,212,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815748903,374,1,1,46,37,2rdnn9p03qrmmv34tyx1nahpa,1,30.8,51.3,2025-05-17T14:47:50.477Z,2025-05-17T14:47:56Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5732701011,213,1.21,5732701009,212,10.5,5732701003,56,Back,5732701005,140,34.3,5732701007,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815749033,375,1,1,46,49,2rdnn9p03qrmmv34tyx1nahpa,1,39.6,66.3,2025-05-17T14:48:02.637Z,2025-05-17T14:48:03Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5732701611,213,4.27,5732701609,212,11.3,5732701607,141,51.2,5732701605,140,35.0,5732701603,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815749163,376,1,1,46,50,2rdnn9p03qrmmv34tyx1nahpa,1,35.0,51.2,2025-05-17T14:48:03.293Z,2025-05-17T14:48:10Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5732702151,213,5.80,5732702145,141,43.7,5732702147,212,11.0,5732702141,56,Back,5732702143,140,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815749171,377,27,1,46,52,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-05-17T14:48:05.323Z,2025-05-17T14:48:11Z,,,,,5732702303,233,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815749141,417,27,1,46,52,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-05-17T14:48:05.323Z,2025-05-17T14:48:10Z,,,,,5732702027,53,5fvzbq3mstt7eatkjpodbvpm2,5732702245,233,377,5732702023,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815750639,378,28,1,48,17,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-05-17T14:49:30.124Z,2025-05-17T14:49:52Z,,,,,5732709107,55,377,5732710207,233,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815750501,418,28,1,48,17,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-05-17T14:49:30.124Z,2025-05-17T14:49:52Z,,,,,5732710191,233,378,5732708573,55,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815750709,380,1,1,48,23,2rdnn9p03qrmmv34tyx1nahpa,1,34.6,53.6,2025-05-17T14:49:36.462Z,2025-05-17T14:50:47Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5732711549,212,12.1,5732711543,56,Back,5732711551,213,4.79,5732711545,140,35.5,5732711547,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815750723,381,1,1,48,24,2rdnn9p03qrmmv34tyx1nahpa,1,42.0,18.4,2025-05-17T14:49:37.622Z,2025-05-17T14:50:41Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5732712901,212,31.8,5732712893,140,71.9,5732712889,56,Right,5732712897,141,11.1,5732712903,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815750725,382,1,1,48,25,2rdnn9p03qrmmv34tyx1nahpa,1,70.8,8.8,2025-05-17T14:49:38.750Z,2025-05-17T14:51:29Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5732717247,141,23.3,5732717245,140,59.0,5732717251,213,2.47,5732717249,212,15.8,5732717243,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815752689,411,1,1,48,27,2rdnn9p03qrmmv34tyx1nahpa,1,59.8,30.1,2025-05-17T14:49:40.797Z,2025-05-17T14:52:04Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5732720129,212,20.5,5732720125,140,51.6,5732720131,213,2.00,5732720127,141,57.5,5732720123,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815750775,383,1,1,48,32,2rdnn9p03qrmmv34tyx1nahpa,1,50.9,58.1,2025-05-17T14:49:45.134Z,2025-05-17T14:49:46Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5732709817,140,54.6,5732709815,56,Left,5732709823,213,1.31,5732709821,212,14.8,5732709819,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815750861,384,1,1,48,33,2rdnn9p03qrmmv34tyx1nahpa,1,54.6,79.1,2025-05-17T14:49:46.206Z,2025-05-17T14:49:51Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5732710183,213,0.60,5732710179,212,17.6,5732710169,56,Left,5732710173,140,68.4,5732710175,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815750897,385,1,1,48,38,2rdnn9p03qrmmv34tyx1nahpa,1,68.1,78.1,2025-05-17T14:49:51.646Z,2025-05-17T14:49:55Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5732710393,141,53.4,5732710397,213,4.10,5732710395,212,20.6,5732710389,56,Center,5732710391,140,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815750935,386,1,1,48,41,2rdnn9p03qrmmv34tyx1nahpa,1,57.1,53.7,2025-05-17T14:49:54.928Z,2025-05-17T14:49:57Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5732710617,141,26.7,5732710615,140,94.2,5732710623,1,,5732710613,56,Center,5732710621,213,5.84,5732710611,155,,5732710619,212,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815750979,387,1,1,48,44,2rdnn9p03qrmmv34tyx1nahpa,1,94.2,26.7,2025-05-17T14:49:57.454Z,2025-05-17T16:22:36Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,1.0,5732710875,140,84.4,5732710879,141,40.0,5732710883,212,13.7,5732711595,210,13,5732710885,213,2.42,5732710871,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815750985,388,13,1,48,47,2rdnn9p03qrmmv34tyx1nahpa,1,82.1,42.1,2025-05-17T14:50:00.862Z,2025-05-17T16:22:36Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5732710921,56,Center,5732711641,230,98.0,5732711235,20,,5732710917,22,,5733122321,18,,5732711631,215,,5732711629,103,33.3,5732711619,29,,5732711635,328,,5732711623,55,387,5732711645,231,47.7,5732711627,102,42.9,5732711617,84,,,,,,,,,,,,,,,,,,,
2815751057,389,5,1,48,50,2rdnn9p03qrmmv34tyx1nahpa,0,101.0,39.8,2025-05-17T14:50:03.742Z,2025-05-17T14:55:06Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5732711269,233,420,5732711223,346,,5732711217,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815751035,420,5,1,48,50,8eab5wbcnttsiosd1o8c71gmk,1,-1.0,60.2,2025-05-17T14:50:03.742Z,2025-05-17T14:55:06Z,524qf48twiwfk14oxmwsxj2tw,D. Legbo,,,5732711119,56,Back,5732711261,233,389,5732711121,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815751587,421,1,1,49,24,8eab5wbcnttsiosd1o8c71gmk,0,5.5,58.7,2025-05-17T14:50:37.187Z,2025-05-17T14:50:42Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5732713761,212,62.7,5732713755,56,Center,5732713757,140,65.2,5732713769,74,,5732713753,124,,5732713765,1,,5732713759,141,61.8,5732713763,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815751577,390,44,1,49,26,2rdnn9p03qrmmv34tyx1nahpa,1,33.2,38.8,2025-05-17T14:50:39.886Z,2025-05-17T16:06:10Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5732713709,285,,5732713707,56,Back,5732713895,233,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815751593,422,44,1,49,26,8eab5wbcnttsiosd1o8c71gmk,0,66.8,61.2,2025-05-17T14:50:39.887Z,2025-05-17T16:06:10Z,5fvzbq3mstt7eatkjpodbvpm2,J. Botué,,,5732713793,286,,5732713927,233,390,5732713789,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815751579,391,12,1,49,27,2rdnn9p03qrmmv34tyx1nahpa,1,30.4,39.8,2025-05-17T14:50:40.142Z,2025-05-17T14:50:44Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5732713719,213,6.04,5732713711,56,Back,5732713739,15,,5732713713,140,46.8,5732713717,212,17.7,5732713715,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815751611,423,61,1,49,27,8eab5wbcnttsiosd1o8c71gmk,1,67.7,63.2,2025-05-17T14:50:40.649Z,2025-05-17T14:52:25Z,5fvzbq3mstt7eatkjpodbvpm2,J. Botué,,,5732713871,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815751641,424,43,1,49,30,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-05-17T14:50:43.634Z,2025-05-17T14:52:31Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5732713963,56,Center,5732722075,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815751657,392,1,1,49,30,2rdnn9p03qrmmv34tyx1nahpa,0,46.9,33.6,2025-05-17T14:50:43.758Z,2025-05-17T14:50:44Z,6yreepfqr0qh9o2mlglzkri6t,R. Riski,,,5732714059,141,32.5,5732714063,213,3.25,5732714061,212,6.9,5732714057,140,40.4,5732714055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815751801,425,1,1,49,33,8eab5wbcnttsiosd1o8c71gmk,1,71.7,73.8,2025-05-17T14:50:46.994Z,2025-05-17T14:50:51Z,5fvzbq3mstt7eatkjpodbvpm2,J. Botué,,,5732714629,141,87.5,5732714633,213,1.08,5732714625,56,Left,5732714631,212,10.5,5732714627,140,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815751833,426,1,1,49,38,8eab5wbcnttsiosd1o8c71gmk,1,90.9,85.7,2025-05-17T14:50:51.762Z,2025-05-17T14:50:55Z,524qf48twiwfk14oxmwsxj2tw,D. Legbo,,,5732714813,56,Left,5732714817,141,81.8,5732714815,140,87.0,5732714819,212,4.9,5732714821,213,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815751839,427,50,1,49,42,8eab5wbcnttsiosd1o8c71gmk,1,83.9,83.8,2025-05-17T14:50:55.252Z,2025-05-17T16:05:47Z,5fvzbq3mstt7eatkjpodbvpm2,J. Botué,,,5732714845,286,,5732714993,233,393,5732714843,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815751849,393,7,1,49,42,2rdnn9p03qrmmv34tyx1nahpa,1,16.1,16.2,2025-05-17T14:50:55.253Z,2025-05-17T16:05:47Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5732714975,233,427,5732714905,56,Back,5732714907,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815751879,395,1,1,49,43,2rdnn9p03qrmmv34tyx1nahpa,0,19.8,15.9,2025-05-17T14:50:56.975Z,2025-05-17T14:50:58Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5732715073,141,26.4,5732715069,56,Back,5732715071,140,38.1,5732715077,213,0.36,5732715075,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815751929,428,1,1,49,46,8eab5wbcnttsiosd1o8c71gmk,1,63.7,77.6,2025-05-17T14:50:59.922Z,2025-05-17T14:51:01Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5732715277,141,85.7,5732715275,140,73.3,5732715281,213,0.50,5732715279,212,11.5,5732715273,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815751943,430,61,1,49,48,8eab5wbcnttsiosd1o8c71gmk,0,73.0,85.3,2025-05-17T14:51:01.227Z,2025-05-17T14:54:13Z,5fvzbq3mstt7eatkjpodbvpm2,J. Botué,,,5732715319,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815755535,415,1,1,49,48,2rdnn9p03qrmmv34tyx1nahpa,1,35.5,25.6,2025-05-17T14:51:01.270Z,2025-05-17T14:54:50Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5732731529,213,1.87,5732731521,56,Back,5732731523,140,33.6,5732731525,141,35.2,5732731527,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815751961,396,1,1,49,49,2rdnn9p03qrmmv34tyx1nahpa,1,32.1,34.6,2025-05-17T14:51:02.806Z,2025-05-17T14:53:17Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5732715381,141,47.0,5732715377,56,Back,5732715379,140,37.2,5732715383,212,10.0,5732715385,213,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815752011,398,1,1,49,50,2rdnn9p03qrmmv34tyx1nahpa,1,37.2,47.0,2025-05-17T14:51:03.902Z,2025-05-17T14:51:07Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5732715581,141,59.0,5732715577,56,Center,5732715579,140,51.1,5732715583,212,16.7,5732715585,213,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
