id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2815749543,323,44,1,48,10,8sy0cxovuxo76tuoas3uo55xj,1,64.8,66.1,2025-05-17T14:48:29.837Z,2025-05-17T14:52:55Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5732704053,233,453,5732703917,286,,5732703915,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815749557,453,44,1,48,10,303582z192rnbr2x28o2t7u38,0,35.2,33.9,2025-05-17T14:48:29.838Z,2025-05-17T14:52:56Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5732704085,233,323,5732703975,285,,5732703973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815749609,324,1,1,48,10,8sy0cxovuxo76tuoas3uo55xj,1,66.5,65.2,2025-05-17T14:48:30.444Z,2025-05-17T14:48:33Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5732704187,213,0.91,5732704183,141,80.3,5732704185,212,13.0,5732704181,140,74.1,5732704179,56,Left,5732704177,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815749625,325,1,1,48,13,8sy0cxovuxo76tuoas3uo55xj,0,74.7,85.3,2025-05-17T14:48:33.132Z,2025-05-17T14:48:34Z,1ds8j4s1h4fydkkhl9qe9l5yi,C. Edlund,,,5732704263,236,,5732704237,140,73.4,5732704243,213,3.93,5732704265,233,454,5732704235,56,Left,5732704239,141,83.3,5732704241,212,1.9,5732704269,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815749619,454,74,1,48,13,303582z192rnbr2x28o2t7u38,1,35.6,13.7,2025-05-17T14:48:33.133Z,2025-05-17T14:52:57Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5732704345,233,325,5732704211,56,Back,5732704213,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815749651,326,1,1,48,15,8sy0cxovuxo76tuoas3uo55xj,1,74.5,89.0,2025-05-17T14:48:34.749Z,2025-05-17T14:48:36Z,1ds8j4s1h4fydkkhl9qe9l5yi,C. Edlund,,,5732704365,140,67.0,5732704369,212,8.0,5732704367,141,87.1,5732704363,56,Left,5732704371,213,3.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815749669,327,1,1,48,16,8sy0cxovuxo76tuoas3uo55xj,0,67.0,87.1,2025-05-17T14:48:35.868Z,2025-05-17T14:48:37Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5732704475,141,81.8,5732704473,140,68.7,5732704471,56,Left,5732704477,212,4.0,5732704479,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815749691,328,4,1,48,18,8sy0cxovuxo76tuoas3uo55xj,1,66.2,84.6,2025-05-17T14:48:38.029Z,2025-05-17T14:48:43Z,,,,,5732704767,152,,5732704763,10,,5732704781,233,455,5732704765,56,Left,5732704769,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815749683,455,4,1,48,18,303582z192rnbr2x28o2t7u38,0,33.8,15.4,2025-05-17T14:48:38.030Z,2025-05-17T14:48:43Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5732704815,233,328,5732704645,56,Back,5732704641,10,,5732704653,285,,5732704649,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815750283,329,1,1,48,49,8sy0cxovuxo76tuoas3uo55xj,0,75.7,92.0,2025-05-17T14:49:09.053Z,2025-05-17T14:52:55Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5732707455,213,5.07,5732707451,141,48.2,5732707447,140,86.4,5732707443,56,Center,5732707437,5,,5732707439,155,,5732707453,212,31.8,5732707441,152,,5732707435,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815750269,456,44,1,48,52,303582z192rnbr2x28o2t7u38,1,11.9,55.0,2025-05-17T14:49:11.638Z,2025-05-17T15:23:12Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5732707377,56,Back,5732707525,233,330,5732707379,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815750287,330,44,1,48,52,8sy0cxovuxo76tuoas3uo55xj,0,88.1,45.0,2025-05-17T14:49:11.639Z,2025-05-17T14:52:56Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5732707469,286,,5732707489,233,456,5732707467,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815753939,459,12,1,48,53,303582z192rnbr2x28o2t7u38,1,8.8,71.8,2025-05-17T14:49:12.461Z,2025-05-17T14:53:29Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5732724653,15,,5732724389,56,Back,5732724397,213,2.48,5732724395,212,10.6,5732724393,141,81.4,5732724391,140,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815750303,331,43,1,48,54,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-05-17T14:49:14.445Z,2025-05-17T14:53:01Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5732707605,141,34.6,5732707601,56,Center,5732707603,140,100.0,5732707607,212,18.4,5732707597,3,0,5732724529,144,1,5732707599,168,0,5732707609,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815750311,332,43,1,48,55,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-05-17T14:49:15.029Z,2025-05-17T14:53:03Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5732707637,346,0,5732707635,56,Center,5732724743,144,5,5732707651,233,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815750295,457,43,1,48,57,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-05-17T14:49:16.483Z,2025-05-17T14:53:04Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5732707571,56,Back,5732707573,346,0,5732724851,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815750413,334,30,1,49,5,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-05-17T14:49:25.043Z,2025-05-17T14:49:25Z,,,,,5732708123,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815750407,458,30,1,49,5,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-05-17T14:49:25.043Z,2025-05-17T14:49:25Z,,,,,5732708099,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815766111,335,43,2,45,0,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-05-17T15:05:41.170Z,2025-05-17T15:06:21Z,,,,,5732785125,144,32,5732780697,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815766097,460,43,2,45,0,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-05-17T15:05:41.170Z,2025-05-17T15:06:10Z,,,,,5732783959,144,32,5732780623,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815768367,336,32,2,45,0,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-05-17T15:07:31.073Z,2025-05-17T15:07:31Z,,,,,5732791669,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815768381,461,32,2,45,0,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-05-17T15:07:31.073Z,2025-05-17T15:07:34Z,,,,,5732791733,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815768455,337,1,2,45,0,8sy0cxovuxo76tuoas3uo55xj,1,49.8,49.9,2025-05-17T15:07:31.074Z,2025-05-17T15:07:35Z,1ds8j4s1h4fydkkhl9qe9l5yi,C. Edlund,,,5732792077,141,44.6,5732792073,56,Back,5732792083,279,S,5732792075,140,32.4,5732792079,212,18.6,5732792081,213,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815768489,338,1,2,45,2,8sy0cxovuxo76tuoas3uo55xj,0,32.6,45.1,2025-05-17T15:07:33.394Z,2025-05-17T15:07:36Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5732792215,213,0.31,5732792211,141,63.6,5732792207,56,Center,5732792209,140,70.3,5732792213,212,41.5,5732792217,1,,5732792205,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815768519,462,12,2,45,6,303582z192rnbr2x28o2t7u38,1,22.5,35.8,2025-05-17T15:07:37.841Z,2025-05-17T15:07:45Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5732792371,212,16.0,5732792373,213,0.32,5732792369,141,43.1,5732792367,140,37.0,5732792365,56,Back,5732792385,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815768985,339,1,2,45,8,8sy0cxovuxo76tuoas3uo55xj,1,59.3,62.3,2025-05-17T15:07:39.937Z,2025-05-17T15:09:22Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5732794673,213,0.24,5732794657,56,Center,5732794669,212,5.7,5732794661,140,64.6,5732794665,141,64.3,5732794655,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815769535,343,1,2,45,10,8sy0cxovuxo76tuoas3uo55xj,1,63.7,55.4,2025-05-17T15:07:41.960Z,2025-05-17T15:10:47Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,1.0,,5732811423,210,15,5732808049,140,71.1,5732808045,3,,5732808053,212,7.8,5732808047,56,Center,5732808051,141,57.0,5732808055,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815768989,340,15,2,45,13,8sy0cxovuxo76tuoas3uo55xj,1,70.1,51.7,2025-05-17T15:07:44.551Z,2025-05-17T15:10:48Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5732811463,29,,5732794703,56,Center,5732811473,215,,5732795835,20,,5732794701,18,,5732811475,146,98.1,5732811471,103,6.3,5732794699,22,,5732811465,55,343,5732811461,80,5732811477,147,50.7,5732811591,233,463,5732811469,102,47.2,,,,,,,,,,,,,,,,,,
2815768665,463,10,2,45,13,303582z192rnbr2x28o2t7u38,1,1.7,54.0,2025-05-17T15:07:44.651Z,2025-05-17T15:10:49Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5732793073,182,,5732793069,178,,5732811629,233,340,5732793063,173,,5732793079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815769003,341,6,2,45,17,8sy0cxovuxo76tuoas3uo55xj,1,88.6,41.0,2025-05-17T15:07:48.948Z,2025-05-17T15:23:06Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5732795019,73,,5732795059,233,464,5732794993,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815768747,464,6,2,45,17,303582z192rnbr2x28o2t7u38,0,11.4,59.0,2025-05-17T15:07:48.948Z,2025-05-17T15:23:06Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5732793457,56,Back,5732795103,233,341,5732793459,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815769519,342,1,2,45,54,8sy0cxovuxo76tuoas3uo55xj,0,99.9,0.4,2025-05-17T15:08:25.424Z,2025-05-17T15:11:10Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5732797123,213,1.67,5732797111,155,,5732797115,56,Center,5732797119,141,47.5,5732797107,2,,5732797121,212,32.2,5732797125,1,,5732797117,140,96.9,5732797109,6,,5732797113,223,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815769531,465,44,2,45,55,303582z192rnbr2x28o2t7u38,1,6.6,60.7,2025-05-17T15:08:26.373Z,2025-05-17T15:23:12Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5732813819,233,355,5732797183,285,,5732797181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815771567,355,44,2,45,55,8sy0cxovuxo76tuoas3uo55xj,0,93.4,39.3,2025-05-17T15:08:26.374Z,2025-05-17T15:23:13Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5732813769,56,Center,5732813849,233,465,5732813771,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815769541,466,12,2,45,55,303582z192rnbr2x28o2t7u38,1,2.4,65.5,2025-05-17T15:08:26.701Z,2025-05-17T15:08:59Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5732797227,213,5.43,5732797221,140,18.2,5732797225,212,25.2,5732797223,141,37.6,5732797237,15,,5732797219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815769763,344,1,2,46,3,8sy0cxovuxo76tuoas3uo55xj,1,78.3,85.0,2025-05-17T15:08:34.464Z,2025-05-17T15:08:37Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,,5732798267,140,72.8,5732798271,212,6.1,5732798265,56,Left,5732798273,213,3.47,5732798269,141,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815769895,345,1,2,46,6,8sy0cxovuxo76tuoas3uo55xj,1,72.8,82.0,2025-05-17T15:08:37.712Z,2025-05-17T15:08:42Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5732798887,141,29.4,5732798883,56,Center,5732798891,213,5.29,5732798895,1,,5732798885,140,94.9,5732798879,2,,5732798881,155,,5732798889,212,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815769995,346,1,2,46,7,8sy0cxovuxo76tuoas3uo55xj,1,94.9,29.4,2025-05-17T15:08:39.048Z,2025-05-17T15:09:28Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,1.0,,5732799379,213,2.09,5732803405,154,,5732799375,141,42.5,5732799371,56,Center,5732799369,3,,5732803403,210,13,5732799373,140,90.1,5732799377,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815770003,347,13,2,46,8,8sy0cxovuxo76tuoas3uo55xj,1,87.5,46.8,2025-05-17T15:08:39.937Z,2025-05-17T15:12:01Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5732800401,20,,5732803443,102,50.3,5732799399,22,,5732803459,230,98.5,5732803433,154,,5732803429,74,,5732799403,56,Center,5732803447,108,,5732799401,17,,5732803463,231,5732803437,55,346,5732803453,328,,5732803445,103,83.3,5732803431,29,,,,,,,,,,,49.6,,,,,
2815770039,348,5,2,46,9,8sy0cxovuxo76tuoas3uo55xj,0,101.4,37.4,2025-05-17T15:08:40.568Z,2025-05-17T16:06:54Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5732799549,56,Center,5732802273,233,467,5732799551,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815769875,467,5,2,46,9,303582z192rnbr2x28o2t7u38,1,-1.4,62.6,2025-05-17T15:08:40.568Z,2025-05-17T16:06:53Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5732802217,233,348,5732798761,56,Back,5732798763,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815770277,468,1,2,46,30,303582z192rnbr2x28o2t7u38,1,5.4,46.3,2025-05-17T15:09:01.573Z,2025-05-17T15:09:02Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5732800783,237,,5732800769,124,,5732800777,212,15.6,5732800773,140,13.6,5732800779,213,0.99,5732800771,56,Back,5732800775,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815770377,469,1,2,46,31,303582z192rnbr2x28o2t7u38,1,13.6,66.0,2025-05-17T15:09:02.682Z,2025-05-17T15:09:05Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5732801191,1,,5732801183,140,39.9,5732801187,212,48.1,5732801189,213,5.32,5732801185,141,8.0,5732801181,56,Back,5732801179,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815770407,470,1,2,46,34,303582z192rnbr2x28o2t7u38,1,41.1,6.1,2025-05-17T15:09:05.369Z,2025-05-17T15:09:06Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5732801399,141,9.1,5732801397,140,56.0,5732801395,56,Right,5732801403,213,0.13,5732801401,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815770451,471,1,2,46,35,303582z192rnbr2x28o2t7u38,0,56.0,9.1,2025-05-17T15:09:06.806Z,2025-05-17T15:09:09Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5732801647,140,80.0,5732801645,56,Right,5732801651,212,25.2,5732801653,213,0.03,5732801649,141,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815770469,349,8,2,46,39,8sy0cxovuxo76tuoas3uo55xj,1,27.4,87.7,2025-05-17T15:09:10.642Z,2025-05-17T15:09:10Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5732801749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815770479,350,5,2,46,40,8sy0cxovuxo76tuoas3uo55xj,0,29.6,101.6,2025-05-17T15:09:11.296Z,2025-05-17T15:09:14Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5732801785,347,,5732801783,56,Back,5732801957,233,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815770503,472,5,2,46,40,303582z192rnbr2x28o2t7u38,1,70.4,-1.5,2025-05-17T15:09:11.296Z,2025-05-17T16:06:54Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5732801919,233,350,5732801893,347,,5732801887,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815770877,473,1,2,46,57,303582z192rnbr2x28o2t7u38,1,72.2,0.0,2025-05-17T15:09:28.893Z,2025-05-17T15:09:32Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5732803667,140,71.1,5732803663,107,,5732803671,212,14.3,5732803665,56,Right,5732803673,213,1.65,5732803669,141,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815770885,474,1,2,47,1,303582z192rnbr2x28o2t7u38,0,72.9,11.7,2025-05-17T15:09:32.658Z,2025-05-17T15:09:33Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5732803729,141,0.0,5732803733,213,3.93,5732803731,212,11.4,5732803727,140,65.3,5732803725,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815770893,475,43,2,47,2,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-05-17T15:09:33.267Z,2025-05-17T15:09:39Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5732804387,144,5,5732803771,347,0,5732803769,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815770965,476,1,2,47,4,303582z192rnbr2x28o2t7u38,0,66.4,1.4,2025-05-17T15:09:35.126Z,2025-05-17T15:09:38Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5732804169,212,19.0,5732804171,213,0.12,5732804167,141,4.7,5732804165,140,84.4,5732804163,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815770993,351,12,2,47,7,8sy0cxovuxo76tuoas3uo55xj,1,12.3,95.3,2025-05-17T15:09:38.890Z,2025-05-17T15:09:40Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5732804359,141,100.0,5732804363,213,0.30,5732804361,212,13.6,5732804447,167,,5732804355,56,Back,5732804357,140,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815771003,352,5,2,47,8,8sy0cxovuxo76tuoas3uo55xj,0,30.4,101.6,2025-05-17T15:09:39.529Z,2025-05-17T16:06:55Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5732804419,56,Back,5732804791,233,477,5732804421,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815771063,477,5,2,47,8,303582z192rnbr2x28o2t7u38,1,69.6,-1.6,2025-05-17T15:09:39.529Z,2025-05-17T16:06:54Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5732804713,347,,5732804711,56,Right,5732804735,233,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815771163,478,1,2,47,12,303582z192rnbr2x28o2t7u38,1,61.5,0.0,2025-05-17T15:09:43.937Z,2025-05-17T15:09:48Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5732805149,56,Right,5732805151,140,51.1,5732805155,212,14.5,5732805153,141,12.0,5732805157,213,2.42,5732805147,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815771175,479,1,2,47,15,303582z192rnbr2x28o2t7u38,1,55.0,12.5,2025-05-17T15:09:46.311Z,2025-05-17T15:09:48Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5732805223,213,1.74,5732805215,56,Center,5732805219,141,34.6,5732805221,212,15.3,5732805217,140,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815771207,480,1,2,47,16,303582z192rnbr2x28o2t7u38,1,51.5,35.8,2025-05-17T15:09:47.592Z,2025-05-17T15:09:50Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5732805411,213,1.38,5732805407,141,64.0,5732805403,56,Center,5732805409,212,19.5,5732805405,140,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815771405,481,1,2,47,19,303582z192rnbr2x28o2t7u38,1,60.0,64.6,2025-05-17T15:09:50.794Z,2025-05-17T15:10:00Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5732806335,212,26.0,5732806331,140,77.6,5732806333,141,91.5,5732806337,213,0.78,5732806327,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815771417,482,1,2,47,29,303582z192rnbr2x28o2t7u38,0,97.2,84.4,2025-05-17T15:10:00.620Z,2025-05-17T15:10:03Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5732806385,2,,5732806579,286,,5732806575,233,353,5732806393,140,97.3,5732806397,212,2.5,5732806389,155,,5732806399,213,4.76,5732806573,236,,5732806395,141,80.8,5732806391,56,,,,,,,,,,,,,,,,,,,,,,Left,,,,,
2815771457,353,12,2,47,29,8sy0cxovuxo76tuoas3uo55xj,1,2.8,14.1,2025-05-17T15:10:00.720Z,2025-05-17T15:10:03Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5732806523,185,,5732806525,56,Back,5732806657,233,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815771475,354,6,2,47,30,8sy0cxovuxo76tuoas3uo55xj,0,2.8,16.0,2025-05-17T15:10:01.297Z,2025-05-17T15:23:07Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5732806749,73,,5732806869,233,483,5732806745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815771431,483,6,2,47,30,303582z192rnbr2x28o2t7u38,1,97.2,84.0,2025-05-17T15:10:01.297Z,2025-05-17T15:23:07Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5732806489,56,Left,5732806493,73,,5732806835,233,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815771999,484,1,2,47,55,303582z192rnbr2x28o2t7u38,0,99.5,99.5,2025-05-17T15:10:27.036Z,2025-05-17T15:10:30Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5732809297,212,36.5,5732809271,6,,5732809265,2,,5732809283,224,,5732809287,56,Center,5732809299,213,4.41,5732809295,141,48.2,5732809277,155,,5732809291,140,89.2,5732809301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815772017,356,12,2,47,59,8sy0cxovuxo76tuoas3uo55xj,1,4.3,52.1,2025-05-17T15:10:30.240Z,2025-05-17T15:10:48Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5732809329,56,Back,5732809365,15,,5732809331,140,18.2,5732809335,212,31.9,5732809333,141,10.4,5732809337,213,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815772155,485,1,2,48,3,303582z192rnbr2x28o2t7u38,1,85.2,89.4,2025-05-17T15:10:34.331Z,2025-05-17T15:10:36Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5732810033,212,19.6,5732810035,213,3.27,5732810031,141,85.6,5732810027,56,Left,5732810029,140,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815772227,486,1,2,48,4,303582z192rnbr2x28o2t7u38,1,63.3,84.7,2025-05-17T15:10:36.034Z,2025-05-17T15:10:38Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5732810445,212,16.8,5732810441,141,64.9,5732810449,213,4.07,5732810435,56,Center,5732810437,140,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815772313,487,1,2,48,7,303582z192rnbr2x28o2t7u38,1,49.6,62.9,2025-05-17T15:10:38.689Z,2025-05-17T15:10:42Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5732810869,56,Back,5732810877,213,3.20,5732810875,212,29.5,5732810871,140,21.6,5732810873,141,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
