id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/11/value,qualifier/15/value,qualifier/16/value
2817842549,511,1,2,48,38,ajtb177oqwawkdwbqhldmq6mx,0,53.4,23.9,2025-05-22T18:08:20.993Z,2025-05-22T18:08:21Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5744272005,212,25.7,5744272003,141,40.3,5744271997,3,,5744272007,213,0.45,5744272001,140,75.5,5744271999,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842569,512,83,2,48,41,ajtb177oqwawkdwbqhldmq6mx,0,70.8,38.9,2025-05-22T18:08:23.089Z,2025-05-22T18:08:26Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5744272213,399,duvhbifjh37mvlm46akiy431m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842581,462,1,2,48,41,bd4qakf7j0wwie8wke9km7uj8,0,24.1,69.9,2025-05-22T18:08:23.856Z,2025-05-22T18:08:25Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5744272201,141,77.6,5744272207,1,,5744272197,56,Back,5744272203,212,5.6,5744272205,213,1.22,5744272195,157,,5744272199,140,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842591,513,43,2,48,44,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-05-22T18:08:26.850Z,2025-05-22T18:08:31Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5744272345,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842609,514,61,2,48,46,ajtb177oqwawkdwbqhldmq6mx,0,75.6,24.3,2025-05-22T18:08:28.745Z,2025-05-22T18:08:28Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5744272293,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842623,463,5,2,48,47,bd4qakf7j0wwie8wke9km7uj8,1,18.4,101.1,2025-05-22T18:08:29.402Z,2025-05-22T19:09:51Z,em0yawcqyqwf53hbj0zlz4duc,A. Halsgaard,,,5744272349,347,,5744272347,56,Back,5744272365,233,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842613,515,5,2,48,47,ajtb177oqwawkdwbqhldmq6mx,0,81.6,-1.1,2025-05-22T18:08:29.402Z,2025-05-22T19:09:51Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5744272371,233,463,5744272313,347,,5744272311,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842677,464,1,2,48,57,bd4qakf7j0wwie8wke9km7uj8,0,17.7,100.0,2025-05-22T18:08:39.808Z,2025-05-22T18:08:46Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5744272687,212,53.5,5744272681,56,Left,5744272679,107,,5744272685,141,95.6,5744272689,213,6.21,5744272683,140,68.5,5744272691,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842689,517,1,2,49,4,ajtb177oqwawkdwbqhldmq6mx,1,25.7,7.0,2025-05-22T18:08:46.618Z,2025-05-22T18:08:49Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5744272747,212,21.6,5744272743,141,33.0,5744272735,56,Back,5744272753,213,2.19,5744272739,140,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842721,518,1,2,49,7,ajtb177oqwawkdwbqhldmq6mx,1,19.5,32.7,2025-05-22T18:08:49.489Z,2025-05-22T18:08:59Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5744272935,56,Back,5744272937,140,20.9,5744272939,141,49.0,5744272941,212,11.2,5744272943,213,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842725,519,1,2,49,16,ajtb177oqwawkdwbqhldmq6mx,1,31.8,61.8,2025-05-22T18:08:58.881Z,2025-05-22T18:08:59Z,9213debwtuph6cjborx73sx78,O. Søe,,,5744272963,141,46.0,5744272965,212,15.2,5744272959,56,Back,5744272961,140,21.6,5744272967,213,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842731,520,1,2,49,17,ajtb177oqwawkdwbqhldmq6mx,1,21.6,46.0,2025-05-22T18:08:59.569Z,2025-05-22T18:09:01Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5744272995,141,61.4,5744272997,212,12.6,5744272999,213,0.98,5744272991,56,Back,5744272993,140,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842755,522,51,2,49,18,ajtb177oqwawkdwbqhldmq6mx,1,22.6,65.8,2025-05-22T18:09:00.282Z,2025-05-22T19:18:15Z,9213debwtuph6cjborx73sx78,O. Søe,,,5744273159,169,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842735,521,1,2,49,18,ajtb177oqwawkdwbqhldmq6mx,0,28.3,61.4,2025-05-22T18:09:00.777Z,2025-05-22T18:09:03Z,9213debwtuph6cjborx73sx78,O. Søe,,,5744273045,286,,5744273025,213,1.26,5744273039,236,,5744273023,212,2.4,5744273019,140,29.0,5744273041,233,465,5744273021,141,64.8,5744273017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842737,465,74,2,49,18,bd4qakf7j0wwie8wke9km7uj8,1,57.5,31.5,2025-05-22T18:09:00.778Z,2025-05-22T19:07:05Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,1.0,,5744273049,233,521,5744273033,285,,5744273031,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842759,467,13,2,49,24,bd4qakf7j0wwie8wke9km7uj8,1,72.5,33.1,2025-05-22T18:09:06.704Z,2025-05-23T16:01:05Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5744273161,22,,5744273419,55,465,5744273415,75,,5744273423,102,38.3,5744273163,18,,5744273417,29,,5744273431,231,45.3,5744273429,230,92.9,5744273425,103,27.8,5744414871,468,522,5744273165,56,5744273277,20,Center,5744273427,215,,,,,,,,,,,,,,,,,
2817842781,468,5,2,49,26,bd4qakf7j0wwie8wke9km7uj8,0,100.9,40.2,2025-05-22T18:09:08.537Z,2025-05-22T19:09:52Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5744273275,346,,5744273273,56,Center,5744273743,233,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842841,523,5,2,49,26,ajtb177oqwawkdwbqhldmq6mx,1,-0.9,59.8,2025-05-22T18:09:08.537Z,2025-05-22T19:09:52Z,9213debwtuph6cjborx73sx78,O. Søe,,,5744273725,233,468,5744273647,346,,5744273643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842851,524,1,2,49,40,ajtb177oqwawkdwbqhldmq6mx,0,4.3,56.0,2025-05-22T18:09:22.721Z,2025-05-22T19:18:18Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5744290741,189,,5744273701,1,,5744273691,56,Left,5744273697,212,51.4,5744273689,124,,5744273703,74,,5744273699,213,0.32,5744273693,140,50.8,5744273695,141,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817845957,568,1,2,49,42,bd4qakf7j0wwie8wke9km7uj8,1,61.7,18.8,2025-05-22T18:09:24.815Z,2025-05-22T18:20:24Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5744292979,212,4.6,5744292973,56,Right,5744292975,140,62.1,5744292981,213,4.80,5744292977,141,12.1,5744293025,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817845959,569,1,2,49,42,bd4qakf7j0wwie8wke9km7uj8,1,57.3,11.9,2025-05-22T18:09:25.031Z,2025-05-22T18:21:28Z,e0nkqbugb4xkpluu5e42zf2ms,F. Engqvist,,,5744294095,140,55.6,5744294099,212,5.5,5744294093,56,Right,5744294101,213,1.90,5744294097,141,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842867,469,1,2,49,44,bd4qakf7j0wwie8wke9km7uj8,1,60.2,27.0,2025-05-22T18:09:26.495Z,2025-05-22T18:21:00Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5744273819,213,5.26,5744273817,212,9.9,5744273813,140,65.1,5744273811,56,Right,5744273815,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842899,471,1,2,49,45,bd4qakf7j0wwie8wke9km7uj8,1,65.1,14.4,2025-05-22T18:09:27.840Z,2025-05-22T19:18:21Z,e0nkqbugb4xkpluu5e42zf2ms,F. Engqvist,,,5744273981,212,19.9,5744273983,213,0.07,5744273975,56,Right,5744273977,140,84.0,5744273979,141,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842901,472,61,2,49,52,bd4qakf7j0wwie8wke9km7uj8,0,92.6,17.6,2025-05-22T18:09:34.383Z,2025-05-22T18:09:35Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5744273987,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842905,473,5,2,49,53,bd4qakf7j0wwie8wke9km7uj8,0,100.7,19.7,2025-05-22T18:09:35.569Z,2025-05-22T19:09:53Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5744274229,233,525,5744274003,56,Right,5744274005,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842943,525,5,2,49,53,ajtb177oqwawkdwbqhldmq6mx,1,-0.7,80.3,2025-05-22T18:09:35.569Z,2025-05-22T19:09:53Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5744274215,346,,5744274213,56,Back,5744274217,233,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842957,526,1,2,50,4,ajtb177oqwawkdwbqhldmq6mx,1,4.1,39.4,2025-05-22T18:09:46.801Z,2025-05-22T18:09:51Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5744274287,237,,5744274281,212,10.3,5744274275,56,Back,5744274273,124,,5744274279,141,54.6,5744274283,213,1.52,5744274277,140,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817842999,527,1,2,50,9,ajtb177oqwawkdwbqhldmq6mx,0,5.5,49.9,2025-05-22T18:09:51.185Z,2025-05-22T18:09:57Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5744274529,140,60.1,5744274533,212,57.3,5744274525,157,,5744274535,213,6.26,5744274531,141,47.9,5744274537,1,,5744274527,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843039,475,1,2,50,16,bd4qakf7j0wwie8wke9km7uj8,1,31.1,60.0,2025-05-22T18:09:58.375Z,2025-05-22T18:10:02Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5744274779,141,43.1,5744274777,140,33.7,5744274775,56,Back,5744274781,212,11.8,5744274783,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843047,476,1,2,50,20,bd4qakf7j0wwie8wke9km7uj8,1,31.8,46.0,2025-05-22T18:10:02.119Z,2025-05-22T18:10:05Z,em0yawcqyqwf53hbj0zlz4duc,A. Halsgaard,,,5744274829,213,4.78,5744274823,140,33.5,5744274825,141,9.7,5744274827,212,24.7,5744274821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843065,477,1,2,50,23,bd4qakf7j0wwie8wke9km7uj8,1,33.5,9.7,2025-05-22T18:10:05.159Z,2025-05-22T18:10:07Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5744274907,56,Back,5744274909,140,44.9,5744274913,212,12.1,5744274917,213,6.12,5744274911,141,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843071,478,1,2,50,25,bd4qakf7j0wwie8wke9km7uj8,0,44.9,6.8,2025-05-22T18:10:07.311Z,2025-05-22T18:10:08Z,e0nkqbugb4xkpluu5e42zf2ms,F. Engqvist,,,5744274965,141,14.4,5744274969,213,2.23,5744274967,212,6.5,5744274963,140,41.1,5744274961,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843079,528,50,2,50,28,ajtb177oqwawkdwbqhldmq6mx,1,63.6,79.6,2025-05-22T18:10:10.737Z,2025-05-22T18:10:19Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5744275123,233,479,5744275015,286,,5744275013,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843095,479,7,2,50,28,bd4qakf7j0wwie8wke9km7uj8,0,36.4,20.4,2025-05-22T18:10:10.738Z,2025-05-23T16:02:38Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5744275069,285,,5744275067,56,Back,5744985883,178,,5744985933,383,,5744275097,233,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817970161,1064,1,2,50,29,ajtb177oqwawkdwbqhldmq6mx,1,65.9,84.1,2025-05-22T18:10:11.450Z,2025-05-23T16:02:31Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5744985817,56,Left,5744985821,141,83.6,5744985819,140,56.6,5744985825,213,3.18,5744985823,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843103,530,1,2,50,30,ajtb177oqwawkdwbqhldmq6mx,1,66.2,81.7,2025-05-22T18:10:12.408Z,2025-05-22T18:10:14Z,9213debwtuph6cjborx73sx78,O. Søe,,,5744275111,212,2.1,5744275113,213,3.14,5744275107,140,64.2,5744275109,141,81.7,5744275105,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843107,531,1,2,50,31,ajtb177oqwawkdwbqhldmq6mx,1,64.1,81.7,2025-05-22T18:10:13.881Z,2025-05-22T18:10:15Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5744275139,213,4.74,5744275137,212,11.7,5744275131,56,Center,5744275133,140,64.4,5744275135,141,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843111,532,1,2,50,32,ajtb177oqwawkdwbqhldmq6mx,1,64.4,64.5,2025-05-22T18:10:14.640Z,2025-05-22T18:10:16Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5744275151,213,2.13,5744275147,141,78.2,5744275145,140,58.9,5744275143,56,Center,5744275149,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843119,533,1,2,50,33,ajtb177oqwawkdwbqhldmq6mx,1,59.0,76.4,2025-05-22T18:10:15.889Z,2025-05-22T18:10:17Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5744275229,213,6.21,5744275223,140,69.2,5744275225,141,75.3,5744275227,212,10.7,5744275221,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843129,534,1,2,50,35,ajtb177oqwawkdwbqhldmq6mx,1,69.2,75.3,2025-05-22T18:10:17.640Z,2025-05-23T16:03:21Z,dja68kdmhtsm9x5zqzgtpqas4,T. Blidegn,,,5744275301,141,82.1,5744275297,56,Back,5744275303,212,21.4,5744986727,156,,5744275299,140,49.3,5744275305,213,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843145,535,1,2,50,37,ajtb177oqwawkdwbqhldmq6mx,1,49.1,82.0,2025-05-22T18:10:19.960Z,2025-05-22T18:10:22Z,9213debwtuph6cjborx73sx78,O. Søe,,,5744275389,140,51.0,5744275391,141,62.7,5744275387,56,Center,5744275395,213,4.86,5744275393,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843151,536,1,2,50,40,ajtb177oqwawkdwbqhldmq6mx,1,51.6,61.7,2025-05-22T18:10:22.760Z,2025-05-22T18:10:25Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5744275431,212,18.0,5744275427,140,68.7,5744275425,56,Center,5744275433,213,6.24,5744275429,141,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843185,537,1,2,50,43,ajtb177oqwawkdwbqhldmq6mx,1,68.6,61.8,2025-05-22T18:10:25.352Z,2025-05-22T18:10:29Z,dja68kdmhtsm9x5zqzgtpqas4,T. Blidegn,,,5744275611,140,77.3,5744275617,213,1.13,5744275615,212,21.2,5744275613,141,90.0,5744275609,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843187,538,1,2,50,46,ajtb177oqwawkdwbqhldmq6mx,1,81.8,95.7,2025-05-22T18:10:28.721Z,2025-05-23T16:03:36Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5744275637,213,4.91,5744986835,224,,5744275631,140,86.9,5744275625,2,,5744986837,72,,5744275635,212,27.4,5744275629,56,Center,5744275633,141,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817848329,750,61,2,50,46,ajtb177oqwawkdwbqhldmq6mx,0,89.0,59.7,2025-05-22T18:10:28.734Z,2025-05-23T16:04:03Z,x3ad9hfxts6jpfugy3kvq9d5,C. Björk,,,5744306087,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843203,480,12,2,50,47,bd4qakf7j0wwie8wke9km7uj8,1,11.9,62.4,2025-05-22T18:10:30.088Z,2025-05-22T18:10:32Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5744275739,56,Back,5744275745,212,20.7,5744275747,213,5.59,5744275743,141,43.0,5744275741,140,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843211,539,61,2,50,48,ajtb177oqwawkdwbqhldmq6mx,0,80.1,66.9,2025-05-22T18:10:31.056Z,2025-05-22T19:19:21Z,dja68kdmhtsm9x5zqzgtpqas4,T. Blidegn,,,5744275771,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843227,481,1,2,50,50,bd4qakf7j0wwie8wke9km7uj8,1,20.9,60.6,2025-05-22T18:10:32.735Z,2025-05-22T18:10:34Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5744275851,140,25.2,5744275857,213,0.54,5744275849,56,Back,5744275855,212,5.3,5744275853,141,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843241,482,1,2,50,52,bd4qakf7j0wwie8wke9km7uj8,1,25.2,64.6,2025-05-22T18:10:34.231Z,2025-05-23T16:04:22Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5744275895,56,Back,5744987613,156,,5744275899,141,53.6,5744275903,213,4.39,5744275897,140,22.8,5744275901,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843253,483,1,2,50,53,bd4qakf7j0wwie8wke9km7uj8,1,22.8,53.6,2025-05-22T18:10:35.304Z,2025-05-23T16:04:28Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5744275965,140,32.0,5744275963,56,Back,5744275969,212,22.0,5744275971,213,1.12,5744275967,141,82.7,5744987711,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843275,485,50,2,50,57,bd4qakf7j0wwie8wke9km7uj8,1,42.6,77.4,2025-05-22T18:10:39.415Z,2025-05-23T18:11:17Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5745139267,233,540,5744276069,56,Back,5744988385,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843293,540,7,2,50,57,ajtb177oqwawkdwbqhldmq6mx,0,57.4,22.6,2025-05-22T18:10:39.416Z,2025-05-23T18:11:16Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5745139249,233,485,5744988401,56,Center,5744988403,285,,5744988477,389,,5744988475,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843305,541,1,2,50,59,ajtb177oqwawkdwbqhldmq6mx,0,45.7,14.3,2025-05-22T18:10:42.006Z,2025-05-23T18:11:13Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5744988725,140,42.0,5744988729,212,4.6,5744988777,236,,5744276207,56,Back,5744988731,213,2.59,5744988727,141,17.8,5745139169,233,486,5744988779,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843299,486,74,2,50,59,bd4qakf7j0wwie8wke9km7uj8,1,49.6,83.4,2025-05-22T18:10:42.007Z,2025-05-23T18:11:14Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5744276159,285,,5744276157,56,Back,5745139177,233,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843301,487,5,2,51,0,bd4qakf7j0wwie8wke9km7uj8,0,53.2,101.8,2025-05-22T18:10:43.015Z,2025-05-22T19:09:54Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5744276165,56,Left,5744276167,347,,5744276295,233,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843315,542,5,2,51,0,ajtb177oqwawkdwbqhldmq6mx,1,46.8,-1.8,2025-05-22T18:10:43.015Z,2025-05-22T19:09:53Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5744276291,233,487,5744276277,347,,5744276275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843325,543,1,2,51,4,ajtb177oqwawkdwbqhldmq6mx,1,45.6,0.0,2025-05-22T18:10:46.768Z,2025-05-23T16:05:45Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5744276323,1,,5744276315,140,28.8,5744276313,56,Back,5744989081,189,,5744276319,212,25.2,5744276321,213,2.35,5744276317,141,24.7,5744276311,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843329,544,1,2,51,6,ajtb177oqwawkdwbqhldmq6mx,1,27.4,24.7,2025-05-22T18:10:48.495Z,2025-05-23T16:05:46Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5744276373,212,14.8,5744276375,213,0.95,5744276369,140,35.6,5744989091,189,,5744276371,141,42.4,5744276367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843341,545,1,2,51,7,ajtb177oqwawkdwbqhldmq6mx,1,35.4,42.4,2025-05-22T18:10:49.423Z,2025-05-22T19:19:22Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5744276441,140,43.1,5744276447,213,0.93,5744276439,56,Back,5744276443,141,58.4,5744276445,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843351,546,1,2,51,12,ajtb177oqwawkdwbqhldmq6mx,1,46.6,63.0,2025-05-22T18:10:54.360Z,2025-05-22T19:19:16Z,dja68kdmhtsm9x5zqzgtpqas4,T. Blidegn,,,5744276499,213,5.44,5744276491,56,Center,5744276497,212,12.3,5744276493,140,54.4,5744276495,141,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843369,547,1,2,51,13,ajtb177oqwawkdwbqhldmq6mx,1,54.4,49.6,2025-05-22T18:10:55.552Z,2025-05-22T19:19:19Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5744276577,141,66.9,5744276581,213,2.46,5744276575,140,40.5,5744276579,212,18.7,5744276573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843383,548,1,2,51,15,ajtb177oqwawkdwbqhldmq6mx,1,40.5,66.9,2025-05-22T18:10:57.705Z,2025-05-22T19:19:13Z,9213debwtuph6cjborx73sx78,O. Søe,,,5744276685,141,57.6,5744276687,212,16.0,5744276689,213,3.55,5744276683,140,26.5,5744276681,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843389,549,1,2,51,21,ajtb177oqwawkdwbqhldmq6mx,0,26.3,50.9,2025-05-22T18:11:03.840Z,2025-05-22T19:19:06Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5744276715,155,,5744276719,140,43.0,5744276723,212,24.8,5744276717,56,Back,5744276727,213,0.79,5744276721,141,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843411,489,1,2,51,23,bd4qakf7j0wwie8wke9km7uj8,1,53.9,10.1,2025-05-22T18:11:05.527Z,2025-05-22T18:11:07Z,e0nkqbugb4xkpluu5e42zf2ms,F. Engqvist,,,5744276843,140,43.3,5744276849,213,2.42,5744276847,212,14.8,5744276841,56,Back,5744276845,141,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843425,490,1,2,51,25,bd4qakf7j0wwie8wke9km7uj8,1,43.3,24.4,2025-05-22T18:11:07.439Z,2025-05-22T18:11:10Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5744276947,213,5.18,5744276941,140,49.8,5744276939,56,Back,5744276945,212,15.0,5744276943,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843429,491,1,2,51,28,bd4qakf7j0wwie8wke9km7uj8,1,49.8,4.7,2025-05-22T18:11:10.391Z,2025-05-22T18:11:13Z,e0nkqbugb4xkpluu5e42zf2ms,F. Engqvist,,,5744276985,212,22.1,5744276983,141,21.8,5744276987,213,0.55,5744276981,140,67.7,5744276979,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817843427,550,83,2,51,30,ajtb177oqwawkdwbqhldmq6mx,0,29.8,30.7,2025-05-22T18:11:12.447Z,2025-05-22T18:12:36Z,9213debwtuph6cjborx73sx78,O. Søe,,,5744277061,399,7pnxa8wzxx5qxevcckxdd62tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
