id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value
2797176581,446,5,2,48,33,b8oqgvx1ijeyn6y1cn6929ix4,1,-0.6,47.2,2025-04-06T13:06:07.197Z,2025-04-06T14:03:36Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5630166519,56,Back,5630166831,233,493,5630166521,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176631,493,5,2,48,33,f1h34qp5zbfl489q8vnkhiq9s,0,100.6,52.8,2025-04-06T13:06:07.197Z,2025-04-06T14:03:36Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5630166769,346,,5630166767,56,Center,5630166849,233,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176975,447,1,2,48,51,b8oqgvx1ijeyn6y1cn6929ix4,0,4.1,52.7,2025-04-06T13:06:24.557Z,2025-04-06T13:06:28Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5630168657,56,Center,5630168661,141,56.9,5630168665,213,0.06,5630168659,140,51.7,5630168671,74,,5630168669,1,,5630168655,124,,5630168663,212,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177031,495,12,2,48,56,f1h34qp5zbfl489q8vnkhiq9s,1,46.5,47.3,2025-04-06T13:06:30.218Z,2025-04-06T13:06:40Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5630169047,15,,5630168973,212,31.0,5630168975,213,0.57,5630168971,141,72.0,5630168967,56,Center,5630168969,140,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177055,448,1,2,48,57,b8oqgvx1ijeyn6y1cn6929ix4,1,32.8,43.7,2025-04-06T13:06:30.691Z,2025-04-06T13:06:31Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5630169171,140,36.1,5630169181,213,1.04,5630169167,56,Back,5630169163,3,,5630169173,141,52.4,5630169177,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177133,449,1,2,48,58,b8oqgvx1ijeyn6y1cn6929ix4,1,36.1,52.4,2025-04-06T13:06:31.635Z,2025-04-06T13:06:36Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5630169609,213,5.44,5630169603,140,45.6,5630169607,212,15.0,5630169605,141,36.0,5630169599,3,,5630169601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177179,450,1,2,49,2,b8oqgvx1ijeyn6y1cn6929ix4,1,45.6,36.0,2025-04-06T13:06:36.003Z,2025-04-06T13:06:37Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5630169855,56,Back,5630169865,213,4.12,5630169859,141,18.9,5630169861,212,14.0,5630169857,140,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177201,451,1,2,49,4,b8oqgvx1ijeyn6y1cn6929ix4,1,38.1,18.9,2025-04-06T13:06:37.587Z,2025-04-06T13:06:38Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5630169995,56,Back,5630170001,212,5.0,5630170003,213,0.84,5630169999,141,24.4,5630169997,140,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177235,452,1,2,49,4,b8oqgvx1ijeyn6y1cn6929ix4,1,41.3,24.1,2025-04-06T13:06:38.532Z,2025-04-06T13:06:40Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5630170137,141,9.1,5630170139,212,10.2,5630170141,213,4.62,5630170135,140,40.4,5630170133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177327,453,1,2,49,6,b8oqgvx1ijeyn6y1cn6929ix4,1,42.3,8.6,2025-04-06T13:06:40.387Z,2025-04-06T13:06:45Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5630170605,140,57.1,5630170607,141,6.4,5630170609,212,15.6,5630170611,213,6.19,5630170603,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177375,454,1,2,49,11,b8oqgvx1ijeyn6y1cn6929ix4,1,65.9,8.0,2025-04-06T13:06:44.892Z,2025-04-06T13:06:47Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5630170837,213,1.71,5630170833,141,24.9,5630170829,56,Center,5630170835,212,11.6,5630170831,140,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177479,455,1,2,49,13,b8oqgvx1ijeyn6y1cn6929ix4,1,66.5,22.1,2025-04-06T13:06:47.027Z,2025-04-06T13:06:59Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,1.0,,5630171363,141,64.9,5630171359,56,Center,5630172179,210,13,5630171365,212,29.5,5630171361,140,61.9,5630171367,213,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177489,456,13,2,49,18,b8oqgvx1ijeyn6y1cn6929ix4,1,71.5,68.4,2025-04-06T13:06:51.708Z,2025-04-06T13:06:59Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5630172245,55,455,5630172255,230,99.0,5630172249,102,54.6,5630172257,231,51.1,5630171893,72,,5630172251,103,80.6,5630171415,22,,5630172241,74,,5630171417,18,5630171419,56,Center,5630172253,215,,5630172243,29,,,,,,,,,,,,,,,,,
2797177587,457,5,2,49,19,b8oqgvx1ijeyn6y1cn6929ix4,0,101.6,57.2,2025-04-06T13:06:53.468Z,2025-04-06T14:03:37Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5630171863,56,Center,5630171867,346,,5630174019,233,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797177947,496,5,2,49,19,f1h34qp5zbfl489q8vnkhiq9s,1,-1.6,42.8,2025-04-06T13:06:53.468Z,2025-04-06T14:03:36Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5630173869,346,,5630173867,56,Back,5630173985,233,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797178199,497,1,2,49,45,f1h34qp5zbfl489q8vnkhiq9s,1,3.4,59.7,2025-04-06T13:07:19.280Z,2025-04-06T13:07:22Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5630175143,237,,5630175133,140,4.6,5630175129,124,,5630175139,213,4.87,5630175137,212,7.8,5630175135,141,48.4,5630175131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797178257,498,1,2,49,49,f1h34qp5zbfl489q8vnkhiq9s,1,4.6,48.4,2025-04-06T13:07:22.593Z,2025-04-06T13:07:24Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5630175459,140,10.0,5630175465,213,1.24,5630175457,56,Back,5630175461,141,72.3,5630175463,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797178373,499,1,2,49,50,f1h34qp5zbfl489q8vnkhiq9s,0,9.0,73.2,2025-04-06T13:07:24.418Z,2025-04-06T13:07:31Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5630175981,56,Center,5630175977,157,,5630175987,140,63.1,5630175991,141,70.3,5630175995,212,56.8,5630175997,213,6.25,5630175999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797178517,458,44,2,49,54,b8oqgvx1ijeyn6y1cn6929ix4,1,38.0,27.8,2025-04-06T13:07:28.180Z,2025-04-06T14:04:22Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5630218079,233,500,5630217985,56,Back,5630217991,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797178385,500,44,2,49,54,f1h34qp5zbfl489q8vnkhiq9s,0,62.0,72.2,2025-04-06T13:07:28.181Z,2025-04-06T14:04:22Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5630176055,286,,5630218157,233,458,5630176053,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797178525,459,61,2,49,54,b8oqgvx1ijeyn6y1cn6929ix4,1,43.2,23.3,2025-04-06T13:07:28.355Z,2025-04-06T14:07:16Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5630219415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797178621,461,1,2,50,0,b8oqgvx1ijeyn6y1cn6929ix4,1,27.8,9.8,2025-04-06T13:07:33.979Z,2025-04-06T13:18:24Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5630177295,56,Back,5630177301,212,8.7,5630177297,140,34.9,5630177299,141,16.4,5630177305,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797178627,462,1,2,50,1,b8oqgvx1ijeyn6y1cn6929ix4,1,17.8,30.7,2025-04-06T13:07:34.858Z,2025-04-06T13:23:18Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5630177333,56,Back,5630177337,141,12.3,5630177339,212,15.0,5630177341,213,5.29,5630177335,140,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797189451,527,1,2,50,2,b8oqgvx1ijeyn6y1cn6929ix4,1,21.4,10.0,2025-04-06T13:07:35.713Z,2025-04-06T13:18:30Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5630235951,140,34.4,5630235955,212,13.8,5630235953,141,12.6,5630235957,213,0.13,5630235949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797189645,528,1,2,50,4,b8oqgvx1ijeyn6y1cn6929ix4,1,36.0,13.2,2025-04-06T13:07:37.657Z,2025-04-06T13:18:33Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5630237069,213,2.45,5630237063,140,29.1,5630237067,212,9.4,5630237065,141,22.1,5630237061,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797189857,529,1,2,50,5,b8oqgvx1ijeyn6y1cn6929ix4,1,23.8,26.1,2025-04-06T13:07:39.097Z,2025-04-06T13:23:18Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5630238293,212,16.7,5630238289,140,39.7,5630238287,56,Back,5630238291,141,26.5,5630238295,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797194371,559,1,2,50,7,b8oqgvx1ijeyn6y1cn6929ix4,1,41.2,30.7,2025-04-06T13:07:40.657Z,2025-04-06T13:20:39Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5630262879,56,Back,5630262889,212,18.8,5630262887,141,3.9,5630262883,140,45.6,5630262891,213,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797194713,560,1,2,50,8,b8oqgvx1ijeyn6y1cn6929ix4,0,52.8,6.8,2025-04-06T13:07:41.961Z,2025-04-06T13:22:47Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5630277103,212,20.4,5630277099,140,72.2,5630277101,141,5.6,5630277105,213,6.24,5630277095,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797178743,501,12,2,50,11,f1h34qp5zbfl489q8vnkhiq9s,1,29.2,89.9,2025-04-06T13:07:44.871Z,2025-04-06T13:07:49Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5630178003,212,38.5,5630177997,56,Left,5630178005,213,6.24,5630178001,141,87.7,5630177999,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797178699,463,1,2,50,12,b8oqgvx1ijeyn6y1cn6929ix4,1,31.4,16.8,2025-04-06T13:07:45.932Z,2025-04-06T13:07:47Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5630177687,212,20.6,5630177679,3,,5630177689,213,0.05,5630177681,56,Right,5630177685,141,18.2,5630177683,140,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797178709,464,1,2,50,13,b8oqgvx1ijeyn6y1cn6929ix4,0,51.4,18.2,2025-04-06T13:07:47.132Z,2025-04-06T13:07:51Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5630178155,236,,5630178157,233,503,5630177763,212,6.9,5630178161,286,,5630177765,213,0.99,5630177761,141,26.7,5630177757,140,55.0,5630177755,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797178771,503,74,2,50,13,f1h34qp5zbfl489q8vnkhiq9s,1,50.9,74.4,2025-04-06T13:07:47.133Z,2025-04-06T14:04:31Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5630178115,56,Center,5630178117,285,,5630178187,233,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797178751,502,61,2,50,15,f1h34qp5zbfl489q8vnkhiq9s,1,49.6,75.7,2025-04-06T13:07:49.416Z,2025-04-06T13:07:49Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5630178041,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797178759,465,1,2,50,16,b8oqgvx1ijeyn6y1cn6929ix4,0,35.8,24.0,2025-04-06T13:07:49.547Z,2025-04-06T13:07:50Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5630178065,141,24.3,5630178061,140,41.1,5630178057,56,Back,5630178073,213,0.04,5630178069,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797178871,504,1,2,50,20,f1h34qp5zbfl489q8vnkhiq9s,1,50.8,73.3,2025-04-06T13:07:54.033Z,2025-04-06T13:07:56Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5630178647,140,74.7,5630178653,213,5.97,5630178649,141,61.4,5630178651,212,26.4,5630178645,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797178893,505,1,2,50,22,f1h34qp5zbfl489q8vnkhiq9s,1,63.7,70.5,2025-04-06T13:07:55.960Z,2025-04-06T13:07:57Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5630178813,141,55.1,5630178809,56,Center,5630178819,213,3.96,5630178811,140,54.4,5630178815,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797178911,506,3,2,50,23,f1h34qp5zbfl489q8vnkhiq9s,0,54.4,55.3,2025-04-06T13:07:57.344Z,2025-04-06T14:27:55Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5630178893,286,,5630178891,56,Center,5630179149,233,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797178941,466,7,2,50,23,b8oqgvx1ijeyn6y1cn6929ix4,1,45.6,44.7,2025-04-06T13:07:57.345Z,2025-04-06T14:27:55Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5630179029,285,,5630179099,233,506,5630179027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797178999,507,83,2,50,28,f1h34qp5zbfl489q8vnkhiq9s,0,25.9,53.4,2025-04-06T13:08:02.319Z,2025-04-06T13:08:07Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5630179799,399,9ircna8pbskreztmy1wiqwx9m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797179039,468,61,2,50,30,b8oqgvx1ijeyn6y1cn6929ix4,0,69.2,47.5,2025-04-06T13:08:04.324Z,2025-04-06T13:23:15Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5630179561,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797179079,508,43,2,50,31,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-04-06T13:08:04.839Z,2025-04-06T14:00:20Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5630179763,285,0,5630179761,56,Back,5630493031,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797179117,510,1,2,50,33,f1h34qp5zbfl489q8vnkhiq9s,1,24.5,60.8,2025-04-06T13:08:07.383Z,2025-04-06T13:08:08Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5630179947,213,0.10,5630179945,212,14.4,5630179935,140,38.1,5630179941,141,62.9,5630179933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797179131,511,1,2,50,34,f1h34qp5zbfl489q8vnkhiq9s,1,43.2,64.3,2025-04-06T13:08:08.351Z,2025-04-06T13:08:09Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5630180025,212,12.5,5630180021,140,32.1,5630180073,156,,5630180023,141,70.9,5630180027,213,2.77,5630180019,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797179155,469,83,2,50,36,b8oqgvx1ijeyn6y1cn6929ix4,0,70.7,39.2,2025-04-06T13:08:10.435Z,2025-04-06T13:08:12Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5630180303,399,bmkwmf5f2ssnw2cq7uga7yd5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797179181,512,1,2,50,38,f1h34qp5zbfl489q8vnkhiq9s,0,29.7,71.8,2025-04-06T13:08:11.592Z,2025-04-06T13:08:13Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5630180259,140,37.3,5630180383,286,,5630180265,213,0.22,5630180257,56,Back,5630180261,141,74.4,5630180263,212,8.2,5630180377,236,,5630180379,233,470,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797179189,470,74,2,50,38,b8oqgvx1ijeyn6y1cn6929ix4,1,64.0,34.2,2025-04-06T13:08:11.593Z,2025-04-06T14:04:31Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5630180419,233,512,5630180317,56,Center,5630180319,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797179385,513,1,2,50,45,f1h34qp5zbfl489q8vnkhiq9s,1,66.4,58.8,2025-04-06T13:08:18.911Z,2025-04-06T13:08:22Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5630181321,213,5.41,5630181315,140,77.0,5630181319,212,17.4,5630181313,56,Center,5630181317,141,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797179391,514,61,2,50,48,f1h34qp5zbfl489q8vnkhiq9s,0,77.1,39.2,2025-04-06T13:08:21.992Z,2025-04-06T13:08:22Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5630181357,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797179443,471,1,2,50,49,b8oqgvx1ijeyn6y1cn6929ix4,1,14.4,60.9,2025-04-06T13:08:22.883Z,2025-04-06T13:08:25Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5630181737,140,29.5,5630181739,141,66.3,5630181743,213,0.23,5630181735,56,Back,5630181741,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797179623,473,1,2,50,53,b8oqgvx1ijeyn6y1cn6929ix4,0,32.1,65.2,2025-04-06T13:08:26.756Z,2025-04-06T13:08:31Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5630182755,1,,5630182741,155,,5630182751,213,5.83,5630182745,140,100.0,5630182747,141,13.8,5630182749,212,80.6,5630182743,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797179735,474,5,2,50,58,b8oqgvx1ijeyn6y1cn6929ix4,0,101.3,15.4,2025-04-06T13:08:31.587Z,2025-04-06T14:03:38Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5630183243,346,,5630183657,233,515,5630183241,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797179799,515,5,2,50,58,f1h34qp5zbfl489q8vnkhiq9s,1,-1.3,84.6,2025-04-06T13:08:31.587Z,2025-04-06T14:03:37Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5630183581,346,,5630183605,233,474,5630183579,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797179857,516,1,2,51,6,f1h34qp5zbfl489q8vnkhiq9s,1,3.5,55.4,2025-04-06T13:08:39.959Z,2025-04-06T13:08:42Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5630183883,124,,5630183903,213,0.78,5630183897,212,31.6,5630183885,56,Back,5630183887,140,24.9,5630183893,141,88.0,5630183909,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797179933,517,1,2,51,8,f1h34qp5zbfl489q8vnkhiq9s,1,26.4,88.9,2025-04-06T13:08:42.438Z,2025-04-06T13:08:45Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5630184271,212,14.6,5630184265,56,Back,5630184267,140,23.9,5630184273,213,4.53,5630184269,141,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797180115,518,1,2,51,11,f1h34qp5zbfl489q8vnkhiq9s,1,24.0,67.2,2025-04-06T13:08:45.446Z,2025-04-06T13:08:53Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5630185213,212,28.2,5630185209,140,31.6,5630185207,56,Back,5630185211,141,27.4,5630185215,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797180129,519,1,2,51,19,f1h34qp5zbfl489q8vnkhiq9s,0,31.5,28.3,2025-04-06T13:08:53.144Z,2025-04-06T13:08:54Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5630185301,213,0.66,5630185289,140,71.4,5630185307,1,,5630185285,56,Center,5630185283,157,,5630185291,141,75.7,5630185295,212,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797180163,477,1,2,51,21,b8oqgvx1ijeyn6y1cn6929ix4,0,35.4,20.6,2025-04-06T13:08:55.330Z,2025-04-06T13:08:56Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5630185537,141,21.5,5630185539,212,25.2,5630185531,56,Center,5630185527,3,,5630185541,213,0.02,5630185535,140,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797180275,520,1,2,51,24,f1h34qp5zbfl489q8vnkhiq9s,1,41.0,74.2,2025-04-06T13:08:57.894Z,2025-04-06T13:09:01Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5630186075,56,Back,5630186081,212,11.0,5630186079,141,90.3,5630186077,140,40.8,5630186083,213,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797180323,521,1,2,51,28,f1h34qp5zbfl489q8vnkhiq9s,1,42.3,85.9,2025-04-06T13:09:01.726Z,2025-04-06T13:09:04Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5630186369,213,4.69,5630186367,212,42.2,5630186365,141,23.9,5630186359,196,,5630186371,1,,5630186361,56,Back,5630186363,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797180453,522,1,2,51,30,f1h34qp5zbfl489q8vnkhiq9s,1,41.9,21.5,2025-04-06T13:09:04.534Z,2025-04-06T13:09:10Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5630187033,213,1.99,5630187025,56,Back,5630187027,140,33.6,5630187029,141,50.4,5630187031,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797180479,523,1,2,51,36,f1h34qp5zbfl489q8vnkhiq9s,1,30.1,54.2,2025-04-06T13:09:10.102Z,2025-04-06T13:09:11Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5630187143,212,38.3,5630187145,213,0.21,5630187141,141,66.0,5630187137,56,Center,5630187139,140,65.8,5630187147,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797180515,524,1,2,51,37,f1h34qp5zbfl489q8vnkhiq9s,1,64.2,62.3,2025-04-06T13:09:11.343Z,2025-04-06T13:09:13Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5630187365,141,42.2,5630187371,213,4.69,5630187357,56,Center,5630187361,140,63.9,5630187367,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797180545,525,1,2,51,39,f1h34qp5zbfl489q8vnkhiq9s,1,63.8,42.4,2025-04-06T13:09:13.030Z,2025-04-06T13:09:14Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5630187513,212,10.3,5630187509,140,57.2,5630187507,56,Center,5630187511,141,31.2,5630187515,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797180597,526,1,2,51,40,f1h34qp5zbfl489q8vnkhiq9s,1,60.1,31.0,2025-04-06T13:09:14.350Z,2025-04-06T13:09:17Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5630187797,141,13.2,5630187793,56,Right,5630187799,212,12.2,5630187801,213,4.82,5630187795,140,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797180699,527,1,2,51,43,f1h34qp5zbfl489q8vnkhiq9s,1,60.6,12.2,2025-04-06T13:09:16.950Z,2025-04-06T13:09:21Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5630188339,213,1.26,5630188335,212,11.2,5630188331,140,63.9,5630188333,141,27.9,5630188329,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797180765,528,1,2,51,48,f1h34qp5zbfl489q8vnkhiq9s,1,63.3,30.1,2025-04-06T13:09:21.718Z,2025-04-06T13:09:24Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5630188611,56,Left,5630188615,140,60.0,5630188623,213,1.67,5630188619,141,82.1,5630188625,1,,5630188621,212,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797180885,529,1,2,51,50,f1h34qp5zbfl489q8vnkhiq9s,1,60.8,77.5,2025-04-06T13:09:24.366Z,2025-04-06T13:09:31Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5630189321,141,83.8,5630189325,213,0.14,5630189323,212,30.4,5630189319,140,89.5,5630189317,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
