id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2738581871,365,1,1,43,27,8cfkisxf1fkxdqtt6tx1tup48,1,19.6,84.2,2024-10-25T17:43:48.684Z,2024-10-28T19:35:55Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5310929209,213,4.84,5310929203,140,21.1,5310929201,56,Back,5310929205,141,66.0,5310929207,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581911,366,1,1,43,29,8cfkisxf1fkxdqtt6tx1tup48,0,22.6,64.3,2024-10-25T17:43:51.045Z,2024-10-28T19:18:24Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5310929455,213,5.82,5310929451,141,33.1,5310929447,56,Center,5310929453,212,47.3,5310929445,155,,5310929457,1,,5310929449,140,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581921,396,8,1,43,33,b8oqgvx1ijeyn6y1cn6929ix4,1,31.4,66.3,2024-10-25T17:43:54.436Z,2024-10-28T19:36:29Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5323369393,384,,5310930841,15,,5310929505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581987,399,1,1,43,36,b8oqgvx1ijeyn6y1cn6929ix4,1,32.7,67.2,2024-10-25T17:43:57.731Z,2024-10-28T19:17:14Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5310929857,212,11.2,5310929855,141,75.9,5310929859,213,0.55,5310929851,56,Back,5310929853,140,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738583463,409,50,1,43,39,b8oqgvx1ijeyn6y1cn6929ix4,1,44.6,74.6,2024-10-25T17:44:00.827Z,2024-10-28T19:17:14Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5310938115,233,367,5310937785,56,Back,5310937787,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582013,367,7,1,43,39,8cfkisxf1fkxdqtt6tx1tup48,0,55.4,25.4,2024-10-25T17:44:00.828Z,2024-10-28T19:36:38Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5323370049,383,,5310930023,56,Center,5310938105,233,409,5310938063,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738584209,383,3,1,43,40,8cfkisxf1fkxdqtt6tx1tup48,0,62.8,22.7,2024-10-25T17:44:01.228Z,2024-10-28T19:36:40Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5310941651,286,,5310941649,56,Center,5310945039,233,400,5323370141,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581997,400,7,1,43,40,b8oqgvx1ijeyn6y1cn6929ix4,0,37.2,77.3,2024-10-25T17:44:01.229Z,2024-10-28T19:36:42Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5310941255,285,,5323370273,383,,5310929943,56,Back,5310945027,233,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581925,397,43,1,43,40,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-10-25T17:44:01.948Z,2024-10-25T17:44:17Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5310930657,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582089,368,50,1,43,40,8cfkisxf1fkxdqtt6tx1tup48,1,61.0,35.2,2024-10-25T17:44:02.121Z,2024-10-28T19:18:23Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5310930433,56,Center,5310930801,233,401,5310930747,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582039,401,7,1,43,40,b8oqgvx1ijeyn6y1cn6929ix4,0,39.0,64.8,2024-10-25T17:44:02.122Z,2024-10-28T19:36:51Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5323370723,384,,5310930773,233,368,5310930187,56,Back,5310930193,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582097,369,4,1,43,44,8cfkisxf1fkxdqtt6tx1tup48,1,53.6,46.8,2024-10-25T17:44:06.026Z,2024-10-28T19:18:23Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5311542175,295,,5310930573,152,,5310930571,56,Center,5310930569,13,,5310930603,233,402,5310930577,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582077,402,4,1,43,44,b8oqgvx1ijeyn6y1cn6929ix4,0,46.4,53.2,2024-10-25T17:44:06.027Z,2024-10-28T19:17:13Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5310930633,233,369,5310930497,56,Back,5310930501,285,,5310930499,152,,5310930493,13,,5310930495,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582185,370,1,1,43,57,8cfkisxf1fkxdqtt6tx1tup48,1,53.8,46.4,2024-10-25T17:44:18.555Z,2024-10-28T19:37:15Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5310930861,213,2.30,5310930857,141,71.8,5310930849,5,,5323371193,189,,5310930851,152,,5310930853,56,Back,5310930859,212,23.1,5310930855,140,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582209,371,1,1,44,4,8cfkisxf1fkxdqtt6tx1tup48,1,39.2,71.8,2024-10-25T17:44:25.340Z,2024-10-28T19:37:42Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5310931081,213,0.68,5310931075,140,48.9,5310931079,212,13.1,5310931077,141,83.8,5310931073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582263,372,1,1,44,5,8cfkisxf1fkxdqtt6tx1tup48,1,53.9,85.9,2024-10-25T17:44:26.691Z,2024-10-28T19:37:39Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5310931375,56,Back,5310931383,213,3.22,5310931381,212,19.3,5310931377,140,35.6,5310931379,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582295,373,1,1,44,6,8cfkisxf1fkxdqtt6tx1tup48,1,30.4,87.5,2024-10-25T17:44:27.835Z,2024-10-28T19:37:36Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5310931513,213,4.21,5310931511,212,28.4,5310931505,56,Back,5310931509,141,51.0,5310931507,140,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582339,374,1,1,44,12,8cfkisxf1fkxdqtt6tx1tup48,1,17.3,51.0,2024-10-25T17:44:33.411Z,2024-10-28T19:38:06Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5310931777,140,29.2,5310931779,141,38.5,5310931775,56,Back,5310931781,212,15.1,5310931783,213,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582343,375,1,1,44,13,8cfkisxf1fkxdqtt6tx1tup48,0,29.5,33.1,2024-10-25T17:44:34.731Z,2024-10-28T19:38:03Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5310931813,1,,5310931805,140,63.4,5310931811,213,6.25,5310931807,141,31.2,5310931803,56,Center,5310931809,212,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582391,403,1,1,44,18,b8oqgvx1ijeyn6y1cn6929ix4,1,32.6,70.3,2024-10-25T17:44:40.028Z,2024-10-28T19:38:18Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5310932095,141,61.2,5310932091,56,Back,5310932097,212,25.8,5310932093,140,8.7,5310932099,213,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582485,405,1,1,44,23,b8oqgvx1ijeyn6y1cn6929ix4,0,12.1,61.7,2024-10-25T17:44:44.419Z,2024-10-28T19:38:32Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5310932593,157,,5310932597,140,60.8,5310932601,212,52.0,5310932599,141,75.3,5310932603,213,0.18,5310932595,56,Center,5310932605,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582497,376,8,1,44,24,8cfkisxf1fkxdqtt6tx1tup48,1,32.8,14.4,2024-10-25T17:44:46.067Z,2024-10-28T19:38:47Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5310932645,56,Back,5323377453,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738585971,410,61,1,44,25,b8oqgvx1ijeyn6y1cn6929ix4,1,70.1,89.1,2024-10-25T17:44:46.228Z,2024-10-28T19:38:43Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5310951087,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582561,406,1,1,44,26,b8oqgvx1ijeyn6y1cn6929ix4,1,63.3,69.0,2024-10-25T17:44:47.354Z,2024-10-28T19:38:27Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,1.0,,5310932995,141,68.7,5310933911,210,15,5310932997,212,11.6,5310932993,140,74.3,5310932991,56,Center,5310932999,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582569,407,15,1,44,37,b8oqgvx1ijeyn6y1cn6929ix4,1,83.0,64.8,2024-10-25T17:44:59.074Z,2024-10-28T19:39:09Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5310933943,215,,5310933941,103,25.9,5310933939,102,49.4,5310933945,146,98.9,5310933045,56,Center,5310933935,55,406,5310933933,29,,5310933931,79,,5310933041,18,,5310933965,233,5310933329,20,,5310933947,147,52.0,377,5310933037,22,,,,,,,,,,,,
2738582575,377,10,1,44,38,8cfkisxf1fkxdqtt6tx1tup48,1,2.1,51.0,2024-10-25T17:45:00.174Z,2024-10-28T19:39:11Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5310933387,233,407,5310933107,182,,5323378759,376,,5310933103,173,,5310933109,56,Back,5310933105,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582587,378,52,1,44,40,8cfkisxf1fkxdqtt6tx1tup48,1,2.1,51.0,2024-10-25T17:45:01.692Z,2024-10-28T19:39:13Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5323378867,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582945,381,70,1,44,52,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-10-25T17:45:13.228Z,2024-10-28T19:18:20Z,,,,,5310935009,277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582933,380,1,1,44,53,8cfkisxf1fkxdqtt6tx1tup48,1,25.4,75.4,2024-10-25T17:45:14.348Z,2024-10-28T19:18:20Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5310934971,56,Center,5310934969,155,,5310934975,140,61.7,5310934987,213,6.13,5310934985,212,38.6,5310934989,1,,5310934981,141,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582961,382,30,1,45,5,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-10-25T17:45:27.019Z,2024-10-25T17:45:32Z,,,,,5310935075,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582889,408,30,1,45,5,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-10-25T17:45:27.019Z,2024-10-25T17:45:27Z,,,,,5310934763,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738591921,389,18,2,45,0,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-10-25T18:00:27.116Z,2024-10-25T18:00:28Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5310981805,42,,5310981865,55,390,5310981809,59,3,5310981807,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738591929,390,19,2,45,0,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-10-25T18:00:27.117Z,2024-10-25T18:00:28Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5310981837,145,2,5310981847,55,389,5310981839,59,6,5310981845,44,Defender,5310981833,42,,5310981843,293,2,5310981841,292,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738592301,391,32,2,45,0,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-10-25T18:00:52.920Z,2024-10-27T16:01:43Z,,,,,5310983457,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738592313,418,32,2,45,0,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-10-25T18:00:52.920Z,2024-10-25T18:00:55Z,,,,,5310983513,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738592387,392,1,2,45,0,8cfkisxf1fkxdqtt6tx1tup48,1,50.2,50.0,2024-10-25T18:00:52.921Z,2024-10-25T18:00:56Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5310983857,213,3.28,5310983849,56,Back,5310983855,212,27.7,5310983853,141,44.3,5310983851,140,24.1,5310983859,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738592473,393,1,2,45,3,8cfkisxf1fkxdqtt6tx1tup48,0,24.2,44.5,2024-10-25T18:00:56.535Z,2024-10-25T18:01:01Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5310984279,212,57.7,5310984269,157,,5310984271,56,Center,5310984277,141,75.3,5310984283,1,,5310984281,213,0.37,5310984275,140,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738592495,419,44,2,45,8,b8oqgvx1ijeyn6y1cn6929ix4,1,25.4,28.0,2024-10-25T18:01:01.576Z,2024-10-25T19:28:16Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5310984399,56,Back,5310984401,285,,5310984531,233,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738592501,394,44,2,45,8,8cfkisxf1fkxdqtt6tx1tup48,0,74.6,72.0,2024-10-25T18:01:01.577Z,2024-10-25T19:28:16Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5310984433,286,,5310984567,233,419,5310984431,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738592507,420,1,2,45,8,b8oqgvx1ijeyn6y1cn6929ix4,0,26.5,33.9,2024-10-25T18:01:01.912Z,2024-10-25T18:01:02Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5310984451,141,30.1,5310984447,56,Back,5310984453,212,13.1,5310984455,213,6.08,5310984449,140,38.7,5310984445,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738592565,395,1,2,45,10,8cfkisxf1fkxdqtt6tx1tup48,0,64.2,77.8,2024-10-25T18:01:03.399Z,2024-10-25T18:01:05Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5310984745,212,21.0,5310984741,141,87.2,5310984735,56,Left,5310984737,140,83.3,5310984729,3,,5310984747,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738592651,421,1,2,45,12,b8oqgvx1ijeyn6y1cn6929ix4,1,13.8,10.3,2024-10-25T18:01:05.607Z,2024-10-25T18:01:09Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5310985229,1,,5310985223,141,8.3,5310985221,140,35.1,5310985219,56,Back,5310985225,212,22.4,5310985227,213,6.22,5310985217,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738592657,422,44,2,45,16,b8oqgvx1ijeyn6y1cn6929ix4,1,36.0,8.8,2024-10-25T18:01:09.112Z,2024-10-25T19:28:17Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5310985257,56,Back,5310985259,285,,5310985445,233,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738592691,396,44,2,45,16,8cfkisxf1fkxdqtt6tx1tup48,0,64.0,91.2,2024-10-25T18:01:09.113Z,2024-10-25T19:28:17Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5310985425,286,,5310985485,233,422,5310985421,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738592663,423,1,2,45,16,b8oqgvx1ijeyn6y1cn6929ix4,0,35.1,8.3,2024-10-25T18:01:09.289Z,2024-10-25T18:01:10Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5310985297,56,Back,5310985301,141,7.6,5310985303,212,2.7,5310985295,168,,5310985293,3,,5310985299,140,37.6,5310985307,213,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738592707,397,61,2,45,16,8cfkisxf1fkxdqtt6tx1tup48,1,63.5,91.1,2024-10-25T18:01:09.373Z,2024-10-25T18:03:40Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5310985477,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738592731,398,5,2,45,18,8cfkisxf1fkxdqtt6tx1tup48,0,58.6,101.2,2024-10-25T18:01:11.296Z,2024-10-25T19:24:44Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5310985603,56,Left,5310986367,233,424,5310985605,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738592863,424,5,2,45,18,b8oqgvx1ijeyn6y1cn6929ix4,1,41.4,-1.2,2024-10-25T18:01:11.296Z,2024-10-25T18:01:20Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5310986259,56,Back,5310986325,233,398,5310986267,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738593115,425,1,2,45,26,b8oqgvx1ijeyn6y1cn6929ix4,1,52.3,0.0,2024-10-25T18:01:19.568Z,2024-10-25T18:01:31Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5310987625,56,Back,5310987629,141,19.1,5310987623,107,,5310987631,212,29.0,5310987633,213,2.65,5310987627,140,28.0,5310987635,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738593179,426,1,2,45,38,b8oqgvx1ijeyn6y1cn6929ix4,1,34.5,33.7,2024-10-25T18:01:31.095Z,2024-10-25T18:01:34Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5310987925,140,31.7,5310987923,56,Back,5310987929,212,27.0,5310987931,213,1.68,5310987927,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738593235,427,1,2,45,41,b8oqgvx1ijeyn6y1cn6929ix4,1,31.4,69.0,2024-10-25T18:01:34.287Z,2024-10-25T18:01:37Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5310988273,213,3.86,5310988271,212,18.6,5310988269,141,51.0,5310988265,56,Back,5310988267,140,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738593335,428,1,2,45,44,b8oqgvx1ijeyn6y1cn6929ix4,1,18.1,50.6,2024-10-25T18:01:37.233Z,2024-10-25T18:01:43Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5310988797,56,Center,5310988807,1,,5310988799,140,71.2,5310988805,213,0.30,5310988795,157,,5310988801,141,75.7,5310988803,212,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738593351,429,3,2,45,49,b8oqgvx1ijeyn6y1cn6929ix4,0,71.8,79.8,2024-10-25T18:01:42.894Z,2024-10-27T16:10:12Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5310988901,56,Left,5310988951,233,399,5310988903,286,,5319514307,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738593343,399,7,2,45,49,8cfkisxf1fkxdqtt6tx1tup48,0,28.2,20.2,2024-10-25T18:01:42.895Z,2024-10-27T16:10:09Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5310988877,56,Back,5310988925,233,429,5310988879,285,,5319513829,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738593389,430,43,2,45,51,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-10-25T18:01:44.687Z,2024-10-25T18:09:51Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5310989115,213,1.61,5310989109,140,69.8,5310989113,212,5.1,5310989111,141,76.0,5310989107,56,Center,5311045965,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738593411,431,43,2,45,53,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-10-25T18:01:46.479Z,2024-10-25T18:09:56Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5310989195,213,3.72,5310989187,56,Center,5310989191,141,74.7,5311046589,144,1,5310989193,212,1.6,5310989189,140,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738593419,432,1,2,45,54,b8oqgvx1ijeyn6y1cn6929ix4,0,68.7,74.5,2024-10-25T18:01:47.543Z,2024-10-25T19:16:11Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5310989255,56,Center,5310989259,141,52.2,5310989261,212,15.2,5310989263,213,4.61,5310989257,140,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738593451,401,1,2,45,56,8cfkisxf1fkxdqtt6tx1tup48,0,26.2,41.8,2024-10-25T18:01:49.493Z,2024-10-25T18:01:50Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5310989417,212,13.8,5310989413,140,39.3,5310989411,56,Back,5310989419,213,6.26,5310989415,141,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738593509,433,8,2,45,59,b8oqgvx1ijeyn6y1cn6929ix4,1,61.4,57.7,2024-10-25T18:01:52.567Z,2024-10-27T16:11:13Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5310989703,56,Center,5319521575,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738593619,435,1,2,46,2,b8oqgvx1ijeyn6y1cn6929ix4,1,72.8,61.2,2024-10-25T18:01:55.623Z,2024-10-25T18:01:58Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5310990289,213,0.99,5310990283,140,82.8,5310990281,56,Left,5310990285,141,84.7,5310990287,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738593629,436,1,2,46,4,b8oqgvx1ijeyn6y1cn6929ix4,0,82.8,84.7,2024-10-25T18:01:57.902Z,2024-10-27T16:12:06Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5319528339,225,,5310990367,141,49.7,5310990359,2,,5319528343,72,,5319528341,386,,5310990365,140,89.5,5310990363,56,Center,5310990371,213,5.00,5310990369,212,24.8,,,,,,,,,,,,,,,,,,,,,,,
2738593823,402,12,2,46,9,8cfkisxf1fkxdqtt6tx1tup48,1,11.6,52.5,2024-10-25T18:02:02.744Z,2024-10-25T18:02:08Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5310991399,213,5.89,5310991391,56,Back,5310991393,140,48.7,5310991397,212,42.2,5310991395,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738593765,437,1,2,46,12,b8oqgvx1ijeyn6y1cn6929ix4,0,58.3,81.8,2024-10-25T18:02:05.015Z,2024-10-25T19:15:46Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5310991083,56,Left,5310995565,140,76.1,5310995569,212,18.7,5310995573,1,,5310995563,157,,5310995571,213,0.03,5310995567,141,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738593851,404,1,2,46,15,8cfkisxf1fkxdqtt6tx1tup48,0,26.2,18.3,2024-10-25T18:02:08.230Z,2024-10-25T18:02:09Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5310991553,212,14.8,5310991547,56,Back,5310991551,141,29.5,5310991549,140,38.3,5310991555,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738593897,405,83,2,46,17,8cfkisxf1fkxdqtt6tx1tup48,0,39.5,36.3,2024-10-25T18:02:10.751Z,2024-10-25T19:14:32Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5310992429,399,4uuqid6t4nspn0wspyltz3bx0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738594015,439,61,2,46,23,b8oqgvx1ijeyn6y1cn6929ix4,1,68.7,59.0,2024-10-25T18:02:16.140Z,2024-10-25T18:02:16Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5310992303,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738594069,440,1,2,46,25,b8oqgvx1ijeyn6y1cn6929ix4,1,78.7,58.1,2024-10-25T18:02:18.606Z,2024-10-25T19:15:02Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5310992623,212,10.4,5310992621,141,70.3,5310992619,140,84.7,5310992625,213,0.92,5310992617,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738594105,441,43,2,46,26,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-10-25T18:02:19.382Z,2024-10-25T18:14:09Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5310992861,213,1.88,5310992857,141,88.0,5310992855,140,81.0,5311075319,144,1,5310992853,56,Left,5310992859,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738594155,442,1,2,46,28,b8oqgvx1ijeyn6y1cn6929ix4,0,81.0,88.0,2024-10-25T18:02:21.390Z,2024-10-27T16:13:15Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5319537783,223,,5310993165,1,,5319537785,20,,5310993161,212,38.8,5310993163,213,5.29,5310993157,140,100.0,5310993155,56,Center,5310993159,141,40.1,5310993151,2,,5310993153,155,,,,,,,,,,,,,,,,,,,,,
