id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2782079361,381,5,1,44,18,ajtb177oqwawkdwbqhldmq6mx,1,42.7,-1.2,2025-03-01T13:44:32.082Z,2025-03-01T15:41:23Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5547472375,347,,5547477443,233,406,5547472373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782078949,406,5,1,44,18,b8oqgvx1ijeyn6y1cn6929ix4,0,57.3,101.2,2025-03-01T13:44:32.082Z,2025-03-01T15:41:24Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5547470099,347,,5547477485,233,381,5547470097,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782079429,382,27,1,44,23,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-03-01T13:44:37.930Z,2025-03-01T15:41:52Z,,,,,5548361163,233,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782079131,407,27,1,44,23,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-03-01T13:44:37.930Z,2025-03-01T15:41:52Z,,,,,5547471091,53,8ewvm6ux4yvpwgrzjkc1chqwa,5547471089,41,Injury,5548361063,233,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782079857,383,28,1,45,4,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-03-01T13:45:18.353Z,2025-03-01T13:45:22Z,,,,,5547475499,233,408,5547474999,55,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782079927,408,28,1,45,4,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-03-01T13:45:18.353Z,2025-03-01T13:45:22Z,,,,,5547475473,233,383,5547475391,55,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782080005,384,70,1,45,10,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-03-01T13:45:24.277Z,2025-03-01T13:45:24Z,,,,,5547475815,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782080053,385,1,1,45,11,ajtb177oqwawkdwbqhldmq6mx,0,39.2,0.0,2025-03-01T13:45:25.473Z,2025-03-01T13:45:27Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5547476081,1,,5547476075,141,15.0,5547476145,238,,5547476079,213,0.37,5547476077,212,31.8,5547476073,140,67.4,5547476071,56,Right,5547476069,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782080229,410,1,1,45,13,b8oqgvx1ijeyn6y1cn6929ix4,1,24.5,73.0,2025-03-01T13:45:27.721Z,2025-03-01T13:45:34Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5547477141,212,17.9,5547477143,213,3.96,5547477139,141,53.7,5547477137,140,12.9,5547477135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782080273,411,1,1,45,20,b8oqgvx1ijeyn6y1cn6929ix4,1,11.4,57.0,2025-03-01T13:45:34.794Z,2025-03-01T13:45:37Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5547477411,140,14.2,5547477415,212,10.1,5547477413,141,71.2,5547477409,56,Back,5547477417,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782080313,412,1,1,45,23,b8oqgvx1ijeyn6y1cn6929ix4,1,6.2,70.3,2025-03-01T13:45:37.377Z,2025-03-01T13:45:39Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5547477655,212,17.0,5547477653,141,95.1,5547477657,213,1.43,5547477649,56,Back,5547477651,140,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782080443,413,1,1,45,25,b8oqgvx1ijeyn6y1cn6929ix4,1,8.5,95.1,2025-03-01T13:45:39.241Z,2025-03-01T13:45:44Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5547478381,140,17.7,5547478379,56,Back,5547478383,141,80.8,5547478387,213,5.49,5547478385,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782080529,414,1,1,45,30,b8oqgvx1ijeyn6y1cn6929ix4,1,28.1,65.1,2025-03-01T13:45:44.369Z,2025-03-01T13:45:48Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5547478845,141,33.9,5547478847,212,21.2,5547478849,213,4.67,5547478843,140,27.3,5547478841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782080615,415,1,1,45,34,b8oqgvx1ijeyn6y1cn6929ix4,1,29.1,23.3,2025-03-01T13:45:48.097Z,2025-03-01T13:45:53Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5547479375,141,42.1,5547479371,56,Back,5547479379,213,2.51,5547479377,212,21.5,5547479373,140,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782080729,416,1,1,45,39,b8oqgvx1ijeyn6y1cn6929ix4,1,12.0,52.7,2025-03-01T13:45:53.617Z,2025-03-01T13:45:59Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5547480091,140,18.4,5547480095,212,23.6,5547480097,213,1.28,5547480089,56,Back,5547480093,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782080845,417,1,1,45,45,b8oqgvx1ijeyn6y1cn6929ix4,1,23.6,91.5,2025-03-01T13:45:59.105Z,2025-03-01T13:46:04Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5547480661,212,15.0,5547480653,140,21.2,5547480649,56,Back,5547480663,213,4.54,5547480657,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782080929,418,1,1,45,50,b8oqgvx1ijeyn6y1cn6929ix4,1,23.6,58.5,2025-03-01T13:46:04.537Z,2025-03-01T13:46:08Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5547481051,56,Back,5547481053,140,12.2,5547481057,212,19.6,5547481059,213,4.05,5547481055,141,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782080979,419,1,1,45,54,b8oqgvx1ijeyn6y1cn6929ix4,1,9.3,34.2,2025-03-01T13:46:08.569Z,2025-03-01T13:46:11Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5547481297,213,5.24,5547481289,141,8.2,5547481283,56,Back,5547481293,212,20.5,5547481285,140,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782081043,420,1,1,45,57,b8oqgvx1ijeyn6y1cn6929ix4,1,22.7,4.9,2025-03-01T13:46:11.377Z,2025-03-01T13:46:14Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5547481649,56,Back,5547481657,213,0.91,5547481653,141,24.4,5547481655,212,16.8,5547481651,140,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782081051,421,61,1,46,0,b8oqgvx1ijeyn6y1cn6929ix4,0,32.5,24.6,2025-03-01T13:46:14.305Z,2025-03-01T13:46:14Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5547481697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782081137,387,1,1,46,1,ajtb177oqwawkdwbqhldmq6mx,1,65.1,74.8,2025-03-01T13:46:15.863Z,2025-03-01T13:46:19Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5547482113,140,80.1,5547482117,212,16.7,5547482119,213,5.95,5547482111,56,Center,5547482115,141,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782081173,388,3,1,46,5,ajtb177oqwawkdwbqhldmq6mx,1,87.7,65.6,2025-03-01T13:46:19.608Z,2025-03-01T15:13:19Z,x3ad9hfxts6jpfugy3kvq9d5,C. Björk,,,5547482347,286,,5547482541,233,422,5547482345,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782081207,422,45,1,46,5,b8oqgvx1ijeyn6y1cn6929ix4,0,12.3,34.4,2025-03-01T13:46:19.608Z,2025-03-01T15:13:19Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5547482503,285,,5547482583,233,388,5547482495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782081201,389,1,1,46,7,ajtb177oqwawkdwbqhldmq6mx,0,95.5,68.1,2025-03-01T13:46:21.168Z,2025-03-01T13:46:36Z,x3ad9hfxts6jpfugy3kvq9d5,C. Björk,,,5547483747,286,,5547483743,233,423,5547482473,56,Center,5547483741,236,,5547482479,212,4.6,5547482477,141,61.8,5547482475,140,97.0,5547482481,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782081343,423,74,1,46,7,b8oqgvx1ijeyn6y1cn6929ix4,1,2.8,42.2,2025-03-01T13:46:21.169Z,2025-03-01T13:46:35Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5547483177,285,,5547483175,56,Back,5547483821,233,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782081235,390,6,1,46,9,ajtb177oqwawkdwbqhldmq6mx,1,97.2,59.3,2025-03-01T13:46:23.129Z,2025-03-01T15:13:06Z,x3ad9hfxts6jpfugy3kvq9d5,C. Björk,,,5547484651,233,424,5547482669,56,Center,5547482671,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782081355,424,6,1,46,9,b8oqgvx1ijeyn6y1cn6929ix4,0,2.8,40.7,2025-03-01T13:46:23.129Z,2025-03-01T15:13:07Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5547484671,233,390,5547483327,73,,5547483325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782081781,391,1,1,46,34,ajtb177oqwawkdwbqhldmq6mx,0,99.5,99.5,2025-03-01T13:46:48.647Z,2025-03-01T13:46:51Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5547485479,2,,5547485481,6,,5547485491,140,94.6,5547485495,212,38.1,5547485485,155,,5547485487,223,,5547485497,213,4.58,5547485499,1,,5547485489,56,5547485493,141,44.0,,,,,,,,,,,,,,,,,,,Center,,,,,,
2782081831,425,12,1,46,39,b8oqgvx1ijeyn6y1cn6929ix4,1,6.3,50.6,2025-03-01T13:46:52.977Z,2025-03-01T13:53:26Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5547485811,15,,5547485795,213,1.04,5547485787,56,Back,5547485789,140,7.6,5547485793,212,2.7,5547485791,141,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782081855,392,61,1,46,40,ajtb177oqwawkdwbqhldmq6mx,1,94.6,43.9,2025-03-01T13:46:54.603Z,2025-03-01T13:46:54Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5547485931,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782081883,426,43,1,46,41,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-03-01T13:46:55.457Z,2025-03-01T13:48:35Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5547486041,182,0,5547486207,177,0,5547497639,144,10,5547486043,56,Back,5547486039,178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782081933,427,43,1,46,41,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-03-01T13:46:55.467Z,2025-03-01T13:47:40Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5547491173,144,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782082749,428,4,1,46,42,b8oqgvx1ijeyn6y1cn6929ix4,1,11.7,52.8,2025-03-01T13:46:55.961Z,2025-03-01T15:56:33Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5547490731,56,Back,5547491053,233,393,5547490737,285,,5547490733,152,,5547490729,13,,5547490735,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782082767,393,4,1,46,42,ajtb177oqwawkdwbqhldmq6mx,0,88.3,47.2,2025-03-01T13:46:55.962Z,2025-03-01T15:56:30Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5547490995,13,,5547491057,233,428,5547491003,286,,5547490999,152,,5547490997,56,Center,5547491001,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782083137,429,1,1,47,34,b8oqgvx1ijeyn6y1cn6929ix4,1,15.5,54.3,2025-03-01T13:47:48.152Z,2025-03-01T13:47:51Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5547492575,213,0.31,5547492577,1,,5547492561,5,,5547492573,212,57.0,5547492565,152,,5547492567,56,Left,5547492571,141,79.6,5547492569,140,67.3,5547492563,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782083153,430,44,1,47,36,b8oqgvx1ijeyn6y1cn6929ix4,1,68.4,84.8,2025-03-01T13:47:50.942Z,2025-03-01T15:13:30Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5547492641,286,,5547492639,56,Left,5547492689,233,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782083131,394,44,1,47,36,ajtb177oqwawkdwbqhldmq6mx,0,31.6,15.2,2025-03-01T13:47:50.943Z,2025-03-01T15:13:31Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5547492535,285,,5547492759,233,430,5547492533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782083211,431,1,1,47,37,b8oqgvx1ijeyn6y1cn6929ix4,1,67.4,79.9,2025-03-01T13:47:51.674Z,2025-03-01T13:47:54Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5547492927,56,Left,5547492929,140,74.0,5547492935,213,0.16,5547492923,3,,5547492933,212,7.0,5547492925,168,,5547492931,141,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782083169,395,83,1,47,38,ajtb177oqwawkdwbqhldmq6mx,0,26.8,11.7,2025-03-01T13:47:52.735Z,2025-03-01T13:47:54Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5547493059,399,b6l4m6bmqgil9bjjov4tnuivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782083223,432,50,1,47,39,b8oqgvx1ijeyn6y1cn6929ix4,1,76.8,86.0,2025-03-01T13:47:53.913Z,2025-03-01T13:48:01Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5547493001,286,,5547492999,56,Left,5547493341,233,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782083275,396,7,1,47,39,ajtb177oqwawkdwbqhldmq6mx,1,23.2,14.0,2025-03-01T13:47:53.914Z,2025-03-01T13:48:00Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5547493235,285,,5547493291,233,432,5547493231,167,,5547493233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782083389,397,5,1,47,40,ajtb177oqwawkdwbqhldmq6mx,0,21.8,-1.0,2025-03-01T13:47:54.872Z,2025-03-01T15:41:25Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5547494707,233,433,5547493801,56,Back,5547493803,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782083557,433,5,1,47,40,b8oqgvx1ijeyn6y1cn6929ix4,1,78.2,101.0,2025-03-01T13:47:54.872Z,2025-03-01T15:41:24Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5547494667,233,397,5547494597,56,Left,5547494599,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782084013,434,1,1,48,12,b8oqgvx1ijeyn6y1cn6929ix4,0,83.5,100.0,2025-03-01T13:48:26.352Z,2025-03-01T13:48:29Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5547497075,212,35.1,5547497057,107,,5547497079,213,5.13,5547497061,56,Center,5547497083,1,,5547497067,140,97.2,5547497071,141,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782084025,398,11,1,48,16,ajtb177oqwawkdwbqhldmq6mx,1,5.0,44.9,2025-03-01T13:48:30.047Z,2025-03-01T13:48:30Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5547497129,88,,5547497127,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782084157,399,1,1,48,20,ajtb177oqwawkdwbqhldmq6mx,0,9.4,28.8,2025-03-01T13:48:34.296Z,2025-03-01T13:48:38Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5547497851,56,Center,5547497855,141,33.3,5547497861,1,,5547497853,140,63.8,5547497859,213,0.05,5547497849,199,,5547497857,212,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782084311,435,1,1,48,24,b8oqgvx1ijeyn6y1cn6929ix4,1,28.0,64.3,2025-03-01T13:48:38.690Z,2025-03-01T13:48:45Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5547498621,56,Back,5547498627,212,21.8,5547498629,213,0.31,5547498619,3,,5547498623,140,47.7,5547498625,141,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782084259,400,30,1,48,28,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-03-01T13:48:42.919Z,2025-03-01T13:48:43Z,,,,,5547498391,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782084319,436,30,1,48,28,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-03-01T13:48:42.919Z,2025-03-01T13:48:45Z,,,,,5547498667,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782099241,437,18,2,45,0,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-03-01T14:05:05.156Z,2025-03-01T14:05:06Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5547579795,59,20,5547579791,42,,5547579917,55,438,5547579793,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782099249,438,19,2,45,0,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-03-01T14:05:05.157Z,2025-03-01T16:04:33Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5547579879,292,6,5547579877,59,33,5547579847,145,8,5547579839,42,,5547579881,293,5,5547579885,55,437,5547579883,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782104197,404,32,2,45,0,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-03-01T14:09:27.462Z,2025-03-01T14:09:27Z,,,,,5547606145,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782104205,440,32,2,45,0,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-03-01T14:09:27.462Z,2025-03-01T14:09:30Z,,,,,5547606193,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782104253,405,1,2,45,0,ajtb177oqwawkdwbqhldmq6mx,1,49.9,50.4,2025-03-01T14:09:27.463Z,2025-03-01T14:09:31Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5547606461,140,32.4,5547606459,56,Back,5547606467,213,2.94,5547606469,279,S,5547606463,141,55.8,5547606465,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782104373,406,1,2,45,2,ajtb177oqwawkdwbqhldmq6mx,1,32.4,55.4,2025-03-01T14:09:30.100Z,2025-03-01T14:09:35Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5547607091,213,5.54,5547607077,157,,5547607079,56,Right,5547607093,1,,5547607083,140,68.3,5547607087,141,4.4,5547607089,212,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782104385,407,1,2,45,5,ajtb177oqwawkdwbqhldmq6mx,0,68.9,4.4,2025-03-01T14:09:32.660Z,2025-03-01T14:14:44Z,x3ad9hfxts6jpfugy3kvq9d5,C. Björk,,,5547607179,56,Right,5547607177,3,,5547607185,212,5.4,5547607181,140,64.2,5547607187,213,2.73,5547607183,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782104413,441,3,2,45,6,b8oqgvx1ijeyn6y1cn6929ix4,0,42.2,83.0,2025-03-01T14:09:33.593Z,2025-03-01T15:18:16Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5547626407,233,443,5547607325,56,Back,5547607327,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782107789,443,7,2,45,6,ajtb177oqwawkdwbqhldmq6mx,0,57.8,17.0,2025-03-01T14:09:33.594Z,2025-03-01T14:12:40Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5547626301,56,Right,5547626303,285,,5547626359,233,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782104439,408,83,2,45,10,ajtb177oqwawkdwbqhldmq6mx,0,65.2,7.7,2025-03-01T14:09:38.043Z,2025-03-01T14:09:41Z,x3ad9hfxts6jpfugy3kvq9d5,C. Björk,,,5547607835,399,e3546n3qj447qgmizao50zx1w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782104503,442,61,2,45,13,b8oqgvx1ijeyn6y1cn6929ix4,0,41.3,91.1,2025-03-01T14:09:41.093Z,2025-03-01T15:18:18Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5547607819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782104573,409,1,2,45,14,ajtb177oqwawkdwbqhldmq6mx,1,44.9,4.3,2025-03-01T14:09:41.955Z,2025-03-01T14:09:45Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5547608201,213,3.12,5547608193,140,27.4,5547608197,141,5.0,5547608199,212,18.4,5547608189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782104631,411,1,2,45,17,ajtb177oqwawkdwbqhldmq6mx,1,27.4,5.0,2025-03-01T14:09:45.283Z,2025-03-01T14:09:47Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5547608523,141,29.8,5547608519,56,Back,5547608529,213,1.87,5547608525,212,17.6,5547608521,140,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782104675,412,1,2,45,20,ajtb177oqwawkdwbqhldmq6mx,1,22.2,33.4,2025-03-01T14:09:47.531Z,2025-03-01T14:09:49Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5547608779,56,Back,5547608789,212,11.9,5547608783,140,12.2,5547608793,213,2.65,5547608785,141,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782104761,413,1,2,45,21,ajtb177oqwawkdwbqhldmq6mx,1,12.2,41.6,2025-03-01T14:09:49.347Z,2025-03-01T14:09:52Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5547609231,56,Back,5547609241,141,17.0,5547609243,212,18.7,5547609247,213,5.18,5547609239,140,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782104819,414,1,2,45,25,ajtb177oqwawkdwbqhldmq6mx,1,20.2,17.0,2025-03-01T14:09:52.547Z,2025-03-01T14:09:55Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5547609603,140,31.8,5547609607,212,12.2,5547609611,213,6.25,5547609601,56,Back,5547609605,141,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782104847,415,1,2,45,27,ajtb177oqwawkdwbqhldmq6mx,1,30.9,15.6,2025-03-01T14:09:54.635Z,2025-03-01T14:09:56Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5547609741,213,4.02,5547609735,140,25.5,5547609733,56,Back,5547609739,212,8.9,5547609737,141,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782104915,416,1,2,45,28,ajtb177oqwawkdwbqhldmq6mx,0,25.5,5.5,2025-03-01T14:09:55.916Z,2025-03-01T14:09:58Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5547610069,213,0.95,5547610071,1,,5547610067,212,26.1,5547610063,140,40.0,5547610065,141,36.6,5547610061,56,Back,5547610059,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782104979,444,1,2,45,33,b8oqgvx1ijeyn6y1cn6929ix4,0,62.7,33.9,2025-03-01T14:10:01.276Z,2025-03-01T15:18:19Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5547610391,212,26.8,5547610385,56,Center,5547610389,141,64.3,5547610387,140,78.9,5547610393,213,0.88,5547610383,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782105025,417,1,2,45,34,ajtb177oqwawkdwbqhldmq6mx,1,28.3,28.9,2025-03-01T14:10:01.498Z,2025-03-01T14:10:04Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5547610611,56,Back,5547610623,213,2.64,5547610617,141,43.3,5547610619,212,20.3,5547610613,140,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
