id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2809197263,410,1,2,45,9,8gxd9ry2580pu1b1dd5ny9ymy,1,27.4,42.5,2025-05-03T11:33:45.425Z,2025-05-03T11:33:47Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5696569609,213,1.52,5696569601,56,Back,5696569607,212,12.7,5696569603,140,28.0,5696569605,141,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809197361,411,1,2,45,11,8gxd9ry2580pu1b1dd5ny9ymy,1,28.3,61.8,2025-05-03T11:33:47.442Z,2025-05-03T11:33:51Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5696570089,213,0.08,5696570075,140,63.6,5696570093,1,,5696570079,141,66.1,5696570085,212,37.2,5696570069,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809197367,412,1,2,45,12,8gxd9ry2580pu1b1dd5ny9ymy,0,63.6,66.1,2025-05-03T11:33:48.154Z,2025-05-03T12:38:31Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5696570127,56,Center,5696570131,141,56.3,5696570129,140,59.0,5696570133,212,8.2,5696570135,213,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809197363,438,1,2,45,14,b8oqgvx1ijeyn6y1cn6929ix4,1,53.2,32.5,2025-05-03T11:33:50.444Z,2025-05-03T11:33:51Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,5696570103,141,34.5,5696570105,212,10.6,5696570099,56,Back,5696570107,213,3.01,5696570101,140,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809197373,439,1,2,45,15,b8oqgvx1ijeyn6y1cn6929ix4,0,43.2,34.5,2025-05-03T11:33:51.309Z,2025-05-03T11:36:12Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,5696570161,56,Back,5696570169,212,0.3,5696570423,236,,5696570425,233,413,5696570167,141,34.6,5696570171,213,0.21,5696570429,286,,5696570165,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809197429,413,74,2,45,15,8gxd9ry2580pu1b1dd5ny9ymy,1,70.6,57.8,2025-05-03T11:33:51.310Z,2025-05-03T12:42:08Z,aajgld24isoem1ycoysyxxp1w,Z. Aliji,,5696570409,56,Center,5696570411,285,,5696570473,233,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809197455,414,61,2,45,19,8gxd9ry2580pu1b1dd5ny9ymy,1,73.7,58.4,2025-05-03T11:33:55.156Z,2025-05-03T12:42:18Z,aajgld24isoem1ycoysyxxp1w,Z. Aliji,,5696570531,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809197531,441,1,2,45,20,b8oqgvx1ijeyn6y1cn6929ix4,1,33.9,31.8,2025-05-03T11:33:55.844Z,2025-05-03T11:33:59Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,5696570907,213,4.65,5696570903,141,12.4,5696570899,56,Back,5696570905,212,13.2,5696570901,140,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809197567,415,45,2,45,23,8gxd9ry2580pu1b1dd5ny9ymy,0,76.2,76.4,2025-05-03T11:33:58.973Z,2025-05-03T12:46:11Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,5696571181,233,442,5696571077,286,,5696571075,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809197545,442,3,2,45,23,b8oqgvx1ijeyn6y1cn6929ix4,1,23.8,23.6,2025-05-03T11:33:58.973Z,2025-05-03T12:46:10Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5696571145,233,415,5696570971,56,Back,5696570975,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809197555,443,1,2,45,23,b8oqgvx1ijeyn6y1cn6929ix4,0,33.0,11.4,2025-05-03T11:33:59.308Z,2025-05-03T11:34:00Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5696571027,213,1.39,5696571025,212,10.9,5696571019,56,Back,5696571023,141,27.1,5696571021,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809197667,417,43,2,45,27,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2025-05-03T11:34:03.154Z,2025-05-03T12:43:16Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5696571511,141,84.2,5696936429,144,1,5696571509,140,80.0,5696571515,213,0.51,5696571513,212,17.2,5696571507,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809175981,306,1,2,45,27,8gxd9ry2580pu1b1dd5ny9ymy,1,56.7,80.3,2025-05-03T11:34:03.580Z,2025-05-03T12:50:33Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5696935609,141,85.0,5696935607,140,73.2,5696935613,212,17.6,5696935619,213,0.18,5696462663,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809197695,418,1,2,45,28,8gxd9ry2580pu1b1dd5ny9ymy,0,80.0,84.2,2025-05-03T11:34:04.490Z,2025-05-03T11:34:06Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5696571631,141,73.8,5696571627,56,Center,5696571635,213,5.83,5696571633,212,16.0,5696571629,140,93.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809197727,444,12,2,45,30,b8oqgvx1ijeyn6y1cn6929ix4,1,8.1,15.7,2025-05-03T11:34:06.508Z,2025-05-03T11:34:08Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,5696571777,141,0.0,5696571775,140,7.2,5696571773,56,Back,5696571779,212,11.5,5696571781,213,4.63,5696571877,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809197877,419,5,2,45,31,8gxd9ry2580pu1b1dd5ny9ymy,1,93.0,101.2,2025-05-03T11:34:07.067Z,2025-05-03T12:44:45Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5696572497,56,Left,5696572599,233,445,5696572499,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809197737,445,5,2,45,31,b8oqgvx1ijeyn6y1cn6929ix4,0,7.0,-1.2,2025-05-03T11:34:07.067Z,2025-05-03T12:44:46Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,5696572633,233,419,5696571825,56,Back,5696571827,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809197913,420,1,2,45,38,8gxd9ry2580pu1b1dd5ny9ymy,1,93.4,100.0,2025-05-03T11:34:14.131Z,2025-05-03T11:34:16Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5696572679,107,,5696572681,56,Left,5696572689,213,3.42,5696572685,141,94.7,5696572683,140,78.3,5696572687,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809198011,421,1,2,45,39,8gxd9ry2580pu1b1dd5ny9ymy,1,78.3,94.7,2025-05-03T11:34:15.241Z,2025-05-03T11:34:20Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5696573165,56,Left,5696573171,212,9.1,5696573167,140,75.5,5696573173,213,4.38,5696573169,141,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809198073,422,1,2,45,44,8gxd9ry2580pu1b1dd5ny9ymy,1,75.5,82.0,2025-05-03T11:34:20.354Z,2025-05-03T11:34:22Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5696573505,56,Left,5696573513,213,1.64,5696573507,140,75.1,5696573511,212,6.4,5696573509,141,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809198127,423,1,2,45,49,8gxd9ry2580pu1b1dd5ny9ymy,1,73.8,87.5,2025-05-03T11:34:25.018Z,2025-05-03T11:34:25Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5696573825,212,9.1,5696573819,141,77.6,5696573811,56,Center,5696573829,213,3.98,5696573815,140,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809198167,424,1,2,45,49,8gxd9ry2580pu1b1dd5ny9ymy,1,68.0,77.6,2025-05-03T11:34:25.506Z,2025-05-03T11:34:27Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5696574025,212,45.0,5696574009,196,,5696574035,1,,5696574013,56,Right,5696574017,140,58.3,5696574021,141,13.2,5696574029,213,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809198303,425,1,2,45,51,8gxd9ry2580pu1b1dd5ny9ymy,1,58.3,13.2,2025-05-03T11:34:27.090Z,2025-05-03T11:34:32Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5696574709,212,10.6,5696574707,141,8.0,5696574711,213,5.94,5696574705,140,67.8,5696574703,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809198281,446,83,2,45,56,b8oqgvx1ijeyn6y1cn6929ix4,0,43.6,89.5,2025-05-03T11:34:32.060Z,2025-05-03T11:34:51Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,5696574895,399,45dqseup0cmujyl4nprr29y0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809198313,426,50,2,45,57,8gxd9ry2580pu1b1dd5ny9ymy,1,61.0,9.8,2025-05-03T11:34:32.762Z,2025-05-03T12:38:54Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5696575221,233,447,5696574783,286,,5696574781,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809198385,447,7,2,45,57,b8oqgvx1ijeyn6y1cn6929ix4,1,39.0,90.2,2025-05-03T11:34:32.763Z,2025-05-03T12:38:53Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,5696575103,285,,5696575101,56,Back,5696575187,233,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809198583,449,1,2,46,2,b8oqgvx1ijeyn6y1cn6929ix4,1,74.5,82.3,2025-05-03T11:34:38.565Z,2025-05-03T11:34:44Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,5696576073,56,Center,5696576085,213,5.56,5696576075,140,85.6,5696576081,212,15.5,5696576079,141,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809198557,427,83,2,46,7,8gxd9ry2580pu1b1dd5ny9ymy,0,10.2,16.4,2025-05-03T11:34:43.650Z,2025-05-03T11:34:45Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5696576187,399,9ircna8pbskreztmy1wiqwx9m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809198595,450,1,2,46,9,b8oqgvx1ijeyn6y1cn6929ix4,1,89.5,86.5,2025-05-03T11:34:44.772Z,2025-05-03T11:38:24Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,1.0,5696602087,210,15,5696576139,56,Center,5696576141,140,73.0,5696576143,141,72.6,5696576145,212,19.7,5696576147,213,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809198685,451,15,2,46,11,b8oqgvx1ijeyn6y1cn6929ix4,1,77.4,69.1,2025-05-03T11:34:47.453Z,2025-05-03T11:50:43Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,5696602129,78,,5696576575,22,,5696602151,147,49.8,5696602131,29,,5696602141,215,,5696602237,233,428,5696576577,18,,5696601553,20,,5696576579,56,5696602137,102,Center,48.3,5696602147,146,97.1,5696602139,103,3.2,5696602133,55,,,,,,,,,,450,,,,,,
2809198731,428,10,2,46,11,8gxd9ry2580pu1b1dd5ny9ymy,1,2.1,49.9,2025-05-03T11:34:47.553Z,2025-05-03T11:38:26Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,5696602319,233,451,5696576775,182,,5696576779,56,Back,5696576985,179,,5696576983,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809199195,431,1,2,46,31,8gxd9ry2580pu1b1dd5ny9ymy,0,11.5,51.0,2025-05-03T11:35:07.442Z,2025-05-03T11:35:11Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,5696579125,198,,5696579143,1,,5696579135,140,72.9,5696579141,213,0.23,5696579139,212,66.2,5696579131,56,Center,5696579121,157,,5696579137,141,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809199233,452,44,2,46,35,b8oqgvx1ijeyn6y1cn6929ix4,1,33.3,23.4,2025-05-03T11:35:10.769Z,2025-05-03T11:35:16Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,5696579293,285,,5696579385,233,432,5696579291,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809199207,432,44,2,46,35,8gxd9ry2580pu1b1dd5ny9ymy,0,66.7,76.6,2025-05-03T11:35:10.770Z,2025-05-03T11:35:18Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5696579197,56,Center,5696579201,286,,5696579433,233,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809199245,453,1,2,46,35,b8oqgvx1ijeyn6y1cn6929ix4,1,41.8,18.1,2025-05-03T11:35:10.998Z,2025-05-03T11:51:11Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,5696579335,141,20.2,5696579333,140,46.1,5696579337,212,4.7,5696579329,3,,5696579331,56,Back,5696579339,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809199329,454,61,2,46,38,b8oqgvx1ijeyn6y1cn6929ix4,1,48.1,20.7,2025-05-03T11:35:13.975Z,2025-05-03T11:39:37Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5696579741,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809199339,455,43,2,46,40,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-05-03T11:35:15.868Z,2025-05-03T11:39:55Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,5696579773,141,14.5,5696579775,212,10.4,5696611813,144,1,5696579777,213,4.05,5696579769,56,Right,5696579771,140,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809199357,456,1,2,46,41,b8oqgvx1ijeyn6y1cn6929ix4,1,60.9,14.5,2025-05-03T11:35:16.780Z,2025-05-03T11:35:18Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,5696579869,140,68.3,5696579875,213,0.78,5696579873,212,10.9,5696579867,56,Center,5696579871,141,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809199361,457,1,2,46,41,b8oqgvx1ijeyn6y1cn6929ix4,1,68.3,25.8,2025-05-03T11:35:17.591Z,2025-05-03T11:42:24Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,5696579927,213,2.82,5696579919,56,Center,5696628733,156,,5696579921,140,57.8,5696579925,212,11.6,5696579923,141,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809199373,458,1,2,46,42,b8oqgvx1ijeyn6y1cn6929ix4,1,57.8,31.2,2025-05-03T11:35:18.236Z,2025-05-03T11:35:19Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5696580011,212,11.5,5696580009,141,37.9,5696580005,56,Center,5696580007,140,67.9,5696580013,213,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809199397,459,1,2,46,43,b8oqgvx1ijeyn6y1cn6929ix4,1,67.9,37.9,2025-05-03T11:35:18.980Z,2025-05-03T11:43:35Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,5696580147,56,Center,5696580151,141,43.8,5696580155,213,2.34,5696580153,212,5.6,5696580149,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809199437,460,1,2,46,45,b8oqgvx1ijeyn6y1cn6929ix4,0,67.8,39.6,2025-05-03T11:35:21.412Z,2025-05-03T11:35:26Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5696580329,212,0.8,5696580825,236,,5696580327,141,40.8,5696580331,213,1.57,5696580831,286,,5696580827,233,433,5696580325,140,67.8,5696580323,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809199527,433,74,2,46,45,8gxd9ry2580pu1b1dd5ny9ymy,1,33.2,43.9,2025-05-03T11:35:21.413Z,2025-05-03T12:54:32Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5696580785,285,,5696580913,233,460,5696580783,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809199851,436,5,2,46,51,8gxd9ry2580pu1b1dd5ny9ymy,0,36.8,-1.6,2025-05-03T11:35:27.596Z,2025-05-03T12:44:47Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5696686507,233,461,5696582557,347,,5696582555,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809199665,461,5,2,46,51,b8oqgvx1ijeyn6y1cn6929ix4,1,63.2,101.6,2025-05-03T11:35:27.596Z,2025-05-03T12:44:46Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5696686483,233,436,5696581551,56,Left,5696581553,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809199733,462,1,2,46,56,b8oqgvx1ijeyn6y1cn6929ix4,1,61.8,100.0,2025-05-03T11:35:32.004Z,2025-05-03T11:35:34Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,5696581935,140,40.4,5696581943,1,,5696581933,56,Back,5696581937,141,75.3,5696581931,107,,5696581941,213,3.80,5696581939,212,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809199771,463,1,2,46,58,b8oqgvx1ijeyn6y1cn6929ix4,1,36.0,76.0,2025-05-03T11:35:34.364Z,2025-05-03T11:35:35Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,5696582145,140,41.9,5696582143,56,Back,5696582151,213,6.17,5696582147,141,75.0,5696582149,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809199849,464,1,2,47,0,b8oqgvx1ijeyn6y1cn6929ix4,1,42.6,70.9,2025-05-03T11:35:35.780Z,2025-05-03T11:35:39Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,5696582531,56,Back,5696582539,141,74.1,5696582543,212,11.1,5696582535,140,32.2,5696582545,213,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809199975,465,1,2,47,3,b8oqgvx1ijeyn6y1cn6929ix4,1,32.2,74.1,2025-05-03T11:35:39.117Z,2025-05-03T11:35:44Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,5696583165,140,8.9,5696583181,213,3.60,5696583175,212,27.3,5696583171,141,56.2,5696583161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809199865,437,43,2,47,3,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2025-05-03T11:35:39.337Z,2025-05-03T11:35:42Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5696582583,56,Back,5696582949,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809200053,466,1,2,47,8,b8oqgvx1ijeyn6y1cn6929ix4,1,9.4,61.3,2025-05-03T11:35:44.620Z,2025-05-03T11:35:47Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,5696583647,212,16.3,5696583651,213,1.31,5696583641,56,Back,5696583645,141,84.4,5696583643,140,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809200105,467,1,2,47,11,b8oqgvx1ijeyn6y1cn6929ix4,1,14.5,83.7,2025-05-03T11:35:47.308Z,2025-05-03T11:35:49Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,5696583967,140,4.0,5696583971,212,20.0,5696583969,141,59.2,5696583965,56,Back,5696583973,213,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809200135,468,1,2,47,14,b8oqgvx1ijeyn6y1cn6929ix4,0,4.2,65.8,2025-05-03T11:35:49.965Z,2025-05-03T11:35:50Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,5696584147,212,15.8,5696584145,141,77.5,5696584143,140,17.2,5696584141,56,Back,5696584149,213,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809200225,439,1,2,47,18,8gxd9ry2580pu1b1dd5ny9ymy,0,89.8,25.8,2025-05-03T11:35:53.961Z,2025-05-03T11:35:54Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5696584619,141,27.7,5696584623,213,1.33,5696584617,140,90.1,5696584621,212,1.3,5696584615,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809200233,469,61,2,47,18,b8oqgvx1ijeyn6y1cn6929ix4,1,14.4,64.0,2025-05-03T11:35:54.645Z,2025-05-03T11:35:54Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,5696584657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809200285,470,12,2,47,20,b8oqgvx1ijeyn6y1cn6929ix4,1,10.5,69.4,2025-05-03T11:35:56.036Z,2025-05-03T11:35:57Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,5696584921,140,13.4,5696584923,141,71.8,5696584919,56,Back,5696584925,212,3.5,5696584927,213,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809200341,472,1,2,47,21,b8oqgvx1ijeyn6y1cn6929ix4,1,12.9,71.4,2025-05-03T11:35:57.508Z,2025-05-03T11:35:59Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,5696585253,212,22.7,5696585249,140,27.0,5696585255,213,0.86,5696585245,56,Back,5696585251,141,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809200415,473,1,2,47,23,b8oqgvx1ijeyn6y1cn6929ix4,1,28.5,96.6,2025-05-03T11:35:59.220Z,2025-05-03T11:36:02Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,5696585643,56,Back,5696585645,140,48.6,5696585649,212,24.3,5696585647,141,78.9,5696585651,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809200491,474,1,2,47,26,b8oqgvx1ijeyn6y1cn6929ix4,1,48.7,78.9,2025-05-03T11:36:01.860Z,2025-05-03T11:36:05Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,5696586083,213,0.81,5696586069,56,Left,5696586079,141,90.0,5696586073,140,55.6,5696586081,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809200475,440,4,2,47,29,8gxd9ry2580pu1b1dd5ny9ymy,1,61.4,17.8,2025-05-03T11:36:04.761Z,2025-05-03T11:53:38Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5696586221,56,Right,5696693671,294,,5696586233,286,,5696586215,13,,5696586225,152,,5696586283,233,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809200507,475,4,2,47,29,b8oqgvx1ijeyn6y1cn6929ix4,0,38.6,82.2,2025-05-03T11:36:04.762Z,2025-05-03T11:40:30Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,5696586267,285,,5696586333,233,440,5696586261,294,,5696586259,13,,5696586265,152,,5696586263,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809200803,441,1,2,47,43,8gxd9ry2580pu1b1dd5ny9ymy,1,55.7,17.9,2025-05-03T11:36:19.233Z,2025-05-03T12:54:30Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5696587789,213,2.42,5696587781,56,Back,5696587787,212,32.5,5696587791,1,,5696587779,152,,5696587783,140,32.4,5696587785,141,49.4,5696587777,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809200867,442,1,2,47,45,8gxd9ry2580pu1b1dd5ny9ymy,1,32.3,49.4,2025-05-03T11:36:21.625Z,2025-05-03T11:36:24Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5696588165,212,14.4,5696588163,141,70.5,5696588167,213,1.46,5696588159,56,Back,5696588161,140,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809200975,443,1,2,47,48,8gxd9ry2580pu1b1dd5ny9ymy,1,33.8,70.5,2025-05-03T11:36:24.313Z,2025-05-03T11:36:29Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5696588791,213,4.38,5696588789,212,8.4,5696588785,140,31.2,5696588783,56,Back,5696588787,141,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809200983,444,61,2,47,54,8gxd9ry2580pu1b1dd5ny9ymy,0,37.0,58.2,2025-05-03T11:36:29.689Z,2025-05-03T11:36:30Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5696588819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809201421,446,51,2,47,55,8gxd9ry2580pu1b1dd5ny9ymy,1,28.5,54.9,2025-05-03T11:36:30.713Z,2025-05-03T11:55:40Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5696591441,170,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
