id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2726861617,345,5,1,40,39,7gkglopz9cjsysn2u6sbhuvc5,0,101.0,71.2,2024-09-28T12:40:25.670Z,2024-09-28T14:20:04Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5246859733,346,,5246859731,56,Center,5246860427,233,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726861723,402,5,1,40,39,8gxd9ry2580pu1b1dd5ny9ymy,1,-1.0,28.8,2024-09-28T12:40:25.670Z,2024-09-28T14:20:03Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5246860291,56,Back,5246860293,346,,5246860375,233,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726861867,403,1,1,40,53,8gxd9ry2580pu1b1dd5ny9ymy,1,4.8,57.3,2024-09-28T12:40:39.170Z,2024-09-28T12:40:41Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5246861153,237,,5246861145,141,58.1,5246861147,212,5.5,5246861141,56,Back,5246861139,124,,5246861143,140,10.0,5246861149,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726861947,404,1,1,40,55,8gxd9ry2580pu1b1dd5ny9ymy,1,11.9,53.3,2024-09-28T12:40:41.682Z,2024-09-28T12:40:45Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5246861641,141,41.8,5246861645,213,5.84,5246861639,140,27.7,5246861643,212,18.3,5246861637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726861977,405,1,1,40,59,8gxd9ry2580pu1b1dd5ny9ymy,0,29.7,44.9,2024-09-28T12:40:45.025Z,2024-09-28T12:40:46Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5246861789,213,0.61,5246861787,212,23.4,5246861783,141,64.6,5246861779,140,48.0,5246861773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726862173,347,1,1,41,4,7gkglopz9cjsysn2u6sbhuvc5,0,67.8,32.1,2024-09-28T12:40:50.040Z,2024-09-28T12:40:57Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5246862707,141,30.9,5246862709,212,30.0,5246862703,56,Center,5246862711,213,6.26,5246862705,140,96.4,5246862701,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726862387,407,1,1,41,18,8gxd9ry2580pu1b1dd5ny9ymy,1,12.0,54.6,2024-09-28T12:41:03.977Z,2024-09-28T12:41:07Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5246863737,140,16.9,5246863743,213,0.08,5246863739,141,55.2,5246863735,56,Back,5246863741,212,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726862427,408,1,1,41,21,8gxd9ry2580pu1b1dd5ny9ymy,0,22.4,41.5,2024-09-28T12:41:07.642Z,2024-09-28T12:41:10Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5246863967,141,0.0,5246863965,140,50.4,5246863969,212,41.4,5246863973,1,,5246863963,56,Right,5246863961,155,,5246863971,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726862561,348,5,1,41,24,7gkglopz9cjsysn2u6sbhuvc5,1,49.0,101.4,2024-09-28T12:41:09.903Z,2024-09-28T14:20:04Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5246864699,233,409,5246864655,347,,5246864653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726862433,409,5,1,41,24,8gxd9ry2580pu1b1dd5ny9ymy,0,51.0,-1.4,2024-09-28T12:41:09.903Z,2024-09-28T14:20:05Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5246864005,56,Right,5246864719,233,348,5246864007,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726862627,349,1,1,41,30,7gkglopz9cjsysn2u6sbhuvc5,1,47.7,100.0,2024-09-28T12:41:15.920Z,2024-09-28T12:50:23Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5246919551,189,,5246865013,212,33.7,5246865005,107,,5246865011,141,88.9,5246865007,56,Left,5246865017,1,,5246865015,213,6.03,5246865009,140,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726862703,350,3,1,41,33,7gkglopz9cjsysn2u6sbhuvc5,1,75.6,79.9,2024-09-28T12:41:19.144Z,2024-09-28T14:14:03Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5246865469,233,410,5246865419,286,,5246865417,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726862669,410,45,1,41,33,8gxd9ry2580pu1b1dd5ny9ymy,0,24.4,20.1,2024-09-28T12:41:19.144Z,2024-09-28T14:14:03Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5246865481,233,350,5246865191,56,Back,5246865193,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726862739,351,1,1,41,35,7gkglopz9cjsysn2u6sbhuvc5,0,92.7,82.0,2024-09-28T12:41:21.313Z,2024-09-28T12:50:47Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5246865575,56,Center,5246865583,213,4.14,5246865579,141,69.6,5246865577,140,87.5,5246865581,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726862769,353,83,1,41,36,7gkglopz9cjsysn2u6sbhuvc5,0,87.4,65.4,2024-09-28T12:41:22.209Z,2024-09-28T12:51:08Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5246866405,399,6uwvbagahvoavs630k8uksxjp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726862881,411,3,1,41,37,8gxd9ry2580pu1b1dd5ny9ymy,0,14.6,41.7,2024-09-28T12:41:22.863Z,2024-09-28T14:17:07Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5247259405,233,352,5246866233,285,,5246866231,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726862743,352,7,1,41,37,7gkglopz9cjsysn2u6sbhuvc5,0,85.4,58.3,2024-09-28T12:41:22.864Z,2024-09-28T14:17:07Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5246865611,56,Center,5246922641,286,,5247259377,233,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726862935,412,61,1,41,39,8gxd9ry2580pu1b1dd5ny9ymy,1,15.8,48.5,2024-09-28T12:41:25.635Z,2024-09-28T13:47:02Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5246866483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726862875,354,13,1,41,43,7gkglopz9cjsysn2u6sbhuvc5,1,78.2,47.4,2024-09-28T12:41:28.776Z,2024-09-28T15:09:45Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5246866193,22,,5246924695,103,77.8,5246866201,56,Center,5246866195,18,,5246924693,102,48.6,5246924699,230,97.6,5246924511,20,,5246924697,458,,5246924691,74,,5248065739,328,5246924703,231,,,,,,,48.9,,,,,,,,,,,,,,,,
2726862945,355,5,1,41,45,7gkglopz9cjsysn2u6sbhuvc5,0,101.3,56.8,2024-09-28T12:41:31.210Z,2024-09-28T14:20:05Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5246869483,233,413,5246866539,56,Center,5246866541,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726863511,413,5,1,41,45,8gxd9ry2580pu1b1dd5ny9ymy,1,-1.3,43.2,2024-09-28T12:41:31.210Z,2024-09-28T14:20:05Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5246869327,346,,5246869405,233,355,5246869325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726863561,414,1,1,42,11,8gxd9ry2580pu1b1dd5ny9ymy,1,4.7,59.0,2024-09-28T12:41:57.328Z,2024-09-28T12:41:59Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5246869555,124,,5246869567,212,7.6,5246869557,56,Back,5246869573,237,,5246869569,213,4.74,5246869563,141,47.9,5246869559,140,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726863691,415,1,1,42,13,8gxd9ry2580pu1b1dd5ny9ymy,1,8.1,47.8,2024-09-28T12:41:58.968Z,2024-09-28T12:42:04Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5246870267,140,55.9,5246870275,1,,5246870265,56,Center,5246870263,157,,5246870273,213,6.23,5246870269,141,43.9,5246870271,212,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726863695,416,61,1,42,14,8gxd9ry2580pu1b1dd5ny9ymy,0,56.9,44.3,2024-09-28T12:42:00.496Z,2024-09-28T13:47:06Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5246870291,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726863717,356,1,1,42,17,7gkglopz9cjsysn2u6sbhuvc5,1,34.2,61.2,2024-09-28T12:42:03.423Z,2024-09-28T12:42:05Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5246870375,140,41.7,5246870371,3,,5246870373,56,Back,5246870381,213,5.53,5246870379,212,10.8,5246870377,141,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726863731,357,1,1,42,19,7gkglopz9cjsysn2u6sbhuvc5,0,41.7,50.3,2024-09-28T12:42:05.464Z,2024-09-28T12:51:41Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5246870447,3,,5246870451,140,53.5,5246870453,141,62.9,5246870459,213,0.61,5246870449,56,Center,5246870457,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726863783,417,50,1,42,22,8gxd9ry2580pu1b1dd5ny9ymy,1,45.9,29.1,2024-09-28T12:42:08.319Z,2024-09-28T14:17:08Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5246870937,233,358,5246870701,286,,5246870699,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726863825,358,7,1,42,22,7gkglopz9cjsysn2u6sbhuvc5,1,54.1,70.9,2024-09-28T12:42:08.320Z,2024-09-28T14:17:08Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5246870871,285,,5246870869,56,Center,5246870929,233,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726863943,360,1,1,42,24,7gkglopz9cjsysn2u6sbhuvc5,1,55.0,77.2,2024-09-28T12:42:10.584Z,2024-09-28T12:42:16Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5246871485,212,33.2,5246871477,140,85.9,5246871487,213,0.22,5246871481,141,87.7,5246871473,56,Left,5246871489,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726863955,361,3,1,42,30,7gkglopz9cjsysn2u6sbhuvc5,0,89.0,86.1,2024-09-28T12:42:16.216Z,2024-09-28T14:17:09Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5246871787,233,418,5246871535,286,,5246871533,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726863995,418,7,1,42,30,8gxd9ry2580pu1b1dd5ny9ymy,1,11.0,13.9,2024-09-28T12:42:16.217Z,2024-09-28T14:17:09Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5246871705,56,Back,5246871707,285,,5246871757,233,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864033,420,1,1,42,32,8gxd9ry2580pu1b1dd5ny9ymy,1,11.1,15.6,2024-09-28T12:42:18.482Z,2024-09-28T12:42:20Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5246871901,56,Back,5246871905,141,26.8,5246871903,140,26.7,5246871907,212,18.1,5246871909,213,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864041,421,1,1,42,34,8gxd9ry2580pu1b1dd5ny9ymy,1,29.1,29.2,2024-09-28T12:42:20.064Z,2024-09-28T12:42:21Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5246871945,212,6.5,5246871947,213,2.82,5246871941,140,23.2,5246871943,141,32.2,5246871939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864175,422,1,1,42,35,8gxd9ry2580pu1b1dd5ny9ymy,1,23.2,32.2,2024-09-28T12:42:20.896Z,2024-09-28T12:42:27Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5246872647,213,0.31,5246872645,212,9.7,5246872633,56,Back,5246872639,140,32.0,5246872643,141,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864251,423,1,1,42,41,8gxd9ry2580pu1b1dd5ny9ymy,1,39.7,9.7,2024-09-28T12:42:27.489Z,2024-09-28T12:42:32Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5246873097,141,6.2,5246873095,140,55.6,5246873093,56,Right,5246873101,213,6.14,5246873099,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864361,424,1,1,42,46,8gxd9ry2580pu1b1dd5ny9ymy,1,68.5,6.7,2024-09-28T12:42:31.920Z,2024-09-28T12:42:38Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5246873653,56,Center,5246873659,212,17.8,5246873661,213,0.93,5246873657,141,27.6,5246873655,140,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864367,425,61,1,42,50,8gxd9ry2580pu1b1dd5ny9ymy,0,78.9,27.7,2024-09-28T12:42:36.520Z,2024-09-28T13:47:12Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5246873687,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864409,363,1,1,42,51,7gkglopz9cjsysn2u6sbhuvc5,1,14.2,70.8,2024-09-28T12:42:37.176Z,2024-09-28T12:42:40Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5246873881,141,88.0,5246873879,140,22.0,5246873885,213,0.96,5246873877,56,Back,5246873883,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864439,364,1,1,42,54,7gkglopz9cjsysn2u6sbhuvc5,1,22.4,89.6,2024-09-28T12:42:40.665Z,2024-09-28T12:42:42Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5246874035,212,5.1,5246874037,213,5.40,5246874031,140,25.5,5246874029,56,Back,5246874033,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864503,365,1,1,42,56,7gkglopz9cjsysn2u6sbhuvc5,1,25.5,83.8,2024-09-28T12:42:41.919Z,2024-09-28T12:42:44Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5246874283,56,Back,5246874295,212,5.6,5246874299,213,1.70,5246874287,140,24.8,5246874291,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864549,366,1,1,42,58,7gkglopz9cjsysn2u6sbhuvc5,1,32.5,93.9,2024-09-28T12:42:44.703Z,2024-09-28T12:42:47Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5246874523,140,31.8,5246874539,213,4.61,5246874519,56,Back,5246874533,212,6.9,5246874529,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864567,367,1,1,43,1,7gkglopz9cjsysn2u6sbhuvc5,0,31.9,85.6,2024-09-28T12:42:46.855Z,2024-09-28T12:42:49Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5246874601,140,28.1,5246874599,56,Back,5246874791,233,426,5246874603,141,83.9,5246874605,212,4.2,5246874795,286,,5246874607,213,3.42,5246874789,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864595,426,74,1,43,1,8gxd9ry2580pu1b1dd5ny9ymy,1,73.3,8.2,2024-09-28T12:42:46.856Z,2024-09-28T14:17:20Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5246874755,285,,5246874847,233,367,5246874753,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864639,428,1,1,43,4,8gxd9ry2580pu1b1dd5ny9ymy,1,73.6,7.3,2024-09-28T12:42:49.833Z,2024-09-28T12:42:51Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5246875025,141,17.1,5246875029,212,6.7,5246875019,140,72.9,5246875033,213,1.68,5246875013,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864647,429,1,1,43,5,8gxd9ry2580pu1b1dd5ny9ymy,1,72.9,17.1,2024-09-28T12:42:50.935Z,2024-09-28T12:42:51Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5246875107,212,9.3,5246875109,213,3.85,5246875103,140,66.2,5246875101,56,Right,5246875105,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864655,430,1,1,43,5,8gxd9ry2580pu1b1dd5ny9ymy,1,66.2,8.2,2024-09-28T12:42:51.687Z,2024-09-28T12:42:52Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5246875171,56,Right,5246875175,141,16.8,5246875177,212,6.0,5246875179,213,1.38,5246875173,140,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864699,431,1,1,43,6,8gxd9ry2580pu1b1dd5ny9ymy,1,67.3,16.8,2024-09-28T12:42:52.463Z,2024-09-28T12:42:54Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5246875389,140,71.5,5246875387,56,Right,5246875393,212,8.7,5246875395,213,5.25,5246875391,141,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864737,432,1,1,43,8,8gxd9ry2580pu1b1dd5ny9ymy,1,73.1,6.1,2024-09-28T12:42:54.663Z,2024-09-28T12:42:57Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5246875639,212,9.9,5246875643,213,0.05,5246875633,140,82.5,5246875631,56,Right,5246875635,141,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864825,433,1,1,43,12,8gxd9ry2580pu1b1dd5ny9ymy,1,80.7,7.1,2024-09-28T12:42:57.808Z,2024-09-28T12:43:02Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5246876085,141,11.7,5246876087,212,11.2,5246876075,56,Right,5246876079,140,90.9,5246876089,213,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864843,434,1,1,43,13,8gxd9ry2580pu1b1dd5ny9ymy,0,96.3,14.1,2024-09-28T12:42:58.792Z,2024-09-28T13:47:19Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5246876185,2,,5246876191,140,95.1,5246876195,212,12.9,5246876193,141,33.0,5246876197,213,1.67,5246876189,56,Center,5246876187,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864813,368,12,1,43,15,7gkglopz9cjsysn2u6sbhuvc5,1,10.9,72.7,2024-09-28T12:43:01.096Z,2024-09-28T12:43:03Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5246876009,140,14.9,5246876111,15,,5246876015,212,11.6,5246876007,56,Back,5246876011,141,88.6,5246876019,213,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864903,370,1,1,43,17,7gkglopz9cjsysn2u6sbhuvc5,1,14.9,88.6,2024-09-28T12:43:03.543Z,2024-09-28T12:49:23Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5246876477,140,32.3,5246876475,56,Back,5246876481,212,18.3,5246876479,141,89.3,5246876483,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726864909,371,4,1,43,19,7gkglopz9cjsysn2u6sbhuvc5,1,29.5,86.6,2024-09-28T12:43:04.743Z,2024-09-28T14:13:44Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5246877653,152,,5246876497,56,Back,5246877651,13,,5246913411,285,,5246877655,265,,5246913407,233,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726865049,435,4,1,43,19,8gxd9ry2580pu1b1dd5ny9ymy,0,70.5,13.4,2024-09-28T12:43:04.744Z,2024-09-28T14:13:44Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5246877335,56,Right,5246913417,233,371,5246877337,152,,5246877341,286,,5246877339,265,,5246877333,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726865551,372,1,1,43,50,7gkglopz9cjsysn2u6sbhuvc5,0,31.9,90.6,2024-09-28T12:43:36.416Z,2024-09-28T12:43:38Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5246879899,141,73.0,5246879893,56,Center,5246879905,1,,5246879885,157,,5246879889,152,,5246879897,140,68.5,5246879903,213,5.98,5246879881,5,,5246879901,212,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726865607,436,1,1,43,53,8gxd9ry2580pu1b1dd5ny9ymy,0,37.3,21.8,2024-09-28T12:43:38.920Z,2024-09-28T12:43:41Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5246880213,212,11.8,5246880205,3,,5246880209,140,48.5,5246880207,56,Back,5246880215,213,6.20,5246880211,141,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726865697,373,1,1,43,56,7gkglopz9cjsysn2u6sbhuvc5,1,58.0,69.4,2024-09-28T12:43:42.055Z,2024-09-28T12:43:46Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5246880631,212,21.9,5246880623,157,,5246880639,1,,5246880629,141,39.4,5246880635,213,5.09,5246880625,56,Center,5246880627,140,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726865727,374,1,1,44,0,7gkglopz9cjsysn2u6sbhuvc5,0,65.6,39.4,2024-09-28T12:43:45.894Z,2024-09-28T12:49:43Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5246880791,213,1.16,5246880777,56,Center,5246880779,140,71.9,5246880783,141,62.0,5246880787,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726865937,438,1,1,44,4,8gxd9ry2580pu1b1dd5ny9ymy,1,30.9,49.7,2024-09-28T12:43:49.753Z,2024-09-28T12:43:57Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5246881925,212,16.3,5246881927,213,0.05,5246881921,140,46.4,5246881923,141,50.9,5246881919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726866025,376,83,1,44,11,7gkglopz9cjsysn2u6sbhuvc5,0,61.4,30.3,2024-09-28T12:43:57.142Z,2024-09-28T13:47:24Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5247261557,399,2cup1vjw8n43kbzzxfflnmplg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726865957,439,1,1,44,12,8gxd9ry2580pu1b1dd5ny9ymy,0,50.3,44.9,2024-09-28T12:43:57.727Z,2024-09-28T12:43:58Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5246882021,140,71.0,5246882023,141,0.0,5246882029,1,,5246882019,56,Right,5246882025,212,38.1,5246882027,213,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726866021,375,5,1,44,12,7gkglopz9cjsysn2u6sbhuvc5,1,28.4,101.5,2024-09-28T12:43:58.635Z,2024-09-28T14:20:06Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5246882341,347,,5246882339,56,Back,5246882417,233,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726865961,440,5,1,44,12,8gxd9ry2580pu1b1dd5ny9ymy,0,71.6,-1.5,2024-09-28T12:43:58.635Z,2024-09-28T14:20:06Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5246882455,233,375,5246882033,56,Right,5246882035,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726866355,377,1,1,44,26,7gkglopz9cjsysn2u6sbhuvc5,1,31.8,100.0,2024-09-28T12:44:12.560Z,2024-09-28T12:44:16Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5246884067,107,,5246884075,141,88.7,5246884079,212,19.3,5246884069,56,Back,5246884071,140,48.3,5246884083,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726866365,378,44,1,44,29,7gkglopz9cjsysn2u6sbhuvc5,1,46.8,87.8,2024-09-28T12:44:15.717Z,2024-09-28T14:19:28Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5246884127,285,,5246908959,233,465,5246884125,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726871227,465,44,1,44,30,8gxd9ry2580pu1b1dd5ny9ymy,0,53.2,12.2,2024-09-28T12:44:15.718Z,2024-09-28T14:19:28Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5246908941,56,Right,5246908943,286,,5246909025,233,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
