id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2742574967,465,1,2,48,43,b8oqgvx1ijeyn6y1cn6929ix4,1,59.2,78.2,2024-11-02T13:08:11.816Z,2024-11-02T13:08:17Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5332767911,3,,5332767923,213,1.00,5332767919,141,84.7,5332767913,168,,5332767917,140,61.9,5332767915,56,Left,5332767921,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742574973,466,1,2,48,44,b8oqgvx1ijeyn6y1cn6929ix4,0,61.9,84.7,2024-11-02T13:08:12.775Z,2024-11-02T13:08:17Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5332767947,56,Left,5332767949,140,67.8,5332767953,212,6.3,5332767955,213,6.13,5332767951,141,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742574913,454,61,2,48,45,bd4qakf7j0wwie8wke9km7uj8,1,37.0,16.8,2024-11-02T13:08:13.932Z,2024-11-02T13:08:14Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5332767641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742574977,467,1,2,48,46,b8oqgvx1ijeyn6y1cn6929ix4,1,56.6,80.8,2024-11-02T13:08:15.159Z,2024-11-02T13:08:18Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5332767961,56,Center,5332767965,141,75.4,5332767969,213,5.65,5332767967,212,6.2,5332767963,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742574991,468,1,2,48,47,b8oqgvx1ijeyn6y1cn6929ix4,1,61.4,75.4,2024-11-02T13:08:16.415Z,2024-11-02T13:08:18Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5332768033,141,95.1,5332768027,140,67.3,5332768037,212,14.8,5332768041,213,1.14,5332768021,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742575049,469,1,2,48,49,b8oqgvx1ijeyn6y1cn6929ix4,1,66.4,92.1,2024-11-02T13:08:17.999Z,2024-11-02T13:08:23Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5332768303,213,6.23,5332768301,212,11.9,5332768297,140,77.7,5332768299,141,91.1,5332768295,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742575153,470,1,2,48,54,b8oqgvx1ijeyn6y1cn6929ix4,1,85.9,83.6,2024-11-02T13:08:23.015Z,2024-11-02T13:08:28Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5332768811,56,Left,5332768815,141,88.7,5332768813,140,92.0,5332768819,213,0.50,5332768817,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742575157,471,61,2,48,59,b8oqgvx1ijeyn6y1cn6929ix4,0,95.8,89.1,2024-11-02T13:08:28.313Z,2024-11-02T13:08:28Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5332768839,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742575229,455,1,2,49,1,bd4qakf7j0wwie8wke9km7uj8,0,3.7,24.6,2024-11-02T13:08:30.244Z,2024-11-02T13:08:33Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5332769239,140,25.9,5332769235,157,,5332769247,1,,5332769241,141,22.2,5332769237,56,Back,5332769243,212,23.4,5332769245,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742575251,472,44,2,49,3,b8oqgvx1ijeyn6y1cn6929ix4,1,69.2,76.2,2024-11-02T13:08:32.267Z,2024-11-02T13:08:38Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5332769341,56,Center,5332769387,233,456,5332769343,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742575239,456,44,2,49,3,bd4qakf7j0wwie8wke9km7uj8,0,30.8,23.8,2024-11-02T13:08:32.268Z,2024-11-02T13:08:39Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5332769283,285,,5332769281,56,Back,5332769427,233,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742575355,473,1,2,49,3,b8oqgvx1ijeyn6y1cn6929ix4,1,61.8,73.6,2024-11-02T13:08:32.472Z,2024-11-02T14:20:23Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5332769883,213,0.14,5332769875,141,74.8,5332769879,212,6.0,5332769873,140,67.5,5332769871,56,Center,5332769869,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742575369,474,1,2,49,6,b8oqgvx1ijeyn6y1cn6929ix4,1,67.5,74.8,2024-11-02T13:08:34.767Z,2024-11-02T13:08:39Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5332769967,213,3.19,5332769963,141,73.9,5332769965,212,11.6,5332769961,140,56.5,5332769959,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742575373,475,4,2,49,8,b8oqgvx1ijeyn6y1cn6929ix4,1,59.2,72.4,2024-11-02T13:08:36.794Z,2024-11-02T14:08:52Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5332770019,152,,5332770015,13,,5332770021,265,,5332770041,233,457,5332770023,286,,5332770017,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742575321,457,4,2,49,8,bd4qakf7j0wwie8wke9km7uj8,0,40.8,27.6,2024-11-02T13:08:36.795Z,2024-11-02T13:08:53Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5332769815,285,,5332769813,265,,5332769809,56,Back,5332771187,55,458,5332770061,233,475,5332769811,152,,5332769807,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742575515,458,17,2,49,22,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-11-02T13:08:51.299Z,2024-11-02T13:08:52Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5332771173,55,457,5332771163,31,,5332771167,392,,5332771171,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742576295,476,1,2,50,8,b8oqgvx1ijeyn6y1cn6929ix4,0,58.9,68.8,2024-11-02T13:09:36.847Z,2024-11-02T18:41:12Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5332774761,212,41.3,5332774759,141,38.0,5332774753,152,,5332774755,56,Center,5332774749,5,,5332774765,1,,5332774763,213,5.75,5332774751,155,,5332774757,140,,,,,,,,,,,,92.8,,,,,,,,,,,,,,,
2742576319,459,12,2,50,9,bd4qakf7j0wwie8wke9km7uj8,1,13.8,59.9,2024-11-02T13:09:37.795Z,2024-11-02T13:09:41Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5332774909,56,Back,5332774913,141,71.4,5332774915,212,25.0,5332774911,140,36.4,5332774917,213,0.32,5332774933,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742576373,460,61,2,50,12,bd4qakf7j0wwie8wke9km7uj8,1,36.7,71.7,2024-11-02T13:09:41.104Z,2024-11-02T13:09:41Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5332775223,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742576417,477,1,2,50,13,b8oqgvx1ijeyn6y1cn6929ix4,1,69.5,18.2,2024-11-02T13:09:42.119Z,2024-11-02T13:09:43Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5332775425,140,77.6,5332775429,212,12.0,5332775423,56,Right,5332775427,141,5.8,5332775431,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742576449,478,1,2,50,15,b8oqgvx1ijeyn6y1cn6929ix4,1,77.6,5.8,2024-11-02T13:09:43.640Z,2024-11-02T13:09:45Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5332775599,213,1.00,5332775593,140,81.9,5332775597,212,8.3,5332775595,141,16.1,5332775591,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742576465,479,1,2,50,16,b8oqgvx1ijeyn6y1cn6929ix4,1,85.5,16.2,2024-11-02T13:09:45.383Z,2024-11-02T13:09:46Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5332775731,212,7.6,5332775733,213,5.28,5332775729,141,6.8,5332775727,140,89.4,5332775725,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742576521,480,1,2,50,17,b8oqgvx1ijeyn6y1cn6929ix4,1,89.4,6.8,2024-11-02T13:09:46.343Z,2024-11-02T13:09:49Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5332776041,56,Right,5332776049,213,2.56,5332776043,140,81.7,5332776047,212,9.7,5332776045,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742576541,481,1,2,50,21,b8oqgvx1ijeyn6y1cn6929ix4,0,82.3,14.3,2024-11-02T13:09:49.639Z,2024-11-02T14:09:55Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5332776141,212,2.6,5332776137,140,84.8,5332776139,141,14.6,5332776135,56,Right,5332776143,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742576535,461,1,2,50,21,bd4qakf7j0wwie8wke9km7uj8,0,15.8,79.3,2024-11-02T13:09:49.755Z,2024-11-02T13:10:06Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5332776101,212,2.0,5332776095,56,Back,5332776099,141,80.3,5332776103,213,0.35,5332777693,236,,5332777699,286,,5332777695,233,482,5332776097,140,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742576559,482,74,2,50,21,b8oqgvx1ijeyn6y1cn6929ix4,1,84.8,14.6,2024-11-02T13:09:49.756Z,2024-11-02T14:17:57Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5332777651,285,,5332777755,233,461,5332776209,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742576567,462,1,2,50,22,bd4qakf7j0wwie8wke9km7uj8,0,12.6,73.9,2024-11-02T13:09:51.390Z,2024-11-02T13:09:52Z,4lac0f1ev5usxpka7gaev3hii,M. Kristensen,,,5332776257,212,23.8,5332776251,56,Back,5332776249,157,,5332776253,140,32.8,5332776261,1,,5332776259,213,0.47,5332776255,141,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742576673,483,43,2,50,27,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-11-02T13:09:56.503Z,2024-11-02T13:10:02Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5332776857,56,Right,5332777155,144,1,5332776865,213,0.69,5332776863,212,6.0,5332776861,141,14.7,5332776859,140,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742576681,484,4,2,50,29,b8oqgvx1ijeyn6y1cn6929ix4,1,71.8,6.9,2024-11-02T13:09:58.488Z,2024-11-02T14:20:01Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5332776981,13,,5332777157,233,463,5333079359,294,,5332776989,286,,5332776983,56,Right,5332776985,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742576709,463,4,2,50,29,bd4qakf7j0wwie8wke9km7uj8,0,28.2,93.1,2024-11-02T13:09:58.489Z,2024-11-02T14:17:30Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5332777167,233,484,5332777117,13,,5332777123,152,,5332777125,285,,5332777119,294,,5332777121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742577213,485,1,2,50,54,b8oqgvx1ijeyn6y1cn6929ix4,1,74.5,11.1,2024-11-02T13:10:23.319Z,2024-11-02T13:10:26Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5332779623,212,4.5,5332779625,213,1.03,5332779621,141,16.8,5332779613,5,,5332779619,140,76.7,5332779615,152,,5332779617,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742577237,486,1,2,50,55,b8oqgvx1ijeyn6y1cn6929ix4,1,76.7,16.8,2024-11-02T13:10:24.351Z,2024-11-02T14:20:16Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5332779787,140,81.5,5332779791,212,9.1,5332779793,213,5.30,5332779789,141,5.6,5332779785,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742577253,487,1,2,50,56,b8oqgvx1ijeyn6y1cn6929ix4,0,80.8,9.2,2024-11-02T13:10:25.080Z,2024-11-02T14:20:13Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5332779857,140,96.6,5332779905,233,464,5332779865,1,,5332779863,213,1.07,5332779851,2,,5332779853,155,,5332779861,212,34.8,5332779859,141,54.2,5332779855,56,,,,,,,,,,,,Center,,,,,,,,,,,,,,,
2742577209,464,11,2,50,57,bd4qakf7j0wwie8wke9km7uj8,1,1.5,49.0,2024-11-02T13:10:26.051Z,2024-11-02T13:10:29Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5332779591,56,Back,5332779917,233,487,5332779593,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742577279,465,1,2,50,59,bd4qakf7j0wwie8wke9km7uj8,1,10.5,35.4,2024-11-02T13:10:27.580Z,2024-11-02T13:10:31Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5332780001,212,19.2,5332779997,140,22.7,5332779999,141,14.4,5332779993,123,,5332779995,56,Back,5332780003,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742577353,466,1,2,51,2,bd4qakf7j0wwie8wke9km7uj8,1,31.1,22.8,2024-11-02T13:10:31.316Z,2024-11-02T13:10:38Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5332780393,56,Right,5332780399,212,30.2,5332780395,140,57.5,5332780397,141,5.2,5332780401,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742577361,467,1,2,51,9,bd4qakf7j0wwie8wke9km7uj8,0,64.3,3.1,2024-11-02T13:10:38.147Z,2024-11-02T13:10:40Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5332780453,212,1.9,5332780547,233,488,5332780455,213,0.48,5332780449,140,65.9,5332780451,141,4.4,5332780545,236,,5332780447,56,Right,5332780551,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742577383,488,74,2,51,9,b8oqgvx1ijeyn6y1cn6929ix4,1,40.9,91.7,2024-11-02T13:10:38.148Z,2024-11-02T14:17:57Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5332780561,233,467,5332780527,285,,5332780525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742577459,468,5,2,51,10,bd4qakf7j0wwie8wke9km7uj8,1,63.5,-0.8,2024-11-02T13:10:38.906Z,2024-11-02T14:18:42Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5332781013,233,489,5332780955,347,,5332780953,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742577389,489,5,2,51,10,b8oqgvx1ijeyn6y1cn6929ix4,0,36.5,100.8,2024-11-02T13:10:38.906Z,2024-11-02T14:18:43Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5332780565,56,Back,5332780567,347,,5332781051,233,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742577533,469,1,2,51,16,bd4qakf7j0wwie8wke9km7uj8,0,57.6,0.0,2024-11-02T13:10:45.093Z,2024-11-02T13:10:50Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5332781341,56,Right,5332781349,213,0.38,5332781343,140,71.9,5332781345,141,6.8,5332781339,107,,5332781347,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742577531,490,8,2,51,21,b8oqgvx1ijeyn6y1cn6929ix4,1,25.7,93.0,2024-11-02T13:10:49.943Z,2024-11-02T13:10:50Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5332781335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742577693,470,5,2,51,22,bd4qakf7j0wwie8wke9km7uj8,1,72.8,-1.7000000000000002,2024-11-02T13:10:50.553Z,2024-11-02T14:18:43Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5332782175,56,Right,5332782177,347,,5332782191,233,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742577537,491,5,2,51,22,b8oqgvx1ijeyn6y1cn6929ix4,0,27.2,101.7,2024-11-02T13:10:50.553Z,2024-11-02T14:18:43Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5332782221,233,470,5332781363,56,Back,5332781365,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742577767,471,1,2,51,32,bd4qakf7j0wwie8wke9km7uj8,1,79.8,0.0,2024-11-02T13:11:00.812Z,2024-11-02T13:11:06Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5332782591,141,14.0,5332782593,212,16.4,5332782589,140,67.8,5332782585,107,,5332782595,213,2.45,5332782587,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742577777,472,4,2,51,37,bd4qakf7j0wwie8wke9km7uj8,1,68.2,9.4,2024-11-02T13:11:06.172Z,2024-11-02T13:11:12Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5332782819,13,,5332782821,56,Right,5332782865,233,492,5332782823,152,,5332782827,286,,5332782825,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742577783,492,4,2,51,37,b8oqgvx1ijeyn6y1cn6929ix4,0,31.8,90.6,2024-11-02T13:11:06.173Z,2024-11-02T13:11:11Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5332782717,56,Back,5332782893,233,472,5332782723,285,,5332782719,152,,5332782715,13,,5332782721,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742578345,473,1,2,52,8,bd4qakf7j0wwie8wke9km7uj8,0,75.3,5.0,2024-11-02T13:11:37.427Z,2024-11-02T13:11:40Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5332785589,2,,5332785599,140,92.5,5332785593,155,,5332785595,152,,5332785607,1,,5332785591,5,,5332785597,56,Center,5332785601,141,53.3,5332785603,212,5332785605,213,1.07,,,,,,,,,37.5,,,,,,,,,,,,,,,
2742578377,493,11,2,52,14,b8oqgvx1ijeyn6y1cn6929ix4,1,12.8,50.9,2024-11-02T13:11:43.008Z,2024-11-02T13:11:43Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5332785773,88,,5332785771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742578509,494,1,2,52,21,b8oqgvx1ijeyn6y1cn6929ix4,1,12.3,51.6,2024-11-02T13:11:49.961Z,2024-11-02T13:11:52Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5332786437,123,,5332786441,140,22.2,5332786443,141,20.3,5332786445,212,23.7,5332786439,56,Back,5332786447,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742578559,495,1,2,52,24,b8oqgvx1ijeyn6y1cn6929ix4,0,22.4,14.7,2024-11-02T13:11:52.536Z,2024-11-02T13:11:55Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5332786687,140,60.4,5332786695,1,,5332786685,56,Center,5332786693,213,0.32,5332786683,157,,5332786689,141,34.2,5332786691,212,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742578583,474,1,2,52,26,bd4qakf7j0wwie8wke9km7uj8,0,38.4,73.3,2024-11-02T13:11:55.426Z,2024-11-02T13:11:57Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5332786787,140,45.3,5332786785,56,Back,5332786793,213,5.63,5332786789,141,65.1,5332786783,3,,5332786791,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742578751,496,1,2,52,32,b8oqgvx1ijeyn6y1cn6929ix4,0,59.7,36.0,2024-11-02T13:12:01.480Z,2024-11-02T13:12:10Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5332787655,141,0.0,5332787661,213,5.32,5332787653,140,76.4,5332787657,212,30.8,5332787651,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742579033,475,5,2,52,37,bd4qakf7j0wwie8wke9km7uj8,1,23.4,101.6,2024-11-02T13:12:05.556Z,2024-11-02T14:18:44Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5332789159,347,,5332789157,56,Back,5332789175,233,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742578757,497,5,2,52,37,b8oqgvx1ijeyn6y1cn6929ix4,0,76.6,-1.6,2024-11-02T13:12:05.556Z,2024-11-02T14:18:44Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5332787677,347,,5332789239,233,475,5332787675,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742579069,476,1,2,52,58,bd4qakf7j0wwie8wke9km7uj8,0,32.0,100.0,2024-11-02T13:12:27.138Z,2024-11-02T13:12:30Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5332789383,213,5.99,5332789377,140,47.4,5332789379,141,94.2,5332789373,107,,5332789375,56,Back,5332789381,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742579127,498,1,2,53,3,b8oqgvx1ijeyn6y1cn6929ix4,1,47.5,7.3,2024-11-02T13:12:32.352Z,2024-11-02T13:12:33Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5332789715,56,Back,5332789719,141,6.1,5332789717,140,43.8,5332789709,3,,5332789721,212,4.0,5332789725,213,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742579141,499,1,2,53,4,b8oqgvx1ijeyn6y1cn6929ix4,0,43.8,6.1,2024-11-02T13:12:33.249Z,2024-11-02T13:12:33Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5332789787,56,Right,5332789797,1,,5332789785,157,,5332789795,213,0.00,5332789789,140,63.4,5332789793,212,20.6,5332789791,141,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742579171,477,1,2,53,5,bd4qakf7j0wwie8wke9km7uj8,0,34.1,94.4,2024-11-02T13:12:33.979Z,2024-11-02T13:12:36Z,4lac0f1ev5usxpka7gaev3hii,M. Kristensen,,,5332789947,213,0.00,5332789933,56,Left,5332789939,141,94.4,5332789935,140,56.6,5332789943,212,23.6,5332789929,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742579183,478,44,2,53,6,bd4qakf7j0wwie8wke9km7uj8,1,54.0,93.9,2024-11-02T13:12:35.039Z,2024-11-02T14:33:53Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5332790003,56,Left,5332790005,286,,5332790237,233,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742579167,500,44,2,53,6,b8oqgvx1ijeyn6y1cn6929ix4,0,46.0,6.1,2024-11-02T13:12:35.040Z,2024-11-02T14:33:53Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5332790157,285,,5332790153,233,478,5332789913,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742586053,536,1,2,53,7,bd4qakf7j0wwie8wke9km7uj8,0,58.1,95.7,2024-11-02T13:12:35.633Z,2024-11-02T13:19:38Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5332825769,213,0.06,5332825763,140,60.3,5332825765,141,95.9,5332825761,56,Left,5332825759,168,,5332825767,212,2.3,5332825757,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742579189,501,61,2,53,7,b8oqgvx1ijeyn6y1cn6929ix4,1,50.8,6.7,2024-11-02T13:12:36.388Z,2024-11-02T14:19:51Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5332790027,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742579199,502,1,2,53,8,b8oqgvx1ijeyn6y1cn6929ix4,0,55.4,11.1,2024-11-02T13:12:37.265Z,2024-11-02T14:19:53Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5332790071,140,68.7,5332790067,157,,5332790075,212,15.5,5332790073,141,20.9,5332790079,1,,5332790069,56,Right,5332790077,213,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742579243,479,1,2,53,9,bd4qakf7j0wwie8wke9km7uj8,0,39.3,84.7,2024-11-02T13:12:37.818Z,2024-11-02T13:12:39Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5332790365,1,,5332790363,213,6.27,5332790361,212,30.1,5332790357,140,68.0,5332790359,141,84.2,5332790353,157,,5332790355,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742579349,503,1,2,53,10,b8oqgvx1ijeyn6y1cn6929ix4,1,29.9,28.6,2024-11-02T13:12:39.488Z,2024-11-02T13:12:43Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5332790917,56,Back,5332790925,213,1.16,5332790923,212,13.9,5332790915,3,,5332790919,140,35.2,5332790921,141,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742579357,504,44,2,53,14,b8oqgvx1ijeyn6y1cn6929ix4,1,34.0,37.8,2024-11-02T13:12:43.420Z,2024-11-02T14:33:53Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5332791025,233,480,5332790963,56,Back,5332790965,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
