id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2787838829,343,1,1,37,51,7gkglopz9cjsysn2u6sbhuvc5,1,82.1,36.3,2025-03-14T18:38:38.427Z,2025-03-14T18:39:05Z,ag1psg17osvgbq5fz9xo7kmj8,Z. Dalügge,1.0,,5579075607,140,92.5,5579075603,168,,5579075605,56,Center,5579075611,212,12.7,5579075609,141,26.8,5579075613,213,5.75,5579076863,210,15,5579076865,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787838857,344,15,1,37,53,7gkglopz9cjsysn2u6sbhuvc5,1,88.6,40.7,2025-03-14T18:38:39.500Z,2025-03-14T21:10:13Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5579076323,20,,5579076941,102,50.7,5579076951,147,43.7,5579076961,233,377,5579076931,78,,5579075753,17,,5579076943,103,19,5579076953,230,96.4,5579076933,29,,5579075751,22,,5579076949,146,5579075755,56,5579076947,82,92.0,Center,,5579076955,231,45.8,5579076935,154,,5579076937,55,343,,,
2787838941,377,10,1,37,53,6wwwud48qahpwrfxs20334qk5,1,2.8,51.6,2025-03-14T18:38:39.600Z,2025-03-14T18:48:03Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5579076291,56,Back,5579076289,94,,5579076981,233,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787838877,345,6,1,37,54,7gkglopz9cjsysn2u6sbhuvc5,1,91.3,39.0,2025-03-14T18:38:40.959Z,2025-03-14T20:09:43Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5579075941,56,Center,5579075943,73,,5579076001,233,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787838879,376,6,1,37,54,6wwwud48qahpwrfxs20334qk5,0,8.7,61.0,2025-03-14T18:38:40.959Z,2025-03-14T20:09:44Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5579075899,73,,5579075897,56,Back,5579076097,233,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839135,346,1,1,38,25,7gkglopz9cjsysn2u6sbhuvc5,0,99.5,99.5,2025-03-14T18:39:11.827Z,2025-03-14T18:39:15Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5579077393,140,93.8,5579077395,141,61.2,5579077389,223,,5579077397,212,26.7,5579077387,155,,5579077391,56,Center,5579077385,6,,5579077399,213,4.49,5579077383,2,,,,,,,,,,,,,,,,,,,,,,,,,
2787839301,378,12,1,38,28,6wwwud48qahpwrfxs20334qk5,1,2.7,43.7,2025-03-14T18:39:14.775Z,2025-03-14T18:39:27Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5579078217,140,31.2,5579078219,141,5.8,5579078215,56,Back,5579078223,213,5.57,5579078221,212,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839245,347,1,1,38,33,7gkglopz9cjsysn2u6sbhuvc5,1,66.6,88.9,2025-03-14T18:39:19.499Z,2025-03-14T18:39:23Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5579077895,56,Left,5579077901,212,17.3,5579077897,140,83.1,5579077903,213,6.26,5579077899,141,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839267,348,1,1,38,36,7gkglopz9cjsysn2u6sbhuvc5,1,89.1,86.8,2025-03-14T18:39:22.714Z,2025-03-14T18:39:25Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5579078027,140,88.6,5579078025,56,Center,5579078031,212,12.7,5579078023,155,,5579078029,141,68.2,5579078021,2,,5579078033,213,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839285,349,1,1,38,38,7gkglopz9cjsysn2u6sbhuvc5,1,88.6,68.2,2025-03-14T18:39:25.411Z,2025-03-14T18:39:36Z,ag1psg17osvgbq5fz9xo7kmj8,Z. Dalügge,1.0,,5579078119,56,Center,5579078847,210,13,5579078125,141,77.9,5579078123,140,81.6,5579078129,212,9.9,5579078133,213,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839291,350,13,1,38,39,7gkglopz9cjsysn2u6sbhuvc5,1,84.9,66.9,2025-03-14T18:39:26.379Z,2025-03-14T21:12:07Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5579078885,103,25,5579078873,75,,5579078889,215,,5579078173,56,Center,5579078877,55,349,5579078875,29,,5579982489,25,,5579982493,328,,5579078895,230,96.5,5579078881,102,31.9,5579078897,231,5579078561,20,5579982491,64,51.6,,,,,,,,,,,,,,
2787839313,351,5,1,38,41,7gkglopz9cjsysn2u6sbhuvc5,0,100.7,39.4,2025-03-14T18:39:27.672Z,2025-03-14T20:19:55Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5579079297,233,379,5579078293,346,,5579078291,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839495,379,5,1,38,41,6wwwud48qahpwrfxs20334qk5,1,-0.7,60.6,2025-03-14T18:39:27.672Z,2025-03-14T20:19:55Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5579079229,346,,5579079227,56,Back,5579079271,233,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839507,380,1,1,38,55,6wwwud48qahpwrfxs20334qk5,1,3.4,56.4,2025-03-14T18:39:42.390Z,2025-03-14T18:39:44Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5579079317,237,,5579079313,213,0.74,5579079309,141,74.2,5579079311,212,17.9,5579079305,56,Back,5579079303,124,,5579079307,140,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839513,381,1,1,38,57,6wwwud48qahpwrfxs20334qk5,1,17.1,75.1,2025-03-14T18:39:43.743Z,2025-03-14T18:39:44Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5579079351,56,Back,5579079359,213,0.62,5579079353,140,28.4,5579079355,141,87.5,5579079357,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839525,382,1,1,38,58,6wwwud48qahpwrfxs20334qk5,1,27.1,86.3,2025-03-14T18:39:44.646Z,2025-03-14T18:39:45Z,bvc80w5ai425plu54nhgx5fxl,D. Thøgersen,,,5579079433,56,Back,5579079435,140,11.2,5579079437,141,74.1,5579079441,213,3.60,5579079439,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839541,383,1,1,38,59,6wwwud48qahpwrfxs20334qk5,1,11.2,74.1,2025-03-14T18:39:45.535Z,2025-03-14T18:39:47Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5579079517,140,2.5,5579079513,56,Back,5579079521,141,58.4,5579079525,213,4.00,5579079523,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839567,384,1,1,39,1,6wwwud48qahpwrfxs20334qk5,1,2.5,58.4,2025-03-14T18:39:47.791Z,2025-03-14T18:39:51Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5579079657,212,44.3,5579079655,141,72.4,5579079653,140,43.7,5579079659,213,0.22,5579079661,1,,5579079649,155,,5579079651,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787845495,462,61,1,39,2,6wwwud48qahpwrfxs20334qk5,0,47.9,69.6,2025-03-14T18:39:48.464Z,2025-03-14T18:50:40Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5579111589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787845195,410,3,1,39,3,7gkglopz9cjsysn2u6sbhuvc5,0,57.8,34.0,2025-03-14T18:39:49.464Z,2025-03-14T18:50:36Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5579110019,286,,5579110017,56,Center,5579111393,233,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787845453,461,7,1,39,3,6wwwud48qahpwrfxs20334qk5,0,42.2,66.0,2025-03-14T18:39:49.465Z,2025-03-14T18:50:35Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5579111383,233,410,5579111367,56,Back,5579111369,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839569,385,50,1,39,4,6wwwud48qahpwrfxs20334qk5,1,41.0,71.8,2025-03-14T18:39:50.959Z,2025-03-14T18:39:58Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5579079665,56,Back,5579079667,286,,5579079911,233,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839611,352,7,1,39,4,7gkglopz9cjsysn2u6sbhuvc5,0,59.0,28.2,2025-03-14T18:39:50.960Z,2025-03-14T18:50:12Z,ag1psg17osvgbq5fz9xo7kmj8,Z. Dalügge,,,5579079855,285,,5579079853,56,Center,5579079927,233,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787845489,411,83,1,39,7,7gkglopz9cjsysn2u6sbhuvc5,0,53.3,31.3,2025-03-14T18:39:53.464Z,2025-03-14T18:50:43Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5579111633,399,4m3slt6iikaxklqd12i719rl5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839699,386,1,1,39,8,6wwwud48qahpwrfxs20334qk5,1,54.6,82.4,2025-03-14T18:39:54.734Z,2025-03-14T18:40:02Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5579080317,213,0.31,5579080315,212,27.1,5579080311,140,79.2,5579080313,141,94.4,5579080309,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839707,387,1,1,39,13,6wwwud48qahpwrfxs20334qk5,0,95.2,67.6,2025-03-14T18:40:00.135Z,2025-03-14T20:21:20Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5579080365,141,48.4,5579080361,56,Center,5579080363,140,92.8,5579080367,212,13.3,5579080359,155,,5579080369,213,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839705,353,12,1,39,14,7gkglopz9cjsysn2u6sbhuvc5,1,14.1,32.5,2025-03-14T18:40:01.179Z,2025-03-14T18:40:02Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5579080353,212,17.8,5579080347,56,Back,5579080351,141,14.3,5579080355,213,5.52,5579080349,140,26.3,5579080373,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839743,354,3,1,39,19,7gkglopz9cjsysn2u6sbhuvc5,0,14.2,11.2,2025-03-14T18:40:05.715Z,2025-03-14T18:51:00Z,abrdu87vmuqj50ebgalr3c7op,H. Ndam,,,5579080529,285,,5579080527,56,Back,5579080693,233,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839769,388,7,1,39,19,6wwwud48qahpwrfxs20334qk5,0,85.8,88.8,2025-03-14T18:40:05.716Z,2025-03-14T18:40:11Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5579080659,233,354,5579080645,56,Left,5579080647,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839783,355,61,1,39,21,7gkglopz9cjsysn2u6sbhuvc5,1,17.9,7.1,2025-03-14T18:40:08.451Z,2025-03-14T18:51:01Z,abrdu87vmuqj50ebgalr3c7op,H. Ndam,,,5579080749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839811,356,12,1,39,22,7gkglopz9cjsysn2u6sbhuvc5,1,17.9,7.1,2025-03-14T18:40:09.218Z,2025-03-14T18:51:05Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5579080893,141,23.0,5579080891,140,70.6,5579080889,56,Center,5579080895,212,56.4,5579080897,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839911,389,1,1,39,28,6wwwud48qahpwrfxs20334qk5,1,38.4,72.0,2025-03-14T18:40:14.902Z,2025-03-14T18:40:22Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5579081463,56,Back,5579081465,140,36.2,5579081467,141,54.5,5579081471,213,4.52,5579081469,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839929,390,1,1,39,35,6wwwud48qahpwrfxs20334qk5,1,46.1,46.3,2025-03-14T18:40:22.279Z,2025-03-14T18:40:25Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5579081557,213,1.51,5579081551,140,46.9,5579081553,141,68.4,5579081555,212,15.1,5579081549,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787839971,391,1,1,39,38,6wwwud48qahpwrfxs20334qk5,1,53.1,69.0,2025-03-14T18:40:24.862Z,2025-03-14T18:40:27Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5579081751,140,68.4,5579081753,141,97.1,5579081749,56,Left,5579081755,212,25.0,5579081757,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840003,392,1,1,39,40,6wwwud48qahpwrfxs20334qk5,1,67.1,95.6,2025-03-14T18:40:27.391Z,2025-03-14T18:40:30Z,bvc80w5ai425plu54nhgx5fxl,D. Thøgersen,,,5579081933,140,60.4,5579081931,56,Left,5579081935,141,89.7,5579081939,213,3.66,5579081937,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840039,393,1,1,39,43,6wwwud48qahpwrfxs20334qk5,1,62.2,86.9,2025-03-14T18:40:30.294Z,2025-03-14T18:40:33Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5579082127,212,9.8,5579082125,141,96.5,5579082123,140,69.1,5579082129,213,0.73,5579082121,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840067,394,1,1,39,46,6wwwud48qahpwrfxs20334qk5,1,70.1,96.9,2025-03-14T18:40:33.223Z,2025-03-14T18:40:35Z,bvc80w5ai425plu54nhgx5fxl,D. Thøgersen,,,5579082269,212,19.1,5579082267,141,86.9,5579082265,140,53.1,5579082263,56,Left,5579082271,213,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840145,395,1,1,39,49,6wwwud48qahpwrfxs20334qk5,1,53.3,85.1,2025-03-14T18:40:35.814Z,2025-03-14T18:40:43Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5579082751,212,26.8,5579082749,141,47.9,5579082753,213,4.38,5579082747,140,45.0,5579082745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840169,396,1,1,39,56,6wwwud48qahpwrfxs20334qk5,1,44.9,40.1,2025-03-14T18:40:42.838Z,2025-03-14T18:40:44Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5579082845,212,27.8,5579082843,141,8.5,5579082841,140,61.7,5579082847,213,5.40,5579082839,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840213,397,1,1,39,58,6wwwud48qahpwrfxs20334qk5,1,61.1,8.5,2025-03-14T18:40:44.527Z,2025-03-14T18:40:47Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5579083079,213,0.21,5579083071,56,Right,5579083077,212,12.3,5579083073,140,72.6,5579083075,141,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840219,398,1,1,39,59,6wwwud48qahpwrfxs20334qk5,0,72.8,12.2,2025-03-14T18:40:45.494Z,2025-03-14T20:21:33Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5579083135,156,,5579083113,213,2.56,5579083111,212,6.4,5579083107,140,67.7,5579083109,141,17.4,5579083103,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840225,357,1,1,39,59,7gkglopz9cjsysn2u6sbhuvc5,1,32.3,83.9,2025-03-14T18:40:46.458Z,2025-03-14T18:40:48Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5579083149,213,4.22,5579083141,56,Back,5579083147,212,14.3,5579083145,141,65.4,5579083143,140,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840235,358,1,1,40,2,7gkglopz9cjsysn2u6sbhuvc5,1,25.9,65.4,2025-03-14T18:40:48.594Z,2025-03-14T18:51:47Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5579083199,140,30.3,5579083197,56,Back,5579083201,141,73.8,5579083203,212,7.3,5579083205,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840271,360,1,1,40,4,7gkglopz9cjsysn2u6sbhuvc5,0,30.3,73.8,2025-03-14T18:40:51.338Z,2025-03-14T18:51:51Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5579083357,140,39.2,5579083359,141,79.1,5579083361,212,10.0,5579083363,213,0.37,5579083355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840337,400,1,1,40,7,6wwwud48qahpwrfxs20334qk5,1,52.6,23.1,2025-03-14T18:40:54.070Z,2025-03-14T18:40:56Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5579083637,56,Center,5579083645,141,36.3,5579083653,213,1.44,5579083641,140,53.7,5579083649,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840357,401,1,1,40,9,6wwwud48qahpwrfxs20334qk5,1,53.2,49.3,2025-03-14T18:40:56.190Z,2025-03-14T18:40:58Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5579083777,213,1.19,5579083771,140,58.4,5579083773,141,69.6,5579083775,212,14.8,5579083769,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840431,402,1,1,40,11,6wwwud48qahpwrfxs20334qk5,1,61.3,70.0,2025-03-14T18:40:57.782Z,2025-03-14T18:41:03Z,bvc80w5ai425plu54nhgx5fxl,D. Thøgersen,,,5579084151,140,71.9,5579084153,141,93.0,5579084155,212,19.2,5579084149,56,Left,5579084157,213,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840461,403,1,1,40,16,6wwwud48qahpwrfxs20334qk5,1,75.6,81.2,2025-03-14T18:41:03.008Z,2025-03-14T18:41:05Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5579084303,212,14.1,5579084301,141,66.1,5579084297,56,Center,5579084299,140,66.4,5579084305,213,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840517,404,1,1,40,19,6wwwud48qahpwrfxs20334qk5,1,66.4,65.4,2025-03-14T18:41:05.615Z,2025-03-14T18:41:09Z,bvc80w5ai425plu54nhgx5fxl,D. Thøgersen,,,5579084581,1,,5579084571,140,86.6,5579084567,56,Right,5579084565,155,,5579084577,213,5.20,5579084575,212,45.7,5579084573,141,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840545,405,1,1,40,23,6wwwud48qahpwrfxs20334qk5,1,85.1,4.9,2025-03-14T18:41:09.773Z,2025-03-14T18:41:11Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5579084699,56,Right,5579084701,140,72.2,5579084707,213,2.69,5579084705,212,15.1,5579084703,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840563,406,1,1,40,24,6wwwud48qahpwrfxs20334qk5,1,72.3,14.1,2025-03-14T18:41:11.279Z,2025-03-14T18:41:13Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5579084755,56,Right,5579084763,213,5.62,5579084761,212,11.7,5579084759,141,3.5,5579084757,140,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840599,407,1,1,40,26,6wwwud48qahpwrfxs20334qk5,1,78.0,3.4,2025-03-14T18:41:13.086Z,2025-03-14T18:41:16Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5579084965,140,63.1,5579084961,56,Center,5579084969,141,26.1,5579084973,213,2.36,5579084971,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840615,408,1,1,40,30,6wwwud48qahpwrfxs20334qk5,1,59.6,29.7,2025-03-14T18:41:16.750Z,2025-03-14T18:41:18Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5579085049,141,17.1,5579085051,212,12.6,5579085041,56,Right,5579085053,213,5.54,5579085045,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840649,409,1,1,40,31,6wwwud48qahpwrfxs20334qk5,1,68.3,17.4,2025-03-14T18:41:18.198Z,2025-03-14T18:41:22Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5579085273,213,2.16,5579085255,56,Center,5579085261,141,32.4,5579085269,212,12.3,5579085257,140,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840691,410,1,1,40,35,6wwwud48qahpwrfxs20334qk5,1,61.5,36.1,2025-03-14T18:41:21.974Z,2025-03-14T18:41:25Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5579085477,212,10.3,5579085475,141,21.9,5579085473,140,64.9,5579085479,213,5.07,5579085471,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840713,411,1,1,40,38,6wwwud48qahpwrfxs20334qk5,1,64.4,18.9,2025-03-14T18:41:25.214Z,2025-03-14T18:41:27Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5579085607,56,Center,5579085609,140,53.0,5579085615,213,2.39,5579085611,141,35.4,5579085613,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840747,412,1,1,40,41,6wwwud48qahpwrfxs20334qk5,1,52.3,35.1,2025-03-14T18:41:27.790Z,2025-03-14T18:41:31Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5579085821,141,58.2,5579085817,56,Center,5579085823,212,15.7,5579085825,213,1.58,5579085819,140,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840775,413,1,1,40,45,6wwwud48qahpwrfxs20334qk5,1,57.9,65.2,2025-03-14T18:41:31.526Z,2025-03-14T18:41:36Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5579086001,56,Left,5579086009,213,0.32,5579086003,140,96.4,5579086005,141,84.7,5579085999,155,,5579086007,212,42.5,5579086011,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840811,414,1,1,40,50,6wwwud48qahpwrfxs20334qk5,1,96.5,95.6,2025-03-14T18:41:36.637Z,2025-03-14T18:41:39Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5579086169,212,14.1,5579086161,56,Left,5579086167,141,96.9,5579086165,140,83.1,5579086171,213,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840831,415,1,1,40,52,6wwwud48qahpwrfxs20334qk5,1,82.4,94.2,2025-03-14T18:41:39.390Z,2025-03-14T18:41:42Z,bvc80w5ai425plu54nhgx5fxl,D. Thøgersen,,,5579086283,56,Center,5579086285,140,94.5,5579086287,141,76.4,5579086291,213,5.52,5579086289,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840837,416,3,1,40,54,6wwwud48qahpwrfxs20334qk5,0,92.1,75.2,2025-03-14T18:41:41.048Z,2025-03-14T20:19:21Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5579086329,286,,5579086327,56,Center,5579086351,233,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840829,361,7,1,40,54,7gkglopz9cjsysn2u6sbhuvc5,0,7.9,24.8,2025-03-14T18:41:41.049Z,2025-03-14T20:19:20Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5579086277,285,,5579086347,233,416,5579086275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840843,417,61,1,40,56,6wwwud48qahpwrfxs20334qk5,1,94.1,76.4,2025-03-14T18:41:43.425Z,2025-03-14T18:41:43Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5579086355,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840907,362,12,1,40,57,7gkglopz9cjsysn2u6sbhuvc5,1,5.3,24.3,2025-03-14T18:41:44.250Z,2025-03-14T20:21:40Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5579086679,141,0.0,5579086681,212,21.6,5579086677,140,17.4,5579086757,167,,5579086683,213,5.34,5579086675,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840915,363,5,1,40,58,7gkglopz9cjsysn2u6sbhuvc5,0,11.8,-1.4,2025-03-14T18:41:45.350Z,2025-03-14T20:19:56Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5579683433,233,418,5579086723,56,Back,5579086725,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840899,418,5,1,40,58,6wwwud48qahpwrfxs20334qk5,1,88.2,101.4,2025-03-14T18:41:45.350Z,2025-03-14T20:19:56Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5579683365,233,363,5579086649,347,,5579086645,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840923,419,1,1,41,4,6wwwud48qahpwrfxs20334qk5,1,92.6,100.0,2025-03-14T18:41:50.525Z,2025-03-14T18:41:52Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5579086779,140,79.2,5579086781,141,93.8,5579086777,56,Left,5579086783,212,15.1,5579086775,107,,5579086785,213,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787840959,420,1,1,41,5,6wwwud48qahpwrfxs20334qk5,1,78.9,93.6,2025-03-14T18:41:51.934Z,2025-03-14T18:41:54Z,bvc80w5ai425plu54nhgx5fxl,D. Thøgersen,,,5579087021,212,12.6,5579087015,56,Left,5579087017,140,67.2,5579087023,213,3.37,5579087019,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
