id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2720103897,427,1,2,47,41,a9vw7ikerpr4cuweeeka5aneg,0,90.3,90.2,2024-09-14T16:05:21.405Z,2024-09-14T16:05:22Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5209839249,155,,5209839259,213,4.87,5209839251,56,Center,5209839257,212,33.5,5209839247,2,,5209839253,140,95.3,5209839261,1,,5209839255,141,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720103915,408,12,2,47,43,dbl7ir1qugqz8nvp1vzn8im50,1,6.8,43.9,2024-09-14T16:05:23.672Z,2024-09-14T16:05:41Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5209839401,141,39.7,5209839399,140,25.9,5209839403,212,20.3,5209839405,213,6.14,5209839367,56,Back,5209839423,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720103967,428,1,2,47,45,a9vw7ikerpr4cuweeeka5aneg,1,64.6,57.8,2024-09-14T16:05:25.733Z,2024-09-14T16:05:27Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5209839751,56,Center,5209839759,213,1.60,5209839755,141,76.5,5209839753,140,64.3,5209839757,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720104025,429,1,2,47,47,a9vw7ikerpr4cuweeeka5aneg,1,62.7,75.5,2024-09-14T16:05:27.629Z,2024-09-14T16:05:31Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5209840117,213,4.50,5209840113,212,37.6,5209840109,141,21.5,5209840105,140,55.0,5209840119,1,,5209840103,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720104107,430,1,2,47,51,a9vw7ikerpr4cuweeeka5aneg,1,55.0,21.5,2024-09-14T16:05:31.246Z,2024-09-14T16:05:35Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5209840537,213,1.12,5209840527,196,,5209840533,141,89.9,5209840535,212,51.7,5209840525,155,,5209840539,1,,5209840529,56,Left,5209840531,140,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720104145,431,1,2,47,55,a9vw7ikerpr4cuweeeka5aneg,1,78.8,90.8,2024-09-14T16:05:35.805Z,2024-09-14T16:05:38Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5209840807,212,12.2,5209840803,140,90.2,5209840805,141,87.5,5209840809,213,6.10,5209840801,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720104199,432,1,2,47,58,a9vw7ikerpr4cuweeeka5aneg,0,93.4,85.7,2024-09-14T16:05:38.109Z,2024-09-14T16:05:42Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5209841129,141,50.6,5209841131,212,24.1,5209841121,2,,5209841127,140,90.4,5209841133,213,4.58,5209841123,155,,5209841125,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720104221,433,44,2,48,1,a9vw7ikerpr4cuweeeka5aneg,1,89.9,53.3,2024-09-14T16:05:41.085Z,2024-09-14T16:59:11Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5209841251,286,,5209843627,233,409,5209841249,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720104213,409,44,2,48,1,dbl7ir1qugqz8nvp1vzn8im50,0,10.1,46.7,2024-09-14T16:05:41.086Z,2024-09-14T16:59:11Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5209841205,56,Back,5209843671,233,433,5209841207,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720104247,434,61,2,48,1,a9vw7ikerpr4cuweeeka5aneg,1,90.4,50.6,2024-09-14T16:05:41.525Z,2024-09-14T16:59:23Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5209841393,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720104275,435,61,2,48,5,a9vw7ikerpr4cuweeeka5aneg,0,86.4,29.0,2024-09-14T16:05:45.941Z,2024-09-14T16:05:46Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5209841579,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720104283,410,50,2,48,6,dbl7ir1qugqz8nvp1vzn8im50,1,20.5,77.6,2024-09-14T16:05:46.280Z,2024-09-14T16:57:24Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5209841931,233,436,5209841607,285,,5209841605,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720104333,436,7,2,48,6,a9vw7ikerpr4cuweeeka5aneg,1,79.5,22.4,2024-09-14T16:05:46.281Z,2024-09-14T16:57:24Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5209841865,286,,5209841863,56,Center,5209841897,233,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720104359,437,1,2,48,8,a9vw7ikerpr4cuweeeka5aneg,0,94.1,10.7,2024-09-14T16:05:48.885Z,2024-09-14T16:58:44Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5209842037,213,1.81,5209842027,155,,5209842033,141,24.1,5209842035,212,9.4,5209842025,2,,5209842029,56,Center,5209842031,140,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720104403,411,12,2,48,11,dbl7ir1qugqz8nvp1vzn8im50,1,7.5,60.0,2024-09-14T16:05:51.272Z,2024-09-14T16:07:52Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5209842277,213,5.56,5209842269,56,Back,5209842273,141,36.4,5209842271,140,24.7,5209842275,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720104505,438,13,2,48,16,a9vw7ikerpr4cuweeeka5aneg,1,67.7,65.1,2024-09-14T16:05:56.182Z,2024-09-14T16:58:45Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5209850445,102,46.6,5210118333,458,,5209850447,103,75,5209842733,56,Center,5209850449,215,,5209842731,18,,5209850015,20,,5209850437,74,,5209850453,231,50.2,5209850451,230,98.5,5209842729,22,,,,,,,,,,,,,,,,,,,,,,,,
2720105095,412,5,2,48,17,dbl7ir1qugqz8nvp1vzn8im50,1,100.3,59.7,2024-09-14T16:05:57.681Z,2024-09-14T16:59:27Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5209846033,346,,5209846099,233,439,5209846031,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720104531,439,5,2,48,17,a9vw7ikerpr4cuweeeka5aneg,0,-0.30000000000000004,40.3,2024-09-14T16:05:57.681Z,2024-09-14T17:02:03Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5209842861,56,Back,5209842863,346,,5209846179,233,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720162421,755,1,2,48,48,dbl7ir1qugqz8nvp1vzn8im50,0,4.4,47.3,2024-09-14T16:06:28.008Z,2024-09-14T17:04:55Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5210148473,213,6.15,5210148469,141,39.2,5210148475,1,,5210148467,140,44.1,5210148463,124,,5210148821,189,,5210148479,237,,5210148465,56,Back,5210148471,212,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720105065,440,44,2,48,49,a9vw7ikerpr4cuweeeka5aneg,1,35.4,43.4,2024-09-14T16:06:29.861Z,2024-09-14T16:59:12Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5209845915,56,Back,5209846135,233,413,5209845919,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720105099,413,44,2,48,49,dbl7ir1qugqz8nvp1vzn8im50,0,64.6,56.6,2024-09-14T16:06:29.862Z,2024-09-14T16:59:12Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5209846237,233,440,5209846053,286,,5209846051,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720105161,441,1,2,48,50,a9vw7ikerpr4cuweeeka5aneg,1,33.5,40.4,2024-09-14T16:06:30.117Z,2024-09-14T16:06:35Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5209846413,212,23.3,5209846401,3,,5209846415,213,2.04,5209846403,56,Back,5209846411,141,71.0,5209846407,140,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720105287,443,1,2,48,55,a9vw7ikerpr4cuweeeka5aneg,1,16.3,76.4,2024-09-14T16:06:35.093Z,2024-09-14T16:06:41Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5209847053,213,4.35,5209847051,212,8.0,5209847049,141,65.4,5209847045,140,13.6,5209847041,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720105317,444,1,2,49,1,a9vw7ikerpr4cuweeeka5aneg,1,35.0,72.9,2024-09-14T16:06:41.621Z,2024-09-14T16:06:44Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5209847239,213,0.67,5209847231,56,Back,5209847233,140,49.6,5209847235,141,90.8,5209847237,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720105347,445,1,2,49,3,a9vw7ikerpr4cuweeeka5aneg,1,62.6,93.0,2024-09-14T16:06:43.869Z,2024-09-14T16:06:45Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5209847389,56,Center,5209847397,213,5.03,5209847395,212,17.8,5209847391,140,67.9,5209847393,141,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720105435,446,1,2,49,5,a9vw7ikerpr4cuweeeka5aneg,1,67.9,68.1,2024-09-14T16:06:45.564Z,2024-09-14T16:06:51Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5209847907,213,0.52,5209847899,56,Left,5209847903,141,89.7,5209847901,140,92.1,5209847905,212,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720105457,447,1,2,49,11,a9vw7ikerpr4cuweeeka5aneg,1,92.1,89.7,2024-09-14T16:06:51.077Z,2024-09-14T16:07:09Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,1.0,,5209849637,154,,5209848061,56,Center,5209849635,210,15,5209848069,213,4.46,5209848067,212,17.1,5209848065,141,65.3,5209848063,140,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720105465,448,15,2,49,12,a9vw7ikerpr4cuweeeka5aneg,1,88.0,65.3,2024-09-14T16:06:52.956Z,2024-09-14T16:07:10Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5209849711,146,92.5,5209848947,82,,5209849745,233,414,5209848099,22,,5209849713,147,59.6,5209849701,55,447,5209849695,78,,5209848103,56,Center,5209849697,29,,5209849707,102,50.1,5209848941,20,,5209849699,154,5209849709,103,19,5209849715,230,5209849717,231,54.0,,5209848101,64,,98.5,,,,,,,,
2720105489,414,10,2,49,13,dbl7ir1qugqz8nvp1vzn8im50,1,7.5,40.4,2024-09-14T16:06:53.056Z,2024-09-14T16:07:10Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5209848197,94,,5209848199,56,Back,5209849783,233,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720105503,415,6,2,49,13,dbl7ir1qugqz8nvp1vzn8im50,0,10.2,32.7,2024-09-14T16:06:53.965Z,2024-09-14T16:52:29Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5209848333,73,,5209848331,56,Back,5209848649,233,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720105475,449,6,2,49,13,a9vw7ikerpr4cuweeeka5aneg,1,89.8,67.3,2024-09-14T16:06:53.965Z,2024-09-14T16:07:01Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5209848509,73,,5209848507,56,Center,5209848537,233,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720106059,450,1,2,49,42,a9vw7ikerpr4cuweeeka5aneg,1,99.5,99.5,2024-09-14T16:07:22.668Z,2024-09-14T16:07:27Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5209851081,140,91.0,5209851079,56,Left,5209851085,212,11.8,5209851083,141,88.1,5209851077,6,,5209851087,213,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720106081,451,1,2,49,45,a9vw7ikerpr4cuweeeka5aneg,1,91.0,88.1,2024-09-14T16:07:25.276Z,2024-09-14T16:07:26Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5209851209,213,3.72,5209851201,56,Left,5209851207,212,4.1,5209851203,140,87.7,5209851205,141,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720106083,452,1,2,49,46,a9vw7ikerpr4cuweeeka5aneg,0,87.7,84.8,2024-09-14T16:07:26.244Z,2024-09-14T17:03:42Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5209851257,212,8.3,5209851249,155,,5209851251,56,Center,5209851255,141,77.1,5209851259,213,5.60,5209851253,140,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720106127,453,3,2,49,46,a9vw7ikerpr4cuweeeka5aneg,0,93.5,76.8,2024-09-14T16:07:26.480Z,2024-09-14T16:57:25Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5209851501,56,Center,5209851883,233,416,5209851503,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720106179,416,7,2,49,46,dbl7ir1qugqz8nvp1vzn8im50,1,6.5,23.2,2024-09-14T16:07:26.481Z,2024-09-14T16:57:25Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5209851757,56,Back,5209851847,233,453,5209851761,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720106183,417,50,2,49,50,dbl7ir1qugqz8nvp1vzn8im50,1,16.6,21.1,2024-09-14T16:07:30.467Z,2024-09-14T16:57:26Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5209851863,233,454,5209851787,56,Back,5209851789,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720106173,454,7,2,49,50,a9vw7ikerpr4cuweeeka5aneg,1,83.4,78.9,2024-09-14T16:07:30.468Z,2024-09-14T16:57:25Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5209851833,233,417,5209851747,56,Left,5209851749,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720106211,455,1,2,49,51,a9vw7ikerpr4cuweeeka5aneg,1,90.3,80.1,2024-09-14T16:07:31.484Z,2024-09-14T16:07:33Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5209851963,140,84.9,5209851965,141,73.1,5209851967,212,7.4,5209851969,213,3.84,5209851961,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720106217,456,1,2,49,52,a9vw7ikerpr4cuweeeka5aneg,0,84.9,73.1,2024-09-14T16:07:32.238Z,2024-09-14T16:07:34Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5209852031,140,88.1,5209852035,212,10.5,5209852029,56,Center,5209852033,141,58.4,5209852037,213,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720106245,418,12,2,49,52,dbl7ir1qugqz8nvp1vzn8im50,1,10.6,46.6,2024-09-14T16:07:32.939Z,2024-09-14T16:07:36Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5209852185,140,29.1,5209852183,56,Back,5209852199,213,5.75,5209852187,141,29.7,5209852191,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720106241,457,44,2,49,55,a9vw7ikerpr4cuweeeka5aneg,1,70.8,69.9,2024-09-14T16:07:35.348Z,2024-09-14T16:59:13Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5209852157,286,,5209852333,233,419,5209852153,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720106255,419,44,2,49,55,dbl7ir1qugqz8nvp1vzn8im50,0,29.2,30.1,2024-09-14T16:07:35.349Z,2024-09-14T16:59:13Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5209852253,285,,5209852251,56,Back,5209852353,233,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720106251,458,1,2,49,55,a9vw7ikerpr4cuweeeka5aneg,0,69.9,65.9,2024-09-14T16:07:35.580Z,2024-09-14T16:07:36Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5209852245,213,1.03,5209852237,56,Center,5209852241,141,74.7,5209852243,212,7.0,5209852239,140,73.3,5209852235,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720106385,459,1,2,50,1,a9vw7ikerpr4cuweeeka5aneg,1,69.1,85.5,2024-09-14T16:07:41.564Z,2024-09-14T17:06:21Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5209852957,1,,5209852947,56,Back,5209852953,212,43.2,5209852955,213,3.49,5209852949,140,30.4,5209852951,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720106435,460,1,2,50,2,a9vw7ikerpr4cuweeeka5aneg,1,30.4,63.9,2024-09-14T16:07:42.500Z,2024-09-14T16:11:13Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5209853205,140,12.7,5209853203,56,Back,5209853211,212,23.9,5209853207,141,41.8,5209853215,213,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720106529,461,1,2,50,7,a9vw7ikerpr4cuweeeka5aneg,1,13.2,47.5,2024-09-14T16:07:47.028Z,2024-09-14T16:07:52Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5209853743,141,69.5,5209853745,212,19.6,5209853741,140,25.3,5209853747,213,0.87,5209853739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720106659,462,1,2,50,12,a9vw7ikerpr4cuweeeka5aneg,1,32.1,71.0,2024-09-14T16:07:52.436Z,2024-09-14T16:07:58Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5209854399,140,29.4,5209854397,56,Back,5209854403,212,15.4,5209854405,213,4.53,5209854401,141,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720106679,463,1,2,50,18,a9vw7ikerpr4cuweeeka5aneg,0,44.9,46.0,2024-09-14T16:07:58.348Z,2024-09-14T16:07:59Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5209854525,141,30.4,5209854521,140,53.6,5209854529,213,5.42,5209854527,212,14.0,5209854517,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720106733,420,8,2,50,23,dbl7ir1qugqz8nvp1vzn8im50,1,49.3,73.0,2024-09-14T16:08:03.043Z,2024-09-14T16:09:47Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5209854871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720106787,464,1,2,50,24,a9vw7ikerpr4cuweeeka5aneg,1,25.6,40.0,2024-09-14T16:08:04.316Z,2024-09-14T16:08:05Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5209855119,212,15.0,5209855117,141,33.5,5209855121,213,5.99,5209855115,140,39.3,5209855113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720107001,465,1,2,50,25,a9vw7ikerpr4cuweeeka5aneg,1,39.3,33.5,2024-09-14T16:08:05.588Z,2024-09-14T16:08:16Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5209856197,141,38.9,5209856201,213,2.73,5209856199,212,9.2,5209856193,56,Back,5209856195,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720107059,466,1,2,50,36,a9vw7ikerpr4cuweeeka5aneg,1,37.1,31.6,2024-09-14T16:08:16.444Z,2024-09-14T16:08:20Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5209856573,189,,5209856553,213,3.05,5209856547,140,10.6,5209856545,56,Back,5209856551,212,28.0,5209856549,141,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720107081,467,1,2,50,40,a9vw7ikerpr4cuweeeka5aneg,1,10.6,35.5,2024-09-14T16:08:20.364Z,2024-09-14T16:08:21Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5209856675,56,Back,5209856679,141,17.3,5209856681,212,20.5,5209856683,213,5.64,5209856677,140,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720107093,468,1,2,50,41,a9vw7ikerpr4cuweeeka5aneg,1,26.2,17.3,2024-09-14T16:08:21.284Z,2024-09-14T16:08:22Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5209856741,213,1.10,5209856737,141,30.2,5209856735,140,30.4,5209856733,56,Back,5209856739,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720107183,469,1,2,50,42,a9vw7ikerpr4cuweeeka5aneg,1,30.4,30.2,2024-09-14T16:08:22.068Z,2024-09-14T16:08:27Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5209857285,213,4.42,5209857283,212,10.9,5209857277,56,Back,5209857279,140,27.4,5209857281,141,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720107209,470,1,2,50,47,a9vw7ikerpr4cuweeeka5aneg,0,27.4,14.8,2024-09-14T16:08:27.317Z,2024-09-14T16:08:29Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5209857425,141,14.6,5209857419,56,Right,5209857427,212,61.4,5209857431,1,,5209857421,140,85.9,5209857429,213,6.28,5209857417,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720107303,422,1,2,50,53,dbl7ir1qugqz8nvp1vzn8im50,0,2.8,89.6,2024-09-14T16:08:33.851Z,2024-09-14T16:08:34Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5209857901,213,6.08,5209857897,141,83.9,5209857895,140,20.7,5209857893,56,Back,5209857899,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720107421,472,1,2,50,58,a9vw7ikerpr4cuweeeka5aneg,1,75.1,18.2,2024-09-14T16:08:38.228Z,2024-09-14T16:08:42Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5209858613,212,15.9,5209858609,141,3.2,5209858617,213,5.59,5209858605,56,Right,5209858607,140,86.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720107445,473,1,2,51,2,a9vw7ikerpr4cuweeeka5aneg,1,86.7,3.2,2024-09-14T16:08:42.356Z,2024-09-14T16:08:43Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5209858757,212,4.4,5209858755,141,7.1,5209858753,140,83.3,5209858751,56,Right,5209858759,213,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720107441,423,45,2,51,3,dbl7ir1qugqz8nvp1vzn8im50,0,22.3,92.0,2024-09-14T16:08:43.474Z,2024-09-14T16:52:41Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5209858723,56,Back,5209858729,285,,5209859045,233,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720107481,474,3,2,51,3,a9vw7ikerpr4cuweeeka5aneg,1,77.7,8.0,2024-09-14T16:08:43.474Z,2024-09-14T16:52:40Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5209858943,286,,5209858989,233,423,5209858941,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720107527,475,1,2,51,6,a9vw7ikerpr4cuweeeka5aneg,1,81.3,10.6,2024-09-14T16:08:46.252Z,2024-09-14T16:08:49Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5209859281,212,4.9,5209859277,140,84.3,5209859283,213,5.40,5209859275,56,Right,5209859279,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720107565,476,1,2,51,8,a9vw7ikerpr4cuweeeka5aneg,0,84.3,5.0,2024-09-14T16:08:48.916Z,2024-09-14T16:08:52Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5209859463,212,18.1,5209859459,140,94.9,5209859465,213,0.91,5209859461,141,25.9,5209859457,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720107575,425,1,2,51,12,dbl7ir1qugqz8nvp1vzn8im50,1,3.9,75.0,2024-09-14T16:08:52.186Z,2024-09-14T16:08:53Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5209859543,213,4.63,5209859541,212,12.9,5209859537,140,2.9,5209859535,56,Back,5209859539,141,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720107631,426,1,2,51,13,dbl7ir1qugqz8nvp1vzn8im50,0,2.9,56.1,2024-09-14T16:08:53.771Z,2024-09-14T16:08:57Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5209859875,213,0.44,5209859869,140,33.6,5209859873,212,35.7,5209859877,1,,5209859871,141,78.7,5209859865,157,,5209859867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
