id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2709261697,517,61,2,47,58,a9vw7ikerpr4cuweeeka5aneg,1,45.1,31.7,2024-08-16T18:04:59.778Z,2024-08-16T19:10:03Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5150267267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709261725,519,1,2,48,2,a9vw7ikerpr4cuweeeka5aneg,0,34.8,26.0,2024-08-16T18:05:03.351Z,2024-08-16T18:05:04Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150267411,56,Back,5150267415,141,0.0,5150267413,140,44.7,5150267419,213,5.22,5150267417,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709261841,446,5,2,48,3,b8oqgvx1ijeyn6y1cn6929ix4,1,56.2,101.2,2024-08-16T18:05:04.047Z,2024-08-16T19:03:10Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5150267973,347,,5150267993,233,520,5150267971,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709261733,520,5,2,48,3,a9vw7ikerpr4cuweeeka5aneg,0,43.8,-1.2,2024-08-16T18:05:04.047Z,2024-08-16T18:07:48Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150268019,233,446,5150267447,56,Back,5150267449,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709261867,447,1,2,48,10,b8oqgvx1ijeyn6y1cn6929ix4,1,60.1,100.0,2024-08-16T18:05:11.339Z,2024-08-16T18:05:13Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5150268141,140,57.9,5150268137,107,,5150268145,212,6.5,5150268139,56,Left,5150268143,141,92.0,5150268147,213,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709261893,448,1,2,48,12,b8oqgvx1ijeyn6y1cn6929ix4,1,57.9,92.0,2024-08-16T18:05:13.620Z,2024-08-16T18:05:15Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5150268253,213,6.01,5150268257,1,,5150268235,157,,5150268245,141,83.0,5150268243,140,78.7,5150268249,212,22.7,5150268239,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709261901,449,44,2,48,13,b8oqgvx1ijeyn6y1cn6929ix4,1,81.6,82.6,2024-08-16T18:05:14.966Z,2024-08-16T18:05:18Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5150268341,233,521,5150268307,56,Left,5150268309,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709261899,521,44,2,48,13,a9vw7ikerpr4cuweeeka5aneg,0,18.4,17.4,2024-08-16T18:05:14.967Z,2024-08-16T18:05:20Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150268285,56,Back,5150268289,285,,5150268373,233,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709261965,450,1,2,48,14,b8oqgvx1ijeyn6y1cn6929ix4,0,78.7,83.0,2024-08-16T18:05:15.436Z,2024-08-16T18:05:19Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5150268707,213,0.98,5150268703,141,100.0,5150268697,3,,5150268705,212,14.6,5150268699,56,Left,5150268701,140,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709261969,451,5,2,48,15,b8oqgvx1ijeyn6y1cn6929ix4,0,87.3,101.0,2024-08-16T18:05:16.297Z,2024-08-16T19:03:11Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5150268717,347,,5150268715,56,Left,5150269325,233,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709262055,522,5,2,48,15,a9vw7ikerpr4cuweeeka5aneg,1,12.7,-1.0,2024-08-16T18:05:16.297Z,2024-08-16T19:03:11Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150269291,233,451,5150269183,56,Back,5150269185,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709262107,523,1,2,48,24,a9vw7ikerpr4cuweeeka5aneg,0,11.2,0.0,2024-08-16T18:05:25.408Z,2024-08-16T18:05:29Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5150269495,107,,5150269505,212,29.6,5150269503,141,5.8,5150269507,213,0.16,5150269499,56,Back,5150269509,1,,5150269501,140,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709262117,452,44,2,48,27,b8oqgvx1ijeyn6y1cn6929ix4,1,62.0,91.8,2024-08-16T18:05:28.099Z,2024-08-16T19:08:26Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5150269579,56,Left,5150269789,233,524,5150269581,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709262123,524,44,2,48,27,a9vw7ikerpr4cuweeeka5aneg,0,38.0,8.2,2024-08-16T18:05:28.100Z,2024-08-16T19:08:27Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5150269847,233,452,5150269599,56,Back,5150269603,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709262145,453,1,2,48,27,b8oqgvx1ijeyn6y1cn6929ix4,1,63.6,88.0,2024-08-16T18:05:28.466Z,2024-08-16T18:07:08Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5150269759,140,71.5,5150269763,141,88.4,5150269751,3,,5150269767,213,0.03,5150269765,212,8.3,5150269755,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263927,464,61,2,48,28,b8oqgvx1ijeyn6y1cn6929ix4,1,66.8,92.9,2024-08-16T18:05:29.570Z,2024-08-16T18:07:15Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5150279523,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709262201,525,1,2,48,29,a9vw7ikerpr4cuweeeka5aneg,0,29.4,10.0,2024-08-16T18:05:30.143Z,2024-08-16T18:05:32Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5150270031,140,66.3,5150270035,212,39.2,5150270029,56,Right,5150270027,157,,5150270033,141,19.0,5150270039,1,,5150270037,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709262277,454,1,2,48,32,b8oqgvx1ijeyn6y1cn6929ix4,1,39.1,76.1,2024-08-16T18:05:33.419Z,2024-08-16T18:05:36Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5150270383,213,6.17,5150270375,56,Center,5150270381,212,13.0,5150270377,140,51.4,5150270379,141,73.9,5150270373,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709262289,455,1,2,48,35,b8oqgvx1ijeyn6y1cn6929ix4,0,51.4,73.9,2024-08-16T18:05:36.482Z,2024-08-16T18:05:37Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5150270437,213,0.02,5150270429,56,Center,5150270427,168,,5150270433,141,74.1,5150270435,212,6.1,5150270425,3,,5150270431,140,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709262299,526,1,2,48,35,a9vw7ikerpr4cuweeeka5aneg,0,44.1,25.6,2024-08-16T18:05:36.793Z,2024-08-16T18:05:37Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5150270481,140,48.5,5150270485,141,28.9,5150270489,212,5.1,5150270493,213,0.45,5150270477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709262331,456,61,2,48,37,b8oqgvx1ijeyn6y1cn6929ix4,1,48.9,69.3,2024-08-16T18:05:38.827Z,2024-08-16T18:07:36Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5150281661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709262355,527,4,2,48,39,a9vw7ikerpr4cuweeeka5aneg,1,52.6,58.6,2024-08-16T18:05:40.879Z,2024-08-16T18:05:46Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5150270985,152,,5150270989,286,,5150270987,265,,5150270983,56,Center,5150271027,233,457,5150270981,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709262361,457,4,2,48,39,b8oqgvx1ijeyn6y1cn6929ix4,0,47.4,41.4,2024-08-16T18:05:40.880Z,2024-08-16T18:05:58Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5150270955,13,,5150271045,233,527,5150272545,55,458,5150270963,285,,5150270961,265,,5150270959,152,,5150270957,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709262525,458,17,2,48,51,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-08-16T18:05:52.508Z,2024-08-16T18:05:58Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5150272509,55,457,5150272507,13,243,5150272503,31,,5150272505,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263143,528,1,2,49,19,a9vw7ikerpr4cuweeeka5aneg,1,53.8,57.2,2024-08-16T18:06:20.943Z,2024-08-16T18:06:23Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5150275095,141,36.1,5150275091,56,Back,5150275099,213,4.27,5150275097,212,15.9,5150275089,152,,5150275093,140,47.3,5150275087,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263161,529,1,2,49,22,a9vw7ikerpr4cuweeeka5aneg,1,46.7,35.3,2024-08-16T18:06:23.582Z,2024-08-16T18:06:25Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150275215,141,11.2,5150275211,140,60.0,5150275217,212,21.5,5150275219,213,5.42,5150275207,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263217,530,1,2,49,24,a9vw7ikerpr4cuweeeka5aneg,1,60.0,11.2,2024-08-16T18:06:25.199Z,2024-08-16T18:06:28Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5150275531,141,24.7,5150275535,213,1.00,5150275529,140,65.6,5150275533,212,10.9,5150275527,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263227,531,1,2,49,27,a9vw7ikerpr4cuweeeka5aneg,0,65.6,24.7,2024-08-16T18:06:28.022Z,2024-08-16T18:06:28Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5150275583,140,73.5,5150275587,212,8.4,5150275589,213,6.14,5150275581,56,Center,5150275585,141,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263295,459,1,2,49,30,b8oqgvx1ijeyn6y1cn6929ix4,0,22.1,72.4,2024-08-16T18:06:31.842Z,2024-08-16T18:11:13Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5150301983,140,34.5,5150301987,212,13.1,5150301989,213,0.08,5150301981,56,Back,5150301979,155,,5150301985,141,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263303,532,8,2,49,31,a9vw7ikerpr4cuweeeka5aneg,1,63.7,14.5,2024-08-16T18:06:32.135Z,2024-08-16T18:06:32Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5150275957,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263471,461,5,2,49,32,b8oqgvx1ijeyn6y1cn6929ix4,1,33.1,101.0,2024-08-16T18:06:33.074Z,2024-08-16T19:03:11Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5150277091,233,533,5150277003,56,Back,5150277005,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263333,533,5,2,49,32,a9vw7ikerpr4cuweeeka5aneg,0,66.9,-1.0,2024-08-16T18:06:33.074Z,2024-08-16T19:03:12Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5150276085,347,,5150276083,56,Right,5150277095,233,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263559,462,1,2,49,42,b8oqgvx1ijeyn6y1cn6929ix4,1,32.8,100.0,2024-08-16T18:06:43.378Z,2024-08-16T18:06:49Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5150277495,212,30.1,5150277491,140,60.8,5150277489,56,Left,5150277493,141,91.5,5150277487,107,,5150277499,1,,5150277497,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263571,463,1,2,49,48,b8oqgvx1ijeyn6y1cn6929ix4,0,60.8,90.9,2024-08-16T18:06:49.379Z,2024-08-16T18:06:50Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5150277531,157,,5150277543,1,,5150277535,140,91.2,5150277533,56,Center,5150277541,213,5.83,5150277537,141,68.2,5150277539,212,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263747,535,1,2,49,50,a9vw7ikerpr4cuweeeka5aneg,1,10.8,33.5,2024-08-16T18:06:51.470Z,2024-08-16T18:07:00Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5150278529,56,Back,5150278541,213,0.69,5150278527,123,,5150278533,140,23.6,5150278539,212,17.4,5150278537,141,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263829,536,1,2,49,59,a9vw7ikerpr4cuweeeka5aneg,1,43.9,67.8,2024-08-16T18:07:00.654Z,2024-08-16T19:12:48Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5150278993,213,4.74,5150278987,140,44.7,5150278989,141,19.6,5150278995,1,,5150278991,212,32.8,5150278985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263887,537,1,2,50,3,a9vw7ikerpr4cuweeeka5aneg,1,58.8,12.8,2024-08-16T18:07:04.910Z,2024-08-16T18:07:08Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150279309,213,0.65,5150279307,212,18.1,5150279303,140,72.5,5150279305,141,29.0,5150279301,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263943,538,1,2,50,7,a9vw7ikerpr4cuweeeka5aneg,1,73.6,29.5,2024-08-16T18:07:08.294Z,2024-08-16T18:07:10Z,4m9sp9mxlsjk6fv7v218yqfv9,M. Egho,,,5150279585,141,24.7,5150279581,56,Back,5150279587,212,29.9,5150279589,213,3.25,5150279583,140,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264031,539,1,2,50,9,a9vw7ikerpr4cuweeeka5aneg,1,45.5,24.7,2024-08-16T18:07:10.166Z,2024-08-16T18:07:15Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150280023,56,Back,5150280027,140,45.8,5150280033,213,1.56,5150280029,141,55.4,5150280031,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264069,540,1,2,50,14,a9vw7ikerpr4cuweeeka5aneg,1,45.8,55.4,2024-08-16T18:07:15.414Z,2024-08-16T18:07:16Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5150280265,56,Center,5150280271,212,19.2,5150280273,213,5.02,5150280267,140,51.3,5150280269,141,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264109,541,1,2,50,15,a9vw7ikerpr4cuweeeka5aneg,1,51.3,28.4,2024-08-16T18:07:16.791Z,2024-08-16T18:07:22Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150280541,56,Right,5150280543,140,63.5,5150280547,212,14.1,5150280549,213,5.86,5150280545,141,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264135,542,1,2,50,21,a9vw7ikerpr4cuweeeka5aneg,1,63.5,19.9,2024-08-16T18:07:22.607Z,2024-08-16T18:07:24Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5150280709,213,3.39,5150280707,212,22.9,5150280703,140,42.4,5150280705,141,11.5,5150280701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264159,543,1,2,50,23,a9vw7ikerpr4cuweeeka5aneg,1,42.4,11.5,2024-08-16T18:07:24.775Z,2024-08-16T18:07:26Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5150280829,212,23.8,5150280825,141,30.7,5150280831,213,2.56,5150280819,56,Back,5150280821,140,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264193,544,1,2,50,24,a9vw7ikerpr4cuweeeka5aneg,1,23.5,30.7,2024-08-16T18:07:25.862Z,2024-08-16T18:07:27Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5150281003,140,23.9,5150281009,213,4.76,5150281007,212,8.8,5150281001,56,Back,5150281005,141,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264289,545,1,2,50,26,a9vw7ikerpr4cuweeeka5aneg,1,23.9,17.8,2024-08-16T18:07:27.207Z,2024-08-16T18:07:34Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150281583,141,32.5,5150281587,213,2.41,5150281581,140,13.4,5150281579,56,Back,5150281585,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264339,546,1,2,50,35,a9vw7ikerpr4cuweeeka5aneg,1,13.2,37.0,2024-08-16T18:07:36.599Z,2024-08-16T18:07:39Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5150281835,140,49.4,5150281833,56,Back,5150281841,213,0.09,5150281837,141,41.9,5150281839,212,38.2,5150281831,157,,5150281843,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264347,547,1,2,50,38,a9vw7ikerpr4cuweeeka5aneg,0,46.4,43.8,2024-08-16T18:07:39.153Z,2024-08-16T18:23:12Z,4m9sp9mxlsjk6fv7v218yqfv9,M. Egho,,,5150372147,236,,5150371737,141,51.7,5150372149,233,465,5150371739,212,5.4,5150371741,213,1.59,5150281871,56,Back,5150371735,140,46.3,5150372153,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264351,465,74,2,50,38,b8oqgvx1ijeyn6y1cn6929ix4,1,50.8,58.7,2024-08-16T18:07:39.154Z,2024-08-16T18:23:12Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5150281891,285,,5150372211,233,547,5150281889,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264429,548,1,2,50,39,a9vw7ikerpr4cuweeeka5aneg,0,41.6,34.1,2024-08-16T18:07:40.270Z,2024-08-16T18:30:36Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5150282263,212,22.3,5150282257,56,Center,5150282259,140,62.0,5150282265,213,6.00,5150282261,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264489,466,1,2,50,41,b8oqgvx1ijeyn6y1cn6929ix4,0,40.0,93.6,2024-08-16T18:07:42.578Z,2024-08-16T18:30:34Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5150282603,140,72.9,5150282599,157,,5150282607,212,37.1,5150282609,213,5.91,5150282601,56,Center,5150282611,1,,5150282605,141,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264517,469,44,2,50,42,b8oqgvx1ijeyn6y1cn6929ix4,1,71.2,74.8,2024-08-16T18:07:43.974Z,2024-08-16T19:08:27Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5150282941,233,550,5150282761,286,,5150282759,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264487,550,44,2,50,42,a9vw7ikerpr4cuweeeka5aneg,0,28.8,25.2,2024-08-16T18:07:43.975Z,2024-08-16T18:30:37Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150282593,56,Back,5150282869,233,469,5150282595,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264503,468,1,2,50,43,b8oqgvx1ijeyn6y1cn6929ix4,0,72.9,73.6,2024-08-16T18:07:44.577Z,2024-08-16T18:30:39Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5150282699,213,0.24,5150282697,212,1.7,5150282689,168,,5150282687,3,,5150282693,140,74.5,5150282695,141,74.2,5150282691,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264435,549,61,2,50,43,a9vw7ikerpr4cuweeeka5aneg,1,62.0,25.0,2024-08-16T18:07:44.935Z,2024-08-16T19:12:51Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150282303,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264539,470,44,2,50,45,b8oqgvx1ijeyn6y1cn6929ix4,1,65.0,72.6,2024-08-16T18:07:46.464Z,2024-08-16T19:07:08Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5150282881,286,,5150282879,56,Center,5150561965,233,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264559,551,44,2,50,45,a9vw7ikerpr4cuweeeka5aneg,0,35.0,27.4,2024-08-16T18:07:46.465Z,2024-08-16T19:03:35Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5150282981,56,Back,5150561929,233,470,5150282983,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264499,467,43,2,50,45,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-08-16T18:07:46.974Z,2024-08-16T18:26:50Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5150282667,286,0,5150392195,144,44,5150391479,233,550,5150282665,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709284747,630,1,2,50,46,b8oqgvx1ijeyn6y1cn6929ix4,0,67.0,76.9,2024-08-16T18:07:47.223Z,2024-08-16T18:30:49Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5150411153,3,,5150411161,212,10.0,5150411159,141,62.6,5150411157,140,69.4,5150411163,213,4.97,5150411155,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264669,553,44,2,50,50,a9vw7ikerpr4cuweeeka5aneg,1,18.2,52.9,2024-08-16T18:07:51.465Z,2024-08-16T19:08:28Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150283659,56,Back,5150391467,233,436,5150283661,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709261249,436,44,2,50,50,b8oqgvx1ijeyn6y1cn6929ix4,0,81.8,47.1,2024-08-16T18:07:51.466Z,2024-08-16T19:08:28Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5150264889,56,Center,5150583157,233,553,5150582843,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264675,554,1,2,50,50,a9vw7ikerpr4cuweeeka5aneg,0,37.2,29.0,2024-08-16T18:07:51.694Z,2024-08-16T19:09:47Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150283687,213,6.11,5150283683,141,27.5,5150283681,140,42.9,5150283679,56,Back,5150283677,3,,5150283685,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264641,552,43,2,50,52,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-08-16T18:07:53.366Z,2024-08-16T19:18:23Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5150638693,144,1,5150283515,56,Back,5150283517,140,40.3,5150283519,141,24.2,5150283513,3,0,5150283521,212,2.0,5150283523,213,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264597,471,1,2,50,53,b8oqgvx1ijeyn6y1cn6929ix4,0,65.1,64.2,2024-08-16T18:07:54.251Z,2024-08-16T18:29:19Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5150283223,141,33.9,5150283227,213,4.83,5150283221,140,67.5,5150283225,212,20.8,5150283219,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264793,555,1,2,50,53,a9vw7ikerpr4cuweeeka5aneg,1,39.5,68.9,2024-08-16T18:07:54.390Z,2024-08-16T18:08:04Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5150284273,212,4.7,5150284271,141,64.7,5150284267,56,Back,5150284269,140,43.0,5150284275,213,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264845,556,1,2,51,3,a9vw7ikerpr4cuweeeka5aneg,0,88.5,89.6,2024-08-16T18:08:04.534Z,2024-08-16T18:08:09Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5150284563,2,,5150284569,140,86.9,5150284567,56,Right,5150284737,1,,5150284565,155,,5150284573,141,12.1,5150284579,213,4.68,5150284577,212,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264937,472,1,2,51,7,b8oqgvx1ijeyn6y1cn6929ix4,0,10.2,81.2,2024-08-16T18:08:09.009Z,2024-08-16T18:08:12Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5150285049,212,39.0,5150285047,141,71.1,5150285043,56,Back,5150285041,157,,5150285053,1,,5150285045,140,46.8,5150285051,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264985,557,1,2,51,11,a9vw7ikerpr4cuweeeka5aneg,1,55.7,25.6,2024-08-16T18:08:12.278Z,2024-08-16T18:08:14Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5150285293,212,4.9,5150285287,56,Center,5150285289,140,60.2,5150285291,141,23.5,5150285285,3,,5150285295,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
