id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2711324127,393,1,1,37,32,ajtb177oqwawkdwbqhldmq6mx,1,60.6,53.3,2024-08-20T17:08:13.126Z,2024-08-20T17:08:15Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5161664777,140,48.8,5161664791,156,,5161664775,56,Back,5161664783,213,2.61,5161664779,141,64.0,5161664781,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324137,394,1,1,37,34,ajtb177oqwawkdwbqhldmq6mx,1,48.9,64.0,2024-08-20T17:08:14.798Z,2024-08-20T17:08:16Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5161664839,141,51.0,5161664841,212,9.1,5161664843,213,4.93,5161664835,56,Center,5161664837,140,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324147,395,1,1,37,36,ajtb177oqwawkdwbqhldmq6mx,1,50.8,51.0,2024-08-20T17:08:16.558Z,2024-08-20T17:08:19Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5161664891,212,28.7,5161664893,213,5.01,5161664889,141,10.7,5161664887,140,58.8,5161664885,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324157,396,1,1,37,38,ajtb177oqwawkdwbqhldmq6mx,1,57.9,10.6,2024-08-20T17:08:18.846Z,2024-08-20T17:08:22Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5161664947,56,Right,5161664953,212,16.3,5161664955,213,6.12,5161664951,141,6.7,5161664949,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324159,397,3,1,37,41,ajtb177oqwawkdwbqhldmq6mx,0,73.2,6.7,2024-08-20T17:08:22.086Z,2024-08-20T17:08:23Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5161664963,286,,5161664977,211,,5161664961,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324169,317,1,1,37,43,8cfkisxf1fkxdqtt6tx1tup48,0,15.6,92.3,2024-08-20T17:08:23.701Z,2024-08-20T17:08:26Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5161665037,141,93.9,5161665035,140,25.7,5161665033,56,Back,5161665041,213,0.10,5161665053,286,,5161665039,212,10.7,5161665049,233,398,5161665031,157,,5161665043,1,5161665047,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324165,398,74,1,37,43,ajtb177oqwawkdwbqhldmq6mx,1,73.7,5.6,2024-08-20T17:08:23.702Z,2024-08-20T17:08:25Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5161664997,285,,5161665069,233,317,5161664995,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324179,318,5,1,37,44,8cfkisxf1fkxdqtt6tx1tup48,1,22.4,100.8,2024-08-20T17:08:24.726Z,2024-08-20T18:27:37Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5161665095,56,Back,5161665097,347,,5161665117,233,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324167,399,5,1,37,44,ajtb177oqwawkdwbqhldmq6mx,0,77.6,-0.8,2024-08-20T17:08:24.726Z,2024-08-20T18:27:37Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5161665029,347,,5161665127,233,318,5161665027,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324227,319,1,1,38,13,8cfkisxf1fkxdqtt6tx1tup48,1,22.1,100.0,2024-08-20T17:08:54.457Z,2024-08-20T17:08:55Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5161665359,212,8.2,5161665357,141,90.3,5161665361,213,4.97,5161665353,56,Back,5161665351,107,,5161665355,140,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324231,320,1,1,38,14,8cfkisxf1fkxdqtt6tx1tup48,1,24.1,90.3,2024-08-20T17:08:55.344Z,2024-08-20T17:08:58Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5161665383,141,93.2,5161665379,56,Back,5161665381,140,15.9,5161665385,212,8.8,5161665387,213,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324233,321,1,1,38,17,8cfkisxf1fkxdqtt6tx1tup48,0,15.9,93.2,2024-08-20T17:08:57.913Z,2024-08-20T17:08:58Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5161665397,212,21.8,5161665391,56,Back,5161665395,141,63.7,5161665399,213,5.11,5161665393,140,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324245,401,1,1,38,19,ajtb177oqwawkdwbqhldmq6mx,1,73.8,48.7,2024-08-20T17:09:00.293Z,2024-08-20T17:34:39Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,1.0,,5161680123,210,15,5161680125,154,,5161665449,141,47.3,5161665445,56,Center,5161665451,212,15.3,5161665447,140,88.3,5161665453,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324249,402,15,1,38,22,ajtb177oqwawkdwbqhldmq6mx,1,88.3,47.3,2024-08-20T17:09:02.740Z,2024-08-20T19:32:28Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5161680141,102,46.7,5161665469,22,,5161680137,55,401,5161680069,20,,5161953093,214,,5161680133,29,,5161680135,154,,5161665471,17,,5161953095,328,5161680143,103,5161680145,146,93.2,5161680165,233,5161680147,147,5161665473,56,Center,5161680131,80,,,,,2.5,322,48.7,,,,,,,,,,
2711324241,322,10,1,38,22,8cfkisxf1fkxdqtt6tx1tup48,1,5.0,51.2,2024-08-20T17:09:02.840Z,2024-08-20T18:34:56Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5161665425,173,,5161680077,233,402,5161665431,56,Back,5161665427,178,,5161665429,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324261,323,12,1,38,25,8cfkisxf1fkxdqtt6tx1tup48,1,2.1,68.2,2024-08-20T17:09:06.097Z,2024-08-20T17:24:10Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5161665531,56,Back,5161665535,141,93.6,5161665533,140,30.1,5161665539,213,0.53,5161665537,212,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324265,325,5,1,38,29,8cfkisxf1fkxdqtt6tx1tup48,0,23.9,101.5,2024-08-20T17:09:09.942Z,2024-08-20T18:27:38Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5161665581,233,403,5161665547,56,Back,5161665549,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324259,403,5,1,38,29,ajtb177oqwawkdwbqhldmq6mx,1,76.1,-1.5,2024-08-20T17:09:09.942Z,2024-08-20T18:27:37Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5161665527,347,,5161665525,56,Right,5161665577,233,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324267,404,1,1,38,30,ajtb177oqwawkdwbqhldmq6mx,1,74.3,0.0,2024-08-20T17:09:10.774Z,2024-08-20T17:09:12Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5161665559,212,13.2,5161665557,141,13.1,5161665561,213,0.79,5161665553,56,Right,5161665551,107,,5161665555,140,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324271,405,1,1,38,30,ajtb177oqwawkdwbqhldmq6mx,1,84.6,13.2,2024-08-20T17:09:10.782Z,2024-08-20T18:34:43Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5161665589,56,Right,5161665597,213,0.40,5161665593,141,19.2,5161665591,140,93.9,5161665595,212,10.6,5161665587,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324277,406,1,1,38,30,ajtb177oqwawkdwbqhldmq6mx,0,95.6,18.9,2024-08-20T17:09:11.262Z,2024-08-20T18:35:12Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5161665641,212,19.1,5161665643,213,1.83,5161665639,141,46.1,5161665637,140,91.0,5161665635,56,Center,5161665631,2,,5161665633,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324263,324,61,1,38,31,8cfkisxf1fkxdqtt6tx1tup48,1,30.1,93.3,2024-08-20T17:09:11.845Z,2024-08-20T18:35:16Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5161665545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324275,326,12,1,38,36,8cfkisxf1fkxdqtt6tx1tup48,1,14.0,60.6,2024-08-20T17:09:17.136Z,2024-08-20T17:09:21Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5161665629,15,,5161665627,213,0.66,5161665623,141,73.0,5161665621,140,24.4,5161665625,212,13.8,5161665619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324279,407,43,1,38,37,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-08-20T17:09:18.126Z,2024-08-20T17:26:50Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5161675837,144,44,5161665649,286,0,5161665647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324281,408,1,1,38,38,ajtb177oqwawkdwbqhldmq6mx,1,78.1,33.7,2024-08-20T17:09:19.493Z,2024-08-20T17:09:20Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,,5161665653,56,Center,5161665655,140,63.2,5161665657,141,35.4,5161665661,213,3.07,5161665659,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324289,409,1,1,38,40,ajtb177oqwawkdwbqhldmq6mx,1,63.2,35.4,2024-08-20T17:09:20.677Z,2024-08-20T17:09:24Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5161665719,213,4.07,5161665713,140,57.7,5161665711,56,Center,5161665715,141,24.0,5161665717,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324299,410,1,1,38,43,ajtb177oqwawkdwbqhldmq6mx,1,57.7,24.0,2024-08-20T17:09:24.052Z,2024-08-20T17:09:28Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5161665765,140,50.3,5161665763,56,Center,5161665769,212,22.2,5161665771,213,1.93,5161665767,141,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324303,411,1,1,38,48,ajtb177oqwawkdwbqhldmq6mx,1,50.3,54.6,2024-08-20T17:09:28.704Z,2024-08-20T17:09:30Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5161665775,56,Center,5161665777,140,63.8,5161665781,212,15.5,5161665779,141,63.7,5161665783,213,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324305,412,1,1,38,50,ajtb177oqwawkdwbqhldmq6mx,1,63.8,63.7,2024-08-20T17:09:30.589Z,2024-08-20T17:09:31Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5161665801,213,4.64,5161665797,141,46.4,5161665793,56,Center,5161665799,212,11.8,5161665795,140,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324311,413,1,1,38,50,ajtb177oqwawkdwbqhldmq6mx,1,63.0,46.4,2024-08-20T17:09:31.365Z,2024-08-20T17:09:34Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5161665837,56,Center,5161665839,140,65.0,5161665845,213,1.40,5161665841,141,64.8,5161665843,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324313,414,1,1,38,53,ajtb177oqwawkdwbqhldmq6mx,1,68.0,64.3,2024-08-20T17:09:34.325Z,2024-08-20T17:09:53Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,1.0,,5161665953,210,13,5161665917,213,5.75,5161665909,56,Center,5161665911,140,75.1,5161665915,212,8.7,5161665913,141,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324315,415,13,1,38,56,ajtb177oqwawkdwbqhldmq6mx,1,79.9,61.1,2024-08-20T17:09:37.037Z,2024-08-20T19:33:35Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5161665955,84,,5161665957,29,,5161665959,55,414,5161665921,22,,5161665967,215,,5161665965,103,9.7,5161665943,20,,5161665963,102,41.0,5161665971,231,5161665923,18,5161665925,56,Center,5161665969,230,,,,,,,,,,,,,97.5,,,,,,,51.3,,,,
2711324319,327,5,1,38,57,8cfkisxf1fkxdqtt6tx1tup48,1,-1.1,62.3,2024-08-20T17:09:38.402Z,2024-08-20T18:27:38Z,d2ukggo2v5jsw4pctznmaijo4,A. Gøthler,,,5161665997,56,Back,5161665999,346,,5161666001,233,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324317,416,5,1,38,57,ajtb177oqwawkdwbqhldmq6mx,0,101.1,37.7,2024-08-20T17:09:38.402Z,2024-08-20T18:27:38Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5161665935,56,Center,5161665937,346,,5161666005,233,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324325,328,1,1,39,16,8cfkisxf1fkxdqtt6tx1tup48,1,4.8,42.4,2024-08-20T17:09:57.280Z,2024-08-20T17:10:00Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5161666037,124,,5161666039,56,Back,5161666047,213,1.64,5161666051,237,,5161666043,141,51.6,5161666045,212,6.3,5161666041,140,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324327,329,1,1,39,20,8cfkisxf1fkxdqtt6tx1tup48,1,8.4,51.9,2024-08-20T17:10:00.680Z,2024-08-20T17:10:02Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5161666055,56,Back,5161666057,140,47.5,5161666063,213,0.01,5161666065,1,,5161666061,212,41.1,5161666059,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324331,330,1,1,39,22,8cfkisxf1fkxdqtt6tx1tup48,1,47.4,52.7,2024-08-20T17:10:02.608Z,2024-08-20T17:10:05Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5161666089,213,2.89,5161666093,156,,5161666081,56,Back,5161666085,141,58.4,5161666083,140,33.3,5161666087,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324335,331,1,1,39,25,8cfkisxf1fkxdqtt6tx1tup48,1,35.6,64.8,2024-08-20T17:10:06.432Z,2024-08-20T17:10:08Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5161666117,213,1.70,5161666109,56,Back,5161666113,141,83.2,5161666115,212,12.6,5161666111,140,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324349,332,1,1,39,27,8cfkisxf1fkxdqtt6tx1tup48,1,34.0,83.2,2024-08-20T17:10:07.985Z,2024-08-20T17:10:14Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5161666197,56,Center,5161666195,155,,5161666207,1,,5161666203,212,57.3,5161666201,141,45.8,5161666205,213,5.82,5161666199,140,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324351,333,61,1,39,33,8cfkisxf1fkxdqtt6tx1tup48,0,83.5,46.0,2024-08-20T17:10:13.991Z,2024-08-20T17:10:14Z,d2ukggo2v5jsw4pctznmaijo4,A. Gøthler,,,5161666211,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324363,417,1,1,39,35,ajtb177oqwawkdwbqhldmq6mx,1,7.8,65.8,2024-08-20T17:10:15.684Z,2024-08-20T17:10:19Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5161666285,213,0.69,5161666281,141,83.0,5161666279,140,21.2,5161666283,212,18.3,5161666277,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324375,419,61,1,39,36,ajtb177oqwawkdwbqhldmq6mx,0,22.4,94.8,2024-08-20T17:10:17.397Z,2024-08-20T18:30:24Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5161666343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324365,418,43,1,39,36,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-08-20T17:10:17.454Z,2024-08-20T17:26:05Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5161666289,56,Back,5161666297,213,0.74,5161675509,144,1,5161666333,286,0,5161666295,212,4.5,5161666293,141,87.7,5161666325,233,334,5161666323,236,0,5161666291,140,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2,,,,
2711324361,334,43,1,39,36,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-08-20T17:10:17.455Z,2024-08-20T17:26:14Z,d2ukggo2v5jsw4pctznmaijo4,A. Gøthler,,,5161666271,56,Center,5161675583,144,74,5161666273,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324383,335,5,1,39,41,8cfkisxf1fkxdqtt6tx1tup48,1,74.9,-1.3,2024-08-20T17:10:21.800Z,2024-08-20T18:27:39Z,d2ukggo2v5jsw4pctznmaijo4,A. Gøthler,,,5161666387,233,420,5161666381,347,,5161666379,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324381,420,5,1,39,41,ajtb177oqwawkdwbqhldmq6mx,0,25.1,101.3,2024-08-20T17:10:21.800Z,2024-08-20T18:27:39Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5161666393,233,335,5161666369,347,,5161666367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324393,336,1,1,39,54,8cfkisxf1fkxdqtt6tx1tup48,1,71.4,0.0,2024-08-20T17:10:35.344Z,2024-08-20T17:11:07Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5161666861,189,,5161666459,141,20.1,5161666463,213,2.28,5161666457,140,59.3,5161666461,212,19.5,5161666453,107,,5161666455,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324399,337,1,1,39,55,8cfkisxf1fkxdqtt6tx1tup48,1,59.3,20.1,2024-08-20T17:10:36.367Z,2024-08-20T17:11:09Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5161666489,213,3.21,5161666487,212,8.8,5161666483,140,50.9,5161666485,141,19.2,5161666875,189,,5161666481,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324401,338,1,1,39,57,8cfkisxf1fkxdqtt6tx1tup48,1,50.9,19.2,2024-08-20T17:10:38.448Z,2024-08-20T17:10:39Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5161666501,213,1.47,5161666499,212,20.2,5161666497,141,48.8,5161666493,56,Center,5161666495,140,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324405,339,1,1,39,58,8cfkisxf1fkxdqtt6tx1tup48,1,52.9,48.8,2024-08-20T17:10:39.215Z,2024-08-20T17:10:41Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5161666517,141,81.1,5161666515,140,60.5,5161666521,213,1.22,5161666519,212,23.4,5161666513,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324419,340,1,1,40,1,8cfkisxf1fkxdqtt6tx1tup48,1,61.8,82.1,2024-08-20T17:10:41.528Z,2024-08-20T17:10:45Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5161666579,212,21.4,5161666573,56,Center,5161666581,213,5.78,5161666571,155,,5161666575,140,79.7,5161666577,141,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324425,341,1,1,40,4,8cfkisxf1fkxdqtt6tx1tup48,0,79.7,66.9,2024-08-20T17:10:45.107Z,2024-08-20T17:10:46Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5161666627,213,5.37,5161666617,3,,5161666623,141,50.0,5161666621,140,88.1,5161666625,212,14.5,5161666619,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324439,422,1,1,40,7,ajtb177oqwawkdwbqhldmq6mx,1,14.0,40.3,2024-08-20T17:10:48.268Z,2024-08-20T17:10:51Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5161666689,141,37.7,5161666691,212,8.6,5161666693,213,6.08,5161666685,56,Back,5161666683,123,,5161666687,140,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324443,423,1,1,40,10,ajtb177oqwawkdwbqhldmq6mx,1,22.0,37.7,2024-08-20T17:10:51.228Z,2024-08-20T17:10:52Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5161666711,212,14.1,5161666713,213,0.10,5161666709,141,39.8,5161666707,140,35.4,5161666705,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324453,424,1,1,40,11,ajtb177oqwawkdwbqhldmq6mx,1,35.4,39.8,2024-08-20T17:10:51.923Z,2024-08-20T17:10:57Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5161666767,56,Back,5161666773,212,15.4,5161666775,213,3.08,5161666771,141,41.3,5161666769,140,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324455,425,1,1,40,17,ajtb177oqwawkdwbqhldmq6mx,1,27.1,40.1,2024-08-20T17:10:57.716Z,2024-08-20T17:11:02Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5161666785,56,Back,5161666787,140,32.3,5161666789,141,70.2,5161666791,212,21.2,5161666793,213,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324457,426,1,1,40,21,ajtb177oqwawkdwbqhldmq6mx,1,31.6,79.0,2024-08-20T17:11:02.404Z,2024-08-20T17:11:03Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5161666817,141,63.9,5161666821,213,5.39,5161666819,212,13.2,5161666813,56,Back,5161666815,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324461,427,1,1,40,22,ajtb177oqwawkdwbqhldmq6mx,1,39.5,63.9,2024-08-20T17:11:03.275Z,2024-08-20T17:11:05Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5161666843,141,88.9,5161666845,212,18.6,5161666841,140,32.2,5161666839,56,Back,5161666847,213,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324465,428,1,1,40,24,ajtb177oqwawkdwbqhldmq6mx,1,32.2,88.9,2024-08-20T17:11:05.147Z,2024-08-20T17:11:07Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5161666869,212,19.9,5161666863,56,Back,5161666865,140,32.7,5161666867,141,59.6,5161666871,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324471,429,1,1,40,26,ajtb177oqwawkdwbqhldmq6mx,1,32.3,53.1,2024-08-20T17:11:06.892Z,2024-08-20T17:11:09Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5161666897,212,18.5,5161666891,56,Back,5161666895,141,47.6,5161666899,213,6.08,5161666893,140,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324487,430,1,1,40,28,ajtb177oqwawkdwbqhldmq6mx,1,49.6,47.6,2024-08-20T17:11:09.396Z,2024-08-20T17:11:13Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5161666987,212,29.1,5161666981,56,Right,5161666985,141,15.2,5161666989,213,5.42,5161666983,140,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324503,431,1,1,40,32,ajtb177oqwawkdwbqhldmq6mx,1,67.7,15.2,2024-08-20T17:11:13.500Z,2024-08-20T17:11:17Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,,5161667087,213,1.44,5161667079,56,Center,5161667085,212,7.3,5161667081,140,68.6,5161667083,141,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324505,432,1,1,40,37,ajtb177oqwawkdwbqhldmq6mx,1,69.0,26.2,2024-08-20T17:11:17.667Z,2024-08-20T17:11:20Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5161667091,56,Back,5161667095,141,10.6,5161667093,140,39.7,5161667099,213,3.47,5161667127,1,,5161667097,212,32.5,5161667103,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324517,433,1,1,40,41,ajtb177oqwawkdwbqhldmq6mx,1,39.7,10.6,2024-08-20T17:11:22.356Z,2024-08-20T17:11:25Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5161667187,212,14.7,5161667181,56,Back,5161667185,141,30.6,5161667189,213,1.18,5161667183,140,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
