id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2802142551,336,1,1,36,45,b8oqgvx1ijeyn6y1cn6929ix4,1,13.0,29.5,2025-04-17T11:37:07.935Z,2025-04-17T11:37:11Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5657633687,141,56.4,5657633691,213,2.09,5657633683,56,Back,5657633685,140,3.0,5657633689,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142555,337,1,1,36,49,b8oqgvx1ijeyn6y1cn6929ix4,1,2.3,57.6,2025-04-17T11:37:11.167Z,2025-04-17T11:37:14Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5657633717,212,20.5,5657633711,56,Back,5657633713,140,6.0,5657633719,213,1.38,5657633715,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142557,338,50,1,36,52,b8oqgvx1ijeyn6y1cn6929ix4,1,12.0,89.4,2025-04-17T11:37:14.296Z,2025-04-17T11:37:22Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5657633723,56,Back,5657633725,285,,5657633755,233,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142561,347,7,1,36,52,dbl7ir1qugqz8nvp1vzn8im50,1,88.0,10.6,2025-04-17T11:37:14.297Z,2025-04-18T13:44:32Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5658984975,385,,5657633745,233,338,5657633739,167,,5657633741,56,Right,5657633743,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142573,339,5,1,36,52,b8oqgvx1ijeyn6y1cn6929ix4,1,15.3,102.0,2025-04-17T11:37:15.016Z,2025-04-17T13:12:23Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5657633821,347,,5657633819,56,Back,5657633823,233,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142563,348,5,1,36,52,dbl7ir1qugqz8nvp1vzn8im50,0,84.7,-2.0,2025-04-17T11:37:15.016Z,2025-04-17T13:12:23Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5657633839,233,339,5657633761,56,Right,5657633763,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142577,340,1,1,37,8,b8oqgvx1ijeyn6y1cn6929ix4,0,15.4,100.0,2025-04-17T11:37:30.919Z,2025-04-17T11:37:32Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5657633855,213,5.96,5657633845,107,,5657633849,140,37.0,5657633853,212,23.9,5657633847,56,Back,5657633851,141,90.6,5657633857,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142579,350,1,1,37,11,dbl7ir1qugqz8nvp1vzn8im50,0,60.3,14.3,2025-04-17T11:37:33.221Z,2025-04-17T11:37:35Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5657633861,56,Right,5657633867,212,31.1,5657633863,140,88.1,5657633859,3,,5657633865,141,0.0,5657633869,213,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142591,341,5,1,37,13,b8oqgvx1ijeyn6y1cn6929ix4,1,15.0,101.8,2025-04-17T11:37:35.123Z,2025-04-17T13:12:24Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5657633945,347,,5657633943,56,Back,5657633947,233,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142581,351,5,1,37,13,dbl7ir1qugqz8nvp1vzn8im50,0,85.0,-1.8,2025-04-17T11:37:35.123Z,2025-04-17T13:12:24Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5657633963,233,341,5657633871,56,Right,5657633873,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142595,342,1,1,37,22,b8oqgvx1ijeyn6y1cn6929ix4,0,17.3,100.0,2025-04-17T11:37:44.894Z,2025-04-17T11:37:46Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5657633975,212,20.9,5657633973,141,90.3,5657633969,56,Back,5657633967,107,,5657633977,213,5.91,5657633971,140,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142605,352,1,1,37,26,dbl7ir1qugqz8nvp1vzn8im50,0,67.3,14.0,2025-04-17T11:37:48.109Z,2025-04-17T11:58:33Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5657634001,56,Center,5657634003,140,84.9,5657634007,212,19.3,5657633999,3,,5657634005,141,22.2,5657634009,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142599,343,61,1,37,26,b8oqgvx1ijeyn6y1cn6929ix4,1,32.0,84.1,2025-04-17T11:37:48.808Z,2025-04-17T11:37:49Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5657633983,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144447,450,1,1,37,28,dbl7ir1qugqz8nvp1vzn8im50,1,75.4,13.4,2025-04-17T11:37:50.051Z,2025-04-17T11:58:49Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5657644803,56,Center,5657644805,140,73.2,5657644809,212,10.0,5657644811,213,1.80,5657644807,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802375667,873,83,1,37,30,b8oqgvx1ijeyn6y1cn6929ix4,1,10.6,69.7,2025-04-17T11:37:52.255Z,2025-04-18T13:45:18Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5658985783,399,15jhbyn4wsbd865fd9djcwaok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142615,354,50,1,37,32,dbl7ir1qugqz8nvp1vzn8im50,1,92.7,35.7,2025-04-17T11:37:54.957Z,2025-04-17T13:04:30Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5657634035,286,,5657634033,56,Center,5657634051,233,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142619,344,7,1,37,32,b8oqgvx1ijeyn6y1cn6929ix4,0,7.3,64.3,2025-04-17T11:37:54.958Z,2025-04-18T13:45:37Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5658986025,385,,5657634041,285,,5657634047,233,354,5657634039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142617,355,43,1,37,33,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-04-17T11:37:55.685Z,2025-04-18T13:45:34Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5658985983,144,61,5657634037,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142621,345,43,1,37,34,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-17T11:37:56.376Z,2025-04-17T11:38:05Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5657634045,56,Back,5657634095,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142627,356,1,1,37,36,dbl7ir1qugqz8nvp1vzn8im50,1,98.2,25.4,2025-04-17T11:37:58.885Z,2025-04-18T13:46:59Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,1.0,5657634073,140,95.2,5657634355,22,,5657634069,155,,5657634079,213,1.78,5657634353,154,,5657634075,141,47.0,5657634077,212,15.0,5657634071,56,Center,5657634351,210,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142655,357,44,1,37,39,dbl7ir1qugqz8nvp1vzn8im50,1,94.7,48.5,2025-04-17T11:38:01.118Z,2025-04-18T13:47:01Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5657634257,233,346,5657634243,56,Center,5657634245,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142625,346,44,1,37,39,b8oqgvx1ijeyn6y1cn6929ix4,0,5.3,51.5,2025-04-17T11:38:01.119Z,2025-04-18T13:47:01Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5657634063,56,Back,5657634261,233,357,5657634065,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142657,358,16,1,37,40,dbl7ir1qugqz8nvp1vzn8im50,1,94.9,47.7,2025-04-17T11:38:02.293Z,2025-04-18T13:48:25Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5658988657,16,,5657634309,374,2025-04-17 12:38:01.958,5657634313,375,37:39.907,5657634381,231,48.9,5657634359,79,,5657634379,230,98.5,5657634369,102,49.5,5658988661,396,48.9,5657634251,56,Center,5657634363,154,,5657634375,328,5657634361,29,,,5657634373,214,5657634365,55,,356,5657634247,22,5657634377,136,,,5657634357,15,5657634371,103,28.5,5658988659,395,98.9,
2802142679,347,1,1,38,39,b8oqgvx1ijeyn6y1cn6929ix4,1,50.1,49.6,2025-04-17T11:39:01.766Z,2025-04-17T11:39:03Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5657634453,279,G,5657634447,141,57.6,5657634443,56,Back,5657634451,213,2.74,5657634445,140,37.8,5657634449,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142683,348,1,1,38,40,b8oqgvx1ijeyn6y1cn6929ix4,1,37.7,57.9,2025-04-17T11:39:02.918Z,2025-04-17T11:39:05Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5657634469,212,10.8,5657634465,140,33.9,5657634471,213,1.95,5657634467,141,72.6,5657634463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142689,349,1,1,38,43,b8oqgvx1ijeyn6y1cn6929ix4,1,34.0,69.1,2025-04-17T11:39:05.206Z,2025-04-17T11:39:07Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5657634505,212,20.2,5657634499,56,Back,5657634507,213,4.77,5657634503,141,39.4,5657634501,140,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142691,350,1,1,38,45,b8oqgvx1ijeyn6y1cn6929ix4,1,34.9,38.2,2025-04-17T11:39:07.166Z,2025-04-17T11:39:09Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5657634517,212,8.9,5657634511,56,Back,5657634515,141,38.0,5657634519,213,6.27,5657634513,140,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142697,351,1,1,38,47,b8oqgvx1ijeyn6y1cn6929ix4,1,39.7,33.1,2025-04-17T11:39:09.095Z,2025-04-17T11:39:11Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5657634561,213,4.53,5657634557,141,7.6,5657634559,212,17.6,5657634555,140,36.6,5657634553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142703,352,1,1,38,49,b8oqgvx1ijeyn6y1cn6929ix4,1,36.4,7.7,2025-04-17T11:39:11.301Z,2025-04-17T11:39:13Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5657634575,141,4.9,5657634579,213,6.03,5657634571,56,Back,5657634577,212,7.5,5657634573,140,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142707,353,1,1,38,50,b8oqgvx1ijeyn6y1cn6929ix4,0,43.3,4.9,2025-04-17T11:39:12.837Z,2025-04-17T11:39:14Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5657634605,212,6.2,5657634599,56,Back,5657634603,141,12.6,5657634607,213,1.00,5657634601,140,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142717,360,1,1,38,53,dbl7ir1qugqz8nvp1vzn8im50,1,53.1,75.0,2025-04-17T11:39:15.165Z,2025-04-17T11:39:17Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5657634643,212,5.7,5657634639,140,58.4,5657634645,213,0.24,5657634641,141,77.0,5657634637,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142715,354,83,1,38,55,b8oqgvx1ijeyn6y1cn6929ix4,0,42.1,11.3,2025-04-17T11:39:17.061Z,2025-04-17T11:54:03Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5657634653,399,5vwzliaibdlhfm38g8v5z0r8p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142719,361,50,1,38,55,dbl7ir1qugqz8nvp1vzn8im50,1,58.2,81.4,2025-04-17T11:39:17.484Z,2025-04-17T13:04:31Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5657634649,56,Left,5657634667,233,355,5657634651,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142721,355,7,1,38,55,b8oqgvx1ijeyn6y1cn6929ix4,1,41.8,18.6,2025-04-17T11:39:17.485Z,2025-04-18T13:48:56Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5658989413,384,,5657634657,285,,5657634655,56,Back,5657634659,233,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142727,357,1,1,38,57,b8oqgvx1ijeyn6y1cn6929ix4,1,41.4,14.7,2025-04-17T11:39:19.501Z,2025-04-17T11:39:22Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5657634683,56,Back,5657634691,213,1.15,5657634687,141,31.3,5657634689,212,12.4,5657634685,140,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142729,358,1,1,39,0,b8oqgvx1ijeyn6y1cn6929ix4,0,55.5,46.0,2025-04-17T11:39:22.645Z,2025-04-17T11:39:23Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5657634697,140,62.4,5657634701,212,16.3,5657634695,56,Center,5657634699,141,67.5,5657634703,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802376319,855,8,1,39,2,dbl7ir1qugqz8nvp1vzn8im50,1,37.8,28.0,2025-04-17T11:39:25.005Z,2025-04-18T13:49:23Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5658989699,56,Back,5658989769,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142735,359,45,1,39,3,b8oqgvx1ijeyn6y1cn6929ix4,0,54.4,71.3,2025-04-17T11:39:25.948Z,2025-04-17T13:05:17Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5657634717,56,Center,5657634759,233,363,5657634719,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142741,363,3,1,39,3,dbl7ir1qugqz8nvp1vzn8im50,1,45.6,28.7,2025-04-17T11:39:25.948Z,2025-04-18T13:49:28Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5658989849,464,,5657634755,233,359,5657634753,286,,5657634751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142743,364,1,1,39,9,dbl7ir1qugqz8nvp1vzn8im50,0,85.5,12.8,2025-04-17T11:39:31.804Z,2025-04-18T13:49:45Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5657634767,56,Center,5658990041,386,,5657634771,141,38.6,5658990039,225,,5657634763,2,,5657634775,213,1.60,5657634773,212,17.6,5658990043,20,,5657634769,140,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142749,360,12,1,39,11,b8oqgvx1ijeyn6y1cn6929ix4,1,13.4,63.9,2025-04-17T11:39:33.896Z,2025-04-17T11:39:36Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5657634807,141,69.9,5657634803,56,Back,5657634811,213,0.41,5657634809,212,10.2,5657634805,140,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142753,361,61,1,39,14,b8oqgvx1ijeyn6y1cn6929ix4,1,22.3,70.0,2025-04-17T11:39:36.167Z,2025-04-17T11:39:36Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5657634817,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142757,365,1,1,39,15,dbl7ir1qugqz8nvp1vzn8im50,1,71.3,30.3,2025-04-17T11:39:37.571Z,2025-04-17T11:39:39Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5657634833,213,3.05,5657634827,140,64.0,5657634831,212,7.7,5657634825,56,Center,5657634829,141,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142755,362,43,1,39,15,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-17T11:39:37.965Z,2025-04-18T13:50:00Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5657634897,399,2uw6m0yavlvkkiob73hoywb56,5658990169,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142759,366,1,1,39,17,dbl7ir1qugqz8nvp1vzn8im50,1,64.0,31.3,2025-04-17T11:39:39.203Z,2025-04-17T11:39:41Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5657634839,56,Right,5657634845,212,12.6,5657634843,141,13.5,5657634847,213,5.00,5657634841,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142767,367,1,1,39,19,dbl7ir1qugqz8nvp1vzn8im50,1,67.4,13.5,2025-04-17T11:39:41.172Z,2025-04-17T11:39:44Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5657634893,213,6.07,5657634891,212,12.6,5657634887,140,79.1,5657634885,56,Right,5657634889,141,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142771,368,1,1,39,23,dbl7ir1qugqz8nvp1vzn8im50,1,73.3,10.9,2025-04-17T11:39:45.900Z,2025-04-17T11:39:48Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5657634935,212,22.9,5657634929,56,Center,5657634931,140,53.5,5657634937,213,2.71,5657634933,141,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142773,369,1,1,39,26,dbl7ir1qugqz8nvp1vzn8im50,1,53.5,24.9,2025-04-17T11:39:48.316Z,2025-04-17T11:39:51Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5657634945,141,63.0,5657634949,213,1.60,5657634941,56,Center,5657634947,212,25.9,5657634943,140,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142775,370,1,1,39,29,dbl7ir1qugqz8nvp1vzn8im50,1,52.7,63.0,2025-04-17T11:39:51.331Z,2025-04-17T11:39:53Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5657634953,56,Left,5657634955,140,58.9,5657634959,212,14.7,5657634957,141,82.4,5657634961,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142777,371,1,1,39,31,dbl7ir1qugqz8nvp1vzn8im50,1,58.9,82.4,2025-04-17T11:39:53.484Z,2025-04-17T11:39:56Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5657634975,141,71.7,5657634979,213,3.48,5657634971,56,Back,5657634973,140,39.3,5657634977,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142781,372,1,1,39,34,dbl7ir1qugqz8nvp1vzn8im50,1,34.5,61.1,2025-04-17T11:39:56.700Z,2025-04-17T11:40:01Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5657635027,213,5.03,5657635023,141,17.7,5657635021,140,43.7,5657635019,56,Back,5657635025,212,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142783,373,1,1,39,38,dbl7ir1qugqz8nvp1vzn8im50,1,41.0,18.6,2025-04-17T11:40:00.963Z,2025-04-17T11:40:03Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5657635051,140,28.1,5657635053,141,22.1,5657635057,213,2.97,5657635055,212,13.8,5657635049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142789,374,1,1,39,41,dbl7ir1qugqz8nvp1vzn8im50,1,28.1,22.1,2025-04-17T11:40:03.691Z,2025-04-17T11:40:07Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5657635077,141,52.2,5657635079,212,25.8,5657635075,140,13.1,5657635081,213,2.23,5657635073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142793,375,1,1,39,45,dbl7ir1qugqz8nvp1vzn8im50,1,13.1,52.2,2025-04-17T11:40:07.428Z,2025-04-17T11:40:11Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5657635129,141,79.3,5657635125,56,Back,5657635133,213,1.01,5657635127,140,24.1,5657635131,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142795,376,1,1,39,49,dbl7ir1qugqz8nvp1vzn8im50,1,24.1,77.6,2025-04-17T11:40:11.059Z,2025-04-17T11:40:13Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5657635147,56,Back,5657635151,141,57.2,5657635155,213,3.91,5657635149,140,10.3,5657635153,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142797,377,1,1,39,51,dbl7ir1qugqz8nvp1vzn8im50,1,10.3,57.2,2025-04-17T11:40:13.259Z,2025-04-17T11:40:15Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5657635163,56,Back,5657635167,141,63.7,5657635171,213,0.37,5657635165,140,21.2,5657635169,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142799,378,1,1,39,53,dbl7ir1qugqz8nvp1vzn8im50,1,21.2,63.7,2025-04-17T11:40:15.483Z,2025-04-17T12:00:19Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5657635179,140,9.7,5657635181,141,28.2,5657635183,212,27.0,5657635177,56,Back,5657635185,213,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142807,379,1,1,39,58,dbl7ir1qugqz8nvp1vzn8im50,0,13.9,19.4,2025-04-17T11:40:20.316Z,2025-04-17T11:40:25Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5657635223,1,,5657635217,141,57.6,5657635211,155,,5657635215,140,74.9,5657635221,213,0.39,5657635219,212,69.1,5657635213,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142819,364,1,1,40,5,b8oqgvx1ijeyn6y1cn6929ix4,1,32.8,36.7,2025-04-17T11:40:27.629Z,2025-04-17T11:40:31Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5657635307,212,25.2,5657635301,56,Center,5657635303,140,55.3,5657635309,213,5.92,5657635305,141,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142821,365,61,1,40,9,b8oqgvx1ijeyn6y1cn6929ix4,1,53.2,23.9,2025-04-17T11:40:31.141Z,2025-04-17T11:40:31Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5657635313,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142823,366,1,1,40,10,b8oqgvx1ijeyn6y1cn6929ix4,1,46.8,21.6,2025-04-17T11:40:32.284Z,2025-04-17T11:40:34Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5657635321,140,45.0,5657635319,56,Back,5657635323,141,27.3,5657635327,213,2.02,5657635325,212,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142827,367,1,1,40,11,b8oqgvx1ijeyn6y1cn6929ix4,1,45.7,25.0,2025-04-17T11:40:33.901Z,2025-04-17T11:52:36Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5657635351,56,Back,5657635357,212,9.8,5657635353,140,41.7,5657635359,213,4.27,5657635355,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142831,368,1,1,40,13,b8oqgvx1ijeyn6y1cn6929ix4,1,41.7,12.0,2025-04-17T11:40:35.493Z,2025-04-17T11:40:37Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5657635407,213,1.50,5657635403,141,32.2,5657635401,140,42.6,5657635405,212,13.8,5657635399,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142833,369,1,1,40,14,b8oqgvx1ijeyn6y1cn6929ix4,0,43.1,32.7,2025-04-17T11:40:36.804Z,2025-04-17T11:40:38Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5657635419,213,6.13,5657635415,141,27.7,5657635411,56,Center,5657635417,212,21.7,5657635413,140,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142845,381,1,1,40,20,dbl7ir1qugqz8nvp1vzn8im50,0,48.4,63.6,2025-04-17T11:40:42.267Z,2025-04-17T11:40:45Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5657635457,56,Left,5657635465,213,0.60,5657635463,212,22.4,5657635459,140,66.0,5657635461,141,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
