id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/15/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2787851045,397,5,2,45,15,f1h34qp5zbfl489q8vnkhiq9s,0,45.8,101.4,2025-03-14T19:02:35.472Z,2025-03-14T20:24:56Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5579140891,347,,5579141557,233,405,5579140889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787851163,405,5,2,45,15,a9vw7ikerpr4cuweeeka5aneg,1,54.2,-1.4,2025-03-14T19:02:35.472Z,2025-03-14T20:24:56Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5579141523,233,397,5579141475,56,Right,5579141477,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787851207,406,1,2,45,21,a9vw7ikerpr4cuweeeka5aneg,0,50.2,0.0,2025-03-14T19:02:41.559Z,2025-03-14T21:44:02Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5579141659,140,43.1,5579141655,107,,5579141663,212,13.1,5579141665,213,2.18,5579141661,141,14.1,5579141657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787851247,399,15,2,45,24,f1h34qp5zbfl489q8vnkhiq9s,1,76.7,73.8,2025-03-14T19:02:44.527Z,2025-03-14T21:30:17Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5579142699,147,56.5,5579142693,215,,5579141917,18,,5579142723,233,407,5579142695,458,,5579142089,72,,5579142689,102,51.0,5579141915,22,,5579142697,146,96.4,5579142691,103,5580039353,78,,3.8,5579141919,56,Center,,,,,,,,,,,,,,,,,,
2787851273,407,10,2,45,24,a9vw7ikerpr4cuweeeka5aneg,1,3.7,47.0,2025-03-14T19:02:44.627Z,2025-03-14T19:02:52Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5579142739,233,399,5579142059,182,,5579142061,56,Back,5579142057,178,,5579142269,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787851655,409,1,2,45,43,a9vw7ikerpr4cuweeeka5aneg,0,12.2,61.8,2025-03-14T19:03:03.783Z,2025-03-14T19:03:07Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5579144181,1,,5579144171,56,Center,5579144175,141,37.0,5579144177,212,61.2,5579144173,140,68.2,5579144169,199,,5579144179,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787851639,400,44,2,45,45,f1h34qp5zbfl489q8vnkhiq9s,1,30.4,63.4,2025-03-14T19:03:05.687Z,2025-03-14T20:25:49Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5579144069,56,Back,5579144401,233,410,5579144071,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787851667,410,44,2,45,45,a9vw7ikerpr4cuweeeka5aneg,0,69.6,36.6,2025-03-14T19:03:05.688Z,2025-03-14T20:25:51Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5579144231,286,,5579144229,56,Center,5579144453,233,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787851677,401,1,2,45,45,f1h34qp5zbfl489q8vnkhiq9s,0,27.5,64.3,2025-03-14T19:03:05.919Z,2025-03-14T19:03:07Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5579144279,213,0.22,5579144273,140,54.6,5579144277,212,29.2,5579144269,3,,5579144271,56,Center,5579144275,141,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787851721,411,1,2,45,47,a9vw7ikerpr4cuweeeka5aneg,0,45.9,33.1,2025-03-14T19:03:08.167Z,2025-03-14T19:03:09Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5579144535,213,0.05,5579144525,3,,5579144529,140,60.5,5579144531,141,34.3,5579144527,56,Center,5579144533,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787851769,403,1,2,45,49,f1h34qp5zbfl489q8vnkhiq9s,1,37.5,64.0,2025-03-14T19:03:10.023Z,2025-03-14T19:03:11Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5579144793,140,43.6,5579144797,212,18.1,5579144799,213,5.07,5579144791,56,Back,5579144795,141,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787851803,404,1,2,45,51,f1h34qp5zbfl489q8vnkhiq9s,1,43.6,39.1,2025-03-14T19:03:11.510Z,2025-03-14T19:03:13Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5579144983,141,49.9,5579144987,213,0.64,5579144979,56,Center,5579144981,140,52.9,5579144985,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787851813,405,50,2,45,53,f1h34qp5zbfl489q8vnkhiq9s,1,51.6,48.8,2025-03-14T19:03:13.351Z,2025-03-14T20:25:27Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5579145249,233,412,5579145025,56,Center,5579145027,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787851837,412,7,2,45,53,a9vw7ikerpr4cuweeeka5aneg,1,48.4,51.2,2025-03-14T19:03:13.352Z,2025-03-14T20:25:26Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5579145151,285,,5579145233,233,405,5579145149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787851907,413,1,2,45,54,a9vw7ikerpr4cuweeeka5aneg,1,48.2,52.1,2025-03-14T19:03:14.583Z,2025-03-14T19:03:17Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5579145539,212,6.7,5579145535,140,53.3,5579145541,213,5.63,5579145533,56,Center,5579145537,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787851931,414,1,2,45,57,a9vw7ikerpr4cuweeeka5aneg,1,55.5,46.1,2025-03-14T19:03:17.671Z,2025-03-14T19:03:18Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5579145643,212,6.1,5579145635,3,,5579145639,140,55.7,5579145637,56,Center,5579145641,141,55.1,5579145645,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787851975,416,1,2,45,58,a9vw7ikerpr4cuweeeka5aneg,1,55.7,55.1,2025-03-14T19:03:18.895Z,2025-03-14T19:03:21Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5579145857,141,75.4,5579145853,56,Center,5579145861,213,0.66,5579145855,140,72.5,5579145859,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852031,417,1,2,46,0,a9vw7ikerpr4cuweeeka5aneg,1,71.9,72.6,2025-03-14T19:03:20.903Z,2025-03-14T19:03:22Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5579146143,56,Center,5579146147,141,59.9,5579146151,213,4.59,5579146149,212,8.7,5579146145,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852313,418,2,2,46,2,a9vw7ikerpr4cuweeeka5aneg,1,70.9,59.9,2025-03-14T19:03:22.399Z,2025-03-14T19:03:56Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5579147641,7,3epwf56ozg73hueacwmckk0r9,5579147447,141,59.1,5579147643,56,Center,5579147445,140,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852815,407,1,2,46,31,f1h34qp5zbfl489q8vnkhiq9s,1,10.1,34.3,2025-03-14T19:03:51.664Z,2025-03-14T19:03:57Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5579150109,141,23.0,5579150113,213,6.11,5579150099,5,,5579150107,140,50.8,5579150103,241,,5579150101,157,,5579150105,56,Center,5579150115,1,,5579150111,212,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852823,408,44,2,46,35,f1h34qp5zbfl489q8vnkhiq9s,1,53.0,26.0,2025-03-14T19:03:56.054Z,2025-03-14T20:25:51Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5579150139,286,,5579150137,56,Center,5579150215,233,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852799,419,44,2,46,35,a9vw7ikerpr4cuweeeka5aneg,0,47.0,74.0,2025-03-14T19:03:56.055Z,2025-03-14T20:25:51Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5579150007,285,,5579150005,56,Back,5579150255,233,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852827,409,1,2,46,36,f1h34qp5zbfl489q8vnkhiq9s,0,50.8,23.0,2025-03-14T19:03:56.320Z,2025-03-14T20:29:26Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5579150169,140,57.6,5579150165,168,,5579150173,212,8.7,5579150175,213,5.68,5579150167,56,Right,5579150171,141,15.8,5579150163,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852847,420,1,2,46,37,a9vw7ikerpr4cuweeeka5aneg,1,39.1,67.2,2025-03-14T19:03:57.384Z,2025-03-14T19:03:59Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5579150275,141,75.3,5579150271,140,47.9,5579150279,212,10.8,5579150283,213,0.54,5579150263,3,,5579150267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852869,421,1,2,46,38,a9vw7ikerpr4cuweeeka5aneg,1,47.9,75.3,2025-03-14T19:03:58.847Z,2025-03-14T19:04:00Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5579150433,213,6.25,5579150421,168,,5579150425,56,Center,5579150427,140,65.4,5579150429,141,74.4,5579150431,212,18.4,5579150417,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852951,423,61,2,46,43,a9vw7ikerpr4cuweeeka5aneg,0,76.1,89.4,2025-03-14T19:04:03.479Z,2025-03-14T19:04:08Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5579150883,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853113,410,5,2,46,44,f1h34qp5zbfl489q8vnkhiq9s,1,24.6,-1.4,2025-03-14T19:04:05.096Z,2025-03-14T20:24:57Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5579151781,233,424,5579151739,56,Back,5579151741,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853055,424,5,2,46,44,a9vw7ikerpr4cuweeeka5aneg,0,75.4,101.4,2025-03-14T19:04:05.096Z,2025-03-14T20:24:57Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5579151469,347,,5579151467,56,Left,5579151809,233,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853199,411,1,2,46,50,f1h34qp5zbfl489q8vnkhiq9s,0,24.2,0.0,2025-03-14T19:04:10.433Z,2025-03-14T19:04:14Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5579152167,56,Back,5579152171,141,11.0,5579152175,213,0.46,5579152173,212,19.3,5579152165,107,,5579152169,140,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853203,425,44,2,46,53,a9vw7ikerpr4cuweeeka5aneg,1,57.0,86.8,2025-03-14T19:04:13.239Z,2025-03-14T20:25:52Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5579152197,56,Left,5579152371,233,412,5579152199,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853207,412,44,2,46,53,f1h34qp5zbfl489q8vnkhiq9s,0,43.0,13.2,2025-03-14T19:04:13.240Z,2025-03-14T20:25:52Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5579152211,285,,5579152405,233,425,5579152209,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853227,426,1,2,46,53,a9vw7ikerpr4cuweeeka5aneg,1,53.1,82.9,2025-03-14T19:04:13.488Z,2025-03-14T19:04:14Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5579152281,141,70.3,5579152275,3,,5579152277,56,Center,5579152279,140,53.7,5579152287,213,4.79,5579152283,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853267,427,1,2,46,54,a9vw7ikerpr4cuweeeka5aneg,1,53.7,70.3,2025-03-14T19:04:14.583Z,2025-03-14T19:04:16Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5579152501,212,20.7,5579152505,213,5.97,5579152495,56,Center,5579152493,157,,5579152497,140,72.5,5579152509,1,,5579152499,141,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853289,428,1,2,46,56,a9vw7ikerpr4cuweeeka5aneg,1,73.2,62.9,2025-03-14T19:04:16.503Z,2025-03-14T19:04:18Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5579152653,56,Center,5579152657,141,63.3,5579152661,213,3.11,5579152659,212,7.5,5579152655,140,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853329,429,1,2,46,58,a9vw7ikerpr4cuweeeka5aneg,1,66.1,63.3,2025-03-14T19:04:18.503Z,2025-03-14T19:19:47Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,1.0,,5579152849,140,67.5,5579152859,212,15.8,5579152853,141,40.1,5579152845,56,Center,5579152863,213,4.81,5579270951,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853357,431,15,2,47,1,a9vw7ikerpr4cuweeeka5aneg,1,81.3,33.1,2025-03-14T19:04:21.431Z,2025-03-14T21:35:57Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5579182821,103,19,5579153001,22,,5579153707,20,,5579922519,215,,5579182891,233,413,5579270961,29,,5579153711,82,,5579182817,78,,5579182831,230,97.8,5579270963,55,5579182819,102,49.3,429,5579182835,231,48.4,5579153005,56,Center,5579182825,146,5579153003,18,5579182829,147,,,85.4,,36.6,,,,
2787853347,413,10,2,47,1,f1h34qp5zbfl489q8vnkhiq9s,1,10.9,56.9,2025-03-14T19:04:21.531Z,2025-03-14T19:08:13Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5579182935,233,431,5579152931,94,,5579152933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853433,414,5,2,47,4,f1h34qp5zbfl489q8vnkhiq9s,0,19.2,102.0,2025-03-14T19:04:24.617Z,2025-03-14T19:14:21Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5579153427,347,,5579153425,56,Back,5579153871,233,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853469,432,5,2,47,4,a9vw7ikerpr4cuweeeka5aneg,1,80.8,-2.0,2025-03-14T19:04:24.617Z,2025-03-14T20:24:58Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5579153631,347,,5579153629,56,Right,5579153787,233,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853675,433,1,2,47,10,a9vw7ikerpr4cuweeeka5aneg,1,78.4,0.0,2025-03-14T19:04:30.343Z,2025-03-14T21:44:03Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5579154789,213,1.18,5579154779,107,,5579154787,212,6.4,5579154783,140,80.7,5579154785,141,6.7,5579154781,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853719,434,1,2,47,13,a9vw7ikerpr4cuweeeka5aneg,1,79.4,5.9,2025-03-14T19:04:34.134Z,2025-03-14T19:15:09Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5579154995,141,2.6,5579154991,56,Right,5579154997,212,2.9,5579154993,140,77.6,5579154999,213,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853753,435,1,2,47,15,a9vw7ikerpr4cuweeeka5aneg,0,77.6,2.6,2025-03-14T19:04:35.703Z,2025-03-14T19:15:16Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5579155143,140,83.8,5579155147,212,6.7,5579155145,141,5.0,5579155149,213,0.25,5579155141,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853783,415,12,2,47,16,f1h34qp5zbfl489q8vnkhiq9s,1,8.2,91.1,2025-03-14T19:04:37.135Z,2025-03-14T19:04:38Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5579155311,141,100.0,5579155307,56,Back,5579155315,213,0.47,5579155313,212,15.8,5579155309,140,21.6,5579155385,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853797,416,5,2,47,17,f1h34qp5zbfl489q8vnkhiq9s,0,22.6,101.8,2025-03-14T19:04:37.881Z,2025-03-14T20:24:58Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5579155365,56,Back,5579155961,233,436,5579155367,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853883,436,5,2,47,17,a9vw7ikerpr4cuweeeka5aneg,1,77.4,-1.8,2025-03-14T19:04:37.881Z,2025-03-14T20:24:58Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5579155775,347,,5579155857,233,416,5579155773,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853981,437,1,2,47,23,a9vw7ikerpr4cuweeeka5aneg,1,75.6,0.0,2025-03-14T19:04:43.623Z,2025-03-14T21:43:35Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5579156277,56,Right,5579156283,212,9.5,5579156279,140,71.5,5579156281,141,10.4,5579156285,213,2.04,5579156275,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787854005,438,1,2,47,25,a9vw7ikerpr4cuweeeka5aneg,1,71.5,10.4,2025-03-14T19:04:45.286Z,2025-03-14T19:04:46Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5579156415,56,Back,5579156419,140,48.6,5579156423,141,18.3,5579156431,213,2.92,5579156429,212,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787854075,439,1,2,47,26,a9vw7ikerpr4cuweeeka5aneg,1,47.9,18.6,2025-03-14T19:04:46.790Z,2025-03-14T19:04:49Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5579156785,212,21.9,5579156789,213,2.40,5579156781,140,32.5,5579156779,56,Back,5579156783,141,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787854107,440,1,2,47,30,a9vw7ikerpr4cuweeeka5aneg,0,32.3,53.6,2025-03-14T19:04:50.447Z,2025-03-14T19:04:51Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5579157015,213,0.15,5579157003,56,Center,5579157011,212,26.0,5579157005,140,56.8,5579157009,141,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787854111,417,8,2,47,31,f1h34qp5zbfl489q8vnkhiq9s,1,46.3,39.5,2025-03-14T19:04:51.912Z,2025-03-14T19:04:52Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5579157027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787854241,441,1,2,47,34,a9vw7ikerpr4cuweeeka5aneg,0,44.0,53.2,2025-03-14T19:04:55.199Z,2025-03-14T19:05:16Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5579157695,157,,5579157703,212,34.1,5579157707,1,,5579157697,56,Left,5579157705,213,1.28,5579157701,141,100.0,5579157699,140,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787854621,418,5,2,47,36,f1h34qp5zbfl489q8vnkhiq9s,1,37.2,-2.0,2025-03-14T19:04:56.409Z,2025-03-14T20:24:59Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5579159507,56,Back,5579159751,233,442,5579159509,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787854669,442,5,2,47,36,a9vw7ikerpr4cuweeeka5aneg,0,62.8,102.0,2025-03-14T19:04:56.409Z,2025-03-14T20:24:59Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5579159723,56,Left,5579159857,233,418,5579159725,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787854711,419,1,2,47,51,f1h34qp5zbfl489q8vnkhiq9s,1,34.0,0.0,2025-03-14T19:05:11.663Z,2025-03-14T19:05:15Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5579159953,212,17.2,5579159947,56,Back,5579159949,140,21.2,5579159955,213,2.47,5579159945,107,,5579159951,141,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787854769,420,1,2,47,53,f1h34qp5zbfl489q8vnkhiq9s,1,22.8,15.6,2025-03-14T19:05:14.144Z,2025-03-14T19:05:18Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5579160327,56,Back,5579160335,213,1.49,5579160329,140,25.0,5579160331,141,58.4,5579160333,212,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787854889,421,1,2,47,58,f1h34qp5zbfl489q8vnkhiq9s,1,29.9,62.3,2025-03-14T19:05:18.263Z,2025-03-14T19:05:23Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5579161015,212,55.1,5579161011,140,71.2,5579161007,155,,5579161019,1,,5579161009,56,Right,5579161017,213,5.62,5579161013,141,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787854895,422,61,2,48,3,f1h34qp5zbfl489q8vnkhiq9s,0,69.5,28.0,2025-03-14T19:05:23.760Z,2025-03-14T19:05:24Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5579161045,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787854993,444,1,2,48,5,a9vw7ikerpr4cuweeeka5aneg,1,27.7,69.0,2025-03-14T19:05:25.399Z,2025-03-14T19:05:28Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5579161581,141,49.3,5579161585,213,5.60,5579161577,56,Back,5579161583,212,21.2,5579161579,140,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787855019,445,1,2,48,7,a9vw7ikerpr4cuweeeka5aneg,1,44.2,49.4,2025-03-14T19:05:27.951Z,2025-03-14T19:05:29Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5579161717,212,23.9,5579161713,140,66.8,5579161711,56,Center,5579161715,141,45.5,5579161719,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787855093,446,1,2,48,9,a9vw7ikerpr4cuweeeka5aneg,1,66.8,45.5,2025-03-14T19:05:29.263Z,2025-03-14T19:05:33Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5579162125,213,4.65,5579162121,141,14.4,5579162123,212,21.2,5579162119,140,65.5,5579162117,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787855225,447,1,2,48,13,a9vw7ikerpr4cuweeeka5aneg,1,65.5,14.4,2025-03-14T19:05:33.262Z,2025-03-14T19:05:38Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5579162843,212,8.5,5579162835,56,Center,5579162839,140,60.1,5579162841,141,23.7,5579162845,213,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787855245,448,1,2,48,18,a9vw7ikerpr4cuweeeka5aneg,1,60.8,23.4,2025-03-14T19:05:38.758Z,2025-03-14T19:05:40Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5579162985,213,1.75,5579162977,141,33.7,5579162973,56,Center,5579162975,140,59.6,5579162983,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787855275,449,1,2,48,20,a9vw7ikerpr4cuweeeka5aneg,1,60.4,37.0,2025-03-14T19:05:40.591Z,2025-03-14T19:05:43Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5579163213,140,52.7,5579163217,212,12.6,5579163215,141,51.3,5579163219,213,2.26,5579163211,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787855441,450,1,2,48,22,a9vw7ikerpr4cuweeeka5aneg,1,47.2,56.1,2025-03-14T19:05:42.862Z,2025-03-14T19:05:48Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5579164091,140,55.2,5579164095,212,24.9,5579164097,213,1.23,5579164093,141,90.5,5579164087,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787855551,451,1,2,48,28,a9vw7ikerpr4cuweeeka5aneg,1,72.5,89.4,2025-03-14T19:05:48.422Z,2025-03-14T19:05:51Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5579164687,212,10.0,5579164683,140,69.7,5579164681,56,Center,5579164685,141,75.3,5579164689,213,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787855611,452,1,2,48,31,a9vw7ikerpr4cuweeeka5aneg,1,70.5,77.0,2025-03-14T19:05:51.479Z,2025-03-14T19:05:54Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5579165029,141,64.5,5579165025,56,Center,5579165031,212,10.8,5579165033,213,4.04,5579165027,140,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
