id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value
2701856149,442,1,1,45,26,7gkglopz9cjsysn2u6sbhuvc5,0,74.0,25.0,2024-07-19T17:45:26.874Z,2024-07-19T17:45:29Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5109156695,141,64.5,5109156701,1,,5109156693,140,100.0,5109156699,213,0.76,5109156697,212,39.1,5109156691,56,Center,5109156689,155,,5109156687,2,,,,,,,,,,,,,,,,,,,,,,,,,
2701856161,404,5,1,45,29,bd4qakf7j0wwie8wke9km7uj8,1,-0.8,34.8,2024-07-19T17:45:29.857Z,2024-07-19T17:45:36Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5109156759,56,Back,5109156777,233,443,5109156761,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701856151,443,5,1,45,29,7gkglopz9cjsysn2u6sbhuvc5,0,100.8,65.2,2024-07-19T17:45:29.857Z,2024-07-19T17:45:33Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5109156711,56,Center,5109156713,346,,5109156803,233,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701856363,405,1,1,46,3,bd4qakf7j0wwie8wke9km7uj8,1,4.9,60.5,2024-07-19T17:46:03.653Z,2024-07-19T17:46:11Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5109157909,1,,5109157901,140,53.5,5109157907,213,0.12,5109157913,74,,5109157903,141,69.6,5109157897,124,,5109157899,56,Center,5109157905,212,51.4,,,,,,,,,,,,,,,,,,,,,,,,
2701856373,445,30,1,46,5,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-07-19T17:46:05.295Z,2024-07-19T17:46:13Z,,,,,5109157937,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701856371,407,30,1,46,5,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-07-19T17:46:05.350Z,2024-07-19T17:46:13Z,,,,,5109157935,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859417,450,18,2,45,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-07-19T18:01:35.211Z,2024-07-19T18:01:35Z,4csz412vb3lquessbnf999ct0,A. Ahmad,,,5109175365,44,Forward,5109175367,59,23,5109175385,55,451,5109175363,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859419,451,19,2,45,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-07-19T18:01:35.212Z,2024-07-19T18:11:57Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5109175375,145,9,5109175381,55,450,5109175401,293,3,5109175379,44,Forward,5109175371,42,,5109175377,59,9,5109199713,292,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859585,411,32,2,45,0,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-07-19T18:02:03.889Z,2024-07-19T18:02:06Z,,,,,5109176219,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859579,452,32,2,45,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-07-19T18:02:03.889Z,2024-07-19T18:02:04Z,,,,,5109176213,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859611,453,1,2,45,0,7gkglopz9cjsysn2u6sbhuvc5,1,49.7,50.3,2024-07-19T18:02:03.890Z,2024-07-19T18:02:08Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5109176341,279,S,5109176337,212,17.4,5109176331,56,Back,5109176339,213,3.50,5109176333,140,34.2,5109176335,141,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859625,454,1,2,45,4,7gkglopz9cjsysn2u6sbhuvc5,1,30.0,37.6,2024-07-19T18:02:08.505Z,2024-07-19T18:02:09Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5109176405,212,8.0,5109176403,141,39.5,5109176401,140,37.5,5109176407,213,0.16,5109176399,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859665,455,1,2,45,5,7gkglopz9cjsysn2u6sbhuvc5,1,37.4,39.2,2024-07-19T18:02:09.664Z,2024-07-19T18:02:17Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5109176619,140,32.9,5109176617,56,Back,5109176623,212,18.7,5109176625,213,1.83,5109176621,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859675,456,1,2,45,13,7gkglopz9cjsysn2u6sbhuvc5,1,34.2,59.6,2024-07-19T18:02:17.376Z,2024-07-19T18:02:19Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5109176679,56,Back,5109176683,141,57.0,5109176685,212,8.8,5109176681,140,42.4,5109176687,213,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859691,457,1,2,45,15,7gkglopz9cjsysn2u6sbhuvc5,1,42.4,57.0,2024-07-19T18:02:19.672Z,2024-07-19T18:02:22Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5109176813,141,56.9,5109176815,212,6.7,5109176809,56,Back,5109176817,213,3.15,5109176811,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859701,458,1,2,45,18,7gkglopz9cjsysn2u6sbhuvc5,1,37.0,51.2,2024-07-19T18:02:22.176Z,2024-07-19T18:02:24Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5109176865,213,5.57,5109176855,155,,5109176863,212,42.4,5109176859,140,67.5,5109176857,56,Right,5109176861,141,10.4,5109176867,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859711,459,1,2,45,20,7gkglopz9cjsysn2u6sbhuvc5,0,67.5,10.4,2024-07-19T18:02:24.879Z,2024-07-19T18:02:26Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5109176901,3,,5109176909,212,10.4,5109176907,141,24.7,5109176911,213,1.20,5109176905,140,71.1,5109176903,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859721,412,1,2,45,22,bd4qakf7j0wwie8wke9km7uj8,0,23.8,87.5,2024-07-19T18:02:26.672Z,2024-07-19T18:02:27Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5109176963,212,16.4,5109176961,141,73.6,5109176959,140,36.6,5109176957,56,Back,5109176965,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859741,460,1,2,45,24,7gkglopz9cjsysn2u6sbhuvc5,1,64.3,28.6,2024-07-19T18:02:28.584Z,2024-07-19T18:02:30Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5109177101,141,28.9,5109177097,56,Center,5109177099,140,73.3,5109177105,213,0.02,5109177103,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859765,461,1,2,45,26,7gkglopz9cjsysn2u6sbhuvc5,1,73.3,28.8,2024-07-19T18:02:30.296Z,2024-07-19T18:02:33Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5109177201,213,5.91,5109177199,212,23.3,5109177197,141,16.2,5109177193,56,Right,5109177195,140,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859783,462,1,2,45,29,7gkglopz9cjsysn2u6sbhuvc5,0,93.9,16.2,2024-07-19T18:02:33.072Z,2024-07-19T18:02:34Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5109177337,236,,5109177339,233,413,5109177301,155,,5109177307,141,21.6,5109177309,212,4.0,5109177311,213,1.95,5109177303,56,Center,5109177299,2,,5109177343,286,5109177305,140,92.5,,,,,,,,,,,,,,,,,,,
2701859781,413,12,2,45,29,bd4qakf7j0wwie8wke9km7uj8,1,8.5,83.5,2024-07-19T18:02:33.172Z,2024-07-19T18:02:35Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5109177285,56,Back,5109177283,185,,5109177351,233,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859789,414,6,2,45,30,bd4qakf7j0wwie8wke9km7uj8,0,0.0,82.9,2024-07-19T18:02:34.816Z,2024-07-19T18:02:37Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5109177373,233,463,5109177345,56,Back,5109177357,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859795,463,6,2,45,30,7gkglopz9cjsysn2u6sbhuvc5,1,100.0,17.1,2024-07-19T18:02:34.816Z,2024-07-19T18:05:16Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5109177363,56,Right,5109177365,75,,5109177367,233,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859841,464,43,2,45,40,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-07-19T18:02:44.835Z,2024-07-19T18:02:50Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5109177849,144,61,5109177613,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859897,465,1,2,45,47,7gkglopz9cjsysn2u6sbhuvc5,1,99.5,0.7000000000000001,2024-07-19T18:02:50.949Z,2024-07-19T18:02:53Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5109177915,213,2.10,5109177905,6,,5109177913,212,13.4,5109177909,140,93.0,5109177907,56,Right,5109177911,141,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859899,466,1,2,45,48,7gkglopz9cjsysn2u6sbhuvc5,1,93.0,17.7,2024-07-19T18:02:52.551Z,2024-07-19T18:02:53Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5109177927,213,4.08,5109177921,140,90.7,5109177925,212,4.1,5109177919,56,Right,5109177923,141,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859913,467,1,2,45,49,7gkglopz9cjsysn2u6sbhuvc5,1,90.7,12.9,2024-07-19T18:02:53.376Z,2024-07-19T18:02:54Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5109178007,141,25.6,5109178009,212,16.9,5109178011,213,2.60,5109178005,140,76.9,5109178003,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859931,468,1,2,45,50,7gkglopz9cjsysn2u6sbhuvc5,1,76.8,25.6,2024-07-19T18:02:54.487Z,2024-07-19T18:03:55Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,1.0,,5109178081,2,,5109178087,140,89.5,5109178089,141,58.8,5109180441,154,,5109180439,210,15,5109178091,212,26.2,5109178085,56,Center,5109178093,213,1.04,5109178083,155,,,,,,,,,,,,,,,,,,,,,,
2701859937,469,15,2,45,52,7gkglopz9cjsysn2u6sbhuvc5,1,92.3,57.0,2024-07-19T18:02:56.128Z,2024-07-19T18:04:15Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5109180473,146,98.8,5109180469,102,51.9,5109180465,55,468,5109178707,17,,5109180471,103,17.7,5109180291,15,,5109180295,328,,5109180475,147,51.1,5109178133,56,5109180459,76,,5109180463,154,5109180479,233,415,Center,,5109180461,29,5109180289,25,,,,,,,,
2701859939,415,10,2,45,52,bd4qakf7j0wwie8wke9km7uj8,1,2.9,47.8,2024-07-19T18:02:56.228Z,2024-07-19T18:07:07Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5109178151,56,Back,5109178235,177,,5109178149,182,,5109178147,178,,5109180331,233,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860053,417,1,2,46,5,bd4qakf7j0wwie8wke9km7uj8,1,13.5,51.9,2024-07-19T18:03:09.888Z,2024-07-19T18:03:18Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5109178721,141,23.3,5109178715,123,,5109179045,189,,5109178725,213,4.99,5109178719,140,18.7,5109178717,56,Back,5109178723,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860075,418,1,2,46,7,bd4qakf7j0wwie8wke9km7uj8,1,18.8,23.4,2024-07-19T18:03:11.104Z,2024-07-19T18:03:13Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5109178821,140,32.7,5109178827,213,5.55,5109178825,212,19.6,5109178819,56,Back,5109178823,141,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860101,419,1,2,46,9,bd4qakf7j0wwie8wke9km7uj8,0,34.4,4.7,2024-07-19T18:03:13.216Z,2024-07-19T18:03:16Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5109178951,1,,5109178943,140,68.3,5109178949,213,0.52,5109178941,56,Center,5109178947,212,41.1,5109178945,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860167,471,1,2,46,19,7gkglopz9cjsysn2u6sbhuvc5,1,32.7,50.7,2024-07-19T18:03:23.366Z,2024-07-19T18:03:29Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5109179349,56,Back,5109179347,155,,5109179359,1,,5109179351,140,49.0,5109179357,213,1.08,5109179353,141,97.4,5109179355,212,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860189,472,1,2,46,25,7gkglopz9cjsysn2u6sbhuvc5,1,48.0,97.5,2024-07-19T18:03:29.295Z,2024-07-19T18:03:32Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5109179441,212,21.5,5109179437,140,35.6,5109179443,213,4.06,5109179439,141,72.4,5109179435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860203,473,1,2,46,28,7gkglopz9cjsysn2u6sbhuvc5,1,35.7,72.3,2024-07-19T18:03:32.055Z,2024-07-19T18:03:33Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5109179509,213,4.72,5109179507,212,17.8,5109179501,56,Back,5109179505,141,46.1,5109179503,140,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860225,474,1,2,46,29,7gkglopz9cjsysn2u6sbhuvc5,1,35.9,45.1,2024-07-19T18:03:33.549Z,2024-07-19T18:03:35Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5109179641,212,23.6,5109179639,141,10.6,5109179643,213,4.82,5109179637,140,38.4,5109179635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860287,475,1,2,46,37,7gkglopz9cjsysn2u6sbhuvc5,0,37.7,5.8,2024-07-19T18:03:40.910Z,2024-07-19T18:04:35Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5109182069,286,,5109182017,212,1.2,5109182019,213,0.77,5109182013,140,38.5,5109182065,233,421,5109180007,56,Back,5109182015,141,7.0,5109182063,236,,,,,,,,,,,,,,,,,,,,,,,,,
2701860263,420,43,2,46,37,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-07-19T18:03:40.911Z,2024-07-19T18:04:16Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5109179891,285,0,5109179887,152,0,5109179889,265,0,5109180049,233,475,5109179883,13,0,5109181315,144,4,5109179885,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860457,421,74,2,46,37,bd4qakf7j0wwie8wke9km7uj8,1,62.5,92.9,2024-07-19T18:03:40.911Z,2024-07-19T18:05:18Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5109182081,233,475,5109181005,285,,5109181003,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860469,422,5,2,46,40,bd4qakf7j0wwie8wke9km7uj8,0,61.2,101.5,2024-07-19T18:03:44.720Z,2024-07-19T18:05:15Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5109181045,347,,5109183757,233,476,5109181041,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860531,476,5,2,46,40,7gkglopz9cjsysn2u6sbhuvc5,1,38.8,-1.5,2024-07-19T18:03:44.720Z,2024-07-19T18:05:14Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5109181355,56,Back,5109181357,347,,5109183741,233,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860539,477,1,2,47,13,7gkglopz9cjsysn2u6sbhuvc5,1,42.4,0.0,2024-07-19T18:04:17.575Z,2024-07-19T18:04:18Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5109181401,213,2.39,5109181393,56,Back,5109181395,140,30.3,5109181391,107,,5109181399,212,17.4,5109181397,141,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860547,478,1,2,47,14,7gkglopz9cjsysn2u6sbhuvc5,1,28.4,17.6,2024-07-19T18:04:18.431Z,2024-07-19T18:04:19Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5109181425,212,25.5,5109181419,56,Back,5109181423,141,48.2,5109181421,140,14.4,5109181427,213,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860573,479,1,2,47,15,7gkglopz9cjsysn2u6sbhuvc5,1,14.5,48.1,2024-07-19T18:04:19.704Z,2024-07-19T18:04:23Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5109181551,212,11.5,5109181549,141,53.6,5109181547,140,24.9,5109181553,213,0.33,5109181545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860575,480,1,2,47,19,7gkglopz9cjsysn2u6sbhuvc5,1,28.5,57.5,2024-07-19T18:04:22.998Z,2024-07-19T18:04:24Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5109181563,212,8.5,5109181565,213,0.15,5109181557,56,Back,5109181559,140,36.5,5109181561,141,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860617,481,1,2,47,20,7gkglopz9cjsysn2u6sbhuvc5,1,36.4,59.6,2024-07-19T18:04:24.126Z,2024-07-19T18:04:28Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5109181783,56,Back,5109181785,140,26.5,5109181791,213,2.96,5109181787,141,62.4,5109181789,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860639,482,1,2,47,24,7gkglopz9cjsysn2u6sbhuvc5,1,36.6,54.8,2024-07-19T18:04:28.767Z,2024-07-19T18:04:32Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5109181889,56,Back,5109181897,213,4.62,5109181891,140,35.0,5109181893,141,29.1,5109181895,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860659,483,1,2,47,28,7gkglopz9cjsysn2u6sbhuvc5,1,35.6,31.8,2024-07-19T18:04:31.996Z,2024-07-19T18:04:34Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5109182003,140,44.3,5109182005,141,10.0,5109182001,56,Back,5109182009,213,5.26,5109182007,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860701,484,1,2,47,30,7gkglopz9cjsysn2u6sbhuvc5,1,44.2,10.1,2024-07-19T18:04:34.677Z,2024-07-19T18:04:39Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5109182255,141,16.7,5109182253,140,87.5,5109182259,213,0.10,5109182251,56,Right,5109182257,212,45.7,5109182261,1,,5109182249,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860725,485,1,2,47,35,7gkglopz9cjsysn2u6sbhuvc5,0,92.4,23.7,2024-07-19T18:04:39.701Z,2024-07-19T18:04:48Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5109182389,212,54.2,5109182387,141,100.0,5109182391,213,1.78,5109182393,1,,5109182385,140,81.9,5109182383,56,Left,5109182379,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860793,423,5,2,47,39,bd4qakf7j0wwie8wke9km7uj8,1,18.3,-1.8,2024-07-19T18:04:43.705Z,2024-07-19T18:05:14Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5109182815,347,,5109182881,233,486,5109182813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860727,486,5,2,47,39,7gkglopz9cjsysn2u6sbhuvc5,0,81.7,101.8,2024-07-19T18:04:43.705Z,2024-07-19T18:04:57Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5109182395,56,Left,5109182397,347,,5109182889,233,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860811,424,1,2,47,52,bd4qakf7j0wwie8wke9km7uj8,1,18.5,0.0,2024-07-19T18:04:56.255Z,2024-07-19T18:04:57Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5109182929,107,,5109182935,141,8.0,5109182933,140,26.3,5109182931,56,Back,5109182937,212,10.6,5109182939,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860819,425,1,2,47,53,bd4qakf7j0wwie8wke9km7uj8,1,26.4,8.0,2024-07-19T18:04:57.423Z,2024-07-19T18:04:58Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5109182985,141,4.3,5109182981,56,Back,5109182989,213,3.87,5109182987,212,3.8,5109182983,140,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860855,426,1,2,47,54,bd4qakf7j0wwie8wke9km7uj8,1,23.6,4.3,2024-07-19T18:04:58.400Z,2024-07-19T18:05:03Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5109183183,1,,5109183175,140,38.4,5109183177,141,38.2,5109183179,212,27.8,5109183171,157,,5109183173,56,Back,5109183181,213,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860859,427,61,2,47,59,bd4qakf7j0wwie8wke9km7uj8,0,38.8,38.0,2024-07-19T18:05:03.039Z,2024-07-19T18:05:03Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5109183205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860897,488,1,2,48,0,7gkglopz9cjsysn2u6sbhuvc5,1,58.5,52.2,2024-07-19T18:05:03.951Z,2024-07-19T18:05:07Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5109183387,212,25.8,5109183391,213,5.62,5109183383,141,28.8,5109183377,56,Center,5109183379,140,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860917,489,1,2,48,3,7gkglopz9cjsysn2u6sbhuvc5,0,85.0,27.0,2024-07-19T18:05:07.119Z,2024-07-19T18:05:08Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5109183499,141,43.9,5109183497,140,84.6,5109183501,212,11.5,5109183495,56,Center,5109183503,213,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860933,428,12,2,48,5,bd4qakf7j0wwie8wke9km7uj8,1,14.7,61.4,2024-07-19T18:05:09.679Z,2024-07-19T18:05:12Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5109183633,141,100.0,5109183629,56,Back,5109183635,212,26.8,5109183657,167,,5109183637,213,1.51,5109183631,140,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860937,429,5,2,48,8,bd4qakf7j0wwie8wke9km7uj8,0,18.1,101.2,2024-07-19T18:05:11.896Z,2024-07-19T18:05:13Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5109183653,56,Back,5109183655,347,,5109183731,233,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701860941,490,5,2,48,8,7gkglopz9cjsysn2u6sbhuvc5,1,81.9,-1.2,2024-07-19T18:05:11.896Z,2024-07-19T18:05:15Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5109183663,347,,5109183661,56,Right,5109183665,233,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701861063,491,1,2,48,24,7gkglopz9cjsysn2u6sbhuvc5,1,78.6,0.0,2024-07-19T18:05:28.678Z,2024-07-19T18:05:33Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5109184357,107,,5109184359,56,Right,5109184361,140,89.5,5109184367,213,0.58,5109184365,212,13.7,5109184363,141,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701861083,492,1,2,48,29,7gkglopz9cjsysn2u6sbhuvc5,0,96.9,3.8,2024-07-19T18:05:33.373Z,2024-07-19T18:05:35Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5109184437,56,Center,5109184443,212,18.2,5109184439,140,96.5,5109184445,213,1.59,5109184441,141,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701861117,430,1,2,48,34,bd4qakf7j0wwie8wke9km7uj8,0,6.9,70.9,2024-07-19T18:05:38Z,2024-07-19T18:05:49Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5109184641,213,0.33,5109184639,212,31.2,5109184631,157,,5109184637,141,85.9,5109184633,56,Back,5109184635,140,35.0,5109184643,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701861157,493,1,2,48,34,7gkglopz9cjsysn2u6sbhuvc5,1,60.9,13.7,2024-07-19T18:05:38.846Z,2024-07-19T18:05:44Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5109184859,3,,5109184869,213,1.49,5109184867,212,26.0,5109184861,56,Center,5109184863,140,62.8,5109184865,141,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701861193,494,1,2,48,40,7gkglopz9cjsysn2u6sbhuvc5,1,62.8,51.8,2024-07-19T18:05:44.084Z,2024-07-19T18:09:45Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5109185097,213,2.91,5109185091,141,58.2,5109185093,212,19.2,5109185087,56,Back,5109185089,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701861197,495,1,2,48,45,7gkglopz9cjsysn2u6sbhuvc5,1,46.4,58.1,2024-07-19T18:05:49.602Z,2024-07-19T18:09:46Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5109194065,56,Back,5109194067,140,42.2,5109194069,141,54.8,5109194071,212,4.9,5109194073,213,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
